CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_PCD;Quantidade_Nao_PCD;Quantidade_Sem_Resposta;Nao_Aplicavel
05.878.397/0001-32;2024-12-31;16;148218;ALLOS S.A.;Conselho Fiscal - Suplentes;0;3;0;N
05.878.397/0001-32;2024-12-31;16;148218;ALLOS S.A.;Diretoria;1;7;0;N
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração - Efetivos;0;0;7;N
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração - Suplentes;0;0;7;N
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal - Efetivos;0;0;3;N
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal - Suplentes;0;0;2;N
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Diretoria;0;0;6;N
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;Conselho de Administração - Efetivos;0;0;0;N
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;Conselho de Administração - Suplentes;0;0;0;N
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;Conselho Fiscal - Efetivos;0;0;0;N
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;Conselho Fiscal - Suplentes;0;0;0;N
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;Diretoria;0;0;0;N
06.347.409/0001-65;2024-12-31;5;148103;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Conselho de Administração - Efetivos;;;;N
06.347.409/0001-65;2024-12-31;5;148103;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Conselho de Administração - Suplentes;;;;N
06.347.409/0001-65;2024-12-31;5;148103;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Conselho Fiscal - Efetivos;;;;N
06.347.409/0001-65;2024-12-31;5;148103;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Conselho Fiscal - Suplentes;;;;N
06.347.409/0001-65;2024-12-31;5;148103;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Diretoria;;;;N
06.981.176/0001-58;2024-12-31;14;148062;CEMIG GERACAO E TRANSMISSAO S.A.;Conselho de Administração - Efetivos;0;0;0;N
06.981.176/0001-58;2024-12-31;14;148062;CEMIG GERACAO E TRANSMISSAO S.A.;Conselho de Administração - Suplentes;0;0;0;N
06.981.176/0001-58;2024-12-31;14;148062;CEMIG GERACAO E TRANSMISSAO S.A.;Conselho Fiscal - Efetivos;0;0;0;N
06.981.176/0001-58;2024-12-31;14;148062;CEMIG GERACAO E TRANSMISSAO S.A.;Conselho Fiscal - Suplentes;0;0;0;N
06.981.176/0001-58;2024-12-31;14;148062;CEMIG GERACAO E TRANSMISSAO S.A.;Diretoria;0;0;0;N
06.981.180/0001-16;2024-12-31;20;148064;CEMIG DISTRIBUICAO S.A.;Conselho de Administração - Efetivos;0;0;0;N
06.981.180/0001-16;2024-12-31;20;148064;CEMIG DISTRIBUICAO S.A.;Conselho de Administração - Suplentes;0;0;0;N
06.981.180/0001-16;2024-12-31;20;148064;CEMIG DISTRIBUICAO S.A.;Conselho Fiscal - Efetivos;0;0;0;N
06.981.180/0001-16;2024-12-31;20;148064;CEMIG DISTRIBUICAO S.A.;Conselho Fiscal - Suplentes;0;0;0;N
06.981.180/0001-16;2024-12-31;20;148064;CEMIG DISTRIBUICAO S.A.;Diretoria;0;0;0;N
07.040.108/0001-57;2024-12-31;8;147763;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Conselho de Administração - Efetivos;;;;N
07.040.108/0001-57;2024-12-31;8;147763;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Conselho de Administração - Suplentes;;;;S
07.040.108/0001-57;2024-12-31;8;147763;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Conselho Fiscal - Efetivos;;;;N
07.040.108/0001-57;2024-12-31;8;147763;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Conselho Fiscal - Suplentes;;;;N
07.040.108/0001-57;2024-12-31;8;147763;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Diretoria;;;;N
07.206.816/0001-15;2024-12-31;6;146235;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho de Administração - Efetivos;;;;N
07.206.816/0001-15;2024-12-31;6;146235;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho de Administração - Suplentes;;;;N
07.206.816/0001-15;2024-12-31;6;146235;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho Fiscal - Efetivos;;;;N
07.206.816/0001-15;2024-12-31;6;146235;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho Fiscal - Suplentes;;;;N
07.206.816/0001-15;2024-12-31;6;146235;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Diretoria;;;;N
07.237.373/0001-20;2024-12-31;16;148203;BCO NORDESTE DO BRASIL S.A.;Conselho de Administração - Efetivos;0;7;0;N
07.237.373/0001-20;2024-12-31;16;148203;BCO NORDESTE DO BRASIL S.A.;Conselho de Administração - Suplentes;;;;S
07.237.373/0001-20;2024-12-31;16;148203;BCO NORDESTE DO BRASIL S.A.;Conselho Fiscal - Efetivos;0;3;0;N
07.237.373/0001-20;2024-12-31;16;148203;BCO NORDESTE DO BRASIL S.A.;Conselho Fiscal - Suplentes;0;3;0;N
07.237.373/0001-20;2024-12-31;16;148203;BCO NORDESTE DO BRASIL S.A.;Diretoria;0;7;0;N
07.636.657/0001-99;2024-12-31;4;148350;AÇO VERDE DO BRASIL S.A;Conselho de Administração - Efetivos;0;5;0;N
07.636.657/0001-99;2024-12-31;4;148350;AÇO VERDE DO BRASIL S.A;Conselho de Administração - Suplentes;;;;S
07.636.657/0001-99;2024-12-31;4;148350;AÇO VERDE DO BRASIL S.A;Conselho Fiscal - Efetivos;;;;S
07.636.657/0001-99;2024-12-31;4;148350;AÇO VERDE DO BRASIL S.A;Conselho Fiscal - Suplentes;;;;S
07.636.657/0001-99;2024-12-31;4;148350;AÇO VERDE DO BRASIL S.A;Diretoria;0;5;0;N
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Conselho de Administração - Efetivos;0;11;0;N
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Conselho de Administração - Suplentes;0;3;0;N
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Conselho Fiscal - Efetivos;0;5;0;N
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Conselho Fiscal - Suplentes;0;5;0;N
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Diretoria;0;4;0;N
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração - Efetivos;0;6;1;N
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração - Suplentes;;;;S
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal - Efetivos;0;3;1;N
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal - Suplentes;0;3;1;N
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria;0;6;0;N
07.859.971/0001-30;2024-12-31;14;151747;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho de Administração - Efetivos;0;0;13;N
07.859.971/0001-30;2024-12-31;14;151747;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho de Administração - Suplentes;;;;S
07.859.971/0001-30;2024-12-31;14;151747;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho Fiscal - Efetivos;0;0;0;N
07.859.971/0001-30;2024-12-31;14;151747;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho Fiscal - Suplentes;0;0;0;N
07.859.971/0001-30;2024-12-31;14;151747;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Diretoria;0;0;5;N
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;7;0;N
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;;;;S
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;3;0;N
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;3;0;N
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Diretoria;0;5;0;N
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Conselho de Administração - Efetivos;;;;N
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Conselho de Administração - Suplentes;;;;N
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;;;;N
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;;;;N
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Diretoria;;;;N
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Conselho de Administração - Efetivos;0;0;0;N
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Conselho de Administração - Suplentes;;;;S
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Conselho Fiscal - Efetivos;;;;S
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Conselho Fiscal - Suplentes;;;;S
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Diretoria;0;0;0;N
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Conselho de Administração - Efetivos;;;;N
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Conselho de Administração - Suplentes;;;;N
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Conselho Fiscal - Efetivos;;;;N
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Conselho Fiscal - Suplentes;;;;N
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Diretoria;;;;N
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;0;9;0;N
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;;;;S
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;;;;S
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;;;;S
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Diretoria;0;13;0;N
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Conselho de Administração - Efetivos;0;6;0;N
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Conselho de Administração - Suplentes;;;;S
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Conselho Fiscal - Efetivos;0;3;0;N
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Conselho Fiscal - Suplentes;0;3;0;N
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Diretoria;0;6;0;N
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Conselho de Administração - Efetivos;0;6;0;N
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Conselho de Administração - Suplentes;;;;S
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Conselho Fiscal - Efetivos;;;;S
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Conselho Fiscal - Suplentes;;;;S
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Diretoria;0;3;0;N
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;0;0;N
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;N
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;N
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;N
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Diretoria;0;0;0;N
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;Conselho de Administração - Efetivos;0;0;0;N
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;Conselho de Administração - Suplentes;0;0;0;N
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;Conselho Fiscal - Efetivos;0;0;0;N
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;Conselho Fiscal - Suplentes;0;0;0;N
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;Diretoria;0;0;0;N
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração - Efetivos;0;7;0;N
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração - Suplentes;0;2;0;N
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal - Efetivos;0;3;0;N
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal - Suplentes;0;3;0;N
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria;0;6;0;N
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;Conselho de Administração - Efetivos;;;;N
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;Conselho de Administração - Suplentes;;;;S
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;Conselho Fiscal - Efetivos;;;;N
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;Conselho Fiscal - Suplentes;;;;N
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;Diretoria;;;;N
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;0;0;N
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;;;;S
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;;;;S
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;;;;S
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Diretoria;0;0;0;N
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Conselho de Administração - Efetivos;;;;N
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Conselho de Administração - Suplentes;;;;S
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Conselho Fiscal - Efetivos;;;;S
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Conselho Fiscal - Suplentes;;;;S
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Diretoria;;;;N
11.284.204/0001-18;2024-12-31;9;146178;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Conselho de Administração - Efetivos;;;;N
11.284.204/0001-18;2024-12-31;9;146178;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Conselho de Administração - Suplentes;;;;N
11.284.204/0001-18;2024-12-31;9;146178;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Conselho Fiscal - Efetivos;;;;N
11.284.204/0001-18;2024-12-31;9;146178;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Conselho Fiscal - Suplentes;;;;N
11.284.204/0001-18;2024-12-31;9;146178;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Diretoria;;;;N
11.992.680/0001-93;2024-12-31;7;146266;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Conselho de Administração - Efetivos;;;;N
11.992.680/0001-93;2024-12-31;7;146266;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Conselho de Administração - Suplentes;;;;N
11.992.680/0001-93;2024-12-31;7;146266;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Conselho Fiscal - Efetivos;;;;N
11.992.680/0001-93;2024-12-31;7;146266;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Conselho Fiscal - Suplentes;;;;N
11.992.680/0001-93;2024-12-31;7;146266;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Diretoria;;;;N
12.049.631/0001-84;2024-12-31;12;148331;MOURA DUBEUX ENGENHARIA S/A;Conselho de Administração - Efetivos;0;6;0;N
12.049.631/0001-84;2024-12-31;12;148331;MOURA DUBEUX ENGENHARIA S/A;Conselho de Administração - Suplentes;;;;S
12.049.631/0001-84;2024-12-31;12;148331;MOURA DUBEUX ENGENHARIA S/A;Conselho Fiscal - Efetivos;0;3;0;N
12.049.631/0001-84;2024-12-31;12;148331;MOURA DUBEUX ENGENHARIA S/A;Conselho Fiscal - Suplentes;0;3;0;N
12.049.631/0001-84;2024-12-31;12;148331;MOURA DUBEUX ENGENHARIA S/A;Diretoria;0;7;0;N
12.108.897/0001-50;2024-12-31;8;148314;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;7;0;N
12.108.897/0001-50;2024-12-31;8;148314;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;;;;S
12.108.897/0001-50;2024-12-31;8;148314;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;;;;S
12.108.897/0001-50;2024-12-31;8;148314;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;;;;S
12.108.897/0001-50;2024-12-31;8;148314;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Diretoria;0;4;0;N
12.300.288/0001-07;2024-12-31;9;147369;NORTE ENERGIA S.A.;Conselho de Administração - Efetivos;;;;N
12.300.288/0001-07;2024-12-31;9;147369;NORTE ENERGIA S.A.;Conselho de Administração - Suplentes;;;;N
12.300.288/0001-07;2024-12-31;9;147369;NORTE ENERGIA S.A.;Conselho Fiscal - Efetivos;;;;N
12.300.288/0001-07;2024-12-31;9;147369;NORTE ENERGIA S.A.;Conselho Fiscal - Suplentes;;;;N
12.300.288/0001-07;2024-12-31;9;147369;NORTE ENERGIA S.A.;Diretoria;;;;N
12.420.164/0001-57;2024-12-31;12;148373;CM HOSPITALAR S.A;Conselho de Administração - Efetivos;0;5;0;N
12.420.164/0001-57;2024-12-31;12;148373;CM HOSPITALAR S.A;Conselho de Administração - Suplentes;;;;S
12.420.164/0001-57;2024-12-31;12;148373;CM HOSPITALAR S.A;Conselho Fiscal - Efetivos;;;;S
12.420.164/0001-57;2024-12-31;12;148373;CM HOSPITALAR S.A;Conselho Fiscal - Suplentes;;;;S
12.420.164/0001-57;2024-12-31;12;148373;CM HOSPITALAR S.A;Diretoria;0;8;0;N
12.528.708/0001-07;2024-12-31;11;147021;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Conselho de Administração - Efetivos;;;;N
12.528.708/0001-07;2024-12-31;11;147021;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Conselho de Administração - Suplentes;;;;N
12.528.708/0001-07;2024-12-31;11;147021;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Conselho Fiscal - Efetivos;;;;N
12.528.708/0001-07;2024-12-31;11;147021;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Conselho Fiscal - Suplentes;;;;N
12.528.708/0001-07;2024-12-31;11;147021;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Diretoria;;;;N
12.648.327/0001-53;2024-12-31;23;148040;HIDROVIAS DO BRASIL S.A.;Conselho de Administração - Efetivos;;;;N
12.648.327/0001-53;2024-12-31;23;148040;HIDROVIAS DO BRASIL S.A.;Conselho de Administração - Suplentes;;;;N
12.648.327/0001-53;2024-12-31;23;148040;HIDROVIAS DO BRASIL S.A.;Conselho Fiscal - Efetivos;;;;N
12.648.327/0001-53;2024-12-31;23;148040;HIDROVIAS DO BRASIL S.A.;Conselho Fiscal - Suplentes;;;;N
12.648.327/0001-53;2024-12-31;23;148040;HIDROVIAS DO BRASIL S.A.;Diretoria;;;;N
13.009.717/0001-46;2024-12-31;13;148324;BCO ESTADO DE SERGIPE S.A. - BANESE;Conselho de Administração - Efetivos;0;9;0;N
13.009.717/0001-46;2024-12-31;13;148324;BCO ESTADO DE SERGIPE S.A. - BANESE;Conselho de Administração - Suplentes;;;;S
13.009.717/0001-46;2024-12-31;13;148324;BCO ESTADO DE SERGIPE S.A. - BANESE;Conselho Fiscal - Efetivos;0;4;0;N
13.009.717/0001-46;2024-12-31;13;148324;BCO ESTADO DE SERGIPE S.A. - BANESE;Conselho Fiscal - Suplentes;0;1;0;N
13.009.717/0001-46;2024-12-31;13;148324;BCO ESTADO DE SERGIPE S.A. - BANESE;Diretoria;0;5;0;N
13.217.485/0001-11;2024-12-31;9;148102;GRUPO SBF S.A.;Conselho de Administração - Efetivos;0;0;0;N
13.217.485/0001-11;2024-12-31;9;148102;GRUPO SBF S.A.;Conselho de Administração - Suplentes;0;0;0;N
13.217.485/0001-11;2024-12-31;9;148102;GRUPO SBF S.A.;Conselho Fiscal - Efetivos;0;0;0;N
13.217.485/0001-11;2024-12-31;9;148102;GRUPO SBF S.A.;Conselho Fiscal - Suplentes;0;0;0;N
13.217.485/0001-11;2024-12-31;9;148102;GRUPO SBF S.A.;Diretoria;0;0;0;N
13.270.520/0001-66;2024-12-31;8;148114;KORA SAÚDE PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;;;;N
13.270.520/0001-66;2024-12-31;8;148114;KORA SAÚDE PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;;;;N
13.270.520/0001-66;2024-12-31;8;148114;KORA SAÚDE PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;;;;N
13.270.520/0001-66;2024-12-31;8;148114;KORA SAÚDE PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;;;;N
13.270.520/0001-66;2024-12-31;8;148114;KORA SAÚDE PARTICIPAÇÕES S.A.;Diretoria;;;;N
13.584.310/0001-42;2024-12-31;6;152844;SUGOI S.A.;Conselho de Administração - Efetivos;0;0;3;N
13.584.310/0001-42;2024-12-31;6;152844;SUGOI S.A.;Conselho de Administração - Suplentes;0;0;2;N
13.584.310/0001-42;2024-12-31;6;152844;SUGOI S.A.;Conselho Fiscal - Efetivos;;;;S
13.584.310/0001-42;2024-12-31;6;152844;SUGOI S.A.;Conselho Fiscal - Suplentes;;;;S
13.584.310/0001-42;2024-12-31;6;152844;SUGOI S.A.;Diretoria;0;0;3;N
14.110.585/0001-07;2024-12-31;16;148294;MÉLIUZ S.A.;Conselho de Administração - Efetivos;0;0;8;N
14.110.585/0001-07;2024-12-31;16;148294;MÉLIUZ S.A.;Conselho de Administração - Suplentes;;;;S
14.110.585/0001-07;2024-12-31;16;148294;MÉLIUZ S.A.;Conselho Fiscal - Efetivos;;;;S
14.110.585/0001-07;2024-12-31;16;148294;MÉLIUZ S.A.;Conselho Fiscal - Suplentes;;;;S
14.110.585/0001-07;2024-12-31;16;148294;MÉLIUZ S.A.;Diretoria;0;0;8;N
14.388.334/0001-99;2024-12-31;11;146810;PARANA BCO S.A.;Conselho de Administração - Efetivos;0;0;0;N
14.388.334/0001-99;2024-12-31;11;146810;PARANA BCO S.A.;Conselho de Administração - Suplentes;;;;S
14.388.334/0001-99;2024-12-31;11;146810;PARANA BCO S.A.;Conselho Fiscal - Efetivos;;;;S
14.388.334/0001-99;2024-12-31;11;146810;PARANA BCO S.A.;Conselho Fiscal - Suplentes;;;;S
14.388.334/0001-99;2024-12-31;11;146810;PARANA BCO S.A.;Diretoria;0;0;0;N
14.807.945/0001-24;2024-12-31;3;146274;SANSUY S.A. INDUSTRIA DE PLASTICOS;Conselho de Administração - Efetivos;;;;N
14.807.945/0001-24;2024-12-31;3;146274;SANSUY S.A. INDUSTRIA DE PLASTICOS;Conselho de Administração - Suplentes;;;;N
14.807.945/0001-24;2024-12-31;3;146274;SANSUY S.A. INDUSTRIA DE PLASTICOS;Conselho Fiscal - Efetivos;;;;N
14.807.945/0001-24;2024-12-31;3;146274;SANSUY S.A. INDUSTRIA DE PLASTICOS;Conselho Fiscal - Suplentes;;;;N
14.807.945/0001-24;2024-12-31;3;146274;SANSUY S.A. INDUSTRIA DE PLASTICOS;Diretoria;;;;N
15.090.690/0001-94;2024-12-31;4;148247;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Conselho de Administração - Efetivos;0;0;5;N
