CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Quantidade_Pessoa_Fisica;Quantidade_Pessoa_Juridica;Quantidade_Investidor
10.319.900/0001-50;2024-12-31;2;142162;REGENERA RIO S.A.;Debêntures;11270;149;0
10.319.900/0001-50;2024-12-31;2;142162;REGENERA RIO S.A.;Nota Comercial;0;1;0
10.324.624/0001-18;2024-12-31;4;147310;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Debêntures;19299;454;0
10.452.416/0001-02;2024-12-31;4;146565;REAG CAPITAL HOLDING S.A.;Certificado de Recebíveis do Agronegócio;0;0;0
10.488.244/0001-19;2024-12-31;1;138293;INFRASEC SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;0;0;4
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;Debêntures;10427;43;163
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;Debêntures;0;7;4
10.635.691/0001-53;2024-12-31;3;144515;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Debêntures;0;0;0
10.647.979/0001-48;2024-12-31;5;148139;CONC ROTA DAS BANDEIRAS S.A.;Debêntures;21261;891;0
10.678.505/0001-63;2024-12-31;4;144739;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Debêntures;14519;65;30
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Bônus de Subscrição;705;2;165
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Debêntures;91;14;75
10.835.932/0001-08;2024-12-31;6;146530;CIA ENERGETICA DE PERNAMBUCO - CELPE;Debêntures;1816;11;819
10.835.932/0001-08;2024-12-31;6;146530;CIA ENERGETICA DE PERNAMBUCO - CELPE;Nota Comercial;2728;0;125
10.841.050/0001-55;2024-12-31;4;146595;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Debêntures;1685;33;158
11.284.204/0001-18;2024-12-31;9;146178;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Debêntures;0;4;0
11.421.994/0001-36;2024-12-31;16;146396;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Debêntures;0;1;0
11.669.021/0001-10;2024-12-31;5;142365;ENAUTA PARTICIPAÇÕES S.A.;Debêntures;56497;1119;493
11.992.680/0001-93;2024-12-31;7;146266;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Debêntures;434;757;0
12.049.631/0001-84;2024-12-31;12;148331;MOURA DUBEUX ENGENHARIA S/A;Debêntures;0;1;0
12.049.631/0001-84;2024-12-31;12;148331;MOURA DUBEUX ENGENHARIA S/A;Nota Comercial;0;5;0
12.091.809/0001-55;2024-12-31;17;148135;BRAVA ENERGIA S.A.;Debêntures;1688;132;274
12.104.241/0004-02;2024-12-31;21;148161;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Bônus de Subscrição;75;0;1
12.104.241/0004-02;2024-12-31;21;148161;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Debêntures;0;0;84
12.104.241/0004-02;2024-12-31;21;148161;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Nota Comercial;0;2;0
12.300.288/0001-07;2024-12-31;9;147369;NORTE ENERGIA S.A.;Debêntures;7244;178;0
12.420.164/0001-57;2024-12-31;12;148373;CM HOSPITALAR S.A;Debêntures;0;498;0
12.489.315/0001-23;2024-12-31;3;146770;FERREIRA GOMES ENERGIA S.A.;Debêntures;1680;6;33
12.528.708/0001-07;2024-12-31;11;147021;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Debêntures;1680;540;387
12.592.831/0001-89;2024-12-31;3;143620;MNLT S.A.;Debêntures;0;0;80
12.648.266/0001-24;2024-12-31;14;147025;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Debêntures;0;0;205
12.648.327/0001-53;2024-12-31;23;148040;HIDROVIAS DO BRASIL S.A.;Debêntures;4746;310;0
12.919.786/0001-24;2024-12-31;1;138864;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Debêntures;0;0;0
13.017.462/0001-63;2024-12-31;3;147287;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;135;22;24
13.017.462/0001-63;2024-12-31;3;147287;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Nota Comercial;0;0;1
13.270.520/0001-66;2024-12-31;8;148114;KORA SAÚDE PARTICIPAÇÕES S.A.;Debêntures;600;496;179
13.444.994/0001-87;2024-12-31;3;143792;MLOG S.A.;Nota Comercial;0;0;1
13.574.594/0001-96;2024-12-31;20;148157;ZAMP SA;Debêntures;1;0;229
13.574.594/0001-96;2024-12-31;20;148157;ZAMP SA;Nota Comercial;0;0;3
13.584.310/0001-42;2024-12-31;6;152844;SUGOI S.A.;Certificados de Recebíveis Imobiliários;0;0;1
13.783.221/0004-78;2024-12-31;5;147272;MADERO INDÚSTRIA E COMÉRCIO S.A.;Nota Comercial;0;0;5
14.110.585/0001-07;2024-12-31;16;148294;MÉLIUZ S.A.;Bônus de Subscrição;43;4;1
14.292.540/0001-09;2024-12-31;3;145366;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;Debêntures;70;1;317
14.388.334/0001-99;2024-12-31;11;146810;PARANA BCO S.A.;Letras Financeiras;16;0;27
14.785.152/0001-51;2024-12-31;7;146689;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Debêntures;0;4;0
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;Debêntures;0;2;0
14.998.371/0001-19;2024-12-31;5;145830;J. MACEDO S.A.;Debêntures;0;440000;0
15.090.690/0001-94;2024-12-31;4;148247;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Debêntures;0;1;0
15.114.494/0001-02;2024-12-31;4;146133;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;Debêntures;0;12;86
15.139.629/0001-94;2024-12-31;7;146411;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Debêntures;1685;36;1009
15.139.629/0001-94;2024-12-31;7;146411;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Nota Comercial;0;0;46
15.385.166/0001-40;2024-12-31;3;143686;EQUIPAV SANEAMENTO S.A.;Debêntures;47;157;339
15.413.826/0001-50;2024-12-31;7;148378;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Debêntures;3825;19;300
15.413.826/0001-50;2024-12-31;7;148378;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Nota Comercial;0;0;5
15.440.708/0001-30;2024-12-31;4;148083;CONCESSIONÁRIA VIARIO S.A.;Debêntures;0;1;94
15.494.541/0001-90;2024-12-31;3;146429;SALUS INFRAESTRUTURA PORTUARIA SA;Debêntures;49;41;0
15.578.569/0001-06;2024-12-31;14;147292;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Debêntures;10036;51;0
16.233.389/0001-55;2024-12-31;10;148484;CVLB BRASIL S.A;Debêntures;0;4;0
16.233.389/0001-55;2024-12-31;10;148484;CVLB BRASIL S.A;Nota Comercial;0;5;0
16.404.287/0001-55;2024-12-31;11;146712;SUZANO S.A.;Debêntures;3249;75;266
16.590.234/0001-76;2024-12-31;23;147415;AZZAS 2154 S.A.;Debêntures;0;0;1
16.614.075/0001-00;2024-12-31;6;146908;DIRECIONAL ENGENHARIA S.A.;Debêntures;1;24;40
16.670.085/0001-55;2024-12-31;13;147999;LOCALIZA RENT A CAR S.A.;Debêntures;21916;3688;769
16.670.085/0001-55;2024-12-31;13;147999;LOCALIZA RENT A CAR S.A.;Nota Comercial;0;0;4
16.676.520/0001-59;2024-12-31;17;148109;HOSPITAL MATER DEI S.A.;Debêntures;0;0;20
16.811.931/0001-00;2024-12-31;8;143647;ALPHAVILLE S.A.;Bônus de Subscrição;14;0;1
16.811.931/0001-00;2024-12-31;8;143647;ALPHAVILLE S.A.;Debêntures;0;4;0
16.838.421/0001-26;2024-12-31;4;144759;XP INVESTIMENTOS S.A.;Debêntures;0;1;0
16.838.421/0001-26;2024-12-31;4;144759;XP INVESTIMENTOS S.A.;Nota Comercial;0;1;0
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Debêntures;0;2;1
17.281.106/0001-03;2024-12-31;17;148260;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Debêntures;6302;94;718
17.314.329/0001-20;2024-12-31;17;148276;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Debêntures;0;0;43
17.314.329/0001-20;2024-12-31;17;148276;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Nota Comercial;0;0;0
18.328.118/0001-09;2024-12-31;12;147245;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Debêntures;15;48;4
18.494.485/0001-82;2024-12-31;5;144890;PORTO SUDESTE V.M. S.A.;Título de Investimento Coletivo;506;3;0
18.572.225/0001-88;2024-12-31;2;144480;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Debêntures;0;0;0
18.593.815/0001-97;2024-12-31;12;146799;PRINER SERVIÇOS INDUSTRIAIS S.A.;Debêntures;4;0;25
18.903.785/0001-78;2024-12-31;7;146602;HOLDING DO ARAGUAIA S.A.;Debêntures;6479;153;205
19.208.022/0001-70;2024-12-31;6;146599;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;120;1;30
19.403.252/0001-90;2024-12-31;5;146099;EMCCAMP RESIDENCIAL S.A.;Debêntures;0;13;0
19.521.322/0001-04;2024-12-31;5;146021;CONCESSIONÁRIA ROTA DO OESTE S.A.;Debêntures;0;0;3
19.527.586/0001-75;2024-12-31;6;145234;COMPANHIA ENERGÉTICA SINOP S/A;Debêntures;470;11;8
19.527.639/0001-58;2024-12-31;5;147295;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;153;5;32
19.527.639/0001-58;2024-12-31;5;147295;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Nota Comercial;0;0;36
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Debêntures;0;0;106
20.247.322/0001-47;2024-12-31;13;147507;ALLIED TECNOLOGIA S.A.;Debêntures;0;0;3
20.512.706/0001-40;2024-12-31;17;148495;VITRU EDUCAÇÃO S.A.;Debêntures;0;0;93
20.514.555/0001-69;2024-12-31;4;142421;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Debêntures;417;0;30
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Debêntures;86;0;27
21.314.559/0001-66;2024-12-31;15;147353;MOVIDA PARTICIPACOES SA;Debêntures;22083;2336;1139
21.314.559/0001-66;2024-12-31;15;147353;MOVIDA PARTICIPACOES SA;Nota Comercial;0;0;2
21.389.501/0001-81;2024-12-31;9;146086;COMPASS GÁS E ENERGIA S.A.;Debêntures;15;0;441
21.728.083/0001-00;2024-12-31;4;142061;TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A.;Debêntures;0;0;27
22.163.297/0001-49;2024-12-31;5;148019;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;Debêntures;59;0;106
22.261.473/0001-85;2024-12-31;10;148137;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Debêntures;4020;12;69
23.096.269/0001-19;2024-12-31;3;147327;RIO PARANA ENERGIA S.A.;Debêntures;0;0;49
23.236.821/0001-27;2024-12-31;5;148491;PATRIMAR ENGENHARIA S.A.;Debêntures;0;1;1
23.373.000/0001-32;2024-12-31;15;148175;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Debêntures;49549;414;53
23.373.000/0001-32;2024-12-31;15;148175;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Nota Comercial;0;0;1
23.438.929/0001-00;2024-12-31;12;148043;ALARES INTERNET PARTICIPAÇÕES S/A;Debêntures;184;0;24
23.438.929/0001-00;2024-12-31;12;148043;ALARES INTERNET PARTICIPAÇÕES S/A;Nota Comercial;0;0;1
24.230.275/0001-80;2024-12-31;7;148246;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Debêntures;0;1;1
24.396.489/0001-20;2024-12-31;8;148154;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Debêntures;3239;327;214
24.624.490/0001-65;2024-12-31;3;142055;ARGO TRANSMISSÃO DE ENERGIA S/A;Debêntures;0;0;1
24.921.465/0001-43;2024-12-31;5;144555;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Bônus de Subscrição;0;1;0
24.921.465/0001-43;2024-12-31;5;144555;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Debêntures;0;0;35
24.921.465/0001-43;2024-12-31;5;144555;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Nota Comercial;0;1;0
24.962.466/0001-36;2024-12-31;8;145144;RUMO MALHA NORTE S.A.;Debêntures;0;0;1
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;Debêntures;0;12;0
25.369.840/0001-57;2024-12-31;13;148400;COMERC ENERGIA S.A.;Debêntures;2404;135;1012
26.462.693/0001-28;2024-12-31;5;148265;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Nota Comercial;0;1;0
26.609.050/0001-64;2024-12-31;2;142395;TRAVESSIA SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;245;2;6
26.609.050/0001-64;2024-12-31;2;142395;TRAVESSIA SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;773;50;51
26.609.050/0001-64;2024-12-31;2;142395;TRAVESSIA SECURITIZADORA S.A.;Debêntures;58;9;42
26.659.061/0001-59;2024-12-31;13;147380;MPM CORPÓREOS S.A.;Debêntures;0;8;0
26.659.061/0001-59;2024-12-31;13;147380;MPM CORPÓREOS S.A.;Nota Comercial;0;1;0
26.664.057/0001-89;2024-12-31;1;138743;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;4474;46;139
26.845.702/0001-60;2024-12-31;5;143760;BELÉM TRANSMISSORA DE ENERGIA S.A;Debêntures;0;1;0
26.845.702/0001-60;2024-12-31;5;143760;BELÉM TRANSMISSORA DE ENERGIA S.A;Nota Comercial;0;1;0
26.982.634/0001-80;2024-12-31;2;142540;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;Debêntures;4;0;14
27.093.558/0001-15;2024-12-31;12;146558;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Debêntures;0;37;62
27.157.474/0001-06;2024-12-31;6;147282;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Debêntures;1099;8;201
27.967.244/0001-02;2024-12-31;6;148127;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;Debêntures;2165;29;22
28.019.100/0001-89;2024-12-31;2;139439;VIAPAULISTA S.A.;Debêntures;773;102;102
28.152.650/0001-71;2024-12-31;3;147064;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;Debêntures;0;34;126
28.201.130/0001-01;2024-12-31;2;146960;ENERGISA TRANSMISSÃO DE ENERGIA S/A;Debêntures;2051;17;125
28.201.130/0001-01;2024-12-31;2;146960;ENERGISA TRANSMISSÃO DE ENERGIA S/A;Nota Comercial;0;0;60
28.594.234/0001-23;2024-12-31;12;146823;AUREN ENERGIA S.A.;Debêntures;0;0;66
28.925.264/0001-75;2024-12-31;3;142178;COMPANHIA ENERGÉTICA JAGUARA;Debêntures;1805;11;66
28.942.127/0001-49;2024-12-31;2;142177;COMPANHIA ENERGÉTICA MIRANDA;Debêntures;1090;0;39
29.780.061/0001-09;2024-12-31;4;147715;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Debêntures;0;0;2
29.884.545/0001-90;2024-12-31;7;146603;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;4;46;0
29.980.141/0001-08;2024-12-31;4;143448;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Debêntures;0;0;88
29.980.141/0001-08;2024-12-31;4;143448;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Nota Comercial;0;0;3
30.213.493/0001-09;2024-12-31;7;145695;TEGRA INCORPORADORA S.A.;Debêntures;0;1;0
30.540.991/0001-66;2024-12-31;2;142326;HAGA S.A. INDUSTRIA E COMERCIO;Ações;35;5310;1
31.001.230/0001-07;2024-12-31;2;141585;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;Debêntures;0;0;24
31.748.174/0001-60;2024-12-31;7;147345;VERO S.A.;Debêntures;13170;52;518
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Debêntures;6125;105;33
32.431.519/0001-10;2024-12-31;5;145704;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;Debêntures;2098;78;281
32.681.371/0001-72;2024-12-31;5;144861;VIX LOGÍSTICA S.A.;Debêntures;60;463;449
33.000.167/0001-01;2024-12-31;28;148031;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;72099;433;649
33.000.167/0001-01;2024-12-31;28;148031;PETROLEO BRASILEIRO S.A. PETROBRAS;Nota Comercial;101;30;233
33.041.260/0652-90;2024-12-31;11;146755;GRUPO CASAS BAHIA S.A.;Debêntures;4077;35;222
33.050.196/0001-88;2024-12-31;6;146679;CIA PAULISTA DE FORCA E LUZ;Debêntures;3441;38;514
33.102.476/0001-92;2024-12-31;3;147425;MONTEIRO ARANHA S.A.;Debêntures;0;0;2
33.113.309/0001-47;2024-12-31;9;146500;VALID SOLUÇÕES S.A.;Debêntures;0;101;0
33.256.439/0001-39;2024-12-31;7;146605;ULTRAPAR PARTICIPACOES S.A.;Bônus de Subscrição;7;0;0
33.352.394/0001-04;2024-12-31;9;146475;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Debêntures;0;0;0
33.376.989/0001-91;2024-12-31;18;147436;IRB - BRASIL RESSEGUROS S.A.;Debêntures;2006;131;70
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Bônus de Subscrição;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Debêntures;0;1;0
33.541.368/0001-16;2024-12-31;6;146811;AXIA ENERGIA NORDESTE S.A.;Debêntures;638;35;186
33.958.695/0001-78;2024-12-31;6;146559;UNIPAR CARBOCLORO S.A.;Debêntures;36;23;323
33.958.695/0001-78;2024-12-31;6;146559;UNIPAR CARBOCLORO S.A.;Nota Comercial;0;1;12
34.274.233/0001-02;2024-12-31;19;148521;VIBRA ENERGIA S/A;Debêntures;10768;75;537
35.522.178/0001-87;2024-12-31;1;138338;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;Debêntures;0;1;0
35.593.905/0001-05;2024-12-31;4;146600;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;Debêntures;1685;33;158
35.764.708/0001-01;2024-12-31;6;144641;BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.;Debêntures;412;10;19
35.764.708/0001-01;2024-12-31;6;144641;BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.;Nota Comercial;0;0;8
35.822.503/0001-27;2024-12-31;9;148098;INSPIRALI EDUCAÇÃO S.A.;Debêntures;0;0;5
35.980.592/0001-30;2024-12-31;1;138813;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;Debêntures;0;4;0
36.146.575/0001-64;2024-12-31;3;142394;EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;0;0;3
36.542.025/0001-64;2024-12-31;8;146831;BRQ SOLUCOES EM INFORMATICA S.A.;Debêntures;0;0;1
37.663.076/0001-07;2024-12-31;13;144257;AUREN PARTICIPAÇÕES S.A.;Debêntures;1;94;0
37.702.340/0001-74;2024-12-31;2;142388;MONTE RODOVIAS S.A.;Debêntures;4;18;18
38.042.694/0001-00;2024-12-31;1;137855;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;Debêntures;478;503;113
38.199.406/0001-18;2024-12-31;4;141736;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Bônus de Subscrição;0;1;0
38.199.406/0001-18;2024-12-31;4;141736;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Debêntures;0;0;10
38.456.921/0001-36;2024-12-31;16;147490;INFRACOMMERCE CXAAS S.A.;Debêntures;0;0;2
38.456.921/0001-36;2024-12-31;16;147490;INFRACOMMERCE CXAAS S.A.;Nota Comercial;0;1;1
38.482.780/0001-26;2024-12-31;4;142112;ANEMUS WIND HOLDING S.A.;Debêntures;5065;0;91
39.580.673/0001-01;2024-12-31;1;138717;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Debêntures;7436;96;214
40.180.943/0001-68;2024-12-31;1;138852;REFINARIA DE MANAUS S.A.;Debêntures;0;5;0
40.263.170/0001-83;2024-12-31;2;139542;SOLVI ESSENCIS AMBIENTAL S.A.;Debêntures;0;0;27
40.480.481/0001-02;2024-12-31;1;138820;RIO ALTO STL HOLDING I S.A.;Debêntures;0;3;6
40.593.395/0001-06;2024-12-31;4;147341;IFIN PARTICIPAÇÕES S.A.;Debêntures;305;24;150
41.096.674/0001-19;2024-12-31;6;149482;CANTU STORE S.A.;Bônus de Subscrição;2;0;1
41.508.382/0001-46;2024-12-31;3;148140;RODOVIAS DO BRASIL HOLDING S.A.;Debêntures;1;142;0
41.570.356/0001-48;2024-12-31;8;144585;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;Debêntures;0;1;30
41.570.356/0001-48;2024-12-31;8;144585;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;Nota Comercial;0;0;1
41.570.356/0001-48;2024-12-31;8;144585;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;Título de Investimento Coletivo;7;1;0
41.886.692/0001-02;2024-12-31;4;143581;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Debêntures;0;0;1
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Debêntures;84;231;418
42.278.291/0001-24;2024-12-31;6;146612;LOG-IN LOGISTICA INTERMODAL S.A.;Debêntures;446;0;57
42.278.291/0001-24;2024-12-31;6;146612;LOG-IN LOGISTICA INTERMODAL S.A.;Nota Comercial;0;0;3
42.278.473/0001-03;2024-12-31;7;146729;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Debêntures;263;11;9
42.292.007/0001-74;2024-12-31;4;147184;RIO+ SANEAMENTO BL 3 S.A.;Debêntures;5809;63;248
42.310.775/0001-03;2024-12-31;10;147273;ÁGUAS DO RIO 1 SPE S.A.;Debêntures;21500;415;408
42.353.180/0001-35;2024-12-31;5;148024;IGUÁ RIO DE JANEIRO S.A.;Debêntures;19261;452;374
42.500.384/0001-51;2024-12-31;16;147534;SERENA ENERGIA S.A.;Debêntures;0;0;9
42.644.220/0001-06;2024-12-31;8;147275;ÁGUAS DO RIO 4 SPE S.A.;Debêntures;20662;396;393
42.771.949/0001-35;2024-12-31;11;147265;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Debêntures;0;0;102
42.771.949/0001-35;2024-12-31;11;147265;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Nota Comercial;0;0;5
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;Nota Comercial;0;1;1
43.335.774/0001-86;2024-12-31;1;137845;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;Debêntures;0;0;4
43.470.988/0001-65;2024-12-31;8;148322;EVEN CONSTRUTORA E INCORPORADORA S.A.;Debêntures;11945;81;12
43.513.237/0001-89;2024-12-31;10;144127;AUTOMOB S.A.;Debêntures;0;17;0
43.513.237/0001-89;2024-12-31;10;144127;AUTOMOB S.A.;Nota Comercial;0;1;0
43.514.079/0001-81;2024-12-31;5;146132;CLI SUL S.A.;Debêntures;0;1;63
43.776.517/0001-80;2024-12-31;22;148172;CIA SANEAMENTO BASICO EST SAO PAULO;Debêntures;13479;163;1044
44.067.725/0001-72;2024-12-31;5;145585;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;10585;0;194
44.319.688/0001-42;2024-12-31;1;138156;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;Debêntures;0;0;19
44.854.238/0001-50;2024-12-31;4;147283;PARSAN S.A.;Debêntures;6;52;32
45.242.914/0001-05;2024-12-31;8;147526;C&A MODAS S.A.;Debêntures;2738;134;136
45.242.914/0001-05;2024-12-31;8;147526;C&A MODAS S.A.;Nota Comercial;0;1;0
45.456.117/0001-12;2024-12-31;6;144845;ÁGUAS DO SERTÃO S.A.;Debêntures;11;0;146
45.736.131/0001-70;2024-12-31;7;148087;UNIDAS LOCADORA S.A.;Debêntures;0;12;0
45.736.131/0001-70;2024-12-31;7;148087;UNIDAS LOCADORA S.A.;Nota Comercial;0;2;0
47.508.411/0001-56;2024-12-31;29;148149;CIA BRASILEIRA DE DISTRIBUICAO;Debêntures;0;19;181
47.508.411/0001-56;2024-12-31;29;148149;CIA BRASILEIRA DE DISTRIBUICAO;Nota Comercial;0;6;22
47.509.120/0001-82;2024-12-31;7;147475;BRADESCO LEASING S.A. ARREND MERCANTIL;Debêntures;0;0;1
47.960.950/0001-21;2024-12-31;6;146869;MAGAZINE LUIZA S.A.;Bônus de Subscrição;2;0;0
47.960.950/0001-21;2024-12-31;6;146869;MAGAZINE LUIZA S.A.;Debêntures;1051;67;296
47.960.950/0001-21;2024-12-31;6;146869;MAGAZINE LUIZA S.A.;Nota Comercial;0;1;25
48.127.008/0001-40;2024-12-31;2;143986;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;Debêntures;0;20;1
48.127.012/0001-08;2024-12-31;4;146554;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;Debêntures;0;3;19
48.710.127/0001-20;2024-12-31;1;142232;SPE NOVO NORTE AEROPORTOS S.A;Debêntures;1;0;19
48.851.242/0001-15;2024-12-31;1;142400;CONCESSIONARIA DAS RODOVIAS DO LESTE MS S/A;Debêntures;6;39;0
49.263.189/0001-02;2024-12-31;5;148306;HELBOR EMPREENDIMENTOS S.A.;Debêntures;0;2;0
49.314.049/0001-08;2024-12-31;6;146604;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;Debêntures;0;6;28
49.669.856/0001-43;2024-12-31;6;147307;VESTE S.A. ESTILO;Debêntures;258;19;0
50.564.053/0001-03;2024-12-31;13;147464;BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;1;0
50.746.577/0001-15;2024-12-31;17;148267;COSAN S.A.;Debêntures;422;318;2052
50.746.577/0001-15;2024-12-31;17;148267;COSAN S.A.;Nota Comercial;0;0;1
51.136.974/0001-38;2024-12-31;3;146556;EPR INFRAESTRUTURA PR S.A.;Debêntures;0;31;0
