CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Sigla_Classe_Acoes_Preferenciais;Classe_Acoes_Preferenciais;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao
01.417.222/0001-77;2024-12-31;9;147744;MRS LOGISTICA S.A.;PNA;Preferencial Classe A;567629;0.696000
01.417.222/0001-77;2024-12-31;9;147744;MRS LOGISTICA S.A.;PNB;Preferencial Classe B;483248;0.699000
01.851.771/0001-55;2024-12-31;2;146912;524 PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;0;0.000000
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;PNC;Preferencial Classe C;0;0.000000
02.062.747/0001-08;2024-12-31;3;146921;SUDESTE S.A.;PNA;Preferencial Classe A;0;0.000000
02.149.205/0001-69;2024-12-31;7;148229;PORTO SEGURO S.A.;PNA;Preferencial Classe A;0;0.000000
02.162.616/0001-94;2024-12-31;2;143703;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;PNA;Preferencial Classe A;0;0.000000
02.502.844/0001-66;2024-12-31;12;146229;RUMO MALHA PAULISTA S.A.;PNA;Preferencial Classe A;0;0.000000
02.509.491/0001-26;2024-12-31;4;146594;CONC ECOVIAS IMIGRANTES S.A.;PNA;Preferencial Classe A;0;0.000000
02.560.878/0001-07;2024-12-31;2;139936;HOSPITAL ANCHIETA S.A.;PNA;Preferencial Classe A;0;0.000000
02.600.854/0001-34;2024-12-31;3;146226;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;PNA;Preferencial Classe A;0;0.000000
02.682.287/0001-02;2024-12-31;1;138181;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;PNA;Preferencial Classe A;0;0.000000
02.762.113/0001-50;2024-12-31;1;138149;BRAZILIAN FINANCE E REAL ESTATE S.A.;PNA;Preferencial Classe A;0;0.000000
02.762.113/0001-50;2024-12-31;1;138149;BRAZILIAN FINANCE E REAL ESTATE S.A.;PNB;Preferencial Classe B;0;0.000000
02.796.775/0001-40;2024-12-31;2;146914;GAMA PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
02.800.026/0001-40;2024-12-31;15;146749;COGNA EDUCAÇÃO S.A.;PNA;Preferencial Classe A;0;0.000000
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;PNA;Preferencial Classe A;0;0.000000
02.992.449/0001-09;2024-12-31;2;146923;PROMPT PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;PNA;Preferencial Classe A;0;0.000000
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;PNA;Preferencial Classe A;0;0.000000
03.767.538/0001-14;2024-12-31;5;148280;BRAZILIAN SECURITIES CIA SECURITIZACAO;PNA;Preferencial Classe A;0;0.000000
03.795.050/0001-09;2024-12-31;4;146639;TERMOPERNAMBUCO S.A.;PNA;Preferencial Classe A;0;0.000000
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;ONA;Ordinária Classe A;0;0.000000
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
04.172.213/0001-51;2024-12-31;7;148096;CIA PIRATININGA DE FORCA E LUZ;PNA;Preferencial Classe A;0;0.000000
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;1820804;84.031000
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;1085371;100.000000
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNC;Preferencial Classe C;1085346;90.351000
06.272.793/0001-84;2024-12-31;14;148124;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;11150;0.900000
06.272.793/0001-84;2024-12-31;14;148124;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;7977;0.491000
06.977.745/0001-91;2024-12-31;4;144476;BR MALLS PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
07.043.628/0001-13;2024-12-31;3;146617;CLARO TELECOM PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
07.047.251/0001-70;2024-12-31;15;147356;CIA ENERGETICA DO CEARA - COELCE;PNA;Preferencial Classe A;17664694;62.524000
07.047.251/0001-70;2024-12-31;15;147356;CIA ENERGETICA DO CEARA - COELCE;PNB;Preferencial Classe B;1534238;99.972000
07.119.838/0001-48;2024-12-31;1;138520;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;PNA;Preferencial Classe A;0;0.000000
07.206.816/0001-15;2024-12-31;6;146235;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;PNA;Preferencial Classe A;0;0.000000
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;PNA;Preferencial Classe A;226530;13.550000
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;PNB;Preferencial Classe B;536835;32.100000
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;PNC;Preferencial Classe C;908881;54.350000
07.526.557/0001-00;2024-12-31;7;147076;AMBEV S.A.;PNA;Preferencial Classe A;0;0.000000
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;PNA;Preferencial Classe A;0;0.000000
07.857.093/0001-14;2024-12-31;8;145923;AURA MINERALS INC.;PNA;Preferencial Classe A;0;0.000000
07.976.147/0001-60;2024-12-31;7;144155;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;PNA;Preferencial Classe A;0;0.000000
08.170.849/0001-15;2024-12-31;17;148169;DESKTOP S.A.;PNA;Preferencial Classe A;0;0.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;PNA;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;PNB;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;PNC;Preferencial Classe C;73969;100.000000
08.439.659/0001-50;2024-12-31;13;147446;CPFL ENERGIAS RENOVÁVEIS S.A.;PNA;Preferencial Classe A;0;0.000000
08.773.191/0001-36;2024-12-31;2;142305;BRASILIANA PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;PNA;Preferencial Classe A;311344;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;PNB;Preferencial Classe B;6532211;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;PNC;Preferencial Classe C;1;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;PND;Preferencial Classe D;1;100.000000
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;PNA;Preferencial Classe A;0;0.000000
09.053.134/0001-45;2024-12-31;5;146789;ELFA MEDICAMENTOS S.A.;PNA;Preferencial Classe A;312590;0.482000
09.053.134/0001-45;2024-12-31;5;146789;ELFA MEDICAMENTOS S.A.;PNB;Preferencial Classe B;115664;0.415000
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
09.114.805/0001-30;2024-12-31;7;147587;OCEANPACT SERVIÇOS MARITIMOS S.A.;PNA;Preferencial Classe A;0;0.000000
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;461266;11.000000
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNB;Preferencial Classe B;72447;2.000000
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNC;Preferencial Classe C;82043;2.000000
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PND;Preferencial Classe D;3457776;85.000000
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;PNA;Preferencial Classe A;0;0.000000
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;PNA;Preferencial Classe A;0;0.000000
09.347.516/0001-81;2024-12-31;15;147030;ELETROMIDIA S.A.;PNA;Preferencial Classe A;0;0.000000
10.502.676/0001-37;2024-12-31;3;141444;TERMELÉTRICA PERNAMBUCO III S.A.;PNA;Preferencial Classe A;0;0.000000
10.635.691/0001-53;2024-12-31;3;144515;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;PNA;Preferencial Classe A;0;0.000000
10.835.932/0001-08;2024-12-31;6;146530;CIA ENERGETICA DE PERNAMBUCO - CELPE;PNA;Preferencial Classe A;0;0.000000
10.835.932/0001-08;2024-12-31;6;146530;CIA ENERGETICA DE PERNAMBUCO - CELPE;PNB;Preferencial Classe B;0;0.000000
10.841.050/0001-55;2024-12-31;4;146595;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;PNA;Preferencial Classe A;0;0.000000
12.049.631/0001-84;2024-12-31;12;148331;MOURA DUBEUX ENGENHARIA S/A;PNA;Preferencial Classe A;0;0.000000
13.584.310/0001-42;2024-12-31;6;152844;SUGOI S.A.;PNA;Preferencial Classe A;0;0.000000
14.807.945/0001-24;2024-12-31;3;146274;SANSUY S.A. INDUSTRIA DE PLASTICOS;PNA;Preferencial Classe A;2838744;56.187000
14.807.945/0001-24;2024-12-31;3;146274;SANSUY S.A. INDUSTRIA DE PLASTICOS;PNB;Preferencial Classe B;5797;93.500000
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;PNA;Preferencial Classe A;938222;100.000000
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;PNB;Preferencial Classe B;1876444;100.000000
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;PNC;Preferencial Classe C;0;0.000000
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;PND;Preferencial Classe D;0;0.000000
15.115.504/0001-24;2024-12-31;3;147108;TRONOX PIGMENTOS DO BRASIL S.A.;PNA;Preferencial Classe A;4618692;37.422000
15.115.504/0001-24;2024-12-31;3;147108;TRONOX PIGMENTOS DO BRASIL S.A.;PNB;Preferencial Classe B;3509741;53.846000
15.139.629/0001-94;2024-12-31;7;146411;CIA ELETRICIDADE EST. DA BAHIA - COELBA;PNA;Preferencial Classe A;283372;1.041000
16.234.171/0001-15;2024-12-31;7;147134;METANOR SA METANOL DO NE;PNA;Preferencial Classe A;87533575;100.000000
16.234.171/0001-15;2024-12-31;7;147134;METANOR SA METANOL DO NE;PNB;Preferencial Classe B;9746019;100.000000
16.234.171/0001-15;2024-12-31;7;147134;METANOR SA METANOL DO NE;PNC;Preferencial Classe C;99291408;100.000000
16.670.085/0001-55;2024-12-31;13;147999;LOCALIZA RENT A CAR S.A.;PNA;Preferencial Classe A;0;0.000000
17.161.241/0001-15;2024-12-31;5;144280;MINASMAQUINAS S.A.;PNA;Preferencial Classe A;0;0.000000
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;PNA;Preferencial Classe A;149876;9.765000
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;PNB;Preferencial Classe B;163737;9.108000
17.167.396/0001-69;2024-12-31;7;146381;ALFA HOLDINGS S.A.;PNA;Preferencial Classe A;3659752;25.568000
17.167.396/0001-69;2024-12-31;7;146381;ALFA HOLDINGS S.A.;PNB;Preferencial Classe B;10153949;41.688000
17.234.244/0001-31;2024-12-31;1;138588;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
18.494.485/0001-82;2024-12-31;5;144890;PORTO SUDESTE V.M. S.A.;PNA;Preferencial Classe A;0;0.000000
18.903.785/0001-78;2024-12-31;7;146602;HOLDING DO ARAGUAIA S.A.;PNA;Preferencial Classe A;0;0.000000
19.208.022/0001-70;2024-12-31;6;146599;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;PNA;Preferencial Classe A;0;0.000000
19.403.252/0001-90;2024-12-31;5;146099;EMCCAMP RESIDENCIAL S.A.;PNA;Preferencial Classe A;0;0.000000
19.726.048/0001-00;2024-12-31;3;143682;CONCESSIONÁRIA BR-040 S.A.;PNA;Preferencial Classe A;0;0.000000
21.389.501/0001-81;2024-12-31;9;146086;COMPASS GÁS E ENERGIA S.A.;PNA;Preferencial Classe A;30853031;100.000000
21.389.501/0001-81;2024-12-31;9;146086;COMPASS GÁS E ENERGIA S.A.;PNB;Preferencial Classe B;54849373;100.000000
21.414.457/0001-12;2024-12-31;1;138199;LEADS CIA. SECURITIZADORA;PNA;Preferencial Classe A;0;0.000000
23.096.269/0001-19;2024-12-31;3;147327;RIO PARANA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
24.962.466/0001-36;2024-12-31;8;145144;RUMO MALHA NORTE S.A.;PNA;Preferencial Classe A;4271046;100.000000
24.962.466/0001-36;2024-12-31;8;145144;RUMO MALHA NORTE S.A.;PNB;Preferencial Classe B;737396;100.000000
27.093.558/0001-15;2024-12-31;12;146558;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
27.137.879/0001-74;2024-12-31;5;139620;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;PNA;Preferencial Classe A;0;0.000000
27.956.690/0001-03;2024-12-31;2;149775;AUZZA SECURITIZADORA S. A.;PNA;Preferencial Classe A;0;0.000000
30.306.294/0001-45;2024-12-31;7;143930;BCO BTG PACTUAL S.A.;PNA;Preferencial Classe A;2574884708;89.889000
32.161.500/0001-00;2024-12-31;4;148041;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;PNA;Preferencial Classe A;0;0.000000
33.050.196/0001-88;2024-12-31;6;146679;CIA PAULISTA DE FORCA E LUZ;PNA;Preferencial Classe A;0;0.000000
33.050.196/0001-88;2024-12-31;6;146679;CIA PAULISTA DE FORCA E LUZ;PNB;Preferencial Classe B;0;0.000000
33.050.196/0001-88;2024-12-31;6;146679;CIA PAULISTA DE FORCA E LUZ;PNC;Preferencial Classe C;0;0.000000
33.200.049/0001-47;2024-12-31;5;147651;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
33.386.210/0001-19;2024-12-31;3;146744;SONDOTECNICA ENGENHARIA SOLOS S.A.;PNA;Preferencial Classe A;162502;20.711000
33.386.210/0001-19;2024-12-31;3;146744;SONDOTECNICA ENGENHARIA SOLOS S.A.;PNB;Preferencial Classe B;137040;16.767000
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;PNE;Preferencial Classe E;12;100.000000
33.958.695/0001-78;2024-12-31;6;146559;UNIPAR CARBOCLORO S.A.;PNA;Preferencial Classe A;1482510;60.863000
33.958.695/0001-78;2024-12-31;6;146559;UNIPAR CARBOCLORO S.A.;PNB;Preferencial Classe B;50004909;69.764000
35.522.178/0001-87;2024-12-31;1;138338;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;PNA;Preferencial Classe A;0;0.000000
35.593.905/0001-05;2024-12-31;4;146600;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;PNA;Preferencial Classe A;0;0.000000
35.791.391/0001-94;2024-12-31;6;147458;QUALITY SOFTWARE S.A.;PNA;Preferencial Classe A;0;0.000000
39.115.514/0001-28;2024-12-31;6;145492;RUMO MALHA OESTE S.A.;PNA;Preferencial Classe A;0;0.000000
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;PNA;Preferencial Classe A;265388400;76.911000
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;PNB;Preferencial Classe B;478790;100.000000
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
46.119.855/0001-37;2024-12-31;5;144552;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;ONOR;Ordinária Classe OR;0;0.000000
47.509.120/0001-82;2024-12-31;7;147475;BRADESCO LEASING S.A. ARREND MERCANTIL;PNA;Preferencial Classe A;0;0.000000
52.548.435/0001-79;2024-12-31;12;143746;JSL S.A.;PNA;Preferencial Classe A;0;0.000000
56.643.018/0001-66;2024-12-31;10;147453;EUCATEX S.A. INDUSTRIA E COMERCIO;PNA;Preferencial Classe A;51230041;84.139000
59.418.806/0001-47;2024-12-31;12;147975;TRACK & FIELD CO S.A.;PNA;Preferencial Classe A;0;0.000000
60.537.263/0001-66;2024-12-31;6;146734;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;PNA;Preferencial Classe A;0;0.000000
60.851.615/0001-53;2024-12-31;5;148073;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;977179;2961.148000
60.894.730/0001-05;2024-12-31;17;146837;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;PNA;Preferencial Classe A;515193199;94.056000
60.894.730/0001-05;2024-12-31;17;146837;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;PNB;Preferencial Classe B;66261;100.000000
61.082.004/0001-50;2024-12-31;3;146667;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;PNA;Preferencial Classe A;5388860;99.997000
61.088.894/0001-08;2024-12-31;5;146933;CAMBUCI S.A.;PNA;Preferencial Classe A;0;0.000000
61.156.931/0001-78;2024-12-31;2;147493;ALIPERTI S.A.;PNA;Preferencial Classe A;0;0.000000
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;PNA;Preferencial Classe A;0;0.000000
62.002.886/0001-60;2024-12-31;6;152800;SAO PAULO TURISMO S.A.;PNA;Preferencial Classe A;44544;98.938000
62.002.886/0001-60;2024-12-31;6;152800;SAO PAULO TURISMO S.A.;PNB;Preferencial Classe B;62971;69.203000
62.144.175/0001-20;2024-12-31;23;146950;BCO PINE S.A;PNA;Preferencial Classe A;0;0.000000
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;PNA;Preferencial Classe A;0;0.000000
67.571.414/0001-41;2024-12-31;13;147664;VIVER INCORPORADORA E CONSTRUTORA S.A.;PNA;Preferencial Classe A;0;0.000000
71.208.516/0001-74;2024-12-31;7;147521;ALGAR TELECOM S/A;PNA;Preferencial Classe A;0;0.000000
76.483.817/0001-20;2024-12-31;15;147033;CIA PARANAENSE DE ENERGIA - COPEL;PNA;Preferencial Classe A;3128000;100.000000
76.483.817/0001-20;2024-12-31;15;147033;CIA PARANAENSE DE ENERGIA - COPEL;PNB;Preferencial Classe B;1671982390;99.562000
76.483.817/0001-20;2024-12-31;15;147033;CIA PARANAENSE DE ENERGIA - COPEL;PNC;Preferencial Classe C;1;100.000000
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;PNA;Preferencial Classe A;0;0.000000
84.693.183/0001-68;2024-12-31;5;147456;SCHULZ S.A.;PNU;Preferencial Classe U;172876616;82.530000
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;ONA;Ordinária Classe A;85937255;100.000000
86.375.425/0001-09;2024-12-31;4;143696;METISA METALURGICA TIMBOENSE S.A.;PNA;Preferencial Classe A;0;0.000000
87.043.832/0001-73;2024-12-31;5;148341;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;PNA;Preferencial Classe A;6044;0.069000
87.043.832/0001-73;2024-12-31;5;148341;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;PNB;Preferencial Classe B;60436;66.384000
87.043.832/0001-73;2024-12-31;5;148341;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;PNC;Preferencial Classe C;366192;29.271000
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;PNA;Preferencial Classe A;31573760;100.000000
89.463.822/0001-12;2024-12-31;20;148312;LUPATECH S.A;PNA;Preferencial Classe A;0;0.000000
89.637.490/0001-45;2024-12-31;9;147821;KLABIN S.A.;PNA;Preferencial Classe A;0;0.000000
89.723.993/0001-33;2024-12-31;2;152328;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;ONA;Ordinária Classe A;7489720;100.000000
92.660.570/0001-26;2024-12-31;4;147607;TREVISA INVESTIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
92.702.067/0001-96;2024-12-31;14;147223;BCO ESTADO DO RIO GRANDE DO SUL S.A.;PNA;Preferencial Classe A;621601;45.270000
92.702.067/0001-96;2024-12-31;14;147223;BCO ESTADO DO RIO GRANDE DO SUL S.A.;PNB;Preferencial Classe B;202536440;100.000000
93.828.986/0001-73;2024-12-31;1;137868;CEMEPE INVESTIMENTOS S.A.;PNA;Preferencial Classe A;23246;65.127616
96.298.013/0001-68;2024-12-31;11;147649;PACAEMBU CONSTRUTORA S.A.;PNA;Preferencial Classe A;0;0.000000
