CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
01.968.293/0001-68;2024-12-31;1;138438;ELETRORIVER S.A.;7;1;0;10492663;34.034000;10492662;34.034000;20985325;34.034000;2024-04-05
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;2;0;0;1000;100.000000;0;0.000000;1000;100.000000;2021-05-04
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
02.016.507/0001-69;2024-12-31;1;135512;AXIA ENERGIA SUL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-03-28
02.031.413/0001-69;2024-12-31;3;144662;PETRO RIO JAGUAR PETRÓLEO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-29
02.041.460/0001-93;2024-12-31;5;145326;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;0;2;3;0;0.000000;0;0.000000;0;0.000000;2025-03-07
02.062.747/0001-08;2024-12-31;3;146921;SUDESTE S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2025-04-30
02.149.205/0001-69;2024-12-31;7;148229;PORTO SEGURO S.A.;127965;407;512;182560698;28.235000;0;0.000000;182560698;28.235000;2024-03-28
02.162.616/0001-94;2024-12-31;2;143703;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;9871;486;74;102599952;99.093000;5410526;93.741000;108010478;98.811000;2025-04-30
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;4;1;0;2609000;100.000000;30;100.000000;2609030;100.000000;2012-04-30
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;2;2;0;57121260;49.000000;116571000;99.997000;173692260;74.499000;2023-04-27
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;36378;96;124;90406595;24.971000;0;0.000000;90406595;24.971000;2025-04-28
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2012-05-03
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;0;7;0;28313622;100.000000;27649471;100.000000;55963093;100.000000;2022-11-11
02.286.479/0001-08;2024-12-31;3;144794;LOCALIZA FLEET S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-10
02.291.077/0001-93;2024-12-31;2;143456;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;0;1;5;45000;45.000000;0;0.000000;45000;45.000000;2024-04-25
02.302.100/0001-06;2024-12-31;3;147199;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;29828;212;28;433;0.003000;5597657;25.167000;5598090;15.152000;2024-04-08
02.328.280/0001-97;2024-12-31;5;146412;ELEKTRO REDES S.A.;1702;15;8;25147;0.027000;598697;0.588000;623844;0.322000;2024-04-12
02.338.534/0001-58;2024-12-31;5;146621;LONGDIS S.A.;3;3;0;24027;0.214000;0;0.000000;24027;0.214000;2024-04-29
02.351.144/0001-18;2024-12-31;12;146375;TEGMA GESTAO LOGISTICA S.A.;13591;58;308;32001079;48.484000;0;0.000000;32001079;48.484000;2025-04-09
02.351.877/0001-52;2024-12-31;11;146783;LWSA S/A;39218;281;475;388793259;69.071000;0;0.000000;388793259;69.071000;2024-04-30
02.357.251/0001-53;2024-12-31;2;144295;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;0;4;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;6386;47;8;35543161;44.725000;0;0.000000;35543161;44.725000;2024-04-26
02.382.073/0001-10;2024-12-31;4;145402;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;0;2;0;1;0.000000;0;0.000000;1;0.000000;2024-04-18
02.387.241/0001-60;2024-12-31;16;146854;RUMO S.A.;40305;292;1182;1216914397;65.606000;0;0.000000;1216914397;65.606000;2024-04-30
02.397.080/0001-96;2024-12-31;4;146632;ITAPEBI GERACAO DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
02.421.421/0001-11;2024-12-31;6;146225;TIM S.A.;1283458;221364;90;806346646;33.309000;0;0.000000;806346646;33.309000;2025-03-27
02.429.144/0001-93;2024-12-31;5;148068;CPFL ENERGIA S.A.;118271;5294;1257;187732538;16.293000;0;0.000000;187732538;16.293000;2024-04-26
02.451.848/0001-62;2024-12-31;4;145858;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-02-27
02.474.103/0001-19;2024-12-31;11;147971;ENGIE BRASIL ENERGIA S.A.;263061;7565;1094;255236938;31.282000;0;0.000000;255236938;31.282000;2024-04-25
02.502.844/0001-66;2024-12-31;12;146229;RUMO MALHA PAULISTA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-30
02.509.491/0001-26;2024-12-31;4;146594;CONC ECOVIAS IMIGRANTES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2025-04-16
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;0;2;0;3349180;49.768000;4297542;100.000000;7646722;69.345000;2025-04-30
02.558.157/0001-62;2024-12-31;7;147290;TELEFÔNICA BRASIL S.A;1464633;247343;1664;382442128;23.453000;0;0.000000;382442128;23.453000;2024-12-18
02.560.878/0001-07;2024-12-31;2;139936;HOSPITAL ANCHIETA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;0;1;0;913;100.000000;1646;100.000000;2559;100.000000;2024-04-29
02.600.854/0001-34;2024-12-31;3;146226;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-03-28
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;22697;135;219;96209287;31.696000;0;0.000000;96209287;31.696000;2023-07-31
02.664.042/0001-52;2024-12-31;2;146730;TERMINAL GARAGEM MENEZES CORTES S.A.;1;2;0;0;0.000000;0;0.000000;0;0.000000;2013-04-16
02.682.287/0001-02;2024-12-31;1;138181;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0;2;0;11000;100.000000;0;0.000000;11000;100.000000;2021-04-29
02.724.983/0001-34;2024-12-31;1;138513;SANESALTO SANEAMENTO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
02.762.113/0001-50;2024-12-31;1;138149;BRAZILIAN FINANCE E REAL ESTATE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;38481;106;453;409543219;47.391000;0;0.000000;409543219;47.391000;2025-04-24
02.762.124/0001-30;2024-12-31;2;146913;BETAPART PARTICIPACOES S.A.;4;0;0;1;0.000000;0;0.000000;1;0.000000;2014-04-28
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;2;0;0;36218984;100.000000;0;0.000000;36218984;100.000000;2020-04-30
02.796.775/0001-40;2024-12-31;2;146914;GAMA PARTICIPACOES S.A.;0;2;1;0;0.000000;0;0.000000;0;0.000000;2015-04-27
02.800.026/0001-40;2024-12-31;15;146749;COGNA EDUCAÇÃO S.A.;184104;709;450;1872454628;99.779000;0;0.000000;1872454628;99.779000;2024-04-29
02.846.056/0001-97;2024-12-31;15;146830;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;29338;178;1070;988559510;48.939000;0;0.000000;988559510;48.939000;2024-04-18
02.860.694/0001-62;2024-12-31;10;148128;T4F ENTRETENIMENTO S.A.;14555;121;1;28941004;42.935000;0;0.000000;28941004;42.935000;2022-04-29
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;94512;1567;665;1145962972;51.664000;0;0.000000;1145962972;51.664000;2024-04-26
02.919.555/0001-67;2024-12-31;3;146285;ARTERIS S.A.;0;4;0;0;0.000000;0;0.000000;0;0.000000;2017-06-14
02.932.074/0001-91;2024-12-31;17;147121;HYPERA S.A.;36950;558;350;360057207;56.843000;0;0.000000;360057207;56.843000;2025-04-25
02.950.811/0001-89;2024-12-31;26;148232;PDG REALTY S.A. EMPREEND E PARTICIPACOES;21819;260;286;29690295;99.998000;0;0.000000;29690295;99.998000;2025-01-29
02.992.449/0001-09;2024-12-31;2;146923;PROMPT PARTICIPACOES S.A.;0;1;2;0;0.000000;0;0.000000;0;0.000000;2025-04-30
02.998.301/0001-81;2024-12-31;5;147538;RIO PARANAPANEMA ENERGIA S.A.;10222;53;188;297036;0.944000;3300250;5.242000;3597286;3.809000;2024-04-30
02.998.611/0001-04;2024-12-31;16;147461;ISA ENERGIA BRASIL;317942;2088;287;27080900;10.499000;395801044;98.717000;422881944;64.182000;2025-03-25
03.014.553/0001-91;2024-12-31;6;147880;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;11299;57;26;18532521;42.119000;0;0.000000;18532521;42.119000;2024-05-16
03.025.305/0001-46;2024-12-31;3;142415;RODOVIAS DAS COLINAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2012-06-29
03.207.703/0001-83;2024-12-31;5;143423;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2016-04-29
03.220.438/0001-73;2024-12-31;37;148115;EQUATORIAL S.A.;55294;382;2014;1253847835;100.000000;0;0.000000;1253847835;100.000000;2024-04-30
03.279.285/0001-30;2024-12-31;12;146397;ORIZON MEIO AMBIENTE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;579;6;0;225512;2.111000;0;0.000000;225512;2.026000;2021-04-30
03.342.704/0001-30;2024-12-31;18;147420;PETRORECÔNCAVO S.A.;29321;551;22;274614210;93.574000;0;0.000000;274614210;93.574000;2024-05-29
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;13997;256;186;372549624;99.998000;0;0.000000;372549624;99.998000;2024-04-30
03.467.321/0001-99;2024-12-31;9;148376;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;318;60;9;3983194;5.274000;1063437;0.742000;5046631;2.305000;2024-04-29
03.538.833/0001-07;2024-12-31;2;146917;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;1;0;1;0;0.000000;0;0.000000;0;0.000000;2023-04-28
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;0;1;3;143057124;100.000000;286114248;100.000000;429171372;100.000000;2024-04-30
03.767.538/0001-14;2024-12-31;5;148280;BRAZILIAN SECURITIES CIA SECURITIZACAO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
03.795.050/0001-09;2024-12-31;4;146639;TERMOPERNAMBUCO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2025-04-01
03.818.379/0001-30;2024-12-31;1;138688;SABER SERVIÇOS EDUCACIONAIS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
03.820.456/0001-96;2024-12-31;1;138437;BSB ENERGÉTICA S.A.;0;2;0;272565;9.000000;0;0.000000;272565;9.000000;2024-05-27
03.847.461/0001-92;2024-12-31;9;147597;BRADESPAR S.A.;205924;10528;391;30327123;21.978000;250982988;98.384000;281310111;71.563000;2025-04-16
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;73342;1005;1076;237618211;27.697000;0;0.000000;237618211;27.697000;2025-02-28
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-26
03.983.431/0001-03;2024-12-31;3;146447;EDP - ENERGIAS DO BRASIL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-08
04.030.182/0001-02;2024-12-31;2;146826;CABINDA PARTICIPACOES S.A.;1;1;0;2537890;100.000000;5075781;100.000000;7613671;100.000000;2024-04-29
04.031.213/0001-31;2024-12-31;2;146827;CACONDE PARTICIPACOES S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
04.032.433/0001-80;2024-12-31;3;148042;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;3518;14;43;10169539;38.073000;0;0.000000;10169539;38.073000;2024-05-10
04.038.763/0001-82;2024-12-31;2;146829;CAIANDA PARTICIPACOES S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-05
04.069.709/0001-02;2024-12-31;4;146874;BIONEXO S.A.;1;1;3;41007292;21.809000;0;0.000000;41007292;21.809000;2024-04-30
04.089.570/0001-50;2024-12-31;5;147280;ÁGUAS GUARIROBA S.A;0;2;0;1;0.000000;0;0.000000;1;0.000000;2024-04-26
04.149.454/0001-80;2024-12-31;7;148018;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;27750;273;205;329302615;47.291000;0;0.000000;329302615;47.291000;2025-04-17
04.172.213/0001-51;2024-12-31;7;148096;CIA PIRATININGA DE FORCA E LUZ;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
04.212.396/0001-91;2024-12-31;5;144318;VOKE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
04.368.865/0001-66;2024-12-31;6;143634;LIGGA TELECOMUNICAÇÕES S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-01-19
04.368.898/0001-06;2024-12-31;9;144291;COPEL DISTRIBUIÇÃO S.A.;0;1;0;5372205948;100.000000;0;0.000000;5372205948;100.000000;2024-04-22
04.370.282/0001-70;2024-12-31;11;146295;COPEL GERAÇÃO E TRANSMISSÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
04.423.567/0001-21;2024-12-31;14;148217;ENEVA S.A;28115;133;850;1907494195;98.701000;0;0.000000;1907494195;98.701000;2025-01-09
04.601.397/0001-28;2024-12-31;10;148231;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;11831;179;0;82924218;18.932000;0;0.000000;82924218;18.932000;2024-11-29
04.626.426/0001-06;2024-12-31;3;147036;BTG PACTUAL COMMODITIES SERTRADING S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2025-04-30
04.739.720/0001-24;2024-12-31;1;139344;USINA TERMELÉTRICA PAMPA SUL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-01-06
04.752.991/0001-10;2024-12-31;9;147350;BIOMM S.A.;2370;103;0;88272555;69.593000;0;0.000000;88272555;69.593000;2025-04-10
04.821.041/0001-08;2024-12-31;11;147782;METALFRIO SOLUTIONS S.A.;313;20;0;4049981;64.426000;0;0.000000;4049981;64.426000;2025-01-13
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;3521;70;156;73343731;3.327000;3991521;89.628000;77335252;3.501000;2023-04-28
04.902.979/0001-44;2024-12-31;10;147293;BCO AMAZONIA S.A.;16026;570;3;1678339;2.994000;0;0.000000;1678339;2.994000;2023-09-19
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;218;1;0;24;0.343000;5;0.167000;29;0.290000;2001-04-30
04.913.711/0001-08;2024-12-31;6;147367;BCO ESTADO DO PARA S.A.;219;119;1;2197;0.023000;0;0.000000;2197;0.023000;2024-04-24
04.972.092/0001-22;2024-12-31;5;144510;GRUPO FARTURA DE HORTIFRUT S.A.;4;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-26
04.986.320/0001-13;2024-12-31;20;148036;SER EDUCACIONAL S.A.;11333;51;116;52255107;40.595000;0;0.000000;52255107;40.595000;2024-04-26
04.992.714/0001-84;2024-12-31;11;146848;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-01-12
05.197.443/0001-38;2024-12-31;11;148132;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;57149;253;1711;4668258132;61.918000;0;0.000000;4668258132;61.918000;2024-04-30
05.303.439/0001-07;2024-12-31;3;146452;UNIGEL PARTICIPAÇÕES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2025-01-30
05.336.882/0001-84;2024-12-31;2;141586;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;0;1;0;20000000;100.000000;0;0.000000;20000000;100.000000;2023-07-27
05.347.060/0001-07;2024-12-31;2;138730;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;3;1;1;0;0.000000;0;0.000000;0;0.000000;2024-03-28
05.878.397/0001-32;2024-12-31;16;148218;ALLOS S.A.;52431;333;1030;469009144;86.384000;0;0.000000;469009144;86.384000;2025-05-16
05.917.486/0001-40;2024-12-31;4;146998;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;5266;81;0;21189121;33.389000;0;0.000000;21189121;33.389000;2024-04-18
06.016.348/0001-53;2024-12-31;4;142106;VENTOS DO SUL ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-02-23
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;73356;1715;0;1145289019;50.028000;0;0.000000;1145289019;50.028000;2024-04-30
06.057.223/0001-71;2024-12-31;24;147799;SENDAS DISTRIBUIDORA S.A.;39608542;6265129;1306371514;1345432701;99.496000;0;0.000000;1345432701;99.496000;2025-04-25
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;101313;323;104;0;0.000000;172421054;50.923000;172421054;5.384000;2023-04-30
06.272.793/0001-84;2024-12-31;14;148124;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;1563;20;28;2421053;1.501000;19127;0.668000;2440180;1.486000;2024-04-29
06.347.409/0001-65;2024-12-31;5;148103;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-26
06.626.253/0001-51;2024-12-31;10;147195;EMPREENDIMENTOS PAGUE MENOS S.A.;23688;56;151;183777679;29.514000;0;0.000000;183777679;29.514000;2024-04-29
