CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Identificacao_Valor_Mobiliario;Pais_Negociacao;Mercado;Administradora;Data_Emissao;Data_Inicio_Listagem;Percentual;Descricao_Segmento;Descricao_Proporcao_Certificado;Descricao_Banco_Depositario;Descricao_Instituicao_Custodiante
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Ações preferenciais classe A negociadas no LATIBEX;Ações preferenciais classe A negociadas no LATIBEX;Espanha;LATIBEX - Mercado de Valores Latinoamericanos, sob o código "XBRK".;Bolsa de Valores de Madri;2003-10-08;2003-10-08;0.000000;;;;Sociedad de Gestión de los Sistemas de Registro, Compensación y Liquidación de Valores - Iberclear
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Fixed-rate Notes com vencimento em janeiro de 2028;Fixed-rate Notes com vencimento em janeiro de 2028;Cingapura;Global;Singapore Exchange Securities Trading Limited;2017-10-10;2017-10-10;100.000000;;;The Depository Trust Company;The Bank of New York Mellon
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Fixed-rate Notes com vencimento em julho de 2041;Fixed-rate Notes com vencimento em julho de 2041;Cingapura;Global;Singapore Exchange Securities Trading Limited;2011-07-22;2011-07-22;100.000000;;;The Depository Trust Company;The Bank of New York Mellon
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Fixed-rate Notes com vencimento em janeiro de 2030;Fixed-rate Notes com vencimento em janeiro de 2030;Cingapura;Global;Singapore Exchange Securities Trading Limited;2019-10-31;2019-10-31;100.000000;;;The Depository Trust Company;The Bank of New York Mellon
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Fixed-rate Notes com vencimento em janeiro de 2050;Fixed-rate Notes com vencimento em janeiro de 2050;Cingapura;Global;Singapore Exchange Securities Trading Limited;2019-10-31;2019-10-31;100.000000;;;The Depository Trust Company;The Bank of New York Mellon
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Subordinated Resettable Fixed-rate Notes com vencimento em janeiro de 2081;Subordinated Resettable Fixed-rate Notes com vencimento em janeiro de 2081;Cingapura;Global;Singapore Exchange Securities Trading Limited;2020-07-23;2020-07-23;100.000000;;;The Depository Trust Company;The Bank of New York Mellon
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Fixed-rate Notes com vencimento em fevereiro de  2033;Fixed-rate Notes com vencimento em fevereiro de  2033;Cingapura;Global;Singapore Exchange Securities Trading Limited;2023-02-13;2023-02-13;100.000000;;;The Depository Trust Company;The Bank of New York Mellon
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Fixed-rate Notes com vencimento em janeiro de  2031;Fixed-rate Notes com vencimento em janeiro de  2031;Cingapura;Global;Singapore Exchange Securities Trading Limited;2023-09-12;2023-09-12;100.000000;;;The Depository Trust Company;The Bank of New York Mellon
42.737.954/0001-21;2024-12-31;10;148078;INTER & CO, INC.;Ações Ordinárias Classe A;INTR;Estados Unidos;Nasdaq Stock Market;Nasdaq Stock Market;2021-12-16;2021-12-16;0.000000;;;Banco Bradesco S.A.;The Bank of New York Mellon
42.737.954/0001-21;2024-12-31;10;148078;INTER & CO, INC.;Ações Ordinárias Classe A;INTR;Estados Unidos;Nasdaq Stock Market;Nasdaq Stock Market;2021-12-16;2021-12-16;0.130000;Nasdaq Global Select Market;;Banco Bradesco S.A.;The Bank of New York Mellon
43.776.517/0001-80;2024-12-31;22;148172;CIA SANEAMENTO BASICO EST SAO PAULO;ADS´s;SBS;Estados Unidos;NYSE - New York Stock Exchange;SEC - Securities Exchange Comission;2002-05-10;2002-05-10;11.394794;Nível III;Cada ADR representa 1 ação.;Bank of New York Mellon;Banco Bradesco S.A.
45.456.117/0001-12;2024-12-31;6;144845;ÁGUAS DO SERTÃO S.A.;0;0;Brasil;0;0;2023-12-31;2023-12-31;0.000000;0;;;
47.508.411/0001-56;2024-12-31;29;148149;CIA BRASILEIRA DE DISTRIBUICAO;American Depositary Shares (ADSs);CBDBY;Estados Unidos;OTC Market;Securities and Exchange Commission (SEC);1997-05-29;2024-04-19;4.970000;Mercado De Balcão;Cada ADS representa 1 ação ordinária;JP Morgan Chase Bank;Banco Itaú S.A.
50.746.577/0001-15;2024-12-31;17;148267;COSAN S.A.;ADS (American Depositary Shares);CUSIP 22113B 103 - Categoria Nível 2 - Código CSAN;Estados Unidos;NYSE;New York Stock Exchange;2021-03-11;2021-03-11;15.200000;ADS de Nível 2;1:4 (uma ADS para cada 4 ações ordinárias);JPMorgan Chase Bank;Itaú Unibanco S.A.
60.444.437/0001-46;2024-12-31;9;147360;LIGHT SERVICOS DE ELETRICIDADE S.A.;Bonds;Bonds;Estados Unidos;Singapore Stock Exchange;Singapore Exchange Securities Trading Limited.;2021-06-18;2021-06-18;0.043750;;;DTC - The Depositary Trust Company;Bank of New York Mellon
60.746.948/0001-12;2024-12-31;34;148003;BCO BRADESCO S.A.;ADR - BBD;ADR de Ações Preferenciais;Estados Unidos;Secundário;Bolsa de Valores de Nova Iorque (NYSE);2001-10-01;2001-11-21;35.100000;Nível II;1:1 (uma ADR para cada ação preferencial);The Bank of New York Mellon;Banco Bradesco S.A.
60.746.948/0001-12;2024-12-31;34;148003;BCO BRADESCO S.A.;ADR - BBDO;ADR de Ações Ordinárias;Estados Unidos;Secundário;Bolsa de Valores de Nova Iorque (NYSE);2012-03-13;2012-03-13;0.430000;Nível II;1:1 (uma ADR para cada ação ordinária);The Bank of New York Mellon;
60.746.948/0001-12;2024-12-31;34;148003;BCO BRADESCO S.A.;GDR - XBBDC;GDR de Ações Preferênciais;Espanha;Secundário;Bolsa de Madrid;2001-02-16;2001-02-16;0.002000;Latibex;1:1 (uma GDR para cada ação preferencial);Iberclear;CBLC
60.894.730/0001-05;2024-12-31;17;146837;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;ADS;USNZY;Estados Unidos;PORTAL e ADS Nível 1 no Mercado de Balcão (OTC - Over the Counter);OTC Markets;1994-09-01;1994-09-01;0.470000;PORTAL (ADS 144A) e Mercado de Balcão (ADS Nível 1).;Proporção de 1 certificado de depósito para cada 1 ação de emissão da Companhia;BNY Mellon;Bradesco S/A Corretora de Títulos e Valores Mobiliários
60.894.730/0001-05;2024-12-31;17;146837;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Ações preferenciais classe A;XUSI;Espanha;Latibex - Mercado de Valores Latino-Americano;Bolsas Y Mercados Españoles - BME;2005-07-05;2005-07-05;0.010000;N/A;;;Bradesco S/A Corretora de Títulos e Valores Mobiliários
60.894.730/0001-05;2024-12-31;17;146837;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Ações Ordinárias;XUSIO;Espanha;Latibex - Mercado de Valores Latino-Americano;Bolsas Y Mercados Españoles - BME;2007-05-03;2007-05-03;0.040000;;;;Bradesco S/A Corretora de Títulos e Valores Mobiliários
61.156.113/0001-75;2024-12-31;8;146524;IOCHPE MAXION S.A.;ADR Nível 1;IOCJY;Estados Unidos;Mercado de balcão;OTC;1994-04-29;1999-04-29;0.000000;Mercado de Balcão;3 ADRs representam 1 ação ordinária de emissão da Companhia;J.P, Morgan;Banco Bradesco S.A.
61.585.865/0001-51;2024-12-31;13;146900;RAIA DROGASIL S.A.;ADR nível 1;RADLY;Estados Unidos;Balcão (OTC);The Bank of New York;2016-03-21;2016-03-21;0.230000;ADR Nível 1;1 ação ordinaria de emissão da Companhia para cada ADR;The Bank of New York Mellon;Itaú Unibanco
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Euro Medium Term Note (EMTN);BOND;Irlanda;US$ 350,0 milhões;Irish Stock Exchange;2019-12-06;2019-12-13;100.000000;Irish Stock Exchange - Global Exchange Market;;;
67.620.377/0001-14;2024-12-31;7;147278;MINERVA S.A.;American Depositary Receipts;MRVSY;Estados Unidos;Balcão;Securities and Exchange Commission;2011-04-07;2011-04-07;0.010000;;cada certificado representa 4 ações ordinárias da Companhia;Deutsche Bank;Itaú Unibanco S.A.
73.178.600/0001-18;2024-12-31;12;147752;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Ação;CYRBY;Estados Unidos;OTC Pink;Securities and Exchange Commission (SEC);1996-10-01;1996-10-01;3.720000;Level I DR;;J.P. Morgan Chase Bank N.A;N/A
76.483.817/0001-20;2024-12-31;15;147033;CIA PARANAENSE DE ENERGIA - COPEL;UNIT;ELP e ELPC;Estados Unidos;New York Stock Exchange (NYSE);Securities and Exchange Commission (Sec);1997-07-30;1997-07-30;62.660000;ELP - Nível 3 - ADSsELPC - Nível 3 - ADSsUNIT - Nível 3 - ADSs (Cancelado em 23.12.2023);ELP (ADS) - equivale 4 ações preferenciais classe BELPC (ADS) - equivale 1/4 ações ordinárias;Bank of New York Mellon, nos Estados Unidos;Banco Itaú S/A, no Brasil.
76.483.817/0001-20;2024-12-31;15;147033;CIA PARANAENSE DE ENERGIA - COPEL;UNIT;XCOPO e XCOP;Espanha;LATIBEX;Comisión Nacional del Mercado de Valores (CNMV);2002-06-19;2002-06-19;0.000000;Ações ON- XCOPO Ações PNB - XCOP UNIT - XCOPU (Cancelado em 26.12.2023);;Iberclear;
76.535.764/0001-43;2024-12-31;17;147299;OI S.A. - EM RECUPERAÇÃO JUDICIAL;American Depositary Receipts (ADRs) das ações preferenciais;OIBRQ;Estados Unidos;Balcão;OTC Markets;2016-06-23;2016-06-23;0.200000;Expert market;A proporção de ações preferenciais é de 10 ações preferenciais para 1 ADR preferencial.;The Bank of New York Mellon;Banco do Brasil
76.535.764/0001-43;2024-12-31;17;147299;OI S.A. - EM RECUPERAÇÃO JUDICIAL;American Depositary Receipts (ADRs) das ações ordinárias;OIBZQ;Estados Unidos;Balcão;OTC Markets;2021-10-28;2021-10-28;0.900000;Expert market;A proporção de ações preferenciais é de 2 ações ordinárias para 1 ADR ordinária.;The Bank of New York Mellon;Banco do Brasil
84.429.695/0001-11;2024-12-31;5;147065;WEG S.A.;ADR nível I;WEGZY;Estados Unidos;Organizado de Balcão (OTC);JP Morgan Chase Bank;2010-09-27;2010-09-27;0.700000;ADR nível I;Cada ADR representa 1 ação ordinária de nossa emissão;JP Morgan Chase Bank;Banco Bradesco S.A.
89.637.490/0001-45;2024-12-31;9;147821;KLABIN S.A.;AMERICAN DEPOSITARY RECEIPTS (ADRs);ADRs;Estados Unidos;AMERICAN DEPOSITARY RECEIPTS (ADRs);PINK OTC Market;1994-12-01;1994-12-01;100.000000;O programa de ADRs da Klabin está listado no Nível 1 no mercado de balcão norte-americano.;Cada depositary receipt corresponde a duas units da Companhia.;Bank Of New York Mellon;A instituição custodiante é o Itaú Unibanco S.A.
90.400.888/0001-42;2024-12-31;15;146630;BCO SANTANDER (BRASIL) S.A.;As Units são negociadas no exterior na NYSE sob a forma de ADS;As entidades administradoras são a SEC, órgão norte- americano;Estados Unidos;Os ADSs poderão ser negociados no mercado Norte Americano;As entidades administradoras são a SEC, órgão norte- americano;2009-10-07;2009-10-07;51.800000;O segmento de negociação é o ADS Nível III;Cada ADS negociada no exterior é composta de 1 Unit da Companhia;O banco depositário das ADS é o The Bank of New York Mellon.;A instituição custodiante é a Santander Caceis Distribuidora de Títulos e Valores Mobiliários S.A.
