CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
07.594.978/0001-78;2024-12-31;11;148150;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Edgard Gomes Corona;Diretor Presidente
07.594.978/0001-78;2024-12-31;11;148150;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;José Luiz Rizzardo Pereira;Diretor de Relações com Investidores
07.628.528/0001-59;2024-06-30;8;143078;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Gustavo Javier Lopez;Diretor de Relações com Investidores
07.628.528/0001-59;2024-06-30;8;143078;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;André Guillaumon;Diretor Presidente
07.636.657/0001-99;2024-12-31;4;148350;AÇO VERDE DO BRASIL S.A;Silvia Carvalho Nascimento e Silva;Diretor Presidente
07.636.657/0001-99;2024-12-31;4;148350;AÇO VERDE DO BRASIL S.A;Gustavo Rozenbaum Bcheche;Diretor de Relações com Investidores
07.659.538/0001-51;2024-12-31;1;137789;DINAMICA ENERGIA S.A.;JOSÉ JOÃO ABDALLA FILHO;Diretor Presidente/Relações com Investidores
07.682.638/0001-07;2024-12-31;3;146378;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;Antonio Marcio Barros Silva;Diretor Presidente/Relações com Investidores
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Francisco Gomes Neto;Diretor Presidente
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Antonio Carlos Garcia;Diretor de Relações com Investidores
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Tomas Henrique Fuchs;Diretor Presidente
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Claude Andre Jensen Araripe Monteiro da Silva;Diretor de Relações com Investidores
07.714.104/0001-07;2024-12-31;11;146877;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;FELIPE GONÇALVES MATSUNAGA;Diretor de Relações com Investidores
07.714.104/0001-07;2024-12-31;11;146877;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;LORIVAL NOGUEIRA LUZ JÚNIOR;Diretor Presidente
07.718.269/0001-57;2024-12-31;2;147602;SPRINGS GLOBAL PARTICIPACOES S.A.;Josué Christiano Gomes da Silva;Diretor Presidente/Relações com Investidores
07.802.794/0001-56;2024-12-31;5;146200;ESSENTIA PCHS S.A.;LEONARDO AUGUSTO SERPA;Diretor Presidente
07.802.794/0001-56;2024-12-31;5;146200;ESSENTIA PCHS S.A.;EDUARDO BECHARA DE ROSA;Diretor de Relações com Investidores
07.802.794/0001-56;2024-12-31;5;146200;ESSENTIA PCHS S.A.;Gabriel Marinho de Farias;Diretor de Relações com Investidores
07.802.794/0001-56;2024-12-31;5;146200;ESSENTIA PCHS S.A.;Gilberto Luis Peixoto dos Santos Filho;Diretor Presidente
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Eduardo Kaminitz Peres;Diretor Presidente
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Armando d'Almeida Neto;Diretor de Relações com Investidores
07.820.907/0001-46;2024-12-31;6;143814;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;FABIO DE ASSIS DA SILVA;Diretor de Relações com Investidores
07.820.907/0001-46;2024-12-31;6;143814;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;MATHEUS REZENDE GOMES DEOTTI;Diretor Presidente
07.823.262/0001-03;2024-12-31;2;144354;FOZ DO RIO CLARO ENERGIA S.A.;Eduarco Fucs;Diretor Presidente/Relações com Investidores
07.857.093/0001-14;2024-12-31;8;145923;AURA MINERALS INC.;RODRIGO CARDOSO BARBOSA;Diretor Presidente
07.857.093/0001-14;2024-12-31;8;145923;AURA MINERALS INC.;Natasha Utescher;Diretor de Relações com Investidores
07.857.850/0001-50;2024-12-31;5;146907;GP INVESTMENTS, LTD.;Antonio Carlos Augusto Ribeiro Bonchristiano;Diretor Presidente
07.857.850/0001-50;2024-12-31;5;146907;GP INVESTMENTS, LTD.;Rodrigo Boscolo;Diretor de Relações com Investidores
07.859.971/0001-30;2024-12-31;14;151747;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;RINALDO PECCHIO JUNIOR;Diretor Presidente/Relações com Investidores
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Fabrício Mitre;Diretor Presidente
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Thaís Nogueira Alonso;Diretor de Relações com Investidores
07.976.147/0001-60;2024-12-31;7;144155;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Gustavo Henrique Paganoto Moscatelli;Diretor Presidente/Relações com Investidores
08.065.557/0001-12;2024-12-31;12;144932;TECNISA S.A.;Fernando Tadeu Perez;Diretor Presidente
08.065.557/0001-12;2024-12-31;12;144932;TECNISA S.A.;Anderson Luis Hiraoka;Diretor de Relações com Investidores
08.070.508/0001-78;2024-03-31;5;140402;RAIZEN ENERGIA S.A.;Francis Vernon Queen Neto;Diretor Presidente
08.070.508/0001-78;2024-03-31;5;140402;RAIZEN ENERGIA S.A.;Carlos Alberto Bezerra de Moura;Diretor de Relações com Investidores
08.078.847/0001-09;2024-12-31;3;146416;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Marcos Bulle Lopes;Diretor Presidente
08.078.847/0001-09;2024-12-31;3;146416;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Cyro Naufel Filho;Diretor de Relações com Investidores
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Arthur Eugenio Mammana Lavieri Junior;Diretor Presidente
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Andrea Aparecida Barros Curi;Diretor de Relações com Investidores
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Arthur Eugenio Mammana Lavieri Junior;Diretor Presidente
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Andrea Aparecida Barros Curi;Diretor de Relações com Investidores
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Arthur Eugenio Mammana Lavieri Junior;Diretor Presidente
08.100.057/0001-74;2024-12-31;1;144039;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;Andrea Aparecida Barros Curi;Diretor de Relações com Investidores
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Roberto Correa Barbuti;Diretor Presidente
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Felipe Rath Fingerl;Diretor de Relações com Investidores
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;João Luiz Guillaumon Lopes;Diretor de Relações com Investidores
08.170.849/0001-15;2024-12-31;17;148169;DESKTOP S.A.;Denio Alves Lindo;Diretor Presidente
08.170.849/0001-15;2024-12-31;17;148169;DESKTOP S.A.;Bruno Silva Carvalho de Souza Leão;Diretor de Relações com Investidores
08.213.823/0001-07;2024-12-31;5;145507;AURA ALMAS MINERAÇÃO S.A.;Gabriel Sapucaia;Diretor Presidente
08.213.823/0001-07;2024-12-31;5;145507;AURA ALMAS MINERAÇÃO S.A.;NATASHA UTESCHER;Diretor de Relações com Investidores
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;OTÁVIO JORGE CARVALHO RIBEIRO;Diretor Presidente
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;FABIO MONTE DE CAMARGO;Diretor de Relações com Investidores
08.294.224/0001-65;2024-12-31;8;148111;JHSF PARTICIPACOES S.A.;ADILSON AUGUSTO MARTINS JÚNIOR;Diretor Presidente
08.294.224/0001-65;2024-12-31;8;148111;JHSF PARTICIPACOES S.A.;MARA BOAVENTURA DIAS;Diretor de Relações com Investidores
08.312.229/0001-73;2024-12-31;16;148001;EZ TEC EMPREEND. E PARTICIPACOES S.A.;SILVIO ERNESTO ZARZUR;Diretor Presidente
08.312.229/0001-73;2024-12-31;16;148001;EZ TEC EMPREEND. E PARTICIPACOES S.A.;ANTÔNIO EMÍLIO CLEMENTE FUGAZZA;Diretor de Relações com Investidores
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Paulo Oliveira Motta Junior;Diretor Presidente
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Gustavo de Marchi Galvão Oliveira;Diretor de Relações com Investidores
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Renato Henrique Pretti;Diretor Presidente
08.324.196/0001-81;2024-12-31;8;146531;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Fabiana Carvalho Lopes;Diretor Presidente
08.324.196/0001-81;2024-12-31;8;146531;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Renato de Almeida Rocha;Diretor de Relações com Investidores
08.343.492/0001-20;2024-12-31;14;146569;MRV ENGENHARIA E PARTICIPACOES S.A.;Rafael Nazareth Menin Teixeira de Souza e Eduardo Fischer Teixeira de Souza;Diretor Presidente
08.343.492/0001-20;2024-12-31;14;146569;MRV ENGENHARIA E PARTICIPACOES S.A.;Ricardo Paixão Pinto Rodrigues;Diretor de Relações com Investidores
08.364.948/0001-38;2024-12-31;17;147454;ALUPAR INVESTIMENTO S/A;Paulo Roberto de Godoy Pereira;Diretor Presidente
08.364.948/0001-38;2024-12-31;17;147454;ALUPAR INVESTIMENTO S/A;Luiz Eduardo Muniz Coimbra;Diretor de Relações com Investidores
08.397.078/0001-01;2024-12-31;4;146822;GSH CORP PARTICIPAÇÕES S.A.;Carlos Henrique Delmonaco;Diretor Presidente
08.397.078/0001-01;2024-12-31;4;146822;GSH CORP PARTICIPAÇÕES S.A.;Marcos Aurélio Faccioli;Diretor de Relações com Investidores
08.402.943/0001-52;2024-12-31;3;147402;GUARARAPES CONFECCOES S.A.;André Michel Farber;Diretor Presidente
08.402.943/0001-52;2024-12-31;3;147402;GUARARAPES CONFECCOES S.A.;Luis Miguel Ferreira Cafruni;Diretor de Relações com Investidores
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;JARBAS GUIMARÃES JUNIOR;Diretor Presidente
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;RUY MANUEL SIMOES DE CARVALHO TURZA FERREIRA;Diretor de Relações com Investidores
08.439.659/0001-50;2024-12-31;13;147446;CPFL ENERGIAS RENOVÁVEIS S.A.;XinJian Chen;Diretor Presidente
08.439.659/0001-50;2024-12-31;13;147446;CPFL ENERGIAS RENOVÁVEIS S.A.;YueHui Pan;Diretor de Relações com Investidores
08.439.659/0001-50;2024-12-31;13;147446;CPFL ENERGIAS RENOVÁVEIS S.A.;KEDI WANG;Diretor de Relações com Investidores
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Riberto José Barbanera;Diretor Presidente
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
08.534.605/0001-74;2024-12-31;6;147104;RENOVA ENERGIA S.A.;Sergio Ros Brasil Pinto;Diretor Presidente
08.534.605/0001-74;2024-12-31;6;147104;RENOVA ENERGIA S.A.;Vitor Hugo Alexandrino da Silva;Diretor de Relações com Investidores
08.560.444/0001-93;2024-12-31;4;147349;CIA CELG DE PARTICIPACOES - CELGPAR;José Fernando Navarrete Pena;Diretor Presidente
08.560.444/0001-93;2024-12-31;4;147349;CIA CELG DE PARTICIPACOES - CELGPAR;Marcos Roberto Silva;Diretor de Relações com Investidores
08.560.444/0001-93;2024-12-31;4;147349;CIA CELG DE PARTICIPACOES - CELGPAR;Gustavo Mendanha Melo;Diretor de Relações com Investidores
08.574.411/0001-00;2024-12-31;4;144840;PRÁTICA PRODUTOS S.A.;André Luiz Rosa Rezende;Diretor Presidente/Relações com Investidores
08.613.550/0001-98;2024-12-31;9;147427;NEXPE PARTICIPAÇÕES S.A;DANIEL ABRAMANT GUERBATIN;Diretor Presidente/Relações com Investidores
08.613.550/0001-98;2024-12-31;9;147427;NEXPE PARTICIPAÇÕES S.A;CHARLES DE CASTRO SILVA;Diretor Presidente/Relações com Investidores
08.764.621/0001-53;2024-12-31;3;147063;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Marcio Snioka;Diretor de Relações com Investidores
08.764.621/0001-53;2024-12-31;3;147063;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Francisco José Ritondaro;Diretor Presidente
08.764.621/0001-53;2024-12-31;3;147063;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Djalma Pereira da Silva;Diretor Presidente
08.769.451/0001-08;2024-12-31;3;139459;VIRGO COMPANHIA DE SECURITIZAÇÃO;DANIEL MONTEIRO COELHO DE MAGALHÃES;Diretor Presidente/Relações com Investidores
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Adriano Fernandes Nascentes;Diretor de Relações com Investidores
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Claudio Ribeiro da Silva Neto;Diretor Presidente
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;ADRIANO CHAVES JUCÁ ROLIM;Diretor Presidente/Relações com Investidores
08.773.191/0001-36;2024-12-31;2;142305;BRASILIANA PARTICIPAÇÕES S/A;José Ricardo Elbel Simão;Diretor Presidente/Relações com Investidores
08.795.211/0001-70;2024-12-31;6;147211;MAESTRO LOCADORA DE VEICULOS S.A.;Fabio Lewkowicz;Diretor Presidente
08.795.211/0001-70;2024-12-31;6;147211;MAESTRO LOCADORA DE VEICULOS S.A.;Carlos Miguel de Oliveira Martins Borges Alves;Diretor de Relações com Investidores
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Fabio Elias Cury;Diretor Presidente
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Ronaldo Cury de Capua;Diretor de Relações com Investidores
08.801.621/0001-86;2024-12-31;16;147515;SYN PROP & TECH S.A.;THIAGO KIYOSHI VIEIRA MURAMATSU;Diretor Presidente
08.801.621/0001-86;2024-12-31;16;147515;SYN PROP & TECH S.A.;HECTOR BRUNO FRANCO DE CARVALHO LEITÃO;Diretor de Relações com Investidores
08.807.432/0001-10;2024-12-31;11;148038;YDUQS PARTICIPACOES S.A.;Eduardo Parente Menezes;Diretor Presidente
08.807.432/0001-10;2024-12-31;11;148038;YDUQS PARTICIPACOES S.A.;Rossano Marques Leandro;Diretor de Relações com Investidores
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Jorge Cury Neto;Diretor Presidente
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Fernando Salomão;Diretor de Relações com Investidores
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;JOSE RENATO RICCIARDI;Diretor Presidente
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;ALEXANDRE TUJISOKI;Diretor de Relações com Investidores
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;BERNARDO MONTEIRO LOBATO ZERKOWSKI FIGUEIREDO;Diretor de Relações com Investidores
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;BRENDON AZEVEDO RAMOS;Diretor Presidente
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Redamés Andrade Casseb;Diretor Presidente
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;André Pires de Oliveira Dias;Diretor de Relações com Investidores
08.845.676/0001-98;2024-12-31;2;142536;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Magali Rogéria de Moura Leite;Diretor Presidente
08.845.676/0001-98;2024-12-31;2;142536;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Fabio Itikawa;Diretor de Relações com Investidores
08.873.873/0001-10;2024-12-31;7;146593;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Hugo Rafael Mitz;Diretor de Relações com Investidores
08.873.873/0001-10;2024-12-31;7;146593;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Estatuto Social da Companhia não prevê o cargo de Diretor Presidente;Diretor Presidente
08.902.291/0001-15;2024-12-31;9;148085;CSN MINERAÇÃO S.A.;Enéas Garcia Diniz;Diretor Presidente
08.902.291/0001-15;2024-12-31;9;148085;CSN MINERAÇÃO S.A.;Pedro Barros Mercadante Oliva;Diretor de Relações com Investidores
08.902.291/0001-15;2024-12-31;9;148085;CSN MINERAÇÃO S.A.;Carlos Rodrigues de Campos Mello Júnior;Diretor Presidente
08.926.302/0001-05;2024-12-31;6;146434;PRIO FORTE S.A.;Roberto Bernardes Monteiro;Diretor Presidente/Relações com Investidores
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;Tobias Reis Monteiro;Diretor Presidente
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;Emiliano Furlan Stipanicic Spyer;Diretor de Relações com Investidores
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;Alberto de Pinho Novo Junior;Diretor de Relações com Investidores
09.041.168/0001-10;2024-12-31;16;146606;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Sérgio Fischer Teixeira de Souza;Diretor Presidente
09.041.168/0001-10;2024-12-31;16;146606;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;André Luiz de Ávila Vitória;Diretor de Relações com Investidores
09.041.168/0001-10;2024-12-31;16;146606;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Rafael Victal Saliba;Diretor de Relações com Investidores
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;Pedro Santos Ripper;Diretor Presidente
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;André Pinheiro Veloso;Diretor de Relações com Investidores
09.053.134/0001-45;2024-12-31;5;146789;ELFA MEDICAMENTOS S.A.;José Roberto Correa Teixeira Ferraz;Diretor Presidente
09.053.134/0001-45;2024-12-31;5;146789;ELFA MEDICAMENTOS S.A.;Rafael Moisés Franco Pereira da Costa;Diretor de Relações com Investidores
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;Nelson Alvarenga Filho;Diretor Presidente
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;Juliana Regina Guerra;Diretor de Relações com Investidores
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;HAMILTON AMADEO;Diretor Presidente
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;HAMILTON AMADEO;Diretor de Relações com Investidores
09.095.183/0001-40;2024-12-31;7;147284;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
09.095.183/0001-40;2024-12-31;7;147284;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Marcio Mario Zidan;Diretor Presidente
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Thiago Meira Coelho Lemgruber Porto;Diretor Presidente
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Ivan Ribeiro Zarur;Diretor de Relações com Investidores
09.114.805/0001-30;2024-12-31;7;147587;OCEANPACT SERVIÇOS MARITIMOS S.A.;Flavio Nogueira Pinheiro de Andrade;Diretor Presidente
09.114.805/0001-30;2024-12-31;7;147587;OCEANPACT SERVIÇOS MARITIMOS S.A.;Eduardo de Toledo;Diretor de Relações com Investidores
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;Cristiano Ciriaco Delgado;Diretor Presidente
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;Luiz Cancelier;Diretor de Relações com Investidores
09.146.451/0001-06;2024-12-31;5;146699;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;RAPHAEL ESPER KALLAS;Diretor Presidente/Relações com Investidores
09.149.503/0001-06;2024-12-31;3;146486;SERENA GERAÇÃO S.A.;ANDREA SZTAJN;Diretor de Relações com Investidores
09.149.503/0001-06;2024-12-31;3;146486;SERENA GERAÇÃO S.A.;THIAGO TRINDADE LINHARES;Diretor Presidente
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Luis Carlos Martinez Romero;Diretor Presidente
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Maria Elsa Alba Bernhoeft;Diretor de Relações com Investidores
09.257.877/0001-37;2024-12-31;5;146742;FERROVIA NORTE SUL S/A;Alessandro Pena da Gama;Diretor Presidente
09.257.877/0001-37;2024-12-31;5;146742;FERROVIA NORTE SUL S/A;Fábio Tadeu Marchiori Gama;Diretor de Relações com Investidores
09.267.996/0001-70;2024-12-31;6;145259;YUNY INCORPORADORA HOLDING S.A.;Marcelo Mariz de Oliveira Yunes;Diretor Presidente
09.267.996/0001-70;2024-12-31;6;145259;YUNY INCORPORADORA HOLDING S.A.;Filipe Guilherme Feliciano Soares;Diretor de Relações com Investidores
09.267.996/0001-70;2024-12-31;6;145259;YUNY INCORPORADORA HOLDING S.A.;Marcelo Mariz de Oliveira Yunes;Diretor Presidente/Relações com Investidores
09.288.252/0001-32;2024-12-31;13;147988;ANIMA HOLDING S.A.;Marcelo Battistella Bueno;Diretor Presidente
09.288.252/0001-32;2024-12-31;13;147988;ANIMA HOLDING S.A.;Marina Oehling Gelman;Diretor de Relações com Investidores
09.288.252/0001-32;2024-12-31;13;147988;ANIMA HOLDING S.A.;Paula Maria Harraca;Diretor Presidente
09.288.252/0001-32;2024-12-31;13;147988;ANIMA HOLDING S.A.;Átila Simões da Cunha;Diretor de Relações com Investidores
09.295.063/0001-97;2024-12-31;8;147262;TECHNOS S.A.;Joaquim Pedro Andrés Ribeiro;Diretor Presidente
09.295.063/0001-97;2024-12-31;8;147262;TECHNOS S.A.;Daniela de Campos Pires Denne;Diretor de Relações com Investidores
09.305.994/0001-29;2024-12-31;12;146349;AZUL S.A.;Alexandre Wagner Malfitani;Diretor de Relações com Investidores
09.305.994/0001-29;2024-12-31;12;146349;AZUL S.A.;John Peter Rodgerson;Diretor Presidente
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;Alisson de Almeida Freire;Diretor Presidente
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;Alisson de Almeida Freire;Diretor Presidente
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;Alisson de Almeida Freire;Diretor Presidente
09.326.342/0001-70;2024-12-31;2;146311;AUTOPISTA FERNÃO DIAS SA;ALISSON DE ALMEIDA FREIRE;Diretor Presidente
09.326.342/0001-70;2024-12-31;2;146311;AUTOPISTA FERNÃO DIAS SA;NILTON LEONARDO FERNANDES DE OLIVEIRA;Diretor de Relações com Investidores
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;Alisson de Almeida Freire;Diretor Presidente
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;Gilson Finkelsztain;Diretor Presidente
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;André Veiga Milanez;Diretor de Relações com Investidores
09.347.516/0001-81;2024-12-31;15;147030;ELETROMIDIA S.A.;ALEXANDRE GUERRERO MARTINS;Diretor Presidente
09.347.516/0001-81;2024-12-31;15;147030;ELETROMIDIA S.A.;RICARDO DE ALMEIDA WINANDY;Diretor de Relações com Investidores
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;ALESSANDRA QUAGLIUOLO MARINHEIRO;Diretor Presidente/Relações com Investidores
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;Gabriel Marinho de Farias;Diretor de Relações com Investidores
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;Gilberto Luis Peixoto dos Santos Filho;Diretor Presidente
09.391.823/0001-60;2024-12-31;3;144212;SANTO ANTONIO ENERGIA S.A.;CAIO POMPEU DE SOUZA BRASIL NETO;Diretor Presidente/Relações com Investidores
09.414.761/0001-64;2024-12-31;3;141468;K-INFRA RODOVIA DO AÇO S.A.;Ismael Rosa;Diretor Presidente/Relações com Investidores
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;Vitor Cuminato Filho;Diretor de Relações com Investidores
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;Milton Steagall;Diretor Presidente
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;FABRÍCIO RESENDE FONSECA;Diretor Presidente
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;PEDRO BORGES PETERSEN;Diretor de Relações com Investidores
09.538.973/0001-53;2024-12-31;6;146159;PDG COMPANHIA SECURITIZADORA;Augusto Alves dos Reis Neto;Diretor Presidente/Relações com Investidores
09.538.973/0001-53;2024-12-31;6;146159;PDG COMPANHIA SECURITIZADORA;Maurício Tiso de Sousa;Diretor Presidente/Relações com Investidores
09.584.854/0001-37;2024-12-31;2;142629;MANAUS TRANSMISSORA DE ENERGIA S.A;RICARDO DE ABREU SAMPAIO CYRINO;Diretor Presidente
09.584.854/0001-37;2024-12-31;2;142629;MANAUS TRANSMISSORA DE ENERGIA S.A;CLAUDINE FURTADO ANCHITE;Diretor de Relações com Investidores
