CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Plano_Recompra;Especie_Acao;Tipo_Classe_Acao_Preferencial;Quantidade_Adquirida;Escala_Cotacao;Quantidade_Prevista;Valor_Preco_Medio;Percentual_Previsto;Percentual_Adquirido
28.195.667/0001-06;2020-01-01;17;104596;BCO ABC BRASIL S.A.;38627;Preferencial;;2322900;R$ por Unidade;4401774;16.92;4.670000;52.770000
28.195.667/0001-06;2020-01-01;17;104596;BCO ABC BRASIL S.A.;38628;Preferencial;;712400;R$ por Unidade;1497660;13.52;1.820000;47.570000
28.195.667/0001-06;2020-01-01;17;104596;BCO ABC BRASIL S.A.;38629;Preferencial;;1125200;R$ por Unidade;1511783;10.43;3.000000;74.430000
28.195.667/0001-06;2020-01-01;17;104596;BCO ABC BRASIL S.A.;38630;Preferencial;;1363300;R$ por Unidade;1525377;10.71;3.040000;89.370000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38427;Ordinária;;0;R$ por Unidade;1000000;0.00;4.390326;0.000000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38428;Ordinária;;0;R$ por Unidade;750000;0.00;3.285682;0.000000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38429;Ordinária;;1000000;R$ por Unidade;1000000;30.38;4.202908;100.000000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38430;Ordinária;;128500;R$ por Unidade;1000000000;30.03;4.230735;12.850000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38431;Ordinária;;33450;R$ por Unidade;800000;33.89;3.389432;4.180000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38432;Ordinária;;96734;R$ por Unidade;1000000;34.25;3.987985;9.670000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38433;Ordinária;;909403;R$ por Unidade;1000000;34.52;3.987985;90.940000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38434;Ordinária;;365100;R$ por Unidade;1000000;34.59;3.706386;36.510000
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;38435;Ordinária;;350000;R$ por Unidade;350000;44.81;1.313987;100.000000
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;38222;Ordinária;;0;R$ por Unidade;15000000;0.00;7.460000;0.000000
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;38222;Preferencial;;0;R$ por Unidade;30000000;0.00;7.460000;0.000000
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;38223;Ordinária;;0;R$ por Unidade;15000000;0.00;10.000000;0.000000
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;38223;Preferencial;Preferencial Classe A;0;R$ por Unidade;30000000;0.00;10.000000;0.000000
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;38224;Ordinária;;0;R$ por Unidade;15500000;0.00;10.000000;0.000000
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;38224;Preferencial;Preferencial Classe A;0;R$ por Unidade;31000000;0.00;10.000000;0.000000
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;38225;Ordinária;;0;R$ por Unidade;16500000;0.00;10.000000;0.000000
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;38225;Preferencial;;0;R$ por Unidade;33000000;0.00;10.000000;0.000000
30.540.991/0001-66;2020-01-01;3;94650;HAGA S.A. INDUSTRIA E COMERCIO;35793;Ordinária;;0;R$ por Unidade;1;0.00;0.000001;0.000000
32.785.497/0001-97;2020-01-01;11;121233;NATURA &CO HOLDING S.A.;44684;Ordinária;;1114460;R$ por Unidade;1114460;49.25;0.166152;100.000000
33.014.556/0001-96;2020-01-01;18;103797;LOJAS AMERICANAS S.A.;38478;Ordinária;;0;R$ por Unidade;10000;0.00;5.170000;0.000000
33.014.556/0001-96;2020-01-01;18;103797;LOJAS AMERICANAS S.A.;38478;Preferencial;Preferencial Classe A;0;R$ por Unidade;10000;0.00;1.470000;0.000000
33.014.556/0001-96;2020-01-01;18;103797;LOJAS AMERICANAS S.A.;38479;Ordinária;;0;R$ por Unidade;10000000;0.00;1.850000;0.000000
33.014.556/0001-96;2020-01-01;18;103797;LOJAS AMERICANAS S.A.;38479;Preferencial;Preferencial Classe A;0;R$ por Unidade;10000000;0.00;0.960000;0.000000
33.014.556/0001-96;2020-01-01;18;103797;LOJAS AMERICANAS S.A.;38480;Ordinária;;0;R$ por Unidade;10000000;0.00;1.880000;0.000000
33.014.556/0001-96;2020-01-01;18;103797;LOJAS AMERICANAS S.A.;38480;Preferencial;Preferencial Classe A;1533817;R$ por Unidade;10000000;18.62;1.130000;15.340000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38651;Ordinária;;0;R$ por Unidade;32770055;0.00;5.190000;0.000000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38652;Ordinária;;1841100;R$ por Unidade;34611155;5.10;5.480000;5.320000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38653;Ordinária;;21758600;R$ por Unidade;56369755;7.49;8.920000;38.600000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38654;Ordinária;;6791300;R$ por Unidade;63161055;9.82;10.000000;10.750000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38655;Ordinária;;240400;R$ por Unidade;64205661;11.40;10.000000;0.370000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38656;Ordinária;;26781661;R$ por Unidade;26781661;10.42;3.810000;100.000000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38657;Ordinária;;31544500;R$ por Unidade;58326161;9.21;8.310000;54.080000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38658;Ordinária;;9529500;R$ por Unidade;67855661;8.97;9.670000;14.040000
33.042.730/0001-04;2020-01-01;16;104635;CIA SIDERURGICA NACIONAL;38659;Ordinária;;2350000;R$ por Unidade;70205661;9.34;10.000000;3.350000
33.113.309/0001-47;2020-01-01;12;104615;VALID SOLUÇÕES S.A.;38645;Ordinária;;425000;R$ por Unidade;1000000;8.50;1.450000;42.500000
33.113.309/0001-47;2020-01-01;12;104615;VALID SOLUÇÕES S.A.;38646;Ordinária;;335830;R$ por Unidade;1000000;16.08;1.440000;33.600000
33.113.309/0001-47;2020-01-01;12;104615;VALID SOLUÇÕES S.A.;38647;Ordinária;;524000;R$ por Unidade;1000000;18.35;1.570000;52.400000
33.376.989/0001-91;2020-01-01;15;103842;IRB - BRASIL RESSEGUROS S.A.;38518;Ordinária;;7850000;R$ por Unidade;41898920;34.48;5.000000;18.735566
33.592.510/0001-54;2020-01-01;26;104585;VALE S.A.;38620;Ordinária;;71173683;R$ por Unidade;80000000;54.00;1.960000;88.970000
33.611.500/0001-19;2020-01-01;11;104022;GERDAU S.A.;38564;Preferencial;;10000000;R$ por Unidade;10000000;11.92;0.960000;0.000000
33.611.500/0001-19;2020-01-01;11;104022;GERDAU S.A.;38565;Preferencial;;10000000;R$ por Unidade;10000000;9.55;1.130000;100.000000
33.611.500/0001-19;2020-01-01;11;104022;GERDAU S.A.;38566;Preferencial;;19923200;R$ por Unidade;30000000;9.50;3.400000;66.400000
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;38676;Ordinária;;0;R$ por Unidade;1316294;0.00;18.917867;0.000000
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;38676;Preferencial;Preferencial Classe A;0;R$ por Unidade;203425;0.00;10.970713;0.000000
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;38676;Preferencial;Preferencial Classe B;0;R$ por Unidade;4578069;0.00;10.307183;0.000000
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;38677;Ordinária;;952771;R$ por Unidade;1234929;36.74;16.721782;77.151885
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;38677;Preferencial;Preferencial Classe A;189802;R$ por Unidade;298448;31.60;16.735000;63.596338
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;38677;Preferencial;Preferencial Classe B;5485770;R$ por Unidade;7368109;31.60;17.313279;74.452889
42.150.391/0001-70;2020-01-01;11;103022;BRASKEM S.A.;38187;Preferencial;Preferencial Classe A;80000;R$ por Unidade;3500000;11.58;1.316679;0.030096
42.771.949/0001-35;2020-01-01;17;104756;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;38702;Ordinária;;0;R$ por Unidade;1000000;0.00;2.150000;0.000000
42.771.949/0001-35;2020-01-01;17;104756;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;38703;Ordinária;;280000;R$ por Unidade;1000000;13.89;2.240000;28.000000
42.771.949/0001-35;2020-01-01;17;104756;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;38704;Ordinária;;690000;R$ por Unidade;1000000;15.30;2.230000;69.000000
43.470.988/0001-65;2020-01-01;4;104753;EVEN CONSTRUTORA E INCORPORADORA S.A.;38698;Ordinária;;4139307;R$ por Unidade;4139307;5.98;2.000000;99.999831
43.470.988/0001-65;2020-01-01;4;104753;EVEN CONSTRUTORA E INCORPORADORA S.A.;38699;Ordinária;;2831400;R$ por Unidade;10390345;4.82;5.000000;27.250000
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;38368;Ordinária;;0;R$ por Unidade;4500000;0.00;6.639711;0.000000
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;38369;Ordinária;;630000;R$ por Unidade;3000000000;90.08;4.421247;21.000000
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;38370;Ordinária;;350000;R$ por Unidade;350000;82.08;6.582081;100.000000
49.263.189/0001-02;2020-01-01;7;104562;HELBOR EMPREENDIMENTOS S.A.;38605;Ordinária;;0;R$ por Unidade;5112311;0.00;4.690000;0.000000
50.746.577/0001-15;2020-01-01;10;104695;COSAN S.A.;38683;Ordinária;;0;R$ por Unidade;10000000;0.00;2.134391;0.000000
50.746.577/0001-15;2020-01-01;10;104695;COSAN S.A.;38684;Ordinária;;6291200;R$ por Unidade;10000000;50.64;7.368930;62.912000
50.746.577/0001-15;2020-01-01;10;104695;COSAN S.A.;38685;Ordinária;;14732000;R$ por Unidade;15388000;41.16;3.325044;95.740000
50.746.577/0001-15;2020-01-01;10;104695;COSAN S.A.;38686;Ordinária;;2371700;R$ por Unidade;4000000;33.47;0.982090;59.290000
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;38540;Ordinária;;380800;R$ por Unidade;1304214;30.09;1.500000;29.197673
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;38541;Ordinária;;0;R$ por Unidade;1301399;0.00;1.500000;0.000000
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;38542;Ordinária;;1108000;R$ por Unidade;1303214;36.57;1.500000;85.020572
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;36142;Ordinária;;0;R$ por Unidade;10000000;0.00;6.801899;0.000000
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;36143;Ordinária;;7992600;R$ por Unidade;8000000;18.24;5.210000;99.907500
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;36144;Ordinária;;2808100;R$ por Unidade;3000000;18.74;2.270000;93.600000
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;36145;Ordinária;;1000000;R$ por Unidade;1000000;47.45;2.200000;100.000000
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;38815;Ordinária;;0;R$ por Unidade;3688783;0.00;6.700000;0.000000
53.113.791/0001-22;2020-01-01;19;103190;TOTVS S.A.;38238;Ordinária;;5100900;R$ por Unidade;9000000;18.56;1.854360;56.676666
58.119.199/0001-51;2020-01-01;7;103376;ODONTOPREV S.A.;38317;Ordinária;;2569300;R$ por Unidade;2716074;16.26;1.030000;94.596097
58.119.199/0001-51;2020-01-01;7;103376;ODONTOPREV S.A.;38318;Ordinária;;4557752;R$ por Unidade;4666000;15.16;1.800000;97.680000
60.500.139/0001-26;2020-01-01;5;99313;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;37240;Ordinária;;0;R$ por Unidade;510173;0.00;10.000000;0.000000
60.500.139/0001-26;2020-01-01;5;99313;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;37240;Preferencial;;0;R$ por Unidade;1581128;0.00;8.350000;0.000000
60.543.816/0001-93;2020-01-01;3;103221;IGUATEMI S.A.;38246;Preferencial;;693500;R$ por Unidade;1600000;6.93;5.590000;43.340000
60.543.816/0001-93;2020-01-01;3;103221;IGUATEMI S.A.;38247;Preferencial;;1700000;R$ por Unidade;1700000;6.50;6.500000;100.000000
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;38591;Ordinária;;0;R$ por Unidade;48705792;0.01;3.621566;0.000000
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;38591;Preferencial;;0;R$ por Unidade;48485003;0.01;1.039038;0.000000
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;38592;Ordinária;;664296;R$ por Unidade;7500000;0.01;0.598154;8.857284
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;38592;Preferencial;;2488957;R$ por Unidade;7500000;0.01;0.174941;33.186097
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;38593;Ordinária;;1107161;R$ por Unidade;7500000;0.01;0.658693;14.762140
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;38593;Preferencial;;4148262;R$ por Unidade;7500000;0.01;0.192743;55.310161
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;38594;Ordinária;;503254;R$ por Unidade;7500000;0.01;0.875360;6.710052
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;38594;Preferencial;;1885576;R$ por Unidade;7500000;0.01;0.231483;25.141008
60.770.336/0001-65;2020-01-01;5;102649;BCO ALFA DE INVESTIMENTO S.A.;38016;Ordinária;;68300;R$ por Unidade;330000;6.03;0.617029;15.883721
60.770.336/0001-65;2020-01-01;5;102649;BCO ALFA DE INVESTIMENTO S.A.;38016;Preferencial;;0;R$ por Unidade;100000;0.00;0.284751;0.000000
60.770.336/0001-65;2020-01-01;5;102649;BCO ALFA DE INVESTIMENTO S.A.;38017;Ordinária;;330000;R$ por Unidade;330000;5.77;0.613245;100.000000
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;38581;Ordinária;;0;R$ por Unidade;15000000;0.00;3.870000;0.000000
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;38581;Preferencial;;0;R$ por Unidade;75000000;0.00;1.560000;0.000000
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;38582;Ordinária;;14421132;R$ por Unidade;28616649;37.00;9.990000;50.394000
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;38582;Preferencial;;13100000;R$ por Unidade;50000000;38.92;1.550000;26.200000
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;38583;Ordinária;;31793105;R$ por Unidade;31793134;37.00;10.000000;99.999908
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;38583;Preferencial;;0;R$ por Unidade;39155000;0.00;1.220000;0.000000
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;38584;Ordinária;;0;R$ por Unidade;10000000;0.00;3.150000;0.000000
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;38584;Preferencial;;10845000;R$ por Unidade;50000000;35.95;1.560000;21.690000
60.933.603/0001-78;2020-01-01;17;104592;CESP - CIA ENERGETICA DE SAO PAULO;38621;Ordinária;;25977;R$ por Unidade;40000;28.55;0.570000;65.000000
60.933.603/0001-78;2020-01-01;17;104592;CESP - CIA ENERGETICA DE SAO PAULO;38621;Preferencial;Preferencial Classe A;84514;R$ por Unidade;218000;30.65;2.950000;39.000000
61.092.037/0001-81;2020-01-01;7;103461;ETERNIT S.A.;38354;Ordinária;;0;R$ por Unidade;2000000;0.00;1.318750;0.000000
61.156.113/0001-75;2020-01-01;8;104578;IOCHPE MAXION S.A.;38614;Ordinária;;551000;R$ por Unidade;551000;24.31;0.370000;100.000000
61.156.113/0001-75;2020-01-01;8;104578;IOCHPE MAXION S.A.;38615;Ordinária;;300000;R$ por Unidade;300000;15.60;0.002408;100.000000
61.156.113/0001-75;2020-01-01;8;104578;IOCHPE MAXION S.A.;38616;Ordinária;;120000;R$ por Unidade;120000;17.96;0.145644;100.000000
61.186.680/0001-74;2020-01-01;19;104291;BANCO BMG S/A;38585;Preferencial;;170000;R$ por Unidade;9905227;4.96;10.000000;1.716266
61.186.680/0001-74;2020-01-01;19;104291;BANCO BMG S/A;38586;Preferencial;;8677000;R$ por Unidade;10700112;4.53;10.000000;81.092609
61.186.680/0001-74;2020-01-01;19;104291;BANCO BMG S/A;38587;Preferencial;;11981100;R$ por Unidade;11994003;7.79;10.000000;99.892421
61.189.288/0001-89;2020-01-01;13;103807;MARISA LOJAS S.A.;38497;Ordinária;;500000;R$ por Unidade;500000;6.64;0.953700;100.000000
61.532.644/0001-15;2020-01-01;6;104621;ITAÚSA S.A.;38648;Ordinária;;0;R$ por Unidade;27000000;0.00;2.602630;0.000000
61.532.644/0001-15;2020-01-01;6;104621;ITAÚSA S.A.;38648;Preferencial;;3500000;R$ por Unidade;50000000;9.22;1.294596;7.000000
61.532.644/0001-15;2020-01-01;6;104621;ITAÚSA S.A.;38649;Ordinária;;50970229;R$ por Unidade;80000000;8.80;2.828742;63.712786
61.532.644/0001-15;2020-01-01;6;104621;ITAÚSA S.A.;38649;Preferencial;;0;R$ por Unidade;80000000;0.00;1.748566;0.000000
61.585.865/0001-51;2020-01-01;6;103803;RAIA DROGASIL S.A.;38494;Ordinária;;0;R$ por Unidade;1000000;0.00;0.468987;0.000000
61.585.865/0001-51;2020-01-01;6;103803;RAIA DROGASIL S.A.;38495;Ordinária;;597000;R$ por Unidade;816041;78.60;0.387269;73.158089
61.585.865/0001-51;2020-01-01;6;103803;RAIA DROGASIL S.A.;38496;Ordinária;;1100000;R$ por Unidade;1100000;18.99;0.575727;100.000000
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;38722;Preferencial;;43300;R$ por Unidade;500000;2.97;1.976964;8.660000
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;38723;Preferencial;;404200;R$ por Unidade;500000;3.50;1.948977;80.840000
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;38724;Preferencial;;1200000;R$ por Unidade;1200000;3.86;0.000000;100.000000
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;38725;Preferencial;;500000;R$ por Unidade;500000;4.76;0.000000;100.000000
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;38726;Preferencial;;1000000;R$ por Unidade;1000000;5.07;0.000000;100.000000
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;38727;Preferencial;;1000000;R$ por Unidade;1000000;5.25;0.000000;100.000000
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;38728;Preferencial;;570000;R$ por Unidade;570000;4.55;2.000000;100.000000
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;38729;Preferencial;;391521;R$ por Unidade;391521;4.47;1.400000;100.000000
64.904.295/0001-03;2020-02-28;9;94700;CAMIL ALIMENTOS S.A.;35825;Ordinária;;3565275;R$ por Unidade;3565275;7.02;0.869469;100.000000
64.904.295/0001-03;2020-02-28;9;94700;CAMIL ALIMENTOS S.A.;35826;Ordinária;;5821571;R$ por Unidade;5821571;7.77;3.634054;100.000000
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;38687;Ordinária;;0;R$ por Unidade;4829385;0.00;10.000000;0.000000
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;38688;Ordinária;;0;R$ por Unidade;9247149;0.00;10.000000;0.000000
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;38689;Ordinária;;9984400;R$ por Unidade;9988017;9.98;10.000000;99.963787
71.476.527/0001-35;2020-01-01;10;104883;CONSTRUTORA TENDA S.A.;38736;Ordinária;;600;R$ por Unidade;10379362;18.22;10.000000;0.005780
71.476.527/0001-35;2020-01-01;10;104883;CONSTRUTORA TENDA S.A.;38737;Ordinária;;1194500;R$ por Unidade;5408832;29.83;10.000000;22.084250
71.476.527/0001-35;2020-01-01;10;104883;CONSTRUTORA TENDA S.A.;38738;Ordinária;;4489300;R$ por Unidade;5398206;25.18;10.000001;83.162814
73.178.600/0001-18;2020-01-01;8;103179;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;38233;Ordinária;;0;R$ por Unidade;20000000;0.00;7.620000;0.000000
73.178.600/0001-18;2020-01-01;8;103179;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;38234;Ordinária;;17059000;R$ por Unidade;26187698;12.32;10.000000;65.100000
73.178.600/0001-18;2020-01-01;8;103179;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;38235;Ordinária;;19499400;R$ por Unidade;22378516;14.22;5.370945;87.100000
78.876.950/0001-71;2020-01-01;6;103363;CIA HERING;38298;Ordinária;;0;R$ por Unidade;835456;0.00;0.660000;0.000000
78.876.950/0001-71;2020-01-01;6;103363;CIA HERING;38299;Ordinária;;1490000;R$ por Unidade;1490000;18.51;1.170000;100.000000
78.876.950/0001-71;2020-01-01;6;103363;CIA HERING;38300;Ordinária;;0;R$ por Unidade;1500000;0.00;1.200000;0.000000
78.876.950/0001-71;2020-01-01;6;103363;CIA HERING;38301;Ordinária;;0;R$ por Unidade;5000000;0.00;4.020000;0.000000
78.876.950/0001-71;2020-01-01;6;103363;CIA HERING;38302;Ordinária;;0;R$ por Unidade;8000000;0.00;6.380000;0.000000
78.876.950/0001-71;2020-01-01;6;103363;CIA HERING;38303;Ordinária;;3732700;R$ por Unidade;5000000;15.23;3.900000;74.700000
81.243.735/0001-48;2020-01-01;10;104660;POSITIVO TECNOLOGIA S.A.;38678;Ordinária;;0;R$ por Unidade;6000000;0.00;3.500000;0.000000
81.243.735/0001-48;2020-01-01;10;104660;POSITIVO TECNOLOGIA S.A.;38679;Ordinária;;700000;R$ por Unidade;700000;2.35;4.950000;59.200000
83.475.913/0001-91;2020-01-01;7;103680;PBG S/A;38426;Ordinária;;0;R$ por Unidade;6999658;0.00;10.000000;0.000000
84.429.695/0001-11;2020-01-01;8;103885;WEG S.A.;38555;Ordinária;;250000;R$ por Unidade;250000;47.02;0.000337;100.000000
84.429.695/0001-11;2020-01-01;8;103885;WEG S.A.;38556;Ordinária;;500000;R$ por Unidade;500000;17.35;0.000877;100.000000
84.683.374/0001-49;2020-01-01;9;103026;TUPY S.A.;38189;Ordinária;;41585;R$ por Unidade;233000;17.80;0.353048;17.847640
86.375.425/0001-09;2020-01-01;3;103392;METISA METALURGICA TIMBOENSE S.A.;38322;Preferencial;;4900;R$ por Unidade;150000;23.39;4.620000;3.266666
86.375.425/0001-09;2020-01-01;3;103392;METISA METALURGICA TIMBOENSE S.A.;38323;Preferencial;;26000;R$ por Unidade;150000;16.90;4.610000;17.333333
86.375.425/0001-09;2020-01-01;3;103392;METISA METALURGICA TIMBOENSE S.A.;38324;Preferencial;;240000;R$ por Unidade;240000;12.42;5.500000;100.000000
86.375.425/0001-09;2020-01-01;3;103392;METISA METALURGICA TIMBOENSE S.A.;38325;Preferencial;;240000;R$ por Unidade;240000;17.87;5.500000;100.000000
86.375.425/0001-09;2020-01-01;3;103392;METISA METALURGICA TIMBOENSE S.A.;38326;Preferencial;;240000;R$ por Unidade;240000;18.55;5.500000;100.000000
86.375.425/0001-09;2020-01-01;3;103392;METISA METALURGICA TIMBOENSE S.A.;38327;Preferencial;;28600;R$ por Unidade;250000;20.74;5.500000;11.440000
88.611.835/0001-29;2020-01-01;6;102636;MARCOPOLO S.A.;38009;Preferencial;;4960000;R$ por Unidade;10000000;3.54;1.730000;49.600000
89.086.144/0001-16;2020-01-01;9;103303;RANDONCORP S.A.;38271;Preferencial;;13000000;R$ por Unidade;13000000;10.27;7.410000;100.000000
89.096.457/0001-55;2020-01-01;7;104650;SLC AGRICOLA S.A.;38668;Ordinária;;1000000;R$ por Unidade;1000000;42.68;2.296800;100.000000
89.096.457/0001-55;2020-01-01;7;104650;SLC AGRICOLA S.A.;38669;Ordinária;;2000000;R$ por Unidade;2000000;33.45;4.400000;100.000000
89.096.457/0001-55;2020-01-01;7;104650;SLC AGRICOLA S.A.;38670;Ordinária;;1100000;R$ por Unidade;1100000;25.06;2.380000;100.000000
89.096.457/0001-55;2020-01-01;7;104650;SLC AGRICOLA S.A.;38671;Ordinária;;2500000;R$ por Unidade;2500000;21.15;5.340000;100.000000
89.637.490/0001-45;2020-01-01;19;103545;KLABIN S.A.;38386;Ordinária;;0;R$ por Unidade;2000000;0.00;10.000000;0.000000
89.637.490/0001-45;2020-01-01;19;103545;KLABIN S.A.;38386;Preferencial;;0;R$ por Unidade;8000000;0.00;10.000000;0.000000
89.850.341/0001-60;2020-01-01;11;103471;GRENDENE S.A.;38355;Ordinária;;0;R$ por Unidade;25000000;0.00;9.220000;0.000000
89.850.341/0001-60;2020-01-01;11;103471;GRENDENE S.A.;38356;Ordinária;;1467613;R$ por Unidade;6000000;11.05;2.220000;24.460217
89.850.341/0001-60;2020-01-01;11;103471;GRENDENE S.A.;38357;Ordinária;;1312343;R$ por Unidade;2000000;26.78;2.380000;65.617150
89.850.341/0001-60;2020-01-01;11;103471;GRENDENE S.A.;38358;Ordinária;;1185681;R$ por Unidade;1500000;17.59;1.820000;79.045400
90.400.888/0001-42;2020-01-01;10;103768;BCO SANTANDER (BRASIL) S.A.;38465;Ordinária;;6465700;R$ por Unidade;37256072;11.61;1.000000;17.354000
90.400.888/0001-42;2020-01-01;10;103768;BCO SANTANDER (BRASIL) S.A.;38465;Preferencial;;6456700;R$ por Unidade;37256072;11.61;1.000000;17.354000
90.400.888/0001-42;2020-01-01;10;103768;BCO SANTANDER (BRASIL) S.A.;38466;Ordinária;;11743600;R$ por Unidade;37753760;34.14;1.000000;31.000000
90.400.888/0001-42;2020-01-01;10;103768;BCO SANTANDER (BRASIL) S.A.;38466;Preferencial;;11743600;R$ por Unidade;37753760;34.14;1.000000;31.000000
90.400.888/0001-42;2020-01-01;10;103768;BCO SANTANDER (BRASIL) S.A.;38467;Ordinária;;4089700;R$ por Unidade;38717204;15.98;1.030000;10.560000
