CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Constituicao_Emissor;Forma_Constituicao_Emissor;Sigla_Pais_Constituicao_Emissor;Pais_Constituicao_Emissor;Prazo_Duracao_Emissor;Data_Registro_Emissor;Requisicao_Registro_Emissor
10.240.186/0001-00;2020-01-01;4;102707;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;2008-07-07;A Companhia foi constituída em 07 de julho de2008, sob a forma de sociedade limitada com a razão social Linhas de Xingu Transmissora de Energia Ltda, na República Federativa do Brasil, com seus atos constitutivos devidamente registrados na Junta Comercial do Rio de Janeiro sob o NIRE 33.2.0816020-2. Após sua transformação em sociedade por ações, foi atribuído à Companhia o NIRE 33.3.0029093-1.;BR;Brasil;;2015-08-12;N
10.285.590/0001-08;2020-01-01;14;104694;GRUPO DE MODA SOMA S.A.;2008-08-15;Sociedade por ações;BR;Brasil;;2020-07-29;N
10.324.624/0001-18;2020-01-01;13;103496;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;2008-08-20;Sociedade Anônima;BR;Brasil;;2010-09-20;N
10.338.320/0001-00;2020-01-01;7;102917;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;2008-08-18;Sociedade anônima constituída por subscrição particular.;BR;Brasil;;2010-09-24;N
10.488.244/0001-19;2020-01-01;1;95400;INFRASEC SECURITIZADORA S.A.;2008-10-27;Sociedade Anônima;BR;Brasil;;2009-09-22;N
10.502.676/0001-37;2020-01-01;3;102946;TERMELÉTRICA PERNAMBUCO III S.A.;2008-10-23;Sociedade por Ações;BR;Brasil;;2013-12-10;N
10.531.501/0001-58;2020-01-01;2;98543;CONC AUTO RAPOSO TAVARES S.A.;2008-11-12;Sociedade Anônima;BR;Brasil;2039-03-16;2010-11-22;N
10.571.175/0001-02;2020-01-01;4;102616;URBA DESENVOLVIMENTO URBANO S.A.;2009-01-13;Sociedade de Propósito Específico;BR;Brasil;;2021-01-25;N
10.608.405/0001-60;2020-01-01;12;99738;BARI SECURITIZADORA S.A.;2008-10-28;Sob a forma de sociedade por ações, conforme Ata da Assembleia Geral de Constituição, registrada na JUCESP em 25.10.2008.;BR;Brasil;;2009-12-29;N
10.629.105/0001-68;2020-01-01;22;103769;PRIO S.A.;2008-10-13;A Companhia originalmente foi constituída sob a forma de uma sociedade limitada, nos termos da legislação brasileira aplicável, tendo sido transformada em sociedade anônima de capital fechado em 17/07/2009.;BR;Brasil;;2010-10-21;N
10.635.691/0001-53;2020-01-01;1;95391;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2007-12-18;Constituída sob a forma de sociedade por ações.;BR;Brasil;;2011-07-21;N
10.647.979/0001-48;2020-01-01;6;104639;CONC ROTA DAS BANDEIRAS S.A.;2009-02-09;Constituída sob a forma de sociedade por ações;BR;Brasil;2039-04-02;2010-06-30;N
10.670.314/0001-55;2020-01-01;1;94624;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;2009-05-11;Constituída sob a forma de sociedade por ações e com propósito específico.;BR;Brasil;2034-10-19;2012-08-24;N
10.753.164/0001-43;2020-01-01;5;99082;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;2009-03-02;A Companhia foi constituída em 02 de Março de 2009, sob a forma de sociedade por ações, na República Federativa do Brasil, com seus atos constitutivos devidamente registrados na Junta Comercial de São Paulo em 02 de Abril de 2009 sob o NIRE 35300367308.;BR;Brasil;;2009-07-15;N
10.760.260/0001-19;2020-01-01;15;103508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2009-03-25;Sociedade por ações;BR;Brasil;;2013-12-05;N
10.807.374/0001-77;2020-01-01;1;97783;BOA SAFRA SEMENTES S.A.;2009-04-07;Sociedade limitada;BR;Brasil;;;S
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;1965-02-10;A constituição da Companhia foi realizada através de economia mista e em abril de 1994 tornou-se companhia aberta.;BR;Brasil;;1994-04-29;N
10.841.050/0001-55;2020-01-01;10;104565;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;2009-06-12;A Companhia foi constituída em 12 de junho de 2009, sob a forma de sociedade anônima de capital fechado. Em 22 de fevereiro de 2011 recebeu o registro da CVM.;BR;Brasil;;2011-02-22;N
10.851.805/0001-00;2020-01-01;4;103604;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;2009-05-27;Sociedade limitada;BR;Brasil;;2018-03-01;N
11.257.352/0001-43;2020-01-01;1;93955;BSI CAPITAL SECURITIZADORA S.A.;2009-09-02;A Companhia foi constítuida em 02 de setembro de 2009, sob a forma de sociedade por ações com seus atos constitutivos devidamente registrados na Junta Comercial do Paraná sob o NIRE 41.3.0007855-6;BR;Brasil;;2013-04-17;N
11.274.829/0001-07;2020-01-01;4;103821;COMPANHIA PAULISTA DE SECURITIZAÇÃO;2009-10-15;A Companhia é uma sociedade por ações constituída por subscrição privada.;BR;Brasil;;2010-07-20;N
11.284.204/0001-18;2020-01-01;16;103553;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2009-10-08;Sociedade empresária limitada;BR;Brasil;;2015-05-26;N
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;2009-11-30;Sociedade Anônima;BR;Brasil;;2021-02-11;N
11.669.021/0001-10;2020-01-01;7;103825;ENAUTA PARTICIPAÇÕES S.A.;2010-03-09;A Companhia foi constituída como uma sociedade anônima de capital fechado, nos termos da legislação brasileira aplicável.;BR;Brasil;;2011-02-02;N
11.716.471/0001-17;2020-01-01;1;95183;TRX SECURITIZADORA S.A.;2010-03-11;Sociedade Anônima;BR;Brasil;;2011-03-02;N
11.721.921/0001-60;2020-01-01;8;103968;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2010-03-10;Sociedade Anônima;BR;Brasil;;2010-10-28;N
11.725.176/0001-27;2020-01-01;9;103323;BOA VISTA SERVIÇOS S.A.;2010-03-04;Sociedade por ações;BR;Brasil;;2020-09-28;N
11.992.680/0001-93;2020-01-01;15;104749;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2010-02-12;Sociedade por Ações;BR;Brasil;;2011-06-17;N
12.049.631/0001-84;2020-01-01;4;99669;MOURA DUBEUX ENGENHARIA S/A;1987-08-31;Constituída sob a forma de sociedade por cotas de responsabilidade limitada em 31/08/1987, sendo transformada em sociedade anônima em 09/03/2007.;BR;Brasil;;2007-08-23;N
12.091.809/0001-55;2020-01-01;8;100714;BRAVA ENERGIA S.A.;2010-06-08;Sociedade Anônima;BR;Brasil;;2020-11-09;N
12.108.897/0001-50;2020-01-01;9;104779;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;2010-06-21;Sociedade Anônima;BR;Brasil;;2020-08-06;N
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2010-05-28;Assembleia Geral de Constituição - Sociedade Anônima;BR;Brasil;;2010-11-25;N
12.139.922/0001-63;2020-01-01;1;93612;OCTANTE SECURITIZADORA S.A.;2010-05-03;Sociedade Anônima;BR;Brasil;;2011-02-14;N
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2010-05-10;Sociedade limitada;BR;Brasil;;2020-09-24;N
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2010-05-31;Assembleia Geral de Constituição de 31 de maio de 2010;BR;Brasil;;2010-09-22;N
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2010-07-21;Constituída sob a forma de sociedade por ações.;BR;Brasil;2045-08-26;2020-09-14;N
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2010-06-30;A Companhia foi constituída sob a forma de sociedade empresária limitada, em 30 de junho de 2010 com a denominação de ARP Participações Ltda. ("ARP Participações"), cujos atos constitutivos foram devidamente arquivados na Junta Comercial de São Paulo ("JUCESP"), em sessão de 7.07.2010, sob o NIRE 35.2.2451605-1.Os sócios, por meio de reunião realizada em 5.08.2010, deliberaram pela transformação da sociedade limitada em sociedade anônima, alteração de denominação, objeto social e aprovação de Estatuto Social, tendo sido referida ata registrada perante a JUCESP em sessão de 23.8.2010, sob o NIRE 35.3.0038331-1.Em virtude da mencionada transformação, a ARP Participações alterou a sua denominação para "BRASIL AGROSEC COMPANHIA SECURITIZADORA" atual denominação da Companhia, sendo regida na forma de seu Estatuto Social. Em AGE de 22/01/2016 alterou-se a denominação social para Ourinvest Securitizadora S/A.;BR;Brasil;;2010-11-10;N
12.489.315/0001-23;2020-01-01;2;99293;FERREIRA GOMES ENERGIA S.A.;2010-08-10;Sociedade por Ações;BR;Brasil;;2012-10-11;N
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2010-08-17;Constituída sob a forma de sociedade anônima.;BR;Brasil;;2020-11-09;N
12.648.266/0001-24;2020-01-01;9;96882;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2010-09-23;Sociedade Anônima Fechada;BR;Brasil;;2020-05-15;N
12.648.327/0001-53;2020-01-01;18;104716;HIDROVIAS DO BRASIL S.A.;2010-08-18;Sociedade por Ações;BR;Brasil;;2011-12-14;N
12.827.269/0001-25;2020-01-01;1;95591;HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A;2010-11-04;sociedade limitada;BR;Brasil;;;S
12.919.786/0001-24;2020-01-01;3;103806;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;2010-10-27;Sociedade Anônima;BR;Brasil;;2016-10-27;N
12.979.898/0001-70;2020-01-01;4;104816;FORTE SECURITIZADORA S.A.;2010-11-19;A Companhia foi constituída em 19.11.2010, sob a denominação de CMNPar Seven Participações S.A., na Cidade de São Paulo, Estado de São Paulo, sob a forma de sociedade por ações de capital fechado.;BR;Brasil;;2011-06-15;N
13.009.717/0001-46;2020-01-01;22;103017;BCO ESTADO DE SERGIPE S.A. - BANESE;1963-06-18;Constituído sob a forma de sociedade anônima de economia mista e sob a forma de Banco Múltiplo.;BR;Brasil;;1977-07-20;N
13.017.462/0001-63;2020-01-01;2;97252;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;1960-12-31;Sociedade constituída por ações.;BR;Brasil;;2001-07-17;N
13.217.485/0001-11;2020-01-01;10;104632;GRUPO SBF S.A.;2011-01-31;Sociedade Anônima;BR;Brasil;;2019-04-15;N
13.349.677/0001-81;2020-01-01;1;95427;REIT SECURITIZADORA S/A;2011-01-19;Sociedade Anônima Aberta;BR;Brasil;;2012-05-10;N
13.444.994/0001-87;2020-01-01;4;102121;MLOG S.A.;2011-03-10;Sociedade Anônima.;BR;Brasil;;2011-09-12;N
13.457.942/0001-45;2020-01-01;2;95226;RIVA INCORPORADORA S.A;2011-01-31;Sociedade limitada;BR;Brasil;;2020-07-28;N
13.483.537/0001-00;2020-01-01;2;99279;BRASIL SECURITIZADORA S/A;2011-04-06;A Companhia foi constituída em 06 de abril de 2011 sob a forma de sociedadepor ações com seus atos constitutivos devidamente registrados na JuntaComercial do Estado de Santa Catarina sob o NIRE 42.3.0003614-5;BR;Brasil;;2017-12-12;N
13.574.594/0001-96;2020-01-01;22;103639;ZAMP SA;2011-04-06;Sociedade por ações;BR;Brasil;;2017-12-14;N
13.584.310/0001-42;2020-01-01;2;95720;SUGOI S.A.;2011-04-04;A Companhia foi constituída no Brasil em 04 de abril de 2011, sob a forma de sociedade empresária limitada, tendo seu tipo jurídico transformado para sociedade por ações de capital fechado em 03 de fevereiro de 2016.;BR;Brasil;;2016-07-19;N
14.110.585/0001-07;2020-01-01;7;103579;MÉLIUZ S.A.;2011-08-11;Constituída sob a forma de sociedade limitada, sendo que, 06 de agosto de 2015, por meio de alteração contratual, a Companhia foi transformada em sociedade por ações.;BR;Brasil;;2020-11-03;N
14.191.427/0001-29;2020-01-01;9;108785;GRANBIO INVESTIMENTOS S.A.;2011-06-13;Sociedade por Ações;BR;Brasil;;2020-11-13;N
14.308.514/0001-13;2020-01-01;1;94471;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;1976-10-26;Subscrição particular.;BR;Brasil;;1983-12-12;N
14.333.683/0001-03;2020-01-01;1;95003;FONTAINE VILLE PARTICIPAÇÕES S/A;2011-03-18;Em Sociedade Anônima - S.A.;BR;Brasil;;2013-01-16;N
14.388.334/0001-99;2020-01-01;5;102621;PARANA BCO S.A.;1977-04-25;Sociedade por ações;BR;Brasil;;2007-06-11;N
14.776.142/0001-50;2020-01-01;7;103041;WESTWING COMÉRCIO VAREJISTA S.A.;2012-12-12;Sociedade limitada;BR;Brasil;;2021-02-09;N
14.785.152/0001-51;2020-01-01;8;100575;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2011-12-02;Sociedade Limitada;BR;Brasil;;2020-12-18;N
14.807.945/0001-24;2020-01-01;10;103173;SANSUY S.A. INDUSTRIA DE PLASTICOS;;;;;;;N
14.876.090/0001-93;2020-01-01;3;133636;GAIA IMPACTO SECURITIZADORA S.A.;2012-01-02;A Companhia foi constituída em 02 de janeiro de 2012, sob a forma de sociedade por ações, na República Federativa do Brasil, com seus atos constitutivos devidamente registrados na Junta Comercial de São Paulo em 09 de janeiro de 2012 sob o NIRE 35300418514.;BR;Brasil;;2012-03-28;N
14.882.295/0001-81;2020-01-01;2;95781;CBO HOLDING S.A.;2011-07-20;Sociedade por Ações;BR;Brasil;;2015-06-11;N
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;1986-09-11;Sociedade por ações;BR;Brasil;;2007-10-16;N
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;2010-03-26;Limited liability company.;BM;Bermudas;;2012-04-24;N
15.101.405/0001-93;2020-01-01;2;94136;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;1966-08-01;SOCIEDADE ANONIMA;BR;Brasil;;1977-07-20;N
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;1966-01-25;SOCIEDADE ANÔNIMA;BR;Brasil;;1970-12-23;N
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;1960-03-28;A constituição da Companhia foi realizada na forma de economia mista e em julho de 1994 tornou-se companhia aberta.;BR;Brasil;;1994-07-28;N
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;1961-02-23;Sociedade Anônima, de Capital aberto.;BR;Brasil;;1961-02-28;N
15.144.017/0001-90;2020-01-01;3;104813;CIA SEGUROS ALIANCA DA BAHIA;1870-05-14;Sociedade Anônima;BR;Brasil;;1977-07-20;N
15.229.110/0001-05;2020-01-01;1;93834;CAPITALE SECURITIZADORA DE CRÉDITO S/A;2011-12-12;A Companhia foi constítuida em 12 de dezembro de 2011, sob a forma de sociedade por ações com seus atos constitutivos devidamente registrados na Junta comercial do Paraná sob o NIRE 41.3.0008372-0.;BR;Brasil;;2014-03-07;N
15.377.572/0001-61;2020-01-01;2;109323;NASA SECURITIZADORA S.A.;2012-04-11;A Companhia foi constítuida em 11 de abril de 2012 sob a forma de sociedade por ações com seus atos constitutivos devidamente registrados na Junta comercial do Mato Grosso sob o NIRE 51.3.0001162-0.;BR;Brasil;;2016-03-21;N
15.413.826/0001-50;2020-01-01;3;99328;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;1979-01-01;Sociedade Anonima;BR;Brasil;;1981-08-28;N
15.484.093/0001-44;2020-01-01;12;104764;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;2012-03-22;A Companhia foi constituída em 22 de março de 2012 sob a forma de sociedade anônima de capital fechado. Em 10 de abril de 2015 recebeu o registro da CVM.;BR;Brasil;;2015-04-10;N
15.494.541/0001-90;2020-01-01;4;104048;SALUS INFRAESTRUTURA PORTUARIA SA;2012-03-27;Sociedade empresária limitada, transformada em sociedade anônima com propósito específico em 03 de abril de 2013.;BR;Brasil;;2015-01-05;N
15.527.906/0001-36;2020-03-31;6;97198;BIOSEV S.A.;1982-09-01;Sociedade Anônima.;BR;Brasil;;2012-07-12;N
15.578.569/0001-06;2020-01-01;12;104693;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;2012-05-08;Sociedade por ações;BR;Brasil;;2014-10-24;N
15.675.715/0001-11;2020-01-01;2;98292;HOUSI S.A.;2012-05-28;Sociedade Limitada;BR;Brasil;;2020-11-10;N
15.688.041/0001-90;2020-01-01;1;95198;MBK SECURITIZADORA SA;2012-04-13;A Companhia foi constituída em 13/04/2012 sob denominação social de MBK Securitizadora S/A, na cidade de Belo Horizonte MG, sob a forma de sociedade por ações;BR;Brasil;;2012-07-23;N
16.233.389/0001-55;2020-01-01;4;102842;CVLB BRASIL S.A;1968-03-25;Sociedade empresária limitada;BR;Brasil;;2021-02-12;N
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;1969-05-15;Sociedade Anônima de Capital Aberto - Companhia Aberta;BR;Brasil;;1974-12-26;N
16.404.287/0001-55;2020-01-01;12;104701;SUZANO S.A.;1987-12-08;Sociedade por Ações;BR;Brasil;;1992-04-15;N
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;1972-09-01;Constituída na forma de sociedade limitada, sendo transformada em sociedade por ações em 30 de agosto de 2007.;BR;Brasil;;2011-01-31;N
16.614.075/0001-00;2020-01-01;8;104609;DIRECIONAL ENGENHARIA S.A.;1981-02-19;Sociedade por cotas de responsabilidade limitada (Direcional Engenharia Ltda.), posteriormente alterada para sociedade anônima (Direcional Engenharia S/A) em 27/09/2007.;BR;Brasil;;2008-02-29;N
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;1973-09-28;Constituída sob a forma de sociedade limitada.;BR;Brasil;;2005-05-06;N
16.811.931/0001-00;2020-01-01;10;104628;ALPHAVILLE S.A.;2012-05-15;Sociedade por ações;BR;Brasil;;2020-11-05;N
16.922.038/0001-51;2020-01-01;16;104942;ENJOEI S.A.;2012-09-12;Sociedade limitada;BR;Brasil;;2020-11-05;N
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;1952-05-22;Sociedade de economia mista constituída sob a forma de sociedade por ações.;BR;Brasil;;1971-06-30;N
17.161.241/0001-15;2020-01-01;1;92788;MINASMAQUINAS S.A.;1961-09-08;A Companhia foi constituída em 08 de setembro de 1961 e obteve registro de companhia aberta perante a CVM em 20 de julho de 1977.;BR;Brasil;;1977-07-20;N
17.162.082/0001-73;2020-01-01;1;95343;MENDES JUNIOR ENGENHARIA S.A.;1953-12-31;Sociedade Anônima;BR;Brasil;;1977-07-20;N
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;1959-12-19;Sociedade Anônima de Capital Aberto;BR;Brasil;;1977-07-20;N
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;1954-02-11;Sociedade de investimentos e financiamentos;BR;Brasil;;1977-07-20;N
17.184.037/0001-10;2020-01-01;24;104795;BCO MERCANTIL DO BRASIL S.A.;1940-05-03;Sociedade por Ações - Companhia Aberta;BR;Brasil;;1977-07-20;N
17.193.806/0001-46;2020-01-01;3;102656;CONSORCIO ALFA DE ADMINISTRACAO S.A.;1952-08-09;Sociedade Anônima de Capital Aberto.;BR;Brasil;;1977-07-20;N
17.234.244/0001-31;2020-01-01;3;102407;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;2012-10-29;Sociedade Anônima de capital fechado;BR;Brasil;;2014-04-25;N
17.245.234/0001-00;2020-01-01;5;103469;CIA FIACAO TECIDOS CEDRO CACHOEIRA;1883-04-02;Sociedade Anônima;BR;Brasil;;1969-08-11;N
17.281.106/0001-03;2020-01-01;10;103787;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;1963-07-05;Sociedade de economia mista constituída sob a forma de sociedade por ações.;BR;Brasil;;2003-09-17;N
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;1965-01-02;Sociedade limitada;BR;Brasil;;2015-03-19;N
17.344.597/0001-94;2020-01-01;14;103351;BB SEGURIDADE PARTICIPAÇÕES S.A.;2012-12-20;A BB Seguridade é uma sociedade por ações, constituída inicialmente como subsidiária integral do Banco do Brasil S.A., na forma prevista no artigo 251, da Lei das Sociedades por Ações. Posteriormente à abertura de seu capital e à negociação de suas ações em bolsa, alterou sua relação com o BB, que passou a figurar como acionista controlador, com 66,25% do capital social da Companhia.;BR;Brasil;;2013-04-25;N
17.346.997/0001-39;2020-01-01;4;99537;COSAN LOGISTICA S.A.;2012-04-23;Sociedade por Ações;BR;Brasil;;2014-09-11;N
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2013-06-19;Sociedade anônima.;BR;Brasil;;2020-09-09;N
18.494.485/0001-82;2020-01-01;5;103122;PORTO SUDESTE V.M. S.A.;2013-07-16;A Companhia foi constituída sob a forma de sociedade anônima de capital fechado.;BR;Brasil;;2014-11-11;N
18.572.225/0001-88;2020-01-01;1;95219;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2013-01-30;Constituída sob a forma de sociedade por ações.;BR;Brasil;2044-03-05;2016-02-19;N
18.593.815/0001-97;2020-01-01;11;103747;PRINER SERVIÇOS INDUSTRIAIS S.A.;2013-07-12;Sociedade por ações;BR;Brasil;;2017-10-02;N
19.133.012/0001-12;2020-01-01;1;95318;RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;2013-09-25;A Companhia foi constituída em 25 de setembro de 2013, sob a forma de sociedade por ações, na República Federativa do Brasil, com seus atos constitutivos devidamente registrados na Junta Comercial de São Paulo sob o NIRE 35300458371.;BR;Brasil;;2015-10-22;N
19.208.022/0001-70;2020-01-01;9;104867;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;2013-10-28;Sociedade por Ações;BR;Brasil;;2016-03-02;N
19.276.528/0001-16;2020-01-01;2;98991;BCBF PARTICIPAÇÕES S.A.;2013-10-21;Sociedade por ações;BR;Brasil;;2019-09-16;N
19.296.342/0001-29;2020-01-01;4;103462;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;1976-08-19;Fomos constituídos sob a forma de sociedade anônima;BR;Brasil;;2012-09-04;N
19.378.769/0001-76;2020-01-01;9;104594;INSTITUTO HERMES PARDINI S.A.;1977-02-02;Constituída sob a forma de sociedade civil por quotas de responsabilidade limitada e transformada em sociedade por ações em 04/11/2011.;BR;Brasil;;2017-02-10;N
19.521.322/0001-04;2020-01-01;3;104183;CONCESSIONÁRIA ROTA DO OESTE S.A.;2013-12-27;Sociedade por ações;BR;Brasil;2044-03-20;2016-06-07;N
19.526.748/0001-50;2020-01-01;5;102858;COMPANHIA INDUSTRIAL CATAGUASES;1936-10-17;A Companhia Industrial Cataguases foi constituída sob a forma de sociedade por ações;BR;Brasil;;1973-12-19;N
19.527.586/0001-75;2020-01-01;1;95489;COMPANHIA ENERGÉTICA SINOP S/A;2013-10-28;Sociedade Anônima;BR;Brasil;;2017-06-22;N
19.527.639/0001-58;2020-01-01;3;99030;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;1905-02-26;Constituída sob a forma de sociedade por ações;BR;Brasil;;1969-12-17;N
19.642.306/0001-70;2020-01-01;2;102879;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;2014-01-21;Sociedade por ações de capital aberto;BR;Brasil;2044-04-11;2016-02-03;N
19.688.956/0001-56;2020-01-01;1;94294;BIOTOSCANA INVESTMENTS S.A.;2011-08-16;Société à responsabilité limitée;LU;Luxemburgo;;2017-07-21;N
19.726.048/0001-00;2020-01-01;11;103270;CONCESSIONÁRIA BR-040 S.A.;2014-01-31;Sociedade Anônima;BR;Brasil;2044-04-22;2016-03-18;N
19.851.496/0001-35;2020-01-01;1;95337;LOGOS COMPANHIA SECURITIZADORA S/A;2014-01-28;Constituída inicialmente como uma Sociedade Empresária Limitada, por meio de Contrato Social, registrado na Junta Comercial do Estado do Paraná ("JUCEPAR") sob o NIRE 41207789987. Posteriormente sendo transformada, em uma Sociedade Anonima de Capital Aberto, em 10/07/2014 sob registro na Junta Comercial do Estado do Paraná ("JUCEPAR") sob o NIRE nº. 41300090785.;BR;Brasil;;2014-09-04;N
19.853.511/0001-84;2020-01-01;13;103447;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;2014-02-18;Sociedade por ações;BR;Brasil;;2018-04-19;N
20.247.322/0001-47;2020-01-01;6;100615;ALLIED TECNOLOGIA S.A.;2014-04-10;Sociedade Anônima;BR;Brasil;;2020-11-25;N
20.258.278/0001-70;2020-01-01;5;97620;OUROFINO S.A.;2014-04-10;Sociedade por ações;BR;Brasil;;2014-10-17;N
20.451.953/0001-83;2020-01-01;2;93806;BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A;2014-03-27;Sociedade Empresária Limitada;BR;Brasil;;2015-11-11;N
20.646.442/0001-17;2020-01-01;1;95319;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.;2014-05-15;O Emissor foi constituído sob a forma de uma sociedade anônima de capital fechado.;BR;Brasil;;2016-10-07;N
21.240.146/0001-84;2020-01-01;3;102829;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2014-10-02;Sociedade Limitada;BR;Brasil;;2021-03-19;N
21.254.073/0001-80;2020-01-01;1;95231;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;1911-05-01;Sociedade anônima;BR;Brasil;;;S
21.255.567/0001-89;2020-01-01;3;103475;CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL;1891-10-23;Sociedade por ações;BR;Brasil;;1984-12-20;N
21.262.638/0001-70;2020-01-01;1;95195;ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A;2014-10-02;Constituído sob a forma de sociedade anônima.;BR;Brasil;;2015-09-08;N
21.314.559/0001-66;2020-01-01;12;105018;MOVIDA PARTICIPACOES SA;2014-10-30;Sociedade Anônima;BR;Brasil;;2016-01-29;N
21.389.501/0001-81;2020-01-01;5;100259;COMPASS GÁS E ENERGIA S.A.;2014-11-12;Constituição sob a forma de sociedade anônima.;BR;Brasil;;2020-09-28;N
21.414.457/0001-12;2020-01-01;2;97858;LEADS CIA. SECURITIZADORA;2014-10-15;A Companhia foi constítuida em 15 de outubro de 2014 sob a forma desociedade por ações com seus atos constitutivos devidamente registrados naJunta comercial do Paraná sob o NIRE 41.3.0009164-1 e Junta Comercial de São Paulo sob o NIRE: 3530050817-3.;BR;Brasil;;2015-02-03;N
21.610.416/0001-00;2020-01-01;1;93767;FORTUNATO SECURITIZADORA S/A;2014-10-29;A Companhia foi constítuida em 29 de outubro de 2014 sob a forma desociedade por ações com seus atos constitutivos devidamente registrados naJunta comercial do Estado de São Paulo sob o NIRE 35.300.47421-0.;BR;Brasil;;2015-03-06;N
21.948.105/0001-47;2020-01-01;1;94581;BTGI QUARTZO PARTICIPAÇÕES S/A;2015-02-02;Sociedade por Ações;BR;Brasil;;2016-02-19;N
21.976.484/0001-89;2020-01-01;1;95378;RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;2015-02-02;Sociedade por Ações;BR;Brasil;;2018-09-17;N
