CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Especie_Acao;Classe_Acao;Dividendo_Distribuido;Montante;Data_Pagamento_Dividendo
14.776.142/0001-50;2020-01-01;7;103041;WESTWING COMÉRCIO VAREJISTA S.A.;2020-01-01;2020-12-31;Ordinária;;;0.00;
14.785.152/0001-51;2020-01-01;8;100575;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Ordinária;;;0.00;
14.882.295/0001-81;2020-01-01;2;95781;CBO HOLDING S.A.;2017-01-01;2017-12-31;Ordinária;;;0.00;
14.882.295/0001-81;2020-01-01;2;95781;CBO HOLDING S.A.;2018-01-01;2018-12-31;Ordinária;;;0.00;
14.882.295/0001-81;2020-01-01;2;95781;CBO HOLDING S.A.;2019-01-01;2019-12-31;Ordinária;;;0.00;
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;4087951.92;2018-05-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2017-01-01;2017-12-31;Ordinária;;Outros;7826363.56;2018-05-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;4966996.20;2018-05-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Outros;9508644.42;2018-05-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;2623024.26;2018-05-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Outros;5021766.86;2018-05-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;4967629.70;2018-05-25
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;4807772.26;2018-08-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;7719290.79;2018-11-07
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;9158507.41;2018-08-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;6035564.72;2018-05-25
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;9378774.59;2018-11-07
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;11127392.27;2018-08-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;5839841.32;2018-08-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;4953063.88;2018-11-07
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;3187467.33;2018-05-25
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;5875633.67;2018-08-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;3084895.20;2018-08-23
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;5278623.27;2019-03-19
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1414991.87;2020-06-26
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;6413415.32;2019-03-15
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;1719185.12;2020-06-26
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;3387015.59;2019-03-19
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;907926.04;2020-06-26
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;64920934.96;2017-12-14
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;11616124.09;2017-12-14
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;38753044.56;2017-12-14
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;107933706.90;2019-04-30
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;54262515.82;2018-08-27
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Ordinária;;Outros;149803307.81;2019-12-10
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;19329008.53;2019-04-30
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Outros;26827108.68;2019-12-10
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;11502690.76;2018-08-27
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;64737279.75;2019-04-30
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;38466793.42;2018-08-27
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Outros;89850135.72;2019-12-10
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;91631224.01;2019-08-07
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;75859972.54;2020-06-30
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;16409522.87;2019-08-07
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;13585172.18;2020-06-30
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;54959253.12;2019-08-07
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;45499855.28;2020-06-30
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;6560107.56;2018-01-18
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;7312609.08;2017-12-18
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;7391297.68;2017-09-28
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;7963573.90;2017-07-25
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2017-01-01;2017-12-31;Preferencial;;Juros Sobre Capital Próprio;13670543.44;2018-01-18
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2017-01-01;2017-12-31;Preferencial;;Juros Sobre Capital Próprio;15238673.92;2017-12-18
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2017-01-01;2017-12-31;Preferencial;;Juros Sobre Capital Próprio;15402652.32;2017-09-28
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2017-01-01;2017-12-31;Preferencial;;Juros Sobre Capital Próprio;16595213.10;2017-07-25
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;2711350.48;2019-01-22
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;10519107.22;2018-12-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;10239015.86;2018-09-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;7865572.03;2018-06-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;Preferencial;;Juros Sobre Capital Próprio;5650156.52;2019-01-22
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;Preferencial;;Juros Sobre Capital Próprio;21920663.78;2018-12-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;Preferencial;;Juros Sobre Capital Próprio;21336984.14;2018-09-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;Preferencial;;Juros Sobre Capital Próprio;16390987.97;2018-06-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;8719197.12;2019-06-19
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;7549641.71;2019-09-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;11601824.33;2019-12-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;1693740.96;2020-01-24
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;18169848.86;2019-06-19
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;15732623.89;2019-09-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;24176927.28;2019-12-20
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;3529570.07;2020-01-24
15.144.017/0001-90;2020-01-01;3;104813;CIA SEGUROS ALIANCA DA BAHIA;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;2457975.42;2018-04-27
15.144.017/0001-90;2020-01-01;3;104813;CIA SEGUROS ALIANCA DA BAHIA;2017-01-01;2017-12-31;Preferencial;;Dividendo Obrigatório;2703772.97;2018-04-27
15.144.017/0001-90;2020-01-01;3;104813;CIA SEGUROS ALIANCA DA BAHIA;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1737868.96;2019-04-29
15.144.017/0001-90;2020-01-01;3;104813;CIA SEGUROS ALIANCA DA BAHIA;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1911655.86;2019-04-29
15.144.017/0001-90;2020-01-01;3;104813;CIA SEGUROS ALIANCA DA BAHIA;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;2161984.22;2020-03-31
15.144.017/0001-90;2020-01-01;3;104813;CIA SEGUROS ALIANCA DA BAHIA;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;2378182.64;2020-03-31
15.675.715/0001-11;2020-01-01;2;98292;HOUSI S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;0.00;
15.675.715/0001-11;2020-01-01;2;98292;HOUSI S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;0.00;
15.675.715/0001-11;2020-01-01;2;98292;HOUSI S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
15.675.715/0001-11;2020-01-01;2;98292;HOUSI S.A.;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
16.233.389/0001-55;2020-01-01;4;102842;CVLB BRASIL S.A;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;5816000.00;2018-07-03
16.233.389/0001-55;2020-01-01;4;102842;CVLB BRASIL S.A;2017-01-01;2017-12-31;Preferencial;;Dividendo Obrigatório;831000.00;2018-07-03
16.233.389/0001-55;2020-01-01;4;102842;CVLB BRASIL S.A;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;9334000.00;2019-04-30
16.233.389/0001-55;2020-01-01;4;102842;CVLB BRASIL S.A;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1303000.00;2019-04-30
16.233.389/0001-55;2020-01-01;4;102842;CVLB BRASIL S.A;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;6494000.00;
16.233.389/0001-55;2020-01-01;4;102842;CVLB BRASIL S.A;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;907000.00;
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;2017-01-01;2017-12-31;Ordinária;;Outros;0.00;
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;2018-01-01;2018-12-31;Ordinária;;Outros;0.00;
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;2019-01-01;2019-12-31;Ordinária;;Outros;0.00;
16.404.287/0001-55;2020-01-01;12;104701;SUZANO S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;199835000.00;2017-12-11
16.404.287/0001-55;2020-01-01;12;104701;SUZANO S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;210256000.00;2018-05-09
16.404.287/0001-55;2020-01-01;12;104701;SUZANO S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;3466000.00;2019-04-30
16.404.287/0001-55;2020-01-01;12;104701;SUZANO S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
16.404.287/0001-55;2020-01-01;12;104701;SUZANO S.A.;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;20920347.16;2018-01-05
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;21539993.13;2017-07-28
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;2795920.81;2018-06-01
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;36832940.65;2017-09-27
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;21001339.26;2018-07-25
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;25000000.00;2018-10-08
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;17726395.92;
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;20343561.91;2019-07-25
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;7238575.43;2020-01-15
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;7273604.00;2019-10-15
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;17761424.57;2019-01-15
16.614.075/0001-00;2020-01-01;8;104609;DIRECIONAL ENGENHARIA S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;0.00;
16.614.075/0001-00;2020-01-01;8;104609;DIRECIONAL ENGENHARIA S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;73902974.00;2019-10-09
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;42744798.52;2018-01-31
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;41035890.51;2017-11-07
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;39890484.82;2017-05-02
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;39231433.77;2017-08-24
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;41980594.35;2018-05-16
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;42991680.98;2018-08-16
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;44596284.49;2018-11-16
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;49342318.07;2019-02-06
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;643430.51;2019-05-20
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2018-01-01;2018-12-31;Ordinária;;Outros;6580061.59;2019-05-20
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;69155850.74;2019-05-20
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;75503113.53;2019-08-16
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;74607335.52;2019-11-08
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;71782882.33;2020-02-14
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;7454000.00;2018-12-30
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;7454000.00;2018-06-30
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2017-01-01;2017-12-31;Preferencial;;Dividendo Obrigatório;242784000.00;2018-12-30
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;35112000.00;2019-06-30
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;35112000.00;2019-12-31
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;219815000.00;2019-12-30
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2018-01-01;2018-12-31;Preferencial;;Juros Sobre Capital Próprio;139777000.00;2019-12-31
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;437535000.00;2019-12-30
17.161.241/0001-15;2020-01-01;1;92788;MINASMAQUINAS S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1256684.00;2018-06-27
17.161.241/0001-15;2020-01-01;1;92788;MINASMAQUINAS S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;1182181.00;2018-06-27
17.161.241/0001-15;2020-01-01;1;92788;MINASMAQUINAS S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;2013062.00;2019-05-10
17.161.241/0001-15;2020-01-01;1;92788;MINASMAQUINAS S.A.;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1893718.00;2019-05-10
17.161.241/0001-15;2020-01-01;1;92788;MINASMAQUINAS S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;3555391.00;2020-05-07
17.161.241/0001-15;2020-01-01;1;92788;MINASMAQUINAS S.A.;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;3344609.00;2020-05-07
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;16886.27;2017-10-06
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Dividendo Prioritário Mínimo;2153820.89;2017-10-06
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Dividendo Prioritário Mínimo;4665663.90;2018-03-19
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;9742.70;2017-10-06
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Dividendo Prioritário Mínimo;2286213.07;2018-10-02
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Dividendo Prioritário Mínimo;4869969.05;2019-03-18
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;32208.14;2020-03-16
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Prioritário Mínimo;974288.34;2019-10-01
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Prioritário Mínimo;6514476.74;2020-03-16
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;18754.70;2020-03-16
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;1981174.00;2018-03-19
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;2017-10-06
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;8081404.00;2018-03-19
