CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Tipo_Obrigacao;Tipo_Garantia;Descricao_Outras_Garantias;Divida_Inferior_1_Ano;Divida_1a3Anos;Divida_3a5Anos;Divida_Superior_5Anos;Divida_Total;Observacao
17.161.241/0001-15;2020-01-01;1;92788;MINASMAQUINAS S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;2553080.00;4375000.00;0.00;0.00;6928080.00;
17.162.082/0001-73;2020-01-01;1;95343;MENDES JUNIOR ENGENHARIA S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;1242067713.55;2234792038.53;2554048044.03;2873304049.53;8904211845.64;
17.162.082/0001-73;2020-01-01;1;95343;MENDES JUNIOR ENGENHARIA S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Flutuante;;583674.44;138018810.35;157735783.26;177452756.16;473791024.21;
17.162.082/0001-73;2020-01-01;1;95343;MENDES JUNIOR ENGENHARIA S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;101589384.65;791059939.33;904068502.09;1017077064.86;2813794890.93;
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;8945000.00;353000.00;0.00;0.00;9298000.00;
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;2873366.00;2040187.00;228000.00;18722.00;5160275.00;
17.184.037/0001-10;2020-01-01;24;104795;BCO MERCANTIL DO BRASIL S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;3420457295.88;3494293575.87;1047110726.80;1079066280.22;9040927878.77;
17.193.806/0001-46;2020-01-01;3;102656;CONSORCIO ALFA DE ADMINISTRACAO S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;64714000.00;745692000.00;748360000.00;2947000.00;1561713000.00;
17.234.244/0001-31;2020-01-01;3;102407;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;2019-01-01;2019-12-31;Financiamento;Outras garantias ou privilégios;Os valore são garantidos por cartas de fianças bancárias.;6902835.00;0.00;0.00;0.00;6902835.00;
17.245.234/0001-00;2020-01-01;5;103469;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;82969806.00;91434586.00;66013555.00;0.00;240417947.00;
17.245.234/0001-00;2020-01-01;5;103469;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2019-01-01;2019-12-31;Financiamento;Garantia Real;;5013005.00;8890307.00;7569490.00;2409410.00;23882212.00;
17.281.106/0001-03;2020-01-01;10;103787;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;121126159.15;234802660.32;101138779.92;4796304.90;461863904.29;A tabela informa o montante de suas obrigações: empréstimos, financiamentos e títulos de dívida (debêntures), inclusive outras obrigações onerosas (Libertas).Dívidas sem garantia real foram classificadas como dívidas quirografárias. As dívidas quirografárias são compostas por emissões de Debêntures de Mercado e Financiamentos sem garantia.Dívidas com garantia real: Financiamento (BNY / FGTS / FINAME), Empréstimos (KfW e BNDES), Debêntures BNDES e CAIXA FI.
17.281.106/0001-03;2020-01-01;10;103787;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2019-01-01;2019-12-31;Financiamento;Garantia Real;;49324153.98;92419910.54;183352753.75;494425755.09;819522573.36;A tabela informa o montante de suas obrigações: empréstimos, financiamentos e títulos de dívida (debêntures), inclusive outras obrigações onerosas (Libertas).Dívidas sem garantia real foram classificadas como dívidas quirografárias. As dívidas quirografárias são compostas por emissões de Debêntures de Mercado e Financiamentos sem garantia.Dívidas com garantia real: Financiamento (BNY / FGTS / FINAME), Empréstimos (KfW e BNDES), Debêntures BNDES e CAIXA FI.
17.281.106/0001-03;2020-01-01;10;103787;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2019-01-01;2019-12-31;Financiamento;Quirografárias;;25561332.21;4440132.88;0.00;0.00;30001465.09;A tabela informa o montante de suas obrigações: empréstimos, financiamentos e títulos de dívida (debêntures), inclusive outras obrigações onerosas (Libertas).Dívidas sem garantia real foram classificadas como dívidas quirografárias. As dívidas quirografárias são compostas por emissões de Debêntures de Mercado e Financiamentos sem garantia.Dívidas com garantia real: Financiamento (BNY / FGTS / FINAME), Empréstimos (KfW e BNDES), Debêntures BNDES e CAIXA FI.
17.281.106/0001-03;2020-01-01;10;103787;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;151987686.92;282727895.99;205812977.85;323702146.48;964230707.24;A tabela informa o montante de suas obrigações: empréstimos, financiamentos e títulos de dívida (debêntures), inclusive outras obrigações onerosas (Libertas).Dívidas sem garantia real foram classificadas como dívidas quirografárias. As dívidas quirografárias são compostas por emissões de Debêntures de Mercado e Financiamentos sem garantia.Dívidas com garantia real: Financiamento (BNY / FGTS / FINAME), Empréstimos (KfW e BNDES), Debêntures BNDES e CAIXA FI.
17.281.106/0001-03;2020-01-01;10;103787;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;64253131.63;534055996.24;441364899.47;32261340.04;1071935367.38;A tabela informa o montante de suas obrigações: empréstimos, financiamentos e títulos de dívida (debêntures), inclusive outras obrigações onerosas (Libertas).Dívidas sem garantia real foram classificadas como dívidas quirografárias. As dívidas quirografárias são compostas por emissões de Debêntures de Mercado e Financiamentos sem garantia.Dívidas com garantia real: Financiamento (BNY / FGTS / FINAME), Empréstimos (KfW e BNDES), Debêntures BNDES e CAIXA FI.
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;89596000.00;92178000.00;25923000.00;0.00;207697000.00;As informações apresentadas foram extraídas das demonstrações financeiras consolidadas da Companhia referente ao exercício social encerrado em 31 de dezembro de 2019 e correspondem ao total de empréstimos, financiamentos e debêntures, parcelamento de aquisições de empresas e passivo de arrendamento.
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2019-01-01;2019-12-31;Financiamento;Quirografárias;;92060000.00;394774000.00;309921000.00;0.00;796755000.00;As informações apresentadas foram extraídas das demonstrações financeiras consolidadas da Companhia referente ao exercício social encerrado em 31 de dezembro de 2019 e correspondem ao total de empréstimos, financiamentos e debêntures, parcelamento de aquisições de empresas e passivo de arrendamento.
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;67506000.00;120070000.00;23681000.00;0.00;211257000.00;As informações apresentadas foram extraídas das informações contábeis intermediárias consolidadas da Companhia referente ao período de três meses findo em 31 de março de 2020 e correspondem ao total de empréstimos, financiamentos e debêntures, parcelamento de aquisições de empresas e passivo de arrendamento.
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;493184000.00;277211000.00;59099000.00;0.00;829494000.00;As informações apresentadas foram extraídas das informações contábeis intermediárias consolidadas da Companhia referente ao período de três meses findo em 31 de março de 2020 e correspondem ao total de empréstimos, financiamentos e debêntures, parcelamento de aquisições de empresas e passivo de arrendamento.
17.346.997/0001-39;2020-01-01;4;99537;COSAN LOGISTICA S.A.;2019-01-01;2019-12-31;Empréstimo;Outras garantias ou privilégios;Fidejussória;32657420.00;425760890.00;927909360.00;0.00;1386327670.00;As informações acima referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e arrendamento mercantil (circulante e não circulante).Os saldos apresentados acima referem-se às notas explicativas 14 (empréstimos, financiamento e debêntures) e 19 (arrendamento mercantil) apresentadas nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2019.
17.346.997/0001-39;2020-01-01;4;99537;COSAN LOGISTICA S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;223461180.00;367833530.00;327463730.00;475517170.00;1394275610.00;As informações acima referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e arrendamento mercantil (circulante e não circulante).Os saldos apresentados acima referem-se às notas explicativas 14 (empréstimos, financiamento e debêntures) e 19 (arrendamento mercantil) apresentadas nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2019.
17.346.997/0001-39;2020-01-01;4;99537;COSAN LOGISTICA S.A.;2019-01-01;2019-12-31;Financiamento;Quirografárias;;672372380.00;1191253660.00;505648550.00;437829990.00;2807104580.00;As informações acima referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e arrendamento mercantil (circulante e não circulante).Os saldos apresentados acima referem-se às notas explicativas 14 (empréstimos, financiamento e debêntures) e 19 (arrendamento mercantil) apresentadas nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2019.
17.346.997/0001-39;2020-01-01;4;99537;COSAN LOGISTICA S.A.;2019-01-01;2019-12-31;Títulos de dívida;Outras garantias ou privilégios;Fidejussória;116904110.00;135668700.00;181123340.00;5126327860.00;5560024010.00;As informações acima referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e arrendamento mercantil (circulante e não circulante).Os saldos apresentados acima referem-se às notas explicativas 14 (empréstimos, financiamento e debêntures) e 19 (arrendamento mercantil) apresentadas nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2019.
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;27475.00;0.00;0.00;0.00;27475.00;As informações referem-se às demonstrações financeiras da Companhia.
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;0.00;0.00;0.00;0.00;0.00;As informações referem-se às demonstrações financeiras da Companhia.
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;83627.00;189958.00;97425.00;0.00;371010.00;As informações referem-se às demonstrações financeiras da Companhia.
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;74007.00;89231.00;0.00;0.00;163238.00;As informações referem-se às demonstrações financeiras da Companhia referentes ao período de seis meses encerrado em 30 de junho de 2020.
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;0.00;0.00;0.00;0.00;0.00;As informações referem-se às demonstrações financeiras da Companhia referentes ao período de seis meses encerrado em 30 de junho de 2020.
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;118350.00;226438.00;50420.00;0.00;395208.00;As informações referem-se às demonstrações financeiras da Companhia referentes ao período de seis meses encerrado em 30 de junho de 2020.
18.494.485/0001-82;2020-01-01;5;103122;PORTO SUDESTE V.M. S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;79534.00;0.00;0.00;36452344.00;36531878.00;
18.572.225/0001-88;2020-01-01;1;95219;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;100583000.00;0.00;0.00;1010643000.00;1111226000.00;As informações financeiras deste item referem-se às demonstrações financeiras consolidadas.
18.593.815/0001-97;2020-01-01;11;103747;PRINER SERVIÇOS INDUSTRIAIS S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;8125684.37;1720721.45;0.00;0.00;9846405.82;
18.593.815/0001-97;2020-01-01;11;103747;PRINER SERVIÇOS INDUSTRIAIS S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;9613227.38;0.00;0.00;0.00;9613227.38;
18.593.815/0001-97;2020-01-01;11;103747;PRINER SERVIÇOS INDUSTRIAIS S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;589574.42;1092056.19;411812.45;0.00;2093443.06;
18.593.815/0001-97;2020-01-01;11;103747;PRINER SERVIÇOS INDUSTRIAIS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;19377123.76;54218016.38;0.00;0.00;73595140.14;
19.133.012/0001-12;2020-01-01;1;95318;RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;0.00;78681000.00;37418000.00;116109000.00;232208000.00;
19.208.022/0001-70;2020-01-01;9;104867;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;25579926.10;46893648.92;52344160.67;585542736.88;710360472.57;
19.208.022/0001-70;2020-01-01;9;104867;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;2019-01-01;2019-12-31;Financiamento;Outras garantias ou privilégios;Direito de uso IFRS16;532464.89;73195.21;0.00;0.00;605660.10;
19.208.022/0001-70;2020-01-01;9;104867;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;808415.37;385367.64;3395548.55;79805143.74;84394475.30;
19.276.528/0001-16;2020-01-01;2;98991;BCBF PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;184180000.00;921510000.00;0.00;0.00;1105690000.00;Os saldos apresentados acima referem-se às rubricas de empréstimos e financiamentos (circulante e não circulante) e debêntures (circulante e não circulante) apresentados nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2019.
19.296.342/0001-29;2020-01-01;4;103462;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;74151049.30;96304000.00;96304000.00;380467231.90;647226281.20;A totalidade das dívidas corresponde às debêntures da 2ª e 5ª emissões da Companhia. As debêntures estão apresentadas pelo valor justo, conforme divulgado nas Demonstrações Financeiras, diferindo, portanto, do valor nominal apresentado no quadro 18.5. A Companhia e sua controlada não possuem outros empréstimos, financiamentos ou títulos de dívidas.
19.296.342/0001-29;2020-01-01;4;103462;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;0.00;841210915.24;0.00;0.00;841210915.24;A totalidade das dívidas corresponde às debêntures da 2ª e 5ª emissões da Companhia. As debêntures estão apresentadas pelo valor justo, conforme divulgado nas Demonstrações Financeiras, diferindo, portanto, do valor nominal apresentado no quadro 18.5. A Companhia e sua controlada não possuem outros empréstimos, financiamentos ou títulos de dívidas.
19.378.769/0001-76;2020-01-01;9;104594;INSTITUTO HERMES PARDINI S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;4216000.00;108106000.00;104725000.00;0.00;217047000.00;As obrigações incluídas no item de Financiamento se referem a operações de FINEP/FINAME.As obrigações incluídas no item de Empréstimos se referem a operações de Capital de Giro, FINIMP e Debêntures.As informações acima se referem às demonstrações financeiras consolidadas da Companhia.Não obstante a recomendação constante do Ofício-Circular/CVM/SEP/nº002/2020, o item "Soma do passivo circulante e do passivo não circulante" do quadro 3.7 e o item "Total das obrigações" deste item 3.8 não coincidem tendo em vista que o item 3.7 considera outros passivos que não relacionados a empréstimos, financiamentos e títulos de dívida da Companhia (e.g. salários, encargos ou tributos).
19.378.769/0001-76;2020-01-01;9;104594;INSTITUTO HERMES PARDINI S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;6941000.00;5180000.00;792000.00;1254000.00;14167000.00;As obrigações incluídas no item de Financiamento se referem a operações de FINEP/FINAME.As obrigações incluídas no item de Empréstimos se referem a operações de Capital de Giro, FINIMP e Debêntures.As informações acima se referem às demonstrações financeiras consolidadas da Companhia.Não obstante a recomendação constante do Ofício-Circular/CVM/SEP/nº002/2020, o item "Soma do passivo circulante e do passivo não circulante" do quadro 3.7 e o item "Total das obrigações" deste item 3.8 não coincidem tendo em vista que o item 3.7 considera outros passivos que não relacionados a empréstimos, financiamentos e títulos de dívida da Companhia (e.g. salários, encargos ou tributos).
19.521.322/0001-04;2020-01-01;3;104183;CONCESSIONÁRIA ROTA DO OESTE S.A.;2019-01-01;2019-12-31;Empréstimo;Outras garantias ou privilégios;Fiança Corporativa da ODBR e da OTPCessão Fiduciária dos Contratos de MútuoCessão Direitos Creditórios demais Ativos OTP.;1006325506.75;0.00;0.00;0.00;1006325506.75;
19.521.322/0001-04;2020-01-01;3;104183;CONCESSIONÁRIA ROTA DO OESTE S.A.;2019-01-01;2019-12-31;Financiamento;Outras garantias ou privilégios;Fiança Corporativa da ODBR e da OTPCessão Fiduciária dos Contratos de MútuoCessão Direitos Creditórios demais Ativos OTP.;0.00;430147238.06;0.00;0.00;430147238.06;
19.526.748/0001-50;2020-01-01;5;102858;COMPANHIA INDUSTRIAL CATAGUASES;2019-01-01;2019-12-31;Empréstimo;Garantia Flutuante;;10554000.00;8935000.00;0.00;0.00;19489000.00;
19.526.748/0001-50;2020-01-01;5;102858;COMPANHIA INDUSTRIAL CATAGUASES;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;12891000.00;14856000.00;0.00;0.00;27747000.00;
19.526.748/0001-50;2020-01-01;5;102858;COMPANHIA INDUSTRIAL CATAGUASES;2019-01-01;2019-12-31;Financiamento;Garantia Real;;3475000.00;105000.00;0.00;0.00;3580000.00;
19.527.586/0001-75;2020-01-01;1;95489;COMPANHIA ENERGÉTICA SINOP S/A;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;26172816.58;57045537.39;67093552.60;958017627.97;1108329534.54;Informações adicionais sobre o Financiamento estão disponíveis nas Notas Esplicativas às Demonstrações Financeiras Individuais da Companhia
19.527.586/0001-75;2020-01-01;1;95489;COMPANHIA ENERGÉTICA SINOP S/A;2019-01-01;2019-12-31;Títulos de dívida;Outras garantias ou privilégios;Garantia Real e adicional fidejussória(i) Compartilhamento de garantias reais (BNDES) (ii) Fiança Corporativa aprovadas em AGDs.;650586.36;3161260.42;16399709.09;229174715.44;249386271.31;Informações adicionais sobre o Financiamento estão disponíveis nas Notas Esplicativas às Demonstrações Financeiras Individuais da Companhia
19.527.639/0001-58;2020-01-01;3;99030;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;73366729.90;0.00;0.00;0.00;73366729.90;
19.527.639/0001-58;2020-01-01;3;99030;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;37180562.24;134165252.83;0.00;0.00;171345815.07;
19.527.639/0001-58;2020-01-01;3;99030;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;2019-01-01;2019-12-31;Financiamento;Garantia Real;;7032527.52;100617.86;0.00;0.00;7133145.38;
19.527.639/0001-58;2020-01-01;3;99030;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;2019-01-01;2019-12-31;Financiamento;Quirografárias;;2130215.86;3187030.09;1066019.17;0.00;6383265.12;
19.527.639/0001-58;2020-01-01;3;99030;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;16392702.36;43236672.32;82450001.23;56768517.27;198847893.18;
19.642.306/0001-70;2020-01-01;2;102879;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;46018000.00;44952000.00;89908000.00;670263000.00;851141000.00;
19.688.956/0001-56;2020-01-01;1;94294;BIOTOSCANA INVESTMENTS S.A.;2019-01-01;2019-12-31;Financiamento;Outras garantias ou privilégios;AS INFORMAÇÕES REFEREM-SE ÀS DÍVIDAS FINANCEIRAS E EMPRÉSTIMOS DE CURTO E LONGO PRAZO (CIRCULANTE E NÃO CIRCULANTE), E PASIVOS POR ARRENDAMENTOS  (IFRS 16) EXTRAÍDAS DAS DEMONSTRAÇÕES FINANCEIRAS CONSOLIDADAS DA COMPANHIA.;160971741.00;29311905.00;0.00;0.00;190283646.00;
19.726.048/0001-00;2020-01-01;11;103270;CONCESSIONÁRIA BR-040 S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;44142214.61;761436741.71;2125259.30;0.00;807704215.62;
19.851.496/0001-35;2020-01-01;1;95337;LOGOS COMPANHIA SECURITIZADORA S/A;2019-01-01;2019-12-31;Empréstimo;Outras garantias ou privilégios;Não há operações de empréstimo.;0.00;0.00;0.00;0.00;0.00;
19.851.496/0001-35;2020-01-01;1;95337;LOGOS COMPANHIA SECURITIZADORA S/A;2019-01-01;2019-12-31;Financiamento;Outras garantias ou privilégios;Não há operações de empréstimo.;0.00;0.00;0.00;0.00;0.00;
19.851.496/0001-35;2020-01-01;1;95337;LOGOS COMPANHIA SECURITIZADORA S/A;2019-01-01;2019-12-31;Títulos de dívida;Outras garantias ou privilégios;Não há operações de empréstimo.;0.00;0.00;0.00;0.00;0.00;
19.853.511/0001-84;2020-01-01;13;103447;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Outras garantias ou privilégios;Fidejussória, fiança, nota promissória e outros.;542690000.00;357292000.00;1568031000.00;326783000.00;2794796000.00;Os saldos apresentados acima referem-se às rubricas de empréstimos e financiamentos (circulante e não circulante), debêntures (circulante e não circulante), parcela diferida do preço de aquisição e arrendamento mercantil (circulante e não circulante) apresentados nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2019.
19.853.511/0001-84;2020-01-01;13;103447;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Títulos de dívida;Outras garantias ou privilégios;Fidejussória, fiança, nota promissória e outros.;388483000.00;656998000.00;2047785000.00;309501000.00;3402767000.00;Os saldos apresentados acima referem-se às rubricas de empréstimos e financiamentos (circulante e não circulante), debêntures (circulante e não circulante), parcela diferida do preço de aquisição e arrendamento mercantil (circulante e não circulante) apresentados nas Informações Trimestrais - ITR consolidadas da Companhia referentes ao período de nove meses findo em 30 de setembro de 2020.
20.247.322/0001-47;2020-01-01;6;100615;ALLIED TECNOLOGIA S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;78218000.00;190007000.00;234022000.00;0.00;502247000.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo de financiamentos, empréstimos e debêntures no passivo circulante e passivo não circulante. A Companhia possui apenas títulos de dívida com garantia real.
20.258.278/0001-70;2020-01-01;5;97620;OUROFINO S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;64869167.48;0.00;0.00;0.00;64869167.48;Nossas dívidas foram segregadas de acordo com as categorias previstas na tabela acima (dívidas com garantia real, dívidas com garantia flutuante e dívidas quirografárias), de acordo com os seguintes critérios:(i) foram consideradas dívidas com garantia real todas as nossas dívidas garantidas por hipoteca, penhor (rural, mercantil, de recebíveis, etc.) e alienação fiduciária, dentre outras garantias reais(ii) foram consideradas dívidas quirografárias todas as nossas dívidas que não possuem garantia ou que possuem exclusivamente garantia fidejussória, assim entendidas a garantia de aval, a nota promissória e a fiança, dentre outras garantias fidejussórias e(iii) não possuímos dívidas com garantia flutuante.As informações acima se referem às demonstrações financeiras consolidadas da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2019.
20.258.278/0001-70;2020-01-01;5;97620;OUROFINO S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;25372359.49;46831519.33;29425759.92;3453003.51;105082642.25;Nossas dívidas foram segregadas de acordo com as categorias previstas na tabela acima (dívidas com garantia real, dívidas com garantia flutuante e dívidas quirografárias), de acordo com os seguintes critérios:(i) foram consideradas dívidas com garantia real todas as nossas dívidas garantidas por hipoteca, penhor (rural, mercantil, de recebíveis, etc.) e alienação fiduciária, dentre outras garantias reais(ii) foram consideradas dívidas quirografárias todas as nossas dívidas que não possuem garantia ou que possuem exclusivamente garantia fidejussória, assim entendidas a garantia de aval, a nota promissória e a fiança, dentre outras garantias fidejussórias e(iii) não possuímos dívidas com garantia flutuante.As informações acima se referem às demonstrações financeiras consolidadas da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2019.
20.258.278/0001-70;2020-01-01;5;97620;OUROFINO S.A.;2019-01-01;2019-12-31;Financiamento;Quirografárias;;27988580.94;28846307.42;15512974.08;38782435.75;111130298.19;Nossas dívidas foram segregadas de acordo com as categorias previstas na tabela acima (dívidas com garantia real, dívidas com garantia flutuante e dívidas quirografárias), de acordo com os seguintes critérios:(i) foram consideradas dívidas com garantia real todas as nossas dívidas garantidas por hipoteca, penhor (rural, mercantil, de recebíveis, etc.) e alienação fiduciária, dentre outras garantias reais(ii) foram consideradas dívidas quirografárias todas as nossas dívidas que não possuem garantia ou que possuem exclusivamente garantia fidejussória, assim entendidas a garantia de aval, a nota promissória e a fiança, dentre outras garantias fidejussórias e(iii) não possuímos dívidas com garantia flutuante.As informações acima se referem às demonstrações financeiras consolidadas da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2019.
20.646.442/0001-17;2020-01-01;1;95319;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;0.00;0.00;0.00;0.00;0.00;
21.240.146/0001-84;2020-01-01;3;102829;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;12514450.00;36000837.00;0.00;0.00;48515287.00;As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2019 (preparada em conformidade com o CPC/IFRS). O montante total indicado corresponde à soma dos valores de: (i) empréstimos e financiamentos e (ii) obrigações por cessão de crédito (CRA). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia, por tipo.
21.240.146/0001-84;2020-01-01;3;102829;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;185946984.00;22181163.00;0.00;0.00;208128147.00;As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2019 (preparada em conformidade com o CPC/IFRS). O montante total indicado corresponde à soma dos valores de: (i) empréstimos e financiamentos e (ii) obrigações por cessão de crédito (CRA). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia, por tipo.
