CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Tipo_Obrigacao;Tipo_Garantia;Descricao_Outras_Garantias;Divida_Inferior_1_Ano;Divida_1a3Anos;Divida_3a5Anos;Divida_Superior_5Anos;Divida_Total;Observacao
08.159.965/0001-33;2020-01-01;8;103625;IGUA SANEAMENTO S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;55636000.00;71717000.00;21852000.00;108927000.00;258132000.00;Referem-se às nossas informações contábeis consolidadas. Para segregação de nossas obrigações foram levados em consideração os seguintes critérios: (i) dívidas com garantia real: todas as dívidas com garantias como, cessão de direitos creditórios, penhor de ações, dentre outras garantias reais e (ii) dívidas com garantias quirografárias: todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, como, aval, nota promissória, fiança, dentre outras. Os saldos apresentados acima referem-se às rubricas de empréstimos e financiamentos e debêntures (circulante e não circulante) apresentados nas demonstrações financeiras consolidadas da Companhia referentes ao período findo em 31 de dezembro de 2019.
08.159.965/0001-33;2020-01-01;8;103625;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;87741000.00;257278000.00;241866000.00;912856000.00;1499741000.00;Referem-se às nossas informações contábeis consolidadas. Para segregação de nossas obrigações foram levados em consideração os seguintes critérios: (i) dívidas com garantia real: todas as dívidas com garantias como, cessão de direitos creditórios, penhor de ações, dentre outras garantias reais e (ii) dívidas com garantias quirografárias: todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, como, aval, nota promissória, fiança, dentre outras. Os saldos apresentados acima referem-se às rubricas de empréstimos e financiamentos e debêntures (circulante e não circulante) apresentados nas demonstrações financeiras consolidadas da Companhia referentes ao período findo em 30 de setembro de 2020.
08.159.965/0001-33;2020-01-01;8;103625;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;63002000.00;38036000.00;20610000.00;104099000.00;225747000.00;Referem-se às nossas informações contábeis consolidadas. Para segregação de nossas obrigações foram levados em consideração os seguintes critérios: (i) dívidas com garantia real: todas as dívidas com garantias como, cessão de direitos creditórios, penhor de ações, dentre outras garantias reais e (ii) dívidas com garantias quirografárias: todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, como, aval, nota promissória, fiança, dentre outras. Os saldos apresentados acima referem-se às rubricas de empréstimos e financiamentos e debêntures (circulante e não circulante) apresentados nas demonstrações financeiras consolidadas da Companhia referentes ao período findo em 30 de setembro de 2020.
08.294.224/0001-65;2020-01-01;18;103864;JHSF PARTICIPACOES S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;168025000.00;197335000.00;68024000.00;42888000.00;476272000.00;As informações referem se às Demonstrações Financeiras Consolidadas da Companhia e correspondem a soma dos empréstimos e financiamentos e debêntures circulante e não circulante, sem o efeito do custo de emissão. A linha "Títulos de Dívida" corresponde as nossas Debêntures e a linha de "Financiamento" corresponde a nossos "Empréstimos e Financiamento". As garantias reais (hipoteca, alienação fiduciária e cessão fiduciária) constituem direitos sobre ativos da emissora/devedora da dívida e estão inseridas em contratos com BNDES e emissões de debentures. Todas as dívidas da Companhia que possuem garantias fidejussórias também possuem garantias reais e por isso, são consideradas em conjunto como "tipo de garantia-real".
08.294.224/0001-65;2020-01-01;18;103864;JHSF PARTICIPACOES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;14862000.00;41880000.00;85985000.00;594377000.00;737104000.00;As informações referem se às Demonstrações Financeiras Consolidadas da Companhia e correspondem a soma dos empréstimos e financiamentos e debêntures circulante e não circulante, sem o efeito do custo de emissão. A linha "Títulos de Dívida" corresponde as nossas Debêntures e a linha de "Financiamento" corresponde a nossos "Empréstimos e Financiamento". As garantias reais (hipoteca, alienação fiduciária e cessão fiduciária) constituem direitos sobre ativos da emissora/devedora da dívida e estão inseridas em contratos com BNDES e emissões de debentures. Todas as dívidas da Companhia que possuem garantias fidejussórias também possuem garantias reais e por isso, são consideradas em conjunto como "tipo de garantia-real".
08.294.224/0001-65;2020-01-01;18;103864;JHSF PARTICIPACOES S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;125989000.00;161841000.00;57670000.00;79574000.00;425074000.00;As informações referem se às Demonstrações Financeiras Consolidadas da Companhia e correspondem a soma dos empréstimos e financiamentos e debêntures circulante e não circulante, sem o efeito do custo de emissão. A linha "Títulos de Dívida" corresponde as nossas Debêntures e a linha de "Financiamento" corresponde a nossos "Empréstimos e Financiamento". As garantias reais (hipoteca, alienação fiduciária e cessão fiduciária) constituem direitos sobre ativos da emissora/devedora da dívida e estão inseridas em contratos com BNDES e emissões de debentures. Todas as dívidas da Companhia que possuem garantias fidejussórias também possuem garantias reais e por isso, são consideradas em conjunto como "tipo de garantia-real".
08.294.224/0001-65;2020-01-01;18;103864;JHSF PARTICIPACOES S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;20811000.00;49518000.00;86565000.00;582842000.00;739736000.00;As informações referem se às Demonstrações Financeiras Consolidadas da Companhia e correspondem a soma dos empréstimos e financiamentos e debêntures circulante e não circulante, sem o efeito do custo de emissão. A linha "Títulos de Dívida" corresponde as nossas Debêntures e a linha de "Financiamento" corresponde a nossos "Empréstimos e Financiamento". As garantias reais (hipoteca, alienação fiduciária e cessão fiduciária) constituem direitos sobre ativos da emissora/devedora da dívida e estão inseridas em contratos com BNDES e emissões de debentures. Todas as dívidas da Companhia que possuem garantias fidejussórias também possuem garantias reais e por isso, são consideradas em conjunto como "tipo de garantia-real".
08.312.229/0001-73;2020-01-01;5;103711;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;16593000.00;24944000.00;0.00;0.00;41537000.00;
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;20973969.00;192553104.00;161466254.00;0.00;374993327.00;
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Financiamento;Garantia Real;;38540179.00;86337319.00;28327065.00;0.00;153204563.00;
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Financiamento;Quirografárias;;1117082.00;1885247.00;1704555.00;720626.00;5427510.00;
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;25102613.00;401518854.00;421563772.00;193569025.00;1041754264.00;
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;7090168.72;8435405.00;0.00;0.00;15525573.72;
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;33071042.20;100466697.92;3402425.52;0.00;136940165.64;
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;57700926.18;57500000.00;0.00;0.00;115200926.18;
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Outras garantias ou privilégios;Sem garantia;2026628.40;0.00;660000000.00;60000000.00;722026628.40;
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;579895247.25;725710411.00;834039472.00;100650000.00;2240295130.25;
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;388062000.00;621197000.00;512125000.00;502473000.00;2023857000.00;
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;479525000.00;529101000.00;2046721000.00;3434951000.00;6490298000.00;
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;720997256.94;1742116160.81;200000000.00;0.00;2663113417.75;
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2019-01-01;2019-12-31;Financiamento;Quirografárias;;100749733.55;60173896.39;1461254.91;0.00;162384884.85;
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;0.00;0.00;0.00;89201955.09;89201955.09;
08.439.659/0001-50;2020-01-01;10;104781;CPFL ENERGIAS RENOVÁVEIS S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;368227718.47;682123163.11;573282330.01;1170256920.69;2793890132.28;
08.439.659/0001-50;2020-01-01;10;104781;CPFL ENERGIAS RENOVÁVEIS S.A.;2019-01-01;2019-12-31;Financiamento;Quirografárias;;36551417.04;68938965.22;71156961.84;330917082.05;507564426.15;
08.439.659/0001-50;2020-01-01;10;104781;CPFL ENERGIAS RENOVÁVEIS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;48549558.41;95733702.56;95733702.56;191467405.04;431484368.57;
08.439.659/0001-50;2020-01-01;10;104781;CPFL ENERGIAS RENOVÁVEIS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;163701226.42;749505133.38;358561063.54;0.00;1271767423.34;
08.467.115/0001-00;2020-01-01;15;104597;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2019-01-01;2019-12-31;Financiamento;Garantia Real;;4446964289.29;889947137.43;620807767.59;1880973053.41;7838692247.72;
08.493.364/0001-62;2020-03-31;1;87080;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;2018-04-01;2019-03-31;Empréstimo;Garantia Real;;212658000.00;532963000.00;181760000.00;4809000.00;932190000.00;
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;16733000.00;2890893000.00;0.00;0.00;2907626000.00;
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;33338000.00;149848000.00;0.00;0.00;183186000.00;
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Flutuante;;3360212.49;4497900.04;943022.83;98125.11;8899260.47;
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;15277288.49;20449812.82;4287476.42;446128.22;40460705.95;
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;436499.02;584287.14;122500.75;12746.67;1156033.58;
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;198684000.00;42921000.00;15200000.00;27213000.00;284018000.00;
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;13132000.00;30832000.00;38038000.00;42693000.00;124695000.00;
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2019-01-01;2019-12-31;Financiamento;Quirografárias;;12712000.00;8419000.00;0.00;0.00;21131000.00;
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Flutuante;;8015000.00;0.00;0.00;1257191000.00;1265206000.00;
08.769.451/0001-08;2020-01-01;5;99126;VIRGO COMPANHIA DE SECURITIZAÇÃO;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;8485000.00;12512868.00;9385132.00;0.00;30383000.00;
08.769.451/0001-08;2020-01-01;5;99126;VIRGO COMPANHIA DE SECURITIZAÇÃO;2020-01-01;2020-12-31;Empréstimo;Outras garantias ou privilégios;Futuro aumento de capital;0.00;4235000.00;0.00;0.00;4235000.00;
08.769.451/0001-08;2020-01-01;5;99126;VIRGO COMPANHIA DE SECURITIZAÇÃO;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;8485000.00;12512868.00;9385132.00;0.00;30383000.00;
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;4365000.00;752000.00;0.00;0.00;5117000.00;Observação: As informações financeiras desse item referem-se ao montante de suas obrigações (empréstimos e financiamentos - circulante e não circulante) informado nas Demonstrações Financeiras consolidadas da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2019.
08.795.211/0001-70;2020-01-01;4;104038;MAESTRO LOCADORA DE VEICULOS S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;47950000.00;133410000.00;0.00;0.00;181360000.00;
08.795.211/0001-70;2020-01-01;4;104038;MAESTRO LOCADORA DE VEICULOS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;16309000.00;1282000.00;0.00;0.00;17591000.00;
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;47375076.41;81635938.34;81635938.34;0.00;210646953.09;
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;76319368.59;0.00;0.00;0.00;76319368.59;
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;46725.00;98191.00;114681.00;420624.00;680221.00;
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;139862.80;214014.20;171682.00;340137.00;865696.00;
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;121197.20;66666.80;0.00;0.00;187864.00;
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;587442.51;1762327.54;730698.78;0.00;3080468.83;As informações constantes deste item se referem às demonstrações financeiras consolidadas da Companhia. O valor apresentado nos itens 3.7 e 3.8 representa o total de obrigações baseada no somatório do passivo circulante e do passivo não circulante, consolidado. O montante da dívida com garantia real tem ativos reais como garantia. O restante da dívida não possui qualquer tipo de garantia. Dívidas sem garantia real ou flutuante, independente do fato de possuírem garantia fidejussória, foram classificadas como dívidas quirografárias. As dívidas garantidas com bens de terceiros, por não onerarem bens da Companhia, foram consideradas como dívidas quirografárias e classificadas como tal.Os valores constantes do campo "Financiamentos" se referem aos seguintes itens do passivo circulante: fornecedores, salários e encargos sociais, obrigações tributárias, mensalidades recebidas antecipadamente, dividendos a pagar e outros.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;169466281.29;829124946.73;396993154.94;252987000.45;1648571383.41;As informações constantes deste item se referem às demonstrações financeiras consolidadas da Companhia. O valor apresentado nos itens 3.7 e 3.8 representa o total de obrigações baseada no somatório do passivo circulante e do passivo não circulante, consolidado. O montante da dívida com garantia real tem ativos reais como garantia. O restante da dívida não possui qualquer tipo de garantia. Dívidas sem garantia real ou flutuante, independente do fato de possuírem garantia fidejussória, foram classificadas como dívidas quirografárias. As dívidas garantidas com bens de terceiros, por não onerarem bens da Companhia, foram consideradas como dívidas quirografárias e classificadas como tal.Os valores constantes do campo "Financiamentos" se referem aos seguintes itens do passivo circulante: fornecedores, salários e encargos sociais, obrigações tributárias, mensalidades recebidas antecipadamente, dividendos a pagar e outros.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;2019-01-01;2019-12-31;Financiamento;Quirografárias;;481945288.47;9987610.94;9987610.94;8045575.48;509966085.83;As informações constantes deste item se referem às demonstrações financeiras consolidadas da Companhia. O valor apresentado nos itens 3.7 e 3.8 representa o total de obrigações baseada no somatório do passivo circulante e do passivo não circulante, consolidado. O montante da dívida com garantia real tem ativos reais como garantia. O restante da dívida não possui qualquer tipo de garantia. Dívidas sem garantia real ou flutuante, independente do fato de possuírem garantia fidejussória, foram classificadas como dívidas quirografárias. As dívidas garantidas com bens de terceiros, por não onerarem bens da Companhia, foram consideradas como dívidas quirografárias e classificadas como tal.Os valores constantes do campo "Financiamentos" se referem aos seguintes itens do passivo circulante: fornecedores, salários e encargos sociais, obrigações tributárias, mensalidades recebidas antecipadamente, dividendos a pagar e outros.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;22871365.55;194997199.21;22740944.64;7912680.61;248522190.01;As informações constantes deste item se referem às demonstrações financeiras consolidadas da Companhia. O valor apresentado nos itens 3.7 e 3.8 representa o total de obrigações baseada no somatório do passivo circulante e do passivo não circulante, consolidado. O montante da dívida com garantia real tem ativos reais como garantia. O restante da dívida não possui qualquer tipo de garantia. Dívidas sem garantia real ou flutuante, independente do fato de possuírem garantia fidejussória, foram classificadas como dívidas quirografárias. As dívidas garantidas com bens de terceiros, por não onerarem bens da Companhia, foram consideradas como dívidas quirografárias e classificadas como tal.Os valores constantes do campo "Financiamentos" se referem aos seguintes itens do passivo circulante: fornecedores, salários e encargos sociais, obrigações tributárias, mensalidades recebidas antecipadamente, dividendos a pagar e outros.
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;12322371.66;23666559.74;3321163.47;0.00;39310094.87;As informações desta tabela se baseiam nas demonstrações financeiras auditadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2019 (preparada em IFRS e em BR GAAP). O montante total indicado corresponde à soma dos valores de empréstimos e financiamentos. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2019-01-01;2019-12-31;Empréstimo;Outras garantias ou privilégios;Outras garantias ou privilégio;0.00;1507023.03;0.00;0.00;1507023.03;As informações desta tabela se baseiam nas demonstrações financeiras auditadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2019 (preparada em IFRS e em BR GAAP). O montante total indicado corresponde à soma dos valores de empréstimos e financiamentos. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;19749265.61;32555910.18;32528536.90;23813673.38;108647386.07;As informações desta tabela se baseiam nas demonstrações financeiras auditadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2019 (preparada em IFRS e em BR GAAP). O montante total indicado corresponde à soma dos valores de empréstimos e financiamentos. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;74092555.95;77347302.15;9897067.26;0.00;161336925.36;As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas da Companhia relativas ao período de onze meses findo em 30 de novembro de 2020 (preparada em IFRS e em BR GAAP). O montante total indicado corresponde à soma dos valores de empréstimos e financiamentos. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;25501116.92;48413701.88;46700506.02;12919363.33;133534688.15;As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas da Companhia relativas ao período de onze meses findo em 30 de novembro de 2020 (preparada em IFRS e em BR GAAP). O montante total indicado corresponde à soma dos valores de empréstimos e financiamentos. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
08.811.643/0001-27;2020-01-01;5;103554;TRISUL S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;41743000.00;98590000.00;0.00;0.00;140333000.00;
08.811.643/0001-27;2020-01-01;5;103554;TRISUL S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;29928000.00;134026000.00;0.00;0.00;163954000.00;
08.822.767/0001-08;2020-01-01;1;95236;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;104000000.00;356000000.00;0.00;0.00;460000000.00;
08.827.501/0001-58;2020-01-01;8;103494;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;3405.00;28164.00;0.00;0.00;31569.00;
08.827.501/0001-58;2020-01-01;8;103494;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;84149.00;218934.00;173068.00;376691.00;852842.00;
08.827.501/0001-58;2020-01-01;8;103494;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Financiamento;Quirografárias;;4019.00;12097.00;9712.00;0.00;25828.00;
08.827.501/0001-58;2020-01-01;8;103494;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;175041.00;331070.00;0.00;0.00;506111.00;
08.827.501/0001-58;2020-01-01;8;103494;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;470963.00;767800.00;2086105.00;279157.00;3604025.00;
08.873.873/0001-10;2020-01-01;10;104566;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;95798779.85;159169847.56;161151144.60;964783388.67;1380903160.68;
08.873.873/0001-10;2020-01-01;10;104566;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2019-01-01;2019-12-31;Financiamento;Garantia Real;;181169.85;80242.11;0.00;0.00;261411.96;
08.873.873/0001-10;2020-01-01;10;104566;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2019-01-01;2019-12-31;Financiamento;Outras garantias ou privilégios;Direito de uso IFRS16;3645570.78;2397186.85;0.00;0.00;6042757.63;
08.873.873/0001-10;2020-01-01;10;104566;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;115315197.46;212322545.39;39698199.11;285539188.25;652875130.21;
08.873.873/0001-10;2020-01-01;10;104566;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;1456685642.67;1465252528.43;1698385921.98;243942131.61;4864266224.69;
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;37380452.00;59706432.05;9180850.06;0.00;106267734.11;O valor evidenciado é o somatório das dívidas do passivo circulante e do passivo não circulante referentes às demonstrações financeiras consolidadas em 31 de dezembro de 2019, antes dos custos da transação. Em obrigações de natureza quirografária estão classificadas dívidas sem constituição de garantia e dívidas com garantia fidejussória, de acordo com seus respectivos vencimentos.
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2019-01-01;2019-12-31;Empréstimo;Quirografárias;;8873421.00;838101822.00;539728117.00;0.00;1386703360.00;O valor evidenciado é o somatório das dívidas do passivo circulante e do passivo não circulante referentes às demonstrações financeiras consolidadas em 31 de dezembro de 2019, antes dos custos da transação. Em obrigações de natureza quirografária estão classificadas dívidas sem constituição de garantia e dívidas com garantia fidejussória, de acordo com seus respectivos vencimentos.
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;44134013.53;48864699.42;5057128.35;0.00;98055841.30;O valor evidenciado é o somatório das dívidas do passivo circulante e do passivo não circulante referentes às demonstrações financeiras consolidadas em 30 de setembro de 2020, antes dos custos da transação. Em obrigações de natureza quirografária estão classificadas dívidas sem constituição de garantia e dívidas com garantia fidejussória, de acordo com seus respectivos vencimentos.
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;172408280.34;923658236.00;369057465.40;0.00;1465123981.74;O valor evidenciado é o somatório das dívidas do passivo circulante e do passivo não circulante referentes às demonstrações financeiras consolidadas em 30 de setembro de 2020, antes dos custos da transação. Em obrigações de natureza quirografária estão classificadas dívidas sem constituição de garantia e dívidas com garantia fidejussória, de acordo com seus respectivos vencimentos.
08.935.054/0001-50;2020-01-01;8;103229;MULTINER S/A;2019-01-01;2019-12-31;Empréstimo;Garantia Real;;878223187.67;150246861.09;111438147.71;164356963.10;1304265159.57;
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2019-01-01;2019-12-31;Financiamento;Garantia Real;;9081456.00;17142264.00;15570395.00;10378654.00;52172769.00;Para segregação de nossas obrigações (empréstimos e financiamentos) de acordo com as categorias previstas na tabela acima (dívidas com garantia real e dívidas quirografárias), levamos em consideração o seguinte critério: (i) foram consideradas dívidas com garantia real todas as dívidas garantidas por nossos ativos fixos, tais como imóveis, cessões e alienações fiduciárias de bens e/ou direitos. (ii) foram consideradas dívidas quirografárias todas as nossas dívidas que não estejam garantidas de nenhuma forma, ou que contem com garantia real de terceiros. As informações deste item foram apresentadas nas demonstrações financeiras consolidadas da Companhia, referente ao exercício de 31 de dezembro de 2019.
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2019-01-01;2019-12-31;Títulos de dívida;Garantia Real;;27506895.00;284048864.00;249715684.00;9095568.00;570367011.00;Para segregação de nossas obrigações (empréstimos e financiamentos) de acordo com as categorias previstas na tabela acima (dívidas com garantia real e dívidas quirografárias), levamos em consideração o seguinte critério: (i) foram consideradas dívidas com garantia real todas as dívidas garantidas por nossos ativos fixos, tais como imóveis, cessões e alienações fiduciárias de bens e/ou direitos. (ii) foram consideradas dívidas quirografárias todas as nossas dívidas que não estejam garantidas de nenhuma forma, ou que contem com garantia real de terceiros. As informações deste item foram apresentadas nas demonstrações financeiras consolidadas da Companhia, referente ao exercício de 31 de dezembro de 2019.
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2019-01-01;2019-12-31;Títulos de dívida;Quirografárias;;49088478.00;106389559.00;64199215.00;58002800.00;277680052.00;Para segregação de nossas obrigações (empréstimos e financiamentos) de acordo com as categorias previstas na tabela acima (dívidas com garantia real e dívidas quirografárias), levamos em consideração o seguinte critério: (i) foram consideradas dívidas com garantia real todas as dívidas garantidas por nossos ativos fixos, tais como imóveis, cessões e alienações fiduciárias de bens e/ou direitos. (ii) foram consideradas dívidas quirografárias todas as nossas dívidas que não estejam garantidas de nenhuma forma, ou que contem com garantia real de terceiros. As informações deste item foram apresentadas nas demonstrações financeiras consolidadas da Companhia, referente ao exercício de 31 de dezembro de 2019.
