CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Aumento;Data_Deliberacao;Orgao_Deliberacao_Aumento;Data_Emissao;Valor_Total_Emissao;Tipo_Subscricao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Subscricao_Capital_Anterior;Fator_Cotacao;Preco_Emissao;Criterio_Determinacao_Preco_Emissao;Forma_Integralizacao
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311084;2011-08-15;Conselho de Administração;2011-08-15;63725.52;Subscrição particular;187428;374856;562284;0.00019502;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimônio liquido e quantidade de ações referentes ao exercício social de 2008;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311085;2011-10-25;Conselho de Administração;2011-08-17;376044302.32;Subscrição particular;52815211;0;52815211;1.15727167;R$ por Unidade;7.12000000;O critério para determinação do preço de emissão foi estabelecido levando em consideração a perspectiva de rentabilidade da Companhia, em que a Administração entende ser compatível com seu valor econômico, conforme laudo de avaliação anexo à ata da RCA de 17/08/2011.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311086;2012-01-26;Conselho de Administração;2012-01-26;7782.60;Subscrição particular;22890;45780;68670;0.00001107;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311087;2012-03-01;Conselho de Administração;2012-03-01;7480.00;Subscrição particular;22000;44000;66000;0.00001064;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311088;2012-05-30;Conselho de Administração;2012-05-30;7649.32;Subscrição particular;22498;44996;67494;0.00001088;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311089;2012-07-13;Conselho de Administração;2012-07-13;314700407.84;Subscrição particular;24987244;8730416;33717660;0.44777388;R$ por Unidade;9.33340000;Laudo Contábil;Moeda Corrente Nacional
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311090;2012-10-23;Conselho de Administração;2012-10-23;1870.00;Subscrição particular;5500;11000;16500;0.00000183;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311091;2012-11-26;Conselho de Administração;2012-11-26;43288.46;Subscrição particular;127319;254638;381957;0.00004254;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311092;2013-03-18;Conselho de Administração;2013-03-18;13298.08;Subscrição particular;39112;78224;117336;0.00001307;R$ por Unidade;0.34000000;O preço de emissão das ações foi fdeterminado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311093;2013-08-12;Conselho de Administração;2013-08-12;121328.66;Subscrição particular;356849;713698;1070547;0.00001192;R$ por Unidade;0.34000000;O preço de emissão das ações foi fdeterminado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311094;2013-09-19;Conselho de Administração;2013-09-19;21261.90;Subscrição particular;62535;125070;187605;0.00002089;R$ por Unidade;0.34000000;O preço de emissão das ações foi fdeterminado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311095;2013-12-20;Conselho de Administração;2013-12-20;2041.02;Subscrição particular;6003;12006;18009;0.00000200;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;em dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311096;2014-02-20;Conselho de Administração;2014-11-03;1550264983.19;Subscrição particular;87196901;0;87196901;37.69730887;R$ por Unidade;17.77890000;O preço de emissão por ação ordinária foi de R$ 17,7789, estabelecido nos termos do artigo 170, §1º, I da Lei nº 6.404, de 15 de dezembro de 1976, conforme alterada, levando-se em consideração a perspectiva de rentabilidade da Companhia e com amparo em estudo econômico, anexo à Ata de Reunião do Conselho de Administração realizada em 20 de fevereiro de 2014 ("Ata de RCA").;A Cemig GT realizou dois adiantamentos para futuro aumento de capital ("AFAC"), sendo:1º AFAC realizado na Chipley, no valor de R$ 739.943.143,10, no dia 14 de fevereiro2º AFAC realizado na Renova, no valor de R$ 810.128.654,56, no dia 31 de março de 2014.As demais ações subscritas pelos acionistas no aumento de capital foram integralizadas, no ato da subscrição, à vista e em moeda corrente nacional.
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311097;2014-10-30;Conselho de Administrção;2014-12-03;17056.10;Subscrição particular;50165;100330;150495;0.04725045;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimônio líquido e quantidade de ações referentes ao exercício social de 2008.;Dinheiro.
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311098;2015-05-06;Conselho de Administração;2015-07-02;13317.46;Subscrição particular;39169;78338;117507;0.00051860;R$ por Unidade;0.34000000;O preço de emissão das ações foi determinado pela divisão do patrimômio líquido e quantidade de ações referentes ao exercício social de 2008.;Dinheiro
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311099;2016-02-02;Conselho de Administração;2016-06-21;280002277.44;Subscrição pública;42042219;165;42042384;0.28475266;R$ por Unidade;6.60000000;O preço foi determinado por laudo de avaliação econômico-financeira realizado por uma consultoria independente.;Em dinheiro, à vista.
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311100;2016-12-23;Conselho de Administração;2017-06-20;112763862.00;Subscrição pública;50888993;5492938;56381931;3.95930000;R$ por Unidade;6.00000000;O preço foi determinado por laudo de avaliação econômico-financeira realizado por uma consultoria independente.;Em dinheiro, à vista.
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;311101;2021-03-01;Conselho de Administração;2021-05-06;334396776.50;Subscrição particular;19502468;38920274;58422742;140.03626198;R$ por Unidade;17.17000000;O preço de emissão das ações foi determinado de acordo com o preço médio diário ponderadopelo volume diário de negociações das ações ordinárias e preferenciais, nos 30 (trinta) pregõesanteriores à data do pedido de recuperação judicial das sociedades do Grupo Renova, em 16 deoutubro de 2019, nos termos do artigo 170, §1º, inciso III, da Lei das Sociedades por Ações, dacláusula 14.1.3, do Plano Sociedades Consolidadas, e da cláusula 12.1.3, do Plano ASIII Fase A.O período considerado para fins do cálculo do preço médio, imediatamente anterior à data dopedido de recuperação judicial, conforme previsto nos Planos, tem por objetivo evitar eventuaisefeitos e distorções que podem vir a ser causados pelo processo de recuperação judicial nacotação das ações;Conversao de crédito de alguns credores da Recupeção Judicial em capital da companhia e em dinheiro
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;310088;2020-04-03;ASSEMBLEIA GERAL EXTRAORDINARIA;2020-04-03;2786464877.43;Subscrição particular;45154186;0;45154186;137.77337852;R$ por Unidade;61.71000000;Valor de Mercado (Incisso III, do §1º, do Artigo 170 da Lei nº 6.404/1976).;Subscrição particular.
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;310639;2016-05-31;AGE;2019-05-31;13923637.75;Subscrição particular;737058;0;737058;113.20000000;R$ por Unidade;18.89000000;Perspectiva de rentabilidade futura nos termos do art. 170 §1º inciso I da Lei das S.A.;Em dinheiro
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;310640;2017-12-31;AGE;2017-12-31;2844648.62;Subscrição particular;3355031;787495;4142526;10.84000000;R$ por Unidade;1.00000000;Perspectiva de rentabilidade futura, nos termos do art. 170, §1º, inciso I, da Lei das S.A.;Em dinheiro
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;309944;2017-06-13;Conselho de Administração;2017-06-13;70000000.00;Subscrição particular;63063063;0;63063063;34.11286237;R$ por Unidade;1.11000000;Nos termos do artigo 170, §1º, III da Lei 6.404/76 ("Lei das S.A."), a subscrição das novas ações ocorrerá ao preço de emissão por ação de R$ 1,11 (um real e onze centavos), fixado com base no preço médio das ações de emissão da Companhia ponderado pelo volume de ações negociadas na B3 nos 20 (vinte) pregões entre 15/05/2017 a 09/06/2017, e aplicado um deságio de 28,43% (vinte e oito inteiros e quarenta e três centésimos de por cento), de forma a gerar atratividade para a oferta e permitir a subscrição da totalidade das ações referentes ao Aumento de Capital.;Moeda corrente Nacional ( à vista)
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;309945;2017-06-13;Conselho de Administração;2017-08-11;70000000.00;Subscrição particular;63063063;0;63063063;32.70234053;R$ por Unidade;1.11000000;Nos termos do artigo 170, §1º, III da Lei 6.404/76 ("Lei das S.A."), a subscrição das novas ações ocorrerá ao preço de emissão por ação de R$ 1,11 (um real e onze centavos), fixado com base no preço médio das ações de emissão da Companhia ponderado pelo volume de ações negociadas na B3 nos 20 (vinte) pregões entre 15/05/2017 a 09/06/2017, e aplicado um deságio de 28,43% (vinte e oito inteiros e quarenta e três centésimos de por cento), de forma a gerar atratividade para a oferta e permitir a subscrição da totalidade das ações referentes ao Aumento de Capital.;Moeda corrente Nacional ( à vista)
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;309946;2018-05-11;Conselho de Administração;2018-05-11;67745747.92;Subscrição particular;144097336;0;144097336;11.21914930;R$ por Unidade;0.47000000;O critério adotado para definição do preço de emissão das novas ações em R$ 0,47 (quarenta e sete centavos de real) foi o preço de fechamento das ações de emissão da Companhia negociadas na B3 no pregão de hoje, dia 11/05/2018, adicionado complementarmente um deságio de 10% (dez por cento), conforme previsto no artigo 170, §1º, III da Lei das S.A.;Conforme disposto no artigo 171 da Lei das S.A., será concedido a todos os acionistas titulares de ações da Companhia em 18/05/2018 o prazo de 30 (trinta) dias para exercício do direito de preferência para subscrição das ações decorrentes do Aumento de Capital, iniciando-se em 21/05/2018, e encerrando-se em 19/06/2018, inclusive ("Prazo de Subscrição"). Os acionistas que optarem por exercer o direito de preferência no âmbito escritural, deverão fazê-lo por meio da assinatura de boletim de subscrição, conforme modelo disponibilizado pelo Banco Itaú S.A., instituição financeira responsável pelos serviços de custódia escritural das ações da Companhia, acompanhado da entrega dos documentos descritos no item 5 do Aviso aos Acionistas na agências especializadas. Os acionistas que optarem por exercer o direito de preferência por meio dos agentes de custódia dos titulares de direitos de subscrição custodiados na Central Depositária de Ativos da B3 ("Central Depositária"),deverão observar os procedimentos operacionais, prazos e regras estipuladas pela B3.
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;309947;2018-05-11;Conselho de Administração;2018-07-06;67725747.92;Subscrição particular;106880371;0;106880371;41.77000000;R$ por Unidade;0.47000000;O critério adotado para definição do preço de emissão das novas ações em R$ 0,47 (quarenta e sete centavos de real) foi o preço de fechamento das ações de emissão da Companhia negociadas na B3 no pregão de hoje, dia 11/05/2018, adicionado complementarmente um deságio de 10% (dez por cento), conforme previsto no artigo 170, §1º, III da Lei das S.A.Dentre as alternativas previstas no artigo 170, §1º da Lei das S.A., a Companhia entende que a cotação em bolsa é a que melhor representa o valor que os investidores estão dispostos a pagar pelas ações da Companhia.A adição do deságio visa tornar o negócio atrativo em comparação às diversas outras oportunidades de investimentos disponíveis, buscando incentivar a adesão do maior número possível de acionistas ao Aumento de Capital.Em linha com o proferido no Processo CVM nº RJ2010/16884, a definição do preço para emissão das ações levou em consideração o maior valor que acredita-se permitir a subscrição da totalidade das ações referentes ao Aumento de Capital. Assim, fora levado em consideração operações similares preterias realizadas por outras companhias, os atuais desafios da Companhia e do mercado imobiliário, assim como o atual panorama político e macroeconômico do país, tudo para que a maior quantidade possível de acionistas se sintam atraídos a participar do Aumento de Capital.Tendo em vista o grau de liquidez das ações da Companhia e sua presente base de acionistas, a Administração entendeu que a aplicação de deságio equivalente a 10% (dez por cento) é adequado para incentivar a subscrição do Aumento de Capital e maximizar a captação de recursos pela Companhia.;Os acionistas que optarem por exercer o direito de preferência no âmbito escritural, deverão fazê-lo por meio da assinatura de boletim de subscrição, conforme modelo disponibilizado pelo Banco Itaú S.A., instituição financeira responsável pelos serviços de custódia escritural das ações da Companhia, acompanhado da entrega dos documentos descritos no item 5 deste Aviso aos Acionistas na agências especializadas.Os acionistas que optarem por exercer o direito de preferência por meio dos agentes de custódia dos titulares de direitos de subscrição custodiados na Central Depositária de Ativos da B3 ("Central Depositária"), deverão observar os procedimentos operacionais, prazos e regras estipuladas pela B3.
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;309948;2021-01-12;Assembleia Geral dos Acionistas;2021-01-12;120000000.00;Subscrição particular;42253521;0;42253521;18.35000000;R$ por Unidade;2.84000000;O preço de emissão foi fixado nos termos do art. 170, § 1º, III da Lei nº 6.404/76, com base nos preços médios de fechamento das ações de emissão da Companhia, ponderados pelo volume, apurados no encerramento de cada pregão da B3 no período de 360 (trezentos e sessenta) dias compreendido entre 26 de novembro de 2019 e 20 de novembro de 2020.;Aumento de capital mediante a capitalização dos créditos representados pela totalidade da primeira emissão de debêntures da Companhia, respeitado o direito de preferência dos acionistas, a ser exercido mediante pagamento à vista, em moeda corrente nacional, hipótese em que as importâncias por eles pagas devem ser entregues aos titulares das debêntures, de forma proporcional, conforme o disposto no art. 171, §2º, da Lei nº 6.404/76.
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;310425;2007-03-06;Assembléia Geral;2007-03-06;9000.00;Subscrição particular;9000;0;9000;100.00000000;R$ por Unidade;1.00000000;Uma Ação correspondente a R$ 1,00 do Capital Social;Dinheiro
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;310426;2007-03-31;AGE;2007-03-31;31075763.00;Subscrição particular;31075763;0;31075763;345286.25560000;R$ por Unidade;1.00000000;Laudo de Avaliação;Integralização em Bens
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;310427;2007-07-26;Conselho de Administração;2007-07-26;273000000.00;Subscrição pública;19500000;0;19500000;878.24378800;R$ por Unidade;14.00000000;Bookbuilding;Dinheiro
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;310428;2007-08-30;Conselho de Administração;2007-08-30;13728400.00;Subscrição pública;980600;0;980600;4.51466225;R$ por Unidade;14.00000000;Bookbuilding;Dinheiro
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;310429;2015-09-30;Conselho de Administração;2015-09-30;57932406.00;Subscrição pública;14519400;0;14519400;28.76233642;R$ por Unidade;3.99000000;Média simples das cotações de fechamento;Dinheiro
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;310430;2016-07-22;AGE;2016-07-22;13880000.00;Subscrição particular;11000000;0;11000000;16.92307692;R$ por Unidade;1.26000000;Laudo de Avaliação;Aumento de capital via incorporação de sociedade controlada
08.769.451/0001-08;2020-01-01;5;99126;VIRGO COMPANHIA DE SECURITIZAÇÃO;296822;2019-10-30;Acionista da companhia;2019-10-30;2810863.00;Subscrição particular;7671132;0;7671132;1679.00000000;R$ por Unidade;1.00000000;;a)3.362.962 (três milhões, trezentos e sessenta e duas mil, novecentas e sessenta e duas)ações mediante a conversão de créditos de emprestimos detidos contra a Companhia no valor de R$ 3.362.962 (três milhões, trezentos e sessenta e dois mil, novecentos e sessenta e dois reais) e b) 1.224.102 (um milhão, duzentas e vinte e quatro mil, cento e duas)ações mediante a capitalização de lucros da Companhia no valor de R$ 1.224.102,00 (um milhão, duzentos e vinte e quatro mil. cento e dois reais)
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;306378;2017-08-11;Assembleia Geral Extraordinária;2017-08-11;32199233.00;Subscrição particular;32199233;0;32199233;47.21791365;R$ por Unidade;1.00000000;O preço de emissão foi fixado nos termos do artigo 170, §1º, II da Lei nº6.404/76.;Moeda corrente nacional
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;306379;2017-12-31;Assembleia Geral Extraordinária;2017-12-31;44841403.39;Subscrição particular;13176341;0;13176341;44.67518222;R$ por Unidade;3.40317560;O preço de emissão foi fixado nos termos do artigo 170, §1º, II da Lei nº6.404/76., conforme previsto em laudo de avaliação.;Crédito instrumentalizado, em 29 de março de 2011, por meio do Instrumento Particular de distrato do contrato de Opção de compra de ações - Liquidação financeira nº CSBRA20100600045
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;285884;2016-12-23;Assembleia Geral;2016-12-26;429199623.29;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;285885;2017-12-29;Assembleia Geral;2017-12-29;51490606.34;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;285886;2018-04-27;Assembleia Geral;2018-04-27;60319700.20;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
08.795.211/0001-70;2020-01-01;4;104038;MAESTRO LOCADORA DE VEICULOS S.A.;310694;2011-10-10;AGE;2011-10-10;30129994.39;Subscrição particular;755402;0;755402;74.39504800;R$ por Unidade;39.89000000;Valor do patrimônio líquido da ação, nos termos do artigo 170, §1º, II, da Lei das Sociedades por Ações.;Moeda corrente nacional.
08.795.211/0001-70;2020-01-01;4;104038;MAESTRO LOCADORA DE VEICULOS S.A.;310695;2014-04-24;AGE;2014-04-24;21199994.83;Subscrição particular;573586;0;573586;0.69428500;R$ por Unidade;36.96000000;Valor do patrimônio líquido da ação, nos termos do artigo 170, §1º, II, da Lei das Sociedades por Ações.;Moeda corrente nacional.
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;309765;2019-10-08;Assembleia geral;2019-10-08;10602729.68;Subscrição particular;2489675;0;2489675;15.44598841;R$ por Unidade;4.25868022;Valor patrimonial líquido da Companhia, nos termos do parágrafo 1º, inciso II, do Artigo 17 da Lei das Sociedades por Ações;Dinheiro. R$ 2.489.675,00 (dois milhões, quatrocentos e oitenta e nove mil, seiscentos e setenta e cinco reais) foram destinados ao aumento do capital social da Companhia e R$ 8.113.054,68 (oito milhões, cento e treze mil, cinquenta e quatro reais e sessenta e oito centavos) foram destinados para capitalização de reservas
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;309766;2020-01-31;Assembleia Geral;2020-01-31;35713054.00;Subscrição particular;35713054;0;35713054;50.20561808;R$ por Unidade;1.00000000;Valor patrimonial líquido da Companhia, nos termos do parágrafo 1º, inciso II, do Artigo 170 da Lei das Sociedades por Ações;Capitalização de reservas.
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;309767;2020-06-30;Assembleia Geral;2020-06-30;30000000.00;Subscrição particular;30000000;0;30000000;28.07762034;R$ por Unidade;1.00000000;Valor patrimonial líquido da Companhia, nos termos do parágrafo 1º, inciso II, do Artigo 170 da Lei das Sociedades por Ações;Capitalização de reservas
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;309768;2020-09-17;RCA;2020-09-17;169999998.30;Subscrição pública;18181818;0;18181818;124.22665585;R$ por Unidade;9.35000000;Apurado com base em procedimento de coleta de intenções de investimento junto a investidores institucionais, por meio de procedimento de bookbuilding.;Integralização em moeda corrente nacional, em conformidade com os mecanismos de investimento regulamentados pelo CMN, pelo BACEN e/ou pela CVM.
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;310333;2019-10-28;Conselho de Administração;2019-10-28;760000000.00;Subscrição pública;40000000;0;40000000;95.02810800;R$ por Unidade;19.00000000;Valor de mercado, definido após a do procedimento de coleta de intenções de investimento no âmbito da oferta pública subsequente de ações da Companhia. O preço por ação foi determinado tendo como parâmetro: (i) a cotação das ações ordinárias de emissão da Companhia na B3 S.A. - Brasil, Bolsa, Balcão e (ii) as indicações de interesse em função da qualidade e quantidade da demanda (por volume e preço) pelas ações, coletadas junto a investidores profissionais. A escolha do critério para determinação do preço por ação é justificada na medida em que o preço de mercado das ações subscritas/adquiridas foi aferido de acordo com a realização do procedimento de coleta de intenções de investimento no âmbito da oferta pública subsequente de ações da Companhia, o qual reflete o valor pelo qual os Investidores Profissionais apresentaram suas intenções de investimento no contexto da oferta restrita e a cotação das ações ordinárias de emissão da Companhia na B3 S.A. - Brasil, Bolsa, Balcão, e, portanto, não houve diluição injustificada dos atuais acionistas da Companhia, nos termos do artigo 170, parágrafo 1º, inciso III, da Lei das Sociedades por Ações.;A integralização foi realizada pela liquidação física e financeira das ações no dia 31/10/2019, mediante pagamento em moeda corrente nacional, à vista e em recursos imediatamente disponíveis, no âmbito do sistema da B3 S.A. - Brasil, Bolsa, Balcão.
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;310334;2019-11-29;Conselho de Administração;2019-11-29;103550000.00;Subscrição pública;5450000;0;5450000;12.94757900;R$ por Unidade;19.00000000;Valor de mercado, definido após a do procedimento de coleta de intenções de investimento no âmbito da oferta pública subsequente de ações da Companhia. O preço por ação foi determinado tendo como parâmetro: (i) a cotação das ações ordinárias de emissão da Companhia na B3 S.A. - Brasil, Bolsa, Balcão e (ii) as indicações de interesse em função da qualidade e quantidade da demanda (por volume e preço) pelas ações, coletadas junto a investidores profissionais. A escolha do critério para determinação do preço por ação é justificada na medida em que o preço de mercado das ações subscritas/adquiridas foi aferido de acordo com a realização do procedimento de coleta de intenções de investimento no âmbito da oferta pública subsequente de ações da Companhia, o qual reflete o valor pelo qual os Investidores Profissionais apresentaram suas intenções de investimento no contexto da oferta restrita e a cotação das ações ordinárias de emissão da Companhia na B3 S.A. - Brasil, Bolsa, Balcão, e, portanto, não houve diluição injustificada dos atuais acionistas da Companhia, nos termos do artigo 170, parágrafo 1º, inciso III, da Lei das Sociedades por Ações.;A integralização foi realizada pela liquidação física e financeira das ações no dia 31/10/2019, mediante pagamento em moeda corrente nacional, à vista e em recursos imediatamente disponíveis, no âmbito do sistema da B3 S.A. - Brasil, Bolsa, Balcão.
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;310335;2019-11-29;Conselho de Administração;2019-11-29;863550000.00;Subscrição pública;45450000;0;45450000;107.97568800;R$ por Unidade;19.00000000;Valor de mercado, definido após a do procedimento de coleta de intenções de investimento no âmbito da oferta pública subsequente de ações da Companhia. O preço por ação foi determinado tendo como parâmetro: (i) a cotação das ações ordinárias de emissão da Companhia na B3 S.A. - Brasil, Bolsa, Balcão e (ii) as indicações de interesse em função da qualidade e quantidade da demanda (por volume e preço) pelas ações, coletadas junto a investidores profissionais. A escolha do critério para determinação do preço por ação é justificada na medida em que o preço de mercado das ações subscritas/adquiridas foi aferido de acordo com a realização do procedimento de coleta de intenções de investimento no âmbito da oferta pública subsequente de ações da Companhia, o qual reflete o valor pelo qual os Investidores Profissionais apresentaram suas intenções de investimento no contexto da oferta restrita e a cotação das ações ordinárias de emissão da Companhia na B3 S.A. - Brasil, Bolsa, Balcão, e, portanto, não houve diluição injustificada dos atuais acionistas da Companhia, nos termos do artigo 170, parágrafo 1º, inciso III, da Lei das Sociedades por Ações.;A integralização foi realizada pela liquidação física e financeira das ações no dia 29/11/2019, mediante pagamento em moeda corrente nacional, à vista e em recursos imediatamente disponíveis, no âmbito do sistema da B3 S.A. - Brasil, Bolsa, Balcão.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311555;2016-04-27;AGO/E;;55330434.60;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311556;2016-04-29;RCA;2016-04-29;623574.00;Subscrição particular;88200;0;88200;0.02785102;R$ por Unidade;7.07000000;Em acordo com o Plano de Opções de Compra de Ações da Companhia e seus aditamentos.;Subscrição em dinheiro.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311557;2016-04-29;RCA;2016-04-29;2229889.75;Subscrição particular;307571;0;307571;0.09712206;R$ por Unidade;7.25000000;Em acordo com o Plano de Opções de Compra de Ações da Companhia e seus aditamentos.;Subscrição em dinheiro.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311558;2016-04-29;RCA;2016-04-29;954010.72;Subscrição particular;97747;0;97747;0.03086569;R$ por Unidade;9.76000000;Em acordo com o Plano de Opções de Compra de Ações da Companhia e seus aditamentos.;Subscrição em dinheiro.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311559;2016-09-14;RCA;2016-09-14;1889494.86;Subscrição particular;260261;0;260261;0.08205505;R$ por Unidade;7.26000000;Em acordo com o Plano de Opções de Compra de Ações da Companhia e seus aditamentos.;Subscrição em dinheiro.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311560;2016-09-14;RCA;2016-09-14;2878910.90;Subscrição particular;287030;0;287030;0.09049478;R$ por Unidade;10.03000000;Em acordo com o Plano de Opções de Compra de Ações da Companhia e seus aditamentos.;Subscrição em dinheiro.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311561;2016-09-14;RCA;2016-09-14;498963.60;Subscrição particular;67065;0;67065;0.02114424;R$ por Unidade;7.44000000;Em acordo com o Plano de Opções de Compra de Ações da Companhia e seus aditamentos.;Subscrição em dinheiro.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311562;2016-09-14;RCA;2016-09-14;333900.00;Subscrição particular;21000;0;21000;0.00662087;R$ por Unidade;15.90000000;Em acordo com o Plano de Opções de Compra de Ações da Companhia e seus aditamentos.;Subscrição em dinheiro.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311563;2016-09-14;RCA;2016-09-14;1145724.60;Subscrição particular;82545;0;82545;0.02602478;R$ por Unidade;13.88000000;Em acordo com o Plano de Opções de Compra de Ações da Companhia e seus aditamentos.;Subscrição em dinheiro.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;311564;2018-03-15;RCA;2018-03-15;8946000.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
