CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;230123;Capital Integralizado;2018-01-11;1594666570.00;;39272779;10332711;49605490
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;230124;Capital Integralizado;2013-06-28;263145011.82;;97439719;21002999;118442718
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;230125;Capital Integralizado;2012-07-04;719454543.77;;97439719;21002999;118442718
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;230126;Capital Integralizado;2010-12-03;419454543.77;;88695913;21002999;109698912
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;230127;Capital Integralizado;2009-02-19;419454543.77;;886959131950;210029997060;1096989129010
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;228903;Capital Integralizado;2020-04-30;5080323.75;;20898994;0;20898994
00.383.281/0001-09;2020-01-01;8;100769;BNDES PARTICIPACOES S.A. - BNDESPAR;226070;Capital Autorizado;2018-06-29;100000000000.00;;0;0;0
00.383.281/0001-09;2020-01-01;8;100769;BNDES PARTICIPACOES S.A. - BNDESPAR;226071;Capital Emitido;2013-02-14;60344503780.65;;1000000;0;1000000
00.383.281/0001-09;2020-01-01;8;100769;BNDES PARTICIPACOES S.A. - BNDESPAR;226072;Capital Subscrito;2013-02-14;60344503780.65;;1000000;0;1000000
00.383.281/0001-09;2020-01-01;8;100769;BNDES PARTICIPACOES S.A. - BNDESPAR;226073;Capital Integralizado;2013-02-14;60344503780.65;;1000000;0;1000000
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;224083;Capital Emitido;2020-12-31;254999948.39;Totalmente integralizado;140412;0;140412
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;224084;Capital Subscrito;2020-12-31;254999948.39;Totalmente integralizado;140412;0;140412
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;224085;Capital Integralizado;2020-12-31;254999948.39;;140412;0;140412
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;231884;Capital Emitido;2020-09-16;3297491236.02;Totalmente integralizado;383452029;380992616;764444645
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;231885;Capital Subscrito;2020-09-16;3297491236.02;;383452029;380992616;764444645
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;231886;Capital Integralizado;2020-09-16;3297491236.02;;383452029;380992616;764444645
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;231887;Capital Autorizado;2020-08-27;5000000000.00;N/A;383452029;380992616;764444645
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;213366;Capital Autorizado;2010-04-30;32683241.00;;29188116;0;29188116
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;231433;Capital Integralizado;2018-12-14;1131910000.00;;218370694;0;218370694
00.644.907/0001-93;2020-01-01;3;96239;INVESTCO S.A.;214955;Capital Subscrito;2009-04-07;961793701.46;;402202308;384203962;786406270
00.644.907/0001-93;2020-01-01;3;96239;INVESTCO S.A.;214956;Capital Integralizado;2009-04-07;961793701.46;;402202308;384203962;786406270
00.743.065/0001-27;2020-01-01;6;103464;LITEL PARTICIPACOES S.A.;231429;Capital Emitido;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2020-01-01;6;103464;LITEL PARTICIPACOES S.A.;231430;Capital Subscrito;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2020-01-01;6;103464;LITEL PARTICIPACOES S.A.;231431;Capital Integralizado;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2020-01-01;6;103464;LITEL PARTICIPACOES S.A.;231432;Capital Autorizado;1995-07-27;0.00;;600000000;0;600000000
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;232498;Capital Emitido;2021-02-12;12345170174.38;;560085762;0;560085762
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;232499;Capital Subscrito;2021-02-12;12345170174.38;;560085762;0;560085762
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;232500;Capital Integralizado;2021-02-12;12345170174.38;;560085762;0;560085762
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;232501;Capital Autorizado;2017-03-25;0.00;;600000000;0;600000000
00.861.626/0001-92;2020-01-01;2;97442;CONC RODOVIA PRES. DUTRA S.A.;217446;Capital Emitido;2020-04-27;432699764.15;27/04/2020;64383093;64383093;128766186
00.861.626/0001-92;2020-01-01;2;97442;CONC RODOVIA PRES. DUTRA S.A.;217447;Capital Subscrito;2020-04-27;432699764.15;27/04/2020;64383093;64383093;128766186
00.861.626/0001-92;2020-01-01;2;97442;CONC RODOVIA PRES. DUTRA S.A.;217448;Capital Integralizado;2020-04-27;432699764.15;27/04/2020;64383093;64383093;128766186
00.861.626/0001-92;2020-01-01;2;97442;CONC RODOVIA PRES. DUTRA S.A.;217449;Capital Autorizado;2010-04-30;0.00;N.A.;71700000;71700000;143400000
00.864.214/0001-06;2020-01-01;8;103422;ENERGISA S.A.;231344;Capital Emitido;2018-12-17;3363684355.35;;755993938;1058567972;1814561910
00.864.214/0001-06;2020-01-01;8;103422;ENERGISA S.A.;231345;Capital Subscrito;2018-12-17;3363684355.35;;755993938;1058567972;1814561910
00.864.214/0001-06;2020-01-01;8;103422;ENERGISA S.A.;231346;Capital Integralizado;2018-12-17;3363684355.35;;755993938;1058567972;1814561910
00.864.214/0001-06;2020-01-01;8;103422;ENERGISA S.A.;231347;Capital Autorizado;2018-04-25;0.00;;1000000000;2000000000;3000000000
00.897.864/0001-58;2020-01-01;1;95675;SANTA CATARINA PART INVEST SA;214061;Capital Autorizado;1995-11-13;200000000.00;;200000;0;200000
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;228068;Capital Integralizado;2020-10-23;4663257541.95;;136242616;19;136242635
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;228069;Capital Integralizado;2019-06-21;4663149572.80;;125445701;19;125445720
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;228070;Capital Integralizado;2018-05-02;4638836550.90;;112303527;19;112303546
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;228071;Capital Integralizado;2017-10-23;4558858541.93;;110293641;19;110293660
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;228072;Capital Integralizado;2016-10-11;4558858541.93;;367645433926725;66665012;367645500591737
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;228073;Capital Emitido;2010-04-29;1722965684.34;29042010;210197577031248;66665012;210197643696260
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;228074;Capital Subscrito;2010-04-29;1722965684.34;29/04/2010;210197577031248;66665012;210197643696260
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;231452;Capital Subscrito;2020-04-17;99400000.00;;48786;37680;86466
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;231453;Capital Subscrito;2019-04-26;95000000.00;;48786;37680;86466
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;231454;Capital Subscrito;2018-04-27;93000000.00;;48786;37680;86466
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;231532;Capital Emitido;2021-02-22;91953381.48;;70666879;141333771;212000650
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;231533;Capital Subscrito;2021-02-22;91953381.48;;70666879;141333771;212000650
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;231534;Capital Integralizado;2021-02-22;91953381.48;;70666879;141333771;212000650
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;231535;Capital Autorizado;1998-12-29;150000000.00;;0;0;0
00.979.969/0001-56;2020-01-01;2;100081;CAIXA ADM DIV PUB ESTADUAL SA;224558;Capital Subscrito;2017-08-11;210200000.00;;69150262;0;69150262
00.979.969/0001-56;2020-01-01;2;100081;CAIXA ADM DIV PUB ESTADUAL SA;224559;Capital Integralizado;2017-08-11;210200000.00;;69150262;0;69150262
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;233812;Capital Emitido;2019-04-18;5700000000.00;;2716815061;0;2716815061
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;233813;Capital Subscrito;2019-04-18;5700000000.00;Não Aplicável;2716815061;0;2716815061
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;233814;Capital Integralizado;2019-04-18;5700000000.00;Não Aplicável;2716815061;0;2716815061
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;233815;Capital Autorizado;2011-04-29;263834773.86;;2400000000;0;2400000000
01.083.200/0001-18;2020-01-01;12;104319;NEOENERGIA S.A.;233046;Capital Emitido;2018-03-26;12919982151.71;;1213797248;0;1213797248
01.083.200/0001-18;2020-01-01;12;104319;NEOENERGIA S.A.;233047;Capital Subscrito;2018-03-26;12919982151.71;;1213797248;0;1213797248
01.083.200/0001-18;2020-01-01;12;104319;NEOENERGIA S.A.;233048;Capital Integralizado;2018-03-26;12919982151.71;;1213797248;0;1213797248
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;230829;Capital Emitido;2010-08-25;118054887.48;;11764889;0;11764889
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;230830;Capital Subscrito;2010-08-25;118054887.48;;11764889;0;11764889
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;230831;Capital Integralizado;2010-08-25;118054887.48;;11764889;0;11764889
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;230832;Capital Autorizado;1996-12-15;1500000000.00;;11764889;0;11764889
01.107.327/0001-20;2020-01-01;8;103436;BBM LOGÍSTICA S.A.;231367;Capital Autorizado;2020-02-13;800000000.00;;0;0;0
01.107.327/0001-20;2020-01-01;8;103436;BBM LOGÍSTICA S.A.;231368;Capital Emitido;2019-12-17;102489376.00;;40760818;0;40760818
01.107.327/0001-20;2020-01-01;8;103436;BBM LOGÍSTICA S.A.;231369;Capital Subscrito;2019-12-17;102489376.00;;40760818;0;40760818
01.107.327/0001-20;2020-01-01;8;103436;BBM LOGÍSTICA S.A.;231370;Capital Integralizado;2019-12-17;102489376.00;;40760818;0;40760818
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213829;Capital Emitido;2018-04-25;2695632783.73;;45035110304475;68516168445415;113551278749890
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213830;Capital Subscrito;2018-04-25;2695632783.73;;45035110304475;68516168445415;113551278749890
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213831;Capital Integralizado;2018-04-25;2695632783.73;;45035110304475;68516168445415;113551278749890
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213832;Capital Emitido;2016-04-18;2502180783.73;;4029290925966;0;4029290925966
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213833;Capital Subscrito;2016-04-18;2502180783.73;;4029290925966;0;4029290925966
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213834;Capital Integralizado;2016-04-18;2502180783.73;;4029290925966;0;4029290925966
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213835;Capital Autorizado;2016-04-18;3000000000.00;;0;0;0
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213836;Capital Emitido;2015-03-31;1725126644.06;;1073867212980;1633775655374;2707642868354
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213837;Capital Subscrito;2015-03-31;1725126644.06;;1073867212980;1633775655374;2707642868354
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213838;Capital Integralizado;2015-03-31;1725126644.06;;1073867212980;1633775655374;2707642868354
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;213839;Capital Autorizado;2014-04-29;2000000000.00;;0;0;0
01.319.044/0001-41;2020-01-01;1;95401;WTC AMAZONAS SUITE HOTEL S.A.;213354;Capital Integralizado;1996-06-01;50000.00;;100;0;100
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;231074;Capital Emitido;2021-03-24;2151539070.15;;188332687;151667313;340000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;231075;Capital Subscrito;2021-03-24;2151539070.15;;188332687;151667313;340000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;231076;Capital Integralizado;2021-03-24;2151539070.15;;188332687;151667313;340000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;231077;Capital Autorizado;2012-10-04;2500000000.00;;0;0;0
01.543.032/0001-04;2020-01-01;6;103084;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;230135;Capital Emitido;2021-02-03;5664951979.22;;283067254;0;283067254
01.543.032/0001-04;2020-01-01;6;103084;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;230136;Capital Subscrito;2021-02-03;5664951979.22;;283067254;0;283067254
01.543.032/0001-04;2020-01-01;6;103084;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;230137;Capital Integralizado;2021-02-03;5664951979.22;;283067254;0;283067254
01.543.032/0001-04;2020-01-01;6;103084;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;230138;Capital Autorizado;2017-07-11;0.00;;2000000000;0;2000000000
01.545.826/0001-07;2020-01-01;9;103853;GAFISA S.A.;232668;Capital Emitido;2020-11-16;1083248395.33;Totalmente integralizado;300676101;0;300676101
01.545.826/0001-07;2020-01-01;9;103853;GAFISA S.A.;232669;Capital Subscrito;2020-11-16;1083248395.33;Totalmente Integralizado;300676101;0;300676101
01.545.826/0001-07;2020-01-01;9;103853;GAFISA S.A.;232670;Capital Integralizado;2020-11-16;1083248395.33;;300676101;0;300676101
01.545.826/0001-07;2020-01-01;9;103853;GAFISA S.A.;232671;Capital Autorizado;2020-08-07;0.00;;600000000;0;600000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;232455;Capital Emitido;2015-04-30;123144439.42;;792124;1571812;2363936
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;232456;Capital Subscrito;2015-04-30;123144439.42;;792124;1571812;2363936
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;232457;Capital Subscrito;2015-04-30;123144439.42;;792124;1571812;2363936
01.599.101/0001-93;2020-01-01;7;99476;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;222554;Capital Emitido;2020-12-24;438043026.53;N.A.;127150021;0;127150021
01.599.101/0001-93;2020-01-01;7;99476;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;222555;Capital Subscrito;2020-12-24;438043026.53;N.A.;127150021;0;127150021
01.599.101/0001-93;2020-01-01;7;99476;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;222556;Capital Integralizado;2020-12-24;438043026.53;N.A.;127150021;0;127150021
01.599.101/0001-93;2020-01-01;7;99476;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;222557;Capital Autorizado;2020-08-12;3000000000.00;N.A.;0;0;0
01.616.929/0001-02;2020-01-01;11;103558;SANEAMENTO DE GOIAS SA;231674;Capital Subscrito;2020-01-30;2515546367.00;;1866906374;648639993;2515546367
01.616.929/0001-02;2020-01-01;11;103558;SANEAMENTO DE GOIAS SA;231675;Capital Integralizado;2020-01-30;2515546367.00;;1866906374;648639993;2515546367
01.616.929/0001-02;2020-01-01;11;103558;SANEAMENTO DE GOIAS SA;231676;Capital Autorizado;2014-06-04;3125000000.00;;2500000000;625000000;3125000000
01.838.723/0001-27;2020-01-01;11;104527;BRF S.A.;233195;Capital Emitido;2016-06-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2020-01-01;11;104527;BRF S.A.;233196;Capital Subscrito;2016-02-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2020-01-01;11;104527;BRF S.A.;233197;Capital Integralizado;2016-02-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2020-01-01;11;104527;BRF S.A.;233198;Capital Autorizado;2010-03-31;0.00;;1000000000;0;1000000000
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230932;Capital Subscrito;2021-04-30;90000.00;30/04/2021;218446602;0;218446602
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230933;Capital Integralizado;2021-04-30;895904.66;;446808503;0;446808503
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230934;Capital Integralizado;2020-03-05;805904.66;;228361901;0;228361901
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230935;Capital Subscrito;2019-02-07;584904.66;5 dias;206261901;0;206261901
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230936;Capital Integralizado;2019-02-07;584904.66;;206261901;0;206261901
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230937;Capital Emitido;2018-02-22;484904.66;;196261901;0;196261901
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230938;Capital Subscrito;2018-02-22;484904.66;;196261901;0;196261901
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230939;Capital Integralizado;2018-02-22;484904.66;;196261901;0;196261901
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230940;Capital Emitido;2017-10-11;384904.66;;186261901;0;186261901
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230941;Capital Subscrito;2017-10-11;384904.66;;186261901;0;186261901
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;230942;Capital Integralizado;2017-10-11;384904.66;;186261901;0;186261901
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;229216;Capital Autorizado;2020-12-07;1000000000.00;;0;0;0
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;229217;Capital Emitido;2020-06-12;169231849.61;;41800000;0;41800000
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;229218;Capital Subscrito;2020-06-12;169231849.61;;41800000;0;41800000
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;229219;Capital Integralizado;2020-06-12;169231849.61;;41800000;0;41800000
01.917.818/0001-36;2020-01-01;11;103700;LIGHT ENERGIA S.A.;232292;Capital Emitido;2006-01-13;77421581.00;;77421581;0;77421581
01.917.818/0001-36;2020-01-01;11;103700;LIGHT ENERGIA S.A.;232293;Capital Subscrito;2006-01-13;77421581.00;;0;0;0
01.917.818/0001-36;2020-01-01;11;103700;LIGHT ENERGIA S.A.;232294;Capital Integralizado;2006-01-13;77421581.00;;0;0;0
01.917.818/0001-36;2020-01-01;11;103700;LIGHT ENERGIA S.A.;232295;Capital Autorizado;2006-01-13;77421581.00;;0;0;0
01.938.783/0001-11;2020-01-01;6;104796;CIA PARTICIPACOES ALIANCA DA BAHIA;233985;Capital Emitido;2016-04-29;410358800.00;;6425139;6425139;12850278
01.938.783/0001-11;2020-01-01;6;104796;CIA PARTICIPACOES ALIANCA DA BAHIA;233986;Capital Subscrito;2016-04-29;410358800.00;;6425139;6425139;12850278
01.938.783/0001-11;2020-01-01;6;104796;CIA PARTICIPACOES ALIANCA DA BAHIA;233987;Capital Integralizado;2016-04-29;410358800.00;;6425139;6425139;12850278
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211039;Capital Emitido;2014-12-26;28385040.47;;83596902573;0;83596902573
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211040;Capital Subscrito;2014-12-26;28385040.47;;83596902573;0;83596902573
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211041;Capital Integralizado;2014-12-26;28385040.47;;83596902573;0;83596902573
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211042;Capital Emitido;2009-07-01;18985040.47;;48582043390;0;48582043390
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211043;Capital Emitido;2009-07-01;18985040.47;;48582043390;0;48582043390
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211044;Capital Subscrito;2009-07-01;18985040.47;;48582043390;0;48582043390
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211045;Capital Subscrito;2009-07-01;18985040.47;;48582043390;0;48582043390
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211046;Capital Integralizado;2009-07-01;18985040.47;;48582043390;0;48582043390
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211047;Capital Integralizado;2009-07-01;18985040.47;;48582043390;0;48582043390
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211048;Capital Autorizado;1997-12-31;3500000000.00;;0;0;0
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;211049;Capital Autorizado;1997-12-31;3500000000.00;;0;0;0
01.971.614/0001-83;2020-01-01;3;103430;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;231362;Capital Integralizado;2017-06-30;78566787.37;;1026245;873819;1900064
01.971.614/0001-83;2020-01-01;3;103430;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;231363;Capital Integralizado;2014-04-30;150000000.00;;1026245;873819;1900064
01.971.614/0001-83;2020-01-01;3;103430;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;231364;Capital Integralizado;2009-12-31;74547000.00;;1026245;873819;1900064
01.989.044/0001-59;2020-01-01;1;95341;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;213256;Capital Integralizado;1997-06-16;50000.00;;1000;0;1000
02.016.440/0001-62;2020-01-01;6;104683;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;233627;Capital Emitido;2021-04-29;2831534168.58;;1125427;0;1125427
02.016.440/0001-62;2020-01-01;6;104683;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;233628;Capital Subscrito;2021-04-29;2831534168.58;;1125427;0;1125427
02.016.440/0001-62;2020-01-01;6;104683;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;233629;Capital Integralizado;2021-04-29;2831534168.58;;1125427;0;1125427
02.062.747/0001-08;2020-01-01;3;103348;SUDESTE S.A.;230944;Capital Subscrito;2021-04-30;170000.00;30/04/2021;965909091;0;965909091
