CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Data_Fim_Trimestre;Valor_Mobiliario;Mercado_Valor_Mobiliario;Entidade_Administradora_Mercado;Especie_Acao;Classe_Acao_Preferencial;Descricao_Outro_Valor_Mobiliario;Valor_Volume_Negociado;Valor_Maior_Cotacao;Valor_Menor_Cotacao;Escala_Cotacao;Valor_Cotacao_Media
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2018-07-01;2019-06-30;2019-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;44791320.00;15.84;14.35;Reais por ação;15.73
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2017-07-01;2018-06-30;2017-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;86907180.00;13.70;11.61;Reais por ação;13.25
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2017-07-01;2018-06-30;2017-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;58922180.00;13.48;11.46;Reais por ação;12.45
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2017-07-01;2018-06-30;2018-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;36439740.00;13.99;12.40;Reais por ação;12.97
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2017-07-01;2018-06-30;2018-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;74050340.00;14.40;12.75;Reais por ação;13.41
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2016-07-01;2017-06-30;2016-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;269851720.00;12.30;10.75;Reais por ação;11.46
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2016-07-01;2017-06-30;2016-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;250171823.00;11.05;9.70;Reais por ação;10.30
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2016-07-01;2017-06-30;2017-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;240217872.00;12.88;11.37;Reais por ação;12.14
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2016-07-01;2017-06-30;2017-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;233466872.00;12.79;12.01;Reais por ação;12.33
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2019-01-01;2019-12-31;2019-03-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;4808409397.00;21.90;18.39;Reais por ação;19.58
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2019-01-01;2019-12-31;2019-06-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3131909842.00;19.71;17.43;Reais por ação;18.92
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2019-01-01;2019-12-31;2019-09-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;2969479098.00;19.60;17.55;Reais por ação;18.88
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2019-01-01;2019-12-31;2019-12-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;2883201025.00;19.73;17.01;Reais por ação;18.12
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2018-01-01;2018-12-31;2018-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;4982422226.00;22.84;19.40;Reais por ação;21.10
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2018-01-01;2018-12-31;2018-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;4781023777.00;24.80;20.99;Reais por ação;22.96
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2018-01-01;2018-12-31;2018-09-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;5315247535.00;26.95;18.25;Reais por ação;20.11
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2018-01-01;2018-12-31;2018-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;4583832394.00;21.80;17.98;Reais por ação;20.38
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2017-01-01;2017-12-31;2017-03-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;2491734038.00;19.18;16.00;Reais por ação;17.84
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2017-01-01;2017-12-31;2017-06-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3222972409.00;17.35;14.76;Reais por ação;15.86
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2017-01-01;2017-12-31;2017-09-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;2931770160.00;18.69;15.20;Reais por ação;16.85
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;2017-01-01;2017-12-31;2017-12-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;4370113876.00;21.06;15.33;Reais por ação;16.64
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2019-01-01;2019-12-31;2019-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;32509072.00;9.50;7.30;Reais por ação;8.99
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2019-01-01;2019-12-31;2019-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;51407976.00;10.16;8.25;Reais por ação;9.21
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2019-01-01;2019-12-31;2019-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;135667946.00;15.85;9.25;Reais por ação;12.89
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2019-01-01;2019-12-31;2019-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;68350405.00;13.49;10.07;Reais por ação;12.27
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2018-01-01;2018-12-31;2018-03-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;57839838.00;12.46;9.87;Reais por ação;11.39
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2018-01-01;2018-12-31;2018-06-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;28257301.00;11.19;6.42;Reais por ação;9.18
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2018-01-01;2018-12-31;2018-09-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;13911323.00;8.22;5.36;Reais por ação;6.81
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2018-01-01;2018-12-31;2018-12-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;16060184.00;8.01;5.87;Reais por ação;7.00
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2017-01-01;2017-12-31;2017-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;143479935.00;11.27;4.13;Reais por ação;8.34
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2017-01-01;2017-12-31;2017-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;65266206.00;11.70;8.27;Reais por ação;10.05
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2017-01-01;2017-12-31;2017-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;51959788.00;13.15;9.31;Reais por ação;11.53
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;2017-01-01;2017-12-31;2017-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;58343682.00;13.10;9.76;Reais por ação;11.56
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2019-01-01;2019-12-31;2019-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;4119500870.00;26.67;22.60;Reais por ação;24.72
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2019-01-01;2019-12-31;2019-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;4949684830.00;28.13;21.51;Reais por ação;24.29
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2019-01-01;2019-12-31;2019-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;5681725300.00;29.54;25.26;Reais por ação;27.49
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2019-01-01;2019-12-31;2019-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;5056823180.00;33.54;27.00;Reais por ação;29.40
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2018-01-01;2018-12-31;2018-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3612780260.00;24.88;21.82;Reais por ação;23.43
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2018-01-01;2018-12-31;2018-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3897915910.00;23.15;17.05;Reais por ação;20.14
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2018-01-01;2018-12-31;2018-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;2363177710.00;20.70;17.65;Reais por ação;18.98
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2018-01-01;2018-12-31;2018-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3737477440.00;24.37;18.16;Reais por ação;22.31
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2017-01-01;2017-12-31;2017-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3245991160.00;67.99;58.41;Reais por ação;64.71
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2017-01-01;2017-12-31;2017-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3002504550.00;72.78;58.80;Reais por ação;66.52
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2017-01-01;2017-12-31;2017-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3377859650.00;79.23;64.01;Reais por ação;71.82
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2017-01-01;2017-12-31;2017-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;3197860160.00;76.63;67.68;Reais por ação;71.56
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2019-01-01;2019-12-31;2019-03-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;734069.49;20.48;18.56;Reais por ação;19.91
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2019-01-01;2019-12-31;2019-06-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;612795.53;20.14;17.92;Reais por ação;18.73
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2019-01-01;2019-12-31;2019-09-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;1885154.47;25.00;17.93;Reais por ação;23.08
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2019-01-01;2019-12-31;2019-12-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;1541919.03;38.00;22.11;Reais por ação;26.04
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2018-01-01;2018-12-31;2018-03-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;654243.31;1.54;1.26;Reais por ação;1.44
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2018-01-01;2018-12-31;2018-06-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;621881.12;1.33;0.83;Reais por ação;1.13
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2018-01-01;2018-12-31;2018-09-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;589992.71;0.98;0.73;Reais por ação;0.92
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2018-01-01;2018-12-31;2018-12-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;2120094.63;19.96;0.74;Reais por ação;5.72
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2017-01-01;2017-12-31;2017-03-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;2984677.44;1.59;1.21;Reais por ação;1.41
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2017-01-01;2017-12-31;2017-06-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;1714268.69;1.37;1.18;Reais por ação;1.27
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2017-01-01;2017-12-31;2017-09-30;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;1858014.67;1.50;1.24;Reais por ação;1.38
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2017-01-01;2017-12-31;2017-12-31;Ações;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;1372558.02;1.65;1.41;Reais por ação;1.52
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2019-01-01;2019-12-31;2019-03-31;Certificados de depósito de valores mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;3706099.00;4.81;4.42;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2019-01-01;2019-12-31;2019-06-30;Certificados de depósito de valores mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;20427189.00;5.02;3.88;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2019-01-01;2019-12-31;2019-09-30;Certificados de depósito de valores mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;7474350.00;6.23;4.65;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2019-01-01;2019-12-31;2019-12-31;Certificados de depósito de valores mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;20890070.00;7.34;5.49;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2018-01-01;2018-12-31;2018-03-31;Certificados de depósito de valores mobiliários;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;11257396.00;6.35;5.64;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2018-01-01;2018-12-31;2018-06-30;Certificados de depósito de valores mobiliários;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;39590.97;6.60;4.90;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2018-01-01;2018-12-31;2018-09-30;Certificados de depósito de valores mobiliários;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;3474671.00;5.94;4.54;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2018-01-01;2018-12-31;2018-12-31;Certificados de depósito de valores mobiliários;Balcão Organizado;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;16493107.00;5.20;4.55;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2017-01-01;2017-12-31;2017-12-30;Certificados de depósito de valores mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;6281145.00;6.89;5.76;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2017-01-01;2017-12-31;2017-09-30;Certificados de depósito de valores mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;4538289.00;7.21;5.97;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2017-01-01;2017-12-31;2017-06-30;Certificados de depósito de valores mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;28340474.00;7.19;6.35;Reais por ação;0.00
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;2017-01-01;2017-12-31;2017-03-31;Certificados de depósito de valores mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;BDR nível 3;34672058.00;7.20;6.15;Reais por ação;0.00
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-03-31;Certificados de Depósito de Valores Mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;Certificados de Depósito de Valores Mobiliários -TAEE11;43019907.00;23.96;21.28;Reais por ação;22.88
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-06-30;Certificados de Depósito de Valores Mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;Certificados de Depósito de Valores Mobiliários -TAEE11;32515461.00;25.31;22.05;Reais por ação;23.71
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-09-30;Certificados de Depósito de Valores Mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;Certificados de Depósito de Valores Mobiliários -TAEE11;42254025.00;28.26;24.97;Reais por ação;26.26
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-12-31;Certificados de Depósito de Valores Mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;Certificados de Depósito de Valores Mobiliários -TAEE11;42052777.00;30.23;25.73;Reais por ação;27.30
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;51840.00;9.52;7.52;Reais por ação;9.59
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;49559.00;9.36;7.81;Reais por ação;8.60
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;90572.00;9.82;8.41;Reais por ação;9.24
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Ordinária;;;197707.00;9.98;8.58;Reais por ação;9.13
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-03-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Preferencial;;;85304.00;7.68;6.73;Reais por ação;7.17
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-06-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Preferencial;;;70288.00;8.47;6.91;Reais por ação;7.57
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-09-30;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Preferencial;;;156975.00;9.25;7.93;Reais por ação;8.54
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-12-31;Ações;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;Preferencial;;;364928.00;10.29;8.59;Reais por ação;9.11
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-03-31;Debêntures;Balcão Organizado;CETIP;;;Debêntures Quirografárias;55055135.82;1188.59;1090.91;Reais por ação;1145.40
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-06-30;Debêntures;Balcão Organizado;CETIP;;;Debêntures Quirografárias;77487521.82;0.00;0.00;Reais por ação;0.00
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-09-30;Debêntures;Balcão Organizado;CETIP;;;Debêntures Quriografárias;89494973.07;1218.87;1117.87;Reais por ação;1180.94
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;2019-12-31;Debêntures;Balcão Organizado;CETIP;;;Debêntures Quriografárias;139387253.93;1111.31;970.31;Reais por ação;1071.32
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2018-01-01;2018-12-31;2018-03-31;Certificados de Depósito de Valores Mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;TAEE11;30157819.00;17.23;15.46;Reais por ação;16.34
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2018-01-01;2018-12-31;2018-06-30;Certificados de Depósito de Valores Mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;TAEE11;47677462.00;17.23;15.46;Reais por ação;16.34
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2018-01-01;2018-12-31;2018-09-30;Certificados de Depósito de Valores Mobiliários;Bolsa;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;;;TAEE11;26871925.00;18.25;15.64;Reais por ação;16.90
