CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Reducao;Data_Deliberacao;Data_Reducao;Valor_Total_Reducao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Reducao_Capital_Anterior;Valor_Restituido_Por_Acao;Forma_Restituicao;Razao_Reducao
09.112.685/0001-32;2020-01-01;9;103785;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;12293;2018-11-27;2018-11-27;3850923805.46;0;0;0;0.000000;0.00000000;Não aplicável.;A administração da Companhia entende que a redução de capital social ora realizada proporcionará o saneamento contábil das demonstrações financeiras da Companhia, na medida em que deixará de constar no seu passivo, parcela das suas perdas irrecuperáveis. Da mesma forma, como consequência de tal saneamento contábil, a adequação do valor do capital social da Companhia à sua efetiva situação econômico-financeira, permitirá a redução dos seus custos de manutenção.
09.149.503/0001-06;2020-01-01;21;104840;SERENA GERAÇÃO S.A.;12365;2015-07-02;2015-07-02;46870644.00;312610024;0;312610024;15.014627;0.00000000;Não aplicável.;Absorção de prejuízos acumulados.
09.288.252/0001-32;2020-01-01;13;104575;ANIMA HOLDING S.A.;12333;2012-08-31;2012-08-31;27002507.11;0;0;0;23.120000;0.00000000;dinheiro, crédito ou bens;Em virtude dos prejuízos acumulados nas demonstrações financeiras do exercício de 2011
09.288.252/0001-32;2020-01-01;13;104575;ANIMA HOLDING S.A.;12334;2013-05-28;2013-05-28;47489899.98;0;0;0;40.290000;0.00000000;dinheiro, crédito ou bens;por ser o capital social excessivo
09.304.427/0001-58;2020-01-01;1;95326;HABITASEC SECURITIZADORA SA;11434;2017-12-08;2017-12-08;1200000.00;0;0;0;0.000000;0.00000000;;
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;12122;2020-01-20;2020-02-20;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;12123;2020-01-20;2020-01-20;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;12124;2020-01-20;2020-03-20;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;12125;2020-01-20;2020-09-21;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;12126;2020-01-20;2020-10-20;10000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;12127;2020-03-18;2020-10-20;5000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;12128;2020-03-18;2020-11-20;15000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;12129;2020-03-18;2020-12-21;15000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
10.139.870/0001-08;2020-01-01;5;103758;NEOGRID PARTICIPAÇÕES S.A.;12287;2017-01-06;2017-01-06;1177656.00;0;1478388;1478388;0.800000;0.00000000;N/A;Não integralização pelos acionistas da Companhia das ações subscritas por deliberação da Assembleia Geral Extraordinária realizada em 09/11/2016.
10.139.870/0001-08;2020-01-01;5;103758;NEOGRID PARTICIPAÇÕES S.A.;12288;2017-12-18;2017-12-18;21485537.00;0;0;0;14.200000;0.00000000;N/A;Absorção de prejuízos acumulados registrados no exercício social encerrado em 31/12/2016.
10.139.870/0001-08;2020-01-01;5;103758;NEOGRID PARTICIPAÇÕES S.A.;12289;2018-12-14;2018-12-14;931182.00;0;1143818;1143818;0.700000;0.81410000;Participação societária de 20% na Dux Global Inc.;Com base na Assembleia Geral Extraordinária realizada em 14/12/2018, às 15hs, após aguardar 60 dias previsto na Lei das S.A., foi aprovada a redução de capital de R$ 931.182,00 com a entrega da participação societária detida pela Companhia na Dux Global Inc. Louisiana Corporation ao YAFO (Fundo de Investimento em Participações Multiestratégia) mediante o cancelamento de 1.143.818 ações preferenciais nominativas.
10.338.320/0001-00;2020-01-01;7;102917;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;12166;2017-01-31;2017-01-31;30000000.00;0;0;0;47.555112;0.47555112;Os acionistas com o direito ao recebimento de proventos correspondentes à redução de capital são os que detiveram posição acionária registrada em 12/04/2017.O valor foi pago na proporção de R$ 0,4755511241 por ação ordinária a partir de 20/4/2017.;A companhia é uma transmissora de energia e seu fluxo de geração de caixa é estável com receitas determinadas pela ANEEL através da RAP (receita anual permitida) reajustada anualmente por índice de inflação - IGPM. Após análise das projeções financeiras e medido desempenho financeiro da companhia verificou-se que fluxo de receitas é suficiente para cobrir as despesas da empresa, que são compostos de: encargos e amortização do financiamento, encargos do setor elétrico e impostos e não estão previstos investimentos significativos para manutenção da sua operação. Assim, mesmo com a redução de capital a companhia continuará em plena capacidade de honrar seus compromissos financeiros e para com terceiros. O capital social integralizado de Afluente T passou no exercício de 2017 de R$ 63.084.700, 00 para R$ 33.084.700,00. A redução de capital foi previamente aprovada pela ANEEL em 13 de dezembro de 2016 através do despacho número 3.267.
10.629.105/0001-68;2020-01-01;22;103769;PRIO S.A.;12292;2015-04-30;2015-04-30;611752039.75;29748449;0;29748449;15.460000;0.00000000;Não se aplica (não houve alteração na quantidade de ações).;Não se aplica (não houve alteração na quantidade de ações).
11.721.921/0001-60;2020-01-01;8;103968;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;12310;2019-05-17;2019-05-17;218436966.18;0;0;0;58.641422;0.00000000;;Absorção do prejuízo acumulado da companhia até 31/12/2018.
11.992.680/0001-93;2020-01-01;15;104749;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;12359;2019-08-15;2019-10-15;980000000.00;0;0;0;52.448794;3.49129514;Dinheiro;Capital excessivo
12.091.809/0001-55;2020-01-01;8;100714;BRAVA ENERGIA S.A.;12018;2020-06-30;2020-06-30;687442.81;0;0;0;0.002101;0.00000000;Não houve restituição aos acionistas.;Quando da incorporação reversa da Ônix Petróleo e Gás Participações S.A. ("Ônix") pela Companhia, em 30 de junho de 2020, o acervo líquido da Ônix foi contabilizado no valor negativo de R$687.442,81. Desta forma, foi vertido à conta do capital social da Companhia, sem o cancelamento de ações e, como consequência, o capital social da Companhia foi reduzido de R$327.267.206,03 para R$326.579.763,22. Em 9 de novembro de 2020, a Companhia incorporou a 3R e a sucedeu a título universal, na forma da lei, em todos os seus direitos e obrigações, passando a totalidade dos seus ativos e passivos para o patrimônio da Companhia, ato no qual foi realizado ajuste contábil e societário para contemplar os efeitos da incorporação reversa acima detalhada, no valor de R$38.913.711,84. Tais ajustes foram realizados em virtude de erro de escrita constante do ato societário da referida incorporação e resultou em um ajuste na conta do capital da social da Companhia, conforme consta do laudo de avaliação da Ônix elaborado, na forma do artigo 227, § 3º da Lei nº 6.404 de 15 de dezembro de 1976, com o intuito de respaldar a incorporação reversa acima detalhada. A Companhia ressalta que o referido ajuste não gerou prejuízo a credores, uma vez que a conta capital social já havia sido reduzida e o os próximos eventos societários da Companhia são de aumento de capital, decorrentes, principalmente, da realização oferta.
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;11393;2016-12-29;2016-12-29;7138115.00;12520902;0;12520902;89.620000;0.00000000;;Absorção de prejuízos acumulados
12.648.327/0001-53;2020-01-01;18;104716;HIDROVIAS DO BRASIL S.A.;12355;2018-06-20;2018-06-20;203101783.86;721006945;0;721006945;0.000000;0.00000000;N/A;Absorção dos prejuízos acumulados constantes das demonstrações financeiras referentes ao exercício social findo em 31 de dezembro de 2017.
13.217.485/0001-11;2020-01-01;10;104632;GRUPO SBF S.A.;12342;2017-09-30;2017-09-30;71049565.00;36077088;0;36077088;23.680576;1.97000000;Foram canceladas 13.168.137 ações ordinárias nominativas, no valor de R$ 25.933.091,00 de titularidade da acionista Naomi Participações S.A., a qual recebeu, em substituição, 25.933.091 quotas de emissão da SBF Comércio, no valor de R$ 25.933.091,00. Adicionalmente, foram canceladas 22.908.951 ações ordinárias nominativas, no valor de R$ 45.116.474,00 de titularidade da acionista Pacipar Participações Ltda., a qual recebeu, em substituição, 45.116.474 quotas de emissão da SBF Comércio, no valor total de R$ 45.116.474,00.;Redução de capital em decorrência da cisão parcial. Para mais informações sobre esta cisão parcial, vide item 15.7 deste Formulário de Referência.
13.444.994/0001-87;2020-01-01;4;102121;MLOG S.A.;12074;2015-08-26;2015-08-26;353361556.60;0;937906;937906;42.200000;376.76000000;Em Dinheiro;Ajuste de estrutura de capital em função da fusão com a Maverick Logistica S.A.
13.444.994/0001-87;2020-01-01;4;102121;MLOG S.A.;12075;2016-12-08;2017-02-06;42631756.30;152788;0;152788;5.010000;279.03000000;Não há, pois as ações canceladas não haviam sido integralizadas.;Redimensionamento do Aumento de Capital deliberado em assembleia geral extraordinária realizada em 26/08/2015.
13.457.942/0001-45;2020-01-01;2;95226;RIVA INCORPORADORA S.A;11426;2020-03-02;2020-03-02;8196901.63;0;0;0;0.000000;0.00000000;Não se aplica, tendo em vista que a redução de capital se deu com fins da absorção dos prejuízos sociais acumulados, sem o cancelamento de ações.;Necessidade da absorção de prejuízos acumulados.
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;12174;2019-12-30;2019-12-30;66561752.31;821555;1642932;2464487;33.514892;0.00000000;;
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;11844;2020-12-24;2020-12-24;42482454.59;0;0;0;49.645538;0.00000000;;Redução do prejuizo acumulado
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;12343;2017-06-28;2017-08-29;48331770.00;0;0;0;5.227236;0.30000000;Moeda corrente nacional.;A redução do capital foi realizada em razão do montante do capital social excessivo para o desempenho das atividades sociais da Companhia.
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;12344;2018-10-04;2019-01-22;100000000.00;0;0;0;11.411845;0.63000000;Moeda corrente nacional.;A redução do capital foi realizada em razão do montante do capital social excessivo para o desempenho das atividades sociais da Companhia.
17.344.597/0001-94;2020-01-01;14;103351;BB SEGURIDADE PARTICIPAÇÕES S.A.;12241;2019-10-30;2019-12-31;2700000000.00;0;0;0;44.290000;1.35000000;Dinheiro.;Por considerá-lo excessivo, nos termos do artigo 173 da Lei nº 6.404/76.
21.240.146/0001-84;2020-01-01;3;102829;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;12152;2020-10-30;2020-10-30;45295653.40;0;0;0;134302868.100000;0.00000000;Não aplicável.;Aprovação da reorganização societária do Grupo, que acarretou a cisão parcial da Companhia.
21.254.073/0001-80;2020-01-01;1;95231;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;11427;2017-01-01;;0.00;0;0;0;0.000000;0.00000000;Nos últimos três exercícios sociais não ocorreram redução do capital social da Companhia.;Nos últimos três exercícios sociais não ocorreram redução do capital social da Companhia.
23.236.821/0001-27;2020-01-01;4;100515;PATRIMAR ENGENHARIA S.A.;12001;2020-12-31;2020-12-31;12429952.73;2250498;0;2250498;3.861792;0.00000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia.;Em decorrência da Cisão Parcial, a redução do capital social da Companhia, mediante o cancelamento de 2.250.498 (dois milhões, duzentos e cinquenta mil, quatrocentos e noventa e oito) ações ordinárias.
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;12378;2018-12-31;2018-12-31;80899140.25;42852943;0;42852943;12.817000;0.00000000;Não houve restituição aos acionistas.;Cisão parcial da Companhia, com a versão da totalidade da participação societária que a Companhia possui na JSL Holding Financeira Ltda. para uma nova sociedade empresária denominada JSLF1 Participações Ltda.
30.540.991/0001-66;2020-01-01;3;94650;HAGA S.A. INDUSTRIA E COMERCIO;11364;2011-12-31;2011-12-31;0.00;0;0;0;0.000000;0.00000000;NÃO SE APLICA;NÃO SE APLICA
33.352.394/0001-04;2020-01-01;14;103300;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;12234;2012-06-13;2012-07-02;3830000000.00;361935886441;90050693404;451986579845;97.446000;0.00000000;não há;não há
34.274.233/0001-02;2020-01-01;7;103075;VIBRA ENERGIA S/A;12185;2017-08-31;2017-08-31;6312989460.63;0;0;0;0.000000;0.00000000;Não aplicável;A redução de capital ocorreu em função da cisão parcial da Companhia para segregar de seu patrimônio a parcela cindida, com versão desta para a Downstream Participações Ltda. A cisão parcial foi realizada com o objetivo de melhorar a estrutura de capital da Companhia.
42.331.462/0001-31;2020-01-01;3;103559;EMBPAR PARTICIPAÇÕES S/A;12262;2017-07-26;2017-10-02;121965575.36;0;0;0;0.000000;0.00000000;Foi realizada em bens, mediante a entrega aos acionistas da Companhia, na proporção da participação de cada acionista no capital social no capital social da Companhia, de ações ordinárias e preferenciais de emissão da empresa Portosul Participações S/A. Cada acionista fará jus ao mesmo número de ações da Portosul que atualmente titulam no capital social da Companhia, ou seja, 1 (uma) ação detida no capital da Companhia receberão 1 (uma) ação de emissão da Portosul.;A Administração da Companhia entende que o seu capital social tornou-se excessivo para o desenvolvimento das suas atividades operacionais e da consecução de seus objetivos sociais, e propôs, nos termos do artigo 173 da Lei no 6.404, de 15 de dezembro de 1976 ("Lei das S.A.s"), a redução do capital social, cf Proposta da Administração, divulgada no dia 14/07/2017.
42.331.462/0001-31;2020-01-01;3;103559;EMBPAR PARTICIPAÇÕES S/A;12263;2019-10-23;2019-10-23;84590402.88;0;0;0;0.000000;0.00000000;Não houve restituição, pois a redução de capital não consistiu no cancelamento de ações, mantendo-se inalterado o percentual de participação dos acionistas no capital social da Companhia;A redução do capital reflete o acompanhamento da administração no desenvolvimento dos negócios da Companhia e a adequação de capital às suas necessidades operacionais. Neste contexto, para desenvolvimento dos negócios e consecução dos objetivos sociais da Companhia, considerando os prejuízos acumulados apresentados pela Companhia no exercício findo em 31 de dezembro de 2018 a administração propos que deste prejuízo ocorra a redução de capital. A redução de capital não consistiu no cancelamento de ações, mantendo-se inalterado o percentual de participação dos acionistas no capital social da Companhia
43.185.362/0001-07;2020-01-01;6;102733;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;12137;2020-11-19;2020-11-19;1.00;12504966;0;12504966;0.000001;1.00000000;Constituição de uma nova sociedade através de Cisão parcial.;Cisão parcial.
43.283.811/0001-50;2020-01-01;2;100870;KALUNGA S.A;12050;2020-09-01;2020-09-01;23170942.00;2317094200;0;2317094200;73.630000;0.01000000;Bens/ direitos;Cisão
46.119.855/0001-37;2020-01-01;8;100774;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;12021;2017-03-10;2016-11-29;89349550.00;89349550;0;89349550;21.894170;0.00000000;Não houve restituição, uma vez que a redução do Capital teve por objetivo absorver os prejuízos acumulados dos exercícios de 2014 e 2015.;A redução do Capital é justificada pela capitalização dos prejuízos acumulados dos exercícios de 2014 e 2015, conforme demonstram os registros contábeis.
46.119.855/0001-37;2020-01-01;8;100774;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;12022;2017-06-13;2017-08-16;50004170.00;50004170;0;50004170;12.940000;1.00000000;A restituição foi realizada em valores monetários. (Em reais);Por considerar o Capital Social da Companhia excessivo em relação ao seu objeto social.
47.508.411/0001-56;2020-01-01;14;104129;CIA BRASILEIRA DE DISTRIBUICAO;12315;2020-12-31;2020-12-31;1215962963.38;0;0;0;17.710350;0.00000000;Não aplicável, visto que não houve redução do número de ações de emissão da Companhia.;A redução decorreu da cisão parcial da Companhia, aprovada em Assembleia Geral Extraordinária realizada em 31 de dezembro de 2020, conforme descrita no item 15.7 deste Formulário de Referência.
49.263.189/0001-02;2020-01-01;7;104562;HELBOR EMPREENDIMENTOS S.A.;12331;2020-07-10;2020-07-10;440270773.66;0;0;0;0.000000;0.00000000;No dia 10 de julho de 2020 foi aprovada em Assembleia Geral Extraordinária a redução do capital social da Companhia, no valor de R$440.270.773,66, sem o cancelamento de ações, mantendo-se inalterado os respectivos percentuais de participação dos atuais acionistas no capital social da Companhia, para absorção dos prejuízos acumulados conforme apurado nas Demonstrações Financeiras referentes ao exercício social findo em 31 de dezembro de 2019. Em razão disso, o capital social da Companhia passará a ser de R$1.310.225.371,4;Tendo em vista a existência de prejuízos acumulados, e conforme lhe faculta o artigo 173 da Lei das Sociedades por Ações, a Administração da Companhia propos aos Acionistas a aprovação da redução do capital social da Companhia.
49.669.856/0001-43;2020-01-01;8;103607;VESTE S.A. ESTILO;12269;2021-01-15;2021-01-15;333992074.92;0;0;0;0.000000;0.00000000;Sem cancelamento de ações;Redução para absorção de parte do prejuízo acumulado constante das demonstrações financeiras da Companhia com data base de 30 de setembro de 2020
50.746.577/0001-15;2020-01-01;10;104695;COSAN S.A.;12349;2014-10-01;2014-10-01;1059590891.30;0;0;0;22.583781;0.00000000;Como a redução do capital social da Companhia foi em decorrência à cisão parcial, cada acionista recebeu 1 (uma) ação ordinária, nominativa, escritural e sem valor nominal de emissão da Cosan Logística S.A. para cada 1 (uma) ação ordinária, nominativa, escritural e sem valor nominal de emissão da Companhia, que possuía na data da cisão parcial em 01 de dezembro de 2014;A redução do capital social ocorreu devido à cisão parcial da Companhia, que teve por objetivo à segregação das atividades de logística, para que desta forma, o segmento de negócio seja desenvolvido dentro de sua especialidade de atuação, estabelecendo estrutura de capital adequada e proporcionando ao mercado maior visibilidade sobre a performance isolada da referida atividade, permitindo aos acionistas e investidores uma melhor avaliação do segmento de negócios de logística e viabilizando a alocação de recursos de acordo com seus interesses e estratégia de investimento.
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;11789;2020-04-30;2020-04-30;11396835.64;0;0;0;0.000000;0.00000000;;Redução sem cancelamento de ações para absorção dos prejuízos acumulados constante nas Demonstrações Contábeis referentes ao exercício social findo em 31 de dezembro de 2019.
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;12421;2020-08-05;2020-08-05;611727896.88;0;0;0;611727896.880000;0.00000000;N/A;Aprovação da reorganização societária do Grupo, que acarretou na cisão parcial da Companhia.
59.418.806/0001-47;2020-01-01;6;104412;TRACK & FIELD CO S.A.;12319;2018-05-29;2018-05-29;1329.00;1329;0;1329;31.980000;0.00000000;Como a redução do capital social da Companhia foi em decorrência da cisão parcial, cada acionista recebeu 1 (uma) quota de emissão da Track & Field Co Participações Ltda. para cada 1 (uma) quota de emissão da Companhia, que possuía na data da cisão parcial em 29 de maio de 2018.;A redução do capital social ocorreu devido à cisão parcial da Companhia, para a constituição da Track & Field Co Participações Ltda.
60.543.816/0001-93;2020-01-01;3;103221;IGUATEMI S.A.;12210;2017-05-05;2017-05-05;42017101.65;0;0;0;5.360000;0.45000000;Dinheiro;A redução teve como objetivo a devolução aos acionistas de parte do valor de suas ações, devido o capital da Companhia ser considerado excessivo.
61.022.042/0001-18;2020-01-01;1;95577;CONSTRUTORA ADOLPHO LINDENBERG S.A.;11461;2012-04-30;2012-04-30;37852195.79;0;0;0;97.135200;0.00000000;O valor da redução de capital aprovado será integralmente destinado para a absorção dos prejuízos acumulados apresentados no balanço patrimonial da Companhia de 31 de dezembro de 2011.;O valor da redução de capital aprovado será integralmente destinado para a absorção dos prejuízos acumulados apresentados no balanço patrimonial da Companhia de 31 de dezembro de 2011.
61.351.532/0001-68;2020-01-01;7;103990;AZEVEDO E TRAVASSOS S.A.;12311;2014-04-30;2014-04-30;25849303.85;9000000;18000000;27000000;47.960000;0.00000000;Não houve valores de restituição.;Redução do capita social mediante absorção integral do saldo de prejuízos acumulados em 2013, aprovado pela AGO/E de 30/04/2014
61.856.571/0001-17;2020-01-01;6;104613;CIA GAS DE SAO PAULO - COMGAS;12339;2019-07-01;2019-12-09;1500000000.00;0;0;0;73.662456;11.31899604;A restituição será realizada, em dinheiro, aos acionistas de parte do valor de suas ações.;A administração verificou que o capital social se tornou excessivo para o normal desenvolvimento dos negócios da Companhia e para a consecução do seu objeto social, nos termos do caput do art. 173 da Lei das S.A., razão pela qual propôs reduzi-lo em R$ 1.500.000.000,00 (um bilhão e quinhentos milhões de reais), sem cancelamento de ações, mantendo-se inalterado o percentual de participação dos acionistas no capital social da Companhia.
62.002.886/0001-60;2020-01-01;9;103628;SAO PAULO TURISMO S.A.;12275;2011-11-07;2011-11-07;109188.98;432;3358;3790;0.090000;14.61000000;Dinheiro;Dissidencia quanto a alteração do objeto social
64.904.295/0001-03;2020-02-28;9;94700;CAMIL ALIMENTOS S.A.;11374;2016-08-01;2016-08-01;19778773.04;1644601;0;1644601;1.400000;0.00000000;Restituição por meio de ativos.;Cisão parcial da Companhia - constituídas novas sociedades sob denominação Q4 Sertãozinho Empreendimentos e Participações Ltda. e Q4 Itajaí Empreendimentos e Participações Ltda.
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;12350;2019-05-10;2019-05-10;1000000000.00;0;0;0;89.660630;0.00000000;Não aplicável.;A proposta de Redução de Capital tem como finalidade a absorção dos prejuízos acumulados registrados nas demonstrações financeiras da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2018, nos termos do art. 173 da Lei das S.A. Como é sabida, a operação de Redução de Capital social é de natureza estritamente contábil, sendo realizada mediante lançamento contábil que debitou o total da perda à conta "capital social", creditando-se valor igual à conta "prejuízos acumulados". Nestes termos, a administração da Companhia entende que a Redução de Capital da Companhia, nos moldes ora propostos, visou beneficiar os acionistas, possibilitando a distribuição de dividendos ou juros sobre capital próprio, em caso caso de lucros nos exercícios futuros, e, também, reestabelecer a situação de equilíbrio entre o nível de capital e o patrimônio da Companhia. Ademais, a absorção dos prejuízos acumulados da Companhia pela Redução de Capital facultará a adoção, pelo conselho de administração da Companhia, de programa de compra de ações de própria emissão, para manutenção em tesouraria ou cancelamento, nos termos artigo 30, §1º, item "b" da Lei das S.A., conferindo agilidade à administração da Companhia para buscar a maximização do valor dos acionistas.
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;12351;2020-03-20;2020-03-20;380209948.20;0;0;0;28.360000;0.00000000;Não Aplicável.;A proposta de Redução de Capital tem como finalidade a absorção dos prejuízos acumulados registrados nas demonstrações financeiras da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2019, nos termos do art. 173 da Lei das S.A. Como é sabida, a operação de Redução de Capital social é de natureza estritamente contábil, sendo realizada mediante lançamento contábil que debitou o total da perda à conta "capital social", creditando-se valor igual à conta "prejuízos acumulados". Nestes termos, a administração da Companhia entende que a Redução de Capital da Companhia, nos moldes ora propostos, visou beneficiar os acionistas, possibilitando a distribuição de dividendos ou juros sobre capital próprio, em caso caso de lucros nos exercícios futuros, e, também, reestabelecer a situação de equilíbrio entre o nível de capital e o patrimônio da Companhia. Ademais, a absorção dos prejuízos acumulados da Companhia pela Redução de Capital facultará a adoção, pelo conselho de administração da Companhia, de programa de compra de ações de própria emissão, para manutenção em tesouraria ou cancelamento, nos termos artigo 30, §1º, item "b" da Lei das S.A., conferindo agilidade à administração da Companhia para buscar a maximização do valor dos acionistas.
71.476.527/0001-35;2020-01-01;10;104883;CONSTRUTORA TENDA S.A.;12379;2016-12-14;2016-12-14;100000000.00;0;0;0;8.375209;0.00000000;O valor será pago, em moeda corrente nacional, através da transferência de recursos imediatamente disponíveis para conta corrente a ser indicada pela Gafisa S.A. mediante solicitação da Companhia, da seguinte forma: (a) R$50.000.000,00, acrescidos da correção, até 31 de dezembro de 2018 e (b) o saldo até 31 de dezembro de 2019.;Capital considerado excessivo.
76.627.504/0001-06;2020-01-01;19;106575;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;12624;2010-05-19;2010-05-19;415963458.60;0;0;0;61.239278;0.00000000;Não houve prejuízo no percentual de participação dos acionistas. a redução não teve implicação fiscal, muito menos de natureza econômica e financeira.;Absorção dos prejuízos acumulados existentes até a data de 31 de dezembro de 2009 para dar maior transparência aos números do balanço, visando, inclusive, futura distribuição de dividendos.
76.627.504/0001-06;2020-01-01;19;106575;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;12625;2019-01-28;;775.00;10;0;10;0.000001;0.00000000;Não houve restituição, apenas, correção.;Corrigir a quantidade de debêntures convertidas, com a exclusão de 775 debêntures perpétuas da 6ª emissão que já haviam constado nas deliberações aprovadas na 337ª RCA realizada em 25/10/2018, havendo duplicidade, e, por consequência, corrigir a quantidade de ações ordinárias emitidas naquela ata de 1.049 ações ordinárias para 1039 ações ordinárias.
80.227.184/0001-66;2020-01-01;2;93777;METALGRAFICA IGUACU S.A.;11273;2018-11-13;2018-11-13;9761854.62;0;0;0;29.850409;0.00000000;Absorção de prejuízo acumulado, não haverá restiuição.;Absorção de prejuízos acumulados registrados nas Demonstrações Financeiras de 31 de dezembro de 2017.
85.041.333/0001-11;2020-01-01;1;94099;PORTO PONTA DO FELIX S/A;11316;2014-04-08;2014-04-08;13126202.72;85937255;145449893;231387148;8.571439;0.00000000;Não houve qualquer restituição de valores aos acionistas;Absorção de prejuízos acumulados até o dia 31/12/2013.
89.463.822/0001-12;2020-01-01;12;104916;LUPATECH S.A;12383;2009-05-15;2010-05-14;197694.42;6113;0;6113;0.060000;32.34000000;Correção do Capital Social;Cancelamento de ações
89.463.822/0001-12;2020-01-01;12;104916;LUPATECH S.A;12384;2015-03-31;2015-03-31;33448197.00;137385;0;137385;1.770000;0.39000000;Correção do Capital Social.;Conforme Ata de RCA 006/2014 de 31/03/2015:Correção do cálculo individual dos créditos capitalizados e, por conseguinte, de arredondamentos necessários para o número de ações emitidas, sem considerar as ações que foram emitidas em decorrência da conversão mandatória de debêntures série B, emitidas em decorrência do aumento de capital homologado em RCA de 30/09/2014. Correção do montante de capital social consolidado divulgado na ata da RCA de 30/09/2014 de R$1.887.132.156,73 para R$1.853.683.959,73.
90.441.460/0001-48;2020-01-01;3;103118;UNICASA INDÚSTRIA DE MÓVEIS S.A.;12194;2019-12-03;2020-02-05;40708920.96;0;0;0;0.000000;0.00000000;R$13.784.742,58 (treze milhões setecentos e oitenta e quatro mil setecentos e quarenta e dois reais e cinquenta e oito centavos) para absorção dos prejuízos acumuladosR$2.658.343,92 (dois milhões seiscentos e cinquenta e oito mil trezentos e quarenta e três reais e noventa e dois centavos) para absorção do saldo negativo da reserva de capital e,R$24.265.834,46 (vinte e quatro milhões duzentos e sessenta e cinco mil oitocentos e trinta e quatro reais e quarenta e seis centavos), por julga-lo excessivo, com restituição aos acionistas do valor de R$0,367183682 por ação, conforme art. 173, da Lei nº 6.404/76.;R$13.784.742,58 (treze milhões setecentos e oitenta e quatro mil setecentos e quarenta e dois reais e cinquenta e oito centavos) para absorção dos prejuízos acumuladosR$2.658.343,92 (dois milhões seiscentos e cinquenta e oito mil trezentos e quarenta e três reais e noventa e dois centavos) para absorção do saldo negativo da reserva de capital e,R$24.265.834,46 (vinte e quatro milhões duzentos e sessenta e cinco mil oitocentos e trinta e quatro reais e quarenta e seis centavos), por julga-lo excessivo, com restituição aos acionistas do valor de R$0,367183682 por ação, conforme art. 173, da Lei nº 6.404/76.
