CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Reducao;Data_Deliberacao;Data_Reducao;Valor_Total_Reducao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Reducao_Capital_Anterior;Valor_Restituido_Por_Acao;Forma_Restituicao;Razao_Reducao
02.397.080/0001-96;2020-01-01;2;102902;ITAPEBI GERACAO DE ENERGIA S.A.;12164;2007-08-10;2007-10-10;45000000.00;45000000000;0;45000000000;30.000000;1.00000000;A redução ocorreu de forma proporcional à participação de cada acionista no capital social da companhia e pelo valor nominal das ações de R$ 1,00 cada.;Em consonância com a estratégia definida pelo plano financeiro do Grupo Neoenergia, foi aprovada a 3ª emissão de debêntures desta empresa. Os recursos captados com esta emissão foram destinados ao pré-pagamento da 2ª emissão de debêntures. Desta forma, possibilitamos o alongamento de prazos da dívida e redução dos custos.Adicionalmente, embora parte do caixa tenha sido utilizado para a amortização da dívida, ainda havia um excesso do mesmo.Considerando não existir possibilidades de reinvestimento da sobra de caixa na própria usina e, com o objetivo de dar destinação ao mesmo e aproveitar as oportunidades de mercado para alongar o prazo e reduzir o custo, a estratégia utilizada, portanto, foi a de emissão debêntures e redução de capital, o que possibilitou o aumento do índice de liquidez da empresa. Para tal, foi aprovada em Assembléia Geral Extraordinária de 10 de agosto de 2007, que a empresa reduziria seu capital em R$ 45 milhões.
02.397.080/0001-96;2020-01-01;2;102902;ITAPEBI GERACAO DE ENERGIA S.A.;12165;2013-09-17;2013-11-18;80000000.00;80000000;0;80000000;7919.047600;0.76190476;A redução do capital social da Companhia de R$ 105.000.000,00 (cento e cinco milhões de reais), para R$ 25.000.000,00 (vinte e cinco milhões dereais), ocorreu de forma proporcional sendo pago aos acionistas o valor de R$ 0,7619047619 por ação ordinária, em moeda corrente nacional,mediante o cancelamento de 80.000.000 (oitenta milhões de ações ordinárias) representativas do capital social da Companhia, mantendo-seinalterado o percentual de participação dos acionistas no capital social da Companhia.;O capital social subscrito de R$105.000.000,00 é considerado elevado e sua redução oferecerá perspectivas de otimização da estrutura de capitalem favor do Acionista
02.724.983/0001-34;2020-01-01;5;102639;SANESALTO SANEAMENTO S.A.;12111;2020-12-28;2020-12-28;14523205.00;14523205;0;14523205;99.654572;0.00000000;Compensação de prejuízos acumulados;Compensação dos prejuízos acumulados
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;12203;2007-07-31;2007-07-31;398675.32;0;0;0;87.620949;0.00000000;Absorção de prejuízos acumulados;Eliminar o saldo de prejuízos acumulados
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;12204;2007-10-24;2007-10-24;54271.86;0;0;0;96.355467;0.00000000;Absorção do prejuízo do exercício;Eliminar o saldo de prejuízo do exercício
02.932.074/0001-91;2020-01-01;13;104052;HYPERA S.A.;12314;2017-04-19;2017-06-22;821909478.00;0;0;0;15.593856;1.30000000;Moeda corrente nacional.;Em razão do processo de reestruturação do portfolio da Companhia, o capital social foi reduzido para que não seja considerado excessivo em relação ao seu objeto social.
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;12337;2009-02-17;2009-03-20;82302327.66;0;0;0;8.320144;0.78000000;Dinheiro.;Permitir que os seus acionistas obtivessem um melhor retorno para o dinheiro aplicado, na medida em que os recursos distribuídos eram provenientes da Oferta Pública de Ações para abertura do capital da Companhia ocorrida em março de 2006. O objetivo inicial da Administração era utilizar esses recursos para realizar investimentos em outras empresas ou projetos do setor elétrico, fato que não ocorreu por motivos diversos.
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;12338;2010-04-13;2010-04-29;359165652.17;0;0;0;38.786945;0.00000000;Bens.;Cisão parcial da Companhia, vertendo a parcela de seu patrimônio líquido correspondente à participação da Companhia no capital social da RME - Rio Minas Energia Participações S.A. ("RME") para uma nova sociedade anônima denominada Redentor Energia S.A., constituída especificamente para este fim.
04.437.534/0001-30;2020-01-01;6;100700;LOCAMÉRICA RENT-A-CAR S.A.;12016;2020-01-01;2020-01-01;14596174.39;690902;0;690902;0.012667;0.00000000;N/A;Foi aprovada a redução do capital da Companhia, nos termos do artigo 173 da Lei das Sociedades por Ações, no valor de R$14.596.174,39 (quatorze milhões e quinhentos e noventa e seis mil, cento e setenta e quatro reais e trinta e nove centavos), com o cancelamento de 690.902 de ações representativas do capital social da Companhia, todas pertencentes à COMPANHIA DE LOCAÇÃO DAS AMÉRICAS.
04.821.041/0001-08;2020-01-01;4;104712;METALFRIO SOLUTIONS S.A.;12352;2016-12-20;2016-12-20;115949236.64;0;0;0;32.210000;0.00000000;Não houve restituição, pois não houve cancelamento de ações;Redução do capital social da Companhia no valor de R$ 115.949.236,64 (cento e quinze milhões, novecentos e quarenta e nove mil, duzentos e trinta e seis reais e sessenta e quatro centavos), sem cancelamento de ações, para absorção dos prejuízos acumulados constantes do balanço patrimonial datado de 30 de setembro de 2016
04.972.092/0001-22;2020-01-01;1;97733;GRUPO FARTURA DE HORTIFRUT S.A.;12171;2019-08-31;2019-08-31;133894427.00;385189;0;385189;40.579200;347.61000000;Moeda Nacional;Cisão Parcial da Companhia, nos termos da Lei do §5º do art. 229 da Lei das Sociedades por Ações
04.992.714/0001-84;2020-01-01;4;103720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;12282;2018-08-06;2018-10-08;693698573.40;0;0;0;30.000000;0.30000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia;Capital considerado excessivo ao desempenho das atividades da Companhia
04.992.714/0001-84;2020-01-01;4;103720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;12283;2019-07-16;2020-09-17;624328716.06;0;0;0;38.570000;0.27000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia;Capital considerado excessivo ao desempenho das atividades da Companhia
04.992.714/0001-84;2020-01-01;4;103720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;12284;2020-08-31;2020-10-31;653324877.16;0;0;0;56.220000;0.28000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia.;Capital considerado excessivo ao desempenho das atividades da Companhia
05.495.546/0001-84;2020-01-01;6;103470;LITELA PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;12257;2019-11-14;2020-01-22;12279942738.25;0;0;0;59.140000;1.96245332;Entrega efetuada por meio da restituição de 386.040.325 (trezentas e oitenta e seis milhões, quarenta mil e trezentas e vinte e cinco) ações de emissão da Vale ("Ações") aos acionistas.;Nos termos do Artigo 173 da Lei nº 6.404/76, o capital social foi reduzido por ser excessivo para a consecução dos negócios da Companhia.
06.057.223/0001-71;2020-01-01;11;103627;SENDAS DISTRIBUIDORA S.A.;12274;2020-12-31;2020-12-31;4672407900.25;0;0;0;85.989700;0.00000000;Não aplicável, visto que não houve redução do número de ações de emissão da Companhia.;A redução decorreu da cisão parcial da Companhia, aprovada em Assembleia Geral Extraordinária realizada em 31 de dezembro de 2020, conforme descrita no item 15.7 deste Formulário de Referência
07.040.108/0001-57;2020-01-01;10;103215;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;12209;2020-07-24;2020-07-24;34732350.24;0;2673776;2673776;0.017556;12.99000000;Mediante o resgate da totalidade das ações preferencais classe B, resgatáveis, convertidas a partir de ações ordinárias ou preferenciais classe A por solicitação dos acionistas após concessão de prazo para tal, cujo pagamento seria feito contra reserva de lucros da Companhia e, no caso de ações preferenciais classse B de titularidade do acionista Estado do Ceará, exclusivamente pela entrega de bens do ativo não circulante da Companhia, pelo seu valor contábil líquido em 31 de março de 2020.;Adequar o Capital Social da Companhia à realidade, retirando-se da sua base de ativos bens que não deveriam ser registrados como de sua titularidade, visto que, por terem sido realizados com recursos do Orçamento Geral da União, deveriam ter sido entregues aos municípios titulares dos serviços de saneamento básico.
07.119.838/0001-48;2020-01-01;1;95042;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;11411;2017-05-19;2017-05-19;10798790.00;10798790;0;10798790;91.195891;0.00000000;Cancelamento de 10.798.790 ações ordinárias de propriedade da CYRELA BRAZIL REALTY S.A. EMPREENDIMENTOS E PARTICIPAÇÕES;Redução do capital social da Companhia para absorção de prejuízos acumulados na quantia de R$ 10.798.790,00
07.119.838/0001-48;2020-01-01;1;95042;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;11412;2018-04-30;2018-04-30;1150650.00;1150650;0;1150650;91.910164;0.00000000;Cancelamento de 1.150.650 ações ordinárias de propriedade da CYRELA BRAZIL REALTY S.A. EMPREENDIMENTOS E PARTICIPAÇÕES;Redução do capital social da Companhia para absorção de prejuízos acumulados na quantia de R$ 1.150.650,00.
07.253.321/0001-47;2020-01-01;1;94834;CARBOMIL SA MINER. E INDUSTRIA;11386;2009-12-31;2009-12-31;0.01;0;1;1;0.000000;0.00000000;DINHEIRO;AJUSTE
07.415.333/0001-20;2020-01-01;16;105089;SIMPAR S.A.;12419;2020-07-13;2020-07-13;101023590.14;13283997;0;13283997;32.730000;0.00000000;Não houve restituição aos acionistas.;Cisão parcial da Companhia, com versão para JSP HOLDING de participação societária na Ciclus Ambiental do Brasil S.A. e Ribeira Empreendimentos Imobiliários Ltda., conforme respectivo Protocolo de Justificação de Cisão Parcial da Companhia.
07.594.978/0001-78;2020-01-01;2;99415;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;11838;2017-09-01;2017-09-01;21600000.00;0;0;0;9.000000;1.47842500;Pagamento aos acionistas da Companhia, do valor proporcional à sua participação no capital social da Companhia (i) em dinheiro, aos acionistas com ações integralizadas (ii) por meio de compensação entre o valor de pendências dos acionistas com a Companhia e o valor correspondente à redução de capital ou (iii) por meio de compensação entre o valor de ações pendente de integralização e o valor correspondente à redução de capital a acionistas com ações pendentes de integralização. O montante da restituição foi pago pela Companhia em 120 (cento e vinte) dias contados do arquivamento da ata desta Assembleia Geral Extraordinária na Junta Comercial do Estado de São Paulo - JUCESP e não estará sujeito a correção monetária.;A aprovação foi condicionada à aprovação da redução de capital pela Assembleia Geral de Debenturistas da Companhia e ao decurso do prazo legal de 60 dias a partir da publicação da ata.
07.594.978/0001-78;2020-01-01;2;99415;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;11839;2020-05-20;2020-05-20;53236000.00;0;0;0;14.000000;0.00000000;Não houve restituição aos acionistas da Companhia, tendo em vista que a redução de capital ocorreu, sem cancelamento de ações, para absorção de prejuízos acumulados nos termos do artigo 173, caput, da Lei de Sociedades por Ações.;A redução ocorreu na mesma data em que foi deliberada, já tendo sido consolidado ao Estatuto Social da Companhia o valor atualizado do capital social.
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12211;2014-04-24;2014-04-30;39029655.69;0;0;0;0.098500;0.00000000;Não houve restituição ou alteração das ações emitidas.;(a) absorver as despesas de transação da oferta inicial de ações ("IPO") e (b) absorver parte dos prejuízos apurados no exercício de 2013, tendo a parte restante sido absorvida pelas reservas de capital.
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12212;2015-02-10;2015-04-13;48433062.00;0;0;0;13.568601;1.00000000;O montante a ser restituído aos acionistas, no valor total de R$ 48.443.062,00 (quarenta e oito milhões, quatrocentos e quarenta e três mil e sessenta e dois reais), será pago em 4 (quatro) parcelas iguais e sucessivas, em moeda corrente nacional, sem a incidência de correção monetária, sendo certo que a primeira parcela, no valor de R$ 0,25 (vinte e cinco centavos de real) por ação, foi paga em 5 de maio de 2015 a segunda em 25 de junho de 2015 a terceira em 05 de novembro de 2015 e a quarta está prevista para 02 de agosto de 2016.;Excesso de Capital.
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12213;2016-04-25;2016-04-25;72781741.65;0;0;0;23.591639;0.00000000;Não houve restituição ou alteração das ações emitidas.;Absorver os prejuízos apurados no exercício de 2015 e anteriores.
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12214;2017-04-25;2017-04-25;47303564.43;0;0;0;20.067287;0.00000000;Não houve restituição ou alteração das ações emitidas;Absorver os prejuízos apurados no exercício de 2016
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12215;2018-04-24;2018-04-24;4489763.11;0;0;0;0.000000;0.00000000;Não houve restituição ou alteração das ações emitidas;Redução para abserver o prejuízo apurado no exercício. Redução de capital sem alteração no numero de ações
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12216;2019-04-29;2019-04-29;17253263.21;0;0;0;9.360000;0.00000000;Não houve restituição de capital;Absorver o prejuízo acumulado no exercício 2018 e o saldo de exercícios anteriores
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12217;2020-01-21;2020-03-23;24996618.96;0;0;0;0.149688;10.32000000;Restituição aos acionistas em moeda corrente local, sem canclamento de ações;Redução do Capital Social por estar excessivo em relação às suas necessidades operacionais.
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12218;2020-03-02;2020-05-04;10003491.89;0;0;0;0.075411;4.13000000;Restituição em moeda corrente nacional, sem cancelamento de ações, em 2 (duas) parcelas;Redução do Capital Social da Companhia por estar excessivo em relação às suas necessidades operacionais, sem o cancelamento de ações, mediante à restituição aos acionistas em moeda corrente nacional
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;12219;2020-04-30;2020-04-30;9341264.21;0;0;0;0.065786;0.00000000;;
07.859.510/0001-68;2020-01-01;3;103890;JHSF MALLS S.A.;12308;2016-12-05;2016-12-05;68933898.00;68786550;0;68786550;25.000000;1.00000000;O saldo necessário para restituição do valor da parcela decorrente da cisão da Companhia foi deduzido das demais contas do patrimônio líquido da Companhia quando de sua incorporação pela JHSF Participações.;A redução foi efetivada após a conclusão da cisão parcial da Companhia, com sua respectiva incorporação pela JHSF Participações.
08.078.847/0001-09;2020-01-01;6;104556;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;12327;2017-04-28;2017-04-28;96353425.69;0;0;0;38.758334;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2016.
08.078.847/0001-09;2020-01-01;6;104556;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;12328;2018-05-14;2018-05-14;63366590.02;0;0;0;40.803984;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2017.
08.078.847/0001-09;2020-01-01;6;104556;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;12329;2019-05-27;2019-05-27;57052626.27;0;0;0;60.534614;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados e gastos com emissão de ações constantes nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2018.
08.078.847/0001-09;2020-01-01;6;104556;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;12330;2020-08-18;2020-08-18;14409650.80;0;0;0;7.635346;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2019
08.159.965/0001-33;2020-01-01;8;103625;IGUA SANEAMENTO S.A.;12273;2020-05-13;2020-05-13;116849620.89;0;0;0;0.121864;0.00000000;A redução do capital social da Companhia, foi realizada até o montante dos prejuízos acumulados, nos termos do art. 173 da Lei das S.A., sem restituição aos acionistas de quaisquer valores em razão de tal redução.;A redução leva em consideração o total de prejuízos acumulados previamente à deliberação pelos acionistas da destinação do resultado do exercício social de 2019.
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;12187;2012-06-11;2012-06-11;0.00;884393;0;884393;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando a emissão de ações integrando Plano de Opções de Compra para funcionários.
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;12188;2014-01-27;2014-01-27;0.00;6000000;0;6000000;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;12189;2014-06-02;2014-06-02;0.00;14081659;0;14081659;0.000001;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;12190;2014-10-14;2014-10-14;0.00;14000000;0;14000000;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;12191;2015-11-23;2015-11-30;0.00;5000000;0;5000000;1.113239;0.00000000;n/a;Cancelamento de ações em Tesouraria visando a emissão de ações integrando Plano de Opções de Compra para funcionários.
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;12192;2018-12-12;2018-12-21;1000093319.77;0;0;0;0.196874;0.00000000;As ações de emissão da Log de propriedade da Companhia serão atribuídas diretamente aos acionistas da Companhia, na proporção da sua participação no capital social.;Operação Societária: cisão parcial da Companhia, com versão, à Log, da parcela do patrimônio líquido da Companhia, composta exclusivamente por 32.045.013 ações de emissão da Log de propriedade da Companhia, representativas de 46,3% do capital social total da Log.
08.439.659/0001-50;2020-01-01;10;104781;CPFL ENERGIAS RENOVÁVEIS S.A.;12362;2020-07-07;2020-07-07;0.00;108011;0;108011;0.021000;18.24000000;O pagamento do preço de resgate ocorrerá por meio de transferência bancária aos acionistas titulares das ações resgatadas em até 15 (quinze) dias após a data da AGE (07/07/2020), conforme dados constantes de seus respectivos cadastros no sistema do escriturador das ações da Companhia, Itaú Corretora de Valores S.A. Os recursos relativos ao resgate das ações cujos titulares não tenham seu cadastro atualizado junto à Companhia ou à Itaú Corretora de Valores S.A. serão depositados e ficarão à disposição de tais acionistas no Banco Itaú S.A., pelo prazo de 10 (dez) anos. O preço de resgate por ação será de R$ 18,24 (dezoito reais e vinte e quatro centavos), em moeda corrente nacional, correspondente ao preço do Leilão da OPA, que será ajustado de acordo com a variação da Taxa SELIC acumulada, pro rata temporis, entre a data de liquidação do Leilão, ou seja, 15 de junho de 2020, e a data de depósito do resgate. Os recursos utilizados para remuneração das ações resgatadas na operação foram via aplicação de reservas de capital da Companhia.;Conclusão da oferta pública de aquisição de ações ordinárias de emissão da Companhia ("OPA"), cujo leilão foi realizado na B3 S.A. - Brasil, Bolsa, Balcão em 10 de junho de 2020 ("Leilão").
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;12290;2020-05-05;2020-05-05;2616537904.34;77928432;0;77928432;69.611126;0.00000000;Não houve restituição de ações.;A redução do capital ocorreu exclusivamente para a absorção da totalidade dos prejuízos acumulados da Companhia.
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;12291;2020-05-28;2020-07-29;71096919.55;77928432;0;77928432;6.216443;0.91233600;Restituição em dinheiro, com início até o dia 14.08.2020.;Repasse da totalidade do Lucro Líquido do Exercício de 2019 da Controlada Celg Geração e Transmissão S.A., conforme determinações da Administração em linha com o acionista Controlador.
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;11428;2016-12-23;2016-12-30;1749230636.68;2;0;2;0.000000;0.00000000;n/a;n/a
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;11429;2019-04-30;2019-04-30;26511630.38;507692309;42307699;550000008;23.711258;0.00000000;n/a;n/a
08.873.873/0001-10;2020-01-01;10;104566;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;12332;2010-12-29;2010-12-29;272786976.00;272786976;0;272786976;57.100000;1.00000000;Laudo de Avaliação.;Redução de capital em decorrência de cisão parcial.
08.926.302/0001-05;2020-01-01;9;104014;DOMMO ENERGIA S.A.;12312;2019-01-14;2019-01-14;11722602271.28;0;0;0;97.346930;0.00000000;n/a;Redução do capital social da Companhia mediante a absorção dos seus prejuízos acumulados, nos termos do artigo 173 da Lei nº 6.404/76.
