CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Passivo;Indice_Endividamento;Tipo_Indice;Descricao_Outro_Indice
00.000.000/0001-91;2020-01-01;28;104726;2019-01-01;2019-12-31;1342295000000.00;12.50000000;Índice de Endividamento;
00.000.208/0001-00;2020-01-01;14;103809;2019-01-01;2019-12-31;15120799594.35;8.70000000;Índice de Endividamento;
00.001.180/0001-26;2020-01-01;22;104768;2019-01-01;2019-12-31;114382881000.00;1.60213249;Índice de Endividamento;
00.070.698/0001-11;2020-01-01;7;103845;2019-01-01;2019-12-31;2744266000.00;0.76171467;Índice de Endividamento;
00.192.769/0001-59;2020-01-01;1;94800;2019-01-01;2019-12-31;68440000.00;3.37860600;Índice de Endividamento;
00.336.701/0001-04;2020-01-01;12;103080;2019-01-01;2019-12-31;2651253.00;1.60996870;Índice de Endividamento;
00.383.281/0001-09;2020-01-01;8;100769;2019-01-01;2019-12-31;15972180000.00;0.14924284;Índice de Endividamento;
00.389.481/0001-79;2020-01-01;2;99896;2019-01-01;2019-12-31;1367067742.66;11.12540685;Índice de Endividamento;
00.416.968/0001-01;2020-01-01;19;103618;2019-01-01;2019-12-31;7893624000.00;3.65510000;Índice de Endividamento;
00.416.968/0001-01;2020-01-01;19;103618;2020-01-01;2020-12-31;10234566000.00;4.75110000;Índice de Endividamento;
00.545.378/0001-70;2020-01-01;1;95407;2019-01-01;2019-12-31;0.00;0.23714420;Índice de Endividamento;
00.622.416/0001-41;2020-01-01;7;103465;2019-01-01;2019-12-31;925659000.00;0.72438840;Índice de Endividamento;
00.644.907/0001-93;2020-01-01;3;96239;2019-01-01;2019-12-31;223046000.00;0.24254000;Índice de Endividamento;
00.743.065/0001-27;2020-01-01;6;103464;2019-01-01;2019-12-31;500423912.74;18.35000000;Índice de Endividamento;
00.776.574/0001-56;2020-01-01;14;103796;2019-01-01;2019-12-31;10322138180.70;1.80002807;Índice de Endividamento;
00.861.626/0001-92;2020-01-01;2;97442;2019-01-01;2019-12-31;341440000.00;0.36000000;Índice de Endividamento;
00.864.214/0001-06;2020-01-01;8;103422;2019-01-01;2019-12-31;34465037000.00;4.89777245;Índice de Endividamento;
00.897.864/0001-58;2020-01-01;1;95675;2019-01-01;2019-12-31;7189234355.43;3518.20040486;Índice de Endividamento;
00.924.429/0001-75;2020-01-01;5;102526;2019-01-01;2019-12-31;4045636000.00;83.71270000;Índice de Endividamento;
00.938.574/0001-05;2020-01-01;7;103474;2019-01-01;2019-12-31;54794186.70;0.40000000;Índice de Endividamento;
00.974.211/0001-25;2020-01-01;11;103518;2019-01-01;2019-12-31;372994000.00;2.51000000;Índice de Endividamento;
00.979.969/0001-56;2020-01-01;2;100081;2019-01-01;2019-12-31;341000.00;0.00153918;Índice de Endividamento;
01.027.058/0001-91;2020-01-01;21;104759;2019-01-01;2019-12-31;78357365000.00;5.20130500;Índice de Endividamento;
01.083.200/0001-18;2020-01-01;12;104319;2019-12-01;2019-12-31;34956044000.00;1.81507458;Índice de Endividamento;
01.104.937/0001-70;2020-01-01;4;103315;2019-01-01;2019-12-31;56018000.00;0.24100000;Índice de Endividamento;
01.107.327/0001-20;2020-01-01;8;103436;2019-01-01;2019-12-31;543365000.00;4.49987990;Índice de Endividamento;
01.258.944/0001-26;2020-01-01;1;95596;2019-01-01;2019-12-31;2446772.00;1.40385427;Índice de Endividamento;
01.319.044/0001-41;2020-01-01;1;95401;2019-01-01;2019-12-31;814334865.79;4.13271840;Índice de Endividamento;
01.417.222/0001-77;2020-01-01;9;103383;2019-01-01;2019-12-31;6621672000.00;1.61404715;Índice de Endividamento;
