CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227332;Preferencial Classe B;1373254
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227333;Preferencial Classe B;1373254
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227334;Preferencial Classe B;1106588
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227336;Preferencial Classe B;1039921
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227337;Preferencial Classe B;1039921
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227338;Preferencial Classe B;1039921
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227340;Preferencial Classe B;66667
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227341;Preferencial Classe B;66667
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227342;Preferencial Classe B;66667
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227344;Preferencial Classe B;906587
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227345;Preferencial Classe B;906587
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227346;Preferencial Classe B;906587
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227348;Preferencial Classe B;873254
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227349;Preferencial Classe B;873254
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227350;Preferencial Classe B;873254
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;227352;Preferencial Classe B;743254
04.128.563/0001-10;2020-01-01;9;102815;AES TIETE ENERGIA SA;228984;Preferencial Classe A;1209267480
04.128.563/0001-10;2020-01-01;9;102815;AES TIETE ENERGIA SA;228985;Preferencial Classe A;1209267480
04.128.563/0001-10;2020-01-01;9;102815;AES TIETE ENERGIA SA;228986;Preferencial Classe A;1209267480
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231618;Preferencial Classe A;2166816
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231618;Preferencial Classe B;1085373
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231618;Preferencial Classe C;1201249
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231619;Preferencial Classe A;2166816
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231619;Preferencial Classe B;1085373
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231619;Preferencial Classe C;1201249
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231620;Preferencial Classe A;2166816
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231620;Preferencial Classe B;1085373
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;231620;Preferencial Classe C;1201249
04.912.242/0001-02;2020-01-01;1;95103;PORTUENSE FERRAGENS S/A;212798;Preferencial Classe A;5535
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231611;Preferencial Classe A;1625729
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231611;Preferencial Classe B;1239231
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231612;Preferencial Classe A;1625729
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231612;Preferencial Classe B;1239231
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231613;Preferencial Classe B;1625729
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231613;Preferencial Classe A;1239231
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231614;Preferencial Classe A;1239231
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231614;Preferencial Classe B;1625729
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231615;Preferencial Classe B;1625729
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231615;Preferencial Classe A;1239231
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231616;Preferencial Classe B;1625729
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231616;Preferencial Classe A;1239231
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231617;Preferencial Classe A;1239231
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;231617;Preferencial Classe B;1625729
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231008;Preferencial Classe A;28252700
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231008;Preferencial Classe B;1534662
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231009;Preferencial Classe A;28252700
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231009;Preferencial Classe B;1534662
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231010;Preferencial Classe A;28252700
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231010;Preferencial Classe B;1534662
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231011;Preferencial Classe B;1534662
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231011;Preferencial Classe A;28252700
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231012;Preferencial Classe A;28252700
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231012;Preferencial Classe B;1534662
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231013;Preferencial Classe B;1534662
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231013;Preferencial Classe A;28252700
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231014;Preferencial Classe A;193352996180
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;231014;Preferencial Classe B;6647003820
07.253.321/0001-47;2020-01-01;1;94834;CARBOMIL SA MINER. E INDUSTRIA;212131;Preferencial Classe A;60000000
07.275.159/0001-68;2020-01-01;1;94675;PETROLEO LUB DO NORDESTE SA;211487;Preferencial Classe A;226530
07.275.159/0001-68;2020-01-01;1;94675;PETROLEO LUB DO NORDESTE SA;211487;Preferencial Classe B;538663
07.275.159/0001-68;2020-01-01;1;94675;PETROLEO LUB DO NORDESTE SA;211487;Preferencial Classe C;988370
07.334.600/0001-35;2020-01-01;1;94958;MARINA DE IRACEMA PARK SA;212509;Preferencial Classe B;1316954
07.334.600/0001-35;2020-01-01;1;94958;MARINA DE IRACEMA PARK SA;212510;Preferencial Classe B;1316954
07.334.600/0001-35;2020-01-01;1;94958;MARINA DE IRACEMA PARK SA;212511;Preferencial Classe B;1316954
07.334.600/0001-35;2020-01-01;1;94958;MARINA DE IRACEMA PARK SA;212512;Preferencial Classe B;20739008
07.334.600/0001-35;2020-01-01;1;94958;MARINA DE IRACEMA PARK SA;212512;Preferencial Classe A;36053751
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;232523;Preferencial Classe A;75388466
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218011;Preferencial Classe A;1
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218011;Preferencial Classe B;133242457
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218011;Preferencial Classe D;100000
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218012;Preferencial Classe A;1
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218012;Preferencial Classe B;133242457
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218012;Preferencial Classe D;100000
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218013;Preferencial Classe A;1
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218013;Preferencial Classe B;133242457
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;218013;Preferencial Classe D;100000
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;229477;Preferencial Classe B;17721681
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;229477;Preferencial Classe A;20606128
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;229478;Preferencial Classe B;17721681
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;229478;Preferencial Classe A;20606128
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;229479;Preferencial Classe B;17721681
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;229479;Preferencial Classe A;20606128
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;212903;Preferencial Classe A;28607
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;212903;Preferencial Classe B;14
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;212903;Preferencial Classe C;73969
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;233021;Preferencial Classe A;49287480
08.935.054/0001-50;2020-01-01;8;103229;MULTINER S/A;230560;Preferencial Classe A;311344
08.935.054/0001-50;2020-01-01;8;103229;MULTINER S/A;230560;Preferencial Classe B;6532211
08.935.054/0001-50;2020-01-01;8;103229;MULTINER S/A;230560;Preferencial Classe C;1
08.935.054/0001-50;2020-01-01;8;103229;MULTINER S/A;230560;Preferencial Classe D;1
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212904;Preferencial Classe A;461266
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212904;Preferencial Classe B;72447
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212904;Preferencial Classe C;82043
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212904;Preferencial Classe D;3457776
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212905;Preferencial Classe A;545045
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212905;Preferencial Classe B;85605
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212905;Preferencial Classe C;96944
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212905;Preferencial Classe D;4085790
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212906;Preferencial Classe A;545045
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212906;Preferencial Classe B;85605
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212906;Preferencial Classe C;96944
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;212906;Preferencial Classe D;4085790
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;230210;Preferencial Classe B;742441
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;230210;Preferencial Classe A;7567254
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;230211;Preferencial Classe A;7567254
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;230211;Preferencial Classe B;742441
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;230212;Preferencial Classe B;742441
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;230212;Preferencial Classe A;7567254
13.444.994/0001-87;2020-01-01;4;102121;MLOG S.A.;227385;Preferencial Classe B;240000
13.444.994/0001-87;2020-01-01;4;102121;MLOG S.A.;227386;Preferencial Classe B;240000
13.444.994/0001-87;2020-01-01;4;102121;MLOG S.A.;227387;Preferencial Classe A;550000
14.308.514/0001-13;2020-01-01;1;94471;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;210884;Preferencial Classe A;31388
14.308.514/0001-13;2020-01-01;1;94471;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;210885;Preferencial Classe A;31388
14.308.514/0001-13;2020-01-01;1;94471;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;210886;Preferencial Classe A;31388
14.807.945/0001-24;2020-01-01;10;103173;SANSUY S.A. INDUSTRIA DE PLASTICOS;230409;Preferencial Classe A;5052280
14.807.945/0001-24;2020-01-01;10;103173;SANSUY S.A. INDUSTRIA DE PLASTICOS;230409;Preferencial Classe B;6200
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229744;Preferencial Classe A;8691558
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229744;Preferencial Classe B;1296
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229745;Preferencial Classe B;1337
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229745;Preferencial Classe A;10334449
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229746;Preferencial Classe B;1337
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229746;Preferencial Classe A;10334449
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229747;Preferencial Classe A;10334449
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229747;Preferencial Classe B;1337
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229748;Preferencial Classe A;50000000
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;229748;Preferencial Classe B;50000000
