CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Data_Encerramento;Variacao_Percentual_Valor_Contabil;Variacao_Percentual_Valor_Mercado;Valor_Montante_Dividendos_Recebidos
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633949;2019-12-31;0.00000000;3.27000000;4373723.84
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633949;2018-12-31;0.00000000;83.99000000;2114389.06
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633949;2017-12-31;31.67000000;70.50000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633950;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633950;2019-12-31;0.19000000;0.00000000;1983800968.22
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633950;2018-12-31;9.69000000;0.00000000;1207275119.56
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633950;2017-12-31;5.97006900;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633951;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633951;2019-12-31;0.00000000;25.54000000;2690188.10
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633951;2018-12-31;0.00000000;68.13000000;1322387.98
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633951;2017-12-31;0.00000000;-21.14000000;907880.17
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633952;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633952;2019-12-31;0.00000000;59.89000000;12193095.55
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633952;2018-12-31;0.00000000;0.33000000;12161159.03
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633952;2017-12-31;0.00000000;3.57000000;18203.11
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633953;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633953;2019-12-31;0.00000000;364.44000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633953;2018-12-31;0.00000000;-35.67000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633953;2017-12-31;0.00000000;55.44000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633954;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633954;2019-12-31;0.00000000;131.88000000;1795946.16
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633954;2018-12-31;0.00000000;39.25000000;1330355.88
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633954;2017-12-31;14.47000000;12.16000000;2475034.24
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633955;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633955;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633955;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633955;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633956;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633956;2019-12-31;0.00000000;80.46000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633956;2018-12-31;0.00000000;22.52000000;784961.25
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633956;2017-12-31;0.00000000;0.42000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633957;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633957;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633957;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633957;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633958;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633958;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633958;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633958;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633959;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633959;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633959;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633959;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633960;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633960;2019-12-31;0.00000000;43.19000000;1331584.09
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633960;2018-12-31;0.00000000;15.61000000;666758.94
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633960;2017-12-31;12.37000000;-15.81000000;364771.22
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633961;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633961;2019-12-31;20.31000000;23.43000000;10283768.60
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633961;2018-12-31;0.00000000;-9.89000000;6002771.59
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633961;2017-12-31;39.06000000;7.50000000;10954698.75
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633962;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633962;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633962;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633962;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633963;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633963;2019-12-31;0.00000000;166.57000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633963;2018-12-31;0.00000000;24.74000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633963;2017-12-31;0.00000000;1.93000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633964;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633964;2019-12-31;0.00000000;91.09000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633964;2018-12-31;0.00000000;28.57000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633964;2017-12-31;0.00000000;99.13000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633965;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633965;2019-12-31;0.00000000;0.00000000;165145538.91
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633965;2018-12-31;0.00000000;0.00000000;27286073.69
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633965;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633966;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633966;2019-12-31;51.32000000;33.70000000;282534624.36
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633966;2018-12-31;0.00000000;4.73000000;701155380.65
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633966;2017-12-31;0.00000000;2.78000000;225755655.76
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633967;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633967;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633967;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633967;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633968;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633968;2019-12-31;0.00000000;34.29000000;21144641.24
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633968;2018-12-31;0.00000000;5.76000000;73714521.56
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633968;2017-12-31;0.00000000;-2.67000000;7300315.34
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633969;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633969;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633969;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633969;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633970;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633970;2019-12-31;0.00000000;0.00000000;118682568.17
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633970;2018-12-31;0.00000000;0.00000000;141798475.82
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633970;2017-12-31;0.00000000;0.00000000;49212019.81
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633971;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633971;2019-12-31;0.00000000;102.13000000;10722662.24
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633971;2018-12-31;0.00000000;100.77000000;13472784.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633971;2017-12-31;0.00000000;6.06000000;6446191.21
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633972;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633972;2019-12-31;0.00000000;0.00000000;454727.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633972;2018-12-31;22.90000000;0.00000000;144393.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633972;2017-12-31;0.00000000;0.00000000;326138.65
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633973;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633973;2019-12-31;0.00000000;57.20000000;453278.76
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633973;2018-12-31;-99.15000000;-98.06000000;400325936.14
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633973;2017-12-31;3.05000000;5.47000000;6643105.19
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633974;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633974;2019-12-31;0.00000000;44.29000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633974;2018-12-31;20.42000000;42.69000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633974;2017-12-31;0.01000000;46.93000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633975;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633975;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633975;2018-12-31;40.46000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633975;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633976;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633976;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633976;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633976;2017-12-31;20.37000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633977;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633977;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633977;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633977;2017-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633978;2020-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633978;2019-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633978;2018-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633978;2017-12-31;0.00000000;0.00000000;0.00
