CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
03.983.431/0001-03;2020-01-01;7;102941;EDP - ENERGIAS DO BRASIL S.A.;93030;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2018-01-01;;;Exercício 2019: A proposta dos Auditores Independentes inclui: (i) a emissão de parecer de auditoria das Demonstrações Financeiras Societárias (DF's) e Demonstrações Contábeis Regulatórias (DCR's) exigidas para as controladas com o regime de concessão de serviço público em 31 de dezembro de 2019 (ii) emissão de relatório de revisão das nossas ITR's nas respectivas datas-base 31/03/2019, 30/06/2019 e 30/09/2019 (iii) revisão dos controles de SCIRF e (iv) revisão do Relatório Anual de Sustentabilidade.Exercício 2018: A proposta dos Auditores Independentes inclui: (i) a emissão de parecer de auditoria das Demonstrações Financeiras Societárias (DF's) e Demonstrações Contábeis Regulatórias (DCR's) exigidas para as controladas com o regime de concessão de serviço público em 31 de dezembro de 2018 (ii) emissão de relatório de revisão das nossas ITR's nas respectivas datas-base 31/03/2018, 30/06/2018 e 30/09/2018 (iii) revisão dos controles de SCIRF e (iv) revisão do Relatório Anual de Sustentabilidade.;Para o exercício social de 2019 o montante total da remuneração dos auditores independentes referente a Emissão de parecer de auditoria das DF's e DCR's de 31 de dezembro de 2019, revisão do Relatório Anual de Sustentabilidade, revisão das nossas ITR's para os períodos de 31/03/2019, 30/06/2019 e 30/09/2019 e revisão dos controles de SCIRF, consolidado, foi de R$3.505.133,60.;Não aplicável;Não aplicável
04.030.182/0001-02;2020-01-01;4;102100;CABINDA PARTICIPACOES S.A.;92301;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTE;;61562112000120;002879;Nacional;2012-04-01;;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2015, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2015.Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2016, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2016.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 27.000,00 em 2016 e R$19.704,43 em 2015.;;
04.030.182/0001-02;2020-01-01;4;102100;CABINDA PARTICIPACOES S.A.;92302;BDO RCS Auditores Independentes S/S;;54276936000179;010324;Nacional;2017-01-01;;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2018, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2018.Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2017, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2017.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 22.649,62 para 2017 e R$24.101,07 para 2018.;Redução de Custo.;
04.030.182/0001-02;2020-01-01;4;102100;CABINDA PARTICIPACOES S.A.;92303;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2020-04-09;;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2020, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2020.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 22.000,00 em 2020.;A contratação da Deloitte ocorreu em razão de condições comerciais mais favoráveis, em linha com um esforço de revisão e otimização dos custos e procedimentos internos da Companhia. Essa decisão foi aprovada pelo Conselho de Administração da Companhia, em reunião realizada nesta data.;Não houve discordância.
04.031.213/0001-31;2020-01-01;6;103597;CACONDE PARTICIPACOES S.A.;93833;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTE;;61562112000120;002879;Nacional;2012-04-01;2016-12-31;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2015, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2015.Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2016, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2016.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 27.000,00 em 2016 e R$ 21.888,85 em 2015.;;
04.031.213/0001-31;2020-01-01;6;103597;CACONDE PARTICIPACOES S.A.;93834;BDO AUDITORES INDEPENDENTES;;52803244000106;010324;Nacional;2017-01-01;;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2017, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2017. Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2018, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2018.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 22.649,62 para 2017 e R$24.101,07 para 2018.;Rotatividade.;
04.031.213/0001-31;2020-01-01;6;103597;CACONDE PARTICIPACOES S.A.;93835;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2020-04-09;;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2020, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2020.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 22.000,00 em 2020.;A contratação da Deloitte ocorreu em razão de condições comerciais mais favoráveis, em linha com um esforço de revisão e otimização dos custos e procedimentos internos da Companhia. Essa decisão foi aprovada pelo Conselho de Administração da Companhia, em reunião realizada nesta data.;Não houve discordância.
04.032.433/0001-80;2020-01-01;8;103356;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;93512;Ernst & Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2017-01-01;;;Auditoria das demonstrações financeiras anuais e revisão especial das informações trimestrais (ITRs) relativa ao exercício social encerrado em 31 de dezembro de 2017, e trabalhos de revisão das informações trimestrais (ITR) do primeiro e segundo trimestres de 2018.;Honorários de Auditoria (2017): R$ 1.400 milHonorários não relacionados auditoria (2017):  R$ 145 milHonorários de Auditoria (2018): R$ 672 mil;Recomendação do Comitê de Auditoria, Gestão de Riscos e Compliance e aprovado em reunião do Conselho de Administração da Companhia.;O auditor concordou com as justificativas de substituição.
04.032.433/0001-80;2020-01-01;8;103356;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;93513;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2018-10-01;;;Revisão especial das informações trimestrais (ITR) relativa ao terceiro trimestre de 2018 e auditoria das demonstrações financeiras anuais relativa ao exercício encerrado em 31 de dezembro de 2018. Auditoria das demonstrações financeiras anuais e revisão especial das informações trimestrais (ITRs) relativas ao exercício social encerrado em 31 de dezembro de 2019.;Honorários de Auditoria (2019): R$ 466,7 mil / Honorários não relacionados auditoria (2019):  R$ 121,9 mil;Recomendação do Comitê de Auditoria, que foi aprovada em reunião do Conselho de Administração da Companhia.;O auditor concordou com as justificativas da substituição.
04.032.433/0001-80;2020-01-01;8;103356;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;93514;BDO RCS AUDITORES INDEPENDENTES;;54276936000179;010324;Nacional;2020-01-01;;;Auditorias das demonstrações financeiras anuais e revisão especial das informações trimestrais (ITRs) relativas aos exercícios sociais de 2020, 2021 e 2022.;;Não aplicável, pois não houve substituição.;Não aplicável, pois não houve substituição.
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;92308;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTE;;61562112000120;002879;Nacional;2012-04-01;2016-12-31;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2015, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2015.Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2016, e revisão das informaçõestrimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2016.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 27.000,00 em 2016 e de R$ 21.888,85 em 2015.;;
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;92309;BDO RCS Auditores Independentes S/S;;54276936000179;010324;Nacional;2017-01-01;;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2017, e revisão das informaçõestrimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2017. Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2018, e revisão das informaçõestrimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2018.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 22.649,62 para 2017 e R$24.101,07 para 2018.;Rotatividade.;
04.038.763/0001-82;2020-01-01;4;102098;CAIANDA PARTICIPACOES S.A.;92310;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2020-04-09;;;Auditoria das demonstrações financeiras referente ao exercicio social de 31 de Dezembro 2020, e revisão das informações trimestrais do períodos de 31 de março, 30 de junho e 30 de setembro de 2020.;O montante dos honorários contratados referentes aos serviços descritos acima foi de R$ 22.000,00 para 2020.;A contratação da Deloitte ocorreu em razão de condições comerciais mais favoráveis, em linha com um esforço de revisão e otimização dos custos e procedimentos internos da Companhia. Essa decisão foi aprovada pelo Conselho de Administração da Companhia, em reunião realizada nesta data.;Não houve discordância.
04.065.791/0001-99;2020-01-01;3;103790;SINQIA S.A.;94095;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2015-04-07;;;Exame das demonstrações financeiras individuais e consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2015, 2016, 2017 e 2018 e revisão das informações financeiras trimestrais nos respectivos exercícios.;Os auditores independentes da Companhia receberam os honorários de R$ 357 mil referente ao exame de auditoria das demonstrações financeiras individuais e consolidadas do exercício social encerrado em 31 de dezembro de 2018.;Condições comerciais e antecipação do rodízio previsto na Instrução CVM nº 308, de 14 de maio de 1999 ("Instrução CVM 308");Não aplicável.
04.065.791/0001-99;2020-01-01;3;103790;SINQIA S.A.;94096;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2019-05-08;;;Auditoria das demonstrações financeiras para o exercício de 31 de dezembro de 2020. Revisão das informações financeiras trimestrais para os períodos de 31 de março, 30 de junho e 30 de setembro de 2020.;Os auditores independentes da Companhia receberam os honorários de R$ 353 mil referente ao exame de auditoria das demonstrações financeiras individuais e consolidadas do exercício social encerrado em 31 de dezembro de 2019. Além disso, informamos que a Companhia contratarou serviços não relacionados à auditoria contábil externa no âmbito de duas das aquisição realizadas em 2019, no valor de R$ 310 mil.;Não aplicável.;Não aplicável.
04.089.570/0001-50;2020-01-01;4;103506;ÁGUAS GUARIROBA S.A;93700;KPMG Auditores Independentes;;57755217000390;004189;Nacional;2011-04-04;;;Os auditores independentes prestaram serviços para a Companhia relativos à auditoria das demonstrações financeiras da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e normas internacionais de relatório financeiro (IFRS), referentes ao exercício social encerrado em 31 de dezembro de 2018 e 2017. Nos exercícios citados a Companhia contratou a KPMG Auditores Independentes apenas para realização de serviços mencionados acima.;Não aplicável para o exercício encerrado em 31 de dezembro de 2019.;A Companhia, visando atender ao disposto no artigo 31 da Instrução CVM nº 308/99, o qual determina a rotatividade dos auditores a cada 5 anos, fez a troca do auditor.;Não aplicável.
04.089.570/0001-50;2020-01-01;4;103506;ÁGUAS GUARIROBA S.A;93701;Ernst & Young Auditores Independentes S/S;;61366936000800;004715;Nacional;2019-04-01;;;Os auditores independentes estão contratados para prestarem serviços para a Companhia relativos à auditoria das demonstrações financeiras preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e normas internacionais de relatório financeiro (IFRS), referentes ao exercício social encerrado em 31 de dezembro de 2019 e 2020 e revisão limitada das respectivas demonstrações trimestrais (ITR). No exercício e períodos citados a Companhia contratou a Ernst & Young Auditores Independentes S/S apenas para realização dos serviços mencionados acima.;O montante total da remuneração pelos serviços prestados referentes ao exercício social encerrado em 31 de dezembro de 2019 foi de R$ 330,9 mil.;Não aplicável;Não aplicável
04.128.563/0001-10;2020-01-01;9;102815;AES TIETE ENERGIA SA;92827;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2016-04-01;;;Os auditores independentes prestaram os seguintes serviços: (i) auditoria e emissão de relatório sobre as demonstrações contábeis individuais e consolidadas da Companhia referentes aos exercícios sociais findos em 31 de dezembro de 2016, 2017 e 2018 (ii) revisão e emissão de relatório sobre as Informações Trimestrais (ITRs) individuais e consolidadas da Companhia para os períodos findos em 31 de março, 30 de junho e 30 de setembro de 2016, 2017 e 2018 (iii) auditoria dos relatórios específicos para fins de consolidação pela controladora indireta The AES Corporation, preparadas de acordo com os princípios contábeis geralmente aceitos nos EUA referentes aos exercícios sociais findos em 31 de dezembro de 2016, 2017 e 2018 (iv) revisão do Relatório de Controle Patrimonial - RCP referente aos exercícios sociais findos em 31 dezembro de 2016, 2017 e 2018, elaborado de acordo com as normas regulatórias da ANEEL (v) emissão de relatório de procedimentos previamente acordados de acordo com a norma NBC TSC 4400 sobre as análises trimestrais de apuração de certos índices financeiros das escrituras da 4ª, 5ª e 6ª emissão de debêntures da Companhia referentes aos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2017 e 2018 e emissão de relatórios de asseguração limitada de acordo com a norma NBC TO 3000 sobre a apuração de certos índices financeiros das escrituras da 4ª, 5ª e 6ª emissão de debêntures da Companhia referentes aos exercícios sociais findos em 31 de dezembro de 2017 e 2018 (vi) realização de procedimentos previamente acordados de acordo com a norma NBC TSC 4400 referente aos Programas e Projetos de Pesquisa e Desenvolvimento e Eficiência Energética realizados pela Companhia em 2016, 2017 e 2018 para fins da ANEEL e (vii) emissão de relatórios de asseguração limitada de acordo com a norma NBC TO 3000 sobre a apuração de certos índices financeiros de certos contratos de financiamento firmado com o BNDES e o Banco do Brasil.;A remuneração dos auditores independentes relativa aos serviços prestados no último exercício social correspondeu a um montante de R$1,984 milhões, sendo (i), (ii) e (iv) R$495 mil referente a auditoria e emissão de relatório sobre as demonstrações contábeis individuais e consolidadas e Informações Trimestrais (ITRs) individuais e consolidadas da Companhia elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS) (iii) R$1.154 mil referente aos serviços de auditoria dos relatórios específicos preparados de acordo com os princípios contábeis geralmente aceitos nos EUA (v) R$140 mil referente a emissão dos relatórios sobre a apuração dos índices financeiros (vi) R$231 mil referente à realização de procedimentos previamente acordados de acordo com a norma NBC TSC 4400 referente aos Programas e Projetos de Pesquisa e Desenvolvimento e Eficiência Energética realizados pela Companhia em 2016, 2017 e 2018 para fins da ANEEL e (vii) R$ 104 mil referente a emissão dos relatórios sobre a apuração dos índices financeiros.;Não aplicável;Não aplicável
04.128.563/0001-10;2020-01-01;9;102815;AES TIETE ENERGIA SA;92828;KPMG Auditores Independentes SS;;57755217000129;004189;Nacional;2020-01-01;;;Os auditores independentes prestaram os seguintes serviços: (i) auditoria e emissão de relatório sobre as demonstrações contábeis individuais e consolidadas da Companhia referentes aos exercícios sociais findos em 31 de dezembro de 2020 (ii) revisão e emissão de relatório sobre as Informações Trimestrais (ITRs) individuais e consolidadas da Companhia para os períodos findos em 31 de março, 30 de junho e 30 de setembro de 2020, 2017 e 2018 (iii) revisão do Relatório de Controle Patrimonial - RCP referente aos exercícios sociais findos em 31 dezembro de 2016, 2017 e 2018, elaborado de acordo com as normas regulatórias da ANEEL.;A remuneração dos auditores independentes relativa aos serviços (i), (ii) e (iii) a serem prestados no exercício social 2020 corresponde a um montante de R$1,097 milhões. Os honorários não incluem os tributos cabíveis de acordo com a legislação vigente.;Em concordância com o artigo 31, da ICVM 308, o qual determina a rotatividade dos auditores independentes a cada período de cinco anos.;n/a
04.149.454/0001-80;2020-01-01;13;101038;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;92218;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2013-03-20;;;Revisão de ITR´S e Auditoria Anual de Demonstrações Financeiras;Para o exercício encerrado em 31 de dezembro de 2017, o valor do contrato firmado entre a Companhia e suas controladas e a empresa de auditoria independente totalizaram o valor de R$1.916,4 mil referente aos serviços Revisões de ITR´S Auditoria Anual de Demonstrações Financeiras e Revisão Limitada.;A substituição ocorrida  em função da rotatividade de empresa de auditoria independente, conforme Instrução CVM nº 308,artigo 28 de 14 de maio de 1999.;Não houve.
04.149.454/0001-80;2020-01-01;13;101038;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;92219;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2018-03-30;;;Revisão de ITR´S Auditoria Anual de Demonstrações Financeiras e Revisão Limitada.;Para o exercício encerrado em 2018, o valor do contrato firmado entre a Companhia e suas controladas e a empresa de auditoria independente totalizaram o valor de R$1.908,2 mil referente aos serviços Revisões de ITR´S Auditoria Anual de Demonstrações Financeiras e Revisão Limitada.Para o exercício encerrado em 2019, o valor do contrato firmado entre a Companhia e suas controladas e a empresa de auditoria independente totalizaram o valor de R$1.935,5 mil referente aos serviços Revisões de ITR´S Auditoria Anual de Demonstrações Financeiras e Revisão Limitada.A Companhia contratou os Auditores Independentes para trabalhos de asseguração razoável sobre a compilação e apuração dos valores dos descontos concedidos nas tarifas de pedágio aos usuários do serviço em decorrência do acordo de leniência firmado com o Ministério Público Federal - MPF, para as controladas diretas Ecovia Caminho do Mar S.A. e Rodovia das Cataratas S.A. - Ecocataratas, pelo valor de R$50,0 mil por relatório a ser emitido.;A substituição ocorrida  em função da rotatividade de empresa de auditoria independente, conforme Instrução CVM nº 308,artigo 28 de 14 de maio de 1999.;Não há.
04.149.454/0001-80;2020-01-01;13;101038;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;92220;PricewhaterhouseCoopers Auditores Independentes;;61562112000120;002879;Nacional;2020-05-08;;;Auditoria Anual das Demonstrações Financeiras, revisões trimestrais (ITR's);Para o exercício a findar-se em 31 de dezembro de 2020, o valor do contrato firmado entre a Companhia e suas controladas e a empresa de auditoria independente totalizarão R$2.075,8 mil referente aos serviços Revisões de ITR´S Auditoria Anual de Demonstrações Financeiras e Revisão Limitada.;A contratação da PwC ocorreu em razão da captura de sinergias operacionais e financerias com os trabalhos da PwC executados para outras empresas do Grupo, bem como de aspectos comerciais.;Não houve
04.172.213/0001-51;2020-01-01;6;104662;CIA PIRATININGA DE FORCA E LUZ;94575;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2017-01-20;;;Auditoria das Demonstrações Financeiras anuais societárias e revisão limitada das informações trimestrais societárias auditoria das demonstrações financeiras anuais regulatórias e auditoria de controles internos para Compliance Sox para os exercícios findos em 31/12/2017, 31/12/2018, 31/12/2019. Os demais serviços prestados pela KPMG e sua remuneração referente ao último exercício social estão descritos na seção 2.3 deste Formulário de Referência.;O montante total da remuneração dos auditores independentes foi de R$ 509 mil referentes à auditoria societária, regulatória e de controles internos Sox para o exercício findo em 31/12/2019, e R$ 123 mil para outros serviços prestados.;Não aplicável.;Não aplicável.
04.200.649/0001-07;2020-01-01;19;100698;COMPANHIA PROVINCIA DE SECURITIZACAO;91882;RAMIRES & CIA - AUDITORES INSEPENDENTES S/S;;05465151000139;009733;Nacional;2007-09-25;;;Realizar exclusivamente auditoria das demonstrações contábeis.;O valor mensal de R$ 852,47 ref. serviço de auditoria das demonstrações contábeis.;TEMPO LIMITE DE 5 ANOS;Não Aplicável
04.200.649/0001-07;2020-01-01;19;100698;COMPANHIA PROVINCIA DE SECURITIZACAO;91883;MBAUDIT - AUDITORES INDEPENDENTES S/S;;03606521000185;009733;Nacional;2012-05-01;;;Realizar exclusivameten a auditoria das demonstrações contábeis;o valor anualde R$ 12.932,69 ref. serviço de auditoria das demonstrações contábeis.;TEMPO LIMITE DE 5 ANOS;Não Aplicável
04.200.649/0001-07;2020-01-01;19;100698;COMPANHIA PROVINCIA DE SECURITIZACAO;91884;RAMIRES & CIA - AUDITORES INSEPENDENTES S/S;;05465151000139;009733;Nacional;2017-05-01;;;Auditoria das Demonstrações Financeiras, Balanço anual, ITR, SEC.;Remuneração mensal de R$ 1.250,00;Prazo de 5 anos;Não Aplicável
04.233.319/0001-18;2020-01-01;4;103673;NCF PARTICIPAÇÕES S/A;93964;IRKO AUDITORES INDEPENDENTES;;02878522000116;010197;Nacional;2021-04-27;;;Prestação de serviços de Auditoria Independente para Demonstrações Contábeis do exercício 2021.;A remuneração relativa aos serviços de Auditoria em 2021 totalizam R$ 245.040,00 (duzentos e quarenta e cinco mil e quarenta reais).;A substituição visa atender ao disposto no art. 31 da Instrução CVM 308/99, o qual determina a rotatividade dos auditores independentes a cada cinco exercícios sociais consecutivos e contou com a anuência dos atuais auditores.;Não aplicável
04.370.282/0001-70;2020-01-01;3;103556;COPEL GERAÇÃO E TRANSMISSÃO S.A.;93776;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2016-03-21;;; Serviços regulares e especiais de auditoria independente que incluem a Auditoria das Demonstrações Financeiras individuais e consolidadas para fins locais do exercício findo em 31 de dezembro Revisão das Informações Trimestrais de 31 março, 30 junho e 30 setembro Exame dos controles internos da Companhia baseados no critério internacionalmente estabelecido e Revisão dos procedimentos fiscais e tributários, exame das demonstrações financeiras e informações complementares requeridas pela Agência Nacional de Energia Elétrica - Aneel, pela Agência Nacional de Telecomunicações - Anatel, pela Comissão de Valores Mobiliários - CVM e por Instituições financeiras  Emissão de relatórios especiais, de laudo de avaliação patrimonial e elaboração de documentos decorrentes de serviços prestados.;O montante total de remuneração para serviços de auditoria em 2019 foi de R$ 1.865.292,25, sendo: >> R$ 925.162,49 referentes a serviços de auditoria externa: Serviços regulares e especiais de auditoria independente que incluem a Auditoria das Demonstrações Financeiras individuais e consolidadas para fins locais (Comitê de Pronunciamentos Contábeis - CPC/Comissão de Valores Mobiliários - CVM) e International Accounting Standards Board - IASB/ Securities and Exchange Comission - SEC do exercício findo em 31 de dezembro de 2016  Revisão das Informações Trimestrais de 31 março, 30 junho e 30 setembro de 2019 Exame dos controles internos da Companhia baseados no critério internacionalmente estabelecido e>> R$ 940.129,76 referentes a outros serviços prestados pelo auditor independente: Emissão de relatórios especiais, de laudo de avaliação patrimonial e elaboração de documentos decorrentes de serviços prestados para abertura de capital da Copel GET e analise Usina de Araucária (UEGA) .;Não aplicável, considerando que não houve substituição do auditor. ;Não aplicável, considerando que não houve substituição do auditor
04.423.567/0001-21;2020-01-01;16;104873;ENEVA S.A;94794;PricewaterhouseCoopers Auditores Independentes;;61562112000201;002879;Nacional;2013-10-21;;;(i) Auditoria independente das demonstrações financeiras da Companhia correspondentes aos exercícios sociais encerrados em 31 de dezembro de 2017 e 2016 e revisão limitada dos trimestres findos em 31 de março, 30 de junho e 30 de setembro dos respectivos exercícios. Não foram prestados pelo auditor independente, ou por partes relacionadas com o auditor independente, outros serviços no período acima destacado, além da auditoria independente das demonstrações financeiras e revisão limitada das informações trimestrais mencionadas acima, salvo pela prestação de serviços relacionados à (i) emissão de cartas conforto (NPA 12) em conexão com a oferta pública de ações da Companhia, (ii) revisão de demonstrações financeiras proforma, (iii) interpretação da norma técnica quanto a impactos fiscais de aumento de capital aprovado em 26 de agosto de 2015 ("Relatório Técnico").;No exercício social encerrado em 31 de dezembro de 2017, os auditores independentes receberam honorários no valor de R$3.941.690,82, dos quais R$1.539.358,60 se referiram a serviços de auditoria externa, R$2.262.390,53 se referiram a elaboração do Relatório Técnico, e R$139.941,69 se referiram a outros serviços prestados.;De acordo com a instrução CVM 308/99, o Auditor Independente, seja ele pessoa física ou jurídica, não poderá prestar serviço para um mesmo cliente por prazo superior a cinco anos consecutivos.;Não se aplica, visto que não houve discordância do auditor independente.
04.423.567/0001-21;2020-01-01;16;104873;ENEVA S.A;94795;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2018-03-06;;;(i) Auditoria independente das demonstrações financeiras da Companhia correspondentes aos exercícios sociais encerrados em 31 de dezembro de 2018 e 2019 e ao exercício social que encerrar-se-á em 31 de dezembro de 2020 e revisão limitada de seus respectivos trimestres findos em 31 de março, 30 de junho e 30 de setembro dos respectivos exercícios, (ii) serviços de consultoria para adequação as novas normas contábeis e, (iii) serviços de laudo de avaliação de ativos e incorporação e (iv) serviços de consultoria em processo de combinação de negócios.;No exercício social encerrado em 31 de dezembro de 2018, os auditores independentes receberam honorários no valor de R$ 1.909.780,66 dos quais R$ 1.530.174,83 se referiram a serviços de auditoria externa, R$ 209.314,28 se referiram à adequação às novas normas contábeis e R$ 170.291,55 se referiram a laudo de avaliação de ativos e incorporação.No exercício social encerrado em 31 de dezembro de 2019, os auditores independentes receberam honorários no valor de R$ 3.328.636,59, dos quais R$ 1.603.470,88 se referiram a serviços de auditoria externa e R$ 1.725.165,71 se referiram a serviços de assessoria para ofertas de Ações e emissão de Títulos e Valores Mobiliários.No período de 6 meses findo em 30 de junho de 2020, os auditores independentes receberam honorários no valor de R$ 3.081.563,09, dos quais R$ 1.015.314,46 se referiram a serviços de auditoria externa e R$ 2.066.248,63 se referiram a consultoria estratégica para Combinação de Negócios.;Não aplicável.;Não aplicável.
04.437.534/0001-30;2020-01-01;6;100700;LOCAMÉRICA RENT-A-CAR S.A.;91885;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2013-03-19;;;Os auditores independentes foram contratados para:(i) a auditoria das demonstrações financeiras individuais e consolidadas dos exercícios sociais que se encerraram em 31 de dezembro de 2016 e 2017(ii) as revisões das informações trimestrais individuais e consolidadas encerradas em 31 de março de 2016 e 2017, 30 de junho de 2016 e 2017 e 30 de setembro de 2016 e 2017 e(iii) execução de procedimentos pré-acordados com relação à emissão de ações ordinárias pela Companhia no âmbito da oferta pública de ações da Companhia.;A remuneração da KPMG Auditores Independentes para prestação de serviços no exercício social findo em 31 de dezembro de 2017 foi de R$723.032,03 referente à auditoria independente sobre as demonstrações financeiras individuais e consolidadas e revisão das informações trimestrais individuais e consolidadas, e R$664.723,03, referentes serviços relacionados a oferta pública de distribuição primária e secundária de ações da Companhia, mencionados no item (iii) acima. Os auditores não receberam remuneração, além da descrita acima, uma vez que não prestaram qualquer outro tipo de serviço, além dos descritos no tópico "Descrição do serviço contratado".;Atender as boas práticas de governança e ao disposto do Artigo 31 da Instrução CVM nº 308/99, o qual determina a rotatividade dos auditores independentes a cada período de 5 (cinco) anos.;Não aplicável.
04.437.534/0001-30;2020-01-01;6;100700;LOCAMÉRICA RENT-A-CAR S.A.;91886;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2018-04-16;;;Os auditores independentes foram contratados para:(i) a auditoria das demonstrações financeiras individuais e consolidadas do exercício social findo em 31 de dezembro de 2018 e(ii) as revisões das informações trimestrais individuais e consolidadas encerradas em 31 de março de 2018, 30 de junho de 2018 e 30 de setembro de 2018.;A remuneração do auditor para prestação de serviços referente à auditoria independente sobre as demonstrações financeiras individuais e consolidadas e revisão das informações trimestrais individuais foi de R$612 mil. Os auditores não receberam remuneração, além da descrita acima, uma vez que não prestaram qualquer outro tipo de serviço, além dos descritos no tópico "Descrição do serviço contratado".;Não Aplicável.;Não Aplicável.
