CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Codigo_Conta;Descricao_Conta;Valor;Informacao_Financeira;Tipo_Moeda;Escala_Moeda
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;14444000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;7628000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;4027000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;400000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);8.75000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;10.07000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;2340000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2019-01-01;2019-12-31;b;Ativo Total;5017000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;17142000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;11633000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;5073000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;400000.00000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);5.85000000;Individual;Real;Unidade
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;12.68000000;Individual;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;397967000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;b;Ativo Total;1109311000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;457410000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;123879000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;80761000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;100000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);3746.13000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;713.27000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;713.27000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;465415000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;b;Ativo Total;1160276000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;591661000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;132093000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;69851000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;100000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);4228.18000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;506.09000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;506.09000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;500361000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;b;Ativo Total;1224420000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;562893000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;138868000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;55312000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;49475176.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);9.05000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.92000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;0.92000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;a;Patrimônio Líquido;619801000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;b;Ativo Total;1456506000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;321802000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;d;Resultado Bruto;74067000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;e;Resultado Líquido;37983000.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;f;Número de Ações, Ex-Tesouraria;114723940.00000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;g;Valor Patrimonial da Ação (Reais Unidade);4.68000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;h;Resultado Básico por Ação;0.25000000;Consolidado;Real;Unidade
12.181.987/0001-77;2020-01-01;8;104089;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;i;Resultado Diluído por Ação;0.25000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2017-01-01;2017-12-31;a;Patrimônio Líquido;547000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2017-01-01;2017-12-31;b;Ativo Total;1350000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;669000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2017-01-01;2017-12-31;d;Resultado Bruto;669000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2017-01-01;2017-12-31;e;Resultado Líquido;328000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;500000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.09400000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.66000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2018-01-01;2018-12-31;a;Patrimônio Líquido;784000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2018-01-01;2018-12-31;b;Ativo Total;1039000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;808000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2018-01-01;2018-12-31;d;Resultado Bruto;808000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2018-01-01;2018-12-31;e;Resultado Líquido;316000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;500000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.56800000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.63200000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2019-01-01;2019-12-31;a;Patrimônio Líquido;814000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2019-01-01;2019-12-31;b;Ativo Total;948000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;506000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2019-01-01;2019-12-31;d;Resultado Bruto;506000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2019-01-01;2019-12-31;e;Resultado Líquido;40000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;500000.00000000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.62800000;Consolidado;Real;Unidade
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.08000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;11553097.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;b;Ativo Total;40671116.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;2598916.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;736318.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;16326.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;11858569.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.00120000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;0.00120000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;13471353.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;b;Ativo Total;43592347.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;4256828.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;2588646.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;1074056.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;13082212.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.08200000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;0.08200000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;14031580.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;b;Ativo Total;45039760.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;4214481.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;1802768.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;209628.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;13360658.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.00000000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.01560000;Consolidado;Real;Unidade
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;0.01560000;Consolidado;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2017-01-01;2017-12-31;a;Patrimônio Líquido;1587778.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2017-01-01;2017-12-31;b;Ativo Total;2405277.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;8775397.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2017-01-01;2017-12-31;d;Resultado Bruto;5586420.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2017-01-01;2017-12-31;e;Resultado Líquido;4227599.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;826755.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.92050000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2017-01-01;2017-12-31;h;Resultado Básico por Ação;5.11350000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2018-01-01;2018-12-31;a;Patrimônio Líquido;992106.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2018-01-01;2018-12-31;b;Ativo Total;3135822.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;6682214.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2018-01-01;2018-12-31;d;Resultado Bruto;2366631.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2018-01-01;2018-12-31;e;Resultado Líquido;1827373.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;826755.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.20000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2018-01-01;2018-12-31;h;Resultado Básico por Ação;2.21030000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2019-01-01;2019-12-31;a;Patrimônio Líquido;992106.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2019-01-01;2019-12-31;b;Ativo Total;11702885.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;11741519.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2019-01-01;2019-12-31;d;Resultado Bruto;8301735.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2019-01-01;2019-12-31;e;Resultado Líquido;6356506.22000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;826755.00000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.20000000;Individual;Real;Unidade
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;2019-01-01;2019-12-31;h;Resultado Básico por Ação;7.68850000;Individual;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;101727000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;b;Ativo Total;515796000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;682899000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;108495000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;47129000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;639883700.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.16000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.07000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;0.07000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;129839000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2018-01-01;2018-12-31;b;Ativo Total;527445000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;647206000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;161926000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;116650000.00000000;Consolidado;Real;Unidade
12.528.708/0001-07;2020-01-01;10;103623;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;609670554.00000000;Consolidado;Real;Unidade
