CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Acionista;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes;Percentual_Acoes
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;6590896;;0;0.000000
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;6590907;;0;0.000000
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;6590908;;0;0.000000
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;6590909;;0;0.000000
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;6590910;;0;0.000000
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;6590914;;0;0.000000
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;6591900;;0;0.000000
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;6591901;;0;0.000000
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;6591905;;0;0.000000
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;6591909;;0;0.000000
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;6591913;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609753;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609760;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609771;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609785;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609793;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609804;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609814;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609820;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609831;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609850;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609856;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609861;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609882;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609884;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609889;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609903;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609913;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609918;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609953;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609960;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609971;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609985;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609987;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6609992;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6610006;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6610016;;0;0.000000
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;6610021;;0;0.000000
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;6584666;;0;0.000000
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;6584670;;0;0.000000
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;6584674;;0;0.000000
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;6424474;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587432;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587433;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587468;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587471;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587472;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587484;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587487;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587488;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587489;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587493;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587499;;342805;0.226024
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587499;Preferencial Classe A;185517;0.230000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587499;Preferencial Classe B;157288;0.230000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587512;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587519;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587523;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587526;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587529;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587533;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587537;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587541;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587542;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587556;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587562;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587565;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587574;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587595;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587599;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587606;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587610;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587635;;36765916;24.241160
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587635;Preferencial Classe A;2673312;3.260000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587635;Preferencial Classe B;34092604;48.990000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587677;;769304;0.507231
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587677;Preferencial Classe A;416296;0.510000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587677;Preferencial Classe B;353008;0.510000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587727;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587728;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587729;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587738;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587742;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587746;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587754;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587758;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587761;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587769;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587772;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587775;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587778;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587794;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587798;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587802;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587847;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587855;;37536000;24.748906
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587855;Preferencial Classe A;37536000;45.730000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587859;;74301916;48.990066
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587859;Preferencial Classe A;40209312;48.990000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587859;Preferencial Classe B;34092604;48.990000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587860;;0;0.000000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587874;;1951372;1.286613
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587874;Preferencial Classe A;1055737;1.290000
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;6587874;Preferencial Classe B;895635;1.290000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598762;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598763;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598764;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598769;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598770;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598772;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598776;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598777;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598778;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598779;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598784;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598787;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598788;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598789;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598790;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598791;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598792;;0;0.000000
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;6598793;;0;0.000000
