CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
00.000.000/0001-91;2020-01-01;28;104726;BCO BRASIL S.A.;2017-01-01;2017-12-31;58204249.30;Conselho de Administração;7.08;398043.70;4.92;317652.03;0.00;0.00;80391.67;Os valores constantes do campo "Outros" do item d.i referem-se à contribuição previdenciária patronal e à contribuição fundiária ao FGTS incidentes sobre o salário ou pró-labore dos membros da Diretoria Executiva, do Conselho de Administração e do Conselho Fiscal do BB, em conformidade com o item "b" do subtítulo 10.2.13 do Ofício-circular/CVM/SEP/Nº 2/2020, de 28/02/2020.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros remunerados de cada órgão corresponde à média anual do número de membros remunerados de cada órgão apurado mensalmente, com duas casas decimais, em conformidade com o Ofício-circular/CVM/SEP/Nº 2/2020.
00.000.000/0001-91;2020-01-01;28;104726;BCO BRASIL S.A.;2017-01-01;2017-12-31;58204249.30;Diretoria Estatutária;36.75;57421342.17;45.75;24247454.58;3122722.92;0.00;8451736.93;Os valores constantes do campo "Outros" do item d.i referem-se à contribuição previdenciária patronal e à contribuição fundiária ao FGTS incidentes sobre o salário ou pró-labore dos membros da Diretoria Executiva, do Conselho de Administração e do Conselho Fiscal do BB, em conformidade com o item "b" do subtítulo 10.2.13 do Ofício-circular/CVM/SEP/Nº 2/2020, de 28/02/2020.;0.00;0.00;0.00;12592980.27;0.00;Os valores constantes do campo "Outros" do item d.i referem-se à contribuição previdenciária patronal e à contribuição fundiária ao FGTS incidentes sobre o salário ou pró-labore dos membros da Diretoria Executiva, do Conselho de Administração e do Conselho Fiscal do BB, em conformidade com o item "b" do subtítulo 10.2.13 do Ofício-circular/CVM/SEP/Nº 2/2020, de 28/02/2020.;0.00;547926.99;8458520.48;O número de membros remunerados de cada órgão corresponde à média anual do número de membros remunerados de cada órgão apurado mensalmente, com duas casas decimais, em conformidade com o Ofício-circular/CVM/SEP/Nº 2/2020.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;7396754.35;Diretoria Estatutária;8.00;5390041.91;8.00;4400034.21;0.00;0.00;990007.70;INSS Patronal;0.00;732756.60;0.00;164870.24;0.00;INSS Patronal;0.00;0.00;968871.58;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2020. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;7396754.35;Conselho de Administração;8.00;1234899.96;8.00;1008081.60;0.00;0.00;226818.36;INSS Patronal;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2020. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;7396754.35;Conselho Fiscal;5.00;771812.48;5.00;630051.00;0.00;0.00;141761.48;INSS Patronal;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2020. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;6780359.70;Diretoria Estatutária;8.00;4940873.14;8.00;4033365.83;0.00;0.00;907507.31;Outros = INSS Patronal;0.00;834295.86;0.00;187716.57;0.00;Outros = INSS Patronal;0.00;0.00;683618.91;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2020. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;6780359.70;Conselho de Administração;8.00;1131991.73;8.00;924074.88;0.00;0.00;207916.85;INSS Patronal;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2020. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;6780359.70;Conselho Fiscal;5.00;707494.83;5.00;577546.80;0.00;0.00;129948.03;INSS Patronal;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2020. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2018-01-01;2018-12-31;6780359.70;Diretoria Estatutária;8.00;4940873.14;8.00;4033365.83;0.00;0.00;907507.31;INSS Patronal.;0.00;833192.17;0.00;187468.24;0.00;INSS Patronal.;0.00;0.00;612222.15;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 03/2019. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2018-01-01;2018-12-31;6780359.70;Conselho de Administração;8.00;1131991.73;8.00;924074.88;0.00;0.00;207916.85;INSS Patronal.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 03/2019. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2018-01-01;2018-12-31;6780359.70;Conselho Fiscal;5.00;707494.83;5.00;577546.80;0.00;0.00;129948.03;INSS Patronal.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 03/2019. O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações.
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2017-01-01;2017-01-31;6780359.70;Conselho Fiscal;5.00;707494.83;5.00;577546.80;0.00;0.00;129948.03;INSS Patronal;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2018. No campo Salário Pró-Labore da Diretoria Colegiada está incluída a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2017-01-01;2017-01-31;6780359.70;Diretoria Estatutária;8.00;4940873.14;8.00;4033365.83;0.00;0.00;907507.31;INSS Patronal;0.00;846160.50;0.00;190386.11;0.00;INSS Patronal;0.00;0.00;572955.17;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2018. No campo Salário Pró-Labore da Diretoria Colegiada está incluída a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;2017-01-01;2017-01-31;6780359.70;Conselho de Administração;8.00;1131991.73;8.00;924074.88;0.00;0.00;207916.85;INSS Patronal;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi especificado conforme instruções contidas no Ofício-circular/CVM/SEP/Nº 02/2018. No campo Salário Pró-Labore da Diretoria Colegiada está incluída a Gratificação Natalina. No campo Outros (INSS Patronal) corresponde a 22,5%. A PLR é referente a 6 honorários e é paga da seguinte forma: 50% à vista e 50% diferidos para 3 anos, pagos em ações
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;12873247.08;Conselho Fiscal;5.00;368856.59;4.75;310100.68;0.00;0.00;58755.92;Valores pagos a título de Encargos - INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº2/2020.
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;12873247.08;Diretoria Estatutária;7.00;10477311.26;6.75;4068785.85;1564411.03;0.00;1481735.89;Valores pagos a título de Encargos - INSS/FGTS;0.00;0.00;0.00;0.00;0.00;;813777.80;2109186.78;439413.90;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº2/2020.
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;12873247.08;Conselho de Administração;11.00;2027079.23;11.00;522274.82;0.00;1175118.38;329686.02;Valores pagos a título de Encargos - INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº2/2020.
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;8018933.93;Conselho de Administração;10.92;1953003.06;10.92;522274.56;0.00;1129709.58;301018.92;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº02/2020
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;8018933.93;Conselho Fiscal;4.75;358410.82;4.75;305022.85;0.00;0.00;53387.97;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº02/2020
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;8018933.93;Diretoria Estatutária;5.67;5707520.05;5.67;3118072.85;858710.53;0.00;978346.36;Encargos INSS/FGTS;0.00;0.00;0.00;0.00;0.00;;453214.89;299175.42;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº02/2020
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018-01-01;2018-12-31;8821046.82;Conselho de Administração;10.08;1490152.56;8.08;501168.73;0.00;751296.63;237687.20;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº03/2019
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018-01-01;2018-12-31;8821046.82;Diretoria Estatutária;6.42;6948244.60;6.42;3831100.47;951512.86;0.00;1339692.46;Encargos INSS/FGTS;0.00;0.00;0.00;0.00;0.00;;626488.53;199450.28;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº03/2019
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018-01-01;2018-12-31;8821046.82;Conselho Fiscal;5.00;382649.66;5.00;318874.84;0.00;0.00;63774.82;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº03/2019
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2017-01-01;2017-12-31;9378409.46;Conselho de Administração;8.58;661975.71;8.58;561989.20;645.71;0.00;99340.80;Valores pagos a título de Encargos -INSS e FGTS - empregador.;0.00;0.00;0.00;0.00;0.00;Valores pagos a título de Encargos -INSS e FGTS - empregador.;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº02/2018
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2017-01-01;2017-12-31;9378409.46;Conselho Fiscal;5.00;393229.11;5.00;327691.02;0.00;0.00;65538.09;Valores pagos a título de Encargos -INSS e FGTS - empregador.;0.00;0.00;0.00;0.00;0.00;Valores pagos a título de Encargos -INSS e FGTS - empregador.;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº02/2018
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2017-01-01;2017-12-31;9378409.46;Diretoria Estatutária;7.00;8323204.64;7.00;4555510.68;1498261.94;0.00;1652999.61;Valores pagos a título de Encargos -INSS e FGTS - empregador.;0.00;0.00;0.00;0.00;0.00;Valores pagos a título de Encargos -INSS e FGTS - empregador.;516707.27;99725.14;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº02/2018
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;4233696.00;Conselho de Administração;9.00;846335.00;9.00;655128.00;0.00;0.00;191207.00;Encargos Sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;4233696.00;Conselho Fiscal;5.00;492113.00;5.00;393631.00;0.00;0.00;98482.00;Encargos Sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;4233696.00;Diretoria Estatutária;4.00;2335871.00;4.00;1663640.00;251097.00;0.00;421134.00;Encargos Sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2017-01-01;2017-12-31;2191415.00;Diretoria Estatutária;3.00;1128890.00;3.00;760882.00;126280.00;0.00;241728.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2017-01-01;2017-12-31;2191415.00;Conselho Fiscal;5.00;367198.00;5.00;305991.00;0.00;0.00;61207.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2017-01-01;2017-12-31;2191415.00;Conselho de Administração;9.00;695327.00;9.00;550784.00;0.00;0.00;144543.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.192.769/0001-59;2020-01-01;1;94800;NEUMARKT TRADE AND FINANCIAL CENTER S/A;2019-01-01;2019-12-31;149760.00;Conselho de Administração;4.00;149760.00;4.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;4093947.39;Diretoria Estatutária;5.00;3421136.38;5.00;2139143.83;0.00;0.00;1281992.55;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
