CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2020-01-01;22;BCO BRASIL S.A.;001023;FRE NOVO;102731;2021-04-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102731
00.000.000/0001-91;2020-01-01;23;BCO BRASIL S.A.;001023;FRE NOVO;102954;2021-04-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102954
00.000.000/0001-91;2020-01-01;24;BCO BRASIL S.A.;001023;FRE NOVO;103425;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103425
00.000.000/0001-91;2020-01-01;25;BCO BRASIL S.A.;001023;FRE NOVO;103624;2021-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103624
00.000.000/0001-91;2020-01-01;26;BCO BRASIL S.A.;001023;FRE NOVO;103672;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103672
00.000.000/0001-91;2020-01-01;27;BCO BRASIL S.A.;001023;FRE NOVO;103759;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103759
00.000.000/0001-91;2020-01-01;28;BCO BRASIL S.A.;001023;FRE NOVO;104726;2021-05-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104726
00.000.208/0001-00;2020-01-01;1;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;95253;2020-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95253
00.000.208/0001-00;2020-01-01;2;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;95755;2020-08-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95755
00.000.208/0001-00;2020-01-01;3;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;96571;2020-08-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96571
00.000.208/0001-00;2020-01-01;4;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;97056;2020-09-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97056
00.000.208/0001-00;2020-01-01;5;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;97099;2020-09-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97099
00.000.208/0001-00;2020-01-01;6;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;97411;2020-09-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97411
00.000.208/0001-00;2020-01-01;7;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;97543;2020-10-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97543
00.000.208/0001-00;2020-01-01;8;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;97895;2020-10-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97895
00.000.208/0001-00;2020-01-01;9;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;98130;2020-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98130
00.000.208/0001-00;2020-01-01;10;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;99383;2020-12-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99383
00.000.208/0001-00;2020-01-01;11;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;99653;2021-01-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99653
00.000.208/0001-00;2020-01-01;12;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;99812;2021-01-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99812
00.000.208/0001-00;2020-01-01;13;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;100628;2021-03-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100628
00.000.208/0001-00;2020-01-01;14;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;103809;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103809
00.001.180/0001-26;2020-01-01;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;94281;2020-06-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94281
00.001.180/0001-26;2020-01-01;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;94578;2020-07-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94578
00.001.180/0001-26;2020-01-01;3;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;94677;2020-07-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94677
00.001.180/0001-26;2020-01-01;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;94754;2020-07-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94754
00.001.180/0001-26;2020-01-01;5;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;94826;2020-07-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94826
00.001.180/0001-26;2020-01-01;6;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;95754;2020-08-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95754
00.001.180/0001-26;2020-01-01;7;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;97212;2020-09-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97212
00.001.180/0001-26;2020-01-01;8;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;98698;2020-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98698
00.001.180/0001-26;2020-01-01;9;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;98880;2020-11-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98880
00.001.180/0001-26;2020-01-01;10;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;99333;2020-12-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99333
00.001.180/0001-26;2020-01-01;11;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;99765;2021-01-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99765
00.001.180/0001-26;2020-01-01;12;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;100420;2021-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100420
00.001.180/0001-26;2020-01-01;13;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;101017;2021-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=101017
00.001.180/0001-26;2020-01-01;14;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;102239;2021-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102239
00.001.180/0001-26;2020-01-01;15;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;102455;2021-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102455
00.001.180/0001-26;2020-01-01;16;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;102821;2021-04-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102821
00.001.180/0001-26;2020-01-01;17;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;102977;2021-04-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102977
00.001.180/0001-26;2020-01-01;18;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;103531;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103531
00.001.180/0001-26;2020-01-01;19;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;103677;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103677
00.001.180/0001-26;2020-01-01;20;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;104616;2021-05-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104616
00.001.180/0001-26;2020-01-01;21;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;104699;2021-05-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104699
00.001.180/0001-26;2020-01-01;22;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;104768;2021-05-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104768
00.070.698/0001-11;2020-01-01;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;95455;2020-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95455
00.070.698/0001-11;2020-01-01;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;96549;2020-08-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96549
00.070.698/0001-11;2020-01-01;3;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;96978;2020-09-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96978
00.070.698/0001-11;2020-01-01;4;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;102768;2021-04-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102768
00.070.698/0001-11;2020-01-01;5;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;103641;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103641
00.070.698/0001-11;2020-01-01;6;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;103732;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103732
00.070.698/0001-11;2020-01-01;7;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;103845;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103845
00.192.769/0001-59;2020-01-01;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;FRE NOVO;94800;2020-07-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94800
00.272.185/0001-93;2020-01-01;1;CIMS S.A.;014818;FRE NOVO;95258;2020-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95258
00.272.185/0001-93;2020-01-01;2;CIMS S.A.;014818;FRE NOVO;100367;2021-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100367
00.272.185/0001-93;2020-01-01;3;CIMS S.A.;014818;FRE NOVO;103184;2021-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103184
00.336.701/0001-04;2020-01-01;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;95310;2020-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95310
00.336.701/0001-04;2020-01-01;2;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;95373;2020-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95373
00.336.701/0001-04;2020-01-01;3;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;96547;2020-08-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96547
00.336.701/0001-04;2020-01-01;4;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;97621;2020-10-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97621
00.336.701/0001-04;2020-01-01;5;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;98098;2020-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98098
00.336.701/0001-04;2020-01-01;6;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;99344;2020-12-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99344
00.336.701/0001-04;2020-01-01;7;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;99451;2021-01-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99451
00.336.701/0001-04;2020-01-01;8;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;99890;2021-02-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99890
00.336.701/0001-04;2020-01-01;9;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;100234;2021-02-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100234
00.336.701/0001-04;2020-01-01;10;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;100362;2021-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100362
00.336.701/0001-04;2020-01-01;11;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;102344;2021-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102344
00.336.701/0001-04;2020-01-01;12;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;103080;2021-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103080
00.359.742/0001-08;2020-01-01;1;FICTOR ALIMENTOS S.A.;015423;FRE NOVO;94488;2020-06-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94488
00.359.742/0001-08;2020-01-01;2;FICTOR ALIMENTOS S.A.;015423;FRE NOVO;94985;2020-07-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94985
00.359.742/0001-08;2020-01-01;3;FICTOR ALIMENTOS S.A.;015423;FRE NOVO;99160;2020-12-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99160
00.359.742/0001-08;2020-01-01;4;FICTOR ALIMENTOS S.A.;015423;FRE NOVO;99203;2020-12-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99203
00.359.742/0001-08;2020-01-01;5;FICTOR ALIMENTOS S.A.;015423;FRE NOVO;102800;2021-04-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102800
00.383.281/0001-09;2020-01-01;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE NOVO;95332;2020-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95332
00.383.281/0001-09;2020-01-01;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE NOVO;96526;2020-08-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96526
00.383.281/0001-09;2020-01-01;3;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE NOVO;96713;2020-08-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96713
00.383.281/0001-09;2020-01-01;4;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE NOVO;97068;2020-09-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97068
00.383.281/0001-09;2020-01-01;5;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE NOVO;99095;2020-12-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99095
00.383.281/0001-09;2020-01-01;6;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE NOVO;99110;2020-12-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99110
00.383.281/0001-09;2020-01-01;7;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE NOVO;100592;2021-03-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100592
00.383.281/0001-09;2020-01-01;8;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE NOVO;100769;2021-03-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100769
00.389.481/0001-79;2020-01-01;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FRE NOVO;95385;2020-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95385
00.389.481/0001-79;2020-01-01;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FRE NOVO;99896;2021-02-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99896
00.416.968/0001-01;2020-01-01;1;BANCO INTER S.A.;024406;FRE NOVO;95537;2020-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95537
00.416.968/0001-01;2020-01-01;2;BANCO INTER S.A.;024406;FRE NOVO;96371;2020-08-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96371
00.416.968/0001-01;2020-01-01;3;BANCO INTER S.A.;024406;FRE NOVO;96496;2020-08-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96496
