CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Politica;Cargo_Pessoa_Vinculada
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;41919;Consideram-se pessoas vinculadas, na forma da Política de Negociação e Divulgação, conforme aplicável: acionistas controladores, administradores, membros do conselho fiscal (se instalado), integrantes dos demais órgãos com funções técnicas ou consultivas, e qualquer outra pessoa que, em virtude de seu cargo, função ou posição tenha conhecimento de informação privilegiada.
06.977.751/0001-49;2020-01-01;10;103548;BR PROPERTIES S.A.;41667;A nossa política de negociação foi aditada em 1º de agosto de 2008 e em 21 de março de 2019. Estão sujeitos à nossa Política de Negociação de Valores Mobiliários, ou Política de Negociação, os nossos Diretores, membros do Conselho de Administração, membros do Conselho Fiscal, caso seja instalado, e de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, bem como seus cônjuges não separados judicialmente, companheiro ou dependente incluído na declaração anual de imposto de renda, e sociedades por nós controladas, direta ou indiretamente (Pessoas Vinculadas).
06.981.381/0001-13;2020-03-31;7;94239;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;39680;Significa, em relação à Companhia, seus: (i) Acionistas Controladores (ii) Administradores (iii) membros do Conselho de Administração (iv) membros do Conselho Fiscal (v) membros de quaisquer Órgãos com Funções Técnicas ou Consultivas, instituídos por disposição estatutária ou legal (vi) empregados que, em virtude de seu cargo, função ou posição, ou circunstancialmente, tenham acesso a informações relativas a Atos ou Fatos Relevantes e (vii) quem quer que, em virtude de seu cargo, função ou posição nos Acionistas Controladores, nas Sociedades Controladas e nas Sociedades Coligadas, tenha acesso ou conhecimento de informações relativas a Atos ou Fatos Relevantes.
07.040.108/0001-57;2020-01-01;10;103215;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;41508;A Companhia, os administradores, os conselheiros fiscais, os funcionários com acesso a informação privilegiada, os membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária, assim como os acionistas controladores, diretos e indiretos, eventuais sociedades controladas e as pessoas que, em virtude de seu cargo, função ou posição no acionista controlador, direto ou indireto, ou em eventuais sociedades controladas, possam ter conhecimento de informação privilegiada sobre a Companhia, e que tenham aderido à Política de Negociação de Valores Mobiliários ("Pessoas Vinculadas").
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;41579;Corresponde às pessoas que mantenham os vínculos indicados a seguir com Diretores, membros do Conselho de Administração, membros do Conselho Fiscal e membros dos órgãos com funções técnicas ou consultivas da Enel Brasil ou de suas Controladas: (i) o cônjuge, de quem não se esteja separado judicialmente, (ii) o (a) companheiro(a) (iii) qualquer dependente incluído na declaração anual do imposto sobre a renda do Administrador, Conselheiro Fiscal ou membro dos órgãos com funções técnicas ou consultivas, ou de seu cônjuge ou companheiro e (iv) as sociedades controladas direta ou indiretamente, seja pelos Administradores, Conselheiros Fiscais ou membros dos órgãos com funções técnicas ou consultivas, seja pelas Pessoas Ligadas.
07.206.816/0001-15;2020-01-01;7;105726;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;42438;Administradores ou controladores da Companhia ou do Acionista Vendedor Administradores ou controladores de quaisquer das Instituições Participantes da Oferta ou de quaisquer dos Agentes de Colocação Internacional Outras pessoas vinculadas a oferta Cônjuges, companheiros, ascendentes, descendentes ou colaterais até o segundo grau de qualquer uma das pessoas referidas nos itens anteriores
07.253.321/0001-47;2020-01-01;1;94834;CARBOMIL SA MINER. E INDUSTRIA;38586;DIRETOR DE RELAÇÕES COM INVESTIDORES
07.415.333/0001-20;2020-01-01;16;105089;SIMPAR S.A.;42142;O acionista controlador, os administradores, os conselheiros fiscais, os membros de quaisquer órgãos da Companhia com funções técnicas ou consultivas, criados por disposição estatutária, ou, ainda, os empregados e demais colaboradores da Companhia, do acionista controlador ou das sociedades controladas ou coligadas que, em decorrência de seu cargo, função ou posição na Companhia, no acionista controlador ou nas sociedades controladas ou coligadas, possam ter conhecimento ou acesso a qualquer informação privilegiada ("Pessoas Vinculadas").
07.437.016/0001-05;2020-01-01;2;97718;CINESYSTEM S.A.;39614;De acordo com a Política de Negociação da Companhia ("Política"), Pessoas Vinculadas são aquelas indicadas no artigo 13 da Instrução CVM 358/2002, conforme alterada, inclusive a Companhia, os Acionistas Controladores (conforme definido na Política), diretos ou indiretos membros do conselho de administração diretores membros do conselho fiscal membros dos comitês ou de quaisquer órgãos com funções técnicas e consultivas, criados por disposição estatutária empregados da Companhia que, em virtude de seu cargo, função ou posição, ou circunstancialmente, tenham acesso a Informações Relevantes (conforme definido na Política) quem quer que, em virtude de seu cargo, função ou posição nos Acionistas Controladores, nas Sociedades Controladas (conforme definido na Política) e nas Sociedades Coligadas (conforme definido na Política), tenha acesso ou conhecimento de Informações Relevantes prestadores de serviços e qualquer pessoa que tenha aderido expressamente à Política.
07.526.557/0001-00;2020-01-01;10;104468;AMBEV S.A.;41916;O "Manual de Divulgação e Uso de Informações e Política de Negociação de Valores Mobiliários de Emissão da Ambev S.A." ("Manual"), no que diz respeito à negociação de valores mobiliários ("Política de Negociação"), vincula as seguintes pessoas: (i) administradores, conselheiros fiscais e integrantes dos demais órgãos com funções técnicas ou consultivas da Companhia (ii) funcionários das gerências de controladoria e tributos, jurídica, tesouraria, relacionamento com investidores, fusões e aquisições, novos negócios e auditoria interna (iii) funcionários e executivos com acesso a informação relevante (iv) quem quer que, em virtude de seu cargo, função ou posição na controladora da Companhia ou nas sociedades controladas e coligadas da Companhia, tenha conhecimento de informação relativa a ato ou fato relevante sobre a Companhia e (v) acionistas controladores. ("Pessoas Vinculadas").
07.594.978/0001-78;2020-01-01;2;99415;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;40251;Acionistas controladores, administradores e membros do conselho fiscal ou de qualquer outro órgão técnico ou consultivo da Companhia, bem como empregados e demais colaboradores da Companhia que tenham acesso, permanente ou eventual, a qualquer informação privilegiada
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;39800;Significa a Companhia, seus Acionistas Controladores, diretos e indiretos, membros do Conselho de Administração, da Diretoria, do Conselho Fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária, ou por quem quer que, em virtude de seu cargo, função ou posição na Companhia, na Controladora, nas Sociedades Controladas, nas Sociedades Coligadas e nas sociedades sob controle comum, tenha conhecimento de Informação Relevante, ou ainda prestadores de serviços e outros profissionais que tenham aderido expressamente à Política de Negociação e estejam obrigados à observância de suas regras.
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;41597;São consideradas "Pessoas Vinculadas" para os fins previstos na Política de Negociação e Divulgação: (i) a própria Companhia e (ii) em relação à Companhia, em conjunto ou individualmente, os acionistas controladores (quando existirem), sejam eles diretos ou indiretos, Diretores Estatutários, membros do Conselho de Administração, do Conselho Fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária, tais como comitês vinculados ao Conselho de Administração
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;41597;(iii) qualquer pessoa que, em decorrência de seu cargo, função ou posição na Companhia, junto a seus acionistas controladores ou suas controladas ou coligadas ou, ainda, por participar de projeto da Companhia ou de suas controladas ou coligadas, tenha obtido acesso a informação relativa a qualquer ato ou fato que possa influir de modo ponderável (a) na cotação dos valores mobiliários de emissão da Companhia, ou a eles referenciados ("Valores Mobiliários") (b) na decisão dos investidores em negociar com os Valores Mobiliários ou (c) na determinação de os investidores exercerem quaisquer direitos inerentes à condição de titulares de Valores Mobiliários.
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;42028;sociedades controladas e/ou sob controle comum e seus respectivos acionistas controladores
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;42028;acionistas controladores, diretos e indiretos
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;42028;administradores
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;42028;membros do Conselho Fiscal e de quaisquer outros órgãos com funções técnicas ou consultivas da Companhia
07.718.269/0001-57;2020-01-01;5;104763;SPRINGS GLOBAL PARTICIPACOES S.A.;42028;empregados e diretores da Companhia que, em virtude de seu cargo ou posição na Companhia, tenham acesso a qualquer informação privilegiada
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41450;Os (i) acionistas controladores, administradores e conselheiros fiscais da Companhia, bem como qualquer membro de órgão com funções técnicas ou consultivas criado por disposição estatutária (ii) colaboradores com acesso a informação privilegiada (iii) qualquer pessoa que, em virtude de seu cargo, função ou posição na Controladora ou nas Controladas, tenha conhecimento de informação privilegiada sobre a Companhia (iv) qualquer acionista da Companhia que tenha um administrador ou empregado ocupando cargo na administração ou no Conselho Fiscal da Companhia ou de sociedades controladas, ou exercendo qualquer outra função na Companhia ou em sociedades controladas que lhe dê acesso a informação privilegiada e, ainda, (v) qualquer pessoa que venha a firmar o termo de adesão à Política.
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;41514;Conselheiros, Diretores, Empregados, Estagiários e Parceiros.
07.857.093/0001-14;2020-01-01;11;99732;AURA MINERALS INC.;40489;(a) todos os conselheiros, diretores e funcionários da Companhia ou de suas subsidiárias (b) qualquer outra pessoa contratada ou profissionalmente engajada com a Companhia, ou agindo em nome desta, ou de qualquer de suas subsidiárias (c) parentes, cônjuge ou qualquer outra pessoa que resida com uma das pessoas referidas acima, ou filhos dependentes de tais pessoas e(d) partnerships, trusts, empresas, planos de previdência e entidades similares sobre as quais qualquer uma das pessoas supracitadas exerça controle ou direção.Para efeitos da Política, as pessoas mencionadas acima são coletivamente denominadas Company Personnel ("Colaborador").
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;41799;(i) empregados, sócios, conselheiros, dirigentes, diretores da Companhia e das suas subsidiárias (ou outras pessoas que ocupem posição similar, que desempenhem funções similares ou que assumam atribuições similares) e (ii) todos aqueles que estejam sob a supervisão e controle da Companhia e (a) prestem consultoria de investimento em nome da Companhia (b) tenham acesso, ou venham a ter acesso, a informações confidenciais privilegiadas, inclusive acesso a informações não públicas concernentes à compra ou venda de valores mobiliários por fundos e demais veículos coletivos aos quais a Companhia preste consultoria ou informações não públicas concernentes à sua carteira de investimentos ou (c) estejam envolvidos na recomendação de valores mobiliários a tais fundos e veículos coletivos ou tenham acesso a tais recomendações que não sejam públicas (cada um, individualmente, um "Colaborador GP").
07.859.510/0001-68;2020-01-01;3;103890;JHSF MALLS S.A.;41842;Acionistas, controladores, administradores, técnicos e consultores, gerentes e empregados, sociedades controladas ou sob controle comum e seus controladores, prestadores de serviço e outros profissionais que aderiram à política e pessoas com acesso a informações sobre fato relevante
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;41962;Pessoas sujeitas: (a) à própria Taesa (b) aos acionistas controladores (c) aos diretores estatutários, membros do Conselho de Administração, do Conselho Fiscal da Companhia ou de suas controladas (d) aos integrantes de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária da Companhia e de sociedades controladas (e) todos os colaboradores e h)a outras pessoas que a Taesa considere relevantes para fins desta Política, ou que, em decorrência do exercício normal de suas funções, tenham acesso a Informações Relevantes.
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;41962;Pessoas obrigadas: são os Acionistas Controladores, os Administradores, os membros do Conselho Fiscal, se instalado, e os membros dos Órgãos com Funções Técnicas ou Consultivas, que são obrigados a informar sobre a titularidade e negociações realizadas com Valores Mobiliários, nos termos da Instrução CVM 358.
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;41962;Pessoas ligadas: são as pessoas que mantenham com as Pessoas Obrigadas ou as Pessoas Sujeitas os seguintes vínculos: a) o cônjuge de quem não esteja separado judicial ou extrajudicialmente b) o (a) companheiro (a) c) qualquer dependente incluído em sua declaração de ajuste anual do imposto sobre a renda e d) sociedades controladas direta ou indiretamente pelas Pessoas Obrigadas ou pelas pessoas mencionadas nos itens "a", "b" e "c" acima.
07.950.674/0001-04;2020-01-01;1;95898;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;38946;Acionistas Controladores
07.950.674/0001-04;2020-01-01;1;95898;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;38946;Administradores
07.950.674/0001-04;2020-01-01;1;95898;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;38946;Membros do Conselho Fiscal
07.950.674/0001-04;2020-01-01;1;95898;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;38946;Integrantes de órgãos com funções técnicas ou consultivas da Companhia
07.950.674/0001-04;2020-01-01;1;95898;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;38946;Executivos e empregados que, em virtude de seu cargo, função ou posição na Companhia, nas sociedades controladoras, nas sociedades controladas e nas sociedades coligadas, tenha conhecimento de informação privilegiada ou informação relevante sobre a Companhia.
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;42052;Membros do conselho fiscal
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;42052;Quaisquer outros órgãos de administração técnica ou consultivas, criadas por disposição estatutária
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;42052;Ex-administradores, pelo prazo de 6 (seis) meses, após o seu afastamento, ou antes da divulgação a mercado, pela Companhia, de ato ou fato relevante, relativo a negócio ou fato iniciado durante seu período de gestão, o que ocorrer primeiro
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;42052;Companhia
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;42052;Acionistas controladores, diretos ou indiretos
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;42052;Diretores
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;42052;Membros do conselho de administração
08.078.847/0001-09;2020-01-01;6;104556;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;41930;Membros do Conselho de Administração, membros do Conselho Fiscal e membros da Diretoria e gerentes da Companhia e/ou das sociedades direta ou indiretamente controladas pela Companhia, bem como demais pessoas que, em decorrência de sua função, cargo, posição ou relacionamento com a Companhia e/ou com as sociedades direta ou indiretamente controladas pela Companhia e/ou Acionistas Controladores, tenham acesso a Ato ou Fato Relevante.Pessoas físicas ou jurídicas que mantenham com as pessoas mencionadas nos itens anteriores os seguintes vínculos: (i) o cônjuge, de quem não esteja separado judicialmente, (ii) o(a) companheiro(a) (iii) qualquer dependente incluído na declaração anual do imposto de renda da pessoa física e (iv) as sociedades direta ou indiretamente controladas pelos membros do Conselho de Administração, membros do Conselho Fiscal, membros da Diretoria e Gerentes da Companhia.
08.159.965/0001-33;2020-01-01;8;103625;IGUA SANEAMENTO S.A.;41712;A Política de Divulgação e Negociação abrange a nossa Companhia, os acionistas controladores, diretores, membros do conselho de administração, membros do conselho fiscal, funcionários com acesso a informações privilegiadas e, também, membros de quaisquer Comitês, incluindo quaisquer observadores nomeados, ou outros órgãos estatutários que possam ser criados com funções técnicas ou consultivas e, também, qualquer pessoa que, devido ao seu cargo ou posição na nossa Companhia ou em suas controladas, tiver aderido expressamente a termo de adesão e possa ter conhecimento de informação privilegiada sobre nossos negócios.
08.294.224/0001-65;2020-01-01;18;103864;JHSF PARTICIPACOES S.A.;41833;A Companhia, seus acionistas controladores diretos e indiretos, diretores, membros do conselho de administração, do conselho fiscal e de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e empregados, sociedades controladas e/ou sob controle comum e respectivos acionistas controladores, membros da administração e de órgãos com funções técnicas ou consultivas, prestadores de serviços e outros profissionais que tenham aderido expressamente à Política de Divulgação e estejam obrigados à observância das regras nela descritas, ou, ainda, qualquer pessoa que, nos termos da Instrução 358 CVM nº 358/02, mesmo não tendo aderido à Política de Divulgação, tenha conhecimento da informação relativa ao ato ou fato relevante, em virtude de seu cargo, função ou posição na Companhia, seus acionistas controladores, suas controladas ou coligadas.
08.312.229/0001-73;2020-01-01;5;103711;EZ TEC EMPREEND. E PARTICIPACOES S.A.;41763;Acionistas controladores (diretos ou indiretos) diretoria membros do Conselho de Administraçãomembros do Conselho Fiscal membros de órgãos com funções técnicas ou consultivas criadaspor disposição estatutária gerentes e funcionários sociedades controladas e/ou sob controlecomum e seus respectivos acionistas controladores, membros da administração e de órgãos comfunções técnicas ou consultivas e prestadores e serviços e outros profissionais com acesso ainformações relevantes ("Pessoas Vinculadas").DiretoriaMembros do Conselho de AdministraçãoMembros do Conselho FiscalSociedades controladas e/ou sob controle comum e seus respectivos acionistas controladores,membros da administração e de órgãos com funções técnicas ou consultivasPrestadores e serviços e outros profissionais com acesso a informações relevantesMembros de órgãos com funções técnicas ou consultivas criadas por disposição estatutáriaGerentesFuncionários
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;41341;Os acionistas controladores e pessoas por eles indicadas que acessem informações de uso da Companhia, bem como os membros do Conselho de Administração, do Conselho Fiscal e da Diretoria, bem como de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e funcionários da Companhia, suas controladas e afiliadas que tenham acesso privilegiado, permanente ou eventual, a Informações Relevantes e outros que a Companhia considere necessário e/ou conveniente ("Pessoas Vinculadas").
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;41453;Membros do Conselho Fiscal
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;41453;Membros de órgãos com funções técnicas ou consultivas
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;41453;Diretores Executivos
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;41453;Gerentes
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;41453;Empregados detentores de ações da Companhia
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;41453;Outros que têm ou possam vir a ter acesso a informações relevantes
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;41453;Membros da Diretoria
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;41453;Membros do Conselho de Administração
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;40987;A própria Companhia, o Acionista Controlador, direto e indireto, os Administradores, os membros do Conselho Fiscal, titulares e suplentes, caso instalado, e de quaisquer órgãos, criados por disposição estatutária ou regimental, com funções técnicas ou consultivas, os empregados, executivos e colaboradores, independentemente de seu cargo, função ou posição, que, em razão de seu cargo, função ou posição na Companhia, ou em suas sociedades controladas ou sociedades coligadas, tenham conhecimento de informação relativa a ato ou fato relevante ou de qualquer informação privilegiada ("Pessoas Sujeitas à Política"). Também são Pessoas Sujeitas à Política as pessoas listadas anteriormente que sejam integrantes de sociedades coligadas e de sociedades controladas pela Companhia. As Pessoas Sujeitas à Política devem prestar à Companhia todas as informações exigidas na Instrução CVM 358.
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;41893;Acionistas controladores, administradores, empregados e/ou quem quer que tenha conhecimento de informação referente a ato ou fato relevante, sabendo que se trata de informação ainda não divulgada ao mercado, em especial àqueles que tenham relação comercial, profissional ou de confiança com a Companhia, tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição, aos quais compete verificar a respeito da divulgação da informação antes de negociar com valores mobiliários de emissão da Companhia ou a eles referenciados.
08.439.659/0001-50;2020-01-01;10;104781;CPFL ENERGIAS RENOVÁVEIS S.A.;42037;Para maiores detalhes sobre Pessoas Vinculadas, vide texto anexo no item 20.2.
08.467.115/0001-00;2020-01-01;15;104597;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;41953;Com o fim de assegurar que o Diretor de Relações com Investidores possa cumprir seus deveres, foram criados encargos para algumas pessoas vinculadas à Companhia, a saber, seus administradores, acionista controlador, conselheiros fiscais, os funionários e executivos com acesso a informação relevante ou qualquer dos integrantes dos demias órgãos com funções técnicas ou consultivas da companhia, obrigando-as a comunicar Ato ou Fato Relevante de que tenham conhecimento ao Diretor de Relações com Investidores, a fim de que este tome as providências necessárias. A Companhia também disponibiliza aos seus acionistas e ao mercado em geral que possui ambiente de negociação de ações no mercado de bolsa da B3 S.A.
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;41885;Acionistas Controladores Diretos ou Indiretos
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;41885;Diretores
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;41885;Membros do Conselho de Administração
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;41780;Acionista controlador conselheiros de administração diretores conselheiros fiscais: titulares esuplentes integrantes dos demais órgãos com funções técnicas ou consultivas executivos,empregados e servidores com acesso à informação relevante e outras pessoas, em virtude deseu cargo, função ou posição na controladora, que tenham conhecimento de informação relativa aAto ou Fato Relevante.
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;41859;Conselho de Administração
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;41749;O Manual de Política de Divulgação de Ato ou Fato Relevante e Negociação de Valores Mobiliário ("Manual"), no que diz respeito à negociação de valores mobiliários ("Política de Negociação"), vincula as seguintes pessoas, que deverão assinar um termo de adesão ao Manual ("Pessoas Vinculadas"): (i) os administradores da Companhia, (ii) seu acionistas controladores, (iii) seu membros do Conselho Fiscal, (iv) seus empregados e executivos com acesso a informação relevante e integrantes dos demais órgãos com funções técnicas ou consultivas (v) quem quer que, em virtude de seu cargo, função ou posição na Companhia ou em sociedades controladas e coligadas da Companhia, tenha conhecimento de informação relativa a ato ou fato relevante sobre a Companhia até que esta o divulgue ao mercado e (vi) ex-administradores da Companhia, nas condições indicadas no item subsequente.
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;41841;Acionistas Controladores, Administradores e Conselheiros.
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;41349;Companhia, os Acionistas Controladores, os Administradores, membros dos Demais Órgãos da Administração, incluindo aqueles que se afastarem da administração e dos Demais Órgãos da Administração da Companhia durante o prazo de seis meses contados da data do afastamento, Colaboradores Relevantes e demais pessoas que o Diretor de Relações com Investidores considere, a seu critério, (a) potencialmente expostas, independentemente do motivo, a informações sensíveis, cujo trato adequado seja relevante para atingir os fins estabelecidos nesta Política e (b) que tenham celebrado Termo de Adesão ("Pessoas Sujeitas à Política")
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;38710;(i) Acionistas Controladores da Companhia (ii) diretores (iii) membros do conselho de administração (iv) membros do conselho fiscal (v) membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (vi) empregados da Companhia que, em virtude de seu cargo, função ou posição, ou circunstancialmente, tenham acesso a Informações Relevantes (vii) por quem quer que, em virtude de seu cargo, função ou posição nos Acionistas Controladores, nas Sociedades Controladas e nas Sociedades Coligadas, tenha acesso ou conhecimento de Informações Relevantes (viii) prestadores de serviços e qualquer pessoa que tenha aderido expressamente à Política de Negociação.
08.795.211/0001-70;2020-01-01;4;104038;MAESTRO LOCADORA DE VEICULOS S.A.;41868;São consideradas pessoas vinculadas: a Companhia acionistas controladores, diretos e indiretos administradores, membros do Conselho Fiscal e de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e funcionários, sociedades controladas e/ou sob controle comum e respectivos acionistas controladores, membros da administração e de órgãos com funções técnicas ou consultivas, prestadores de serviços e outros profissionais, que tenham aderido expressamente à Política e estejam obrigados à observância das regras nelas descritas.
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;41727;controladores (conforme indicados na Política de Negociação), diretos ou indiretos
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;41727;diretores
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;41727;membros do Conselho de Administração
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;41727;membros do Conselho Fiscal
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;41727;membros de outros órgãos com funções técnicas ou consultivas criados por disposição estatutária
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;41727;gerentes e funcionários, sociedades controladas e/ou sob controle comum e seus respectivos acionistas controladores, membros da administração e de órgãos com funções técnicas ou consultivas, prestadores de serviços e outros profissionais da Companhia que tenham acesso a informações relevantes
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;41727;outros que a Companhia considere necessário ou conveniente
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;41824;A política se aplica a todas as Pessoas Vinculadas e às pessoas que mantenham vínculo com as Pessoas Vinculadas, tais como, cônjuges, companheiros, dependentes incluídos na declaração anual do imposto de renda, e as sociedades controladas direta ou indiretamente pelas Pessoas Vinculadas. Nos termos da referida política, são "Pessoas Vinculadas": Companhia, Acionistas Controladores, Administradores, Consultores, empregados, colaboradores ou terceiros com acesso permanente ou eventual a Informações Relevantes.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;41940;Companhia, Administradores, Conselheiros Fiscais, Membros de Quaisquer Órgãos com Funções Técnicas ou Consultivas criados por disposição estatutária, Funcionários com acesso a informação relevante, Sociedades Controladas, Qualquer, pessoa que, em virtude de seu cargo, função ou posição na nossa Companhia ou nas nossas controladas e coligadas tenha conhecimento de informação privilegiada sobre nossa Companhia.
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;40914;A Companhia, os administradores, os conselheiros fiscais, os colaboradores com acesso à informação privilegiada, os membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária, assim como os acionistas controladores, diretos e indiretos, sociedades controladas e as pessoas que, em virtude de seu cargo, função ou posição no acionista controlador, direto ou indireto, ou em sociedades controladas, possam ter conhecimento de informação privilegiada sobre a Companhia, e que tenham aderido à Política de Negociação de Valores Mobiliários ("Pessoas Vinculadas").
08.811.643/0001-27;2020-01-01;5;103554;TRISUL S.A.;41671;CompanhiaAcionistas Controladores, diretos e indiretosAdministradoresMembros do Conselho FiscalQuaisquer outros Órgãos com Funções Técnicas ou ConsultivasEmpregados e diretores que, em virtude de seu cargo ou posição na Companhia, tenham acesso a qualquer informação privilegiadaSociedades controladas e/ou sobre controle comum, e seus acionistas controladores, cônjuges, companheiros, dependentes incluídos na declaração anual do imposto de renda, que tenham aderido expressamente à Política de Divulgação e à Política de Negociação e estejam obrigados à observância das regras nelas descritasQuaisquer outras pessoas que tenham conhecimento de fatos relevantes em virtude do cargo, posição ou função na Companhia, em sociedades controladas ou coligadas
