CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Descricao_Bem_Ativo;Pais;UF;Municipio;Tipo_Propriedade
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Máquinas e Equipamentos;Brasil;RJ;Rio de Janeiro;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Licenças de Uso de Software;Brasil;PR;Jataizinho;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Edificações, obras civis e benfeitorias;Brasil;SP;Andradina;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Máquinas e Equipamentos;Brasil;SP;Campinas;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Máquinas e Equipamentos;Brasil;SP;Campinas;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Móveis e Utensílios;Brasil;SP;Campinas;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Móveis e Utensílios;Brasil;SP;Campinas;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Terrenos;Brasil;SP;Santos;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Veículos;Brasil;SP;Campinas;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Equipamentos de processamento de dados;Brasil;SP;Campinas;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Reservatórios, barragems e adutoras;Brasil;SP;Andradina;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Móveis e Utensílios;Brasil;PR;Curitiba;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Benfeitorias;Brasil;MG;Matias Barbosa;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Móveis e Utensílios;Brasil;SP;São Paulo;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Equipamentos e Processamento de Dados;Brasil;PR;Jataizinho;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Equipamentos e Processamento de Dados;Brasil;RS;Guaíba;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Equipamentos e Processamento de Dados;Brasil;MG;Matias Barbosa;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Softwares;Brasil;MG;Matias Barbosa;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Equipamentos e Processamento de Dados;Brasil;SP;São Paulo;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Ativos de concessões rodoviárias;Brasil;DF;Brasília;
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Edificações e Instalações;Brasil;PR;Curitiba;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Veículos;Brasil;PR;Jataizinho;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Veículos;Brasil;SP;Campinas;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Veículos;Brasil;MG;Matias Barbosa;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Máquinas e Equipamentos;Brasil;SP;Campinas;Própria
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Ativos de concessões rodoviárias;Brasil;SP;Lins;
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Balsas;Brasil;MA;Balsas;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Renascer;Brasil;MA;Balsas;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Campos Gerais;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Bom Jesus das Selvas;Brasil;MA;Bom Jesus das Selvas;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Buriticupú;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Carolina;Brasil;MA;Carolina;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Curvelândia;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Estreito;Brasil;MA;Estreito;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Fortaleza dos Nogueiras;Brasil;MA;Fortaleza dos Nogueiras;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Gov. Edison Lobão;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Grajaú;Brasil;MA;Grajaú;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Beira Rio;Brasil;MA;Imperatriz;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Imperatriz;Brasil;MA;Imperatriz;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE IPC;Brasil;MA;Imperatriz;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Santa Lúcia;Brasil;MA;Imperatriz;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Santa Rita;Brasil;MA;Imperatriz;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Itaipava do Grajaú;Brasil;MA;Itaipava do Grajaú;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Itapecuruzinho;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Itinga;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Lorêto;Brasil;MA;Loreto;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Agrovila;Brasil;MA;Loreto;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Pé de Galinha;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Porto Franco;Brasil;MA;Porto Franco;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE ABC Inco;Brasil;MA;Porto Franco;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Riachão;Brasil;MA;Riachão;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Riachão II;Brasil;MA;Riachão;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Sambaiba;Brasil;MA;Sambaíba;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São João do Paraiso;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São Raimundo das Mangabeiras;Brasil;MA;São Raimundo das Mangabeiras;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Senador La Roque;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Serra do Penitente;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Sitio Novo;Brasil;MA;Sítio Novo;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Tasso Fragosso;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Almeirim;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL I;Brasil;PA;Óbidos;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Salvaterra;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Tucumã;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL desativada (terreno);Brasil;PA;Breves;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL desativada (terreno);Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL desativada;Brasil;PA;Mocajuba;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINAS DIESEL I E II;Brasil;PA;Monte Alegre;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL I;Brasil;PA;Soure;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL II;Brasil;PA;Soure;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL DESATIVADA;Brasil;PA;Tailândia;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Uruará;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Anajás;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Bagre;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Chaves;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Curralinho;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Melgaço;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Muaná;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Oeiras do Pará;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL ELÉTRICA;Brasil;PA;Santa Cruz do Arari;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Nova Esperança do Piriá;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Santa Maria das Barreiras;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Santana do Araguaia;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL II;Brasil;PA;Óbidos;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL DA GUASCOR;Brasil;PA;Prainha;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;UHE DE CURUÁ UNA;Brasil;PA;Santarem;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Jacareacanga;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DIESEL;Brasil;PA;Novo Progresso;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DE COTIJUBA;Brasil;PA;Belém;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DE NOVO PROGRESSO - FUNDOS DA USINA GERADORA LADO NORTE;Brasil;PA;Novo Progresso;
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;USINA DE NOVO PROGRESSO - SETOR INDUSTRIAL II;Brasil;PA;Novo Progresso;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Alto Alegre do Pindaré;Brasil;MA;Alto Alegre do Pindaré;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Anajatuba;Brasil;MA;Anajatuba;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Arari;Brasil;MA;Arari;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Bacabal;Brasil;MA;Bacabal;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Barra do Corda;Brasil;MA;Barra do Corda;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Bom Jardim;Brasil;MA;Bom Jardim;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Cantanhêde;Brasil;MA;Cantanhede;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Coroatá;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Dom Pedro;Brasil;MA;Dom Pedro;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Esperantinópolis;Brasil;MA;Esperantinópolis;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Gov. Eugênio Barros;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Igarapé Grande;Brasil;MA;Igarapé Grande;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Itapecuru Mirim;Brasil;MA;Itapecuru Mirim;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Jenipapo dos Vieiras;Brasil;MA;Jenipapo dos Vieiras;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Lago da Pedra;Brasil;MA;Lago da Pedra;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Lago Verde;Brasil;MA;Lago Verde;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Pedreiras;Brasil;MA;Pedreiras;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Presidente Dutra;Brasil;MA;Presidente Dutra;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Santa Inês;Brasil;MA;Santa Inês;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Santa Luzia do Tide;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Estaca Trinta;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Santo Antônio dos Lopes;Brasil;MA;Santo Antônio dos Lopes;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São Domingos do Maranhão;Brasil;MA;São Domingos do Maranhão;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São João do Carú;Brasil;MA;São João do Carú;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Couro Dantas;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São José dos Basilos;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São Mateus;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Tuntum;Brasil;MA;Tuntum;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Vargem Grande São Francisco;Brasil;MA;Vargem Grande;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Vargem Grande Centro;Brasil;MA;Vargem Grande;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Vitorino Freire;Brasil;MA;Vitorino Freire;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Zé Doca;Brasil;MA;Zé Doca;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Aldeias Altas;Brasil;MA;Aldeias Altas;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Araioses;Brasil;MA;Araioses;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Palestina;Brasil;MA;Brejo;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Brejo;Brasil;MA;Brejo;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Buriti Bravo;Brasil;MA;Buriti Bravo;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Caxias;Brasil;MA;Caxias;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Engenho D'Água;Brasil;MA;Caxias;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Chapadinha;Brasil;MA;Chapadinha;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Codó;Brasil;MA;Codó;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Coelho Neto;Brasil;MA;Coelho Neto;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Colinas;Brasil;MA;Colinas;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Magalhães de Almeida;Brasil;MA;Magalhães de Almeida;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Mata Roma;Brasil;MA;Mata Roma;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Matões;Brasil;MA;Matões;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Baú;Brasil;MA;Matões;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Mirador;Brasil;MA;Mirador;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Paraibano;Brasil;MA;Paraibano;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Passagem Franca;Brasil;MA;Passagem Franca;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Santa Quitéria do Maranhão;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São Domingos do Azeitão;Brasil;MA;São Domingos do Azeitão;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São João do Sóter;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São João dos Patos;Brasil;MA;São João dos Patos;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Timon Boa Vista;Brasil;MA;Timon;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Timon;Brasil;MA;Timon;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Tutóia;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Urbano Santos;Brasil;MA;Urbano Santos;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Barreirinhas Sobradinho;Brasil;MA;Barreirinhas;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Barreirinhas;Brasil;MA;Barreirinhas;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Humberto de Campos;Brasil;MA;Humberto de Campos;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Periá;Brasil;MA;Humberto de Campos;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Morros;Brasil;MA;Morros;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Rosário;Brasil;MA;Rosário;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Santa Rita do Norte;Brasil;MA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Cohatrac;Brasil;MA;São José de Ribamar;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Maiobão;Brasil;MA;São José de Ribamar;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Santa Terezinha;Brasil;MA;São José de Ribamar;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Ribamar;Brasil;MA;São José de Ribamar;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Araçagi;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Anjo da Guarda;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Centro;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Cidade Operária;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Forquilha;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Ipase;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Itaqui;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Maracanã;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Olho D'Água;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Renascença;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São Francisco;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE São Marcos;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Filipinho;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Turú;Brasil;MA;São Luís;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Capitão Poço 69Kv;Brasil;PA;Capitão Poço;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Carajás;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Carajás II 138/34;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Castanhal;Brasil;PA;Castanhal;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Castelo Dos Sonho;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Centro Operaciona;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Cidade Nova-Marabá;Brasil;PA;Marabá;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Colares;Brasil;PA;Colares;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Conceicao Do Araguaia;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Concórdia Do Pará;Brasil;PA;Concórdia do Pará;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Coqueiro;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Cotijuba;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Cremação 69/13,8K;Brasil;PA;;Arrendada
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Curió;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Curionópolis;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Curralinho - 34,5;Brasil;PA;Curralinho;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Curuá 34,5 Kv;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Curuca;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Eldorado Dos Cara;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Embrapa;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Goianesia;Brasil;PA;;Própria
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Subestação - SE Goianesia II;Brasil;PA;;Própria
