CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Identificacao_Valor_Mobiliario;Pais_Negociacao;Mercado;Administradora;Data_Emissao;Data_Inicio_Listagem;Percentual;Descricao_Segmento;Descricao_Proporcao_Certificado;Descricao_Banco_Depositario;Descricao_Instituicao_Custodiante
00.000.000/0001-91;2020-01-01;28;104726;BCO BRASIL S.A.;Letras Financeiras;Dívida Sênior - GMTN 2017-1;Luxemburgo;Secundário - Balcão;The Luxembourg Stock Exchange;2017-10-23;2017-10-23;0.000000;Euro MTF;;;Deutsche Bank Trust Company Americas
00.000.000/0001-91;2020-01-01;28;104726;BCO BRASIL S.A.;Letras Financeiras;Dívida Sênior - GMTN 2018-3;Luxemburgo;Secundário - Balcão;The Luxembourg Stock Exchange;2018-04-19;2018-04-19;0.000000;Euro MTF;;;Deutsche Bank Trust Company Americas
00.000.000/0001-91;2020-01-01;28;104726;BCO BRASIL S.A.;Letras Financeiras;GMTN - Série 20;Luxemburgo;Secundário - Balcão;The Luxembourg Stock Exchange;2013-12-20;2013-12-20;0.000000;Euro MTF;;;The Law Debenture Trust Corporation PLC
00.000.000/0001-91;2020-01-01;28;104726;BCO BRASIL S.A.;Letras Financeiras;IECE - Bônus Perpétuo 2014;Luxemburgo;Secundário - Balcão;The Luxembourg Stock Exchange;2014-06-18;2014-06-18;0.000000;Euro MTF;;;Bank of New York Mellon
00.000.000/0001-91;2020-01-01;28;104726;BCO BRASIL S.A.;Letras Financeiras;Dívida Sênior - EMTN 2019-1;Luxemburgo;Secundário - Balcão;The Luxembourg Stock Exchange;2019-03-13;2019-03-13;0.000000;Euro MTF;;;Deutsche Bank
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;American Depositary Receipts;ADR;Estados Unidos;NYSE;Bolsa de Nova York;2008-10-31;2008-10-31;17.640000;;;Citibank NA;Citibank NA
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Ações;Xelto e Xeltb;Espanha;Mercado de Ações de Empresas Latino-americanas negociadas em euros - Latibex;Bolsa de Valores de Madri;2000-04-18;2000-04-18;0.040000;;;;
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;Não aplicável;Não aplicável;Estados Unidos;Não aplicável;Não aplicável;2018-01-01;2018-01-01;0.000000;Não aplicável;Não aplicável;Não aplicável;Não aplicável
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Global Depositary Receipts (GDR);Global Depositary Receipts (GDR);Estados Unidos;Balcão;SEC;2007-03-31;2007-03-31;0.000000;;;;
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Ações;Ações;Estados Unidos;Secundário;Over-The-Counter OTCQX;2010-03-01;2010-03-01;1.800000;Balcão;1:1 uma ADR para cada ação ordinária;Deustche Bank Trust Company Americas;Banco Bradesco S.A.
01.545.826/0001-07;2020-01-01;9;103853;GAFISA S.A.;American Depositary Receipts;GFSAY;Estados Unidos;Mercado Balcão Over-The-Counter;Mercado Balcão Over-The-Counter;2018-12-15;2018-12-15;12.430000;;3.037.870 ADR, 1 ADR = 2 GFSA3;Citibank, N.A.;Banco Itaú S.A.
01.838.723/0001-27;2020-01-01;11;104527;BRF S.A.;ADR;BRF5;Estados Unidos;Bolsa de Valores de Nova York (NYSE);Bolsa de Valores de Nova York (NYSE);1996-10-01;2000-10-20;53.230000;ADRs listados na Bolsa de Valores de Nova York (NYSE);Cada 1 ADR representa 1 ação ordinária;The Bank of New York Mellon;Itaú Unibanco
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;N/A;N/A;Brasil;N/A;N/A;2018-01-01;2018-12-31;0.000000;;;;
02.201.787/0001-85;2020-01-01;1;95220;CEL PARTICIPAÇÕES S.A. - CELPAR;0,00;N/A;Brasil;0,00;N/A;2019-01-01;2019-12-31;0.000000;;;;
02.222.736/0001-30;2020-01-01;1;95167;EMPRESA CONC RODOV DO NORTE S.A.ECONORTE;Debêntures;N/A;Brasil;N/A;N/A;2015-04-15;2015-04-15;0.000000;;;;
02.429.144/0001-93;2020-01-01;9;104791;CPFL ENERGIA S.A.;ADR;ADR;Estados Unidos;Bolsa de Valores;New York Stock Exchange (NYSE);2004-09-29;2004-09-29;2.900000;ADR Nível III;4.564.475 ADRs equivalentes a 9.128.951 Ações ON, corresponde a 0,79%;Citibank N.A.;Banco Bradesco
02.474.103/0001-19;2020-01-01;12;103563;ENGIE BRASIL ENERGIA S.A.;American Depositary Receipts (ADR) Nível I;EGIEY;Estados Unidos;Mercado de balcão norte-americano de títulos - Over the Counter (OTC);Pink OTC Markets;1998-06-01;1998-06-01;0.140000;American Depositary Receipts (ADR).;Um ADR para cada ação ordinária.;The Bank of New York Mellon.;Itaú Corretora de Valores S.A.
02.558.115/0001-21;2020-01-01;1;94499;TIM PARTICIPACOES S.A.;ações;ações;Estados Unidos;Bolsa de Valores de Nova York (New York Stock Exchange, "NYSE");Bolsa de Valores de Nova York (NYSE);1998-11-16;1998-11-16;0.000000;No período de 2018, os American Depositary Receipts ("ADR") da Companhia foram totalmente lastreados por ações ordinárias e verificamos que, aproximadamente, 56% do volume negociado das ações da Companhia ocorreram na Bolsa de Valores de Nova York (NYSE).;Cada ADR corresponde a 5 ações ordinárias de nossa emissão.;J.P. Morgan Chase & Co;Banco Bradesco S.A.
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;American Depositary Receipt;VIV;Estados Unidos;Bolsa de Valores;Bolsa de valores de Nova Iorque (NYSE);1998-11-16;1998-11-16;0.000000;;Cada ADR representa uma ação ordinária.;Citibank N.A.;Citibank N.A.
02.736.470/0001-43;2020-01-01;1;93707;CONFIANZA SECURITIZADORA SA;Pátria;1;Brasil;1;1;2019-01-01;2019-01-01;0.010000;;;;
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;Certificados de Depósito de Valores Imobiliários;Global Depositary Receipt (GDR);Estados Unidos;Mercado de balcão de valores mobiliários dos EUA (Rule 144A  e Reg S).;Bolsa de Nova York (mercado local);2007-12-01;2007-12-01;0.000000;Mercado de balcão (considerada a diferença entre o mercado dos EUA e o brasileiro).;Cada GDR corresponde a cinco ações ordinárias de emissão da Companhia.;The Bank of New York Mellon Corporation;The Bank of New York Mellon Corporation
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;Não há valores mobiliários em negociação em mercados estrangeiros;Não há valores mobiliários em negociação em mercados estrangeiros;Brasil;Não há valores mobiliários em negociação em mercados estrangeiros;Não há valores mobiliários em negociação em mercados estrangeiros;2019-12-31;2019-12-31;0.000000;;;;
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;Ações Ordinárias;COGNY;Estados Unidos;Mercado de Balcão Americano (OTC);SEC (Securities and Exchange Commission);2013-10-07;2013-10-24;0.330000;ADR Nível 1;1 ação ordinária para cada 1 certificado de depósito no exterior;The Bank of New York Mellon;Banco Bradesco S.A.
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;ADR;JBSAY;Estados Unidos;Mercado de Balcão;OTCQX;2008-12-01;2008-12-01;0.730499;Mercado de balcão, sob o código "JBSAY".;Uma ADR representa 2 ações ordinárias de emissão da Companhia;The Bank of New York Mellon;
02.932.074/0001-91;2020-01-01;13;104052;HYPERA S.A.;American Depositary Receipts ("ADRs") Nível 1;HYPMY;Estados Unidos;Mercado de balcão não organizado;Não aplicável;2010-05-26;2010-05-26;0.000000;Nivel 1;1 (um) ADR corresponde a 1 (uma) ação ordinária de emissão da Companhia.;Citibank N.A.;Itaú Unibanco S.A.
02.998.301/0001-81;2020-01-01;4;103528;RIO PARANAPANEMA ENERGIA S.A.;American Depositary Receipts - ADR's;DEIPY;Estados Unidos;Mercado de Balcão - OTC.;Pink OTC Markets.;1999-09-24;1999-09-24;0.510000;Nível I Mercado de balcão americano - OTC.;1 ADR = 1 Ação ON ou PN.;;Banco Itaú S/A.
02.998.611/0001-04;2020-01-01;11;104350;ISA ENERGIA BRASIL;CTPTY;CTPTY;Estados Unidos;Mercado de Balcão Americano;Financial Industry Regulatory Authority;1999-09-24;2011-09-24;0.000000;ADR Nível 1;;JP Morgan Chase Bank;Santander Securities Services Brasil DTVM S.A.
02.998.611/0001-04;2020-01-01;11;104350;ISA ENERGIA BRASIL;CTPTY;CTPZY;Estados Unidos;Balcão Americano - OTC;Financial Industry Regulatory Authority;1999-09-21;1999-09-24;0.010000;ADR Nível 1;;JP Morgan Chase Bank;Santander Securities Services Brasil DTVM S.A.
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;ADR;EQUEY;Estados Unidos;Mercado de Balcão norte americano (OTC - Over the Counter);Pink OTC Market Inc.;2008-12-19;2008-12-19;0.200000;Nível 1.;0,06%;Citibank, N.A.;Citibank, N.A.
03.378.521/0001-75;2020-01-01;19;103698;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;American Depositary Shares (ADSs);American Depositary Receipts (ADRs);Estados Unidos;OTC - Over the Counter;Financial Industry Regulatory Authority - FINRA;2008-11-17;2008-11-17;0.000000;;Cada certificado de depósito corresponde a uma ação ordinária de emissão da Companhia.;JP Morgan Chase Bank NA;Banco Bradesco
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;Ações;BRAP4 PN;Espanha;latibex;Bolsas e Mercados da Espanha S.A. (BME).;2001-07-10;2001-07-10;0.005063;;;;A Instituição custodiante depende de cada acionista
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;Ações;BRAP3 ON;Espanha;Latibex;Bolsas e Mercados da Espanha S.A. (BME).;2001-07-10;2001-07-10;0.199481;;;;A Instituição custodiante depende de cada acionista
03.853.896/0001-40;2020-01-01;5;104572;MARFRIG GLOBAL FOODS S.A.;American Depositary Receipts - ADR;American Depositary Receipts Level 1, sb o código "MRRTY";Estados Unidos;Mercado de balcão norte-americano (OTC);U.S. Securities and Exchange Commission - SEC;2010-09-02;2010-09-02;1.690000;Nível I de depositary receipts - ADR;0,22% Um ADR representa uma ação ordinária de emissão da Companhia.;Deutsche Bank Trust Company Americas;taú Unibanco S.A.
04.128.563/0001-10;2020-01-01;9;102815;AES TIETE ENERGIA SA;American Depositary Receipts;American Depositary Receipts;Estados Unidos;Mercado de balcão (OTC Market);U.S. Securities and Exchange Commission (SEC);2017-08-09;2017-08-09;0.291051;Nível I de depositary receipts - ADR;1 ADR representa 1 Unit que representa 1 ação ordinária e 4 ações preferenciais;Bank of New York Mellon;Itaú Unibanco S.A.
05.721.735/0001-28;2020-01-01;13;102896;WILSON SONS LTD.;Ações;WILSN;Luxemburgo;EuroMTF;Luxembourg Stock Exchange;2007-04-30;2007-04-30;0.000000;;;The Bank of New York (Luxembourg) S.A.;The Bank of New York (Luxembourg) S.A.
06.047.087/0001-39;2020-01-01;11;103739;REDE D'OR SÃO LUIZ S.A.;Senior Notes;Bond RDSL - ISIN Code USL7915RAA43 (Reg S) e ISIN Code US75735KAA79 (Rule 144A);Luxemburgo;Euro MTF Market;Luxembourg Stock Exchange;2018-01-17;2018-01-17;100.000000;;;;
06.047.087/0001-39;2020-01-01;11;103739;REDE D'OR SÃO LUIZ S.A.;Senior Notes;Bond RDSL - ISIN Code USL7915TAA09 (Reg S) e ISIN Code US75735GAA67 (Rule 144A);Luxemburgo;Euro MTF Market;Luxembourg Stock Exchange;2020-01-22;2020-01-22;100.000000;;;;
06.057.223/0001-71;2020-01-01;11;103627;SENDAS DISTRIBUIDORA S.A.;American Depositary Shares (ADSs);ASAI;Estados Unidos;New York Stock Exchange;Securities and Exchange Commission (SEC);2021-02-12;2021-03-08;0.000000;Bolsa de Valores;Cada ADS representa 1 ação ordinária;JP Morgan Chase Bank, N.A.;Itaú Corretora de Valores S.A.
06.164.253/0001-87;2020-01-01;12;103583;GOL LINHAS AEREAS INTELIGENTES S.A.;American Depositary Shares;GOL US;Estados Unidos;NYSE;Bank of New York;2004-06-24;2004-06-24;27.921504;ADR nível 3;Em 9 de novembro de 2017, a Companhia anunciou a alteração da relação de equivalência no programa de American Depositary Receipt (ADR) da Companhia, passando o número de ações por ADS de cinco ações preferenciais da Companhia por ADS para duas ações preferenciais da Companhia por ADS. A partir de 21 de novembro de 2017, as ADSs iniciaram negociação com base nesta nova relação (1:2). O objetivo desta mudança é aumentar a liquidez na negociação, ampliando a base de acionistas e facilitando o acesso das ADSs da GOL na NYSE.;THE BANK OF NEW YORK ADR DEPARTMENT;Banco Itaú S.A.
06.948.969/0001-75;2020-01-01;23;104881;LINX S.A.;American Depositary Receipt;LINX;Estados Unidos;Bolsa de Valores;Bolsa de valores de Nova Iorque (NYSE);2019-06-26;2019-06-26;12.190000;ADR Nível 3;Cada ADR representa uma ação ordinária;Bank of New York Mellon;Banco Itaú S.A.
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;GDR;BRMLL;Estados Unidos;Balcão;Financial Industry Regulatory Authority - FINRA;2007-11-01;2007-11-30;0.000000;;;JP Morgan;Itaú Unibanco S.A.
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;ADR;BRMSY;Estados Unidos;Mercado OTC - Over the counter;Financial Industry Regulatory Authority - FINRA;2008-11-01;2008-11-30;0.000000;;;JP Morgan;Itaú Unibanco S.A.
07.253.321/0001-47;2020-01-01;1;94834;CARBOMIL SA MINER. E INDUSTRIA;DEBENTURES;DEBENTURES SIMPLES;Brasil;24.000.000,00;OLIVEIRA TRUST;1992-11-01;1992-11-01;0.010000;;;;
07.275.159/0001-68;2020-01-01;1;94675;PETROLEO LUB DO NORDESTE SA;AÇOES;AÇOES;Brasil;NAO SE APLICA;NAO SE APLICA;2019-01-01;2019-01-01;0.000000;;;;
07.526.557/0001-00;2020-01-01;10;104468;AMBEV S.A.;ADRs;Programa de American Depositary Receipts Nível 2;Estados Unidos;Secundário;Bolsa de Valores de Nova York (New York Stock Exchange - NYSE);2013-11-11;2013-11-11;56.500000;Programa de American Depositary Receipts - ADR Nível 2.;1 ADR representa 1 ação ordinária de emissão da Companhia.;The Bank of New York Mellon;Banco Bradesco S.A.
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;American Depositary Receipt;LND;Estados Unidos;Bolsa de Valores;New York Stock Echange;2012-11-08;2012-11-08;1.000000;;Cada American Depositary Receipt equivale a 1 ação ordinária de emissão da Companhia.;Bank of New York Mellon;Banco Itaú Unibanco S.A.
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;ações (ADR);ERJ;Estados Unidos;New York Stock Exchange (NYSE);Securities and Exchange Commission (SEC);2000-07-21;2000-07-21;52.100000;ADR nível III.;A proporção é de 1 ADS para 4 ações ordinárias.;O banco depositário das ADRs da companhia no exterior é o JP Morgan Chase Bank.;A instituição custodiante é a New York Stock Exchange (NYSE).
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;ADR;CREIY;Estados Unidos;Mercado de balcão norte-americano (Over-The-Counter);Pink OTC Markets Inc.;2009-02-09;2009-02-05;2.610000;;Cada ADR representa 4 ações da Companhia;The Bank of New York Mellon;Itaú Unibanco S/A
07.857.093/0001-14;2020-01-01;11;99732;AURA MINERALS INC.;Ações;ORA;Canadá;Bolsa de Valores de Toronto (Toronto Stock Exchange);Bolsa de Valores de Toronto (Toronto Stock Exchange);2006-07-25;2006-07-25;100.000000;;;;
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;0;Ações Classe A;Luxemburgo;Bolsa de Luxemburgo (Luxembourg Stock Exchange);Euro MTF;2006-06-02;2006-06-02;100.000000;;;Banco Itaú S.A.;JP Morgan Bank Luxembourg S.A.
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;Global Depositary Receipts;TNSAY: OTC;Estados Unidos;Mercado de balcão;Securities Exchange Commission (SEC);2007-01-31;2007-01-31;0.000000;Regra 144A e do Regulamento S;Cada ADR negociada no exterior representa 2 (duas) ações ordinárias da Companhia.;The Bank of New York Mellon;Itaú Unibanco S.A.
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;American Depositary Receipts;Programa de ADRs Nível I;Estados Unidos;Mercado de Balcão, na New York Stock Exchange (NYSE);New York Stock Exchange (NYSE);2007-08-13;2007-08-13;0.020000;ADRs listados no mercado de balcão da New York Stock Exchange (NYSE);Proporção: Cada 1 ADR representa 4 ações ordinárias.;The Bank Of New York Mellon;Itaú Unibanco S.A.
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;YDUQY;YDUQY;Estados Unidos;OTCQX International Premier ("OTCQX");SEC (Securities and Exchange Commission);2014-11-17;2014-11-17;1.150000;OTCQX;1 ação ordinária para cada 1 certificado de depósito no exterior;BNY Mellon;The Bank of New York Mellon
09.305.994/0001-29;2020-01-01;23;104561;AZUL S.A.;Certificados de Depósito de Valores Mobiliários;American Depositary Receipts;Estados Unidos;Bolsa de Valores;New York Stock Exchange (NYSE);2017-03-31;2017-04-11;40.000000;ADR Nível III;A proporção é de 1 ADS para 3 ações preferenciais.;Citibank N.A.;Banco Bradesco S.A.
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;American Depositary Receipts Nível 1;CDLDY;Estados Unidos;OTC;JP Morgan Chase Bank;2018-12-12;2018-12-12;0.000000;Programa de American Depositary Receipts - ADR Nível 1.;1 ADR = 1 ADS = 1 ação ON da Companhia.;JP Morgan Chase Bank.;
10.608.405/0001-60;2020-01-01;12;99738;BARI SECURITIZADORA S.A.;0;0;Brasil;0;0;2018-01-01;2018-01-01;0.000000;;;;
10.753.164/0001-43;2020-01-01;5;99082;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;Não há valores mobiliários em negociação em mercados estrangeiros;Não há valores mobiliários em negociação em mercados estrangeiros;Brasil;Não há valores mobiliários em negociação em mercados estrangeiros;Não há valores mobiliários em negociação em mercados estrangeiros;2018-12-31;2018-12-31;0.000000;;;;
11.716.471/0001-17;2020-01-01;1;95183;TRX SECURITIZADORA S.A.;não há;não há;Brasil;não há;não há;2019-01-01;2019-12-31;0.000000;;;;
11.992.680/0001-93;2020-01-01;15;104749;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;ADRs;American Depositary  Receipts;Estados Unidos;Secundário;OTC (Mercado de Balcão Norte-Americano);2014-07-28;2014-07-28;0.000000;Nível 1;1 (um) ADR representa 1 (uma) ação ordinária de emissão da Companhia;The Bank of New York Mellon;Banco Bradesco S.A.
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;não há negociação em mercados estrangeiros;não há negociação em mercados estrangeiros;Brasil;não há negociação em mercados estrangeiros;não há negociação em mercados estrangeiros;2019-12-31;2019-12-31;100.000000;não há negociação em mercados estrangeiros;não há negociação em mercados estrangeiros;não há negociação em mercados estrangeiros;não há negociação em mercados estrangeiros
16.404.287/0001-55;2020-01-01;12;104701;SUZANO S.A.;Ação Ordinária;Level 2 ADR - SUZ, CUSIP 86959K105 e ISIN BRSUZBACNOR0 (DR ISIN: US86959K1051);Estados Unidos;Bolsa de Valores de Nova York;Bolsa de Valores de Nova York;2018-12-10;2018-12-10;2.040000;ADR nível 2;Cada 1 ADR corresponde a 1 ação ordinária (SUZB3);The Bank of New York Mellon;Itaú Unibanco S.A.
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;ADR (American Depositary Receipt);CUSIP 53956W300, ISIN US53956W3007 e símbolo LZRFY;Estados Unidos;Mercado de balcão;OTC (Over-The-Counter);2012-06-05;2012-06-05;0.310000;O segmento QX é o nível mais alto do mercado OTC dos EUA.;1:1 (uma ADR para cada ação ordinária).;The Bank of New York Mellon.;Banco Bradesco S.A..
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Ações;Ações Ordinárias;Estados Unidos;NYSE (New York Stock Exchange);SEC (U.S. Securities Exchange Commission);2007-06-01;2007-06-01;0.300000;ADR Nível II;;Citibank;
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Ações;Ações Preferenciais;Estados Unidos;NYSE (New York Stock Exchange);SEC (U.S. Securities Exchange Commission);2001-09-01;2001-09-01;26.330000;ADR Nível II;;Citibank;
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Ações;Ações Preferenciais;Espanha;Latibex;CMNV (Comisión Nacional del Mercado de Valores);2002-07-01;2002-07-01;0.140000;;;Banco Espírito Santo (Banco Intermediário);
17.344.597/0001-94;2020-01-01;14;103351;BB SEGURIDADE PARTICIPAÇÕES S.A.;American Depositary Receipts - Nível I;BBSEY;Estados Unidos;Secundário;Over-the-Counter (OTCMarket);2014-03-28;2014-03-28;0.280000;Balcão. OTCPink.;1:1 (uma ADR para cada ação ordinária).;Em 31/12/2019, o Citibank, N.A. era o Banco Depositário.;Banco do Brasil S.A.
18.572.225/0001-88;2020-01-01;1;95219;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;0,01;Não aplicavel;Brasil;0,001;Não aplicavel;2000-12-31;2000-12-31;0.010000;;;;
19.688.956/0001-56;2020-01-01;1;94294;BIOTOSCANA INVESTMENTS S.A.;Ações;Ordinária;Luxemburgo;Euro MTF;Bolsa de Valores de Luxemburgo (Société de la Bourse de Luxembourg S.A.);2017-07-26;2017-07-26;46.000000;;;Itaú Unibanco S.A.;BNY Mellon London
21.314.559/0001-66;2020-01-01;12;105018;MOVIDA PARTICIPACOES SA;ADR;MOVYY;Estados Unidos;Mercado de balcão;Nova Iorque - OTC;2019-02-07;2019-02-07;0.000000;ADRs listados em mercado de balcão (OTC) de Nova Iorque;Cada 1 ADR representa 1 ação ordinária;Deutsche Bank Trust Company Americas;Banco Bradesco S.A.
22.983.283/0001-71;2020-01-01;1;95340;COMPANHIA CARIOCA DE SECURITIZAÇÃO S.A. - RIO SECURITIZAÇÃO;A Companhia não possui valores mobiliários emitidos.;A Companhia não possui valores mobiliários emitidos.;Brasil;A Companhia não possui valores mobiliários emitidos.;A Companhia não possui valores mobiliários emitidos.;1901-01-01;1901-01-01;100.000000;A Companhia não possui valores mobiliários emitidos.;A Companhia não possui valores mobiliários emitidos.;A Companhia não possui valores mobiliários emitidos.;A Companhia não possui valores mobiliários emitidos.
26.609.050/0001-64;2020-01-01;2;97406;TRAVESSIA SECURITIZADORA S.A.;Nao se aplica;010101;Brasil;Nao se aplica;Nao se aplica;2018-12-31;2018-12-31;100.000000;;;;
26.845.702/0001-60;2020-01-01;5;103650;BELÉM TRANSMISSORA DE ENERGIA S.A;ADR;EQUEY;Estados Unidos;Mercado de Balcão norte americano (OTC - Over the Counter);Pink OTC Market Inc;2008-12-19;2008-12-19;0.200000;;0,06%;Citibank, N.A.;Citibank, N.A.
27.093.558/0001-15;2020-01-01;14;104869;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Programa de ADR Nível I;CUSIP 60114T103, ISIN BRMILSACNOR2 e símbolo MILTY.;Estados Unidos;OTC (Over-The-Counter);OTC (Over-The-Counter);2013-10-29;2013-12-18;0.330000;OTC Pink Current Information;1:1 (uma ADR para cada ação ordinária);JP Morgan;Itaú Unibanco S.A.
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;Nota Comercial;Notas seniores de USD500 milhões a taxa fixa de 5,5%, precificadas a 99,437%;Luxemburgo;Euro MTF Market;Euro MTF Market (Luxembourg Stock Exchange);2011-06-30;2011-06-30;100.000000;;;Deutsche Bank;Deustch Bank
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;Nota Comercial;Notas subordinadas de USD600 milhões à taxa fixa de 7,750%;Luxemburgo;Euro MTF Market;Euro MTF Market (Luxembourg Stock Exchange);2019-02-12;2019-02-12;100.000000;;;Deutsche Bank;Deutsche Bank
30.306.294/0001-45;2020-01-01;17;103140;BCO BTG PACTUAL S.A.;Nota Comercial;Notas ordinárias (bonos ordinarios) de até COP$330.000.000.000.;Colômbia;Segundo Mercado;Bolsa de Valores de Colombia S.A. - BVC;2019-05-23;2019-05-23;0.000000;;;DECEVAL;DECEVAL
