CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Sigla_Classe_Acoes_Preferenciais;Classe_Acoes_Preferenciais;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PNA;Preferencial Classe A;0;0.000000
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;PNA;Preferencial Classe A;0;0.000000
56.643.018/0001-66;2020-01-01;6;103527;EUCATEX S.A. INDUSTRIA E COMERCIO;PNA;Preferencial Classe A;56114621;91.450000
56.992.423/0001-90;2020-01-01;2;103757;BICICLETAS MONARK S.A.;PNA;Preferencial Classe A;0;0.000000
58.119.199/0001-51;2020-01-01;7;103376;ODONTOPREV S.A.;PNA;Preferencial Classe A;0;0.000000
59.285.411/0001-13;2020-01-01;13;99500;BCO PAN S.A.;PNA;Preferencial Classe A;0;0.000000
59.418.806/0001-47;2020-01-01;6;104412;TRACK & FIELD CO S.A.;PNA;Preferencial Classe A;0;0.000000
59.789.545/0001-71;2020-01-01;3;104300;POLPAR S.A.;PNA;Preferencial Classe A;0;0.000000
60.476.884/0001-87;2020-01-01;6;103257;MAHLE METAL LEVE S.A.;PNA;Preferencial Classe A;0;0.000000
60.543.816/0001-93;2020-01-01;3;103221;IGUATEMI S.A.;PNA;Preferencial Classe A;0;0.000000
60.637.238/0001-54;2020-01-01;2;108426;BLUE TECH SOLUTIONS EQI S.A.;PNA;Preferencial Classe A;3346095;79.310000
60.730.348/0001-66;2020-01-01;4;104595;CIA MELHORAMENTOS DE SAO PAULO;PNA;Preferencial Classe A;425497;55.020000
60.770.336/0001-65;2020-01-01;5;102649;BCO ALFA DE INVESTIMENTO S.A.;PNA;Preferencial Classe A;12754380;36.318169
60.840.055/0001-31;2020-01-01;10;103580;FLEURY S.A.;PNA;Preferencial Classe A;0;0.000000
60.851.615/0001-53;2020-01-01;5;103654;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;977179;79.440000
60.894.730/0001-05;2020-01-01;13;104238;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;PNA;Preferencial Classe A;513729947;93.780000
60.894.730/0001-05;2020-01-01;13;104238;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;PNB;Preferencial Classe B;66261;100.000000
60.933.603/0001-78;2020-01-01;17;104592;CESP - CIA ENERGETICA DE SAO PAULO;PNA;Preferencial Classe A;7386322;100.000000
60.933.603/0001-78;2020-01-01;17;104592;CESP - CIA ENERGETICA DE SAO PAULO;PNB;Preferencial Classe B;182017689;83.366000
61.024.352/0001-71;2020-01-01;7;99906;BCO INDUSVAL S.A.;PNA;Preferencial Classe A;0;0.000000
61.082.004/0001-50;2020-01-01;2;103657;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;PNA;Preferencial Classe A;538886;97.424132
61.088.894/0001-08;2020-01-01;6;102741;CAMBUCI S.A.;PNA;Preferencial Classe A;0;0.000000
61.156.113/0001-75;2020-01-01;8;104578;IOCHPE MAXION S.A.;PNA;Preferencial Classe A;0;0.000000
61.186.680/0001-74;2020-01-01;19;104291;BANCO BMG S/A;PNA;Preferencial Classe A;0;0.000000
61.486.650/0001-83;2020-01-01;9;100193;DIAGNOSTICOS DA AMERICA S.A.;PNA;Preferencial Classe A;0;0.000000
61.856.571/0001-17;2020-01-01;6;104613;CIA GAS DE SAO PAULO - COMGAS;PNA;Preferencial Classe A;975775;3.400000
62.002.886/0001-60;2020-01-01;9;103628;SAO PAULO TURISMO S.A.;PNA;Preferencial Classe A;44544;0.521355
62.002.886/0001-60;2020-01-01;9;103628;SAO PAULO TURISMO S.A.;PNB;Preferencial Classe B;62971;0.737029
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;PNA;Preferencial Classe A;0;0.000000
62.232.889/0001-90;2020-01-01;4;92843;BCO DAYCOVAL S.A.;PNA;Preferencial Classe A;0;0.000000
65.654.303/0001-73;2020-01-01;12;103782;DIBENS LEASING S.A. - ARREND.MERCANTIL;PNA;Preferencial Classe A;0;0.000000
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;PNA;Preferencial Classe A;0;0.000000
69.720.910/0001-45;2020-01-01;1;94970;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;PNA;Preferencial Classe A;0;0.000000
69.720.910/0001-45;2020-12-31;1;105499;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;PNA;Preferencial Classe A;0;0.000000
71.208.516/0001-74;2020-01-01;1;95425;ALGAR TELECOM S/A;PNA;Preferencial Classe A;0;0.000000
76.483.817/0001-20;2020-01-01;11;103292;CIA PARANAENSE DE ENERGIA - COPEL;PNA;Preferencial Classe A;3267520;100.000000
76.483.817/0001-20;2020-01-01;11;103292;CIA PARANAENSE DE ENERGIA - COPEL;PNB;Preferencial Classe B;1282975430;100.000000
76.484.013/0001-45;2020-01-01;17;103087;CIA SANEAMENTO DO PARANA - SANEPAR;PNA;Preferencial Classe A;0;0.000000
76.535.764/0001-43;2020-01-01;11;103854;OI S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
82.508.433/0001-17;2020-01-01;12;103176;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;PNA;Preferencial Classe A;39014;0.009754
82.643.537/0001-34;2020-01-01;8;100656;ELECTRO ACO ALTONA S.A.;PNA;Preferencial Classe A;12750000;56.666667
84.683.408/0001-03;2020-01-01;4;103468;DOHLER S.A.;PNA;Preferencial Classe A;0;0.000000
84.693.183/0001-68;2020-01-01;6;102937;SCHULZ S.A.;PNU;Preferencial Classe U;87063462;85.071922
85.041.333/0001-11;2020-01-01;1;94099;PORTO PONTA DO FELIX S/A;PNA;Preferencial Classe A;0;0.000000
85.778.074/0001-06;2020-01-01;4;104229;METALURGICA RIOSULENSE S.A.;PNA;Preferencial Classe A;139898;100.000000
86.375.425/0001-09;2020-01-01;3;103392;METISA METALURGICA TIMBOENSE S.A.;PNA;Preferencial Classe A;0;0.000000
86.550.951/0001-50;2020-01-01;3;103749;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;PNA;Preferencial Classe A;397500;19.870000
87.043.832/0001-73;2020-01-01;3;104000;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;PNA;Preferencial Classe A;0;0.000000
87.762.563/0001-03;2020-01-01;5;103576;CIA HABITASUL DE PARTICIPACOES;PNA;Preferencial Classe A;3826276;64.311000
88.613.658/0001-10;2020-06-30;3;98633;PETTENATI S.A. INDUSTRIA TEXTIL;PNA;Preferencial Classe A;31585060;100.000000
89.086.144/0001-16;2020-01-01;9;103303;RANDONCORP S.A.;PNA;Preferencial Classe A;0;0.000000
89.637.490/0001-45;2020-01-01;19;103545;KLABIN S.A.;PNA;Preferencial Classe A;0;0.000000
89.723.993/0001-33;2020-01-01;1;96609;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
90.441.460/0001-48;2020-01-01;3;103118;UNICASA INDÚSTRIA DE MÓVEIS S.A.;PNA;Preferencial Classe A;0;0.000000
91.983.056/0001-69;2020-01-01;12;103011;KEPLER WEBER S.A.;PNA;Preferencial Classe A;0;0.000000
92.012.467/0001-70;2020-01-01;4;103338;GRAZZIOTIN S.A.;PNA;Preferencial Classe A;0;0.000000
92.660.570/0001-26;2020-01-01;6;103224;TREVISA INVESTIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
92.693.019/0001-89;2020-01-01;2;102938;PANATLANTICA S.A.;PNA;Preferencial Classe A;0;0.000000
92.702.067/0001-96;2020-01-01;14;104230;BCO ESTADO DO RIO GRANDE DO SUL S.A.;PNA;Preferencial Classe A;621586;45.270000
92.702.067/0001-96;2020-01-01;14;104230;BCO ESTADO DO RIO GRANDE DO SUL S.A.;PNB;Preferencial Classe B;202531540;100.000000
92.715.812/0001-31;2020-01-01;16;104598;CPFL TRANSMISSÃO S.A.;PNA;Preferencial Classe A;0;0.000000
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;PNA;Preferencial Classe A;0;0.000000
92.929.520/0001-00;2020-01-01;1;95502;SPRINGER S.A.;PNA;Preferencial Classe A;165472;32.297806
92.929.520/0001-00;2020-01-01;1;95502;SPRINGER S.A.;PNB;Preferencial Classe B;33893;26.461747
92.934.215/0001-06;2020-01-01;5;103408;BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAME;PNA;Preferencial Classe A;0;0.000000
93.828.986/0001-73;2020-01-01;2;104955;CEMEPE INVESTIMENTOS S.A.;PNA;Preferencial Classe A;23246;65.127616
