CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Quantidade_Pessoa_Fisica;Quantidade_Pessoa_Juridica;Quantidade_Investidor
13.349.677/0001-81;2020-01-01;1;95427;REIT SECURITIZADORA S/A;Certificados de Recebíveis Imobiliários;997;4;41
13.483.537/0001-00;2020-01-01;2;99279;BRASIL SECURITIZADORA S/A;Debêntures;17;1;0
13.574.594/0001-96;2020-01-01;22;103639;ZAMP SA;Debêntures;0;7;3
13.584.310/0001-42;2020-01-01;2;95720;SUGOI S.A.;Debêntures;0;2;2
14.388.334/0001-99;2020-01-01;5;102621;PARANA BCO S.A.;Letras Financeiras;18;1;33
14.785.152/0001-51;2020-01-01;8;100575;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Debêntures;0;4;0
14.876.090/0001-93;2020-01-01;3;133636;GAIA IMPACTO SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;5338;0;16
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;Debêntures;0;150181;0
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;Certificados de depósito de valores mobiliários;2582;21;55
15.229.110/0001-05;2020-01-01;1;93834;CAPITALE SECURITIZADORA DE CRÉDITO S/A;Debêntures;3;0;0
15.377.572/0001-61;2020-01-01;2;109323;NASA SECURITIZADORA S.A.;Debêntures;4;0;0
15.413.826/0001-50;2020-01-01;3;99328;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Debêntures;205;11;194
15.484.093/0001-44;2020-01-01;12;104764;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;0;1;0
15.494.541/0001-90;2020-01-01;4;104048;SALUS INFRAESTRUTURA PORTUARIA SA;Debêntures;49;41;0
15.578.569/0001-06;2020-01-01;12;104693;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Debêntures;6871;69;0
16.233.389/0001-55;2020-01-01;4;102842;CVLB BRASIL S.A;Debêntures;0;160000;0
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;Bônus de Subscrição;0;0;0
16.404.287/0001-55;2020-01-01;12;104701;SUZANO S.A.;Debêntures;0;139;140
16.614.075/0001-00;2020-01-01;8;104609;DIRECIONAL ENGENHARIA S.A.;Debêntures;0;1;0
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;Debêntures;0;0;943
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;Nota Comercial;0;0;35
16.811.931/0001-00;2020-01-01;10;104628;ALPHAVILLE S.A.;Bônus de Subscrição;0;0;3111789
16.811.931/0001-00;2020-01-01;10;104628;ALPHAVILLE S.A.;Debêntures;0;0;5
17.162.082/0001-73;2020-01-01;1;95343;MENDES JUNIOR ENGENHARIA S.A.;Debêntures;0;2;1
17.281.106/0001-03;2020-01-01;10;103787;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Debêntures;3226;14;239
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Debêntures;0;0;200
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Debêntures;6;40;5
18.494.485/0001-82;2020-01-01;5;103122;PORTO SUDESTE V.M. S.A.;Contrato de Investimento Coletivo;65;2;0
18.572.225/0001-88;2020-01-01;1;95219;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Certificados de Recebíveis Imobiliários;0;1;0
18.593.815/0001-97;2020-01-01;11;103747;PRINER SERVIÇOS INDUSTRIAIS S.A.;Debêntures;0;3;4
19.208.022/0001-70;2020-01-01;9;104867;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;10;0;11
19.276.528/0001-16;2020-01-01;2;98991;BCBF PARTICIPAÇÕES S.A.;Debêntures;0;1;2
19.296.342/0001-29;2020-01-01;4;103462;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;Debêntures;0;1;1
19.378.769/0001-76;2020-01-01;9;104594;INSTITUTO HERMES PARDINI S.A.;Debêntures;0;7;106
19.527.586/0001-75;2020-01-01;1;95489;COMPANHIA ENERGÉTICA SINOP S/A;Debêntures;0;0;13
19.527.639/0001-58;2020-01-01;3;99030;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;10;7;21
19.688.956/0001-56;2020-01-01;1;94294;BIOTOSCANA INVESTMENTS S.A.;Certificados de depósito de valores mobiliários;3492;41;122
20.247.322/0001-47;2020-01-01;6;100615;ALLIED TECNOLOGIA S.A.;Debêntures;0;0;4
20.451.953/0001-83;2020-01-01;2;93806;BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A;Certificados de Recebíveis Imobiliários;27;0;9
21.254.073/0001-80;2020-01-01;1;95231;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Bônus de Subscrição;0;0;0
21.262.638/0001-70;2020-01-01;1;95195;ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A;Bônus de Subscrição;0;1;0
21.314.559/0001-66;2020-01-01;12;105018;MOVIDA PARTICIPACOES SA;Debêntures;9;11;310
21.314.559/0001-66;2020-01-01;12;105018;MOVIDA PARTICIPACOES SA;Nota Comercial;0;0;14
21.610.416/0001-00;2020-01-01;1;93767;FORTUNATO SECURITIZADORA S/A;Debêntures;5;0;0
22.163.297/0001-49;2020-01-01;8;104769;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;Debêntures;30;4;15
22.261.473/0001-85;2020-01-01;3;105122;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Debêntures;0;2;0
22.261.473/0001-85;2020-01-01;3;105122;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Nota Comercial;0;23;0
22.495.265/0001-40;2020-01-01;2;98023;SENECA COMPANHIA SECURITIZADORA;Debêntures;3;0;0
22.983.283/0001-71;2020-01-01;1;95340;COMPANHIA CARIOCA DE SECURITIZAÇÃO S.A. - RIO SECURITIZAÇÃO;Debêntures;0;0;0
23.096.269/0001-19;2020-01-01;2;100622;RIO PARANA ENERGIA S.A.;Debêntures;0;1;4
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Debêntures;0;190;21
24.241.659/0001-06;2020-01-01;2;107940;VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A;Debêntures;0;0;0
24.396.489/0001-20;2020-01-01;7;103617;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Debêntures;0;0;5
24.624.490/0001-65;2020-01-01;5;103596;ARGO TRANSMISSÃO DE ENERGIA S/A;Debêntures;0;0;1
24.990.777/0001-09;2020-01-01;5;103822;GRUPO MATEUS S.A.;Debêntures;0;0;2
25.005.683/0001-09;2020-01-01;4;100758;VERT COMPANHIA SECURITIZADORA;Certificado de Recebíveis do Agronegócio;1;1;1
25.089.509/0001-83;2020-01-01;8;103668;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Debêntures;3507;24;29
26.609.050/0001-64;2020-01-01;2;97406;TRAVESSIA SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;4;1;0
26.664.057/0001-89;2020-01-01;1;94974;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;3573;36;147
26.845.702/0001-60;2020-01-01;5;103650;BELÉM TRANSMISSORA DE ENERGIA S.A;Debêntures;0;1;0
26.845.702/0001-60;2020-01-01;5;103650;BELÉM TRANSMISSORA DE ENERGIA S.A;Nota Comercial;0;1;0
27.093.558/0001-15;2020-01-01;14;104869;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Debêntures;5;0;22
27.157.474/0001-06;2020-01-01;4;102965;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Debêntures;0;3;0
27.157.474/0001-06;2020-01-01;4;102965;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Nota Comercial;0;1;0
27.967.244/0001-02;2020-01-01;5;103653;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;Nota Comercial;0;1;0
28.019.100/0001-89;2020-01-01;3;102623;VIAPAULISTA S.A.;Debêntures;0;8;0
28.152.650/0001-71;2020-01-01;5;100980;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;Debêntures;1;1;158
28.201.130/0001-01;2020-01-01;3;103028;ENERGISA TRANSMISSÃO DE ENERGIA S/A;Debêntures;704;18;47
28.442.718/0001-57;2020-01-01;2;102982;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;Debêntures;0;113;0
28.925.264/0001-75;2020-01-01;2;98823;COMPANHIA ENERGÉTICA JAGUARA;Debêntures;1268;104;0
28.942.127/0001-49;2020-01-01;3;98825;COMPANHIA ENERGÉTICA MIRANDA;Debêntures;806;86;0
29.088.092/0001-95;2020-01-01;2;93989;ROMAXIS SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;2;1;0
29.088.092/0001-95;2020-01-01;2;93989;ROMAXIS SECURITIZADORA S.A.;Debêntures;14;2;0
29.780.061/0001-09;2020-01-01;6;103681;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Debêntures;0;0;2
29.845.329/0001-35;2020-01-01;1;94064;COPISEC SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;Debêntures;0;5;0
29.894.663/0001-89;2020-01-01;1;95420;CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS;Debêntures;0;0;2
29.978.814/0001-87;2020-01-01;9;104574;SUL AMERICA S.A.;Debêntures;0;0;234
31.468.139/0001-98;2020-01-01;1;95084;CASA DE PEDRA SECURITIZADORA DE CREDITO S/A;Certificados de Recebíveis Imobiliários;48;3;0
32.372.085/0001-25;2020-01-01;2;98512;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;Certificado de Recebíveis do Agronegócio;0;0;0
32.372.085/0001-25;2020-01-01;2;98512;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;Certificados de Recebíveis Imobiliários;0;0;0
32.372.085/0001-25;2020-01-01;2;98512;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;Debêntures;0;0;0
32.681.371/0001-72;2020-01-01;6;103460;VIX LOGÍSTICA S.A.;Debêntures;0;0;14
32.770.457/0001-71;2020-01-01;2;95301;CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA;Debêntures;5;0;4
32.785.497/0001-97;2020-01-01;11;121233;NATURA &CO HOLDING S.A.;Nota Comercial;0;0;207
33.000.167/0001-01;2020-01-01;19;104904;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;45695;342;795
33.014.556/0001-96;2020-01-01;18;103797;LOJAS AMERICANAS S.A.;Debêntures;44;40;887
33.014.556/0001-96;2020-01-01;18;103797;LOJAS AMERICANAS S.A.;Nota Comercial;3;5;175
33.035.536/0001-00;2020-01-01;2;104191;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;37;1
33.041.260/0652-90;2020-01-01;14;104429;GRUPO CASAS BAHIA S.A.;Debêntures;0;1;1
33.041.260/0652-90;2020-01-01;14;104429;GRUPO CASAS BAHIA S.A.;Nota Comercial;0;2;2
33.050.071/0001-58;2020-01-01;9;103010;AMPLA ENERGIA E SERVICOS S.A.;Debêntures;0;2;216
33.050.196/0001-88;2020-01-01;5;103983;CIA PAULISTA DE FORCA E LUZ;Debêntures;0;10;22
33.102.476/0001-92;2020-01-01;5;103734;MONTEIRO ARANHA S.A.;Debêntures;0;0;1
33.113.309/0001-47;2020-01-01;12;104615;VALID SOLUÇÕES S.A.;Debêntures;0;9;2
33.200.049/0001-47;2020-01-01;1;95038;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Certificados de Depósito de Valores Mobiliários;755;46;13
33.256.439/0001-39;2020-01-01;8;103055;ULTRAPAR PARTICIPACOES S.A.;Bônus de Subscrição;7;0;0
33.256.439/0001-39;2020-01-01;8;103055;ULTRAPAR PARTICIPACOES S.A.;Debêntures;0;0;84
33.256.439/0001-39;2020-01-01;8;103055;ULTRAPAR PARTICIPACOES S.A.;Nota Comercial;0;0;5
33.352.394/0001-04;2020-01-01;14;103300;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Debêntures;0;3;0
33.376.989/0001-91;2020-01-01;15;103842;IRB - BRASIL RESSEGUROS S.A.;Debêntures;0;0;20
33.679.797/0001-54;2020-01-01;1;93947;PJBANK SECURITIZADORA S.A.;Debêntures;1;0;0
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;Debêntures;0;91;0
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;Nota Comercial;0;1;0
34.274.233/0001-02;2020-01-01;7;103075;VIBRA ENERGIA S/A;Debêntures;0;1;1
34.469.625/0001-19;2020-01-01;2;98100;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI;Debêntures;5;2;5
42.278.291/0001-24;2020-01-01;14;104792;LOG-IN LOGISTICA INTERMODAL S.A.;Debêntures;0;0;6
42.771.949/0001-35;2020-01-01;17;104756;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Debêntures;0;0;41
42.771.949/0001-35;2020-01-01;17;104756;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Nota Comercial;0;0;2
43.470.988/0001-65;2020-01-01;4;104753;EVEN CONSTRUTORA E INCORPORADORA S.A.;Certificados de Recebíveis Imobiliários;872;13;28
43.776.517/0001-80;2020-01-01;11;104540;CIA SANEAMENTO BASICO EST SAO PAULO;Debêntures;2220;49;577
45.242.914/0001-05;2020-01-01;16;104576;C&A MODAS S.A.;Nota Comercial;0;0;2
47.193.149/0001-06;2020-01-01;2;96430;SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;Debêntures;0;1;0
47.508.411/0001-56;2020-01-01;14;104129;CIA BRASILEIRA DE DISTRIBUICAO;Debêntures;0;0;281
47.508.411/0001-56;2020-01-01;14;104129;CIA BRASILEIRA DE DISTRIBUICAO;Nota Comercial;0;0;31
47.509.120/0001-82;2020-01-01;3;103479;BRADESCO LEASING S.A. ARREND MERCANTIL;Debêntures;0;0;1
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;Debêntures;0;0;41
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;Nota Comercial;0;0;12
49.263.189/0001-02;2020-01-01;7;104562;HELBOR EMPREENDIMENTOS S.A.;Debêntures;0;3;3
49.669.856/0001-43;2020-01-01;8;103607;VESTE S.A. ESTILO;Debêntures;78;35;100
50.564.053/0001-03;2020-01-01;4;104124;BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;1;0
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;Debêntures;7;174;0
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;Debêntures;0;1;0
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;Debêntures;1372;127;240
53.113.791/0001-22;2020-01-01;19;103190;TOTVS S.A.;Debêntures;0;0;3
56.444.250/0001-75;2020-01-01;2;95309;HAUSCENTER SA;Debêntures;0;11300;0
58.430.828/0001-60;2020-01-01;3;99544;BLAU FARMACÊUTICA S.A.;Debêntures;0;0;3
58.430.828/0001-60;2020-01-01;3;99544;BLAU FARMACÊUTICA S.A.;Debêntures Conversíveis;0;0;1
59.285.411/0001-13;2020-01-01;13;99500;BCO PAN S.A.;Letras Financeiras;0;1;75
60.398.369/0004-79;2020-01-01;14;103519;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures Conversíveis;0;1;0
60.444.437/0001-46;2020-01-01;11;100013;LIGHT SERVICOS DE ELETRICIDADE S.A.;Debêntures;26725;39;674
60.444.437/0001-46;2020-01-01;11;100013;LIGHT SERVICOS DE ELETRICIDADE S.A.;Nota Comercial;0;1;0
60.537.263/0001-66;2020-01-01;14;103592;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Debêntures;0;0;3
60.637.238/0001-54;2020-01-01;2;108426;BLUE TECH SOLUTIONS EQI S.A.;Certificados de Depósito de Valores Mobiliários;2915;47;19
60.840.055/0001-31;2020-01-01;10;103580;FLEURY S.A.;Debêntures;0;0;153
60.894.730/0001-05;2020-01-01;13;104238;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Debêntures;0;0;224
60.933.603/0001-78;2020-01-01;17;104592;CESP - CIA ENERGETICA DE SAO PAULO;Debêntures;0;0;1
61.022.042/0001-18;2020-01-01;1;95577;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Bônus de Subscrição;0;0;0
61.024.352/0001-71;2020-01-01;7;99906;BCO INDUSVAL S.A.;;0;0;0
61.079.117/0001-05;2020-01-01;11;103133;ALPARGATAS S.A.;Debêntures;0;0;5
61.088.894/0001-08;2020-01-01;6;102741;CAMBUCI S.A.;Debêntures;0;1;0
61.101.895/0001-45;2020-01-01;2;100590;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;Debêntures;0;1;0
61.156.113/0001-75;2020-01-01;8;104578;IOCHPE MAXION S.A.;Debêntures;1;7;302
61.189.288/0001-89;2020-01-01;13;103807;MARISA LOJAS S.A.;Debêntures;0;0;12
61.486.650/0001-83;2020-01-01;9;100193;DIAGNOSTICOS DA AMERICA S.A.;Debêntures;0;0;358
61.486.650/0001-83;2020-01-01;9;100193;DIAGNOSTICOS DA AMERICA S.A.;Nota Comercial;0;0;7
61.532.644/0001-15;2020-01-01;6;104621;ITAÚSA S.A.;Debêntures;0;0;78
61.584.140/0001-49;2020-01-01;2;97043;REDE ENERGIA PARTICIPAÇÕES S.A.;Debêntures;0;1;0
61.585.865/0001-51;2020-01-01;6;103803;RAIA DROGASIL S.A.;Debêntures;0;9;59
61.695.227/0001-93;2020-01-01;7;102782;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Debêntures;0;8;440
61.695.227/0001-93;2020-01-01;7;102782;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Nota Comercial;0;0;1
61.856.571/0001-17;2020-01-01;6;104613;CIA GAS DE SAO PAULO - COMGAS;Debêntures;5317;53;147
62.232.889/0001-90;2020-01-01;4;92843;BCO DAYCOVAL S.A.;Letras Financeiras;0;0;60
62.307.848/0001-15;2020-01-01;3;99601;BANCO RCI BRASIL S.A.;Letras Financeiras;0;0;0
64.904.295/0001-03;2020-02-28;9;94700;CAMIL ALIMENTOS S.A.;Certificado de Recebíveis do Agronegócio;1246342;201;165976
67.010.660/0001-24;2020-01-01;7;103249;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Certificados de Recebíveis Imobiliários;12000;0;0
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;Bônus de Subscrição;640;2;53
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;Debêntures;0;2;0
71.208.516/0001-74;2020-01-01;1;95425;ALGAR TELECOM S/A;Debêntures;2338;432;28
71.476.527/0001-35;2020-01-01;10;104883;CONSTRUTORA TENDA S.A.;Debêntures;0;29;0
71.673.990/0001-77;2020-01-01;5;121236;NATURA COSMÉTICOS S.A.;Debêntures;84;59;1092
73.178.600/0001-18;2020-01-01;8;103179;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Certificados de Recebíveis Imobiliários;5881;21;12
73.178.600/0001-18;2020-01-01;8;103179;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Debêntures;0;0;1
73.903.718/0001-61;2020-01-01;1;94805;SNB PARTICIPACOES SA;Debêntures;0;1;0
75.315.333/0001-09;2020-01-01;9;103416;ATACADÃO S.A.;Debêntures;0;0;89
75.609.123/0001-23;2020-01-01;1;95471;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Debêntures;0;0;27
76.483.817/0001-20;2020-01-01;11;103292;CIA PARANAENSE DE ENERGIA - COPEL;Debêntures;0;0;955
76.484.013/0001-45;2020-01-01;17;103087;CIA SANEAMENTO DO PARANA - SANEPAR;Debêntures;0;4;86
79.430.682/0001-22;2020-01-01;3;99600;FARMÁCIA E DROGARIA NISSEI S.A.;Debêntures;0;1;0
82.640.558/0001-04;2020-01-01;3;96138;KARSTEN S.A.;Debêntures;0;6;0
82.982.075/0001-80;2020-01-01;2;103299;TEXTIL RENAUXVIEW S.A.;Debêntures;0;3;0
83.475.913/0001-91;2020-01-01;7;103680;PBG S/A;Debêntures;0;0;2
83.878.892/0001-55;2020-01-01;10;104599;CENTRAIS ELET DE SANTA CATARINA S.A.;Certificados de Depósito de Valores Mobiliários;5139;520;450
85.041.333/0001-11;2020-01-01;1;94099;PORTO PONTA DO FELIX S/A;Bônus de Subscrição;0;4;0
88.610.126/0001-29;2020-01-01;8;103859;FRASLE MOBILITY S.A.;Debêntures;0;2;0
89.086.144/0001-16;2020-01-01;9;103303;RANDONCORP S.A.;Debêntures;0;4;0
89.086.144/0001-16;2020-01-01;9;103303;RANDONCORP S.A.;Nota Comercial;0;2;0
89.463.822/0001-12;2020-01-01;12;104916;LUPATECH S.A;Bônus de Subscrição;14;1099;8
89.463.822/0001-12;2020-01-01;12;104916;LUPATECH S.A;Debêntures;0;0;7
89.463.822/0001-12;2020-01-01;12;104916;LUPATECH S.A;Debêntures Conversíveis;1;1;0
89.637.490/0001-45;2020-01-01;19;103545;KLABIN S.A.;Certificado de Recebíveis do Agronegócio;12182;940;1
89.637.490/0001-45;2020-01-01;19;103545;KLABIN S.A.;Debêntures;0;2;10
91.983.056/0001-69;2020-01-01;12;103011;KEPLER WEBER S.A.;Bônus de Subscrição;7785;3;172100
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Debêntures;0;30;0
92.749.225/0001-63;2020-01-01;2;103575;HERCULES S.A. FABRICA DE TALHERES;Debêntures;1;0;0
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;Debêntures;0;3;31
92.781.335/0001-02;2020-01-01;11;103755;TAURUS ARMAS S.A.;Bônus de Subscrição;3118;8;25
92.781.335/0001-02;2020-01-01;11;103755;TAURUS ARMAS S.A.;Debêntures;0;4;0
92.791.243/0001-03;2020-01-01;14;103613;IRANI PAPEL E EMBALAGEM S.A.;Debêntures;0;0;120
92.802.784/0001-90;2020-01-01;6;104980;CIA RIOGRANDENSE DE SANEAMENTO;Debêntures;0;2;0
96.418.264/0218-02;2020-01-01;10;103744;LOJAS QUERO QUERO S.A.;Debêntures;0;1;0
97.837.181/0001-47;2020-01-01;13;104593;DEXCO S.A.;Debêntures;0;0;7
