CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2022-01-01;15;BCO BRASIL S.A.;001023;FRE NOVO;123656;2023-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123656
00.000.000/0001-91;2022-01-01;16;BCO BRASIL S.A.;001023;FRE NOVO;123724;2023-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123724
00.000.000/0001-91;2022-01-01;17;BCO BRASIL S.A.;001023;FRE NOVO;123977;2023-03-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123977
00.000.000/0001-91;2022-01-01;18;BCO BRASIL S.A.;001023;FRE NOVO;124355;2023-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124355
00.000.000/0001-91;2022-01-01;19;BCO BRASIL S.A.;001023;FRE NOVO;124748;2023-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124748
00.000.000/0001-91;2022-01-01;20;BCO BRASIL S.A.;001023;FRE NOVO;125269;2023-04-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125269
00.000.000/0001-91;2022-01-01;21;BCO BRASIL S.A.;001023;FRE NOVO;125431;2023-04-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125431
00.000.000/0001-91;2022-01-01;22;BCO BRASIL S.A.;001023;FRE NOVO;125973;2023-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125973
00.000.000/0001-91;2022-01-01;23;BCO BRASIL S.A.;001023;FRE NOVO;127089;2023-05-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127089
00.000.208/0001-00;2022-01-01;1;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;116566;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116566
00.000.208/0001-00;2022-01-01;2;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;118477;2022-07-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118477
00.000.208/0001-00;2022-01-01;3;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;118569;2022-07-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118569
00.000.208/0001-00;2022-01-01;4;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;118628;2022-07-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118628
00.000.208/0001-00;2022-01-01;5;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;119200;2022-08-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119200
00.000.208/0001-00;2022-01-01;6;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;119306;2022-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119306
00.000.208/0001-00;2022-01-01;7;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;120882;2022-10-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120882
00.000.208/0001-00;2022-01-01;8;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;122727;2022-12-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122727
00.000.208/0001-00;2022-01-01;9;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;122806;2022-12-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122806
00.000.208/0001-00;2022-01-01;10;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;123045;2023-01-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123045
00.000.208/0001-00;2022-01-01;11;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;123054;2023-01-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123054
00.000.208/0001-00;2022-01-01;12;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;123175;2023-01-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123175
00.000.208/0001-00;2022-01-01;13;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;123413;2023-02-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123413
00.000.208/0001-00;2022-01-01;14;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;123579;2023-02-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123579
00.000.208/0001-00;2022-01-01;15;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;124065;2023-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124065
00.000.208/0001-00;2022-01-01;16;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;125003;2023-04-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125003
00.000.208/0001-00;2022-01-01;17;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;125122;2023-04-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125122
00.000.208/0001-00;2022-01-01;18;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;125592;2023-05-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125592
00.000.208/0001-00;2022-01-01;19;BRB BANCO DE BRASILIA S.A.;014206;FRE NOVO;127097;2023-05-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127097
00.001.180/0001-26;2022-01-01;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;115801;2022-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115801
00.001.180/0001-26;2022-01-01;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;116863;2022-06-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116863
00.001.180/0001-26;2022-01-01;3;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;117082;2022-06-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=117082
00.001.180/0001-26;2022-01-01;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;118233;2022-07-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118233
00.001.180/0001-26;2022-01-01;5;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;118375;2022-07-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118375
00.001.180/0001-26;2022-01-01;6;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;118520;2022-07-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118520
00.001.180/0001-26;2022-01-01;7;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;118550;2022-07-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118550
00.001.180/0001-26;2022-01-01;8;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;118986;2022-07-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118986
00.001.180/0001-26;2022-01-01;9;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;119500;2022-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119500
00.001.180/0001-26;2022-01-01;10;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;120066;2022-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120066
00.001.180/0001-26;2022-01-01;11;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;120578;2022-09-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120578
00.001.180/0001-26;2022-01-01;12;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;120748;2022-09-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120748
00.001.180/0001-26;2022-01-01;13;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;122125;2022-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122125
00.001.180/0001-26;2022-01-01;14;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;122511;2022-12-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122511
00.001.180/0001-26;2022-01-01;15;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;122691;2022-12-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122691
00.001.180/0001-26;2022-01-01;16;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;122825;2022-12-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122825
00.001.180/0001-26;2022-01-01;17;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;122985;2023-01-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122985
00.001.180/0001-26;2022-01-01;18;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;123074;2023-01-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123074
00.001.180/0001-26;2022-01-01;19;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;123580;2023-02-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123580
00.001.180/0001-26;2022-01-01;20;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;124167;2023-03-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124167
00.001.180/0001-26;2022-01-01;21;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;124383;2023-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124383
00.001.180/0001-26;2022-01-01;22;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;125086;2023-04-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125086
00.001.180/0001-26;2022-01-01;23;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;125212;2023-04-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125212
00.001.180/0001-26;2022-01-01;24;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;125353;2023-04-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125353
00.001.180/0001-26;2022-01-01;25;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;125508;2023-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125508
00.001.180/0001-26;2022-01-01;26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;125856;2023-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125856
00.001.180/0001-26;2022-01-01;27;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;126051;2023-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126051
00.001.180/0001-26;2022-01-01;28;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE NOVO;127025;2023-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127025
00.070.698/0001-11;2022-01-01;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;116663;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116663
00.070.698/0001-11;2022-01-01;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;120661;2022-09-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120661
00.070.698/0001-11;2022-01-01;3;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;120831;2022-10-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120831
00.070.698/0001-11;2022-01-01;4;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;120835;2022-10-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120835
00.070.698/0001-11;2022-01-01;5;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE NOVO;125544;2023-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125544
00.080.671/0001-00;2022-01-01;1;CARAMURU ALIMENTOS S.A.;026190;FRE NOVO;116632;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116632
00.080.671/0001-00;2022-01-01;2;CARAMURU ALIMENTOS S.A.;026190;FRE NOVO;116905;2022-06-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116905
00.080.671/0001-00;2022-01-01;3;CARAMURU ALIMENTOS S.A.;026190;FRE NOVO;120092;2022-08-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120092
00.192.769/0001-59;2022-01-01;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;FRE NOVO;116220;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116220
00.194.724/0001-13;2022-01-01;1;AUREN OPERAÇÕES S.A.;026174;FRE NOVO;116416;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116416
00.194.724/0001-13;2022-01-01;2;AUREN OPERAÇÕES S.A.;026174;FRE NOVO;122562;2022-12-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122562
00.194.724/0001-13;2022-01-01;3;AUREN OPERAÇÕES S.A.;026174;FRE NOVO;126044;2023-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126044
00.242.184/0001-04;2022-01-01;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE NOVO;116217;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116217
00.242.184/0001-04;2022-01-01;2;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE NOVO;118584;2022-07-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118584
00.242.184/0001-04;2022-01-01;3;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE NOVO;119716;2022-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119716
00.242.184/0001-04;2022-01-01;4;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE NOVO;121013;2022-10-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121013
00.242.184/0001-04;2022-01-01;5;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE NOVO;121482;2022-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121482
00.242.184/0001-04;2022-01-01;6;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE NOVO;126219;2023-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126219
00.242.184/0001-04;2022-01-01;7;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE NOVO;126992;2023-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126992
00.272.185/0001-93;2022-01-01;1;CIMS S.A.;014818;FRE NOVO;116373;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116373
00.272.185/0001-93;2022-01-01;2;CIMS S.A.;014818;FRE NOVO;122863;2023-01-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122863
00.272.185/0001-93;2022-01-01;3;CIMS S.A.;014818;FRE NOVO;124173;2023-03-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124173
00.272.185/0001-93;2022-01-01;4;CIMS S.A.;014818;FRE NOVO;124762;2023-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124762
00.272.185/0001-93;2022-01-01;5;CIMS S.A.;014818;FRE NOVO;126988;2023-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126988
00.336.701/0001-04;2022-01-01;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;116280;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116280
00.336.701/0001-04;2022-01-01;2;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;116913;2022-06-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116913
00.336.701/0001-04;2022-01-01;3;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;118241;2022-07-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118241
00.336.701/0001-04;2022-01-01;4;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;120576;2022-09-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120576
00.336.701/0001-04;2022-01-01;5;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;122864;2023-01-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122864
00.336.701/0001-04;2022-01-01;6;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;125662;2023-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125662
00.336.701/0001-04;2022-01-01;7;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;126306;2023-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126306
00.336.701/0001-04;2022-01-01;8;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;126469;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126469
00.336.701/0001-04;2022-01-01;9;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;126914;2023-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126914
00.336.701/0001-04;2022-01-01;10;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE NOVO;127019;2023-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127019
