CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Constituicao_Emissor;Forma_Constituicao_Emissor;Sigla_Pais_Constituicao_Emissor;Pais_Constituicao_Emissor;Prazo_Duracao_Emissor;Data_Registro_Emissor;Requisicao_Registro_Emissor
09.346.601/0001-25;2022-01-01;16;126917;B3 S.A. - BRASIL, BOLSA, BALCÃO;2007-12-14;Data de Constituição: 14 de dezembro de 2007 foi a data de constituição da T.U.T.S.P.E. Empreendimentos e Participações S.A., veículo que originou a BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros, que, em 2017, combinou suas atividades com a Cetip S.A. - Mercados Organizados. No dia 10 de maio de 2017, os acionistas aprovaram a alteração da denominação social para B3 S.A. - Brasil, Bolsa, Balcão no estatuto social da Companhia, o qual foi aprovado pela CVM em 16 de junho de 2017. Forma de Constituição: Sociedade por ações. País de Constituição: Brasil. Prazo de duração: o prazo de duração da Companhia é indeterminado. Data de registro na CVM: em 12 de agosto de 2008, a CVM concedeu à Companhia o registro de companhia aberta. A aprovação do registro da Companhia como entidade administradora de mercado de valores mobiliários foi obtida por deliberação do Colegiado da CVM em 19 de maio de 2009.;BR;Brasil;;2008-08-12;N
09.347.516/0001-81;2022-01-01;13;125375;ELETROMIDIA S.A.;2013-11-07;Sociedade anônima;BR;Brasil;;2021-02-11;N
09.359.927/0001-97;2022-01-01;4;126218;ASA BRANCA HOLDING S.A.;2008-01-16;Sociedade Empresária Limitada;BR;Brasil;;2021-12-20;N
09.391.823/0001-60;2022-01-01;14;126956;SANTO ANTONIO ENERGIA S.A.;2008-01-17;Sociedade Anônima;BR;Brasil;;2014-04-28;N
09.414.761/0001-64;2022-01-01;1;116257;K-INFRA RODOVIA DO AÇO S.A.;2008-03-04;Sociedade Anônima;BR;Brasil;2033-03-26;2011-03-29;N
09.527.023/0001-23;2022-01-01;3;125862;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;2008-04-18;Sociedade Limitada;BR;Brasil;;2021-10-05;N
09.538.973/0001-53;2022-01-01;2;123716;PDG COMPANHIA SECURITIZADORA;2008-03-10;A Companhia foi constituída em 10 de março de 2008, sob a denominação de "ZMF 25 Incorporações S.A.", na Cidade do Rio de Janeiro, Estado do Rio de Janeiro, Brasil, sob a forma de uma sociedade por ações de capital fechado.;BR;Brasil;;2008-10-03;N
09.584.854/0001-37;2022-01-01;4;120710;MANAUS TRANSMISSORA DE ENERGIA S.A;2008-04-22;Sociedade por ações.;BR;Brasil;;2022-03-29;N
09.611.768/0001-76;2022-01-01;9;122601;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2008-06-03;Sociedade Anônima;BR;Brasil;;2017-11-09;N
09.625.321/0001-56;2022-01-01;4;120712;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;2008-05-06;Constituída sob a forma de sociedade por ações;BR;Brasil;;2020-07-03;N
09.813.204/0001-16;2022-01-01;3;120307;W2W E-COMMERCE DE VINHOS S.A.;2008-07-03;Sociedade Anônima;BR;Brasil;;2021-05-12;N
10.139.870/0001-08;2022-01-01;7;125528;NEOGRID PARTICIPAÇÕES S.A.;2008-07-01;Sociedade Limitada;BR;Brasil;;2020-12-15;N
10.215.988/0001-60;2022-01-01;7;122067;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;2008-07-18;Sociedade por ações;BR;Brasil;;2011-12-30;N
10.234.027/0001-00;2022-01-01;5;121230;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;2008-07-07;A Companhia foi constituída em 07 de julho de 2008, sob a forma de sociedade limitada com a razão social Linhas de Macapá Transmissora de Energia Ltda., na República Federativa do Brasil, com seus atos constitutivos devidamente registrados na Junta Comercial do Rio de Janeiro sob o NIRE 33.2.0816021-1. Após sua transformação em sociedade por ações, foi atribuído à Companhia o NIRE 33.3.0029092-3.;BR;Brasil;;2015-08-12;N
10.240.186/0001-00;2022-01-01;5;121231;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;2008-07-07;A Companhia foi constituída em 07 de julho de2008, sob a forma de sociedade limitada com a razão social Linhas de Xingu Transmissora de Energia Ltda, na República Federativa do Brasil, com seus atos constitutivos devidamente registrados na Junta Comercial do Rio de Janeiro sob o NIRE 33.2.0816020-2. Após sua transformação em sociedade por ações, foi atribuído à Companhia o NIRE 33.3.0029093-1.;BR;Brasil;;2015-08-12;N
10.285.590/0001-08;2022-01-01;12;124245;GRUPO DE MODA SOMA S.A.;2008-08-15;Sociedade por ações;BR;Brasil;;;S
10.319.900/0001-50;2022-01-01;2;120309;REGENERA RIO S.A.;2008-08-08;Sociedade Anônima;BR;Brasil;;2022-08-25;N
10.324.624/0001-18;2022-01-01;2;116243;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;2008-08-20;Sociedade Anônima;BR;Brasil;;2010-09-20;N
10.338.320/0001-00;2022-01-01;5;125920;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;2008-08-18;Sociedade anônima constituída por subscrição particular.;BR;Brasil;;2010-09-24;N
10.440.482/0001-54;2022-01-01;7;122561;GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO;2008-10-24;Sociedade por Ações;BR;Brasil;;2021-08-10;N
10.452.416/0001-02;2022-01-01;2;122397;REAG CAPITAL HOLDING S.A.;2008-10-28;Sociedade Anônima Fechada;BR;Brasil;;2022-09-27;N
10.464.223/0001-63;2022-01-01;1;116548;PRIVALIA BRASIL S.A.;2008-09-19;Sociedade Limitada;BR;Brasil;;2021-06-18;N
10.488.244/0001-19;2022-01-01;1;116229;INFRASEC SECURITIZADORA S.A.;2008-10-27;Sociedade Anônima;BR;Brasil;;2009-09-22;N
10.502.676/0001-37;2022-01-01;4;121571;TERMELÉTRICA PERNAMBUCO III S.A.;2008-10-23;Sociedade por Ações (Subsidiária Integral);BR;Brasil;;2013-12-10;N
10.531.501/0001-58;2022-01-01;1;115703;CONC AUTO RAPOSO TAVARES S.A.;2008-11-12;Sociedade Anônima;BR;Brasil;2039-03-16;2010-11-22;N
10.571.175/0001-02;2022-01-01;6;127320;URBA DESENVOLVIMENTO URBANO S.A.;2009-01-13;Sociedade de Propósito Específico;BR;Brasil;;2021-01-25;N
10.608.405/0001-60;2022-01-01;18;125444;BARI SECURITIZADORA S.A.;2008-10-28;Sob a forma de sociedade por ações, conforme Ata da Assembleia Geral de Constituição, registrada na JUCESP em 25.10.2008.;BR;Brasil;;2009-12-29;N
10.629.105/0001-68;2022-01-01;20;127162;PRIO S.A.;2008-10-13;A Companhia originalmente foi constituída sob a forma de uma sociedade limitada, nos termos da legislação brasileira aplicável, tendo sido transformada em sociedade anônima de capital fechado em 17/07/2009.;BR;Brasil;;2010-10-21;N
10.635.691/0001-53;2022-01-01;1;116124;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2008-01-14;Constituída sob a forma de sociedade por ações.;BR;Brasil;;2011-07-21;N
10.647.979/0001-48;2022-01-01;4;125483;CONC ROTA DAS BANDEIRAS S.A.;2009-02-09;Constituída sob a forma de sociedade por ações;BR;Brasil;2039-04-02;2010-06-30;N
10.670.314/0001-55;2022-01-01;2;121367;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;2009-05-11;Constituída sob a forma de sociedade por ações e com propósito específico.;BR;Brasil;2034-10-19;2012-08-24;N
10.678.505/0001-63;2022-01-01;2;115438;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;2009-02-19;Sociedade por Ações de capital aberto.;BR;Brasil;2039-04-23;2012-02-09;N
10.739.356/0001-03;2022-01-01;3;122969;BRBI BR PARTNERS S.A;2009-03-12;Sociedade por ações;BR;Brasil;;2021-05-13;N
10.753.164/0001-43;2022-01-01;2;116942;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;2009-03-02;A Companhia foi constituída em 02 de Março de 2009, sob a forma de sociedade por ações, na República Federativa do Brasil, com seus atos constitutivos devidamente registrados na Junta Comercial de São Paulo em 02 de Abril de 2009 sob o NIRE 35300367308.;BR;Brasil;;2009-07-15;N
10.760.260/0001-19;2022-01-01;9;127245;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2009-03-25;Sociedade por ações;BR;Brasil;;2013-12-05;N
10.807.374/0001-77;2022-01-01;7;125443;BOA SAFRA SEMENTES S.A.;2009-04-07;Sociedade limitada;BR;Brasil;;2021-04-19;N
10.835.932/0001-08;2022-01-01;7;125922;CIA ENERGETICA DE PERNAMBUCO - CELPE;1965-02-10;A constituição da Companhia foi realizada através de economia mista e em abril de 1994 tornou-se companhia aberta. Em 01 de novembro de 2022, a CVM aprovou o pedido de Conversão de Registro dconversão de registro de emissor Categoria A para Categoria B, nos termos do Ofício nº 213/2022/CVM/SEP/GEA-1 e do artigo 11 da Resolução CVM nº 80;BR;Brasil;;1994-04-29;N
10.841.050/0001-55;2022-01-01;7;127413;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;2009-06-12;A Companhia foi constituída em 12 de junho de 2009, sob a forma de sociedade anônima de capital fechado. Em 22 de fevereiro de 2011 recebeu o registro da CVM.;BR;Brasil;;2011-02-22;N
10.851.805/0001-00;2022-01-01;11;129575;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;2009-05-27;Sociedade limitada;BR;Brasil;;2018-03-01;N
11.257.352/0001-43;2022-01-01;3;120595;BSI CAPITAL SECURITIZADORA S.A.;2009-09-02;A Companhia foi constítuida em 02 de setembro de 2009, sob a forma de sociedade por ações com seus atos constitutivos devidamente registrados na Junta Comercial do Paraná sob o NIRE 41.3.0007855-6;BR;Brasil;;2013-04-17;N
11.274.829/0001-07;2022-01-01;3;121022;COMPANHIA PAULISTA DE SECURITIZAÇÃO;2009-10-15;A Companhia é uma sociedade por ações constituída por subscrição privada.;BR;Brasil;;2010-07-20;N
11.284.204/0001-18;2022-01-01;5;122733;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2009-10-08;Sociedade empresária limitada;BR;Brasil;;2015-05-26;N
11.421.994/0001-36;2022-01-01;16;124582;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;2009-11-30;Sociedade Anônima;BR;Brasil;;2021-02-11;N
11.669.021/0001-10;2022-01-01;10;127057;ENAUTA PARTICIPAÇÕES S.A.;2010-03-09;Sociedade Anônima de Capital Aberto, nos termos da legislação brasileira aplicável;BR;Brasil;;2011-02-02;N
11.716.471/0001-17;2022-01-01;1;116338;TRX SECURITIZADORA S.A.;2010-03-11;Sociedade Anônima Aberta;BR;Brasil;;;S
11.721.921/0001-60;2022-01-01;23;127119;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2010-03-10;Sociedade Anônima;BR;Brasil;;2010-10-28;N
11.725.176/0001-27;2022-01-01;11;125936;BOA VISTA SERVIÇOS S.A.;2010-03-04;Sociedade por ações;BR;Brasil;;2020-09-28;N
11.992.680/0001-93;2022-01-01;12;125999;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2010-02-12;Sociedade por Ações;BR;Brasil;;2011-06-17;N
12.049.631/0001-84;2022-01-01;5;127109;MOURA DUBEUX ENGENHARIA S/A;1987-08-31;Constituída sob a forma de sociedade por cotas de responsabilidade limitada em 31/08/1987, sendo transformada em sociedade anônima em 09/03/2007.;BR;Brasil;;2007-08-23;N
12.091.809/0001-55;2022-01-01;22;125846;BRAVA ENERGIA S.A.;2010-06-08;Sociedade Anônima;BR;Brasil;;2020-11-09;N
12.104.241/0004-02;2022-01-01;14;127021;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;2010-01-10;Sociedade Anônima;BR;Brasil;;2021-08-06;N
12.108.897/0001-50;2022-01-01;8;126965;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;2010-06-21;Sociedade Anônima;BR;Brasil;;2020-08-06;N
12.130.744/0001-00;2022-01-01;10;121058;TRUE SECURITIZADORA S.A.;2010-05-28;Assembleia Geral de Constituição - Sociedade Anônima;BR;Brasil;;2010-11-25;N
12.139.922/0001-63;2022-01-01;1;116590;OCTANTE SECURITIZADORA S.A.;2010-05-03;Sociedade Anônima;BR;Brasil;;2011-02-14;N
12.181.987/0001-77;2022-01-01;7;126104;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2010-05-10;Sociedade limitada;BR;Brasil;;2020-09-24;N
12.261.588/0001-16;2022-01-01;1;115871;POLO CAPITAL SECURITIZADORA S.A;2010-05-31;Assembleia Geral de Constituição de 31 de maio de 2010;BR;Brasil;;2010-09-22;N
12.300.288/0001-07;2022-01-01;7;123265;NORTE ENERGIA S.A.;2010-07-21;Constituída sob a forma de sociedade por ações.;BR;Brasil;2046-07-11;2020-09-14;N
12.320.349/0001-90;2022-01-01;2;116996;ORE  SECURITIZADORA SA;2010-06-30;A Companhia foi constituída sob a forma de sociedade empresária limitada, em 30 de junho de 2010 com a denominação de ARP Participações Ltda. ("ARP Participações"), cujos atos constitutivos foram devidamente arquivados na Junta Comercial de São Paulo ("JUCESP"), em sessão de 7.07.2010, sob o NIRE 35.2.2451605-1.Os sócios, por meio de reunião realizada em 5.08.2010, deliberaram pela transformação da sociedade limitada em sociedade anônima, alteração de denominação, objeto social e aprovação de Estatuto Social, tendo sido referida ata registrada perante a JUCESP em sessão de 23.8.2010, sob o NIRE 35.3.0038331-1.Em virtude da mencionada transformação, a ARP Participações alterou a sua denominação para "BRASIL AGROSEC COMPANHIA SECURITIZADORA" atual denominação da Companhia, sendo regida na forma de seu Estatuto Social. Em AGE de 22/01/2016 alterou-se a denominação social para Ourinvest Securitizadora S/A.;BR;Brasil;;2010-11-10;N
12.420.164/0001-57;2022-01-01;11;125821;CM HOSPITALAR S.A;2010-08-09;Sociedade Limitada;BR;Brasil;;2021-04-14;N
12.489.315/0001-23;2022-01-01;2;123013;FERREIRA GOMES ENERGIA S.A.;2010-08-10;Sociedade por Ações;BR;Brasil;;2012-10-11;N
12.528.708/0001-07;2022-01-01;10;125311;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;2010-08-17;Constituída sob a forma de sociedade anônima.;BR;Brasil;;2020-11-09;N
12.592.831/0001-89;2022-01-01;6;125196;MNLT S.A.;2010-09-21;Sociedade por Ações;BR;Brasil;;2022-02-11;N
12.648.266/0001-24;2022-01-01;5;125861;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2010-09-23;Sociedade Anônima Fechada;BR;Brasil;;2020-05-15;N
12.648.327/0001-53;2022-01-01;12;127010;HIDROVIAS DO BRASIL S.A.;2010-08-18;Sociedade por Ações;BR;Brasil;;2011-12-14;N
12.919.786/0001-24;2022-01-01;1;115926;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;2010-10-27;Sociedade Anônima;BR;Brasil;;2016-10-27;N
13.009.717/0001-46;2022-01-01;18;125414;BCO ESTADO DE SERGIPE S.A. - BANESE;1963-06-18;Constituído sob a forma de sociedade anônima de economia mista e sob a forma de Banco Múltiplo.;BR;Brasil;;1977-07-20;N
13.017.462/0001-63;2022-01-01;1;116533;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;1960-12-31;Sociedade constituída por ações.;BR;Brasil;;2001-07-17;N
13.217.485/0001-11;2022-01-01;10;126932;GRUPO SBF S.A.;2011-01-31;Sociedade Anônima;BR;Brasil;;2019-04-15;N
13.270.520/0001-66;2022-01-01;14;125864;KORA SAÚDE PARTICIPAÇÕES S.A.;2011-12-08;Constituição sob a forma de Sociedade Anônima;BR;Brasil;;2021-05-13;N
13.349.677/0001-81;2022-01-01;1;116570;REIT SECURITIZADORA S/A;2011-01-19;Sociedade Anônima Aberta;BR;Brasil;;2012-05-10;N
13.444.994/0001-87;2022-01-01;6;126118;MLOG S.A.;2011-03-10;Sociedade Anônima.;BR;Brasil;;2011-09-12;N
13.457.942/0001-45;2022-01-01;2;123701;RIVA INCORPORADORA S.A;2011-01-31;Sociedade limitada;BR;Brasil;;2020-07-28;N
13.522.948/0001-59;2022-01-01;2;124317;SAFIRA HOLDING S.A.;2011-03-16;Sociedade limitada;BR;Brasil;;2023-03-15;N
13.574.594/0001-96;2022-01-01;14;125955;ZAMP SA;2011-04-06;Sociedade por ações;BR;Brasil;;2017-12-14;N
13.584.310/0001-42;2022-01-01;2;120975;SUGOI S.A.;2011-04-04;A Companhia foi constituída no Brasil em 04 de abril de 2011, sob a forma de sociedade empresária limitada, tendo seu tipo jurídico transformado para sociedade por ações de capital fechado em 03 de fevereiro de 2016.;BR;Brasil;;2016-07-19;N
13.783.221/0004-78;2022-01-01;9;125913;MADERO INDÚSTRIA E COMÉRCIO S.A.;2011-08-01;Sociedade Anônima;BR;Brasil;;2021-11-17;N
14.110.585/0001-07;2022-01-01;15;124966;MÉLIUZ S.A.;2011-08-11;Constituída sob a forma de sociedade limitada, sendo que, 06 de agosto de 2015, por meio de alteração contratual, a Companhia foi transformada em sociedade por ações.;BR;Brasil;;2020-11-03;N
14.127.813/0001-51;2022-01-01;7;125927;ARANDU INVESTIMENTOS S.A.;2011-07-25;Sociedade por ações;BR;Brasil;;2021-05-13;N
14.191.427/0001-29;2022-01-01;1;115956;GRANBIO INVESTIMENTOS S.A.;2011-06-13;Sociedade por Ações;BR;Brasil;;2020-11-13;N
14.388.334/0001-99;2022-01-01;7;123627;PARANA BCO S.A.;1977-04-25;Sociedade por ações;BR;Brasil;;2007-06-11;N
14.776.142/0001-50;2022-01-01;15;125582;WESTWING COMÉRCIO VAREJISTA S.A.;2012-12-12;Sociedade limitada;BR;Brasil;;2021-02-09;N
14.785.152/0001-51;2022-01-01;11;126874;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2011-12-02;Sociedade Limitada;BR;Brasil;;2020-12-18;N
14.807.945/0001-24;2022-01-01;4;126899;SANSUY S.A. INDUSTRIA DE PLASTICOS;1979-10-03;Fundada em maio de 1966 em São Paulo sob a forma de Sociedade por Quotas de Responsabilidade Ltda. e em 1968 transformada em Sociedade Anônima. Em 1980 Houve a abertura do Capital sendo então Sociedade Anônima de Capital Aberto.;BR;Brasil;;1986-05-06;N
14.876.090/0001-93;2022-01-01;2;133638;GAIA IMPACTO SECURITIZADORA S.A.;2012-01-02;A Companhia foi constituída em 02 de janeiro de 2012, sob a forma de sociedade por ações, na República Federativa do Brasil, com seus atos constitutivos devidamente registrados na Junta Comercial de São Paulo em 09 de janeiro de 2012 sob o NIRE 35300418514.;BR;Brasil;;2012-03-28;N
14.882.295/0001-81;2022-01-01;6;125997;CBO HOLDING S.A.;2011-07-20;Sociedade por Ações;BR;Brasil;;2015-06-11;N
14.998.371/0001-19;2022-01-01;8;125398;J. MACEDO S.A.;1986-09-11;Sociedade por ações;BR;Brasil;;2007-10-16;N
15.073.274/0001-88;2022-01-01;3;118190;PPLA PARTICIPATIONS LTD.;2010-03-26;Limited liability company.;BM;Bermudas;;2012-04-24;N
15.090.690/0001-94;2022-01-01;7;125523;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;2011-12-13;Fomos constituídos sob a forma de sociedade por ações.;BR;Brasil;;2022-03-15;N
15.101.405/0001-93;2022-01-01;1;115754;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;1966-08-01;SOCIEDADE ANONIMA;BR;Brasil;;1977-07-20;N
15.115.504/0001-24;2022-01-01;1;116106;TRONOX PIGMENTOS DO BRASIL S.A.;1966-01-25;SOCIEDADE ANÔNIMA;BR;Brasil;;1970-12-23;N
15.139.629/0001-94;2022-01-01;7;125926;CIA ELETRICIDADE EST. DA BAHIA - COELBA;1960-03-28;A constituição da Companhia foi realizada na forma de economia mista e em julho de 1994 tornou-se companhia aberta.;BR;Brasil;;1994-07-28;N
15.141.799/0001-03;2022-01-01;6;125482;CIA FERRO LIGAS DA BAHIA - FERBASA;1961-02-23;Sociedade Anônima, de Capital aberto.;BR;Brasil;;1961-02-28;N
15.144.017/0001-90;2022-01-01;6;127196;CIA SEGUROS ALIANCA DA BAHIA;1870-05-14;Sociedade Anônima;BR;Brasil;;1977-07-20;N
15.229.110/0001-05;2022-01-01;1;115977;CAPITALE SECURITIZADORA DE CRÉDITO S/A;2011-12-12;A Companhia foi constítuida em 12 de dezembro de 2011, sob a forma de sociedade por ações com seus atos constitutivos devidamente registrados na Junta comercial do Paraná sob o NIRE 41.3.0008372-0.;BR;Brasil;;2014-03-07;N
15.377.572/0001-61;2022-01-01;1;115989;NASA SECURITIZADORA S.A.;2012-04-11;A Companhia foi constítuida em 11 de abril de 2012 sob a forma de sociedade por ações com seus atos constitutivos devidamente registrados na Junta comercial do Mato Grosso sob o NIRE 51.3.0001162-0.;BR;Brasil;;2016-03-21;N
15.413.826/0001-50;2022-01-01;2;121225;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;1979-01-01;Sociedade Anonima;BR;Brasil;;1981-08-28;N
15.484.093/0001-44;2022-01-01;17;126913;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;2012-03-22;A Companhia foi constituída em 22 de março de 2012 sob a forma de sociedade anônima de capital fechado. Em 10 de abril de 2015 recebeu o registro da CVM.;BR;Brasil;;2015-04-10;N
15.494.541/0001-90;2022-01-01;2;120262;SALUS INFRAESTRUTURA PORTUARIA SA;2012-03-27;Sociedade empresária limitada, transformada em sociedade anônima com propósito específico em 03 de abril de 2013.;BR;Brasil;;2015-01-05;N
15.578.569/0001-06;2022-01-01;9;127108;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;2012-05-08;Sociedade por ações;BR;Brasil;;2014-10-24;N
15.675.715/0001-11;2022-01-01;1;121116;HOUSI S.A.;2012-05-28;Sociedade Limitada;BR;Brasil;;2020-11-10;N
15.688.041/0001-90;2022-01-01;1;115924;MBK SECURITIZADORA SA;2012-04-13;A Companhia foi constituída em 13/04/2012 sob denominação social de MBK Securitizadora S/A, na cidade de Belo Horizonte MG, sob a forma de sociedade por ações;BR;Brasil;;2012-07-23;N
16.233.389/0001-55;2022-01-01;4;126217;CVLB BRASIL S.A;1968-03-25;Sociedade empresária limitada;BR;Brasil;;2021-02-12;N
16.234.171/0001-15;2022-01-01;5;125708;METANOR SA METANOL DO NE;1969-05-15;Sociedade Anônima de Capital Aberto - Companhia Aberta;BR;Brasil;;1974-12-26;N
16.404.287/0001-55;2022-01-01;7;125949;SUZANO S.A.;1987-12-08;Sociedade por Ações;BR;Brasil;;1992-04-15;N
16.590.234/0001-76;2022-01-01;11;127081;AZZAS 2154 S.A.;1972-09-01;Constituída na forma de sociedade limitada, sendo transformada em sociedade por ações em 30 de agosto de 2007.;BR;Brasil;;2011-01-31;N
16.614.075/0001-00;2022-01-01;8;127348;DIRECIONAL ENGENHARIA S.A.;1981-02-19;Sociedade por cotas de responsabilidade limitada (Direcional Engenharia Ltda.), posteriormente alterada para sociedade anônima (Direcional Engenharia S/A) em 27/09/2007.;BR;Brasil;;2008-02-29;N
16.670.085/0001-55;2022-01-01;9;126982;LOCALIZA RENT A CAR S.A.;1973-09-28;Constituída sob a forma de sociedade limitada.;BR;Brasil;;2005-05-06;N
16.676.520/0001-59;2022-01-01;8;127251;HOSPITAL MATER DEI S.A.;1973-10-15;Sociedade Anônima;BR;Brasil;;2021-04-14;N
16.811.931/0001-00;2022-01-01;4;121196;ALPHAVILLE S.A.;2012-05-15;Sociedade por ações;BR;Brasil;;2020-11-05;N
16.838.421/0001-26;2022-01-01;2;123820;XP INVESTIMENTOS S.A.;2012-08-10;Sociedade Anônima;BR;Brasil;;2023-02-28;N
16.922.038/0001-51;2022-01-01;7;124850;ENJOEI S.A.;2012-09-12;Sociedade limitada;BR;Brasil;;2020-11-05;N
17.155.730/0001-64;2022-01-01;11;125990;CIA ENERGETICA DE MINAS GERAIS - CEMIG;1952-05-22;Sociedade de economia mista constituída sob a forma de sociedade por ações.;BR;Brasil;;1971-06-30;N
17.159.229/0001-76;2022-01-01;1;116052;LABORATÓRIO TEUTO BRASILEIRO S.A.;1957-03-25;Sociedade Empresária Limitada;BR;Brasil;;2021-08-24;N
17.161.241/0001-15;2022-01-01;3;123471;MINASMAQUINAS S.A.;1961-09-08;A Companhia foi constituída em 08 de setembro de 1961 e obteve registro de companhia aberta perante a CVM em 20 de julho de 1977.;BR;Brasil;;1977-07-20;N
17.162.082/0001-73;2022-01-01;3;120759;MENDES JUNIOR ENGENHARIA S.A.;1953-12-31;Sociedade Anônima;BR;Brasil;;1977-07-20;N
17.162.280/0001-37;2022-01-01;4;125377;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;1966-08-10;Sociedade por Ações;BR;Brasil;;2023-02-28;N
17.167.396/0001-69;2022-01-01;3;125077;ALFA HOLDINGS S.A.;1959-12-19;Sociedade Anônima de Capital Aberto;BR;Brasil;;1977-07-20;N
17.167.412/0001-13;2022-01-01;5;125453;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;1954-02-11;Sociedade de investimentos e financiamentos;BR;Brasil;;1977-07-20;N
17.184.037/0001-10;2022-01-01;16;125465;BCO MERCANTIL DO BRASIL S.A.;1940-05-03;Sociedade por Ações - Companhia Aberta;BR;Brasil;;1977-07-20;N
17.193.806/0001-46;2022-01-01;3;125076;CONSORCIO ALFA DE ADMINISTRACAO S.A.;1952-08-09;Sociedade Anônima de Capital Aberto.;BR;Brasil;;1977-07-20;N
17.234.244/0001-31;2022-01-01;3;126070;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;2012-10-29;Sociedade Anônima de capital fechado;BR;Brasil;;2014-04-25;N
17.245.234/0001-00;2022-01-01;9;126500;CIA FIACAO TECIDOS CEDRO CACHOEIRA;1883-04-02;Sociedade Anônima;BR;Brasil;;1969-08-11;N
17.281.106/0001-03;2022-01-01;26;126001;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;1963-07-05;Sociedade de economia mista constituída sob a forma de sociedade por ações.;BR;Brasil;;2003-09-17;N
17.314.329/0001-20;2022-01-01;13;125686;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;1965-01-02;Sociedade limitada;BR;Brasil;;2015-03-19;N
17.344.597/0001-94;2022-01-01;10;126989;BB SEGURIDADE PARTICIPAÇÕES S.A.;2012-12-20;A BB Seguridade é uma sociedade por ações, constituída inicialmente como subsidiária integral do Banco do Brasil S.A., na forma prevista no artigo 251, da Lei das Sociedades por Ações. Posteriormente à abertura de seu capital e à negociação de suas ações em bolsa, alterou sua relação com o BB, que passou a figurar como acionista controlador, com 66,25% do capital social da Companhia.;BR;Brasil;;2013-04-25;N
17.359.233/0001-88;2022-01-01;3;122318;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;1968-10-14;Sociedade Anônima;BR;Brasil;;2022-04-27;N
17.943.792/0001-30;2022-01-01;1;116468;FULWOOD S.A.;2013-04-16;Sociedade Empresária Limitada;BR;Brasil;;2021-11-12;N
18.174.270/0001-84;2022-01-01;4;126054;DOTZ S.A.;2013-05-14;Constituída sob a forma de sociedade por ações.;BR;Brasil;;2021-05-12;N
18.328.118/0001-09;2022-01-01;16;127157;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2013-06-19;Sociedade anônima;BR;Brasil;;2020-09-09;N
18.483.666/0001-03;2022-01-01;5;125036;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2013-07-15;Constituída na forma de sociedade limitada. Posteriormente, transformou-se em sociedade por ações em 31/05/2020.;BR;Brasil;;2021-06-10;N
