CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Acionista;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes;Percentual_Acoes
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;7078525;;0;0.000000
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;7078529;;0;0.000000
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;7078556;;0;0.000000
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;7078557;;0;0.000000
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;7078561;;0;0.000000
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;7078565;;0;0.000000
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;7078569;;0;0.000000
00.974.211/0001-25;2022-01-01;1;116172;LINHA AMARELA S.A. - LAMSA;6869381;;0;0.000000
00.974.211/0001-25;2022-01-01;1;116172;LINHA AMARELA S.A. - LAMSA;6869382;;0;0.000000
00.974.211/0001-25;2022-01-01;1;116172;LINHA AMARELA S.A. - LAMSA;6869386;;0;0.000000
00.974.211/0001-25;2022-01-01;1;116172;LINHA AMARELA S.A. - LAMSA;6869390;;0;0.000000
00.974.211/0001-25;2022-01-01;1;116172;LINHA AMARELA S.A. - LAMSA;6869394;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075403;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075410;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075421;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075435;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075436;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075442;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075453;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075462;;0;0.000000
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;7075467;;0;0.000000
01.104.937/0001-70;2022-01-01;2;125970;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7068414;;0;0.000000
01.104.937/0001-70;2022-01-01;2;125970;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7068418;;0;0.000000
01.104.937/0001-70;2022-01-01;2;125970;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7068422;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064671;;342805;0.226024
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064671;Preferencial Classe A;185517;0.230000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064671;Preferencial Classe B;157288;0.230000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064684;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064688;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064692;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064693;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064705;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064712;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064716;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064719;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064722;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064728;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064734;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064737;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064746;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064767;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064771;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064778;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064782;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064808;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064809;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064810;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064814;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064818;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064819;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064820;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064821;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064833;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064836;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064875;;36765916;24.241160
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064875;Preferencial Classe A;2673312;3.260000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064875;Preferencial Classe B;34092604;48.990000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064917;;769304;0.507231
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064917;Preferencial Classe A;416296;0.510000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064917;Preferencial Classe B;353008;0.510000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064967;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064968;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064969;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064978;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064982;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064986;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064994;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7064998;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065001;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065009;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065012;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065015;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065018;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065034;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065038;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065042;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065087;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065095;Preferencial Classe A;37536000;45.730000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065095;;37536000;24.748906
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065099;;74301916;48.990066
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065099;Preferencial Classe A;40209312;48.990000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065099;Preferencial Classe B;34092604;48.990000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065100;;0;0.000000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065114;;1951372;1.286613
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065114;Preferencial Classe A;1055737;1.290000
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;7065114;Preferencial Classe B;895635;1.290000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060239;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060240;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060247;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060248;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060249;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060253;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060257;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060258;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060259;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060260;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060265;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060269;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060270;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060271;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060272;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060314;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060315;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060316;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060317;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060318;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060319;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060320;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060321;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060322;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060323;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060324;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060325;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060328;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060329;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060330;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060331;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060332;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060333;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060334;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060335;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060336;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060337;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060339;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060340;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060341;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060342;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060343;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060344;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060345;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060346;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060347;;0;0.000000
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;7060356;;0;0.000000
01.616.929/0001-02;2022-01-01;7;125984;SANEAMENTO DE GOIAS SA;7069023;;0;0.000000
01.616.929/0001-02;2022-01-01;7;125984;SANEAMENTO DE GOIAS SA;7069026;;0;0.000000
01.616.929/0001-02;2022-01-01;7;125984;SANEAMENTO DE GOIAS SA;7069029;;0;0.000000
01.616.929/0001-02;2022-01-01;7;125984;SANEAMENTO DE GOIAS SA;7069032;;0;0.000000
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;6944198;;0;0.000000
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;6944208;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072103;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072106;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072107;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072108;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072113;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072116;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072117;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072118;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072119;;0;0.000000
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;7072122;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962224;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962225;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962226;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962227;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962228;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962229;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962230;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962231;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962232;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962233;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962234;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962235;;0;0.000000
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;6962236;;0;0.000000
02.016.440/0001-62;2022-01-01;5;125875;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;7066341;;0;0.000000
02.041.460/0001-93;2022-01-01;6;123617;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;7020299;;0;0.000000
02.041.460/0001-93;2022-01-01;6;123617;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;7020303;;0;0.000000
02.041.460/0001-93;2022-01-01;6;123617;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;7020307;;0;0.000000
02.041.460/0001-93;2022-01-01;6;123617;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;7020325;;0;0.000000
02.105.040/0001-23;2022-01-01;1;114700;VIRGO II COMPANHIA DE SECURITIZACAO;6842920;;246;100.000000
02.105.040/0001-23;2022-01-01;1;114700;VIRGO II COMPANHIA DE SECURITIZACAO;6842920;Preferencial Classe A;246;100.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080186;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080189;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080192;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080199;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080200;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080204;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080208;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080211;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080215;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080216;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080220;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080223;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080224;;0;0.000000
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;7080225;;0;0.000000
