CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Quantidade_Pessoa_Fisica;Quantidade_Pessoa_Juridica;Quantidade_Investidor
12.130.744/0001-00;2022-01-01;10;121058;TRUE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;24833;195;154
12.130.744/0001-00;2022-01-01;10;121058;TRUE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;56467;486;978
12.139.922/0001-63;2022-01-01;1;116590;OCTANTE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;12854;38;0
12.139.922/0001-63;2022-01-01;1;116590;OCTANTE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;1;5;0
12.261.588/0001-16;2022-01-01;1;115871;POLO CAPITAL SECURITIZADORA S.A;Certificados de Recebíveis Imobiliários;0;0;0
12.300.288/0001-07;2022-01-01;7;123265;NORTE ENERGIA S.A.;Debêntures;0;0;1
12.320.349/0001-90;2022-01-01;2;116996;ORE  SECURITIZADORA SA;Certificados de Recebíveis Imobiliários;4885;86;33
12.420.164/0001-57;2022-01-01;11;125821;CM HOSPITALAR S.A;Debêntures;0;8;0
12.489.315/0001-23;2022-01-01;2;123013;FERREIRA GOMES ENERGIA S.A.;Debêntures;2021;8;29
12.528.708/0001-07;2022-01-01;10;125311;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Debêntures;119514;167916;922660
12.648.266/0001-24;2022-01-01;5;125861;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Debêntures;0;0;57
12.648.327/0001-53;2022-01-01;12;127010;HIDROVIAS DO BRASIL S.A.;Debêntures;0;0;10
12.919.786/0001-24;2022-01-01;1;115926;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Debêntures;116385;60;0
13.017.462/0001-63;2022-01-01;1;116533;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;12;42;17
13.017.462/0001-63;2022-01-01;1;116533;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Nota Comercial;0;0;8
13.270.520/0001-66;2022-01-01;14;125864;KORA SAÚDE PARTICIPAÇÕES S.A.;Debêntures;0;0;19
13.349.677/0001-81;2022-01-01;1;116570;REIT SECURITIZADORA S/A;Certificado de Recebíveis do Agronegócio;763;43;43
13.349.677/0001-81;2022-01-01;1;116570;REIT SECURITIZADORA S/A;Certificados de Recebíveis Imobiliários;1286;15;52
13.574.594/0001-96;2022-01-01;14;125955;ZAMP SA;Debêntures;3;0;246
13.584.310/0001-42;2022-01-01;2;120975;SUGOI S.A.;Debêntures;0;0;0
13.783.221/0004-78;2022-01-01;9;125913;MADERO INDÚSTRIA E COMÉRCIO S.A.;Debêntures;0;1;0
14.110.585/0001-07;2022-01-01;15;124966;MÉLIUZ S.A.;Bônus de Subscrição;43;4;1
14.388.334/0001-99;2022-01-01;7;123627;PARANA BCO S.A.;Letras Financeiras;27;22;43
14.785.152/0001-51;2022-01-01;11;126874;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Debêntures;0;4;0
14.876.090/0001-93;2022-01-01;2;133638;GAIA IMPACTO SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;5941;0;16
14.998.371/0001-19;2022-01-01;8;125398;J. MACEDO S.A.;Debêntures;0;310181;0
15.073.274/0001-88;2022-01-01;3;118190;PPLA PARTICIPATIONS LTD.;Certificados de depósito de valores mobiliários;2767;26;11
15.229.110/0001-05;2022-01-01;1;115977;CAPITALE SECURITIZADORA DE CRÉDITO S/A;Debêntures;2;2;0
15.377.572/0001-61;2022-01-01;1;115989;NASA SECURITIZADORA S.A.;Debêntures;4;0;0
15.413.826/0001-50;2022-01-01;2;121225;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Debêntures;283;17;220
15.413.826/0001-50;2022-01-01;2;121225;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Nota Comercial;0;0;2
15.494.541/0001-90;2022-01-01;2;120262;SALUS INFRAESTRUTURA PORTUARIA SA;Debêntures;49;41;0
15.578.569/0001-06;2022-01-01;9;127108;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Debêntures;10262;157;0
16.233.389/0001-55;2022-01-01;4;126217;CVLB BRASIL S.A;Debêntures;0;2;0
16.404.287/0001-55;2022-01-01;7;125949;SUZANO S.A.;Debêntures;0;139;140
16.614.075/0001-00;2022-01-01;8;127348;DIRECIONAL ENGENHARIA S.A.;;5;9;148
16.614.075/0001-00;2022-01-01;8;127348;DIRECIONAL ENGENHARIA S.A.;Debêntures;5;4;133
16.670.085/0001-55;2022-01-01;9;126982;LOCALIZA RENT A CAR S.A.;Debêntures;0;0;836
16.676.520/0001-59;2022-01-01;8;127251;HOSPITAL MATER DEI S.A.;Debêntures;0;0;20
16.811.931/0001-00;2022-01-01;4;121196;ALPHAVILLE S.A.;Bônus de Subscrição;214;0;53
16.811.931/0001-00;2022-01-01;4;121196;ALPHAVILLE S.A.;Debêntures;0;0;5
16.838.421/0001-26;2022-01-01;2;123820;XP INVESTIMENTOS S.A.;Debêntures;0;1;22
16.838.421/0001-26;2022-01-01;2;123820;XP INVESTIMENTOS S.A.;Valor Mobiliário Não Registrado;0;0;30
17.159.229/0001-76;2022-01-01;1;116052;LABORATÓRIO TEUTO BRASILEIRO S.A.;Debêntures;0;0;3
17.162.082/0001-73;2022-01-01;3;120759;MENDES JUNIOR ENGENHARIA S.A.;Debêntures;0;2;1
17.162.280/0001-37;2022-01-01;4;125377;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;Debêntures;27;1;57
17.281.106/0001-03;2022-01-01;26;126001;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Debêntures;5520;28;468
17.314.329/0001-20;2022-01-01;13;125686;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Debêntures;0;0;200
18.328.118/0001-09;2022-01-01;16;127157;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Debêntures;7;48;10
18.494.485/0001-82;2022-01-01;1;116515;PORTO SUDESTE V.M. S.A.;Título de Investimento Coletivo;594;2;0
18.572.225/0001-88;2022-01-01;1;116454;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Certificados de Recebíveis Imobiliários;0;0;0
18.593.815/0001-97;2022-01-01;10;128192;PRINER SERVIÇOS INDUSTRIAIS S.A.;Debêntures;0;3;4
18.903.785/0001-78;2022-01-01;6;125416;HOLDING DO ARAGUAIA S.A.;Debêntures;243;3;140
19.208.022/0001-70;2022-01-01;5;125521;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;122;1;26
19.276.528/0001-16;2022-01-01;2;125956;BCBF PARTICIPAÇÕES S.A.;Debêntures;0;1;0
19.403.252/0001-90;2022-01-01;4;123618;EMCCAMP RESIDENCIAL S.A.;Debêntures;0;13;0
19.527.586/0001-75;2022-01-01;5;122498;COMPANHIA ENERGÉTICA SINOP S/A;Debêntures;470;11;8
19.527.639/0001-58;2022-01-01;3;122544;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;50;4;15
19.796.586/0001-70;2022-01-01;9;127016;BRISANET PARTICIPAÇÕES S.A.;Debêntures;1504;29;213
20.247.322/0001-47;2022-01-01;5;127154;ALLIED TECNOLOGIA S.A.;Debêntures;0;0;4
20.451.953/0001-83;2022-01-01;3;121037;BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A;Certificados de Recebíveis Imobiliários;27;0;7
20.512.706/0001-40;2022-01-01;6;126915;VITRU EDUCAÇÃO S.A.;Debêntures;0;0;5
20.514.555/0001-69;2022-01-01;5;123464;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Debêntures;417;0;30
20.514.590/0001-88;2022-01-01;5;123463;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Debêntures;86;0;27
21.240.146/0001-84;2022-01-01;11;126949;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;0;1
21.314.559/0001-66;2022-01-01;22;125974;MOVIDA PARTICIPACOES SA;Debêntures;462;46;1121
21.314.559/0001-66;2022-01-01;22;125974;MOVIDA PARTICIPACOES SA;Nota Comercial;0;1;9
21.331.849/0001-18;2022-01-01;3;125877;CREDGRID SERVIÇOS FINANCEIROS S.A.;Debêntures;0;0;2
21.389.501/0001-81;2022-01-01;11;126922;COMPASS GÁS E ENERGIA S.A.;Debêntures;0;0;43
21.610.416/0001-00;2022-01-01;1;115950;FORTUNATO SECURITIZADORA S/A;Debêntures;4;0;0
21.728.083/0001-00;2022-01-01;4;123465;TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A.;Debêntures;0;0;27
22.163.297/0001-49;2022-01-01;6;125522;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;Debêntures;47;0;28
22.261.473/0001-85;2022-01-01;9;126095;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Debêntures;0;2;0
22.495.265/0001-40;2022-01-01;1;115994;SENECA COMPANHIA SECURITIZADORA;Debêntures;3;0;0
22.902.694/0001-95;2022-01-01;3;123228;SELF IT ACADEMIAS HOLDING S.A.;Debêntures;0;0;3
23.096.269/0001-19;2022-01-01;7;126900;RIO PARANA ENERGIA S.A.;Debêntures;0;1;4
23.373.000/0001-32;2022-01-01;12;126955;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Debêntures;8059;1299;1149
23.373.000/0001-32;2022-01-01;12;126955;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Nota Comercial;0;1;1
23.438.929/0001-00;2022-01-01;4;122983;ALARES INTERNET PARTICIPAÇÕES S/A;Debêntures;0;2;0
24.396.489/0001-20;2022-01-01;14;127050;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Debêntures;0;0;3
24.624.490/0001-65;2022-01-01;2;123461;ARGO TRANSMISSÃO DE ENERGIA S/A;Debêntures;0;0;1
24.921.465/0001-43;2022-01-01;5;124494;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Bônus de Subscrição;0;1;0
24.921.465/0001-43;2022-01-01;5;124494;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Debêntures;0;0;34
25.005.683/0001-09;2022-01-01;5;117076;VERT COMPANHIA SECURITIZADORA;Certificado de Recebíveis do Agronegócio;1;1;1
25.089.509/0001-83;2022-01-01;5;125292;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Debêntures;2729;41;17
25.249.439/0001-83;2022-01-01;1;122775;HOSPITAL CARE CALEDONIA S.A.;Debêntures;0;2;0
25.369.840/0001-57;2022-01-01;10;127170;COMERC ENERGIA S.A.;Debêntures;1634;72;425
26.609.050/0001-64;2022-01-01;1;116620;TRAVESSIA SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;2;2;6
26.609.050/0001-64;2022-01-01;1;116620;TRAVESSIA SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;4;0;4
26.659.061/0001-59;2022-01-01;17;127059;MPM CORPÓREOS S.A.;Debêntures;0;7;0
26.664.057/0001-89;2022-01-01;2;121496;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;4474;46;139
26.845.702/0001-60;2022-01-01;1;116328;BELÉM TRANSMISSORA DE ENERGIA S.A;Debêntures;0;1;0
26.845.702/0001-60;2022-01-01;1;116328;BELÉM TRANSMISSORA DE ENERGIA S.A;Nota Comercial;0;1;0
26.982.634/0001-80;2022-01-01;2;126877;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;Debêntures;20;5;2
27.093.558/0001-15;2022-01-01;10;127326;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Debêntures;5;0;22
27.157.474/0001-06;2022-01-01;1;115967;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Contrato de Investimento Coletivo;0;1;0
27.157.474/0001-06;2022-01-01;1;115967;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Debêntures;0;0;66
27.157.474/0001-06;2022-01-01;1;115967;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Nota Comercial;0;1;0
27.956.690/0001-03;2022-01-01;2;128574;AUZZA SECURITIZADORA S. A.;Certificados de Recebíveis Imobiliários;0;0;0
27.967.244/0001-02;2022-01-01;1;116331;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;Debêntures;1592;40;26
27.967.244/0001-02;2022-01-01;1;116331;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;Nota Comercial;0;1;0
28.019.100/0001-89;2022-01-01;1;116302;VIAPAULISTA S.A.;Debêntures;773;102;102
28.152.650/0001-71;2022-01-01;10;125988;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;Debêntures;1;1;153
28.152.650/0001-71;2022-01-01;10;125988;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;Nota Comercial;0;0;1
28.201.130/0001-01;2022-01-01;6;126925;ENERGISA TRANSMISSÃO DE ENERGIA S/A;Debêntures;970;57;180
28.594.234/0001-23;2022-01-01;8;127212;AUREN ENERGIA S.A.;Debêntures;0;2;32
28.925.264/0001-75;2022-01-01;1;116130;COMPANHIA ENERGÉTICA JAGUARA;Debêntures;1436;134;0
28.942.127/0001-49;2022-01-01;1;116118;COMPANHIA ENERGÉTICA MIRANDA;Debêntures;957;77;0
29.088.092/0001-95;2022-01-01;1;116350;ROMAXIS SECURITIZADORA S.A.;Debêntures;27;8;0
29.780.061/0001-09;2022-01-01;9;127202;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Debêntures;0;0;2
29.894.663/0001-89;2022-01-01;1;115617;CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS;Debêntures;0;0;32
29.978.814/0001-87;2022-01-01;6;121063;SUL AMERICA S.A.;Debêntures;0;0;240
29.980.141/0001-08;2022-01-01;8;125386;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Debêntures;0;0;4
29.980.141/0001-08;2022-01-01;8;125386;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Nota Comercial;0;1;0
30.213.493/0001-09;2022-01-01;6;125210;TEGRA INCORPORADORA S.A.;Debêntures;0;1;0
31.468.139/0001-98;2022-01-01;2;120110;CASA DE PEDRA SECURITIZADORA DE CREDITO S/A;Certificados de Recebíveis Imobiliários;94;8;0
31.701.408/0001-14;2022-01-01;4;121100;ATHENA SAÚDE BRASIL SA;Debêntures;0;0;4
31.748.174/0001-60;2022-01-01;4;123060;VERO S.A.;Debêntures;0;0;1
32.372.085/0001-25;2022-01-01;1;116308;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;Certificado de Recebíveis do Agronegócio;0;0;0
32.372.085/0001-25;2022-01-01;1;116308;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;Certificados de Recebíveis Imobiliários;0;0;0
32.681.371/0001-72;2022-01-01;4;124168;VIX LOGÍSTICA S.A.;Debêntures;0;0;66
32.770.457/0001-71;2022-01-01;1;116700;CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA;Debêntures;5;0;4
33.000.167/0001-01;2022-01-01;26;126948;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;62283;618;780
33.000.167/0001-01;2022-01-01;26;126948;PETROLEO BRASILEIRO S.A. PETROBRAS;Nota Comercial;0;1;26
33.035.536/0001-00;2022-01-01;2;116829;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;37;1
33.041.260/0652-90;2022-01-01;14;126891;GRUPO CASAS BAHIA S.A.;Debêntures;1888;210;238
33.050.196/0001-88;2022-01-01;6;125873;CIA PAULISTA DE FORCA E LUZ;Debêntures;0;4;10
33.102.476/0001-92;2022-01-01;3;126041;MONTEIRO ARANHA S.A.;Debêntures;0;0;1
33.113.309/0001-47;2022-01-01;8;124561;VALID SOLUÇÕES S.A.;Debêntures;0;9;2
33.256.439/0001-39;2022-01-01;7;125889;ULTRAPAR PARTICIPACOES S.A.;Bônus de Subscrição;7;0;0
33.256.439/0001-39;2022-01-01;7;125889;ULTRAPAR PARTICIPACOES S.A.;Debêntures;0;0;84
33.256.439/0001-39;2022-01-01;7;125889;ULTRAPAR PARTICIPACOES S.A.;Nota Comercial;0;0;5
33.352.394/0001-04;2022-01-01;7;125340;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Debêntures;0;3;0
33.376.989/0001-91;2022-01-01;31;125827;IRB - BRASIL RESSEGUROS S.A.;Debêntures;735;174;0
33.453.598/0001-23;2022-03-31;13;119171;RAÍZEN S.A.;Bônus de Subscrição;0;0;0
33.453.598/0001-23;2022-03-31;13;119171;RAÍZEN S.A.;Debêntures;4680;54;0
33.541.368/0001-16;2022-01-01;4;126138;AXIA ENERGIA NORDESTE S.A.;Debêntures;677;2;46
33.679.797/0001-54;2022-01-01;1;116297;PJBANK SECURITIZADORA S.A.;Debêntures;0;1;0
33.958.695/0001-78;2022-01-01;17;125570;UNIPAR CARBOCLORO S.A.;Debêntures;96;21;150
33.958.695/0001-78;2022-01-01;17;125570;UNIPAR CARBOCLORO S.A.;Nota Comercial;0;0;11
34.274.233/0001-02;2022-01-01;19;126115;VIBRA ENERGIA S/A;Debêntures;0;12;22
34.469.625/0001-19;2022-01-01;1;116080;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI;Debêntures;5;2;5
35.522.178/0001-87;2022-01-01;1;116063;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;Debêntures;0;1;0
35.980.592/0001-30;2022-01-01;3;122643;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;Debêntures;0;3;0
36.146.575/0001-64;2022-01-01;2;118416;EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A.;Debêntures;0;0;3
36.542.025/0001-64;2022-01-01;4;126487;BRQ SOLUCOES EM INFORMATICA S.A.;Debêntures;0;0;1
37.663.076/0001-07;2022-01-01;12;126658;AUREN PARTICIPAÇÕES S.A.;Nota Comercial;0;0;1
38.199.406/0001-18;2022-01-01;1;116752;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Debêntures;0;0;2
38.456.921/0001-36;2022-01-01;17;126317;INFRACOMMERCE CXAAS S.A.;Bônus de Subscrição;6;0;0
38.456.921/0001-36;2022-01-01;17;126317;INFRACOMMERCE CXAAS S.A.;Debêntures;0;0;1
38.456.921/0001-36;2022-01-01;17;126317;INFRACOMMERCE CXAAS S.A.;Nota Comercial;0;0;1
38.482.780/0001-26;2022-01-01;2;116947;ANEMUS WIND HOLDING S.A.;Debêntures;3919;0;50
39.580.673/0001-01;2022-01-01;5;125143;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Debêntures;0;5;0
40.480.481/0001-02;2022-01-01;3;122051;RIO ALTO STL HOLDING I S.A.;Debêntures;0;3;6
40.593.395/0001-06;2022-01-01;4;123940;IFIN PARTICIPAÇÕES S.A.;Debêntures;305;24;150
40.593.395/0001-06;2022-04-01;1;116889;IFIN PARTICIPAÇÕES S.A.;Debêntures;305;24;150
41.096.674/0001-19;2022-01-01;4;125476;CANTU STORE S.A.;Bônus de Subscrição;2;0;3
41.508.382/0001-46;2022-01-01;2;118729;RODOVIAS DO BRASIL HOLDING S.A.;Debêntures;0;79;0
42.278.291/0001-24;2022-01-01;12;126924;LOG-IN LOGISTICA INTERMODAL S.A.;Debêntures;0;0;7
42.278.291/0001-24;2022-01-01;12;126924;LOG-IN LOGISTICA INTERMODAL S.A.;Nota Comercial;0;0;1
42.278.473/0001-03;2022-01-01;6;153341;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Debêntures;98;36;32
42.292.007/0001-74;2022-01-01;2;124822;RIO+ SANEAMENTO BL 3 S.A.;Debêntures;0;0;4
42.310.775/0001-03;2022-01-01;1;115922;ÁGUAS DO RIO 1 SPE S.A.;Debêntures;0;11;0
42.353.180/0001-35;2022-01-01;2;120517;IGUÁ RIO DE JANEIRO S.A.;Debêntures;0;0;5
42.644.220/0001-06;2022-01-01;1;115918;ÁGUAS DO RIO 4 SPE S.A.;Debêntures;0;0;11
42.771.949/0001-35;2022-01-01;24;126973;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Debêntures;4;5;24
43.335.774/0001-86;2022-01-01;2;116915;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;Debêntures;0;0;1
43.470.988/0001-65;2022-01-01;9;126168;EVEN CONSTRUTORA E INCORPORADORA S.A.;Certificados de Recebíveis Imobiliários;600;13;15
43.776.517/0001-80;2022-01-01;11;126250;CIA SANEAMENTO BASICO EST SAO PAULO;Debêntures;5417;167;795
45.242.914/0001-05;2022-01-01;4;127200;C&A MODAS S.A.;Debêntures;0;0;28
45.242.914/0001-05;2022-01-01;4;127200;C&A MODAS S.A.;Nota Comercial;0;0;2
47.508.411/0001-56;2022-01-01;19;126097;CIA BRASILEIRA DE DISTRIBUICAO;Debêntures;0;0;169
47.508.411/0001-56;2022-01-01;19;126097;CIA BRASILEIRA DE DISTRIBUICAO;Nota Comercial;0;0;29
47.509.120/0001-82;2022-01-01;14;127228;BRADESCO LEASING S.A. ARREND MERCANTIL;Debêntures;0;0;1
47.960.950/0001-21;2022-01-01;5;126359;MAGAZINE LUIZA S.A.;Bônus de Subscrição;2;0;0
47.960.950/0001-21;2022-01-01;5;126359;MAGAZINE LUIZA S.A.;Debêntures;16;271;4
47.960.950/0001-21;2022-01-01;5;126359;MAGAZINE LUIZA S.A.;Nota Comercial;0;24;0
49.263.189/0001-02;2022-01-01;8;127138;HELBOR EMPREENDIMENTOS S.A.;Debêntures;0;3;3
49.669.856/0001-43;2022-01-01;14;127001;VESTE S.A. ESTILO;Debêntures;78;35;100
50.564.053/0001-03;2022-01-01;6;126403;BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;1;0
50.746.577/0001-15;2022-01-01;10;125763;COSAN S.A.;Debêntures;5;15;638
51.218.147/0001-93;2022-01-01;2;116759;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;Debêntures;7;174;0
51.466.860/0001-56;2022-03-31;9;119314;SAO MARTINHO S.A.;Certificado de Recebíveis do Agronegócio;17577;178;0
51.466.860/0001-56;2022-03-31;9;119314;SAO MARTINHO S.A.;Debêntures;0;1;0
52.123.916/0001-32;2022-01-01;1;116488;DORI ALIMENTOS S.A.;Debêntures Conversíveis;0;1;0
52.548.435/0001-79;2022-01-01;5;122240;JSL S.A.;Debêntures;1372;127;240
53.113.791/0001-22;2022-01-01;8;125611;TOTVS S.A.;Debêntures;0;0;4
56.444.250/0001-75;2022-01-01;1;116285;HAUSCENTER SA;Debêntures;3;2;6
56.643.018/0001-66;2022-01-01;5;125479;EUCATEX S.A. INDUSTRIA E COMERCIO;Nota Comercial;0;0;145000
58.430.828/0001-60;2022-01-01;9;125381;BLAU FARMACÊUTICA S.A.;Debêntures;0;0;2
59.285.411/0001-13;2022-01-01;16;126950;BCO PAN S.A.;Letras Financeiras;0;2;13
59.981.829/0001-65;2022-01-01;4;125843;RODOBENS SA;Debêntures;0;0;1
60.398.369/0004-79;2022-01-01;15;125627;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures Conversíveis;0;1;0
60.444.437/0001-46;2022-01-01;19;127409;LIGHT SERVICOS DE ELETRICIDADE S.A.;Debêntures;37382;33;869
60.444.437/0001-46;2022-01-01;19;127409;LIGHT SERVICOS DE ELETRICIDADE S.A.;Nota Comercial;0;1;0
60.537.263/0001-66;2022-01-01;8;125092;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Debêntures;0;15;3
60.637.238/0001-54;2022-01-01;8;120779;BLUE TECH SOLUTIONS EQI S.A.;Título de Investimento Coletivo;2856;32;23
60.665.981/0001-18;2022-01-01;11;125336;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Debêntures;0;28;2
60.730.348/0001-66;2022-01-01;5;125605;CIA MELHORAMENTOS DE SAO PAULO;Certificados de Recebíveis Imobiliários;0;0;3
60.840.055/0001-31;2022-01-01;12;126644;FLEURY S.A.;Debêntures;0;0;153
60.894.730/0001-05;2022-01-01;15;126081;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Debêntures;0;0;224
60.933.603/0001-78;2022-01-01;5;126176;CESP - CIA ENERGETICA DE SAO PAULO;Debêntures;4061;24;28
61.022.042/0001-18;2022-01-01;11;125535;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Certificados de Depósito de Valores Mobiliários;0;0;0
61.079.117/0001-05;2022-01-01;16;127160;ALPARGATAS S.A.;Debêntures;0;0;2
61.088.894/0001-08;2022-01-01;3;126488;CAMBUCI S.A.;Debêntures;0;1;0
61.156.113/0001-75;2022-01-01;9;125752;IOCHPE MAXION S.A.;Debêntures;7;5;326
61.189.288/0001-89;2022-01-01;16;126134;MARISA LOJAS S.A.;Debêntures;3;0;0
61.189.288/0001-89;2022-01-01;16;126134;MARISA LOJAS S.A.;Nota Comercial;0;0;2
61.190.096/0001-92;2022-01-01;3;122804;EUROFARMA LABORATÓRIOS S.A.;Debêntures;0;0;1
61.190.096/0001-92;2022-01-01;3;122804;EUROFARMA LABORATÓRIOS S.A.;Nota Comercial;0;0;25
61.409.892/0001-73;2022-01-01;14;127018;COMPANHIA BRASILEIRA DE ALUMÍNIO;Debêntures;0;0;1
61.486.650/0001-83;2022-01-01;17;124188;DIAGNOSTICOS DA AMERICA S.A.;Debêntures;40;6;430
61.486.650/0001-83;2022-01-01;17;124188;DIAGNOSTICOS DA AMERICA S.A.;Nota Comercial;0;0;1
61.532.644/0001-15;2022-01-01;7;127166;ITAÚSA S.A.;Debêntures;18;540;558
61.584.140/0001-49;2022-01-01;4;126923;REDE ENERGIA PARTICIPAÇÕES S.A.;Debêntures;0;1;0
61.585.865/0001-51;2022-01-01;8;126603;RAIA DROGASIL S.A.;Debêntures;22;4;46
61.695.227/0001-93;2022-01-01;2;116972;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Debêntures;4757;18;459
61.695.227/0001-93;2022-01-01;2;116972;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Nota Comercial;0;0;1
61.856.571/0001-17;2022-01-01;14;127282;CIA GAS DE SAO PAULO - COMGAS;Debêntures;11946;200;72
62.232.889/0001-90;2022-01-01;2;124991;BCO DAYCOVAL S.A.;Letras Financeiras;0;0;60
62.258.884/0001-36;2022-01-01;3;125839;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;3;0
62.307.848/0001-15;2022-01-01;7;122251;BANCO RCI BRASIL S.A.;Letras Financeiras;0;0;0
64.904.295/0001-03;2022-02-28;8;118353;CAMIL ALIMENTOS S.A.;Debêntures;0;0;64
67.010.660/0001-24;2022-01-01;7;126947;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Certificados de Recebíveis Imobiliários;12000;0;0
67.571.414/0001-41;2022-01-01;12;126130;VIVER INCORPORADORA E CONSTRUTORA S.A.;Certificados de Recebíveis Imobiliários;0;0;1
67.571.414/0001-41;2022-01-01;12;126130;VIVER INCORPORADORA E CONSTRUTORA S.A.;Debêntures;5;0;2
67.620.377/0001-14;2022-01-01;15;126969;MINERVA S.A.;Debêntures;0;2;0
