CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
08.312.229/0001-73;2022-01-01;4;126061;EZ TEC EMPREEND. E PARTICIPACOES S.A.;114339;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2019-04-01;;;Auditoria das Demonstrações Financeiras dos exercícios findos em 31 de dezembro de 2017, de 2018 e de 2019, Revisão Especial das Informações Trimestrais - ITR para os períodos encerrados em 31 de março, 30 de junho e 30 de setembro de 2017, de 2018 e de 2019 e Revisão dos Controles Internos e Ambiente de Informática atualmente em utilização. Em conformidade com a Instrução CVM nº 381/03, a Companhia informa que os auditores independentes não foram contratados para prestar  outros serviços que não os relacionados com auditoria externa.;No exercício social encerrado em 31 de dezembro de 2019, os auditores independentes da sociedade Deloitte ToucheTohmatsu Auditores Independentes receberam honorários no valor total de R$462.390,67, referentes aos serviços de auditoriaexterna.;Auditoria substituida para o exercício de 2020, devido ao rodízio obrigatório entre auditories.;Não Aplicável
08.312.229/0001-73;2022-01-01;4;126061;EZ TEC EMPREEND. E PARTICIPACOES S.A.;114340;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2021-04-13;;;Auditoria das Demonstrações Financeiras dos exercícios findos em 31 de dezembro de 2020 e 2021 e das demonstrações financeiras do exercício social a encerrar-se em 31 de dezembro de 2022. Revisão das Informações Trimestrais - ITR para os períodos encerrados em 31 de março, 30 de junho e 30 de setembro de 2020 e 2021, bem como do período encerrado em 31 de março de 2022 e dos períodos a serem encerrados em 30 de junho e 30 de setembro de 2022. Em conformidade com a Instrução CVM nº 381/03, a Companhia informa que os auditores independentes não foram contratados para prestar outros serviços.;No exercício social encerrado em 31 de dezembro de 2021, os auditores independentes da sociedade Ernst Young Auditores Independentes S/S receberam honorários no valor total de R$466.472,00, referentes aos serviços de auditoria externa.;Não aplicável;Não aplicável
08.322.396/0001-03;2022-03-31;5;117114;CERRADINHO BIOENERGIA S.A.;106204;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2021-07-30;;;(i) revisão das informações contábeis intermediárias referentes ao período de três meses findo em 30 de junho de 2021 (ii) auditoria para reemissão das demonstrações financeiras consolidadas referentes aos exercícios sociais encerrados em 31 de março de 2021, 2020 e 2019 (iii) serviço de auditoria para a emissão de carta conforto em conexão com a oferta pública inicial de ações da Companhia e (iv) serviço de consultoria tributária.;Valores pagos no período de 01/04/2020 à 31/03/2021 totalizam R$769.752 mil, sendo: i) R$737.317 mil, referente a serviços de auditoria ii) R$32.435 mil, referente a serviços de consultoria para revisão dos processos de importação.;Não aplicável, haja vista que não houve a substituição do auditor independente.;Não aplicável, haja vista que não houve a substituição do auditor independente.
08.324.196/0001-81;2022-01-01;9;125924;CIA ENERGETICA DO RIO GDE NORTE - COSERN;114161;KPMG Auditores Independentes;;57755217000390;004189;Nacional;2017-07-01;;;Contratação para a prestação de serviços de auditoria, com a finalidade de emitir parecer sobre as demonstrações financeirassocietárias da Companhia. O objetivo da auditoria é o de expressar uma opinião sobre se as demonstrações financeiras estão apresentadas adequadamente, em todos os aspectos relevantes, de acordo com as práticas contábeis adotadas no Brasil e as especificidades do Setor Elétrico Brasileiro. A seguir, o escopo detalhado dos serviços da KPMG:1.Revisão das Informações Financeiras trimestrais2.Auditoria das Demonstrações Financeiras anuais3.Revisão do Relatório de Controle Patrimonial - RCP4.Auditoria das Demonstrações Financeiras Regulatórias 5.Auditoria do Fluxo de Caixa Dividendos e6.Covenants;"Para o exercício social encerrado em 31 de dezembro de 2021, a Companhia declara que mantém contratos com a KPMG Auditores Independentes ("KPMG"), firmado em 30/06/2017, com vigência de 36 (trinta e seis) meses, prorrogado em 29/06/2020 por mais 12 (doze) meses e firmado em 24/06/2021, com vigência de 12 ( doze) meses.Em 2021, a KPMG Auditores Independentes prestou serviços de auditoria pelo montante de R$ 652.730,68 dos quais 1.Auditoria das demonstrações financeiras (incluindo revisões trimestrais) - R$ 498.421,52 2.Revisão do Relatório de Controle Patrimonial RCP - R$ 19.239,303.Auditoria das demonstrações regulatórias - R$ 62.848,384.Auditoria do fluxo de caixa dividendos - R$ 13.681,285.R$ 13.681,28 referem- se a auditoria do fluxo de caixa dividendos 6.Covenants - R$ 58.540,20.";Não aplicável.;Não aplicável.
08.324.196/0001-81;2022-01-01;9;125924;CIA ENERGETICA DO RIO GDE NORTE - COSERN;114162;Deloitte Touche Tohmatsu auditores independentes S.A.;;49928567000200;003859;Nacional;2022-03-01;;;Contratação para a prestação de serviços de auditoria, com a finalidade de emitir parecer sobre as demonstrações financeirassocietárias da Companhia. O objetivo da auditoria é o de expressar uma opinião sobre se as demonstrações financeiras estão apresentadas adequadamente, em todos os aspectos relevantes, de acordo com as práticas contábeis adotadas no Brasil e as especificidades do Setor Elétrico Brasileiro. A seguir, o escopo detalhado dos serviços da Deloitte:1.Revisão das Informações Financeiras trimestrais2.Auditoria das Demonstrações Financeiras anuais3.Revisão do Relatório de Controle Patrimonial - RCP4.Auditoria das Demonstrações Financeiras Regulatórias ;Não aplicável;Rotatividade dos auditores independentes, prevista pelo art. 31 da Instrução 308 da CVM.;Não aplicável.
08.343.492/0001-20;2022-01-01;15;127243;MRV ENGENHARIA E PARTICIPACOES S.A.;115147;KPMG AUDITORES INDEPENDENTES;;57755217000471;004189;Nacional;2017-01-01;;;Os serviços contratados junto aos auditores independentes foram: (i) Auditoria das demonstrações financeiras para os exercícios findos em 31.12.2020 e 31.12.2021, revisão dos trimestres findos em 31.03.2020, 30.06.2020, 30.09.2020, 31.03.2021, 30.06.2021, 30.09.2021 e emissão de relatórios sobre aplicação e procedimentos previamente acordados sobre índices financeiros para as seguintes datas base: 30.06.2020, 30.09.2020, 31.12.2020, 31.03.2021, 30.06.2021, 30.09.2021 e 31.12.2021. Estes relatórios serão emitidos na língua inglesa e portuguesa. ;As remunerações para os serviços descritos acima foram de: (i) R$796.268,80 e U$9.500,00;Não aplicável;Não aplicável
08.364.948/0001-38;2022-01-01;11;127024;ALUPAR INVESTIMENTO S/A;114844;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2019-01-01;;;Os auditores independentes foram contratados para prestar serviços de auditoria das demonstrações financeiras indivi-duais e consolidadas da Companhia, referentes aos exercícios sociais findos em 31 de dezembro de 2019, 2020 e 2021, bem como revisão das informações trimestrais (ITR) referentes aos períodos findos e a findar-se em 31 de março, 30 de junho e 30 de setembro de 2019, 2020 e 2021, preparadas de acordo com as práticas contábeis adotadas no Brasil e as normas internacionais de contabilidade International Financial Reporting Standards (IFRS), emitidas pelo International Accounting Standards Board (IASB) e a IAS 34 aplicável à elaboração de Informações Trimestrais (ITR).;No último exercício social (2021), os auditores independentes da Companhia auferiram honorários no valor de R$2.645.907,43, referente aos serviços de auditoria e revisões trimestrais.;Não aplicável, pois não houve substituição dos auditores.;Não aplicável.
08.397.078/0001-01;2022-01-01;3;127289;GSH CORP PARTICIPAÇÕES S.A.;115213;Ernest & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2021-07-16;;;1. Auditoria sobre as demonstrações financeiras, individuais e consolidadas, da Companhia elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro ("IFRS") (i) para os exercícios findos em 31 de dezembro de 2020 e 2019 e (ii) para o período de nove meses findo em 30 de setembro de 2021.2.         Revisão das informações financeiras intermediárias, individuais e consolidadas, da Companhia elaboradas de acordo com a NBC TG 21 e IAS 34 para os períodos de três, seis e nove meses findos em 31 de março, 30 de junho e 30 de setembro de 2021 e 2020, respectivamente.3.         Asseguração sobre a compilação de informações financeiras consolidadas pro forma não auditadas da Companhia, elaboradas sob responsabilidade de administração e preparadas com base no Comunicado CTG 06 - Apresentação de Informações Financeiras Pro Forma, para o período de nove meses findo em 30 de setembro de 2021 e 2020 e ao exercício findo em 31 de dezembro de 2020.4. Auditoria sobre as demonstrações financeiras, individuais e consolidadas, da Companhia elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro ("IFRS") para os exercícios findos em 31 de dezembro de 2021.5 - Serviço de due diligence financeira, contábil, trabalhista, previdenciária e fiscal prestados no decorrer dos exercícios sociais encerrados em 31 dezembro de 2021.;No exercício social encerrado em 31 de dezembro de 2021, a Ernst &Young Auditores Independentes S.S. recebeu os seguintes valores como remuneração pelos serviços prestados à Companhia, suas controladas e/ou subsidiárias, conforme descritos acima:Serviços descritos no item 1, 2 e 3 não aplicável visto que não houve remuneração dos auditores independentes no período em questão por parte da Companhia.Serviços descritos no item 4 acima R$ 608.090,00Serviços descritos no item 5 acima R$ 53.823,91.;Não aplicável;Não aplicável
08.402.943/0001-52;2022-01-01;8;127054;GUARARAPES CONFECCOES S.A.;114886;Ernst & Young Terco Auditores Independentes S.S.;;61366936000125;004715;Nacional;2017-03-06;;;(i) Auditoria e emissão do relatório dos auditores independentes sobre as demonstrações financeiras individuais e consolidadas do exercício findo em 31 de dezembro de 2020 da Guararapes Confecções S.A. e controladas, elaboradas de acordo com as práticas contábeis adotadas no Brasil e normas internacionais de relatório financeiro (IFRS) (ii) Revisão e emissão do relatório de revisão dos auditores independentes sobre as informações trimestrais individuais e consolidadas dos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2020 da Guararapes Confecções S.A. e controladas elaboradas de acordo com as práticas contábeis adotadas no Brasil e normas internacionais de relatório financeiro (IFRS) (iii) Auditoria e emissão do relatório dos auditores independentes sobre as demonstrações financeiras individuais e consolidadas do exercício findo em 31 de dezembro de 2020 da Lojas Riachuelo S.A. elaboradas de acordo com as práticas contábeis adotadas no Brasil e normas internacionais de relatório financeiro (IFRS) e (iv) Auditoria e emissão do relatório dos auditores independentes sobre as demonstrações financeiras da Midway S.A. Crédito, Financiamento e Investimento, relativas ao semestre e exercício findos, respectivamente, em 30 de junho e 31 de dezembro de 2020 da Midway S.A. Crédito, Financiamento e Investimento.;Em 2020, o valor do honorário relativo aos serviços de auditoria externa do Grupo Guararapes foi de R$ 2.205.911 e o valor do honorário relativo aos serviços adicionais foi de R$ 570.862 (valores líquidos de tributos), cujo total bruto soma R$3.238.219. Em 2019, o valor do honorário relativo aos serviços de auditoria externa do Grupo Guararapes foi de R$1.760.662 e o valor do honorário relativo aos serviços adicionais foi de R$376.491 (valores líquidos de tributos). Em 2018, o valor do honorário relativo aos serviços de auditoria externa do Grupo Guararapes foi de R$1.599.203 e o valor do honorário relativo aos serviços adicionais foi de R$84.823 (valores líquidos de tributos), cujo total bruto soma R$1.963.879.Em 2017, o valor do honorário relativo aos serviços de auditoria externa do Grupo Guararapes foi de R$1.260.413 e o valor do honorário relativo aos serviços adicionais foi de R$551.827 (valores líquidos de tributos), cujo total bruto soma R$2.113.400.;A Substituição da Ernst & Young ocorreu por decisão da administração e se insere em um contexto de evolução de governança da Companhia.;Não há.
08.402.943/0001-52;2022-01-01;8;127054;GUARARAPES CONFECCOES S.A.;114887;PricewaterhouseCoopers;;61562112001364;002879;Nacional;2021-04-20;;;(i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2021 (ii) revisão das informações trimestrais individuais e consolidadas da Companhia referentes aos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2021 (iii) auditoria das demonstrações financeiras individuais e consolidadas da Lojas Riachuelo S.A. referentes ao exercício social encerrado em 31 de dezembro de 2021 (iv) auditoria das demonstrações financeiras individuais da Midway S.A. - Crédito, Financiamento e Investimento referentes ao exercício social encerrado em 30 de junho e 31 de dezembro de 2021.;Em relação ao exercício social encerrado em 31 de dezembro de 2021, o valor do honorário relativo aos serviços de auditoria externa do Grupo Guararapes foi de R$ 2.222.274,06 e o valor do honorário relativo aos serviços adicionais foi de R$ 105.711,65, cujo total bruto soma R$ 2.327.985,71.;Não há.;Não há.
08.424.178/0001-71;2022-01-01;1;115813;TECBLU TECELAGEM BLUMENAU S.A.;104492;GUIMARÃES E ASSOCIADOS AUDITORES INDEPENDENTES;;35467968000107;005312;Nacional;2012-04-03;2015-12-31;;Exame das Demonstrações contábeis - Examinamos as demonstrações contábeis da Companhia, que inclui o balanço patrimonial e as correspondentes demonstrações de resultado, as mutações do patrimônio líquido e os fluxos de caixa do exercício findo em 31 de dezembro de 2015 e revisão das informações trimestrais (ITR's) à Comissão de Valores Mobiliários (CVM) a partir da 1º (primeiro) trimestre de 2015, preparadas sob a responsabilidade da administração da Companhia de acordo com as práticas contábeis adotadas no Brasil.Extensão da auditoria - O objetivo principal do exame de auditoria, conduzido de acordo com as normas de auditoria aplicável no Brasil, é expressar uma opinião sobre as demonstrações contábeis, com o intuito de comprovar a adequada apresentação dessas demonstrações em todos os seus aspectos relevantes. Dessa forma, compreenderão, entre outros procedimentos: a) planejamento dos trabalhos, considerando a relevência dos saldos, o volume de transações e os sistemas contábeis e de controles internos da Companhia b) constatação, com base em testes, das evidências e dos registros que suportam os valores e as informações contábeis divulgadas e c) a avaliação das práticas e estimativas contábeis mais representativas adotadas pela administração da Companhia, bem como da apresentação das demonstrações contábeis tomadas em conjunto.;Honorários no montante de R$ 15.000,00. Os Auditores Independentes não executa outros serviços, a não ser os de auditoria, conforme descrição do serviço contratado acima.;;
08.424.178/0001-71;2022-01-01;1;115813;TECBLU TECELAGEM BLUMENAU S.A.;104493;AUDILINK AUDITORES & CONSULTORES;;02163575000150;007056;Nacional;2016-07-20;;;Exame das Demonstrações contábeis - Examinamos as demonstrações contábeis da Companhia, que inclui o balanço patrimonial e as correspondentes demonstrações de resultado, as mutações do patrimônio líquido e os fluxos de caixa do exercício findo em 31 de dezembro de 2016 e revisão das informações trimestrais (ITR's) à Comissão de Valores Mobiliários (CVM) a partir da 1º (primeiro) trimestre de 2016, preparadas sob a responsabilidade da administração da Companhia de acordo com as práticas contábeis adotadas no Brasil.Extensão da auditoria - O objetivo principal do exame de auditoria, conduzido de acordo com as normas de auditoria aplicável no Brasil, é expressar uma opinião sobre as demonstrações contábeis, com o intuito de comprovar a adequada apresentação dessas demonstrações em todos os seus aspectos relevantes. Dessa forma, compreenderão, entre outros procedimentos: a)planejamento dos trabalhos, considerando a relevência dos saldos, o volume de transações e os sistemas contábeis e de controles internos da Companhia b) constatação, com base em testes, das evidências e dos registros que suportam os valores e as informações contábeis divulgadas e c) a avaliação das práticas e estimativas contábeis mais representativas adotadas pela administração da Companhia, bem como da apresentação das demonstrações contábeis tomadas em conjunto.;Honorários no montante de R$ 19.800,00. Os Auditores Independentes não executa outros serviços, a não ser os de auditoria, conforme descrição do serviço contratado acima.;;
08.424.178/0001-71;2022-01-01;1;115813;TECBLU TECELAGEM BLUMENAU S.A.;104494;Audicon, Auditoria, Consultoria e Contabilidade;;63846067000161;004677;Nacional;2022-03-24;;;-Análise crítica dos controles internos nas áreas financeiras e eventuais recomendações de paerfeiçoamento-Exame das demonstrações financeiras dos trimestres, compreendendo revisão dos controles internos nas áreas financeiras, pessoal, contratação, patrimônio, almoxarifado, contabilidade e administrativa.;Honorários R$ 4.000,00 por cada relatório emitido.;;
08.439.659/0001-50;2022-01-01;3;125891;CPFL ENERGIAS RENOVÁVEIS S.A.;114111;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2020-03-10;;;Auditoria geral das demonstrações financeiras, individuais e consolidadas preparadas de acordo com as práticas contábeis adotadas no Brasil (BRGAAP) e Normas Internacionais de Relatórios Financeiros (IFRS), relativas aos exercícios a findos em 31 de dezembro de 2020 e 2021, bem como emissão de Relatório sobre Revisão de Informações Trimestrais, de acordo com as normas brasileiras e internacionais de revisão de informações intermediárias (NBC TR 2410. Os demais serviços prestados pela KPMG e sua remuneração referente ao último exercício social estão descritos na seção 2.3 deste Formulário de Referência.;O montante total da remuneração dos auditores independentes foi de R$ 1.271 mil relativos aos serviços de exame das demonstrações financeiras para o exercício findo em 31/12/2021 e R$ 84 mil referentes a outros serviços.;Não aplicável.;Não aplicável.
08.439.659/0001-50;2022-01-01;3;125891;CPFL ENERGIAS RENOVÁVEIS S.A.;114112;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2022-04-01;;;Auditoria das Demonstrações Financeiras anuais societárias e revisão limitada das informações trimestrais societárias para os exercícios findos em 31/12/2022, 31/12/2023, 31/12/2024, 31/12/2025 e 31/12/2026.;Não houve pagamentos aos auditores relacionados a tais serviços em 2020 e 2021.;Em cumprimento ao Art. 31 da Instrução CVM 308/99, que determina o limite de prestação de serviços de auditoria independente em prazo não superior a cinco anos consecutivos, o Conselho de Administração da CPFL Energia Renováveis, em 03 de dezembro de 2021, aprovou a contratação da Pricewaterhousecoopers Auditores Independentes para a realização dos serviços de auditoria do Grupo CPFL para os exercícios de 2022 a 2026, dando sequência aos serviços efetuados pela Ernst &Young Auditores Independentes, que se encerram com o exercício de 2021.;Não aplicável.
08.467.115/0001-00;2022-01-01;7;127041;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;114870;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2013-04-10;2018-04-10;;Serviços regulares e especiais de auditoria independente para as Demonstrações Contábeis Societárias e Regulatórias, cujo contrato foi assinado em 10 de abril de 2015. O prazo de execução dos serviços é de 12 (doze) meses,;Revisão das Demonstrações Contábeis Societárias e Regulatórias = R$ 947,6 mil CEEE-D R$ 469,8 mil;Cumprimento da Instrução CVM 308, de 14 de maio de 1999, a qual determina a rotatividade obrigatória de 5 anos para os auditores independentes.;não houve discordância pelo auditor.
08.467.115/0001-00;2022-01-01;7;127041;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;114871;BDO RCS Auditores Independentes Sociedade Simples;;54276936000179;010324;Nacional;2018-04-13;2018-09-30;;Revisão sobre as Demonstrações Contábeis Societárias Intermediárias de 31.03.2018, 1º ITR, na forma preconizada pelas normas expedidas pelos órgãos de fiscalização do exercício profissional, pela Comissão de Valores Mobiliários, Agência Nacional de Energia Elétrica - ANEEL e outros órgãos4 e/ou entidades, de conformidade com a legislação atualmente em vigor e/ou que venha a ser editada.;R$ 71.837,92 para a CEEE-DR$ 74.170,32 para a CEEE-GT;Término do Contrato de Prestação de Serviços por tempo determinado.;não houve discordância pelo auditor.
08.467.115/0001-00;2022-01-01;7;127041;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;114872;MACIEL AUDITORES S/S;;13098174000180;011592;Nacional;2018-10-01;;;Serviços regulares e especiais de auditoria independente para as Demonstrações Contábeis Sociatárias e Regulatórias referente ao exercício de 2018, cujo contrato foi assinado em 15 de janeiro de 2019.;CEEE-D: R$ 95,7 milCEEE-GT: R$ 99,8 milCEEE-PAR: R$ 9,1 mil;Vencedor do processo licitatório para substituição da auditoria BDO, tendo em vista o término do contrato de prestação de serviços de auditoria por tempo determinado.;não houve discordância pelo auditor.
08.467.115/0001-00;2022-01-01;7;127041;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;114873;BAKER TILLY Brasil Auditores Independentes;;21601212000102;012360;Nacional;2020-04-03;;;Auditoria das Demonstrações Financeiras referentes ao período de março (1 trimestre) e junho (2 trimestre) de 2020.;CEEE-D R$ 123.680,00  e  CEEE-GT R$ 158.527,00;Vencedor do processo licitatório para substituição da auditoria MACIEL, tendo em vista o término do contrato de prestação de serviços de auditoria por tempo determinado.;não houve discordância pelo Auditor
08.467.115/0001-00;2022-01-01;7;127041;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;114874;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2021-01-20;;;Serviço de Auditoria Independente na revisão das Demonstrações Financeiras, cujo contrato foi assinado em 20 de janeiro de 2021. O prazo de execução dos serviços é de 12 meses, a contar da data de assinatura do instrumento, podendo haver renovações sucessivas, limitadas ao máximo de 36 meses.;CEEE-D R$ 573.958,33CEEE-GT R$ 713.557,45CEEE-PAR R$ 61.789,78;Vencedor do processo licitatório para substituição da Baker Tilly, tendo em vista o término do contrato de prestação de serviços de auditoria por tempo determinado.;não houve discordância pelo Auditor
08.467.115/0001-00;2022-01-01;7;127041;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;114875;Ernst & Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2021-11-09;;;Prestação de serviços de Auditoria independente e emissão de parecer das demonstrações financeiras da Companhia a partir de 09 de novembro de 2021, em conformidade com a auditoria das demais empresas do Grupo Equatorial.;609.600;Conformidade com o restante do grupo Equatorial.;
08.467.115/0001-00;2022-01-01;7;127041;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;114876;Ernst & Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2021-11-09;;;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) auditoria das informações contábeis intermediárias da Companhia referentes aos período de nove meses encerrados em 30 de setembro, e (ii) auditoria das demonstrações contábeis anuais referentes ao exercício social encerrado em 31 de dezembro de 2021.;Remuneração total pela prestação de serviços de auditoria no exercício de 2021: R$ 609.600,00;N/A;
08.493.364/0001-62;2022-04-01;1;120344;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;108716;Ernst & Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2020-06-19;;;Os serviços contratados compreendem: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia relativas ao exercício social encerrado em 31 de março de 2021, preparada de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e as normas internacionais para relatórios financeiros (IFRS) (ii) revisão das informações financeiras trimestrais individuais e consolidadas contidas nos Formulários de Informações Trimestrais - ITR, referentes aos períodos findos em 30 de junho de 2020, 30 de setembro de 2020 e 31 de dezembro de 2020, elaboradas de acordo com o pronunciamento técnico CPC 21 - Demonstrações Intermediárias e com a norma internacional IAS 34 - "Interim Financial Reporting" emitida pelo "Internacional Accounting Standards Board", aplicáveis à elaboração das demonstrações financeiras intermediárias, e apresentadas de forma condizente com as normas expedidas pela CVM.;A remuneração dos auditores independentes para os serviços descritos nos itens "i" e "ii" acima foi de R$600 mil. Já a remuneração para o item "iii" foi de R$580 mil.;;
08.534.605/0001-74;2022-01-01;15;127106;RENOVA ENERGIA S.A.;114953;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2008-01-21;2012-06-30;;Serviços relacionados à: (i) revisão das informações contábeis intermediárias individuais e consolidadas da Renova Energia S.A. ("Companhia") contidas nos Formulários de Informações Trimestrais (ITR) relativos aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2015, de acordo com as práticas contábeis adotadas no Brasil e Normas Internacionais de Relatórios Financeiros (IFRS) de revisão de informações intermediárias, com emissão de relatório sobre a revisão de informações trimestrais (ii) auditoria das demonstrações financeiras individuais e consolidadas da Companhia e de suas controladas para os exercícios sociais encerrados em 31 de dezembro de 2015, de acordo com as práticas contábeis adotadas no Brasil e Normas Internacionais de Relatórios Financeiros ("IFRS"), com emissão de relatórios sobre referidas demonstrações financeiras Não foram prestados serviços que não tivessem relação com os serviços de auditoria independente. A remuneração dos auditores corresponderá ao montante de R$1.142.161,27.A Deloitte também prestou serviços de Due Diligence em relação a processos de M&A no total de R$185.000,01 e serviços de auditoria contábil das demonstrações financeiras em USGAAS no valor de R$ 1.166.180,76.;Pela prestação dos serviços relacionados à: (i) revisão das informações contábeis intermediárias individuais e consolidadas da Companhia contidas nos Formulários de Informações Trimestrais (ITR) relativos aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2015 e auditoria das demonstraçoes financeiras individual e consolidada da Companhia e de suas controladas para o exercício social encerrado em 31 de dezembro de 2015, a remuneração dos auditores correspondeu ao montante de R$1.142.161,27.A Deloitte também prestou serviços de Due Diligence em relação a processos de M&A no total de R$185.000,01 e serviços de auditoria contábil das demonstrações financeiras em USGAAS no valor de R$ 1.166.180,76.;Tendo em vista a Norma Brasileira de Contabilidade Técnica de Auditoria - NBC TA 600, emitida pelo Conselho Federal deContabilidade em 27 de novembro de 2009, que torna o auditor responsável por todas as informações consolidadas do grupoeconômico, conjugada com o artigo 31 da Instrução CVM nº 308 de 14 de maio de 1999, conforme alterada, que dispõe sobrea rotatividade dos auditores independentes a cada 5 (cinco) anos, sendo assim a mudança de auditores realizada pelosprincipais acionistas controladores da Companhia foi o fator que motivou a alteração de auditores da Companhia e de suascontroladas.;Não se aplica
08.534.605/0001-74;2022-01-01;15;127106;RENOVA ENERGIA S.A.;114954;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2012-07-01;2017-03-31;;Serviços relacionados à: (i) revisão das informações contábeis intermediárias individuais e consolidadas da Renova Energia S.A. ("Companhia") contidas nos Formulários de Informações Trimestrais (ITR) relativos aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2016 e 31 de março de 2017, de acordo com as práticas contábeis adotadas no Brasil e Normas Internacionais de Relatórios Financeiros (IFRS) de revisão de informações intermediárias, com emissão de relatório sobre a revisão de informações trimestrais (ii) auditoria das demonstrações financeiras individuais e consolidadas da Companhia e de suas controladas para o exercício social encerrado em 31 de dezembro de 2016, de acordo com as práticas contábeis adotadas no Brasil e Normas Internacionais de Relatórios Financeiros ("IFRS"), com emissão de relatório sobre referida demonstração financeira (iii) Revisão das demonstrações financeiras para fins de suporte ao investimento da Renova Energia S.A. (iv) Asseguração limitada sobre a estrutura de controles para o processo de compilação e apuração dos índices financeiros. Não foram prestados serviços que não tivessem relação com os serviços de auditoria independente. A remuneração dos auditores corresponderá ao montante de R$1.371.299,00.;Pela prestação dos serviços relacionados à: (i) revisão das informações contábeis intermediárias individuais e consolidadas da Companhia contidas nos Formulários de Informações Trimestrais (ITR) relativos aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2016 e 31 de março de 2017 e auditoria das demonstrações financeiras individual e consolidada da Companhia e de suas controladas para o exercício social encerrado em 31 de dezembro de 2016, a remuneração dos auditores correspondeu ao montante de R$1.371.299,00.;Tendo em vista a Norma Brasileira de Contabilidade Técnica de Auditoria - NBC TA 600, emitida pelo Conselho Federal deContabilidade em 27 de novembro de 2009, que torna o auditor responsável por todas as informações consolidadas do grupo econômico, conjugada com o artigo 31 da Instrução CVM nº 308 de 14 de maio de 1999, conforme alterada, que dispõe sobre a rotatividade dos auditores independentes a cada 5 (cinco) anos, sendo assim a mudança de auditores realizada pelos principais acionistas controladores da Companhia foi o fator que motivou a alteração de auditores da Companhia e de suas controladas.ao exercício social encerrado em 31 de dezembro de 2016.;Não aplicável.
