CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Aumento;Data_Deliberacao;Orgao_Deliberacao_Aumento;Data_Emissao;Valor_Total_Emissao;Tipo_Subscricao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Subscricao_Capital_Anterior;Fator_Cotacao;Preco_Emissao;Criterio_Determinacao_Preco_Emissao;Forma_Integralizacao
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;372547;2021-03-31;AGE;;723472000.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;372548;2022-03-28;AGE;;1152140000.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;372549;2023-03-31;117ª AGE;;1327000000.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
07.253.321/0001-47;2022-01-01;1;116818;CARBOMIL SA MINER. E INDUSTRIA;345709;2012-12-31;AGO;2012-12-31;0.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
07.275.159/0001-68;2022-01-01;1;114741;PETROLEO LUB DO NORDESTE SA;340430;2011-04-29;AGOE;;0.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371016;2020-07-20;Assembleia Geral;2020-08-05;7805463.00;Subscrição particular;2968141;0;2968141;0.02686300;R$ por Unidade;2.62000000;O preço de subscrição das ações foi calculado com base no valor patrimonial de cada ação, de acordo com o disposto no inciso II do artigo 170 da Lei nº 6.404/76.;Capitalização de créditos detidos pelos subscritores contra a Companhia, a título de dividendos declarados e não pagos, no valor total de R$ 7.805.463,00.
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371017;2020-07-20;Assembleia Geral;2020-08-05;28200408.73;Subscrição particular;10723620;0;10723620;0.10748469;R$ por Unidade;2.62000000;O preço de subscrição das ações foi calculado com base no valor patrimonial de cada ação, de acordo com o disposto no inciso II do artigo 170 da Lei nº 6.404/76.;Integralização de participações societárias detidas em controlada da Companhia na Companhia.
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371018;2020-07-20;Assembleia Geral;2020-08-05;42050507.50;Subscrição particular;15990322;0;15990322;0.14093300;R$ por Unidade;2.62000000;O preço de subscrição das ações foi calculado com base no valor patrimonial de cada ação, de acordo com o disposto no inciso II do artigo 170 da Lei nº 6.404/76.;Integralização mediante, e, uma vez verificada a condição suspensiva, a conferência ao capital da Companhia de 33.640.406 ações ordinárias, nominativas e sem valor nominal ações de emissão da JSL de que são titulares os subscritores, pelo seu valor constante na respectiva declaração de bens, nos termos do art. 23 da Lei nº 9.249/95, passando a quantidade total de ações de emissão da Companhia a ser 130.666.388.
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371019;2020-08-05;Assembleia Geral;2020-08-05;372403253.55;Subscrição particular;57940374;0;57940374;1.09394229;R$ por Unidade;6.42735329;O preço de subscrição das ações foi calculado com base no valor patrimonial de cada ação, de acordo com o disposto no inciso II do artigo 170 da Lei nº 6.404/76.;Integralização de participações societárias detidas em controlada da Companhia na Companhia.
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371020;2020-10-06;Conselho de Administração;2020-10-06;1148354.01;Subscrição particular;133611;0;133611;0.06485000;R$ por Unidade;8.59000000;emissão de 133.611 (cento e trinta e três mil, seiscentas e onze) ações ordinárias, sendo: (i) 86.796 (oitenta e seis mil, setecentas e noventa e seis) ações ordinárias, ao preço de emissão de R$ 8,36 (oito reais e trinta e seis centavos) por ação, totalizando o valor de R$ 725.614,56 (setecentos e vinte e cinco mil, seiscentos e quatorze reais e cinquenta e seis centavos), relativas ao exercício do Programa 01/2016 e, (ii) 46.815 (quarenta e seis mil, oitocentas e quinze) ações ordinárias, ao preço de emissão de R$ 9,03 (nove reais e três centavos) por ação, totalizando o valor de R$ 422.739,45 (quatrocentos e vinte e dois mil, setecentos e trinta e nove reais e quarenta e cinco centavos), relativas ao exercício do Programa 01/2017.;Em dinheiro
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371021;2021-02-05;Conselho de Administração;2021-02-05;1906916.74;Subscrição particular;143197;0;143197;0.06957500;R$ por Unidade;13.32000000;(i) 34.158 (trinta e quatro mil e cento e cinquenta e oito) ações ordinárias, ao preço de emissão de R$ 27,69 (vinte e sete reais e sessenta e nove centavos) por ação, totalizando o valor de R$ 945.835,02 (novecentos e quarenta e cinco mil e oitocentos e trinta e cinco reais e dois centavos), relativas ao exercício do Programa 01/2012 (ii) 35.135 (trinta e cinco mil e cento e trinta e cinco) ações ordinárias, ao preço de emissão de R$ 8,36 (oito reais e trinta e seis centavos) por ação, totalizando o valor de R$ 293.728,60 (duzentos e noventa e três mil e setecentos e vinte e oito reais e sessenta centavos), relativas ao exercício do Programa 01/2016 e (iii) 73.904 (setenta e três mil e novecentos e quatro) ações ordinárias, ao preço de emissão de R$ 9,03 (nove reais e três centavos) por ação, totalizando o valor de R$ 667.353,12 (seiscentos e sessenta e sete mil e trezentos e cinquenta e três reais e doze centavos), relativas ao exercício do Programa 01/2017.;Em dinheiro
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371022;2021-04-28;Conselho de Administração;2021-04-28;2423928.18;Subscrição particular;282282;0;282282;0.13705600;R$ por Unidade;8.59000000;Emissão de 282.282 (duzentos e oitenta e dois mil e duzentas e oitenta e duas) ações, sendo: (i) 186.684 (cento e oitenta e seis mil e seiscentas e oitenta e quatro) ações ordinárias, ao preço de emissão de R$8,36 (oito reais e trinta e seis centavos) por ação, totalizando o valor de R$1.560.678,24 (um milhão e quinhentos e sessenta mil e seiscentos e setenta e oito reais e vinte e quatro centavos), relativas ao exercício do Programa 01/2016 e (ii) 95.598 (noventa e cinco mil e quinhentas e noventa e oito) ações ordinárias, ao preço de emissão de R$ 9,03 (nove reais e três centavos) por ação, totalizando o valor de R$ 863.249,94 (oitocentos e sessenta e três mil e duzentos e quarenta e nove reais e noventa e quatro centavos), relativas ao exercício do Programa 01/2017;Em dinheiro
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371023;2021-05-17;Conselho de Administração;2021-05-17;270002.92;Subscrição particular;32297;0;32297;0.01566000;R$ por Unidade;8.36000000;emissão de 32.297 (trinta e dois mil e duzentas e noventa e sete), ao preço de emissão de R$ 8,36 (oito reais e trinta e seis centavos) por ação, ações relativas ao exercício do Programa 01/2016;Em dinheiro
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371024;2021-05-26;Conselho de Administração;2021-05-26;2804320.92;Subscrição particular;244731;0;244731;0.11864300;R$ por Unidade;11.46000000;Emissão de 128.103 (cento e vinte e oito mil e cento e três) ações, ao preço de emissão de R$ 14,28 (quatorze reais e vinte e oito centavos) por ação, relativas ao exercício do Programa 01/2014 e 116.628 (cento e dezesseis mil e seiscentas e vinte e oito) ações, ao preço de emissão de R$ 8,36 (oito reais e trinta e seis centavos) por ação, relativas ao exercício do Programa 01/2016.;Em dinheiro
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371025;2021-08-30;Conselho de administração;2021-08-30;825912.48;Subscrição particular;365448;0;365448;0.04490900;R$ por Unidade;2.26000000;Emissão de 365.448 (trezentos e sessenta e cinco mil, quatrocentas e quarenta e oito) ações ordinárias, ao preço de emissão de R$ 2,26 (dois reais e vinte e seis centavos) por ação, relativas ao exercício do Programa 01/2017.;Em dinheiro
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371026;2021-11-29;Assembleia Geral;2021-11-29;449249961.99;Subscrição particular;23010721;0;23010721;2.82648300;R$ por Unidade;0.00000000;A emissão foi baseada na avaliação do valor do patrimônio líquido a preços de mercado da CS Infra que serão incorporadas pela SIMPAR;Integralização mediante a contribuição da totalidade das ações de emissão da CS Infra ao patrimônio da SIMPAR
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371027;2022-04-07;conselho de administração;2022-04-07;2241594.56;Subscrição particular;991856;0;991856;0.11848400;R$ por Unidade;2.26000000;;
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371028;2022-04-11;conselho administração;2022-04-11;512441.44;Subscrição particular;226744;0;226744;0.02705400;R$ por Unidade;2.26000000;Emissão de 226.744 ações ordinárias, ao preço de emissão de R$ 2,26 por ação, relativas ao exercício do Programa 01/2017.;Em dinheiro
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;371029;2022-05-23;Conselho de Administração;2022-05-23;151795.16;Subscrição particular;67166;0;67166;0.00801200;R$ por Unidade;2.26000000;Emissão de 67.166 (sessenta e sete mil e cento e sessenta e seis) ações ordinárias, ao preço de emissão de R$ 2,26 (dois reais e vinte e seis centavos) por ação, relativas ao exercício do Programa 01/2017.;Em dinheiro
07.437.016/0001-05;2022-01-01;2;125663;CINESYSTEM S.A.;370036;2018-08-08;Assembléia Geral;2018-08-08;9996852.00;Subscrição particular;7432604;0;7432604;38.27775700;R$ por Unidade;1.34499994;Valor de Patrimônio Líquido;Integralização de ações de Empresa Redecine Rio e Bombocine Rio
07.437.016/0001-05;2022-01-01;2;125663;CINESYSTEM S.A.;370037;2018-09-10;Assembléia Geral;2018-09-10;4500000.00;Subscrição particular;4118815;0;4118815;15.34000000;R$ por Unidade;15.34000000;Fixado conforme as disposições do artigo 170 da LSA;em moeda corrente no país
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373836;2019-03-25;Conselho de Administração;2019-03-25;79042714.22;Subscrição particular;4124599;0;4124599;0.13694200;R$ por Unidade;19.16373306;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;capitalização do saldo de reserva de capital.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373837;2019-03-25;Conselho de Administração;2019-03-25;9599613.21;Subscrição particular;570387;0;570387;0.01663400;R$ por Unidade;16.83000000;Plano de Opção de Compra de Ações;moeda corrente nacional
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373838;2019-05-02;Conselho de Administração;2019-04-03;332643.74;Subscrição particular;147125;0;147125;0.00057600;R$ por Unidade;2.26096000;Plano de Opção de Compra de Ações;moeda corrente nacional
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373839;2019-05-02;Conselho de Administração;2019-04-15;333899.17;Subscrição particular;19415;0;19415;0.00057800;R$ por Unidade;17.19800000;Plano de Opção de Compra de Ações;moeda corrente nacional
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373840;2019-05-02;Conselho de Administração;2019-04-03;119115.39;Subscrição particular;272900;0;272900;0.00020600;R$ por Unidade;0.43648000;Plano de Opção de Compra de Ações;moeda corrente nacional
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373841;2019-06-19;Conselho de Administração;2019-05-20;90028.59;Subscrição particular;25075;0;25075;0.00016000;R$ por Unidade;3.59037000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;Moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373842;2019-06-19;Conselho de Administração;2019-05-24;72802.91;Subscrição particular;32200;0;32200;0.00013000;R$ por Unidade;2.26096000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;Moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373843;2019-06-19;Conselho de Administração;2019-05-30;281957.95;Subscrição particular;30125;0;30125;0.00049000;R$ por Unidade;9.35960000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373844;2019-06-19;Conselho de Administração;2019-06-04;303378.48;Subscrição particular;39475;0;39475;0.00052000;R$ por Unidade;7.68533000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373845;2019-06-19;Conselho de Administração;2019-06-07;183055.92;Subscrição particular;53350;0;53350;0.00032000;R$ por Unidade;3.43123000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373846;2019-06-19;Conselho de Administração;2019-06-12;152073.61;Subscrição particular;44475;0;44475;0.00026000;R$ por Unidade;3.41931000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373847;2019-06-19;Conselho de Administração;2019-06-11;283172.56;Subscrição particular;16126;0;16126;0.00049000;R$ por Unidade;17.56000000;Plano de Opção de Compra de Ações;moeda corrente nacional
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373848;2019-08-22;Conselho de Administração;2019-08-16;677061.34;Subscrição particular;59225;0;59225;0.00117100;R$ por Unidade;11.43202000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373849;2019-08-22;Conselho de Administração;2019-08-16;79537.57;Subscrição particular;182225;0;182225;0.00013800;R$ por Unidade;0.43648000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373850;2019-08-22;Conselho de Administração;2019-08-14;64946.08;Subscrição particular;28725;0;28725;0.00011200;R$ por Unidade;2.26096000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373851;2019-08-22;Conselho de Administração;2019-08-14;893125.15;Subscrição particular;77850;0;77850;0.00154500;R$ por Unidade;11.47238000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373852;2019-08-22;Conselho de Administração;2019-08-06;281957.95;Subscrição particular;30125;0;30125;0.00048800;R$ por Unidade;9.35960000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373853;2019-08-22;Conselho de Administração;2019-08-06;105134.64;Subscrição particular;46500;0;46500;0.00018200;R$ por Unidade;2.26096000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373854;2019-08-22;Conselho de Administração;2019-08-06;59906.88;Subscrição particular;137250;0;137250;0.00010400;R$ por Unidade;0.43648000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373855;2019-08-22;Conselho de Administração;2019-08-04;49584.13;Subscrição particular;113600;0;113600;0.00008600;R$ por Unidade;0.43648000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373856;2019-08-22;Conselho de Administração;2019-08-02;851029.62;Subscrição particular;71085;0;71085;0.00147200;R$ por Unidade;11.97200000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373857;2019-08-22;Conselho de Administração;2019-08-02;338349.54;Subscrição particular;36150;0;36150;0.00058500;R$ por Unidade;9.35960000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373858;2019-08-22;Conselho de Administração;2019-08-02;26079.68;Subscrição particular;59750;0;59750;0.00004500;R$ por Unidade;0.43648000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373859;2019-08-22;Conselho de Administração;2019-07-31;303909.22;Subscrição particular;25385;0;25385;0.00052600;R$ por Unidade;11.97200000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373860;2019-08-22;Conselho de Administração;2019-07-30;159792.31;Subscrição particular;10975;0;10975;0.00027600;R$ por Unidade;14.55966000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373861;2019-08-22;Conselho de Administração;2019-07-29;1143449.00;Subscrição particular;68470;0;68470;0.00197800;R$ por Unidade;16.70000000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373862;2019-08-22;Conselho de Administração;2019-07-29;707948.96;Subscrição particular;40316;0;40316;0.00122500;R$ por Unidade;17.56000000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373863;2019-08-22;Conselho de Administração;2019-07-29;333899.17;Subscrição particular;19415;0;19415;0.00057800;R$ por Unidade;17.19800000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373864;2019-08-22;Conselho de Administração;2019-07-29;303909.22;Subscrição particular;25385;0;25385;0.00052600;R$ por Unidade;11.97200000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373865;2019-08-22;Conselho de Administração;2019-07-29;671503.91;Subscrição particular;61875;0;61875;0.00116200;R$ por Unidade;10.85259000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373866;2019-08-22;Conselho de Administração;2019-07-29;49529.57;Subscrição particular;113475;0;113475;0.00008600;R$ por Unidade;0.43648000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373867;2019-08-22;Conselho de Administração;2019-07-26;807075.16;Subscrição particular;45961;0;45961;0.00139600;R$ por Unidade;17.56000000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373868;2019-08-22;Conselho de Administração;2019-07-26;104004.16;Subscrição particular;46000;0;46000;0.00018000;R$ por Unidade;2.26096000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373869;2019-08-22;Conselho de Administração;2019-07-25;283172.56;Subscrição particular;16126;0;16126;0.00049000;R$ por Unidade;17.56000000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373870;2019-08-22;Conselho de Administração;2019-07-25;547120.40;Subscrição particular;45700;0;45700;0.00094700;R$ por Unidade;11.97200000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373871;2019-08-22;Conselho de Administração;2019-07-25;620307.49;Subscrição particular;66275;0;66275;0.00107300;R$ por Unidade;9.35960000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373872;2019-08-22;Conselho de Administração;2019-07-25;340839.72;Subscrição particular;150750;0;150750;0.00059000;R$ por Unidade;2.26096000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373873;2019-08-22;Conselho de Administração;2019-07-25;693737.24;Subscrição particular;64025;0;64025;0.00120000;R$ por Unidade;10.83541000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373874;2019-08-22;Conselho de Administração;2019-08-14;13028.93;Subscrição particular;29850;0;29850;0.00002300;R$ por Unidade;0.43648000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373875;2019-09-18;Conselho de Administração;2019-08-19;713396.52;Subscrição particular;61875;0;61875;0.00123400;R$ por Unidade;11.52964000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373876;2019-09-18;Conselho de Administração;2019-08-21;1204176.60;Subscrição particular;89730;0;89730;0.00208300;R$ por Unidade;13.42000000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373877;2019-09-18;Conselho de Administração;2019-08-23;367802.55;Subscrição particular;68625;0;68625;0.00063600;R$ por Unidade;5.35960000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373878;2019-09-18;Conselho de Administração;2019-08-23;574492.60;Subscrição particular;49060;0;49060;0.00099400;R$ por Unidade;11.71000000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373879;2019-09-18;Conselho de Administração;2019-08-23;193876.68;Subscrição particular;53350;0;53350;0.00033500;R$ por Unidade;3.63405000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373880;2019-09-18;Conselho de Administração;2019-08-26;441363.06;Subscrição particular;82350;0;82350;0.00076300;R$ por Unidade;5.35960000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373881;2019-09-18;Conselho de Administração;2019-08-27;766020.83;Subscrição particular;142925;0;142925;0.00132500;R$ por Unidade;5.35960000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373882;2019-09-18;Conselho de Administração;2019-08-27;773818.56;Subscrição particular;111200;0;111200;0.00133800;R$ por Unidade;6.95880000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373883;2019-09-18;Conselho de Administração;2019-08-27;1196469.25;Subscrição particular;102175;0;102175;0.00206900;R$ por Unidade;11.71000000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373884;2019-09-18;Conselho de Administração;2019-08-27;995291.45;Subscrição particular;84995;0;84995;0.00172100;R$ por Unidade;11.71000000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373885;2019-09-18;Conselho de Administração;2019-08-27;759862.84;Subscrição particular;63470;0;63470;0.00131400;R$ por Unidade;11.97200000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373886;2019-09-18;Conselho de Administração;2019-08-27;27858.34;Subscrição particular;63825;0;63825;0.00004800;R$ por Unidade;0.43648000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373887;2019-09-18;Conselho de Administração;2019-08-27;705011.87;Subscrição particular;75325;0;75325;0.00121900;R$ por Unidade;9.35960000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373888;2019-09-18;Conselho de Administração;2019-08-28;509001.78;Subscrição particular;58345;0;58345;0.00088000;R$ por Unidade;8.72400000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;373889;2019-09-18;Conselho de Administração;2019-08-28;22862256.22;Subscrição particular;1921600;0;1921600;0.03954000;R$ por Unidade;11.89751000;Plano de Opção de Compra de Ações, aprovado em 30 de julho de 2013. Referido aumento foi realizado dentro do limite do capital autorizado.;moeda corrente nacional.
