CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Politica;Cargo_Pessoa_Vinculada
03.378.521/0001-75;2022-01-01;22;127408;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;50945;Companhia, Administradores, Acionistas Controladores, diretos ou indiretos, Conselheiros Fiscais, Empregados, integrantes dos demais órgãos estatutários com funções técnicas ou consultivas existentes, terceiros com quem os Detentores de Informações tiverem celebrado contrato de administração de carteira de valores mobiliários ou de negócio fiduciário (trust) e, ainda, qualquer pessoa que, em virtude de seu cargo, função, ou posição na Companhia, sua Controladora, suas Controladas ou Coligadas, tenha tido conhecimento, por intermédio de dos Detentores de Informações, de ato ou fato relevante ainda não divulgado ao mercado.
03.494.776/0001-01;2022-01-01;4;126180;AMMO VAREJO S.A.;50705;A Companhia, seus Controladores, Administradores, Conselheiros Fiscais, membros de quaisquer Órgãos com Funções Técnicas ou Consultivas criados por disposição estatutária, as Controladas e Coligadas da Companhia, e, conforme identificação realizada pelo Diretor de Relações com Investidores, quem quer que, em virtude de seu cargo, função ou posição no Controlador, nas Controladas ou nas Coligadas, tenha ou possa vir a ter acesso a Ato ou Fato Relevante, incluindo empregados, colaboradores ou outros acionistas da Companhia, bem como terceiros que, em razão de relação comercial, profissional ou de confiança com a Companhia, tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição.
03.758.318/0001-24;2022-01-01;10;127092;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;50871;A Política de Negociação com Valores Mobiliários ("Política") é aplicável à Companhia, em conjunto ou individualmente, aos acionistas controladores, diretos ou indiretos, membros do conselho de administração, membros do conselho fiscal e/ou de quaisquer órgãos com funções técnicas e/ou consultivas, diretores, colaboradores da Companhia e de suas controladas e terceiros contratados pela Companhia que tenham acesso a Informações Privilegiadas.
03.802.115/0001-98;2022-01-01;12;127091;CLEAR SALE S.A.;50870;As regras e diretrizes estabelecidas na Política de Divulgação de Informações e Negociação de Valores Mobiliários de Emissão da Companhia devem ser observadas por (i) acionistas controladores, diretos ou indiretos, (ii) membros (e respectivos cônjuges, companheiros e dependentes econômicos incluídos na declaração de ajuste anual do imposto sobre a renda) (a) do Conselho de Administração, (b) dos comitês de assessoramento ao Conselho de Administração, (c) do Conselho Fiscal (caso este se encontre instalado), (d) de quaisquer órgãos instalados com funções técnicas ou consultivas, (e) da Diretoria, e (f) dos demais funcionários e prestadores de serviços que tenham acesso permanente ou eventual a informações relevantes da Companhia, (iii) sociedades controladas, direta ou indiretamente, pelas pessoas referidas no item "ii" acima, (iv) terceiros com quem as pessoas referidas no item "ii" acima mantenham contrato de fidúcia ou administração de carteira e (v) a própria Companhia, suas control
03.847.461/0001-92;2022-01-01;6;125994;BRADESPAR S.A.;50625;Estão abrangidos pela Política de Negociação de Valores Mobiliários de Emissão da Bradespar, Acionistas Controladores, diretos e indiretos, membros dos Conselhos de Administração e Fiscal, Diretores, bem como membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária, e todos aqueles que, em virtude de cargo, função ou posição na BRADESPAR ou suas controladoras, controladas e coligadas, tomem conhecimento de informações relativas a atos ou fatos relevantes.
03.853.896/0001-40;2022-01-01;10;125073;MARFRIG GLOBAL FOODS S.A.;50182;(i) Acionistas controladores(ii) Administradores da Companhia (membros da Diretoria Executiva e do Conselho de Administração) (iii) Membros do Conselho Fiscal (iv) Membros de quaisquer outros órgãos com funções técnicas ou consultivas, criados por disposição estatutária (v) Empregados diretos da Companhia e de suas Controladas, além de empregados terceirizados com acesso a informações privilegiadas da Companhia (vi) Qualquer outra pessoa física ou jurídica que tenha acesso a informações privilegiadas da Companhia (consultores externos, auditores independentes, bancos de investimento, corretoras de valores mobiliários, escritórios de advocacia, assessores e outros) (vii) O cônjuge ou companheiro, o descendente e qualquer outro dependente incluído na declaração anual de imposto de renda das pessoas impedidas de negociar indicadas acimae (viii) Administradores que se desligarem da Companhia, durante o prazo de seis meses, a contar da data do afastamento.
03.983.431/0001-03;2022-01-01;8;125441;EDP - ENERGIAS DO BRASIL S.A.;50377;As seguintes pessoas ("Pessoas Sujeitas à Política") estão obrigadas a observar as regras e diretrizes estabelecidas na presente Política: (a) a Companhia(b) os Acionistas Controladores(c) acionistas que elegerem membro do conselho de administração ou do conselho fiscal da Companhia(d) os Administradores, membros dos Demais Órgãos da Companhia, tais como membros de Conselho Fiscal (caso instalado)(e) Colaboradores Relevantes e(f) Fornecedores e Prestadores de ServiçosAs pessoas indicadas nos subitens "b", "d", "e" e "f" acima deverão, no ato da sua contratação, eleição, promoção ou transferência, assinar Termo de Adesão, pelo qual declararão conhecer todos os termos da Política e se obrigarão a observá-los.
04.030.182/0001-02;2022-01-01;4;125905;CABINDA PARTICIPACOES S.A.;50608;As pessoas vinculadas ao Código de Conduta são os (i) acionistas controladores da Companhia, (ii) administradores da Companhia, (iii) conselheiros fiscais (iv) integrantes de quaisquer órgãos com funções técnicas ou consultivas na Companhia, (v) empregados e executivos que tenham acesso a informações relevantes da Companhia, e, ainda, (vi) por quem quer que, em virtude de seu cargo, função ou posição na Companhia, nas sociedades controladoras, controladas e coligadas da Companhia, tenha conhecimento de informação relativa a Ato ou Fato Relevante sobre a Companhia, conforme definido na legislação brasileira, a fim de adequar a política interna da Companhia ao princípio da transparência e às boas práticas de conduta no uso e divulgação de Informações Relevantes e na negociação de valores mobiliários da Companhia os acionistas controladores da Companhia ("Pessoas Vinculadas").
04.031.213/0001-31;2022-01-01;4;125906;CACONDE PARTICIPACOES S.A.;50573;As pessoas vinculadas ao Código de Conduta são os (i) acionistas controladores da Companhia, (ii) administradores da Companhia, (iii) conselheiros fiscais (iv) integrantes de quaisquer órgãos com funções técnicas ou consultivas na Companhia, (v) empregados e executivos que tenham acesso a informações relevantes da Companhia, e, ainda, (vi) por quem quer que, em virtude de seu cargo, função ou posição na Companhia, nas sociedades controladoras, controladas e coligadas da Companhia, tenha conhecimento de informação relativa a Ato ou Fato Relevante sobre a Companhia, conforme definido na legislação brasileira, a fim de adequar a política interna da Companhia ao princípio da transparência e às boas práticas de conduta no uso e divulgação de Informações Relevantes e na negociação de valores mobiliários da Companhia os acionistas controladores da Companhia ("Pessoas Vinculadas").
04.032.433/0001-80;2022-01-01;13;126515;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;50749;i) os Administradores (ii) os membros do Conselho Fiscal (iii) os membros de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária (iv) os acionistas controladores, se houver (v) empregados e executivos que tenham acesso a informações privilegiadas ou (vi) quem quer que, em virtude de seu cargo, função, relação ou posição no Grupo Atma, tenha conhecimento de informação privilegiada sobre a Companhia.
04.038.763/0001-82;2022-01-01;4;125908;CAIANDA PARTICIPACOES S.A.;50574;As pessoas vinculadas ao Código de Conduta são os (i) acionistas controladores da Companhia, (ii) administradores da Companhia, (iii) conselheiros fiscais (iv) integrantes de quaisquer orgãos com funções técnicas ou consultivas na Companhia, (v) empregados e executivos que tenham acesso a informações relevantes da Companhia, e, ainda, (vi) por quem quer que, em virtude de seu cargo, função ou posição na Companhia, nas sociedades controladoras, controladas e coligadas da Companhia, tenha conhecimento de informação relativa a Ato ou Fato Relevante sobre a Companhia, conforme definido na legislação brasileira, a fim de adequar a política interna da Companhia ao princípio da transparência e às boas práticas de conduta no uso e divulgação de Informações Relevantes e na negociação de valores mobiliários da Companhia os acionistas controladores da Companhia ("Pessoas Vinculadas").
04.065.791/0001-99;2022-01-01;9;126512;SINQIA S.A.;50748;De acordo com a Política de Negociação de Valores Mobiliários de Emissão da Sinqia S.A. ("Política de Negociação"), são consideradas pessoas vinculadas em relação à Companhia, seus Acionistas Controladores, diretos ou indiretos, Administradores, Conselheiros Fiscais, e/ou membros dos órgãos com funções técnicas ou consultivas da Companhia, criados por disposição estatutária, bem como por quem quer que, em virtude de seu cargo, função ou posição na Companhia, nos Acionistas Controladores, nas Sociedades Controladas e nas Sociedades Coligadas, tenha ou venha a ter acesso ou conhecimento de Informações Relevantes, qualquer pessoa que tenha aderido expressamente a esta Política de Negociação e as demais pessoas expressamente indicadas pelo Diretor de Relações com Investidores.
04.065.791/0001-99;2022-03-31;1;113796;SINQIA S.A.;45338;De acordo com a Política de Negociação de Valores Mobiliários de Emissão da Sinqia S.A. ("Política de Negociação"), são consideradas pessoas vinculadas em relação à Companhia, seus Acionistas Controladores, diretos ou indiretos, Administradores, Conselheiros Fiscais, e/ou membros dos órgãos com funções técnicas ou consultivas da Companhia, criados por disposição estatutária, bem como por quem quer que, em virtude de seu cargo, função ou posição na Companhia, nos Acionistas Controladores, nas Sociedades Controladas e nas Sociedades Coligadas, tenha ou venha a ter acesso ou conhecimento de Informações Relevantes, qualquer pessoa que tenha aderido expressamente a esta Política de Negociação e as demais pessoas expressamente indicadas pelo Diretor de Relações com Investidores.
04.069.709/0001-02;2022-01-01;3;127077;BIONEXO S.A.;50864;O(s) Acionista(s) Controlador(es), direto(s) e indireto(s), os Administradores, os membros do Conselho Fiscal, quando instalado, os membros de quaisquer órgãos com funções técnicas ou consultivas da Companhia, criados por disposição estatutária, ou, ainda, os Associados com Acesso a Informação Privilegiada. ("Pessoas Vinculadas").
04.149.454/0001-80;2022-01-01;11;126912;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;50775;Essa política deverá ser compulsoriamente observada por (i) acionistas controladores (ii)administradores (iii) conselheiros fiscais (iv) integrantes dos demais órgãos com funções técnicas ou consultivas da Companhia e, ainda, (v) demais empregados e executivos do grupo, bem como prestadores de serviços com acesso a informação relevante.
04.200.649/0001-07;2022-01-01;32;122894;COMPANHIA PROVINCIA DE SECURITIZACAO;49396;Facultativo -Companhia Classificada na Categoria B.
04.423.567/0001-21;2022-01-01;17;127252;ENEVA S.A;50931;Segundo a Política de Negociação de Valores Mobiliários de Emissão da Companhia sãoconsideradas pessoas vinculadas ("Pessoas Sujeitas à Política"): (i) Companhia (ii) acionistas controladores, se houver (iii) Administradores da Companhia (membros da Diretoria Executiva e do Conselho de Administração), ou de suas Controladas (iv) Conselheiros Fiscais da Companhia ou de suas Controladas, se houver (v) integrantes de quaisquer órgãos com funções técnicas ou consultivas da Companhia (vi) todos os colaboradores (funcionários e diretores não estatutários) da Companhia ou de suas Controladas, e (vii) outras pessoas que sejam consideradas relevantes para fins da Política e que tenham assumido o dever de cumpri-la.
04.437.534/0001-30;2022-01-01;10;123339;LOCAMÉRICA RENT-A-CAR S.A.;49668;Diretores, Membros do Conselho de Administração, Membros do Conselho Fiscal (caso instalado) e membros de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, bem omo cônjuges não separados judicialmente, companheiro ou dependente, e sociedades controladas por tais pessoas.
04.752.991/0001-10;2022-01-01;9;126082;BIOMM S.A.;50660;Acionistas Controladores e as pessoas por eles indicadas para acessar Informações Relevantes, os Administradores, os membros do conselho fiscal e de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, os Funcionários que tenham acesso requente a Informações Relevantes, bem como as demais pessoas que a Companhia julgar necessário ou conveniente que assinem o termo de adesão à Política (em conjunto denominadas Pessoas Vinculadas).
04.821.041/0001-08;2022-01-01;3;122589;METALFRIO SOLUTIONS S.A.;49189;Pessoas vinculadas: acionistas controladoras, administradores, conselheiros fiscais e por qualquer membro de órgão com funções técnicas ou consultivas, criados por disposição estatutária funcionários com acesso a informação privilegiada qualquer pessoa que em virtude de seu cargo/função/posição na Companhia/sociedades controladas tenha conhecimento de informação privilegiada sobre a Companhia.
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;50887;(i) Acionistas Controladores (ii) diretores (iii) membros do conselho de administração (iv) membros do conselho fiscal (v) membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (vi) empregados da Emissora que, em virtude de seu cargo,
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;50888;(i) Acionistas Controladores (ii) diretores (iii) membros do conselho de administração (iv) membros do conselho fiscal (v) membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (vi) empregados da Companhia que, em virtude de seu cargo, função ou posição na Emissora tenham acesso a Informações Relevantes além de (viii) quem quer que, em virtude de seu cargo, função ou posição em qualquer dos Acionistas Controladores, nas Sociedades Controladas e nas Sociedades Coligadas, tenha acesso ou conhecimento de Informações Relevantes e (ix) prestadores de serviços e qualquer pessoa que tenha aderido expressamente à Política de Divulgação e de Negociação.A atual Política de Negociação de Valores Mobiliários da Companhia ("Política de Negociação") foi aprovada sob a vigência da Instrução CVM nº 358, de 3 de janeiro de 2002, definindo as diretrizes para as negociações de valores mobiliários de emissão da Companhia pela própria Companhia ou po
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;50889;(i) Acionistas Controladores (ii) diretores (iii) membros do conselho de administração (iv) membros do conselho fiscal (v) membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (vi) empregados da Emissora que, em virtude de seu cargo,
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;50890;(i) Acionistas Controladores (ii) diretores (iii) membros do conselho de administração (iv) membros do conselho fiscal (v) membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (vi) empregados da Emissora que, em virtude de seu cargo,
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;50891;(i) Acionistas Controladores (ii) diretores (iii) membros do conselho de administração (iv) membros do conselho fiscal (v) membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (vi) empregados da Emissora que, em virtude de seu cargo, função ou posição na Emissora tenham acesso a Informações Relevantes além de (viii) quem quer que, em virtude de seu cargo, função ou posição em qualquer dos Acionistas Controladores, nas Sociedades Controladas e nas Sociedades Coligadas, tenha acesso ou conhecimento de Informações Relevantes e (ix) prestadores de serviços e qualquer pessoa que tenha aderido expressamente à Política de Divulgação e de Negociação.
04.913.711/0001-08;2022-01-01;17;127158;BCO ESTADO DO PARA S.A.;50897;Diretores
04.913.711/0001-08;2022-01-01;17;127158;BCO ESTADO DO PARA S.A.;50897;Membros dos conselhos de administração e fiscal
04.913.711/0001-08;2022-01-01;17;127158;BCO ESTADO DO PARA S.A.;50897;Dirigentes de órgãos com funções técnicas ou consultivas
04.913.711/0001-08;2022-01-01;17;127158;BCO ESTADO DO PARA S.A.;50897;Acionistas controladores
04.972.092/0001-22;2022-01-01;1;116589;GRUPO FARTURA DE HORTIFRUT S.A.;46354;O(s) Acionista(s) Controlador(es), direto(s) e indireto(s), os Administradores, os membros do Conselho Fiscal, quando instalado, os membros de quaisquer órgãos com funções técnicas ou consultivas da Companhia, criados por disposição estatutária, ou, ainda, os Associados com Acesso à Informação Privilegiada ("Pessoas Vinculadas").
04.986.320/0001-13;2022-01-01;11;127079;SER EDUCACIONAL S.A.;50865;Nós, nossos Acionistas Controladores, diretos e indiretos, Administradores, membros do Conselho Fiscal e de quaisquer outros Órgãos com Funções Técnicas ou Consultivas, empregados e diretores que, em virtude de seu cargo ou posição, tenham acesso a qualquer Informação Privilegiada, bem como nossas Sociedades Controladas e/ou sob controle comum, seus respectivos Acionistas Controladores, cônjuges, companheiros, dependentes incluídos na declaração anual do imposto de renda, que tenham aderido expressamente à Política de Divulgação e à Política de Negociação e estejam obrigados à observância das regras nelas descritas, ou, ainda, qualquer pessoa que, nos termos da Resolução CVM nº 44/21 (a qual revogou a ICVM 358/02), mesmo não tendo aderido à nossa Política de Divulgação, tenha conhecimento da informação relativa ao ato ou fato relevante, em virtude de seu cargo, função ou posição ocupada na CIA, seus acionistas controladores, suas controladas ou coligadas.
04.986.320/0001-13;2022-01-01;11;127079;SER EDUCACIONAL S.A.;50865;Serão ainda consideradas Pessoas Vinculadas quaisquer outras pessoas que, a critério da Companhia, tenham conhecimento de Fatos Relevantes em virtude do cargo, posição ou função na Companhia, em Sociedades Controladas ou Sociedades Coligadas
05.197.443/0001-38;2022-01-01;15;124430;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;50027;Os acionistas controladores da Companhia (ou acionista detentor de menos de 50% do capital social que exerça o poder de controle, assim como grupo de acionistas que não seja signatário de acordo de votos e que não esteja sob controle comum e nem atue representando um interesse comum, que exerçam o poder de controle, ou acionista ou grupo de acionistas que não exerça poder de controle, mas que indique membro do Conselho de Administração ou membro do Conselho Fiscal), seus diretores, membros do Conselho de Administração, do Conselho Fiscal e de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e funcionários, sociedades controladas e/ou sob controle comum e seus respectivos acionistas controladores, membros da administração e de órgãos com funções técnicas ou consultivas, prestadores de serviços e outros profissionais da Companhia que tenham acesso a informações relevantes, assim como outros que a Companhia considere necessário.
05.303.439/0001-07;2022-01-01;4;125950;UNIGEL PARTICIPAÇÕES S.A.;50598;Acionista(s), Controlador(es), Administradores, Membros do conselho fiscal, quando instalado, Membros de órgãos da Companhia com funções técnicas ou consultivas, (i) quem quer que, em virtude de seu cargo ou posição na Companhia, seus controladores, controladas ou coligadas, possa vir a ter conhecimento de informação relativa a Ato ou Fato Relevante, incluindo os colaboradores, e (ii) e quaisquer terceiros, que possam vir a ter conhecimento de informação relativa a Ato ou Fato Relevante, ("Associados com Acesso a Informação Privilegiada"), sendo todas em conjunto consideradas "Pessoas Vinculadas", e quem mantenha com as Pessoas Vinculadas os seguintes vínculos: (i) cônjuge, de quem não esteja separado judicialmente (ii) companheiro(a) (iii) qualquer dependente incluído na declaração anual do imposto de renda da pessoa física (iv) filhos, irmãos (parentes de 1º grau) e (v) sociedades direta ou indiretamente controladas pelas Pessoas Vinculadas são consideradas "Pessoas Ligadas".
05.347.060/0001-07;2022-01-01;2;121626;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;48900;O acionista controlador, os administradores, os conselheiros fiscais, os membros de quaisquer órgãos da Companhia com funções técnicas ou consultivas, criados por disposição estatutária, ou, ainda, os empregados e demais colaboradores da Companhia, do acionista controlador ou das sociedades controladas ou coligadas que, em decorrência de seu cargo, função ou posição na Companhia, no acionista controlador ou nas sociedades controladas ou coligadas, possam ter conhecimento ou acesso a qualquer informação privilegiada ("Pessoas Vinculadas").
05.878.397/0001-32;2022-01-01;14;127027;ALLOS S.A.;50837;As pessoas vinculadas à Política de Divulgação de Informações Relevantes e, Preservação de Sigilo e Negociação da Aliansce Sonae Shopping Centers S.A. ("Política de Divulgação e Negociação" e "Companhia", respectivamente) são a Companhia, seus acionistas controladores, diretos e indiretos, diretores, membros do Conselho de Administração, do conselho fiscal e de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e funcionários, sociedades controladas e/ou sob controle comum e respectivos acionistas controladores, membros da administração e de órgãos com funções técnicas ou consultivas, prestadores de serviços e outros profissionais, inclusive terceiros contratados, que tenham aderido expressamente à Política de Divulgação e Negociação e estejam obrigados à observância das regras nela descritas ("Pessoas Vinculadas").
05.917.486/0001-40;2022-01-01;10;126930;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;50783;São as pessoas indicadas no artigo 13 da Instrução CVM 358, incluindo a Companhia, os Acionistas Controladores, Diretores, Membros do Conselho de Administração, Membros do Conselho Fiscal, Empregados com acesso a Informações Privilegiadas e, também, membros de quaisquer Comitês, incluindo quaisquer observadores nomeados, ou outros órgãos estatutários da Companhia que possam ser criados com funções técnicas ou consultivas e, também, qualquer pessoa que, devido ao seu cargo ou posição na Companhia ou em suas subsidiárias, tiver aderido expressamente ao Termo de Adesão e possa ter conhecimento de Informação Privilegiada sobre a Companhia.
06.047.087/0001-39;2022-01-01;8;125825;REDE D'OR SÃO LUIZ S.A.;50541;Os acionistas controladores da Companhia, seus diretores, membros do conselho deadministração, do conselho fiscal, do comitê de auditoria e de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária (ainda que não seja administrador), gerentes e funcionários, sociedades controladas e/ou sob controle comum e seus respectivos membros da administração e de órgãos com funções técnicas ou consultivas, prestadores de serviços e outros profissionais da Companhia que tenham acesso a Informações Relevantes, em especial àqueles que tenham relação comercial, profissional ou de confiança com a Companhia (tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição administração).
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;49758;Acionistas Controladores Administradores Conselheiros Fiscais, Ex-Administradores, Membros de quaisquer órgãos com funções técnicas ou consultivas da Companhia Qualquer pessoa que venha a ser indicada pelo Diretor de RI como Pessoa Obrigada, Empregados da Cia. que tenham acesso permanente ou eventual a Informações Privilegiadas, Terceiros contratados pela Cia. que, em relação às atividades performadas à Cia., tenham acesso permanente ou eventual a Informações Privilegiadas.Qualquer pessoa que, em virtude de seu cargo, função ou posição na Cia., nas Sociedades Controladoras, nas Sociedades Controladas e nas Sociedades Coligadas, que tenham (i) aderido expressamente a Política de Negociação e estejam obrigados à observância das regras ali descritas e (ii) acesso permanente ou eventual a Informações Privilegiadas, bem como outros que a Cia. considere necessário ou conveniente, e que venham a ser indicadas como pessoas obrigadas
06.164.253/0001-87;2022-01-01;17;127271;GOL LINHAS AEREAS INTELIGENTES S.A.;50933;Administradores, Acionistas Controladores, Conselheiros Fiscais e integrantes dos demais órgãos com Funções Técnicas e Consultivas. Estão também vinculados os empregados e executivos com acesso a informações relevantes e por quem quer que, em virtude de seu cargo, função ou posição, tenham conhecimento de informação relativa a ato ou fato relevante sobre nós.
06.272.793/0001-84;2022-01-01;5;125915;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;50582;Em relação à Companhia, estão vinculados seus: (i) acionistas controladores (ii) diretores (iii) membros do conselho de administração (iv) membros do conselho fiscal (v) membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (vi) empregados da Companhia que, em virtude de seu cargo, função ou posição na Companhia tenham acesso a informações relevantes além de (vii) quem quer que, em virtude de seu cargo, função ou posição em qualquer dos acionistas controladores, nas sociedades controladas e nas sociedades coligadas, tenha acesso ou conhecimento de informações relevantes e (viii) prestadores de serviços e qualquer pessoa que tenha aderido expressamente à Política de Divulgação e de Negociação.A atual Política de Negociação de Valores Mobiliários da Companhia ("Política de Negociação") foi aprovada sob a vigência da Instrução CVM nº 358, de 3 de janeiro de 2002, definindo as diretrizes para as negociações de valores mobiliários.
06.626.253/0001-51;2022-01-01;12;126730;EMPREENDIMENTOS PAGUE MENOS S.A.;50753;Os Acionistas Controladores, diretos e indiretos os Diretores os membros do Conselho Fiscal, titulares e suplentes, caso este seja instalado, e de quaisquer órgãos, criados por disposição estatutária ou regimental, com funções técnicas ou consultivas da Companhia nossos empregados, executivos, colaboradores e terceiros contratados independentemente de seu cargo, função ou posição, que, em razão de seu cargo, função ou posição na Companhia, ou em nossas sociedades controladas ou sociedades coligadas, tenham conhecimento de informação relativa a ato ou fato relevante ou de qualquer informação privilegiada. ("Pessoas Sujeitas à Política"). Também são Pessoas Sujeitas à Política os membros do Conselho de Administração da Diretoria do Conselho Fiscal e de quaisquer órgãos, com funções técnicas ou consultivas, de sociedades coligadas e de sociedades controladas pela Companhia, bem como seus respectivos empregados, executivos e colaboradores.
06.977.745/0001-91;2022-01-01;6;123150;BR MALLS PARTICIPACOES S.A.;49553;Consideram-se pessoas vinculadas, na forma da Política de Negociação e Divulgação, conforme aplicável: acionistas controladores, administradores, membros do conselho fiscal (se instalado), integrantes dos demais órgãos com funções técnicas ou consultivas, e qualquer outra pessoa que, em virtude de seu cargo, função ou posição tenha conhecimento de informação privilegiada.
06.977.751/0001-49;2022-01-01;15;127086;BR PROPERTIES S.A.;50868;Pessoas vinculadas - A Esta Política de Negociação de Valores Mobiliários aplica-se à Companhia, seus Controladores, Administradores, Conselheiros Fiscais, membros de quaisquer Órgãos com Funções Técnicas ou Consultivas criados por disposição estatutária, as Controladas e Coligadas da Companhia, e, conforme identificação realizada pelo Diretor de Relações com Investidores, quem quer que, em virtude de seu cargo, função ou posição no Controlador, nas Controladas ou nas Coligadas, tenha ou possa vir a ter acesso a Ato ou Fato Relevante, incluindo empregados, colaboradores ou outros acionistas da Companhia, bem como terceiros que, em razão de relação comercial, profissional ou de confiança com a Companhia, tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição.
06.981.381/0001-13;2022-03-31;2;118181;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;47682;Significa, em relação à Companhia, seus: (i) Acionistas Controladores (ii) Administradores (iii) membros do Conselho de Administração (iv) membros do Conselho Fiscal (v) membros de quaisquer Órgãos com Funções Técnicas ou Consultivas, instituídos por disposição estatutária ou legal (vi) empregados que, em virtude de seu cargo, função ou posição, ou circunstancialmente, tenham acesso a informações relativas a Atos ou Fatos Relevantes e (vii) quem quer que, em virtude de seu cargo, função ou posição nos Acionistas Controladores, nas Sociedades Controladas e nas Sociedades Coligadas, tenha acesso ou conhecimento de informações relativas a Atos ou Fatos Relevantes.
07.040.108/0001-57;2022-01-01;13;125585;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;50445;A Companhia, os Administradores, os Conselheiros Fiscais, os Funcionários com Acesso à Informação Privilegiada, o Acionista Controlador, as Sociedades Controladas e as pessoas que, em virtude de seu cargo, função ou posição no Acionista Controlador ou nas Sociedades Controladas, possam ter conhecimento de Informação Privilegiada sobre a Companhia e que tenham firmado Termo de Adesão previsto na Política de Negociação de Valores Mobiliários.
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;50525;Corresponde às pessoas que mantenham os vínculos indicados a seguir com Diretores, membros do Conselho de Administração, membros do Conselho Fiscal e membros dos órgãos com funções técnicas ou consultivas da Enel Brasil ou de suas Controladas: (i) o cônjuge, de quem não se esteja separado judicialmente, (ii) o (a) companheiro(a) (iii) qualquer dependente incluído na declaração anual do imposto sobre a renda do Administrador, Conselheiro Fiscal ou membro dos órgãos com funções técnicas ou consultivas, ou de seu cônjuge ou companheiro e (iv) as sociedades controladas direta ou indiretamente, seja pelos Administradores, Conselheiros Fiscais ou membros dos órgãos com funções técnicas ou consultivas, seja pelas Pessoas Ligadas.
07.206.816/0001-15;2022-01-01;2;119883;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;48132;Administradores ou controladores da Companhia ou do Acionista Vendedor Administradores ou controladores de quaisquer das Instituições Participantes da Oferta ou de quaisquer dos Agentes de Colocação Internacional Outras pessoas vinculadas a oferta Cônjuges, companheiros, ascendentes, descendentes ou colaterais até o segundo grau de qualquer uma das pessoas referidas nos itens anteriores
07.253.321/0001-47;2022-01-01;1;116818;CARBOMIL SA MINER. E INDUSTRIA;46468;DIRETOR DE RELAÇÕES COM INVESTIDORES
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;50595;O acionista controlador, os administradores, os conselheiros fiscais, os membros de quaisquer órgãos da Companhia com funções técnicas ou consultivas, criados por disposição estatutária, ou, ainda, os empregados e demais colaboradores da Companhia, do acionista controlador ou das sociedades controladas ou coligadas que, em decorrência de seu cargo, função ou posição na Companhia, no acionista controlador ou nas sociedades controladas ou coligadas, possam ter conhecimento ou acesso a qualquer informação privilegiada ("Pessoas Vinculadas").
