CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Tipo_Obrigacao;Tipo_Garantia;Descricao_Outras_Garantias;Divida_Inferior_1_Ano;Divida_1a3Anos;Divida_3a5Anos;Divida_Superior_5Anos;Divida_Total;Observacao
06.981.381/0001-13;2022-03-31;2;118181;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;Empréstimo;Garantia Real;;29400000.00;22029000.00;0.00;0.00;51429000.00;As informações referem-se aos: (i) empréstimos considerando as rubricas de empréstimos e financiamentos, e (ii) títulos de dívida, considerando obrigações com arrendamento, das demonstrações financeiras consolidadas da Companhia referentes ao exercício findo em 31 de março de 2021. Critérios utilizados pela Companhia: Passivo Circulante e Não Circulante.
06.981.381/0001-13;2022-03-31;2;118181;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;Títulos de dívida;Quirografárias;;6702000.00;25640000.00;0.00;0.00;32342000.00;As informações referem-se aos: (i) empréstimos considerando as rubricas de empréstimos e financiamentos, e (ii) títulos de dívida, considerando obrigações com arrendamento, das demonstrações financeiras consolidadas da Companhia referentes ao exercício findo em 31 de março de 2021. Critérios utilizados pela Companhia: Passivo Circulante e Não Circulante.
07.040.108/0001-57;2022-01-01;13;125585;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;2021-01-01;2021-12-31;Financiamento;Garantia Real;;63844264.77;104078565.58;94892142.84;163213188.33;426028161.52;
07.040.108/0001-57;2022-01-01;13;125585;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;2021-01-01;2021-12-31;Financiamento;Quirografárias;;15700910.61;63972017.99;283141990.13;456129680.82;818944599.55;
07.043.628/0001-13;2022-01-01;4;125946;CLARO TELECOM PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;0.00;8329385475.68;22666435877.21;5293825045.85;36289646398.74;
07.043.628/0001-13;2022-01-01;4;125946;CLARO TELECOM PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;5857461895.25;0.00;0.00;0.00;5857461895.25;
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;0.00;15494462.54;0.00;0.00;15494462.54;As informações acima referem-se às informações contábeis da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e debêntures. A separação dos valores das obrigações da Companhia em função das garantias atreladas utilizou as categorias garantia real, garantia flutuante e quirografária, bem como outro tipo de garantia ou privilégio: Quirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora, bem como os demais passivos sem garantia específica. Garantias Reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotas Garantias Flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia não possui obrigações com esta categoria de garantias.
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;342116505.26;1069270759.29;500187310.16;288769.83;1911863344.54;As informações acima referem-se às informações contábeis da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e debêntures. A separação dos valores das obrigações da Companhia em função das garantias atreladas utilizou as categorias garantia real, garantia flutuante e quirografária, bem como outro tipo de garantia ou privilégio: Quirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora, bem como os demais passivos sem garantia específica. Garantias Reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotas Garantias Flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia não possui obrigações com esta categoria de garantias.
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;2021-01-01;2021-12-31;Financiamento;Garantia Real;;54949256.44;100320743.28;96913128.00;64608752.00;316791879.72;As informações acima referem-se às informações contábeis da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e debêntures. A separação dos valores das obrigações da Companhia em função das garantias atreladas utilizou as categorias garantia real, garantia flutuante e quirografária, bem como outro tipo de garantia ou privilégio: Quirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora, bem como os demais passivos sem garantia específica. Garantias Reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotas Garantias Flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia não possui obrigações com esta categoria de garantias.
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;348258766.89;948409931.66;134213095.16;0.00;1430881793.71;As informações acima referem-se às informações contábeis da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e debêntures. A separação dos valores das obrigações da Companhia em função das garantias atreladas utilizou as categorias garantia real, garantia flutuante e quirografária, bem como outro tipo de garantia ou privilégio: Quirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora, bem como os demais passivos sem garantia específica. Garantias Reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotas Garantias Flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia não possui obrigações com esta categoria de garantias.
07.206.816/0001-15;2022-01-01;2;119883;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;2021-12-31;Financiamento;Garantia Real;;44695771.86;28587637.01;9708210.63;0.00;82991619.50;
07.206.816/0001-15;2022-01-01;2;119883;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;2021-12-31;Financiamento;Quirografárias;;71329979.59;828487678.75;323096325.31;461693522.65;1684607506.30;
07.206.816/0001-15;2022-01-01;2;119883;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;0.00;115444521.99;21594198.36;2089410.46;139128130.81;
07.206.816/0001-15;2022-01-01;2;119883;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;1213121139.75;118529753.75;60791958.02;325634668.07;1718077519.59;
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;1296158000.00;359145000.00;495538000.00;504813.00;2151345813.00;Dívidas Subordinadas Elegíveis a Capital / Instrumento de Dívida Elegíveis a Capital
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;6694000.00;0.00;0.00;0.00;6694000.00;Dívidas Subordinadas Elegíveis a Capital / Instrumento de Dívida Elegíveis a Capital
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;0.00;0.00;0.00;4133364000.00;4133364000.00;Dívidas Subordinadas Elegíveis a Capital / Instrumento de Dívida Elegíveis a Capital
07.253.321/0001-47;2022-01-01;1;116818;CARBOMIL SA MINER. E INDUSTRIA;2021-01-01;2021-12-31;Financiamento;Garantia Flutuante;;0.00;0.00;0.00;7770553.47;7770553.47;
07.275.159/0001-68;2022-01-01;1;114741;PETROLEO LUB DO NORDESTE SA;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;0.00;0.00;0.00;2320050.23;2320050.23;
07.282.377/0001-20;2022-01-01;3;123105;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;275329235.84;408084433.76;1978536.30;3085863.19;688478069.09;
07.282.377/0001-20;2022-01-01;3;123105;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;2021-12-31;Financiamento;Garantia Real;;8463034.10;21695412.46;21695412.46;86781649.85;138635508.87;
07.282.377/0001-20;2022-01-01;3;123105;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;107127472.48;105567920.98;87241600.43;70832641.89;370769635.78;
07.401.436/0001-31;2022-01-01;1;116630;ELDORADO BRASIL CELULOSE S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;8768645.53;1128784646.87;0.00;0.00;1137553292.40;
07.401.436/0001-31;2022-01-01;1;116630;ELDORADO BRASIL CELULOSE S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;918654772.58;3590258482.25;497525566.27;0.00;5006438821.10;
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;177804000.00;5637344000.00;0.00;0.00;5815148000.00;Critérios utilizados: (i) título de dívida: debêntures de espécie quirografária, (apenas 11ª e 12ª emissão possuem garantia flutuante) (ii) financiamento com garantia real: arrendamento financeiro a pagar e (iii) empréstimo de espécie quirografária: todas as demais obrigações perante instituições financeiras e risco sacado a pagar. Adicionalmente, os saldos apresentados na tabela acima referem-se às rubricas de empréstimos e financiamentos, debêntures, arrendamento financeiro a pagar e risco sacado a pagar (circulante e não circulante) apresentados nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2020.
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;465879000.00;282753000.00;45569000.00;17347000.00;811548000.00;Critérios utilizados: (i) título de dívida: debêntures de espécie quirografária, (apenas 11ª e 12ª emissão possuem garantia flutuante) (ii) financiamento com garantia real: arrendamento financeiro a pagar e (iii) empréstimo de espécie quirografária: todas as demais obrigações perante instituições financeiras e risco sacado a pagar. Adicionalmente, os saldos apresentados na tabela acima referem-se às rubricas de empréstimos e financiamentos, debêntures, arrendamento financeiro a pagar e risco sacado a pagar (circulante e não circulante) apresentados nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2020.
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;1522687000.00;4336293000.00;3725124000.00;1152691000.00;10736795000.00;Critérios utilizados: (i) título de dívida: debêntures de espécie quirografária, (apenas 11ª e 12ª emissão possuem garantia flutuante) (ii) financiamento com garantia real: arrendamento financeiro a pagar e (iii) empréstimo de espécie quirografária: todas as demais obrigações perante instituições financeiras e risco sacado a pagar. Adicionalmente, os saldos apresentados na tabela acima referem-se às rubricas de empréstimos e financiamentos, debêntures, arrendamento financeiro a pagar e risco sacado a pagar (circulante e não circulante) apresentados nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2020.
07.437.016/0001-05;2022-01-01;2;125663;CINESYSTEM S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;5698547.99;9625813.79;1430925.32;0.00;16755287.10;As informações prestadas neste item se referem às demonstrações financeiras consolidadas da Companhia.Para segregação de nossas obrigações (empréstimos, financiamentos e títulos de dívida) de acordo com as categorias previstas na tabela acima (garantia real, garantia flutuante, quirografários e outras garantias ou privilégios), foram levados em consideração os seguintes critérios:(i) foram consideradas dívidas com garantia real todas as dívidas garantidas por garantia real, assim entendidas a hipoteca e o penhor, dentre outras garantias reais(ii) foram consideradas dívidas quirografárias todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, assim entendidas a garantia de aval e a fiança, dentre outras garantias fidejussórias e (iii) a Companhia não possui dívidas com garantia flutuante(iv) Valores das dívidas apresentadas a valor presente e justo para empréstimos na modalidade de Fundo Setorial Audiovisua
07.437.016/0001-05;2022-01-01;2;125663;CINESYSTEM S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;7185045.08;24795863.50;36160578.19;0.00;68141486.77;As informações prestadas neste item se referem às demonstrações financeiras consolidadas da Companhia.Para segregação de nossas obrigações (empréstimos, financiamentos e títulos de dívida) de acordo com as categorias previstas na tabela acima (garantia real, garantia flutuante, quirografários e outras garantias ou privilégios), foram levados em consideração os seguintes critérios:(i) foram consideradas dívidas com garantia real todas as dívidas garantidas por garantia real, assim entendidas a hipoteca e o penhor, dentre outras garantias reais(ii) foram consideradas dívidas quirografárias todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, assim entendidas a garantia de aval e a fiança, dentre outras garantias fidejussórias e (iii) a Companhia não possui dívidas com garantia flutuante(iv) Valores das dívidas apresentadas a valor presente e justo para empréstimos na modalidade de Fundo Setorial Audiovisua
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;11476.00;25699.00;30758.00;80870.00;148803.00;
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;825741.00;1631477.00;230784.00;248162.00;2936164.00;
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;9901.00;4474.00;1180.00;0.00;15555.00;
07.587.384/0001-30;2022-01-01;1;116198;PLANETA SECURITIZADORA S.A.;2021-01-01;2021-12-31;Empréstimo;Outras garantias ou privilégios;n/a;356000.00;0.00;0.00;0.00;356000.00;
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;228143000.00;365492000.00;67840000.00;0.00;661475000.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia. Foram utilizados os seguintes critérios para a classificação das obrigações da Companhia:(i)Obrigações com garantia real: todas obrigações garantidas por algum tipo de ativo da Companhia: cessão fiduciária de recebíveis de cartão de crédito ou ativos imobilizados (equipamentos e imóveis)(ii)Obrigações quirografárias: todas obrigações que não tinham nenhum tipo de ativo da Companhia como garantia(iii)Financiamento com garantia real: referem-se principalmente a arrendamento operacional de equipamentos(iv)Financiamento com garantia quirografária: referem-se principalmente a arrendamento operacional de imóveis(v)O montante da dívida da Companhia é apresentado líquido do custo de captação, podendo em alguns casos, o custo de captação exceder o montate de obrigações de um determinado período
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;252017000.00;566351000.00;333853000.00;0.00;1152221000.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia. Foram utilizados os seguintes critérios para a classificação das obrigações da Companhia:(i)Obrigações com garantia real: todas obrigações garantidas por algum tipo de ativo da Companhia: cessão fiduciária de recebíveis de cartão de crédito ou ativos imobilizados (equipamentos e imóveis)(ii)Obrigações quirografárias: todas obrigações que não tinham nenhum tipo de ativo da Companhia como garantia(iii)Financiamento com garantia real: referem-se principalmente a arrendamento operacional de equipamentos(iv)Financiamento com garantia quirografária: referem-se principalmente a arrendamento operacional de imóveis(v)O montante da dívida da Companhia é apresentado líquido do custo de captação, podendo em alguns casos, o custo de captação exceder o montate de obrigações de um determinado período
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;63106000.00;87481000.00;14185000.00;0.00;164772000.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia. Foram utilizados os seguintes critérios para a classificação das obrigações da Companhia:(i)Obrigações com garantia real: todas obrigações garantidas por algum tipo de ativo da Companhia: cessão fiduciária de recebíveis de cartão de crédito ou ativos imobilizados (equipamentos e imóveis)(ii)Obrigações quirografárias: todas obrigações que não tinham nenhum tipo de ativo da Companhia como garantia(iii)Financiamento com garantia real: referem-se principalmente a arrendamento operacional de equipamentos(iv)Financiamento com garantia quirografária: referem-se principalmente a arrendamento operacional de imóveis(v)O montante da dívida da Companhia é apresentado líquido do custo de captação, podendo em alguns casos, o custo de captação exceder o montate de obrigações de um determinado período
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;326732000.00;655093000.00;612896000.00;1261566000.00;2856287000.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia. Foram utilizados os seguintes critérios para a classificação das obrigações da Companhia:(i)Obrigações com garantia real: todas obrigações garantidas por algum tipo de ativo da Companhia: cessão fiduciária de recebíveis de cartão de crédito ou ativos imobilizados (equipamentos e imóveis)(ii)Obrigações quirografárias: todas obrigações que não tinham nenhum tipo de ativo da Companhia como garantia(iii)Financiamento com garantia real: referem-se principalmente a arrendamento operacional de equipamentos(iv)Financiamento com garantia quirografária: referem-se principalmente a arrendamento operacional de imóveis(v)O montante da dívida da Companhia é apresentado líquido do custo de captação, podendo em alguns casos, o custo de captação exceder o montate de obrigações de um determinado período
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;6767000.00;-7466000.00;486291000.00;0.00;485592000.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia. Foram utilizados os seguintes critérios para a classificação das obrigações da Companhia:(i)Obrigações com garantia real: todas obrigações garantidas por algum tipo de ativo da Companhia: cessão fiduciária de recebíveis de cartão de crédito ou ativos imobilizados (equipamentos e imóveis)(ii)Obrigações quirografárias: todas obrigações que não tinham nenhum tipo de ativo da Companhia como garantia(iii)Financiamento com garantia real: referem-se principalmente a arrendamento operacional de equipamentos(iv)Financiamento com garantia quirografária: referem-se principalmente a arrendamento operacional de imóveis(v)O montante da dívida da Companhia é apresentado líquido do custo de captação, podendo em alguns casos, o custo de captação exceder o montate de obrigações de um determinado período
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;1792000.00;240352000.00;347864000.00;701198000.00;1291206000.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia. Foram utilizados os seguintes critérios para a classificação das obrigações da Companhia:(i)Obrigações com garantia real: todas obrigações garantidas por algum tipo de ativo da Companhia: cessão fiduciária de recebíveis de cartão de crédito ou ativos imobilizados (equipamentos e imóveis)(ii)Obrigações quirografárias: todas obrigações que não tinham nenhum tipo de ativo da Companhia como garantia(iii)Financiamento com garantia real: referem-se principalmente a arrendamento operacional de equipamentos(iv)Financiamento com garantia quirografária: referem-se principalmente a arrendamento operacional de imóveis(v)O montante da dívida da Companhia é apresentado líquido do custo de captação, podendo em alguns casos, o custo de captação exceder o montate de obrigações de um determinado período
07.628.528/0001-59;2022-06-30;5;121281;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2020-07-01;2021-06-30;Financiamento;Garantia Real;;287444946.84;75114210.52;14375673.11;242734543.16;619669373.63;
07.628.528/0001-59;2022-06-30;5;121281;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2020-07-01;2021-06-30;Financiamento;Quirografárias;;34602133.95;2773556.47;2074520.40;4063161.40;43513372.22;
07.636.657/0001-99;2022-01-01;6;123781;AÇO VERDE DO BRASIL S.A;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;63884000.00;100050000.00;19167000.00;0.00;183101000.00;Observação: As informações desta tabela se baseiam nas demonstrações financeiras da Companhia, notadamente nas rubricas: empréstimos e financiamentos registrados no curto e longo prazo relativas ao exercício social encerrado em 31 de dezembro de 2021 (preparada em IFRS). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia. Na seção relativa a financiamentos foram considerados os créditos que possuem exigência de comprovação da destinação dos recursos, e na seção relativa a empréstimos foram considerados os créditos em que não há exigência de comprovação sobre como os recursos foram utilizados.
07.636.657/0001-99;2022-01-01;6;123781;AÇO VERDE DO BRASIL S.A;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;35881000.00;92424000.00;0.00;0.00;128305000.00;Observação: As informações desta tabela se baseiam nas demonstrações financeiras da Companhia, notadamente nas rubricas: empréstimos e financiamentos registrados no curto e longo prazo relativas ao exercício social encerrado em 31 de dezembro de 2021 (preparada em IFRS). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia. Na seção relativa a financiamentos foram considerados os créditos que possuem exigência de comprovação da destinação dos recursos, e na seção relativa a empréstimos foram considerados os créditos em que não há exigência de comprovação sobre como os recursos foram utilizados.
07.636.657/0001-99;2022-01-01;6;123781;AÇO VERDE DO BRASIL S.A;2021-01-01;2021-12-31;Financiamento;Garantia Real;;64503000.00;251202000.00;51885000.00;1133000.00;368723000.00;Observação: As informações desta tabela se baseiam nas demonstrações financeiras da Companhia, notadamente nas rubricas: empréstimos e financiamentos registrados no curto e longo prazo relativas ao exercício social encerrado em 31 de dezembro de 2021 (preparada em IFRS). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia. Na seção relativa a financiamentos foram considerados os créditos que possuem exigência de comprovação da destinação dos recursos, e na seção relativa a empréstimos foram considerados os créditos em que não há exigência de comprovação sobre como os recursos foram utilizados.
07.636.657/0001-99;2022-01-01;6;123781;AÇO VERDE DO BRASIL S.A;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;26974000.00;95397000.00;32604000.00;89915000.00;244890000.00;Observação: As informações desta tabela se baseiam nas demonstrações financeiras da Companhia, notadamente nas rubricas: empréstimos e financiamentos registrados no curto e longo prazo relativas ao exercício social encerrado em 31 de dezembro de 2021 (preparada em IFRS). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia. Na seção relativa a financiamentos foram considerados os créditos que possuem exigência de comprovação da destinação dos recursos, e na seção relativa a empréstimos foram considerados os créditos em que não há exigência de comprovação sobre como os recursos foram utilizados.
07.689.002/0001-89;2022-01-01;10;126246;EMBRAER S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;7369329.00;1674150000.00;0.00;0.00;1681519329.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia, incluindo os ativos e passivos mantidos para venda.Para segregação de nossas obrigações (empréstimos e financiamentos) de acordo com as categorias previstas na tabela acima (dívidas com garantia real, dívidas com garantia flutuante e dívidas quirografárias), levamos em consideração o seguinte critério: (i) foram consideradas dívidas com garantia real: todas as dívidas garantidas por nossos ativos fixos, tais como equipamento, imóveis e alienações fiduciárias de bens, etc. e (ii) foram consideradas dívidas quirografárias: todas as dívidas sem garantia real ou flutuante, independente do fato de possuírem garantia fidejussória.
07.689.002/0001-89;2022-01-01;10;126246;EMBRAER S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;1006444818.00;331374309.00;90670623.00;746220580.00;2174710330.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia, incluindo os ativos e passivos mantidos para venda.Para segregação de nossas obrigações (empréstimos e financiamentos) de acordo com as categorias previstas na tabela acima (dívidas com garantia real, dívidas com garantia flutuante e dívidas quirografárias), levamos em consideração o seguinte critério: (i) foram consideradas dívidas com garantia real: todas as dívidas garantidas por nossos ativos fixos, tais como equipamento, imóveis e alienações fiduciárias de bens, etc. e (ii) foram consideradas dívidas quirografárias: todas as dívidas sem garantia real ou flutuante, independente do fato de possuírem garantia fidejussória.
07.689.002/0001-89;2022-01-01;10;126246;EMBRAER S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;47837351.00;32961623.00;0.00;2700000.00;83498974.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia, incluindo os ativos e passivos mantidos para venda.Para segregação de nossas obrigações (empréstimos e financiamentos) de acordo com as categorias previstas na tabela acima (dívidas com garantia real, dívidas com garantia flutuante e dívidas quirografárias), levamos em consideração o seguinte critério: (i) foram consideradas dívidas com garantia real: todas as dívidas garantidas por nossos ativos fixos, tais como equipamento, imóveis e alienações fiduciárias de bens, etc. e (ii) foram consideradas dívidas quirografárias: todas as dívidas sem garantia real ou flutuante, independente do fato de possuírem garantia fidejussória.
07.689.002/0001-89;2022-01-01;10;126246;EMBRAER S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;2144534104.00;2394390345.00;5553132479.00;8442088115.00;18534145043.00;As informações referem-se às demonstrações financeiras consolidadas da Companhia, incluindo os ativos e passivos mantidos para venda.Para segregação de nossas obrigações (empréstimos e financiamentos) de acordo com as categorias previstas na tabela acima (dívidas com garantia real, dívidas com garantia flutuante e dívidas quirografárias), levamos em consideração o seguinte critério: (i) foram consideradas dívidas com garantia real: todas as dívidas garantidas por nossos ativos fixos, tais como equipamento, imóveis e alienações fiduciárias de bens, etc. e (ii) foram consideradas dívidas quirografárias: todas as dívidas sem garantia real ou flutuante, independente do fato de possuírem garantia fidejussória.
07.704.246/0001-93;2022-01-01;2;126093;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;256000.00;10781000.00;0.00;21786000.00;32823000.00;
07.718.269/0001-57;2022-01-01;7;130713;SPRINGS GLOBAL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;66819000.00;273132000.00;0.00;0.00;339951000.00;
07.718.269/0001-57;2022-01-01;7;130713;SPRINGS GLOBAL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;367071000.00;135067000.00;5207000.00;0.00;507345000.00;
07.718.269/0001-57;2022-01-01;7;130713;SPRINGS GLOBAL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;15000.00;6000.00;0.00;0.00;21000.00;
07.718.269/0001-57;2022-01-01;7;130713;SPRINGS GLOBAL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;23544000.00;31466000.00;31466000.00;72120000.00;158596000.00;
07.802.794/0001-56;2022-01-01;7;126963;ESSENTIA PCHS S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;149723.00;291122.00;330869.00;466567.00;1238281.00;As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2021 (preparada em IFRS). O montante total indicado corresponde à soma dos valores de: (i) passivos com instituições financeiras (ii) passivos com clientes (iii) títulos emitidos e (iv) empréstimos e repasses. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
07.816.890/0001-53;2022-01-01;6;126119;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;12505000.00;-1434000.00;348799000.00;99809000.00;459679000.00;Nossas dívidas, compostas por empréstimos e financiamentos, obrigações por aquisição de bens e debêntures, foram segregadas de acordo com as categorias previstas na tabela acima (dívidas com garantia real e dívidas quirografárias), de acordo com os seguintes critérios: (i) foram consideradas dívidas com garantia real todas as nossas dívidas garantidas por hipoteca, alienação fiduciária de imóveis e cessão fiduciária de recebíveis, dentre outras garantias reais (ii) foram consideradas dívidas quirografárias todas as nossas dívidas que não possuem garantia ou que possuem exclusivamente garantia fidejussória, assim entendidas a garantia de aval, a nota promissória e a fiança, dentre outras garantias fidejussórias e (iii) não possuímos dívidas com garantia flutuante. As informações acima se referem às demonstrações financeiras Consolidadas da Companhia.
