CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
02.397.080/0001-96;2022-01-01;6;124018;ITAPEBI GERACAO DE ENERGIA S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;5.00;0.00;0.00;0.00;0.00;
02.397.080/0001-96;2022-01-01;6;124018;ITAPEBI GERACAO DE ENERGIA S.A.;2019-01-01;2019-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;
02.397.080/0001-96;2022-01-01;6;124018;ITAPEBI GERACAO DE ENERGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;0.00;0.00;0.00;0.00;
02.397.080/0001-96;2022-01-01;6;124018;ITAPEBI GERACAO DE ENERGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;
02.397.080/0001-96;2022-01-01;6;124018;ITAPEBI GERACAO DE ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.33;0.00;0.00;0.00;0.00;
02.397.080/0001-96;2022-01-01;6;124018;ITAPEBI GERACAO DE ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.50;0.00;0.00;0.00;0.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2019-01-01;2019-12-31;Conselho Fiscal;3.00;3.00;168000.00;42000.00;126350.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2019-01-01;2019-12-31;Conselho de Administração;9.90;4.30;936000.00;75000.00;361630.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;6.40;6.40;7253890.00;1205142.00;3217533.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;168000.00;168000.00;168000.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.00;4.80;1415000.00;589194.00;872672.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.70;7.70;16140159.00;2036931.00;5683931.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;180800.00;42000.00;172578.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2020-01-01;2020-12-31;Conselho de Administração;10.00;4.00;1236000.00;624000.00;794033.00;
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;7.00;8782686.00;2633852.00;4522784.00;
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;2.33;161699.00;74582.00;169001.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 12 meses de exercício da função para o Conselho de Administração, para o Conselho Fiscal, e para a Diretoria Estatutária.Valor da menor remuneração anual corresponde a 12 meses de exercício da função no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membro ativo por 8 meses no órgão Conselho de Administração.Valor da menor remuneração individual considera membro ativo por 4 meses no órgão Conselho Fiscal.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;2.67;403678.00;157433.00;377996.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 12 meses de exercício da função para o Conselho de Administração, para o Conselho Fiscal, e para a Diretoria Estatutária.Valor da menor remuneração anual corresponde a 12 meses de exercício da função no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membro ativo por 8 meses no órgão Conselho de Administração.Valor da menor remuneração individual considera membro ativo por 4 meses no órgão Conselho Fiscal.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;6.00;8645416.00;194837.00;3807186.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 12 meses de exercício da função para o Conselho de Administração, para o Conselho Fiscal, e para a Diretoria Estatutária.Valor da menor remuneração anual corresponde a 12 meses de exercício da função no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membro ativo por 8 meses no órgão Conselho de Administração.Valor da menor remuneração individual considera membro ativo por 4 meses no órgão Conselho Fiscal.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;1.58;222000.00;20000.00;182000.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 12 meses de exercício da função para o Conselho de Administração, para o Conselho Fiscal, e para a Diretoria Estatutária.Valor da menor remuneração anual corresponde a 12 meses de exercício da função no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membro ativo por 5 meses no órgão Conselho Fiscal.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.00;8.17;8655000.00;173000.00;3528000.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 12 meses de exercício da função para o Conselho de Administração, para o Conselho Fiscal, e para a Diretoria Estatutária.Valor da menor remuneração anual corresponde a 12 meses de exercício da função no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membro ativo por 5 meses no órgão Conselho Fiscal.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2019-01-01;2019-12-31;Conselho de Administração;8.33;2.50;310000.00;166000.00;256000.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 9 meses de exercício da função para o Conselho de Administração, 10 meses para o Conselho Fiscal, e 12 meses para a Diretoria Estatutária.Valor da menor remuneração anual considera apenas os membros que exerceram a função durante 12 meses no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membros ativos por menos de 12 meses no órgão Conselho de Administração e Conselho Fiscal, pois não houve membros na condição de 12 meses.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;9.33;6.75;8484000.00;419000.00;4922000.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 9 meses de exercício da função para o Conselho de Administração, 10 meses para o Conselho Fiscal, e 12 meses para a Diretoria Estatutária.Valor da menor remuneração anual considera apenas os membros que exerceram a função durante 12 meses no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membros ativos por menos de 12 meses no órgão Conselho de Administração e Conselho Fiscal, pois não houve membros na condição de 12 meses.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2019-01-01;2019-12-31;Conselho Fiscal;3.00;2.00;152000.00;67000.00;111000.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 9 meses de exercício da função para o Conselho de Administração, 10 meses para o Conselho Fiscal, e 12 meses para a Diretoria Estatutária.Valor da menor remuneração anual considera apenas os membros que exerceram a função durante 12 meses no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membros ativos por menos de 12 meses no órgão Conselho de Administração e Conselho Fiscal, pois não houve membros na condição de 12 meses.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;3.00;329000.00;196000.00;285000.00;Os valores informados neste item correspondem a todas as parcelas de remuneração apresentadas no item 13.2, incluindo encargos.Valor da maior remuneração anual corresponde a 12 meses de exercício da função para o Conselho de Administração, para o Conselho Fiscal, e para a Diretoria Estatutária.Valor da menor remuneração anual corresponde a 12 meses de exercício da função no órgão Diretoria Estatutária.Valor da menor remuneração individual considera membro ativo por 5 meses no órgão Conselho Fiscal.Ressalta-se que parte dos diretores da Companhia recebem remuneração por sociedades controladas, portanto o valor da menor remuneração apresentada não considera os montantes divulgados no item 13.15 deste Formulário de Referência.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.33;5.33;146751.80;146751.80;119310.42;Conforme Ofício Circular/CVM/SEP n° 01/2021, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item. O valor médio da remuneração no Conselho Fiscal em 2020 inferior à menor remuneração é decorrente do início do pagamento aos membros suplentes no meio do exercício, onde se definiu remuneração de 50% do valor atribuído mensalmente ao titular.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;7.00;2361439.08;968711.77;1243682.93;Conforme Ofício Circular/CVM/SEP n° 01/2021, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item. Os membros da Diretoria e dos Conselhos identificados com a maior e menor remuneração exerceram o cargo durante todo o exercício apurado.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;16.58;14.42;2193509.56;138587.02;379839.27;Conforme Ofício Circular/CVM/SEP n° 01/2021, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item. Os membros da Diretoria e dos Conselhos identificados com a maior e menor remuneração exerceram o cargo durante todo o exercício apurado.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;17.67;14.67;2080483.95;147202.90;348075.20;Conforme Ofício Circular/Anual-2022-CVM/SEP, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item. Os membros da Diretoria Executiva e dos Conselhos identificados com a maior e menor remuneração exerceram o cargo durante todo o exercício apurado.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.00;8.00;3371882.49;846301.93;2214118.93;Conforme Ofício Circular/Anual-2022-CVM/SEP, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item. Os membros da Diretoria Executiva e dos Conselhos identificados com a maior e menor remuneração exerceram o cargo durante todo o exercício apurado.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;6.00;151343.96;75671.98;122670.67;Conforme Ofício Circular/Anual-2022-CVM/SEP, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2019-01-01;2019-12-31;Conselho Fiscal;3.00;3.00;156713.06;156713.06;156713.06;Conforme Ofício Circular/CVM/SEP n° 01/2021, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;6.67;6.08;2535148.05;914262.94;1659026.21;Conforme Ofício Circular/CVM/SEP n° 01/2021, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item. Os membros da Diretoria e dos Conselhos identificados com a maior e menor remuneração exerceram o cargo durante todo o exercício apurado.
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;2019-01-01;2019-12-31;Conselho de Administração;15.75;11.92;2090450.34;138587.02;469685.49;Conforme Ofício Circular/CVM/SEP n° 01/2021, os encargos sociais de ônus do empregador não estão abrangidos pelo "benefício de qualquer natureza", não integrando os montantes de remuneração global ou individual nas tabelas de remuneração deste item. Os membros da Diretoria e dos Conselhos identificados com a maior e menor remuneração exerceram o cargo durante todo o exercício apurado.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2019-01-01;2019-12-31;Conselho de Administração;12.25;10.00;508496.44;454014.72;463186.46;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses. 2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses. 3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;271226.94;271226.94;271226.94;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses. 2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses. 3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;12686844.26;3200997.35;7071036.05;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses. 2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses. 3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2020-01-01;2020-12-31;Conselho de Administração;12.00;10.00;525396.24;469103.93;487263.59;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses.2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;281304.08;281304.08;281304.08;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses. 2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses. 3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2019-01-01;2019-12-31;Conselho Fiscal;3.00;3.00;261792.76;261792.76;261792.76;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses. 2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses. 3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;14340962.04;3116315.75;8358002.51;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses. 2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses. 3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2021-01-01;2021-12-31;Conselho de Administração;12.00;10.00;546394.21;487852.02;505414.68;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses. 2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses. 3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;2019-01-01;2019-12-31;Diretoria Estatutária;3.00;3.00;10823903.40;2906913.41;6386375.56;1 - O valor da maior remuneração anual individual em cada órgão considerou o exercício da função pelo período de 12 meses. 2- O valor da menor remuneração anual individual foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses. 3 - O valor médio da remuneração anual individual foi apurado considerando a divisão do valor total da remuneração anual de cada órgão pelo número de membros remunerados.
02.591.787/0001-39;2022-01-01;2;122861;CAPITALPART PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;
02.591.787/0001-39;2022-01-01;2;122861;CAPITALPART PARTICIPACOES S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;
02.591.787/0001-39;2022-01-01;2;122861;CAPITALPART PARTICIPACOES S.A.;2019-01-01;2019-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;
02.591.787/0001-39;2022-01-01;2;122861;CAPITALPART PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;Todos os administradores da Companhia renunciaram à remuneração a que tinham direito.
02.591.787/0001-39;2022-01-01;2;122861;CAPITALPART PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;Todos os administradores da Companhia renunciaram à remuneração a que tinham direito.
02.591.787/0001-39;2022-01-01;2;122861;CAPITALPART PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2020-04-01;2021-03-31;Diretoria Estatutária;4.00;4.00;1886414.18;1263050.82;1577729.75;Foi considerado ano safra (abril/2019 a março/2020) para manter a coerência com o item 13.2.
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2020-04-01;2021-03-31;Conselho de Administração;7.00;6.00;541418.20;63000.00;170736.37;Foi considerado ano safra (abril/2019 a março/2020) para manter a coerência com o item 13.2.
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2020-04-01;2021-03-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2019-04-01;2020-03-31;Diretoria Estatutária;4.00;4.00;1385774.44;953423.22;1186103.63;Foi considerado ano safra (abril/2019 a março/2020) para manter a coerência com o item 13.2
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2019-04-01;2020-03-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;Foi considerado ano safra (abril/2019 a março/2020) para manter a coerência com o item 13.2. Os membros do conselho não tiveram valores informados, pois o único conselheiro remunerado foi eleito em setembro de 2019, não completando um ano-safra.
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2019-04-01;2020-03-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2018-04-01;2019-03-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2018-04-01;2019-03-31;Diretoria Estatutária;4.00;4.00;1130877.69;793210.81;964276.74;
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;2018-04-01;2019-03-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
02.664.042/0001-52;2022-01-01;1;115755;TERMINAL GARAGEM MENEZES CORTES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;780000.00;259812.00;519906.00;
02.664.042/0001-52;2022-01-01;1;115755;TERMINAL GARAGEM MENEZES CORTES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;453916.67;278644.08;366280.37;
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;Conselho Fiscal;6.00;3.00;186044.04;186044.04;186044.04;Remuneração: valores reconhecidos no resultado, em regime de competência.
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;Conselho de Administração;14.00;7.00;262152.96;262152.96;262152.96;Remuneração: valores reconhecidos no resultado, em regime de competência.
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;3.58;3.58;5281169.61;702794.16;2329939.12;Remuneração: valores reconhecidos no resultado, em regime de competência.
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;14.00;7.00;314583.55;314583.55;314583.55;Remuneração: valores reconhecidos no resultado, em regime de competência
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;3755714.28;1008759.68;3500785.14;Remuneração: valores reconhecidos no resultado, em regime de competência
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;6.00;3.00;223252.85;223252.85;223252.85;Remuneração: valores reconhecidos no resultado, em regime de competência
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;14.00;7.00;314583.55;314583.55;314583.55;Remuneração: valores reconhecidos no resultado, em regime de competência.
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;7289159.47;1882561.24;5231936.84;Remuneração: valores reconhecidos no resultado, em regime de competência.
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;223252.85;223252.85;223252.85;Remuneração: valores reconhecidos no resultado, em regime de competência.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;8.00;1011011.36;209719.11;591520.22;Membro correspondente à maior remuneração exerceu cargo por 12 meses.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.50;5.50;32598203.71;3176752.15;10182560.68;Membro correspondente à maior remuneração exerceu cargo por 12 meses.Valor mínimo apurado com a exclusão de membros do órgão pois cargo foi exercido por período inferior a 12 meses.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;4.00;4.00;157044.23;157044.23;157044.23;Membro correspondente à maior remuneração exerceu cargo por 12 meses.Valor mínimo apurado desconsidera membro não remunerado.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;4.00;4.00;186763.01;186763.01;186763.01;Membro correspondente à maior remuneração exerceu cargo por 12 meses.Valor mínimo apurado com a exclusão de membros do órgão pois cargo foi exercido por período inferior a 12 meses.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;5.00;5.00;22817852.62;2229676.28;7933662.50;Membro correspondente à maior remuneração exerceu cargo por 12 meses.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;Conselho Fiscal;4.00;4.00;205178.64;205178.64;205178.64;Membro correspondente à maior remuneração exerceu cargo por 12 meses.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;Conselho de Administração;7.25;7.17;1397629.14;671044.92;846752.75;Membro correspondente à maior remuneração exerceu cargo por 12 meses.Valor mínimo apurado com a exclusão de membros do órgão pois cargo foi exercido por período inferior a 12 meses.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.33;4.33;21177206.61;2179230.11;9157975.88;Membro correspondente à maior remuneração exerceu cargo por 12 meses.Valor mínimo apurado com a exclusão de membros do órgão pois cargo foi exercido por período inferior a 12 meses.
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.58;4.67;941359.83;634548.29;813492.79;Membro correspondente à maior remuneração exerceu cargo por 12 meses.Valor mínimo apurado desconsidera membros não remunerados.
02.846.056/0001-97;2022-01-01;17;125620;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;Conselho Fiscal;3.00;3.00;135594.00;135594.00;134501.05;*Obs.: O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente. **Obs.: O número de membros remunerados de cada órgão corresponde à média anual do número de membros de cada órgão aos quais foram atribuídas remunerações reconhecidas no resultado do exercício, apurado mensalmente. ***Obs.: Para a composição da remuneração mínima, foram desconsiderados membros que exerceram suas funções por menos que 12 meses.
