CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Plano_Recompra;Especie_Acao;Tipo_Classe_Acao_Preferencial;Quantidade_Adquirida;Escala_Cotacao;Quantidade_Prevista;Valor_Preco_Medio;Percentual_Previsto;Percentual_Adquirido
92.012.467/0001-70;2022-01-01;9;125822;GRAZZIOTIN S.A.;46556;Preferencial;;212411;R$ por Unidade;821900;34.59;25.843898;25.843898
92.012.467/0001-70;2022-01-01;9;125822;GRAZZIOTIN S.A.;46557;Ordinária;;23100;R$ por Unidade;255900;0.00;0.902494;9.026963
92.012.467/0001-70;2022-01-01;9;125822;GRAZZIOTIN S.A.;46557;Preferencial;;297600;R$ por Unidade;849700;0.00;3.502110;35.024126
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45549;Ordinária;;556900;R$ por Unidade;2000000;19.99;1.330000;27.800000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45550;Ordinária;;1374244;R$ por Unidade;2000000;21.95;3.059370;74.670000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45550;Preferencial;;0;R$ por Unidade;240000;0.00;3.032100;0.000000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45551;Ordinária;;0;R$ por Unidade;450000;0.00;1.200000;0.000000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45552;Ordinária;;0;R$ por Unidade;450000;0.00;1.300000;0.000000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45553;Ordinária;;15000;R$ por Unidade;300000;10.50;0.850000;5.000000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45554;Ordinária;;774000;R$ por Unidade;3621300;10.54;10.000000;21.373540
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45554;Preferencial;;0;R$ por Unidade;787050;0.00;10.000000;0.000000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45555;Ordinária;;396000;R$ por Unidade;3556890;13.18;10.000000;11.133322
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45555;Preferencial;;0;R$ por Unidade;783180;0.00;10.000000;0.000000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45556;Ordinária;;36000;R$ por Unidade;342150;15.17;1.000000;10.521701
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;45557;Ordinária;;0;R$ por Unidade;337650;0.00;1.000000;0.000000
92.690.783/0001-09;2022-01-01;20;127005;METALURGICA GERDAU S.A.;46816;Preferencial;;47144200;R$ por Unidade;69000000;10.36;10.000000;68.300000
92.754.738/0001-62;2022-01-01;11;126261;LOJAS RENNER S.A.;46713;Ordinária;;2000000;R$ por Unidade;8000000;48.44;1.007051;25.000000
92.791.243/0001-03;2022-01-01;9;126910;IRANI PAPEL E EMBALAGEM S.A.;46771;Ordinária;;2790000;R$ por Unidade;8216880;6.65;7.760000;33.950000
97.837.181/0001-47;2022-01-01;9;126783;DEXCO S.A.;46750;Ordinária;;20000000;R$ por Unidade;20000000;13.72;6.763315;100.000000
97.837.181/0001-47;2022-01-01;9;126783;DEXCO S.A.;46751;Ordinária;;5000000;R$ por Unidade;5000000;18.94;1.859943;100.000000
