CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292574;Preferencial Classe A;146920
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292574;Preferencial Classe B;279941393
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292574;Preferencial Classe C;1
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292575;Preferencial Classe A;146920
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292575;Preferencial Classe B;279941393
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292575;Preferencial Classe C;1
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292576;Preferencial Classe A;146920
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292576;Preferencial Classe B;279941394
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292577;Preferencial Classe A;146920
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292577;Preferencial Classe B;279941394
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292578;Preferencial Classe A;146920
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;292578;Preferencial Classe B;279941394
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;289617;Preferencial Classe A;6565010
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;289617;Preferencial Classe B;29596015
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;289618;Preferencial Classe A;1313002
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;289618;Preferencial Classe B;5919203
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;293281;Preferencial Classe A;18407491
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;293283;Preferencial Classe A;10332711
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;293284;Preferencial Classe A;21002999
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;293285;Preferencial Classe A;21002999
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;293287;Preferencial Classe A;210029997060
00.644.907/0001-93;2022-01-01;5;125817;INVESTCO S.A.;290253;Preferencial Classe R;255559826
00.644.907/0001-93;2022-01-01;5;125817;INVESTCO S.A.;290253;Preferencial Classe C;107199382
00.644.907/0001-93;2022-01-01;5;125817;INVESTCO S.A.;290253;Preferencial Classe B;5156240
00.644.907/0001-93;2022-01-01;5;125817;INVESTCO S.A.;290253;Preferencial Classe A;16288514
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;292216;Preferencial Classe A;37680
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;292217;Preferencial Classe A;37680
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;292218;Preferencial Classe A;37680
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;292219;Preferencial Classe A;37680
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;290248;Preferencial Classe B;69591139
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;290248;Preferencial Classe A;82076174
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;290249;Preferencial Classe A;82076174
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;290249;Preferencial Classe B;69591139
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;290250;Preferencial Classe A;82076174
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;290250;Preferencial Classe B;69591139
02.201.787/0001-85;2022-01-01;1;115828;CEL PARTICIPAÇÕES S.A. - CELPAR;263167;Preferencial Classe A;20
02.201.787/0001-85;2022-01-01;1;115828;CEL PARTICIPAÇÕES S.A. - CELPAR;263167;Preferencial Classe B;10
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;291174;Preferencial Classe A;18686075
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;291174;Preferencial Classe B;8963396
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;291175;Preferencial Classe A;18686075
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;291175;Preferencial Classe B;7413673
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;291176;Preferencial Classe A;18686075
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;291176;Preferencial Classe B;5907895
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273556;Preferencial Classe A;23
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273556;Preferencial Classe B;11
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273557;Preferencial Classe A;23
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273557;Preferencial Classe B;11
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273558;Preferencial Classe A;23
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273558;Preferencial Classe B;11
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273559;Preferencial Classe A;23
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273559;Preferencial Classe B;11
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273560;Preferencial Classe A;23
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273560;Preferencial Classe B;11
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273561;Preferencial Classe A;23
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;273561;Preferencial Classe B;11
