CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
03.279.285/0001-30;2022-01-01;5;126074;ORIZON MEIO AMBIENTE S.A.;Sr. Leonardo Roberto Pereira dos Santos;Diretor de Relações com Investidores
03.303.999/0001-36;2022-01-01;3;122813;DTCOM - DIRECT TO COMPANY S.A.;MARCELO RENATO NASCIMENTO CERQUEIRA;Diretor de Relações com Investidores
03.303.999/0001-36;2022-01-01;3;122813;DTCOM - DIRECT TO COMPANY S.A.;Aryovaldo Mazzi Neto;Diretor Presidente/Relações com Investidores
03.342.704/0001-30;2022-01-01;16;124104;PETRORECÔNCAVO S.A.;Marcelo Campos Magalhães;Diretor Presidente
03.342.704/0001-30;2022-01-01;16;124104;PETRORECÔNCAVO S.A.;Rafael Procaci da Cunha;Diretor de Relações com Investidores
03.378.521/0001-75;2022-01-01;22;127408;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Eduardo Guardiano Leme Gotilla;Diretor de Relações com Investidores
03.378.521/0001-75;2022-01-01;22;127408;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Octavio Cortes Pereira Lopes;Diretor Presidente
03.467.321/0001-99;2022-01-01;11;127078;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Gabriel Alves Pereira Júnior;Diretor Presidente
03.467.321/0001-99;2022-01-01;11;127078;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
03.494.776/0001-01;2022-01-01;4;126180;AMMO VAREJO S.A.;Antony José Souza Martins;Diretor Presidente/Relações com Investidores
03.538.833/0001-07;2022-01-01;2;125799;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;NORBERTO AGUIAR TOMAZ;Diretor Presidente/Relações com Investidores
03.758.318/0001-24;2022-01-01;10;127092;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Marcus Vinicius Figur da Rosa;Diretor de Relações com Investidores
03.758.318/0001-24;2022-01-01;10;127092;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Gustavo Soares Figueiredo;Diretor Presidente
03.767.538/0001-14;2022-01-01;4;125866;BRAZILIAN SECURITIES CIA SECURITIZACAO;Mauro Dutra Mediano Dias;Diretor Presidente/Relações com Investidores
03.795.050/0001-09;2022-01-01;5;124014;TERMOPERNAMBUCO S.A.;Renato de Almeida Rocha;Diretor de Relações com Investidores
03.795.050/0001-09;2022-01-01;5;124014;TERMOPERNAMBUCO S.A.;David Benavent del Prado;Diretor Presidente
03.802.115/0001-98;2022-01-01;12;127091;CLEAR SALE S.A.;Bernardo Carvalho Lustosa;Diretor Presidente
03.802.115/0001-98;2022-01-01;12;127091;CLEAR SALE S.A.;Renan Shigueo Ikemoto;Diretor de Relações com Investidores
03.802.115/0001-98;2022-01-01;12;127091;CLEAR SALE S.A.;Eduardo Ferraz de Campos Monaco;Diretor Presidente
03.818.379/0001-30;2022-01-01;4;120842;SABER SERVIÇOS EDUCACIONAIS S.A.;Roberto Valério Neto;Diretor Presidente
03.818.379/0001-30;2022-01-01;4;120842;SABER SERVIÇOS EDUCACIONAIS S.A.;Frederico da Cunha Villa;Diretor de Relações com Investidores
03.820.456/0001-96;2022-01-01;4;122982;BSB ENERGÉTICA S.A.;Wanderson Silva de Menezes;Diretor Presidente
03.820.456/0001-96;2022-01-01;4;122982;BSB ENERGÉTICA S.A.;Walter Nunes Seijo Neto;Diretor de Relações com Investidores
03.847.461/0001-92;2022-01-01;6;125994;BRADESPAR S.A.;Fernando Jorge Buso Gomes;Diretor Presidente
03.847.461/0001-92;2022-01-01;6;125994;BRADESPAR S.A.;Fernando Jorge Buso Gomes;Diretor de Relações com Investidores
03.853.896/0001-40;2022-01-01;10;125073;MARFRIG GLOBAL FOODS S.A.;Rui Mendonça Junior;Diretor Presidente
03.853.896/0001-40;2022-01-01;10;125073;MARFRIG GLOBAL FOODS S.A.;Tang David;Diretor de Relações com Investidores
03.953.509/0001-47;2022-01-01;6;125890;CPFL GERACAO DE ENERGIA S.A.;Futao Huang;Diretor Presidente
03.953.509/0001-47;2022-01-01;6;125890;CPFL GERACAO DE ENERGIA S.A.;YueHui Pan;Diretor Presidente/Relações com Investidores
03.983.431/0001-03;2022-01-01;8;125441;EDP - ENERGIAS DO BRASIL S.A.;João Manuel Veríssimo Marques da Cruz;Diretor Presidente
03.983.431/0001-03;2022-01-01;8;125441;EDP - ENERGIAS DO BRASIL S.A.;Henrique Manuel Marques Faria Lima Freire;Diretor de Relações com Investidores
04.030.182/0001-02;2022-01-01;4;125905;CABINDA PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.031.213/0001-31;2022-01-01;4;125906;CACONDE PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.032.433/0001-80;2022-01-01;13;126515;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;André Felipe Rosado França;Diretor Presidente
04.032.433/0001-80;2022-01-01;13;126515;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Luciano Bressan;Diretor de Relações com Investidores
04.038.763/0001-82;2022-01-01;4;125908;CAIANDA PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.065.791/0001-99;2022-01-01;9;126512;SINQIA S.A.;Bernardo Francisco Pereira Gomes;Diretor Presidente
04.065.791/0001-99;2022-01-01;9;126512;SINQIA S.A.;Thiago Almeida Ribeiro da Rocha;Diretor de Relações com Investidores
04.065.791/0001-99;2022-03-31;1;113796;SINQIA S.A.;Bernardo Francisco Pereira Gomes;Diretor Presidente
04.065.791/0001-99;2022-03-31;1;113796;SINQIA S.A.;Thiago Almeida Ribeiro da Rocha;Diretor de Relações com Investidores
04.069.709/0001-02;2022-01-01;3;127077;BIONEXO S.A.;Rafael Kellermann Barbosa;Diretor Presidente
04.069.709/0001-02;2022-01-01;3;127077;BIONEXO S.A.;Lucas Carvalho Zacharias;Diretor de Relações com Investidores
04.089.570/0001-50;2022-01-01;2;123652;ÁGUAS GUARIROBA S.A;Themis de Oliveira;Diretor Presidente
04.089.570/0001-50;2022-01-01;2;123652;ÁGUAS GUARIROBA S.A;André Pires de Oliveira Dias;Diretor de Relações com Investidores
04.149.454/0001-80;2022-01-01;11;126912;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Marcello Guidotti;Diretor Presidente/Relações com Investidores
04.172.213/0001-51;2022-01-01;4;125874;CIA PIRATININGA DE FORCA E LUZ;Yuehui Pan;Diretor de Relações com Investidores
04.172.213/0001-51;2022-01-01;4;125874;CIA PIRATININGA DE FORCA E LUZ;Carlos Zamboni Neto;Diretor Presidente
04.200.649/0001-07;2022-01-01;32;122894;COMPANHIA PROVINCIA DE SECURITIZACAO;Roberto Saka;Diretor de Relações com Investidores
04.233.319/0001-18;2022-01-01;5;124097;NCF PARTICIPAÇÕES S/A;Octavio de Lazari Junior;Diretor Presidente
04.233.319/0001-18;2022-01-01;5;124097;NCF PARTICIPAÇÕES S/A;Carlos Wagner Firetti;Diretor de Relações com Investidores
04.368.898/0001-06;2022-01-01;3;125893;COPEL DISTRIBUIÇÃO S.A.;Maximiliano Andres Orfali;Diretor Presidente
04.368.898/0001-06;2022-01-01;3;125893;COPEL DISTRIBUIÇÃO S.A.;Adriano Rudek de Moura;Diretor de Relações com Investidores
04.370.282/0001-70;2022-01-01;5;125901;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Moacir Carlos Bertol;Diretor Presidente
04.370.282/0001-70;2022-01-01;5;125901;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Adriano Rudek de Moura;Diretor de Relações com Investidores
04.423.567/0001-21;2022-01-01;17;127252;ENEVA S.A;Lino Lopes Cancado;Diretor Presidente
04.423.567/0001-21;2022-01-01;17;127252;ENEVA S.A;Marcelo Campos Habibe;Diretor de Relações com Investidores
04.437.534/0001-30;2022-01-01;10;123339;LOCAMÉRICA RENT-A-CAR S.A.;Marco Tulio de Carvalho Oliveira;Diretor de Relações com Investidores
04.437.534/0001-30;2022-01-01;10;123339;LOCAMÉRICA RENT-A-CAR S.A.;Luis Fernando Memoria Porto;Diretor Presidente
04.739.720/0001-24;2022-01-01;1;116120;USINA TERMELÉTRICA PAMPA SUL S.A.;José Luiz Jansson Laydner;Diretor Presidente
04.739.720/0001-24;2022-01-01;1;116120;USINA TERMELÉTRICA PAMPA SUL S.A.;Patricia Fabiana Farrapeira Muller;Diretor de Relações com Investidores
04.752.991/0001-10;2022-01-01;9;126082;BIOMM S.A.;Mirna Santiago Vieira;Diretor de Relações com Investidores
04.752.991/0001-10;2022-01-01;9;126082;BIOMM S.A.;Heraldo Carvalho Marchezini;Diretor Presidente
04.821.041/0001-08;2022-01-01;3;122589;METALFRIO SOLUTIONS S.A.;Luiz Eduardo Moreira Caio;Diretor Presidente/Relações com Investidores
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Tatiana Queiroga Vasques;Diretor de Relações com Investidores
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Marcos Antônio Souza de Almeida;Diretor Presidente
04.902.979/0001-44;2022-01-01;11;127107;BCO AMAZONIA S.A.;Fábio Yassuda Maeda;Diretor de Relações com Investidores
04.902.979/0001-44;2022-01-01;11;127107;BCO AMAZONIA S.A.;Valdecir José de Souza Tose;Diretor Presidente
04.912.242/0001-02;2022-01-01;1;115915;PORTUENSE FERRAGENS S/A;ANTONIO AUGUSTO CALCUCHIMAC DE ALENCAR FERNANDEZ;Diretor Presidente
04.912.242/0001-02;2022-01-01;1;115915;PORTUENSE FERRAGENS S/A;ANTÔNIO AUGUSTO CALCUCHIMAC DE ALENCAR FERNANDEZ;Diretor de Relações com Investidores
04.913.711/0001-08;2022-01-01;17;127158;BCO ESTADO DO PARA S.A.;Ruth Pimentel Méllo;Diretor Presidente
04.913.711/0001-08;2022-01-01;17;127158;BCO ESTADO DO PARA S.A.;Igor Barbosa Gonçalves;Diretor de Relações com Investidores
04.972.092/0001-22;2022-01-01;1;116589;GRUPO FARTURA DE HORTIFRUT S.A.;Alex Alves dos Santos Brito;Diretor Presidente
04.972.092/0001-22;2022-01-01;1;116589;GRUPO FARTURA DE HORTIFRUT S.A.;Alexandre Otomo de Almeida;Diretor de Relações com Investidores
04.986.320/0001-13;2022-01-01;11;127079;SER EDUCACIONAL S.A.;Rodrigo de Macedo Alves;Diretor de Relações com Investidores
04.986.320/0001-13;2022-01-01;11;127079;SER EDUCACIONAL S.A.;Jânyo Janguiê Bezerra Diniz;Diretor Presidente
04.992.714/0001-84;2022-01-01;8;127113;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Alex Sandro Monteiro Barbosa da Silva;Diretor de Relações com Investidores
04.992.714/0001-84;2022-01-01;8;127113;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Erick Portela Pettendorfer;Diretor Presidente
05.197.443/0001-38;2022-01-01;15;124430;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Mauricio Fernandes Teixeira;Diretor de Relações com Investidores
05.197.443/0001-38;2022-01-01;15;124430;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Jorge Fontoura Pinheiro Koren de Lima;Diretor Presidente
05.303.439/0001-07;2022-01-01;4;125950;UNIGEL PARTICIPAÇÕES S.A.;Roberto Noronha Santos;Diretor Presidente
05.303.439/0001-07;2022-01-01;4;125950;UNIGEL PARTICIPAÇÕES S.A.;Luiz Felipe Setten Fustaino;Diretor de Relações com Investidores
05.336.882/0001-84;2022-01-01;3;125031;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;Luiz Carlos Leite;Diretor de Relações com Investidores
05.347.060/0001-07;2022-01-01;2;121626;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Carlos Alberto de Castro Dutra;Diretor Presidente
05.347.060/0001-07;2022-01-01;2;121626;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Gustavo Marini Rodrigues;Diretor de Relações com Investidores
05.878.397/0001-32;2022-01-01;14;127027;ALLOS S.A.;Daniella de Souza Guanabara Santos;Diretor de Relações com Investidores
05.878.397/0001-32;2022-01-01;14;127027;ALLOS S.A.;Rafael Sales Guimarães;Diretor Presidente
05.889.284/0001-32;2022-01-01;1;116178;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;Dirceu Antônio Aparecido Machado;Diretor Presidente/Relações com Investidores
05.917.486/0001-40;2022-01-01;10;126930;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Vanderlei Rigatieri Junior;Diretor Presidente
05.917.486/0001-40;2022-01-01;10;126930;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;André Luiz Sandoval Valente;Diretor de Relações com Investidores
06.016.348/0001-53;2022-01-01;1;115955;VENTOS DO SUL ENERGIA S.A.;José Castellanos Ybarra;Diretor Presidente
06.016.348/0001-53;2022-01-01;1;115955;VENTOS DO SUL ENERGIA S.A.;Felipe Ostermayer;Diretor de Relações com Investidores
06.047.087/0001-39;2022-01-01;8;125825;REDE D'OR SÃO LUIZ S.A.;Paulo Junqueira Moll;Diretor Presidente
06.047.087/0001-39;2022-01-01;8;125825;REDE D'OR SÃO LUIZ S.A.;Otávio de Garcia Lazcano;Diretor de Relações com Investidores
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;Belmiro de Figueiredo Gomes;Diretor Presidente
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;Gabrielle Helú;Diretor de Relações com Investidores
06.164.253/0001-87;2022-01-01;17;127271;GOL LINHAS AEREAS INTELIGENTES S.A.;Richard Freeman Lark Jr.;Diretor de Relações com Investidores
06.164.253/0001-87;2022-01-01;17;127271;GOL LINHAS AEREAS INTELIGENTES S.A.;Celso Guimarães Ferrer Junior;Diretor Presidente
06.272.793/0001-84;2022-01-01;5;125915;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Tatiana Queiroga Vasques;Diretor de Relações com Investidores
06.272.793/0001-84;2022-01-01;5;125915;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Sérvio Túlio dos Santos;Diretor Presidente
06.347.409/0001-65;2022-01-01;7;126931;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Pedro de Souza Zemel;Diretor Presidente
06.347.409/0001-65;2022-01-01;7;126931;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;José Luís Magalhães Salazar;Diretor de Relações com Investidores
06.626.253/0001-51;2022-01-01;12;126730;EMPREENDIMENTOS PAGUE MENOS S.A.;Mário Henrique Alves de Queirós;Diretor Presidente
06.626.253/0001-51;2022-01-01;12;126730;EMPREENDIMENTOS PAGUE MENOS S.A.;Luiz Renato Novais;Diretor de Relações com Investidores
06.977.745/0001-91;2022-01-01;6;123150;BR MALLS PARTICIPACOES S.A.;Rafael Sales Guimarães;Diretor Presidente
06.977.745/0001-91;2022-01-01;6;123150;BR MALLS PARTICIPACOES S.A.;Eduardo Langoni;Diretor Presidente/Relações com Investidores
06.977.751/0001-49;2022-01-01;15;127086;BR PROPERTIES S.A.;Martín Andrés Jaco;Diretor Presidente
06.977.751/0001-49;2022-01-01;15;127086;BR PROPERTIES S.A.;André Bergstein;Diretor de Relações com Investidores
06.981.176/0001-58;2022-01-01;7;126042;CEMIG GERACAO E TRANSMISSAO S.A.;Reynaldo Passanezi Filho;Diretor Presidente
06.981.176/0001-58;2022-01-01;7;126042;CEMIG GERACAO E TRANSMISSAO S.A.;Leonardo George de Magalhães;Diretor de Relações com Investidores
06.981.180/0001-16;2022-01-01;7;126034;CEMIG DISTRIBUICAO S.A.;Reynaldo Passanezi Filho;Diretor Presidente
06.981.180/0001-16;2022-01-01;7;126034;CEMIG DISTRIBUICAO S.A.;Leonardo George de Magalhães;Diretor de Relações com Investidores
06.981.381/0001-13;2022-03-31;2;118181;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Rinaldo Pecchio Junior;Diretor de Relações com Investidores
06.981.381/0001-13;2022-03-31;2;118181;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;José Gustavo Teixeira Leite;Diretor Presidente
07.040.108/0001-57;2022-01-01;13;125585;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;NEURISANGELO CAVALCANTE DE FREITAS;Diretor Presidente
07.040.108/0001-57;2022-01-01;13;125585;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;DARIO SIDRIM PERINI;Diretor de Relações com Investidores
07.043.628/0001-13;2022-01-01;4;125946;CLARO TELECOM PARTICIPAÇÕES S.A.;Roberto Catalão Cardoso;Diretor de Relações com Investidores
07.043.628/0001-13;2022-01-01;4;125946;CLARO TELECOM PARTICIPAÇÕES S.A.;José Antônio Guaraldi Félix;Diretor Presidente
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;Márcia Sandra Roque Vieira Silva;Diretor Presidente
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;Teobaldo José Cavalcante Leal;Diretor de Relações com Investidores
07.119.838/0001-48;2022-01-01;3;122807;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Isaac Jonatans Kich Hartmann;Diretor de Relações com Investidores
07.119.838/0001-48;2022-01-01;3;122807;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Isaac Jonatans Kich Hartmann;Diretor Presidente
07.206.816/0001-15;2022-01-01;2;119883;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Francisco Ivens de Sá Dias Branco Júnior;Diretor Presidente
07.206.816/0001-15;2022-01-01;2;119883;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Gustavo Lopes Theodozio;Diretor de Relações com Investidores
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;PAULO HENRIQUE SARAIVA CÂMARA;Diretor Presidente
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;LUIZ ABEL AMORIM DE ANDRADE;Diretor de Relações com Investidores
07.253.321/0001-47;2022-01-01;1;116818;CARBOMIL SA MINER. E INDUSTRIA;CANDIDO DA SILVEIRA QUINDERÉ;Diretor de Relações com Investidores
07.275.159/0001-68;2022-01-01;1;114741;PETROLEO LUB DO NORDESTE SA;MARCELO SANFORD DE BARROS FILHO;Diretor Presidente/Relações com Investidores
07.282.377/0001-20;2022-01-01;3;123105;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;José Adriano Mendes Silva;Diretor Presidente
07.282.377/0001-20;2022-01-01;3;123105;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Mauricio Perez Botelho;Diretor de Relações com Investidores
07.334.600/0001-35;2022-01-01;1;114603;MARINA DE IRACEMA PARK SA;ELISA MARIA GRADVOHL BEZERRA;Diretor de Relações com Investidores
07.334.600/0001-35;2022-01-01;1;114603;MARINA DE IRACEMA PARK SA;ANTONIO GIL FERNADES BEZERRA;Diretor Presidente
07.401.436/0001-31;2022-01-01;1;116630;ELDORADO BRASIL CELULOSE S.A.;Carmine De Siervi Neto;Diretor Presidente
07.401.436/0001-31;2022-01-01;1;116630;ELDORADO BRASIL CELULOSE S.A.;Fernando Storchi;Diretor de Relações com Investidores
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;Fernando Antonio Simões;Diretor Presidente
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;Denys Marc Ferrez;Diretor de Relações com Investidores
07.437.016/0001-05;2022-01-01;2;125663;CINESYSTEM S.A.;Cristiane dos Santos Bussioli Jorge;Diretor de Relações com Investidores
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;Jean Jereissati Neto;Diretor Presidente
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;Lucas Machado Lira;Diretor de Relações com Investidores
07.587.384/0001-30;2022-01-01;1;116198;PLANETA SECURITIZADORA S.A.;Flávia Palácios Mendonça Bailune;Diretor Presidente
07.587.384/0001-30;2022-01-01;1;116198;PLANETA SECURITIZADORA S.A.;Lucas Drummond Alves;Diretor de Relações com Investidores
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Edgard Gomes Corona;Diretor Presidente
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Thiago Lima Borges;Diretor de Relações com Investidores
07.628.528/0001-59;2022-06-30;5;121281;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Gustavo Javier Lopez;Diretor de Relações com Investidores
07.628.528/0001-59;2022-06-30;5;121281;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;André Guillaumon;Diretor Presidente
07.636.657/0001-99;2022-01-01;6;123781;AÇO VERDE DO BRASIL S.A;Silvia Carvalho Nascimento e Silva;Diretor Presidente
07.636.657/0001-99;2022-01-01;6;123781;AÇO VERDE DO BRASIL S.A;Gustavo Rozenbaum Bcheche;Diretor de Relações com Investidores
07.659.538/0001-51;2022-01-01;2;115740;DINAMICA ENERGIA S.A.;JOSÉ JOÃO ABDALLA FILHO;Diretor Presidente/Relações com Investidores
07.689.002/0001-89;2022-01-01;10;126246;EMBRAER S.A.;Francisco Gomes Neto;Diretor Presidente
07.689.002/0001-89;2022-01-01;10;126246;EMBRAER S.A.;Antonio Carlos Garcia;Diretor de Relações com Investidores
07.704.246/0001-93;2022-01-01;2;126093;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Tomas Henrique Fuchs;Diretor Presidente
07.704.246/0001-93;2022-01-01;2;126093;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Claude Andre Jensen Araripe Monteiro da Silva;Diretor de Relações com Investidores
07.718.269/0001-57;2022-01-01;7;130713;SPRINGS GLOBAL PARTICIPACOES S.A.;Alessandra Eloy Gadelha;Diretor de Relações com Investidores
07.718.269/0001-57;2022-01-01;7;130713;SPRINGS GLOBAL PARTICIPACOES S.A.;JOSUÉ CHRISTIANO GOMES DA SILVA;Diretor Presidente
07.802.794/0001-56;2022-01-01;7;126963;ESSENTIA PCHS S.A.;Leonardo Augusto Serpa;Diretor Presidente
07.802.794/0001-56;2022-01-01;7;126963;ESSENTIA PCHS S.A.;Eduardo Bechara de Rosa;Diretor de Relações com Investidores
07.816.890/0001-53;2022-01-01;6;126119;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Eduardo Kaminitz Peres;Diretor Presidente
07.816.890/0001-53;2022-01-01;6;126119;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Armando d'Almeida Neto;Diretor de Relações com Investidores
07.820.907/0001-46;2022-01-01;3;127124;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Neil de Paula Amereno;Diretor de Relações com Investidores
07.820.907/0001-46;2022-01-01;3;127124;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Newman Cardoso do Amaral Brito;Diretor Presidente
07.823.262/0001-03;2022-01-01;2;123012;FOZ DO RIO CLARO ENERGIA S.A.;Eduardo Fucs;Diretor de Relações com Investidores
07.857.093/0001-14;2022-01-01;9;126085;AURA MINERALS INC.;Rodrigo Cardoso Barbosa;Diretor Presidente
07.857.093/0001-14;2022-01-01;9;126085;AURA MINERALS INC.;Juliana Vieira de Freitas Borja;Diretor de Relações com Investidores
07.857.850/0001-50;2022-01-01;5;126035;GP INVESTMENTS, LTD.;Antonio Carlos Augusto Ribeiro Bonchristiano;Diretor Presidente
07.857.850/0001-50;2022-01-01;5;126035;GP INVESTMENTS, LTD.;Rodrigo Boscolo;Diretor de Relações com Investidores
07.859.510/0001-68;2022-01-01;3;126154;JHSF MALLS S.A.;Robert Bruce Harley;Diretor Presidente
07.859.510/0001-68;2022-01-01;3;126154;JHSF MALLS S.A.;Nilson Exel Nunes Filho;Diretor de Relações com Investidores
07.859.971/0001-30;2022-01-01;13;126020;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;André Augusto Telles Moreira;Diretor Presidente/Relações com Investidores
07.882.930/0001-65;2022-01-01;9;153040;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Fabrício Mitre;Diretor Presidente
07.882.930/0001-65;2022-01-01;9;153040;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Rodrigo Coelho Cagali;Diretor de Relações com Investidores
07.976.147/0001-60;2022-01-01;6;125163;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Renato Horta Franklin;Diretor Presidente
07.976.147/0001-60;2022-01-01;6;125163;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Edmar Prado Lopes Neto;Diretor de Relações com Investidores
08.065.557/0001-12;2022-01-01;4;123707;TECNISA S.A.;Fernando Tadeu Perez;Diretor Presidente
08.065.557/0001-12;2022-01-01;4;123707;TECNISA S.A.;Flávio Vidigal De Cápua;Diretor de Relações com Investidores
08.070.508/0001-78;2022-03-31;9;116965;RAIZEN ENERGIA S.A.;Francis Vernon Queen Neto;Diretor Presidente
08.070.508/0001-78;2022-03-31;9;116965;RAIZEN ENERGIA S.A.;Carlos Alberto Bezerra de Moura;Diretor de Relações com Investidores
08.078.847/0001-09;2022-01-01;4;126288;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Marcos Bulle Lopes;Diretor Presidente
08.078.847/0001-09;2022-01-01;4;126288;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Matheus de Souza Fabricio;Diretor de Relações com Investidores
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;Carlos Augusto Machado Pereira de Almeida Brandão;Diretor Presidente
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;Felipe Rath Fingerl;Diretor de Relações com Investidores
08.170.849/0001-15;2022-01-01;10;126048;DESKTOP S.A.;Denio Alves Lindo;Diretor Presidente
08.170.849/0001-15;2022-01-01;10;126048;DESKTOP S.A.;Bruno Silva Carvalho de Souza Leão;Diretor de Relações com Investidores
08.213.823/0001-07;2022-01-01;4;125646;AURA ALMAS MINERAÇÃO S.A.;Andreia de Lourdes Nunes;Diretor Presidente
08.213.823/0001-07;2022-01-01;4;125646;AURA ALMAS MINERAÇÃO S.A.;Diego Alves Gomes;Diretor de Relações com Investidores
08.294.224/0001-65;2022-01-01;8;127215;JHSF PARTICIPACOES S.A.;Thiago Alonso de Oliveira;Diretor Presidente
08.294.224/0001-65;2022-01-01;8;127215;JHSF PARTICIPACOES S.A.;Mara Boaventura Dias;Diretor de Relações com Investidores
08.312.229/0001-73;2022-01-01;4;126061;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Marcelo Ernesto Zarzur;Diretor Presidente
08.312.229/0001-73;2022-01-01;4;126061;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Antônio Emílio Clemente Fugazza;Diretor de Relações com Investidores
08.322.396/0001-03;2022-03-31;5;117114;CERRADINHO BIOENERGIA S.A.;Paulo Oliveira Motta Junior;Diretor Presidente
08.322.396/0001-03;2022-03-31;5;117114;CERRADINHO BIOENERGIA S.A.;Gustavo de Marchi Galvão Oliveira;Diretor de Relações com Investidores
