CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Passivo;Indice_Endividamento;Tipo_Indice;Descricao_Outro_Indice
05.878.397/0001-32;2022-01-01;14;127027;2021-01-01;2021-12-31;3390464000.00;0.45109454;Índice de Endividamento;
05.889.284/0001-32;2022-01-01;1;116178;2021-01-01;2021-12-31;27080818.00;1.76394779;Índice de Endividamento;
05.917.486/0001-40;2022-01-01;10;126930;2021-01-01;2021-12-31;862366000.00;0.57805683;Índice de Endividamento;
06.016.348/0001-53;2022-01-01;1;115955;2021-01-01;2021-12-31;313431570.15;7.89783938;Índice de Endividamento;
06.047.087/0001-39;2022-01-01;8;125825;2021-01-01;2021-12-31;37802681.00;2.57547609;Índice de Endividamento;
06.057.223/0001-71;2022-01-01;11;123560;2021-01-01;2021-12-31;20088000000.00;7.26247300;Índice de Endividamento;
06.057.223/0001-71;2022-01-01;11;123560;2022-01-01;2022-12-31;32827000000.00;9.13129300;Índice de Endividamento;
06.164.253/0001-87;2022-01-01;17;127271;2021-01-01;2021-12-31;0.00;0.00000001;Outros índices;Dívida Líquida Ajustada / EBITDA = ((+) Empréstimos e financiamentos (+) Arrendamentos (-) Bônus perpétuos (-) Caixa e equivalentes de caixa e (-) Aplicações financeiras)/ EBITDA (seção 3.2).Informação comumente utilizada pelas empresas do setor aéreo, importante na avaliação condição financeira da capacidade da Companhia de cumprir com as obrigações de dívida. Em função do EBITDA negativo em 2021, este indicador não possui significância.
06.164.253/0001-87;2022-01-01;17;127271;2021-01-01;2021-12-31;0.00;0.00000001;Outros índices;Dívida Líquida Ajustada / Adjusted EBITDA = ((+) Empréstimos e financiamentos (+) Arrendamentos (-) Bônus perpétuos (-) Caixa e equivalentes de caixa (-) Aplicações financeiras e (-) Caixa restrito)/ Adjusted EBITDA (seção 3.2).Indicador importante na avaliação condição financeira da capacidade da Companhia de cumprir com as obrigações de dívida. Em função do EBITDA ajustado negativo em 2021, este indicador não possui significância.
06.164.253/0001-87;2022-01-01;17;127271;2021-01-01;2021-12-31;35456021000.00;1.16840000;Índice de Endividamento;
06.272.793/0001-84;2022-01-01;5;125915;2021-01-01;2021-12-31;4766325000.00;1.55566678;Índice de Endividamento;
06.347.409/0001-65;2022-01-01;7;126931;2021-01-01;2021-12-31;4577896603.00;0.81200000;Índice de Endividamento;
06.626.253/0001-51;2022-01-01;12;126730;2021-01-01;2021-12-31;4483000.00;2.14477000;Índice de Endividamento;
06.977.745/0001-91;2022-01-01;6;123150;2021-01-01;2021-12-31;8246537593.78;0.73372676;Índice de Endividamento;
06.977.751/0001-49;2022-01-01;15;127086;2021-01-31;2021-12-31;0.00;0.22813137;Outros índices;Índice financeiro decorrente do quociente da divisão do valor da (i) Dívida Líquida (correspondente ao somatório dos saldos de empréstimos e financiamentos - circulante e não circulante, instrumentos financeiros derivativos registrados no passivo - circulante, e todas obrigações por aquisições de imóveis - circulante e não circulante, reduzido dos saldos de caixa e equivalentes de caixa e instrumentos financeiros registrados no ativo) pelo (ii) saldo de Propriedades para Investimento. O acompanhamento deste índice financeiro é requerido pelas escrituras de emissão de nossas debêntures em circulação, vide item 10.1.(iv) deste Formulário de Referência.
06.977.751/0001-49;2022-01-01;15;127086;2021-01-31;2021-12-31;0.00;0.22745951;Outros índices;Índice financeiro decorrente do quociente da divisão do valor da (i) Dívida Líquida (correspondente ao somatório dos saldos de empréstimos e financiamentos - circulante e não circulante, instrumentos financeiros derivativos registrados no passivo - circulante, e todas obrigações por aquisições de imóveis - circulante e não circulante, reduzido dos saldos de caixa e equivalentes de caixa, títulos e valores mobiliários e instrumentos financeiros registrados no ativo) pelo (ii) saldo de Propriedades para Investimento. O acompanhamento deste índice financeiro é requerido pelas escrituras de emissão de nossas debêntures em circulação, vide item 10.1.(iv) deste Formulário de Referência
06.977.751/0001-49;2022-01-01;15;127086;2021-01-31;2021-12-31;4182201000.00;0.58890147;Índice de Endividamento;
06.981.176/0001-58;2022-01-01;7;126042;2021-01-01;2021-12-31;0.00;0.38074987;Outros índices;Índice: Dívida líquida / (dívida líquida + patrimônio líquido)Justificativa: Esse índice reflete um indicador amplamente utilizado e divulgado ao mercado pela Companhia, determinado pela relação consolidada de endividamento medida por dívida líquida / (dívida líquida + patrimônio líquido).Entende-se como dívida líquida a soma das obrigações financeiras de curto e longo prazo (empréstimos, financiamentos e debêntures), deduzido do saldo de caixa e equivalentes de caixa (aplicações financeiras de liquidez imediata) e de TVM (Títulos e Valores Mobiliários), tanto de curto quanto de longo prazo. Lajida é a capacidade de geração de caixa operacional da Companhia calculado em conformidade com a Instrução CVM nº 527/12.
06.981.176/0001-58;2022-01-01;7;126042;2021-01-01;2021-12-31;0.00;1.34665066;Outros índices;Índice: Dívida líquida / LajidaJustificativa: Esse índice é uma medição não contábil elaborada pela Companhia e amplamente utilizado e divulgado ao mercado, que mede o endividamento consolidado da Companhia em relação ao seu Lajida (Lucro antes de Juros, Impostos, Depreciação e Amortização).
06.981.176/0001-58;2022-01-01;7;126042;2021-01-01;2021-12-31;11595320000.00;1.49511815;Índice de Endividamento;
06.981.180/0001-16;2022-01-01;7;126034;2021-01-01;2021-12-31;0.00;1.19366557;Outros índices;Índice: Dívida líquida / LajidaJustificativa: Esse índice é uma medição não contábil elaborada pela Companhia e amplamente utilizado e divulgado ao mercado, que mede o endividamento consolidado da Companhia em relação ao seu Lajida (Lucro antes de Juros, Impostos, Depreciação e Amortização).
06.981.180/0001-16;2022-01-01;7;126034;2021-01-01;2021-12-31;0.00;0.34377881;Outros índices;Índice: Dívida líquida / (dívida líquida + patrimônio líquido)Justificativa:  Esse índice reflete um indicador amplamente utilizado e divulgado ao mercado pela Companhia, determinado pela relação consolidada de endividamento medida por dívida líquida / (dívida líquida + patrimônio líquido).Entende-se como dívida líquida a soma das obrigações financeiras de curto e longo prazo (empréstimos, financiamentos e debêntures), deduzido do saldo de caixa e equivalentes de caixa (aplicações financeiras de liquidez imediata) e de TVM (Títulos e Valores Mobiliários), tanto de curto quanto de longo prazo. Lajida é a capacidade de geração de caixa operacional da Companhia calculado em conformidade com a Instrução CVM nº 527/12.
06.981.180/0001-16;2022-01-01;7;126034;2021-01-01;2021-12-31;17654962.00;2.54296577;Índice de Endividamento;
06.981.381/0001-13;2022-03-31;2;118181;2020-04-01;2021-03-31;160691000.00;0.18911676;Índice de Endividamento;
07.040.108/0001-57;2022-01-01;13;125585;2021-01-01;2021-12-31;2226727755.00;0.84349134;Índice de Endividamento;
07.043.628/0001-13;2022-01-01;4;125946;2021-01-01;2021-12-31;79255772818.50;5.75015577;Índice de Endividamento;
07.047.251/0001-70;2022-01-01;15;125797;2021-01-01;2021-12-31;7751046000.00;2.22296515;Índice de Endividamento;
07.119.838/0001-48;2022-01-01;3;122807;2021-01-01;2021-12-31;16096.00;1.05575233;Índice de Endividamento;
07.206.816/0001-15;2022-01-01;2;119883;2021-01-01;2021-12-31;0.00;0.20572528;Outros índices;Divida Líquida: R$ 140.689.936,28 / EBITDA dos últimos 12 meses: R$ 683.872.873,97 = 0,205725277.A Companhia analisa a sua situação financeira e endividamento pelo indicador da Dívida Líquida, que é composta pela soma dos empréstimos e financiamentos de instituições financeiras, financiamentos de impostos,financiamentos diretos, de curto e longo prazo, deduzida dos saldos de caixa e equivalentes de caixa e de aplicações financeiras de longo prazo.A Companhia entende que o índice Dívida Líquida/EBITDA dos últimos 12 meses pode contribuir para a correta compreensão da situação financeira e do nível de endividamento da Companhia, pois reflete de forma apropriada o nível de endividamento da Companhia e da capacidade de pagamento.Em virtude do EBITDA ser um indicador financeiro utilizado para avaliar o resultado de empresas sem a influência de sua estrutura de capital, de efeitos tributários e outros impactos contábeis sem reflexo direto no seu fluxo de caixa, como é o caso de depreciação, a Companhia acredita que o EBITDA é uma medição importante para a compreensão da sua solidez financeira e capacidade de geração de caixa, além de contribuir para a compreensão de seu desempenho operacional. Para maiores detalhes,consultar o item 3.2 deste Formulário de Referência.Neste contexto, a capacidade do índice Dívida Líquida/EBITDA dos últimos 12 meses de representar apropriadamente a capacidade de pagamento da Companhia advém da crença da administração de que o EBITDA reflete o resultado operacional contábil sem o efeito de itens não caixa relevantes ( como a depreciação).
07.206.816/0001-15;2022-01-01;2;119883;2021-01-01;2021-12-31;3624804776.19;51.54516712;Índice de Endividamento;
07.237.373/0001-20;2022-01-01;12;126954;2021-01-01;2021-12-31;52823006000.00;7.06000000;Índice de Endividamento;
07.253.321/0001-47;2022-01-01;1;116818;2021-01-01;2021-12-31;136583095.09;1.78185964;Índice de Endividamento;
07.275.159/0001-68;2022-01-01;1;114741;2021-01-01;2021-12-31;3600864.08;0.00000249;Índice de Endividamento;
07.282.377/0001-20;2022-01-01;3;123105;2021-01-01;2021-12-31;2352761000.00;3.95841809;Índice de Endividamento;
07.334.600/0001-35;2022-01-01;1;114603;2021-01-01;2021-12-31;79908776.62;93.15465265;Índice de Endividamento;
07.401.436/0001-31;2022-01-01;1;116630;2021-01-01;2021-12-31;6143992113.50;1.48000000;Índice de Endividamento;
07.415.333/0001-20;2022-01-01;11;125942;2021-01-01;2021-12-31;42143934000.00;87.85808000;Índice de Endividamento;
07.437.016/0001-05;2022-01-01;2;125663;2021-01-01;2021-12-31;0.00;466.12000000;Outros índices;Parcela de  empréstimos e financiamentos modalidade FSA caracterizadas como subvenção
07.437.016/0001-05;2022-01-01;2;125663;2021-01-01;2021-12-31;219787937.08;537.56000000;Índice de Endividamento;
07.526.557/0001-00;2022-01-01;9;128293;2021-01-01;2021-12-31;54584866.00;0.64968357;Índice de Endividamento;
07.587.384/0001-30;2022-01-01;1;116198;2021-01-01;2021-12-31;356000.00;0.12849594;Índice de Endividamento;
07.594.978/0001-78;2022-01-01;6;125835;2021-01-01;2021-12-31;7225180000.00;0.18000000;Índice de Endividamento;
07.594.978/0001-78;2022-01-01;6;125835;2021-01-01;2021-12-31;0.00;0.18000000;Outros índices;Dívida Líquida / EBITDA: Método: endividamento líquido em 31 de dezembro de 2021, dividido pelo EBITDA do exercício de 2021. A Companhia acredita que o índice de dívida líquida sobre EBITDA seja apropriado para a correta compreensão da situação financeira da companhia, pois mensura sua capacidade de pagar a dívida através de sua geração operacional de caixa.
07.628.528/0001-59;2022-06-30;5;121281;2020-07-01;2021-06-30;1245717000.00;0.57074885;Índice de Endividamento;
07.636.657/0001-99;2022-01-01;6;123781;2021-01-01;2021-12-31;1200883000.00;1.13387442;Índice de Endividamento;
07.659.538/0001-51;2022-01-01;2;115740;2021-01-01;2021-12-31;537935.26;0.04258564;Índice de Endividamento;
07.689.002/0001-89;2022-01-01;10;126246;2021-01-01;2021-12-31;0.00;3.70000000;Outros índices;Prazo médio do endividamento: método utilizado para calcular o índice: prazo médio ponderado das amortizações do principal das dívidas com vencimento no curto e longo prazo. A Companhia entende que este índice possibilita a gestão do fluxo de vencimento de dívidas devido às disponibilidades e projeções futuras de geração de caixa.
07.689.002/0001-89;2022-01-01;10;126246;2021-01-01;2021-12-31;0.00;7.76859900;Outros índices;Dívida liquida: R$ 7.768.599.000,00. Método utilizado para calcular: Total dos Empréstimos e Financiamentos deduzindo-se o Caixa e equivalentes em caixa, Investimentos Financeiros e Títulos e Valores Mobiliários. A Companhia entende que este item permite uma melhor avaliação de sua capacidade de liquidez.
07.689.002/0001-89;2022-01-01;10;126246;2021-01-01;2021-12-31;41185651000.00;2.76700000;Índice de Endividamento;
07.689.002/0001-89;2022-01-01;10;126246;2021-01-01;2021-12-31;0.00;3.70000000;Outros índices;Nível de alavancagem Financeira (Dívida líquida/EBITDA): método utilizado para calcular: Dívida Líquida: dividida pelo EBITDA: calculado utilizando-se o lucro operacional antes das receitas (despesas) financeiras consolidadas, desconsiderando o efeito da depreciação e amortização.A Companhia entende que este índice possibilita o entendimento do nível de alavancagem, ou seja, quantos anos levaria para pagar a dívida, se a dívida líquida e o EBITDA forem mantidos constantes.
07.704.246/0001-93;2022-01-01;2;126093;2021-01-01;2021-12-31;208492000.00;3.63695356;Índice de Endividamento;
07.718.269/0001-57;2022-01-01;7;130713;2021-01-01;2021-12-31;2205751000.00;2.22703926;Índice de Endividamento;
07.802.794/0001-56;2022-01-01;7;126963;2021-01-01;2021-12-31;859160.00;4.55628270;Índice de Endividamento;
07.802.794/0001-56;2022-01-01;7;126963;2021-01-01;2021-12-31;0.00;2.27901245;Outros índices;Índice comumente utilizado pelo mercado financeiro.Dívida Liquida: R$ 692.601,00EBITDA: R$ 303.904,00
07.816.890/0001-53;2022-01-01;6;126119;2021-01-01;2021-12-31;4299267000.00;30.64000000;Índice de Endividamento;
07.820.907/0001-46;2022-01-01;3;127124;2021-01-01;2021-12-31;16044000.00;0.15971171;Índice de Endividamento;
07.823.262/0001-03;2022-01-01;2;123012;2021-01-01;2021-12-31;642142000.00;2.79963900;Índice de Endividamento;
07.857.093/0001-14;2022-01-01;9;126085;2021-01-01;2021-12-31;2605014.00;0.79000000;Índice de Endividamento;
07.857.850/0001-50;2022-01-01;5;126035;2021-01-01;2021-12-31;72143000.00;22.17446403;Índice de Endividamento;
07.859.510/0001-68;2022-01-01;3;126154;2021-01-01;2021-12-31;1645006000.00;1.07938397;Índice de Endividamento;
07.859.971/0001-30;2022-01-01;13;126020;2021-01-01;2021-12-31;9210879000.00;1.37789307;Índice de Endividamento;
07.882.930/0001-65;2022-01-01;9;153040;2021-01-01;2021-12-31;590157000.00;0.59316255;Índice de Endividamento;
07.976.147/0001-60;2022-01-01;6;125163;2021-01-01;2021-12-31;8662442.00;2.09906000;Índice de Endividamento;
08.065.557/0001-12;2022-01-01;4;123707;2021-01-01;2021-12-31;0.00;2.00193134;Outros índices;Devido ao [i] ciclo longo do setor de atuação da Companhia e [ii] às características específicas de alguma dívidas (tal como a dívida atrelada ao Sistema Financeiro de Habitação - SFH, cuja amortização é realizada através do repasse de recebíveis de clientes que optam por financiar o saldo devedor, após a conclusão do empreendimento, junto a instituições financeiras), a Companhia utiliza os seguintes índices para verificação de seu índice de endividamento:a) a razão entre (A) a soma do Total de Recebíveis, Saldo da Participação Tecnisa no Patrimônio Líquido da Windsor e Imóveis a Comercializar e (B) a soma da diferença entre a Dívida Líquida e Financiamento à Produção, Imóveis a Pagar e Custos e Despesas a Apropriar deverá ser sempre igual ou maior a 1,50 (um inteiro e cinquenta centésimos) ou menos que 0 (zero) Onde: "Dívida Líquida" corresponde à somatória, apurada com base nas demonstrações financeiras consolidadas auditadas da Emissora: (a) do valor de principal, juros e, quando devidos, demais encargos, inclusive moratórios, das dívidas de curto e de longo prazo decorrentes de: (i) qualquer mútuo, financiamento ou empréstimo contraído com instituições financeiras ou não, exceto aqueles realizados entre a Emissora e coligadas ou controladas, (ii) títulos de renda fixa, conversíveis ou não, em circulação no mercado de capitais local e/ou internacional, e (iii) instrumentos derivativos, menos (b) o somatório dos valores em caixa, bancos e aplicações financeiras"Financiamento à Produção" corresponde a qualquer financiamento contratado junto a uma instituição financeira ou no mercado de capitais, cujos recursos sejam direcionados à construção e desenvolvimento de empreendimentos residenciais, mas não a aquisição de terrenos para os mesmos, que estejam constantes nas rubricas "Financiamentos à Produção - SFH", "Financiamento à Produção - Capital de Giro" e "Financiamento à Produção - Dívida de Projetos" das notas explicativas das demonstrações financeiras da Emissora"Imóveis a Pagar" corresponde aos valores constantes na rubrica "Contas a pagar por aquisição de imóveis""Custos e Despesas a Apropriar" corresponde aos valores consolidados constantes nas rubricas "Receita de imóveis vendidos a apropriar" e "Custos orçados dos imóveis vendidos a apropriar", respectivamente, nas notas explicativas da Emissora"Total de Recebíveis" corresponde à soma dos valores constantes nas rubricas "Contas a Receber" e "Receita de imóveis vendidos a apropriar", no balanço patrimonial e nas notas explicativas da Emissora, respectivamente e"Saldo da Participação Tecnisa no Patrimônio Líquido da Windsor" significa a soma da participação no patrimônio líquido que a Emissora detém nas sociedades controladas (a) Windsor e (b) JDP E1 Investimentos Imobiliários Ltda., detentoras do projeto Windsor e que estão apresentadas as notas explicativas das demonstrações financeiras da Emissora."Imóveis a Comercializar" é o valor apresentado na rubrica "Imóveis a comercializar" do balanço patrimonial da Emissora.
08.065.557/0001-12;2022-01-01;4;123707;2021-01-01;2021-12-31;0.00;0.57009470;Outros índices;Devido ao [i] ciclo longo do setor de atuação da Companhia e [ii] às características específicas de alguma dívidas (tal como a dívida atrelada ao Sistema Financeiro de Habitação - SFH, cuja amortização é realizada através do repasse de recebíveis de clientes que optam por financiar o saldo devedor, após a conclusão do empreendimento, junto a instituições financeiras), a Companhia utiliza os seguintes índices para verificação de seu índice de endividamento:a) razão entre: (A) a diferença entre a Dívida Líquida e o Financiamento à Produção e (B) Patrimônio Líquido, que deverá ser sempre igual ou inferior a 1,20 (um inteiro e vinte centésimos)Onde: "Dívida Líquida" corresponde à somatória, apurada com base nas demonstrações financeiras consolidadas auditadas da Emissora: (a) do valor de principal, juros e, quando devidos, demais encargos, inclusive moratórios, das dívidas de curto e de longo prazo decorrentes de: (i) qualquer mútuo, financiamento ou empréstimo contraído com instituições financeiras ou não, exceto aqueles realizados entre a Emissora e coligadas ou controladas, (ii) títulos de renda fixa, conversíveis ou não, em circulação no mercado de capitais local e/ou internacional, e (iii) instrumentos derivativos, menos (b) o somatório dos valores em caixa, bancos e aplicações financeiras"Financiamento à Produção" corresponde a qualquer financiamento contratado junto a uma instituição financeira ou no mercado de capitais, cujos recursos sejam direcionados à construção e desenvolvimento de empreendimentos residenciais, mas não a aquisição de terrenos para os mesmos, que estejam constantes nas rubricas "Financiamentos à Produção - SFH", "Financiamento à Produção - Capital de Giro" e "Financiamento à Produção - Dívida de Projetos" das notas explicativas das demonstrações financeiras da Emissora e"Patrimônio Líquido" é o patrimônio da Emissora, excluídos os valores da conta de reservas de reavaliação, se houver.
08.065.557/0001-12;2022-01-01;4;123707;2021-01-01;2021-12-31;0.00;0.58303415;Outros índices;Devido ao [i] ciclo longo do setor de atuação da Companhia e [ii] às características específicas de alguma dívidas (tal como a dívida atrelada ao Sistema Financeiro de Habitação - SFH, cuja amortização é realizada através do repasse de recebíveis de clientes que optam por financiar o saldo devedor, após a conclusão do empreendimento, junto a instituições financeiras), a Companhia utiliza os seguintes índices para verificação de seu índice de endividamento:a) a divisão entre: (1) a Dívida Líquida (incluindo os valores de Financiamento à Produção) sobre (2) Patrimônio Líquido, que deverá ser igual ou inferior a 1,00 (um inteiro)Onde: "Dívida Líquida" corresponde à somatória, apurada com base nas demonstrações financeiras consolidadas auditadas da Emissora: (a) do valor de principal, juros e, quando devidos, demais encargos, inclusive moratórios, das dívidas de curto e de longo prazo decorrentes de: (i) qualquer mútuo, financiamento ou empréstimo contraído com instituições financeiras ou não, exceto aqueles realizados entre a Emissora e coligadas ou controladas, (ii) títulos de renda fixa, conversíveis ou não, em circulação no mercado de capitais local e/ou internacional, e (iii) instrumentos derivativos, menos (b) o somatório dos valores em caixa, bancos e aplicações financeiras"Financiamento à Produção" corresponde a qualquer financiamento contratado junto a uma instituição financeira ou no mercado de capitais, cujos recursos sejam direcionados à construção e desenvolvimento de empreendimentos residenciais, mas não a aquisição de terrenos para os mesmos, que estejam constantes nas rubricas "Financiamentos à Produção - SFH", "Financiamento à Produção - Capital de Giro" e "Financiamento à Produção - Dívida de Projetos" das notas explicativas das demonstrações financeiras da Emissora e"Patrimônio Líquido" é o patrimônio da Emissora, excluídos os valores da conta de reservas de reavaliação, se houver.
08.065.557/0001-12;2022-01-01;4;123707;2021-01-01;2021-12-31;0.00;0.55464329;Outros índices;Devido ao [i] ciclo longo do setor de atuação da Companhia e [ii] às características específicas de alguma dívidas (tal como a dívida atrelada ao Sistema Financeiro de Habitação - SFH, cuja amortização é realizada através do repasse de recebíveis de clientes que optam por financiar o saldo devedor, após a conclusão do empreendimento, junto a instituições financeiras), a Companhia utiliza os seguintes índices para verificação de seu índice de endividamento:a divisão entre: (1) a Dívida Líquida sobre (2) Patrimônio Líquido, que deverá ser inferior a 0,85 (oitenta e cinco centésimos)Onde: "Dívida Líquida" corresponde à somatória, apurada com base nas demonstrações financeiras consolidadas auditadas ou revisadas da Companhia: (a) dos empréstimos e financiamentos de curto e longo prazos, incluídos os títulos descontados com regresso, arrendamento mercantil/leasing financeiro e os títulos de renda fixa frutos de emissão pública ou privada, nos mercados local ou internacional, (b) mútuo(s) passivo(s) contraído(s) pela Emissora, exceto os que tenham prazo de vencimento posterior à Data de Vencimento desta Emissão e não incorram em qualquer remuneração a ser paga pela Emissora antes da Data de Vencimento (c) instrumentos derivativos, acrescidos (se passivo) e decrescidos (se ativo) menos (d) o somatório dos valores em caixa, bancos e aplicações financeiras. Os itens (a), (c) e (d) acima são calculados na proporção da participação Emissora nas respectivas SPEs não consolidadas em suas demonstrações financeiras, mediante apresentação de balanço patrimonial da SPE, assinado pelo contador responsável em conjunto com o diretor financeiro da Emissora. "Patrimônio Líquido" é o patrimônio da Emissora, excluídos os valores da conta de reservas de reavaliação, se houver.
08.065.557/0001-12;2022-01-01;4;123707;2021-01-01;2021-12-31;895174000.00;1.35379306;Índice de Endividamento;
08.070.508/0001-78;2022-03-31;9;116965;2020-04-01;2021-03-31;0.00;0.84127423;Outros índices;O cálculo do Endividamento total consiste na razão entre a soma do passivo circulante e não circulante pelo ativo total. A Raízen Energia e suas controladas acreditam que as métricas de endividamento total e de curto prazo consigam demonstrar a estrutura patrimonial e indicam a participação de recursos de terceiros (passivo) no financiamento das aplicações totais realizadas pela Companhia e suas controladas (ativo total).
08.070.508/0001-78;2022-03-31;9;116965;2020-04-01;2021-03-31;0.00;0.31424934;Outros índices;O Endividamento de Curto Prazo consiste na razão entre o passivo circulante pelo ativo total. A Raízen Energia e suas controladas acreditam que as métricas de endividamento total e de curto prazo consigam demonstrar a estrutura patrimonial e indicam a participação de recursos de terceiros (passivo) no financiamento das aplicações totais realizadas pela Companhia e suas controladas (ativo total).
08.070.508/0001-78;2022-03-31;9;116965;2020-04-01;2021-03-31;36620563000.00;5.30017427;Índice de Endividamento;
08.070.508/0001-78;2022-03-31;9;116965;2021-04-01;2022-03-31;0.00;0.80615801;Outros índices;O cálculo do Endividamento total consiste na razão entre a soma do passivo circulante e não circulante pelo ativo total. A Raízen Energia e suas controladas acreditam que as métricas de endividamento total e de curto prazo consigam demonstrar a estrutura patrimonial e indicam a participação de recursos de terceiros (passivo) no financiamento das aplicações totais realizadas pela Companhia e suas controladas (ativo total).
08.070.508/0001-78;2022-03-31;9;116965;2021-04-01;2022-03-31;0.00;0.40411440;Outros índices;O Endividamento de Curto Prazo consiste na razão entre o passivo circulante pelo ativo total. A Raízen Energia e suas controladas acreditam que as métricas de endividamento total e de curto prazo consigam demonstrar a estrutura patrimonial e indicam a participação de recursos de terceiros (passivo) no financiamento das aplicações totais realizadas pela Companhia e suas controladas (ativo total).
08.070.508/0001-78;2022-03-31;9;116965;2021-04-01;2022-03-31;48479978000.00;4.15884086;Índice de Endividamento;
08.078.847/0001-09;2022-01-01;4;126288;2021-01-01;2021-12-31;240599000.00;1.26404190;Índice de Endividamento;
08.159.965/0001-33;2022-01-01;7;123754;2021-01-01;2021-12-31;7945426000.00;2.75077482;Índice de Endividamento;
08.170.849/0001-15;2022-01-01;10;126048;2021-01-01;2021-12-31;1273370000.00;1.42869164;Índice de Endividamento;
08.213.823/0001-07;2022-01-01;4;125646;2021-01-01;2021-12-31;450969000.00;1.96327851;Índice de Endividamento;
08.294.224/0001-65;2022-01-01;8;127215;2021-01-01;2021-12-31;3865073000.00;0.87340500;Índice de Endividamento;
08.312.229/0001-73;2022-01-01;4;126061;2021-01-01;2021-12-31;706437000.00;0.16169100;Índice de Endividamento;
08.322.396/0001-03;2022-03-31;5;117114;2020-04-01;2021-03-31;2169692412.23;2.39586542;Índice de Endividamento;
08.322.396/0001-03;2022-03-31;5;117114;2020-04-01;2021-03-31;0.00;2.57000000;Outros índices;Índice de endividamento utilizado: Ativo Circulante Ajustado/Passivo Circulante Ajustado. Sendo Ativo Circulante ajustado o total de Ativo Circulante, excluindo a linha de 'Arrendamentos a receber' (IFRS 16), e Passivo Circulante Ajustado o total de Passivo Circulante, excluindo a linha de 'Arrendamentos a pagar' e 'Parcerias Agrícolas a pagar' (IFRS 16).3.2. Motivo da utilização do índice: Índice amplamente utilizado pelo mercado.
08.322.396/0001-03;2022-03-31;5;117114;2020-04-01;2021-03-31;0.00;0.84000000;Outros índices;Índice de endividamento utilizado: Dívida Líquida/EBITDA Ajustado dos últimos 12 meses. Sendo: Dívida líquida: a soma da dívida bancária da companhia e obrigações decorrentes de aquisições menos o caixa e disponibilidades da Companhia. EBITDA Ajustado dos últimos 12 meses: a soma do EBITDA Ajustado dos últimos 12 meses no conceito de EBITDA Ajustado descrito no item3.2. Motivo da utilização do índice: Índice amplamente utilizado pelo mercado.
08.324.196/0001-81;2022-01-01;9;125924;2021-01-01;2021-12-31;3679099980.26;2.43153595;Índice de Endividamento;
08.343.492/0001-20;2022-01-01;15;127243;2021-01-01;2021-12-31;142107000.00;0.51200000;Índice de Endividamento;
08.364.948/0001-38;2022-01-01;11;127024;2021-01-01;2021-12-31;15718209000.00;1.57155012;Índice de Endividamento;
08.397.078/0001-01;2022-01-01;3;127289;2021-01-01;2021-12-31;646329000.00;5.30000000;Índice de Endividamento;
08.402.943/0001-52;2022-01-01;8;127054;2021-01-01;2021-12-31;9211635365.21;1.74900517;Índice de Endividamento;
08.424.178/0001-71;2022-01-01;1;115813;2021-01-01;2021-12-31;103825038.70;100.00000000;Índice de Endividamento;
08.439.659/0001-50;2022-01-01;3;125891;2021-01-01;2021-12-31;6035342.00;1.03380000;Índice de Endividamento;
08.467.115/0001-00;2022-01-01;7;127041;2021-01-01;2021-12-31;9401587000.00;3.53729961;Índice de Endividamento;
08.493.364/0001-62;2022-04-01;1;120344;2021-04-01;2022-03-31;1249445000.00;0.00000962;Índice de Endividamento;
08.493.364/0001-62;2022-04-01;1;120344;2021-04-01;2022-03-31;1249445000.00;0.00000962;Índice de Endividamento;
08.493.364/0001-62;2022-04-01;1;120344;2021-04-01;2022-03-31;1249445000.00;0.00000962;Índice de Endividamento;
08.493.364/0001-62;2022-04-01;1;120344;2021-04-01;2022-03-31;1249445000.00;0.00000962;Índice de Endividamento;
08.493.364/0001-62;2022-04-01;1;120344;2021-04-01;2022-03-31;1249445000.00;0.00000962;Índice de Endividamento;
08.493.364/0001-62;2022-04-01;1;120344;2021-04-01;2022-03-31;1249445000.00;0.00000962;Índice de Endividamento;
08.493.364/0001-62;2022-04-01;1;120344;2021-04-01;2022-03-31;1249445000.00;0.00000962;Índice de Endividamento;
08.493.364/0001-62;2022-04-01;1;120344;2021-04-01;2022-03-31;1249445000.00;0.00000962;Índice de Endividamento;
08.560.444/0001-93;2022-01-01;5;123225;2021-01-01;2021-12-31;635385000.00;0.60401700;Índice de Endividamento;
08.574.411/0001-00;2022-01-01;2;125800;2021-01-01;2021-12-31;112766000.00;1.76000000;Índice de Endividamento;
08.613.550/0001-98;2022-01-01;6;125322;2021-01-01;2021-12-31;0.01;0.00000001;Índice de Endividamento;
08.764.621/0001-53;2022-01-01;2;125286;2021-01-01;2021-12-31;2451130000.00;3.38068000;Índice de Endividamento;
08.769.451/0001-08;2022-01-01;6;124959;2021-01-01;2021-12-31;37145000.00;2.85576997;Índice de Endividamento;
08.773.135/0001-00;2022-01-01;13;126979;2021-01-01;2021-12-31;2032108.00;4187.23700000;Índice de Endividamento;
08.773.191/0001-36;2022-01-01;2;126230;2021-01-01;2021-12-31;48869.00;1.42205733;Índice de Endividamento;
08.795.211/0001-70;2022-01-01;2;125665;2021-01-01;2021-12-31;214447000.00;3.68585964;Índice de Endividamento;
