CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Reducao;Data_Deliberacao;Data_Reducao;Valor_Total_Reducao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Reducao_Capital_Anterior;Valor_Restituido_Por_Acao;Forma_Restituicao;Razao_Reducao
10.215.988/0001-60;2022-01-01;7;122067;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;14334;2022-07-29;2022-07-29;0.00;1261828;0;1261828;0.248035;0.00000000;Sem valor nominal;Foi aprovado em Reunião do Conselho de Administração realizada em 29 de Julho de 2022 o cancelamento da totalidade das ações mantidas em tesouraria pela Companhia de 1.261.828 de ações ordinárias, sem valor nominal, sem redução do valor do Capital Social da Companhia, adquiridas no âmbito do 5º plano de recompra de ações, aprovado pelo Conselho de Administração em 03 de novembro de 2021.
10.338.320/0001-00;2022-01-01;5;125920;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;14845;2017-01-31;2017-01-31;30000000.00;0;0;0;47.555112;0.47555112;Os acionistas com o direito ao recebimento de proventos correspondentes à redução de capital são os que detiveram posição acionária registrada em 12/04/2017.O valor foi pago na proporção de R$ 0,4755511241 por ação ordinária a partir de 20/4/2017.;A companhia é uma transmissora de energia e seu fluxo de geração de caixa é estável com receitas determinadas pela ANEEL através da RAP (receita anual permitida) reajustada anualmente por índice de inflação - IGPM. Após análise das projeções financeiras e medido desempenho financeiro da companhia verificou-se que fluxo de receitas é suficiente para cobrir as despesas da empresa, que são compostos de: encargos e amortização do financiamento, encargos do setor elétrico e impostos e não estão previstos investimentos significativos para manutenção da sua operação. Assim, mesmo com a redução de capital a companhia continuará em plena capacidade de honrar seus compromissos financeiros e para com terceiros. O capital social integralizado de Afluente T passou no exercício de 2017 de R$ 63.084.700, 00 para R$ 33.084.700,00. A redução de capital foi previamente aprovada pela ANEEL em 13 de dezembro de 2016 através do despacho número 3.267.
10.629.105/0001-68;2022-01-01;20;127162;PRIO S.A.;14958;2015-04-30;2015-04-30;611752039.75;29748449;0;29748449;15.460000;0.00000000;Não se aplica (não houve alteração na quantidade de ações).;Não se aplica (não houve alteração na quantidade de ações).
11.721.921/0001-60;2022-01-01;23;127119;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;14945;2019-05-17;2019-05-17;218436966.18;0;0;0;58.641422;0.00000000;;Absorção do prejuízo acumulado da companhia até 31/12/2018.
11.992.680/0001-93;2022-01-01;12;125999;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;14860;2019-08-15;2019-10-15;980000000.00;0;0;0;52.448794;3.49129514;Dinheiro;Capital excessivo
12.091.809/0001-55;2022-01-01;22;125846;BRAVA ENERGIA S.A.;14842;2020-06-30;2020-06-30;687442.81;0;0;0;0.002101;0.00000000;Não houve restituição aos acionistas.;Quando da incorporação reversa da Ônix Petróleo e Gás Participações S.A. ("Ônix") pela Companhia, em 30 de junho de 2020, o acervo líquido da Ônix foi contabilizado no valor negativo de R$687.442,81. Desta forma, foi vertido à conta do capital social da Companhia, sem o cancelamento de ações e, como consequência, o capital social da Companhia foi reduzido de R$327.267.206,03 para R$326.579.763,22. Em 9 de novembro de 2020, a Companhia incorporou a 3R e a sucedeu a título universal, na forma da lei, em todos os seus direitos e obrigações, passando a totalidade dos seus ativos e passivos para o patrimônio da Companhia, ato no qual foi realizado ajuste contábil e societário para contemplar os efeitos da incorporação reversa acima detalhada, no valor de R$38.913.711,84. Tais ajustes foram realizados em virtude de erro de escrita constante do ato societário da referida incorporação e resultou em um ajuste na conta do capital da social da Companhia, conforme consta do laudo de avaliação da Ônix elaborado, na forma do artigo 227, § 3º da Lei nº 6.404 de 15 de dezembro de 1976, com o intuito de respaldar a incorporação reversa acima detalhada. A Companhia ressalta que o referido ajuste não gerou prejuízo a credores, uma vez que a conta capital social já havia sido reduzida e o os próximos eventos societários da Companhia são de aumento de capital, decorrentes, principalmente, da realização oferta.
12.091.809/0001-55;2022-01-01;22;125846;BRAVA ENERGIA S.A.;14843;2021-04-26;2020-11-09;19842529.96;0;0;0;1.589360;0.00000000;Não houve restituição aos acionistas.;A redução do capital social da Companhia foi necessária para refletir as adequações constantes do Laudo de Avaliação Ajustado da 3R Participações, emitido no âmbito da Incorporação, e elaborado pela Empresa Avaliadora com base no Balanço Patrimonial e Demonstração do Resultado do Exercício da 3R Participações levantados em 30 de setembro de 2020.O referido ajuste foi realizado pela Empresa Avaliadora para fins de adequação no saldo do acervo líquido incorporado da 3R Participações. Adicionalmente, foi necessário refletir a movimentação das contas da 3R Participações ocorridas entre o período de 01 de outubro de 2020 e 09 de novembro de 2020. Assim, fez-se necessária a redução do acervo líquido da 3R Participações no montante equivalente a R$ 19.842.529,96 (dezenove milhões, oitocentos e quarenta e dois mil, quinhentos e vinte e nove reais e noventa e seis centavos).
12.181.987/0001-77;2022-01-01;7;126104;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;14877;2021-04-26;2021-04-26;45574794.02;0;0;0;3.947222;0.00000000;Não aplicável;Absorção dos saldos das contas de (i) custos de transação incorridos na emissão de títulos e valores mobiliários pela Companhia realizados no exercício de 2020 no valor de R$ 41.668.726,87 (quarenta e um milhões, seiscentos e sessenta e oito mil e setecentos e vinte e seis reais e oitenta e sete centavos) e (ii) ajuste de avaliação patrimonial gerado com a permuta de ações aprovada na Assembleia Geral Extraordinária da Companhia realizada em 10 de julho de 2020 no valor de R$ 3.906.067,15 (três milhões, novecentos e seis mil e sessenta e sete reais e quinze centavos).
12.420.164/0001-57;2022-01-01;11;125821;CM HOSPITALAR S.A;14833;2021-01-27;2021-01-27;10363343.00;2189416;0;2189416;1.000000;4.73000000;Dinheiro, moeda corrente nacional;Cisão parcial
12.648.327/0001-53;2022-01-01;12;127010;HIDROVIAS DO BRASIL S.A.;14928;2018-06-20;2018-06-20;203101783.86;721006945;0;721006945;0.000000;0.00000000;N/A;Absorção dos prejuízos acumulados constantes das demonstrações financeiras referentes ao exercício social findo em 31 de dezembro de 2017.
13.444.994/0001-87;2022-01-01;6;126118;MLOG S.A.;14880;2015-08-26;2015-08-26;353361556.60;0;937906;937906;42.200000;376.76000000;Em Dinheiro;Ajuste de estrutura de capital em função da fusão com a Maverick Logistica S.A.
13.444.994/0001-87;2022-01-01;6;126118;MLOG S.A.;14881;2016-12-08;2017-02-06;42631756.30;152788;0;152788;5.010000;279.03000000;Não há, pois as ações canceladas não haviam sido integralizadas.;Redimensionamento do Aumento de Capital deliberado em assembleia geral extraordinária realizada em 26/08/2015.
13.457.942/0001-45;2022-01-01;2;123701;RIVA INCORPORADORA S.A;14613;2020-03-02;2020-03-02;8196901.63;0;0;0;0.000000;0.00000000;Não se aplica, tendo em vista que a redução de capital se deu com fins da absorção dos prejuízos sociais acumulados, sem o cancelamento de ações.;Necessidade da absorção de prejuízos acumulados.
13.457.942/0001-45;2022-01-01;2;123701;RIVA INCORPORADORA S.A;14614;2020-10-29;2021-02-12;5812014.48;0;0;0;0.000000;0.00000000;;Absorção de prejuízos acumulados registrados no balanço da Companhia, referente ao período encerrado em 30/09/2020.
13.457.942/0001-45;2022-01-01;2;123701;RIVA INCORPORADORA S.A;14615;2020-10-29;2021-02-12;86531160.47;0;0;0;0.000000;0.00000000;;Por ser considerado excessivo nos termos do artigo nº 173 da Lei das S.A. (6404/76).
14.388.334/0001-99;2022-01-01;7;123627;PARANA BCO S.A.;14595;2021-05-31;2021-05-31;1105608.96;1401546;1369403;2770949;0.143892;0.00000000;;
14.998.371/0001-19;2022-01-01;8;125398;J. MACEDO S.A.;14790;2019-12-30;2019-12-30;66561752.31;821555;1642932;2464487;33.514892;0.00000000;;
16.234.171/0001-15;2022-01-01;5;125708;METANOR SA METANOL DO NE;14828;2020-12-24;2020-12-24;42482454.59;0;0;0;49.645538;0.00000000;Sem cancelamento de ações.;Redução do prejuizo acumulado
16.676.520/0001-59;2022-01-01;8;127251;HOSPITAL MATER DEI S.A.;14991;2020-10-31;2020-10-31;1366491.62;582229;0;582229;0.400000;0.00000000;n/a;Decorrente de operação de cisão parcial da Companhia, conforme detalhado no item 15.7 acima
16.676.520/0001-59;2022-01-01;8;127251;HOSPITAL MATER DEI S.A.;14992;2020-12-31;2020-12-31;235841993.00;235841993;0;235841993;67.300000;0.00000000;n/a;Decorrente de operação de cisão parcial da Companhia, conforme detalhado no item 15.7 acima
17.314.329/0001-20;2022-01-01;13;125686;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;14824;2017-06-28;2017-08-29;48331770.00;0;0;0;5.227236;0.30000000;Moeda corrente nacional.;A redução do capital foi realizada em razão do montante do capital social excessivo para o desempenho das atividades sociais da Companhia.
17.314.329/0001-20;2022-01-01;13;125686;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;14825;2018-10-04;2019-01-22;100000000.00;0;0;0;11.411845;0.63000000;Moeda corrente nacional.;A redução do capital foi realizada em razão do montante do capital social excessivo para o desempenho das atividades sociais da Companhia.
17.344.597/0001-94;2022-01-01;10;126989;BB SEGURIDADE PARTICIPAÇÕES S.A.;14925;2019-10-30;2019-12-31;2700000000.00;0;0;0;44.290000;1.35000000;Dinheiro.;Por considerá-lo excessivo, nos termos do artigo 173 da Lei nº 6.404/76.
21.240.146/0001-84;2022-01-01;11;126949;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;14918;2020-10-30;2020-10-30;45295653.40;0;0;0;134302868.100000;0.00000000;Não aplicável.;Aprovação da reorganização societária do Grupo, que acarretou a cisão parcial da Companhia.
23.236.821/0001-27;2022-01-01;3;126083;PATRIMAR ENGENHARIA S.A.;14873;2020-12-31;2020-12-31;12429952.73;2250498;0;2250498;3.861792;0.00000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia.;Em decorrência da Cisão Parcial, a redução do capital social da Companhia, mediante o cancelamento de 2.250.498 (dois milhões, duzentos e cinquenta mil, quatrocentos e noventa e oito) ações ordinárias.
23.373.000/0001-32;2022-01-01;12;126955;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;14919;2018-12-31;2018-12-31;80899140.25;42852943;0;42852943;12.817000;0.00000000;Não houve restituição aos acionistas.;Cisão parcial da Companhia, com a versão da totalidade da participação societária que a Companhia possui na JSL Holding Financeira Ltda. para uma nova sociedade empresária denominada JSLF1 Participações Ltda.
23.438.929/0001-00;2022-01-01;4;122983;ALARES INTERNET PARTICIPAÇÕES S/A;14485;2021-12-23;2021-12-23;695903819.44;175471653;0;175471653;0.296325;0.00000000;A redução do capital social da Companhia foi realizada sem cancelamento de ações e sem restituição aos acionistas de quaisquer valores em razão de tal redução.;A redução ocorreu em razão da incorporação da O.A.M.S.P.E., mediante versão do acervo líquido negativo pela Companhia.
24.410.913/0001-44;2022-01-01;14;125004;NU HOLDINGS LTD.;14721;2020-07-15;2020-07-15;817.89;1561475;2261475;3822950;0.003200;0.00000000;Como a redução do capital se deu sobre parcela do capital social autorizado, não houve necessidade de restituição dos valores correspondentes às ações objeto da redução, visto que estas não haviam sido subscritas / integralizadas por quaisquer acionistas.;A redução do capital social ocorreu a fim de remover o excesso de ações que haviam sido autorizadas, mas não emitidas.
24.410.913/0001-44;2022-01-01;14;125004;NU HOLDINGS LTD.;14722;2020-09-10;2020-09-10;5.66;27;0;27;0.002300;0.00000000;Como a redução do capital se deu sobre parcela do capital social autorizado, não houve necessidade de restituição dos valores correspondentes às ações objeto da redução, visto que estas não haviam sido subscritas / integralizadas por quaisquer acionistas.;A redução do capital social ocorreu a fim de remover o excesso de ações que haviam sido autorizadas, mas não emitidas.
24.410.913/0001-44;2022-01-01;14;125004;NU HOLDINGS LTD.;14723;2021-05-29;2021-05-29;3511.92;0;16795799;16795799;1.351800;0.00000000;Não se aplica.;Cancelamento das ações preferenciais seniores, em vista de sua conversão para ações preferenciais da série F-1.
24.410.913/0001-44;2022-01-01;14;125004;NU HOLDINGS LTD.;14724;2021-12-01;2021-12-01;0.00;0;0;0;0.000000;0.00000000;Não se aplica.;Cancelamento das ações preferenciais e das Ações da Administração (15.000).
30.540.991/0001-66;2022-01-01;1;115523;HAGA S.A. INDUSTRIA E COMERCIO;13661;2011-12-31;2011-12-31;0.00;0;0;0;0.000000;0.00000000;NÃO SE APLICA;NÃO SE APLICA
30.723.886/0001-62;2022-01-01;14;127198;BANCO MODAL S.A.;14959;2019-05-30;2020-01-03;70690682.99;0;0;0;20.450000;0.00000000;Como a redução do capital social do Banco foi em decorrência da cisão parcial, cada acionista recebeu 1 (uma) ação de emissão da MAF Distribuidora de Títulos e Valores Mobiliários S.A. para cada 1 (uma) ação de emissão do Banco que possuía na data da cisão parcial.;Não houve restituição ou cancelamento de ações quando da redução do capital social em decorrência da Cisão Parcial havida, pois a parcela cindida deu origem a uma nova Companhia, a qual emitiu ações a partir da integralização da parcela cindida e entregou, aos acionistas do Banco, a quantidade de ações relativa à participação destes no capital do Banco, descontadas, à época, as ações do Banco que eram mantidas em tesouraria.
31.701.408/0001-14;2022-01-01;4;121100;ATHENA SAÚDE BRASIL SA;14259;2022-02-22;2022-02-22;2000100.00;0;0;0;0.001200;0.00000000;Não aplicável.;Cisão parcial da Companhia.
33.102.476/0001-92;2022-01-01;3;126041;MONTEIRO ARANHA S.A.;14863;2021-10-15;2021-12-17;100000000.00;0;0;0;13.950000;8.16245172;A redução de capital foi efetivada com restituição de valor aos acionistas, na proporção de suas respectivas participações no capital social, no montante de R$ 8,162451726 por ação, mediante, a critério do acionista: (a) o recebimento de 1,558938921 certificados de depósito de ações (units) de emissão de Klabin S.A. para cada ação ordinária de emissão da Companhia de sua titularidade - sendo este o procedimento padrão em caso de ausência de manifestação dos acionistas da Companhia ou (b) recebimento em dinheiro do montante correspondente ao valor de restituição.;No entendimento da administração, considerando o capital social necessário ao desenvolvimento das atividades e a consecução do objeto social da Companhia, com predominância da atividade de holding, a redução de capital se revelou adequada para obter um melhor equilíbrio do seu portfólio de investimentos e de sua estrutura de capital, estando alinhada ao planejamento estratégico de longo prazo da Companhia.
33.352.394/0001-04;2022-01-01;7;125340;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;14769;2012-06-13;2012-07-02;3830000000.00;361935886441;90050693404;451986579845;97.446000;0.00000000;não há;não há
37.663.076/0001-07;2022-01-01;12;126658;AUREN PARTICIPAÇÕES S.A.;14905;2021-11-03;2021-11-03;0.00;25;0;25;0.000000;0.00000000;Não aplicável, uma vez que houve cancelamento de ações sem redução do capital social;
38.456.921/0001-36;2022-01-01;17;126317;INFRACOMMERCE CXAAS S.A.;14898;2021-02-19;2021-02-19;19512927.00;0;0;0;27.050000;0.00000000;Não houve cancelamento de ações.;No Instrumento Particular da 1ª Alteração do Contrato Social da Infracommerce CXAS Ltda. (denominação social atual da Companhia) realizada em 18 de setembro de 2020, registrada perante a Junta Comercial do Estado do São Paulo sob o nº 422.689/20-8, em sessão de 7 de outubro de 2020, por um lapso: (i) constou valor incorreto atribuído às quotas à época, e (ii) não foi mencionado, de forma equivocada, que parte do aumento do capital social era decorrente da capitalização de créditos detidos pela Companhia em face de determinadas subsidiárias.
39.346.861/0350-38;2022-01-01;4;125385;CENCOSUD BRASIL COMERCIAL S.A.;14785;2020-07-24;2020-10-27;267170001.00;267170001;0;267170001;0.037797;1.00000000;Cancelamento de (i) 266.071.137 quotas de titularidade da sócia Cencosud Internacional SpA e (ii) 1.098.864 quotas de titularidade da sócia Cencosud S.A., mediante pagamento do montante ao seu respectivo titular.;Considerando que na data da redução de capital a Companhia era organizada sob a forma de sociedade limitada, o capital foi reduzido por ser considerado excessivo em relação ao objeto social da Companhia, conforme faculta o artigo 1.082, II do Código Civil.
39.346.861/0350-38;2022-01-01;4;125385;CENCOSUD BRASIL COMERCIAL S.A.;14786;2021-01-28;2021-03-29;370000000.00;0;0;0;0.054400;0.00000000;Redução de capital sem cancelamento de ações, mediante restituição de capital aos acionistas em bens e moeda corrente nacional, proporcionalmente às suas participações acionárias no capital social da Companhia.;Redução de capital por ser considerado excessivo em relação ao objeto social da Companhia.
39.346.861/0350-38;2022-01-01;4;125385;CENCOSUD BRASIL COMERCIAL S.A.;14787;2021-06-15;2021-06-15;3714235736.04;0;0;0;0.577510;0.00000000;Redução de capital sem cancelamento de ações para absorção de prejuízos nos termos do artigo 173 da Lei 6.404/76.;Redução de capital para absorção de prejuízos da Companhia.
39.881.421/0001-04;2022-01-01;6;126155;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;14884;2021-08-19;2021-08-19;0.00;1095;1715;2810;0.000000;0.00000000;;Cancelamento de ações em tesouraria decorrente de reembolso.
39.881.421/0001-04;2022-01-01;6;126155;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;14885;2021-12-15;2021-12-15;0.00;15852;6029;21881;0.000000;0.00000000;;Cancelamento de ações em razão de exercício de direito de recesso por acionistas da Companhia.
42.331.462/0001-31;2022-01-01;1;116581;EMBPAR PARTICIPAÇÕES S/A;13800;2017-07-26;2017-10-02;121965575.36;0;0;0;0.000000;0.00000000;Foi realizada em bens, mediante a entrega aos acionistas da Companhia, na proporção da participação de cada acionista no capital social no capital social da Companhia, de ações ordinárias e preferenciais de emissão da empresa Portosul Participações S/A. Cada acionista fará jus ao mesmo número de ações da Portosul que atualmente titulam no capital social da Companhia, ou seja, 1 (uma) ação detida no capital da Companhia receberão 1 (uma) ação de emissão da Portosul.;A Administração da Companhia entende que o seu capital social tornou-se excessivo para o desenvolvimento das suas atividades operacionais e da consecução de seus objetivos sociais, e propôs, nos termos do artigo 173 da Lei no 6.404, de 15 de dezembro de 1976 ("Lei das S.A.s"), a redução do capital social, cf Proposta da Administração, divulgada no dia 14/07/2017.
42.331.462/0001-31;2022-01-01;1;116581;EMBPAR PARTICIPAÇÕES S/A;13801;2019-10-23;2019-10-23;84590402.88;0;0;0;0.000000;0.00000000;Não houve restituição, pois a redução de capital não consistiu no cancelamento de ações, mantendo-se inalterado o percentual de participação dos acionistas no capital social da Companhia;A redução do capital reflete o acompanhamento da administração no desenvolvimento dos negócios da Companhia e a adequação de capital às suas necessidades operacionais. Neste contexto, para desenvolvimento dos negócios e consecução dos objetivos sociais da Companhia, considerando os prejuízos acumulados apresentados pela Companhia no exercício findo em 31 de dezembro de 2018 a administração propos que deste prejuízo ocorra a redução de capital. A redução de capital não consistiu no cancelamento de ações, mantendo-se inalterado o percentual de participação dos acionistas no capital social da Companhia
43.185.362/0001-07;2022-01-01;4;123201;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;14529;2021-12-31;2021-12-31;0.00;0;0;0;0.000000;0.00000000;Não há;Não há
43.283.811/0001-50;2022-01-01;1;116129;KALUNGA S.A;13726;2020-09-01;2020-09-01;23170942.00;2317094200;0;2317094200;73.630000;0.01000000;Bens/ direitos;Cisão
45.453.214/0001-51;2022-01-01;7;126896;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;14906;2020-12-23;2020-12-23;115401631.81;0;0;0;9.956442;0.00000000;;Absorção de prejuízos acumulados remanescentes após a absorção dos valores constantes na Reserva de Incentivos Fiscais, com base nas demonstrações financeiras da Companhia de 31/12/2019.
46.119.855/0001-37;2022-01-01;4;120774;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;14182;2017-03-10;2016-11-29;89349550.00;89349550;0;89349550;21.894170;0.00000000;Não houve restituição, uma vez que a redução do Capital teve por objetivo absorver os prejuízos acumulados dos exercícios de 2014 e 2015.;A redução do Capital é justificada pela capitalização dos prejuízos acumulados dos exercícios de 2014 e 2015, conforme demonstram os registros contábeis.
46.119.855/0001-37;2022-01-01;4;120774;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;14183;2017-06-13;2017-08-16;50004170.00;50004170;0;50004170;12.940000;1.00000000;A restituição foi realizada em valores monetários. (Em reais);Por considerar o Capital Social da Companhia excessivo em relação ao seu objeto social.
47.508.411/0001-56;2022-01-01;19;126097;CIA BRASILEIRA DE DISTRIBUICAO;14876;2020-12-31;2020-12-31;1215962963.38;0;0;0;17.710350;0.00000000;Não aplicável, visto que não houve redução do número de ações de emissão da Companhia.;A redução decorreu da cisão parcial da Companhia, aprovada em Assembleia Geral Extraordinária realizada em 31 de dezembro de 2020, conforme descrita no item 15.7 deste Formulário de Referência.
49.263.189/0001-02;2022-01-01;8;127138;HELBOR EMPREENDIMENTOS S.A.;14954;2020-07-10;2020-07-10;440270773.66;0;0;0;0.000000;0.00000000;No dia 10 de julho de 2020 foi aprovada em Assembleia Geral Extraordinária a redução do capital social da Companhia, no valor de R$440.270.773,66, sem o cancelamento de ações, mantendo-se inalterado os respectivos percentuais de participação dos atuais acionistas no capital social da Companhia, para absorção dos prejuízos acumulados conforme apurado nas Demonstrações Financeiras referentes ao exercício social findo em 31 de dezembro de 2019. Em razão disso, o capital social da Companhia passará a ser de R$1.310.225.371,4;Tendo em vista a existência de prejuízos acumulados, e conforme lhe faculta o artigo 173 da Lei das Sociedades por Ações, a Administração da Companhia propos aos Acionistas a aprovação da redução do capital social da Companhia.
49.669.856/0001-43;2022-01-01;14;127001;VESTE S.A. ESTILO;14927;2021-01-15;2021-01-15;333992074.92;0;0;0;0.000000;0.00000000;Sem cancelamento de ações;Redução para absorção de parte do prejuízo acumulado constante das demonstrações financeiras da Companhia com data base de 30 de setembro de 2020
50.746.577/0001-15;2022-01-01;10;125763;COSAN S.A.;14830;2014-10-01;2014-10-01;1059590891.30;0;0;0;22.583781;0.00000000;Como a redução do capital social da Companhia foi em decorrência à cisão parcial, cada acionista recebeu 1 (uma) ação ordinária, nominativa, escritural e sem valor nominal de emissão da Cosan Logística S.A. para cada 1 (uma) ação ordinária, nominativa, escritural e sem valor nominal de emissão da Companhia, que possuía na data da cisão parcial em 01 de dezembro de 2014;A redução do capital social ocorreu devido à cisão parcial da Companhia, que teve por objetivo à segregação das atividades de logística, para que desta forma, o segmento de negócio seja desenvolvido dentro de sua especialidade de atuação, estabelecendo estrutura de capital adequada e proporcionando ao mercado maior visibilidade sobre a performance isolada da referida atividade, permitindo aos acionistas e investidores uma melhor avaliação do segmento de negócios de logística e viabilizando a alocação de recursos de acordo com seus interesses e estratégia de investimento.
51.128.999/0001-90;2022-01-01;5;126676;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;14904;2020-04-30;2020-04-30;11396835.64;0;0;0;0.000000;0.00000000;;Redução sem cancelamento de ações para absorção dos prejuízos acumulados constante nas Demonstrações Contábeis referentes ao exercício social findo em 31 de dezembro de 2019.
52.548.435/0001-79;2022-01-01;5;122240;JSL S.A.;14344;2020-08-05;2020-08-05;611727896.88;0;0;0;611727896.880000;0.00000000;N/A;Aprovação da reorganização societária do Grupo, que acarretou na cisão parcial da Companhia.
59.418.806/0001-47;2022-01-01;17;125407;TRACK & FIELD CO S.A.;14791;2018-05-29;2018-05-29;1329.00;1329;0;1329;31.980000;0.00000000;Como a redução do capital social da Companhia foi em decorrência da cisão parcial, cada acionista recebeu 1 (uma) quota de emissão da Track & Field Co Participações Ltda. para cada 1 (uma) quota de emissão da Companhia, que possuía na data da cisão parcial em 29 de maio de 2018.;A redução do capital social ocorreu devido à cisão parcial da Companhia, para a constituição da Track & Field Co Participações Ltda.
59.981.829/0001-65;2022-01-01;4;125843;RODOBENS SA;14841;2020-08-31;2020-08-31;852481165.06;750000000;0;0;61.910000;1.11000000;Emissão de ações da Rodobens Corporativa em razão de Cisão Parcial;Cisão Parcial da Companhia com consequente cancelamento das ações
61.022.042/0001-18;2022-01-01;11;125535;CONSTRUTORA ADOLPHO LINDENBERG S.A.;14803;2012-04-30;2012-04-30;37852195.79;0;0;0;97.135200;0.00000000;O valor da redução de capital aprovado será integralmente destinado para a absorção dos prejuízos acumulados apresentados no balanço patrimonial da Companhia de 31 de dezembro de 2011.;O valor da redução de capital aprovado será integralmente destinado para a absorção dos prejuízos acumulados apresentados no balanço patrimonial da Companhia de 31 de dezembro de 2011.
61.022.042/0001-18;2022-01-01;11;125535;CONSTRUTORA ADOLPHO LINDENBERG S.A.;14804;2021-12-28;2021-12-28;12000000.00;0;0;0;75.000000;0.00000000;O valor da redução de capital aprovado será integralmente destinado para a absorção dos prejuízos acumulados apresentados no balanço patrimonial da Companhia de 31 de dezembro de 2020.;O valor da redução de capital aprovado será integralmente destinado para a absorção dos prejuízos acumulados apresentados no balanço patrimonial da Companhia de 31 de dezembro de 2020.
61.190.096/0001-92;2022-01-01;3;122804;EUROFARMA LABORATÓRIOS S.A.;14458;2020-12-31;2020-12-31;477077461.60;477007461;0;477007461;35.800000;0.00000000;Considerando a redução contábil do capital social da Companhia, não houve restituição por ação (reais), apenas o cancelamento das ações.;A redução do capital social ocorreu em razão de cisão parcial da Companhia, tendo sido constatado que a parcela cindida do patrimônio da Companhia correspondeu a R$ 477.385.350,25 (quatrocentos e setenta e sete milhões, trezentos e oitenta e cinco mil, trezentos e cinquenta reais e vinte e cinco centavos). O valor da redução de capital da Companhia foi de R$ 477.007.461,60 (quatrocentos e setenta e sete milhões, sete mil, quatrocentos e sessenta e um reais e sessenta centavos), sendo certo que a diferença de R$ 377.888,65 (trezentos e setenta e sete mil, oitocentos e oitenta e oito reais e sessenta e cinco centavos), foi referente a variação patrimonial da parcela cindida entre a data base e a data da cisão parcial conforme apurado no balanço contábil de 31 de dezembro de 2020, a qual foi debitada da conta de reserva de lucros da Companhia. A redução ocorreu na mesma data em que foi deliberada, já tendo sido consolidado ao Estatuto Social da Companhia o valor atualizado do capital social.
61.190.096/0001-92;2022-01-01;3;122804;EUROFARMA LABORATÓRIOS S.A.;14459;2020-12-31;2020-12-31;36899.99;36899;0;36899;0.004000;36899.99000000;A quantia total da redução do capital social, no montante de R$36.899,99 (trinta e seis mil, oitocentos e noventa e nove reais e noventa e nove centavos), foi restituída aos acionistas, proporcionalmente à participação de cada um no capital social da Companhia, mediante a entrega da participação societária detida pela Companhia na Pearson Saúde Animal S.A., sociedade por ações de capital fechado, com sede na Cidade de São Paulo, Estado de São Paulo, na Rua Pascoal Pais, nº 525, 18º andar, Sala Uruguai, Vila Cordeiro, CEP 04581-060, inscrita no CNPJ sob o nº 07.746.586/0001-87, com seus atos constitutivos arquivados na JUCESP sob o NIRE 35300561104.;A redução do capital social ocorreu pelo fato de o capital social ser julgado excessivo. A redução ocorreu na mesma data em que foi deliberada, já tendo sido consolidado ao Estatuto Social da Companhia o valor atualizado do capital social.
61.351.532/0001-68;2022-01-01;11;125588;AZEVEDO E TRAVASSOS S.A.;14807;2014-04-30;2014-04-30;25849303.85;9000000;18000000;27000000;47.960000;0.00000000;Não houve valores de restituição.;Redução do capita social mediante absorção integral do saldo de prejuízos acumulados em 2013, aprovado pela AGO/E de 30/04/2014
61.409.892/0001-73;2022-01-01;14;127018;COMPANHIA BRASILEIRA DE ALUMÍNIO;14929;2021-03-30;2021-03-30;417694874.24;187148848;0;187148848;8.440000;0.00000000;Não houve restituição aos acionistas, pois a cisão parcial que deu origem à redução de capital foi desproporcional e atingiu somente as ações de titularidade da Votorantim S.A., controladora da Companhia Brasileira de Alumínio ("CBA"), a qual, por sua vez, incorporou o acervo cindido.;A redução do capital social da CBA foi realizada em virtude de sua cisão parcial desproporcional, cujo objetivo foi de segregar determinados ativos e passivos, correspondentes a imóveis não operacionais, caixa e equivalentes de caixa excedentes.
