CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Desdobramento;Data_Aprovacao;Tipo_Evento;Quantidade_Acoes_Ordinarias_Antes_Aprovacao;Quantidade_Acoes_Preferenciais_Antes_Aprovacao;Quantidade_Total_Acoes_Antes_Aprovacao;Quantidade_Acoes_Ordinarias_Depois_Aprovacao;Quantidade_Acoes_Preferenciais_Depois_Aprovacao;Quantidade_Total_Acoes_Depois_Aprovacao
30.540.991/0001-66;2022-01-01;1;115523;HAGA S.A. INDUSTRIA E COMERCIO;28181;2013-12-31;Grupamento;3966667;7933333;11900000;3966667;7933333;11900000
30.723.886/0001-62;2022-01-01;14;127198;BANCO MODAL S.A.;31672;2021-02-22;Desdobramento;45838;19362;65200;412566001;174233999;586800000
31.553.627/0001-01;2022-01-01;12;125857;GRUPO TOKY S.A.;31460;2021-01-09;Grupamento;347264328;0;347264328;69452866;0;69452866
31.701.408/0001-14;2022-01-01;4;121100;ATHENA SAÚDE BRASIL SA;30321;2021-04-16;Grupamento;1678078822;0;1678078822;419519705;0;419519705
31.748.174/0001-60;2022-01-01;4;123060;VERO S.A.;30802;2021-09-28;Grupamento;850526691;0;850526691;85052673;0;85052673
33.035.536/0001-00;2022-01-01;2;116829;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;28542;2018-03-28;Grupamento;1052038158;0;1052038158;105203815;0;105203815
33.113.309/0001-47;2022-01-01;8;124561;VALID SOLUÇÕES S.A.;31168;2017-05-15;Bonificação;64750000;0;64750000;71225000;0;71225000
33.130.691/0001-05;2022-01-01;6;127149;WILSON SONS S.A.;31661;2022-04-26;Desdobramento;73022100;0;73022100;438132600;0;438132600
33.200.049/0001-47;2022-01-01;2;127071;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;31643;2015-08-12;Grupamento;104779173;78944947;183724120;10477917;7894494;18372411
33.228.024/0001-51;2022-01-01;3;125831;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;31453;2015-09-17;Desdobramento;3314244;3968690;7282934;16571220;19843450;36414670
33.256.439/0001-39;2022-01-01;7;125889;ULTRAPAR PARTICIPACOES S.A.;31466;2019-04-10;Desdobramento;556405096;0;556405096;1112810192;0;1112810192
33.376.989/0001-91;2022-01-01;31;125827;IRB - BRASIL RESSEGUROS S.A.;31450;2019-09-19;Desdobramento;312000000;1;312000001;936000000;1;936000001
33.376.989/0001-91;2022-01-01;31;125827;IRB - BRASIL RESSEGUROS S.A.;31451;2022-12-22;Grupamento;2467890331;1;2467890332;82263011;1;82263012
33.412.081/0001-96;2022-01-01;5;129043;REFINARIA DE PETROLEOS MANGUINHOS S.A.;31704;2016-01-29;Grupamento;1353832578;0;1353832578;67691629;0;67691629
33.611.500/0001-19;2022-01-01;21;126945;GERDAU S.A.;31601;2023-02-28;Bonificação;571929945;1101467245;1673397190;600526442;1156540608;1757067050
33.839.910/0001-11;2022-01-01;9;127221;VIVARA PARTICIPAÇÕES S.A.;31679;2019-08-15;Grupamento;651909321;0;651909321;217303107;0;217303107
33.958.695/0001-78;2022-01-01;17;125570;UNIPAR CARBOCLORO S.A.;31397;2018-12-20;Bonificação;27850069;55700137;83550206;30381893;60763786;91145679
33.958.695/0001-78;2022-01-01;17;125570;UNIPAR CARBOCLORO S.A.;31398;2019-06-18;Bonificação;30216235;56938686;87154921;35252274;66428467;101680741
33.958.695/0001-78;2022-01-01;17;125570;UNIPAR CARBOCLORO S.A.;31399;2022-04-20;Bonificação;33007970;61424902;94432872;36308767;67567391;103876158
35.727.157/0001-06;2022-01-01;1;116633;EZ INC INCORPORAÇÕES S.A.;28454;2020-08-14;Grupamento;514004937;0;514004937;200000000;0;200000000
35.727.157/0001-06;2022-01-01;1;116633;EZ INC INCORPORAÇÕES S.A.;28455;2020-09-30;Grupamento;277659851;0;277659851;200000000;0;200000000
35.727.157/0001-06;2022-01-01;1;116633;EZ INC INCORPORAÇÕES S.A.;28456;2021-12-20;Grupamento;245842061;0;245842061;200000000;0;200000000
38.199.406/0001-18;2022-01-01;1;116752;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;28506;2021-01-12;Desdobramento;23571000;0;23571000;46000000;0;46000000
38.199.406/0001-18;2022-01-01;1;116752;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;28507;2021-03-01;Grupamento;61612404;0;61612404;46000000;0;46000000
38.456.921/0001-36;2022-01-01;17;126317;INFRACOMMERCE CXAAS S.A.;31557;2021-02-17;Desdobramento;91642863;0;91642863;183285726;0;183285726
40.337.136/0001-06;2022-01-01;8;125691;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;31426;2021-06-30;Grupamento;673588731;0;673588731;96226962;0;96226962
41.096.674/0001-19;2022-01-01;4;125476;CANTU STORE S.A.;31370;2021-09-30;Desdobramento;100500;0;100500;150750000;0;150750000
45.242.914/0001-05;2022-01-01;4;127200;C&A MODAS S.A.;31673;2019-10-02;Grupamento;1035720002;0;1035720002;258930000;0;258930000
45.987.245/0001-92;2022-01-01;8;126977;BIOMA EDUCAÇÃO S.A.;31611;2016-09-09;Grupamento;6038183;0;6038183;603818;0;603818
45.987.245/0001-92;2022-01-01;8;126977;BIOMA EDUCAÇÃO S.A.;31612;2021-08-18;Desdobramento;2597640;0;2597640;12988200;0;12988200
47.960.950/0001-21;2022-01-01;5;126359;MAGAZINE LUIZA S.A.;31559;2019-07-31;Desdobramento;190591464;0;190591464;1524731712;0;1524731712
47.960.950/0001-21;2022-01-01;5;126359;MAGAZINE LUIZA S.A.;31560;2020-10-07;Desdobramento;1624731712;0;1624731712;6498926848;0;6498926848
49.263.189/0001-02;2022-01-01;8;127138;HELBOR EMPREENDIMENTOS S.A.;31660;2020-07-10;Grupamento;669255362;0;669255362;133851072;0;133851072
49.669.856/0001-43;2022-01-01;14;127001;VESTE S.A. ESTILO;31617;2022-12-14;Grupamento;848591865;0;848591865;106073983;0;106073983
50.746.577/0001-15;2022-01-01;10;125763;COSAN S.A.;31442;2021-04-30;Desdobramento;468517733;0;468517733;1874070932;0;1874070932
50.926.955/0001-42;2022-01-01;6;125962;VULCABRAS S.A.;31481;2016-03-16;Grupamento;740921384;0;740921384;185230346;0;185230346
50.926.955/0001-42;2022-01-01;6;125962;VULCABRAS S.A.;31482;2021-09-08;Grupamento;245756346;0;245756346;245756244;0;245756244
51.128.999/0001-90;2022-01-01;5;126676;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;31583;2015-08-20;Grupamento;12794413;0;12794413;127944;0;127944
51.128.999/0001-90;2022-01-01;5;126676;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;31584;2023-04-28;Desdobramento;132444;0;132444;13244400;0;13244400
53.113.791/0001-22;2022-01-01;8;125611;TOTVS S.A.;31404;2020-04-27;Desdobramento;192637727;0;192637727;577913181;0;577913181
56.720.428/0001-63;2022-01-01;7;125252;ROMI S.A.;31309;2020-10-23;Bonificação;62857647;0;62857647;73333922;0;73333922
56.720.428/0001-63;2022-01-01;7;125252;ROMI S.A.;31310;2022-09-20;Bonificação;73333922;0;73333922;80667314;0;80667314
56.720.428/0001-63;2022-01-01;7;125252;ROMI S.A.;31311;2023-03-28;Bonificação;80667314;0;80667314;88734045;0;88734045
58.119.199/0001-51;2022-01-01;8;125319;ODONTOPREV S.A.;31332;2022-04-04;Desdobramento;531294792;0;531294792;568465803;0;568465803
59.418.806/0001-47;2022-01-01;17;125407;TRACK & FIELD CO S.A.;31354;2020-02-27;Desdobramento;415371;0;415371;1400000000;0;1400000000
59.418.806/0001-47;2022-01-01;17;125407;TRACK & FIELD CO S.A.;31355;2020-06-30;Grupamento;3200000000;0;3200000000;1400000000;0;1400000000
59.717.553/0001-02;2022-01-01;9;127230;GRUPO MULTI S.A.;31684;2021-05-11;Desdobramento;216075329;0;216075329;648225987;0;648225987
60.398.369/0004-79;2022-01-01;15;125627;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;31410;2019-03-29;Grupamento;692370186;0;692370186;40727658;0;40727658
60.500.139/0001-26;2022-01-01;7;125239;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;31303;2021-12-22;Grupamento;23513669;39896525;63410194;671819;1139900;1811719
60.537.263/0001-66;2022-01-01;8;125092;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;31263;2020-02-11;Desdobramento;15640472;6567712;22208184;161335153;0;161335153
60.543.816/0001-93;2022-01-01;11;125690;IGUATEMI S.A.;31425;2021-12-20;Desdobramento;83093787;33927512;117021299;830937870;339275120;1170212990
60.637.238/0001-54;2022-01-01;8;120779;BLUE TECH SOLUTIONS EQI S.A.;30188;2018-09-21;Grupamento;1356559;2713023;4069582;45218;90435;135653
60.637.238/0001-54;2022-01-01;8;120779;BLUE TECH SOLUTIONS EQI S.A.;30189;2021-08-26;Desdobramento;1673066;3346095;5019161;6692264;13384380;20076644
60.637.238/0001-54;2022-01-01;8;120779;BLUE TECH SOLUTIONS EQI S.A.;30190;2022-09-05;Grupamento;7026877;13384380;20411257;1756719;3346095;5102814
60.746.948/0001-12;2022-01-01;22;127227;BCO BRADESCO S.A.;31680;2019-03-11;Bonificação;3359929223;3359928872;6719858095;4031915068;4031914646;8063829714
60.746.948/0001-12;2022-01-01;22;127227;BCO BRADESCO S.A.;31681;2020-03-10;Bonificação;4031915068;4031914646;8063829714;4435106575;4435106111;8870212686
60.746.948/0001-12;2022-01-01;22;127227;BCO BRADESCO S.A.;31682;2021-03-10;Bonificação;4435106575;4435106111;8870212686;4870579247;4848500325;9719079572
60.746.948/0001-12;2022-01-01;22;127227;BCO BRADESCO S.A.;31683;2022-03-10;Bonificação;4870579247;4848500325;9719079572;5338393881;5320094147;10658488028
60.840.055/0001-31;2022-01-01;12;126644;FLEURY S.A.;31575;2017-06-26;Desdobramento;157395769;0;157395769;314791538;0;314791538
60.884.319/0001-59;2022-01-01;1;114844;NORDON INDUSTRIAS METALURGICAS S.A.;28122;2016-04-29;Grupamento;6621486930;0;6621486930;6621486;0;6621486
61.022.042/0001-18;2022-01-01;11;125535;CONSTRUTORA ADOLPHO LINDENBERG S.A.;31388;2022-04-28;Desdobramento;372119;0;372119;1860595;0;1860595
61.065.298/0001-02;2022-01-01;3;123309;MANGELS INDUSTRIAL S.A.;30887;2022-04-26;Grupamento;2067243;3715969;5783212;2067243;3715969;5783212
61.065.751/0001-80;2022-01-01;9;125757;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;31440;2014-11-21;Grupamento;428833420;0;428833420;85766684;0;85766684
61.065.751/0001-80;2022-01-01;9;125757;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;31441;2016-01-18;Grupamento;85766684;0;85766684;17153337;0;17153337
61.079.117/0001-05;2022-01-01;16;127160;ALPARGATAS S.A.;31665;2019-03-20;Bonificação;241608551;228841226;470449777;302010689;286051533;588062222
61.082.004/0001-50;2022-01-01;3;126663;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;31585;2017-04-27;Grupamento;5388995;10777990;16166985;269450;538900;808350
61.088.894/0001-08;2022-01-01;3;126488;CAMBUCI S.A.;31563;2012-12-31;Desdobramento;12420600;24539400;36960000;12420600;24539400;36960000
61.088.894/0001-08;2022-01-01;3;126488;CAMBUCI S.A.;31564;2013-01-07;Desdobramento;12420600;24539400;36960000;13087267;25464982;38552249
61.088.894/0001-08;2022-01-01;3;126488;CAMBUCI S.A.;31565;2014-12-31;Desdobramento;12420600;24539400;36960000;13087267;25464982;38552249
61.088.894/0001-08;2022-01-01;3;126488;CAMBUCI S.A.;31566;2016-05-30;Grupamento;13087267;25464982;38552249;1308726;2546498;3855224
61.088.894/0001-08;2022-01-01;3;126488;CAMBUCI S.A.;31567;2019-08-14;Desdobramento;1429157;2768851;4198008;14291570;27688510;41980080
61.092.037/0001-81;2022-01-01;8;124953;ETERNIT S.A.;31232;2018-09-27;Grupamento;179000000;0;179000000;29833333;0;29833333
61.156.931/0001-78;2022-01-01;2;124997;ALIPERTI S.A.;31241;2016-04-29;Grupamento;62500;123455;185955;6250;12345;18595
61.351.532/0001-68;2022-01-01;11;125588;AZEVEDO E TRAVASSOS S.A.;31401;2019-05-08;Grupamento;9000000;18000000;27000000;1800000;3600000;5400000
61.374.161/0001-30;2022-01-01;1;116420;BAUMER S.A.;28405;2014-04-30;Desdobramento;490000;490000;980000;4900000;4900000;9800000
61.409.892/0001-73;2022-01-01;14;127018;COMPANHIA BRASILEIRA DE ALUMÍNIO;31621;2021-06-21;Grupamento;1233375762;0;1233375762;533333333;0;533333333
61.532.644/0001-15;2022-01-01;7;127166;ITAÚSA S.A.;31668;2021-12-13;Bonificação;2889837770;5520977160;8410814930;3034329659;5797026018;8831355677
61.532.644/0001-15;2022-01-01;7;127166;ITAÚSA S.A.;31669;2022-11-07;Bonificação;3034329659;5797026018;8831355677;3333921095;6367488620;9701409715
61.585.865/0001-51;2022-01-01;8;126603;RAIA DROGASIL S.A.;31573;2020-09-15;Desdobramento;330386000;0;330386000;1651930000;0;1651930000
61.585.865/0001-51;2022-01-01;8;126603;RAIA DROGASIL S.A.;31574;2023-04-19;Bonificação;1651930000;0;1651930000;1718007200;0;1718007200
62.258.884/0001-36;2022-01-01;3;125839;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;31457;2021-06-22;Grupamento;2469585273;0;2469585273;411597545;0;411597545
62.984.091/0001-02;2022-01-01;10;127069;CRUZEIRO DO SUL EDUCACIONAL S.A.;31642;2021-01-11;Desdobramento;7633056;0;7633056;305322240;0;305322240
67.571.414/0001-41;2022-01-01;12;126130;VIVER INCORPORADORA E CONSTRUTORA S.A.;31526;2016-04-29;Grupamento;341419308;0;341419308;3414193;0;3414193
67.571.414/0001-41;2022-01-01;12;126130;VIVER INCORPORADORA E CONSTRUTORA S.A.;31527;2019-04-12;Grupamento;463170359;0;463170359;46317035;0;46317035
71.476.527/0001-35;2022-01-01;20;126239;CONSTRUTORA TENDA S.A.;31546;2016-11-14;Grupamento;633037801;0;633037801;54000000;0;54000000
71.476.527/0001-35;2022-01-01;20;126239;CONSTRUTORA TENDA S.A.;31547;2019-03-25;Desdobramento;52172123;0;52172123;104344246;0;104344246
75.315.333/0001-09;2022-01-01;19;127401;ATACADÃO S.A.;31692;2017-05-19;Grupamento;3550153178;0;3550153178;1775076589;0;1775076589
76.483.817/0001-20;2022-01-01;6;125885;CIA PARANAENSE DE ENERGIA - COPEL;31465;2021-03-11;Desdobramento;145031080;128624295;273655375;1450310800;1286242950;2736553750
76.484.013/0001-45;2022-01-01;14;126125;CIA SANEAMENTO DO PARANA - SANEPAR;31525;2020-03-27;Desdobramento;167911753;335823420;503735173;503735259;1007470260;1511205519
76.535.764/0001-43;2022-01-01;9;124658;OI S.A. - EM RECUPERAÇÃO JUDICIAL;31188;2022-12-01;Grupamento;6445310218;157727241;6603037459;644531021;15772724;660303745
76.627.504/0001-06;2022-01-01;10;127101;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;31648;2016-04-29;Grupamento;86123467;63136159;149259626;4306173;3156808;7462981
76.627.504/0001-06;2022-01-01;10;127101;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;31649;2021-07-21;Desdobramento;5108246;3156808;8265054;102164920;63136160;165301080
76.627.504/0001-06;2022-01-01;10;127101;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;31650;2023-05-15;Grupamento;120295218;63136160;183431378;24059043;12627232;36686275
79.430.682/0001-22;2022-01-01;4;121210;FARMÁCIA E DROGARIA NISSEI S.A.;30357;2020-10-13;Desdobramento;21720362;0;21720362;152042534;0;152042534
82.120.676/0001-83;2022-01-01;1;115785;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;28262;2020-02-14;Desdobramento;33287155;0;33287155;130000000;0;130000000
82.643.537/0001-34;2022-01-01;9;123226;ELECTRO ACO ALTONA S.A.;30863;2018-04-26;Bonificação;975000;1275000;2250000;9750000;12750000;22500000
82.901.000/0001-27;2022-01-01;5;127284;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;31690;2021-01-08;Desdobramento;28161111;0;28161111;281611110;0;281611110
82.982.075/0001-80;2022-01-01;1;116205;TEXTIL RENAUXVIEW S.A.;28348;2016-04-29;Grupamento;14566031;28026779;42592810;1456603;2802678;4259281
84.429.695/0001-11;2022-01-01;5;123176;WEG S.A.;30845;2021-04-27;Desdobramento;2098658999;0;2098658999;4197317998;0;4197317998
84.693.183/0001-68;2022-01-01;3;124814;SCHULZ S.A.;31200;2021-04-15;Bonificação;38173191;51170504;89343695;76346382;102341008;178687390
84.693.183/0001-68;2022-01-01;3;124814;SCHULZ S.A.;31201;2022-04-13;Bonificação;76346382;102341008;178687390;152692764;204682016;357374780
89.096.457/0001-55;2022-01-01;15;126799;SLC AGRICOLA S.A.;31586;2019-04-30;Desdobramento;95297500;0;95297500;190595000;0;190595000
89.096.457/0001-55;2022-01-01;15;126799;SLC AGRICOLA S.A.;31587;2021-12-30;Bonificação;193111454;0;193111454;212422599;0;212422599
89.096.457/0001-55;2022-01-01;15;126799;SLC AGRICOLA S.A.;31588;2023-04-27;Bonificação;212422599;0;212422599;233644858;0;233644858
89.463.822/0001-12;2022-01-01;17;127312;LUPATECH S.A;31691;2015-05-15;Grupamento;4696917000;0;4696917000;9393834;0;9393834
90.441.460/0001-48;2022-01-01;5;127132;UNICASA INDÚSTRIA DE MÓVEIS S.A.;31659;2012-03-30;Desdobramento;5499900;0;5499900;56950000;0;56950000
91.333.666/0001-17;2022-01-01;2;118264;RECRUSUL S.A.;29685;2018-01-25;Grupamento;5108303;10135490;15243793;1702767;3378496;5081263
91.333.666/0001-17;2022-01-01;2;118264;RECRUSUL S.A.;29686;2022-06-24;Grupamento;25409530;50414424;75823954;12704765;25207212;37911977
91.983.056/0001-69;2022-01-01;15;125070;KEPLER WEBER S.A.;31258;2022-05-05;Desdobramento;29953355;0;29953355;89860065;0;89860065
91.983.056/0001-69;2022-01-01;15;125070;KEPLER WEBER S.A.;31259;2023-04-03;Desdobramento;89860065;0;89860065;179730130;0;179730130
92.660.570/0001-26;2022-01-01;2;125810;TREVISA INVESTIMENTOS S.A.;31444;2023-04-27;Bonificação;2298000;2898000;5196000;9192000;11592000;20784000
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;30872;2020-03-20;Desdobramento;4066490;449523;4516013;121994700;13485690;135480390
92.693.019/0001-89;2022-01-01;2;126890;PANATLANTICA S.A.;31576;2021-08-03;Bonificação;17487075;782695;18269770;22907083;1025286;23932369
92.754.738/0001-62;2022-01-01;11;126261;LOJAS RENNER S.A.;31551;2019-04-30;Bonificação;720024498;0;720024498;792026948;0;792026948
92.754.738/0001-62;2022-01-01;11;126261;LOJAS RENNER S.A.;31552;2021-11-04;Bonificação;898584022;0;898584022;988442424;0;988442424
93.828.986/0001-73;2022-01-01;1;115505;CEMEPE INVESTIMENTOS S.A.;28175;2015-11-16;Grupamento;4544544;4644403;9188947;454455;464440;918895
97.837.181/0001-47;2022-01-01;9;126783;DEXCO S.A.;31580;2021-12-09;Bonificação;760962951;0;760962951;837059246;0;837059246
97.837.181/0001-47;2022-01-01;9;126783;DEXCO S.A.;31581;2022-12-15;Bonificação;760962951;0;760962951;837059246;0;837059246
