CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Politica;Data_Aprovacao;Orgao_Aprovacao;Principais_Caracteristicas;Vedacao_Procedimentos_Fiscalizacao
29.780.061/0001-09;2022-01-01;9;127202;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;50909;2012-07-06 00:00:00.000;Conselho de Administração;Todas as pessoas sujeitas à presente Política deverão pautar a sua conduta em conformidade com os valores da boa-fé, lealdade e veracidade e, ainda, pelos princípios gerais aqui estabelecidos. As pessoas que aderirem a esta Política também devem atentar para a sua responsabilidade social, especialmente para com os investidores, as pessoas que trabalham na Companhia e a comunidade em que atua a Companhia. Todos os esforços em prol da eficiência do mercado devem visar a que a competição entre os investidores por melhores retornos se dê na análise e interpretação da informação divulgada e jamais no acesso privilegiado à mesma informação. As pessoas sujeitas à presente Política devem tomar em conta que a informação transparente, precisa e oportuna constitui o principal instrumento à disposição do público investidor e, especialmente, dos acionistas da Companhia, para que lhes sejam assegurado o indispensável tratamento equitativo. Tais regras também procuram coibir a prática de insider trading (uso indevido em benefício próprio ou de terceiros de Informações Privilegiadas) e tipping (dicas de Informações Privilegiadas para que terceiros delas se beneficiem), preservando a transparência nas negociações de Valores Mobiliários de emissão da Companhia. O relacionamento da Companhia com os participantes e formadores de opinião no mercado de valores mobiliários deve dar-se de modo uniforme e transparente. É obrigação das pessoas sujeitas às disposições previstas nesta Política, assegurar que a divulgação de informações acerca da situação patrimonial e financeira da Companhia seja correta, completa, contínua e desenvolvida através dos administradores incumbidos dessa função, na forma prevista nesta Política e na regulamentação em vigor.O Termo de Adesão à presente Política é válido pelo período em que houver vínculo entre referidas pessoas e a Companhia, e por mais 5 anos, após o seu desligamento.Outros Pontos:As vedações a negociações disciplinadas nesta Política aplicam-se às negociações realizadas, direta ou indiretamente, pelas Pessoas Vinculadas,e ainda, por quem quer que, em virtude de seu cargo, função ou posição nas Sociedades Controladoras, nas Sociedades Controladas e nas Sociedades Coligadas, tenha conhecimento de informação relativa a Ato ou Fato Relevante sobre a Companhia, mesmo nos casos em que as negociações por parte dessas pessoas se deem por intermédio de: (i) sociedade por elas controlada e (ii) terceiros com quem for mantido contrato de fidúcia ou administração de carteira ou ações.Não são consideradas negociações indiretas aquelas realizadas por fundos de investimento de que sejam quotistas as pessoas mencionadas no item acima, desde que: (i) os fundos de investimento não sejam exclusivos e (ii) as decisões de negociação do administrador do fundo de investimento não possam ser influenciadas pelos quotistas.O Diretor de Relações com Investidores da Companhia é responsável pela execução e acompanhamento das políticas de divulgação e uso de informações e de negociação de valores mobiliários da Companhia.A política pode ser consultada no site de Relações com Investidores da Companhia www.scsa.com.br/ri.;É vedada a negociação de Valores Mobiliários pela Companhia, pelas Pessoas Vinculadas, e ainda, por quem quer que, em virtude de seu cargo, função ou posição nas Sociedades Controladoras, nas Sociedades Controladas e nas Sociedades Coligadas, que tenham firmado o Termo de Adesão, tenha conhecimento de informação relativa a Ato ou Fato Relevante sobre a Companhia, nas seguintes hipóteses:: (i) acesso à Informação Relevante ainda não divulgada e sempre que ocorrer qualquer Ato ou Fato Relevante nos negócios da Companhia de que tenham conhecimento as pessoas ora mencionadas (ii) sempre que houver intenção de promover incorporação, cisão total ou parcial, fusão, transformação ou reorganização societária (iii) são relevantes as informações acerca de pedido de recuperação judicial ou extrajudicial e de falência efetuados pela própria companhia, a partir do momento em que iniciados estudos ou análises relativos a tal pedido e(iv) em relação aos Acionistas Controladores e Administradores, sempre que estiver em curso a aquisição ou a alienação de valores mobiliários pela própria Companhia, suas Controladas, Coligadas ou outra sociedade sob controle comum, ou se tiver sido outorgada opção ou mandato para esta finalidade, inclusive por meio de celebração, alteração ou rescisão de acordo de acionistas, decisão de promover o cancelamento de registro da Companhia ou mudança do ambiente ou segmento de negociação das ações de sua emissão.As vedações previstas nos subitens "i", "ii" e "iii" deixarão de vigorar tão logo a Companhia divulgue o Ato ou Fato Relevante, exceto se a negociação com as ações da Companhia, após a divulgação do Ato ou Fato Relevante, puder interferir nos negócios da Companhia, em prejuízo dos acionistas da Companhia ou dela própria.Vedação à Negociação em Período Anterior à Divulgação de Informações Trimestrais e Anuais: A Companhia, as Pessoas Vinculadas e quem quer que, em virtude de seu cargo, função ou posição nas Sociedades Controladoras, nas Sociedades Controladas e nas Sociedades Coligadas, tenha conhecimento de informação relativa a Ato ou Fato Relevante sobre a Companhia, e que tenham firmado o Termo de Adesão não poderão negociar Valores Mobiliários da Companhia no período de 15 dias anterior à divulgação ou publicação, das: (i) informações trimestrais da Companhia e (ii) informações anuais da Companhia.
29.950.060/0001-57;2022-01-01;3;127038;NORTEC QUÍMICA S.A.;50844;2012-05-31 00:00:00.000;Conselho de Administração;Estabelece regras para limitação quanto à negociação de títulos em períodos que antecedem eventos críticos de mercado.;Anteriormente à divulgação ao público investidor de Informação Relevante, nos termos da política, é vedada a negociação com valores mobiliários emitidos pela Companhia por parte das pessoas que assinaram o Termo de Adesão que tenham conhecimento de tal Informação Relevante. As pessoas que assinaram o Termo de Adesão e que se afastarem de cargos na administração da Companhia e do seu relacionamento anteriormente à divulgação de Informação Relevante originada durante seu período de gestão e/ou relacionamento não poderão negociar com valores mobiliários emitidos pela Companhia até o encerramento do prazo de 3 (três) meses contado da data de seu afastamento ou até a divulgação ao público investidor da Informação Relevante, o que ocorrer primeiro.As pessoas que assinaram o Termo de Adesão deverão abster-se de realizar quaisquer negociações com valores mobiliários no período de 15 (quinze) dias que anteceder a divulgação das informações trimestrais (ITR) e anuais (DFP). Entretanto, é permitida a aquisição de ações de emissão da Companhia pelos Acionistas Controladores, Administradores e/ou Pessoas Vinculadas no período citado acima, se realizada em conformidade com plano de investimento previamente aprovado pela Companhia, em conformidade com o disposto no §3º do artigo 15 da Instrução CVM nº. 358/2002, alterada pelas Instruções CVM nº. 369/2002 , nº. 449/2007 e n° 044/2021.
29.978.814/0001-87;2022-01-01;6;121063;SUL AMERICA S.A.;48710;2019-11-05 00:00:00.000;Conselho de Administração;A Política de Divulgação de Ato ou Fato Relevante e Negociação de Valores Mobiliários da Companhia ("Política de Divulgação e Negociação") tem por objeto o estabelecimento de elevados padrões de conduta e transparência, a serem observados em relação à divulgação de Atos ou Fatos Relevantes e à manutenção de seu sigilo quando ainda não divulgados ao mercado, bem como quanto à negociação de valores mobiliários da Companhia e de suas controladas, a serem compulsoriamente observados pelas pessoas vinculadas.O Diretor de Relações com Investidores da Companhia deve divulgar e comunicar à CVM e à bolsa de valores na qual os valores mobiliários de emissão da Companhia sejam admitidos à negociação qualquer Ato ou Fato Relevante ocorrido ou relacionado aos negócios da Companhia, bem como zelar por sua ampla e imediata disseminação, simultaneamente em todos os mercados em que os valores mobiliários da Companhia sejam admitidos à negociação e, ainda, divulgar simultaneamente ao mercado Ato ou Fato Relevante a ser veiculado por qualquer meio de comunicação, no país ou no exterior.Havendo oscilação atípica na cotação dos valores mobiliários de emissão da Companhia antes da divulgação de Ato ou Fato Relevante o Diretor de Relações com Investidores deverá inquirir as pessoas vinculadas, com o objetivo de averiguar se elas têm conhecimento de alguma informação privilegiada que deva ser divulgada ao mercado.Visando preservar as boas práticas de governança corporativa, a Companhia adota o período vedado durante os 15 dias corridos e consecutivos que antecedem a divulgação das demonstrações financeiras.A Companhia poderá realizar reuniões restritas, nos termos do Pronunciamento de Orientação CODIM 03/07, sendo certo que em tais reuniões não deverão ser divulgadas informações privilegiadas. Caso alguma informação privilegiada ou Ato ou Fato Relevante seja involuntariamente divulgado durante uma reunião restrita, deverá ser realizada de forma imediata, homogênea e simultânea, aos órgãos reguladores, às bolsas de valores em que os valores mobiliários da Companhia estejam listados, ao mercado em geral - inclusive para as agências especializadas em comunicação financeira, bem como no site da companhia, nos termos da Resolução CVM 44/21.A Política de Divulgação e Negociação pode ser consultada através do site da Companhia (www.sulamerica.com.br/ri) e do site da CVM (www.cvm.gov.br), na rede mundial de computadores.;A Política de Divulgação e Negociação estabelece vedação expressa à negociação com valores mobiliários de emissão da Companhia antes da divulgação ao mercado de Ato ou Fato Relevante ocorrido nos negócios da Companhia pelas pessoas vinculadas ante-mencionadas, pessoas ligadas* e/ou pela Companhia.Essa mesma vedação aplica-se a quem quer que tenha conhecimento de informação referente a Ato ou Fato Relevante, sabendo que se trata de informação ainda não divulgada ao mercado, em especial àqueles que tenham relação comercial, profissional ou de confiança com a Companhia, tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição, aos quais compete verificar a respeito da divulgação da informação antes de negociar com valores mobiliários de emissão da companhia ou a eles referenciados.É vedada a negociação pelas pessoas vinculadas, no período de 15 dias corridos e consecutivos que antecede a divulgação das informações trimestrais (ITR) e anuais (DFP) da Companhia.Os Administradores, membros do Conselho Fiscal e de quaisquer órgãos com funções técnicas ou consultivas da Companhia ou de suas controladas criados por disposição estatutária, ficam obrigados a comunicar à Companhia a quantidade, as características e a forma de negociação dos valores mobiliários de emissão da Companhia e/ou de controladas ou controladoras, nestes dois últimos casos, desde que se trate de que sejam companhias abertas, ou a eles referenciados, de que sejam titulares, bem como as alterações em suas posições (com relação a esta última informação, no prazo de 5 dias após a realização de cada negócio).Sem prejuízo das sanções administrativas, civis e penais cabíveis, o descumprimento do dever de divulgação de Fato ou Ato Relevante, de sigilo, da vedação à negociação e demais obrigações estipuladas pela Resolução CVM 44/21 e refletidas na Política de Divulgação e Negociação aqui mencionada, configura infração grave para os fins previstos no § 3º do art. 11 da Lei nº 6.385/76, ficando o infrator sujeito às penalidades pertinentes.Caberá ainda ao Comitê de Governança e Divulgação apurar os casos de violação à Política de Divulgação e Negociação aqui mencionada.As pessoas vinculadas que venham a descumprir qualquer disposição constante da Política de Divulgação e Negociação aqui mencionada obrigam-se a ressarcir a Companhia, integralmente e sem limitação, de todos os prejuízos em que a Companhia e/ou tais outras pessoas vinculadas venham a incorrer e que sejam decorrentes, direta ou indiretamente, de tal descumprimento.*Pessoas Ligadas: Pessoas que mantenham os vínculos indicados a seguir com Administradores, membros do Conselho Fiscal e membros dos órgãos com funções técnicas ou consultivas da Companhia e de suas Controladas, criados por disposição estatutária: (i) cônjuge, de quem não se esteja separado judicialmente, ou companheiro e (ii) qualquer outro dependente incluído na declaração anual de imposto de renda das pessoas listadas na definição anterior.
29.980.141/0001-08;2022-01-01;8;125386;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;50348;2022-01-24 00:00:00.000;Conselho de Administração;Estabelecer regras para assegurar a observância de práticas de boa conduta na negociação de Valores Mobiliários de emissão da Companhia, bem como evitar o uso inadequado de Informações Privilegiadas, nos termos da Resolução CVM 44. A adesão à Política de Negociação é obrigatória por todas as Pessoas Vinculadas, mediante assinatura de Termo de Adesão.A Política de Negociação de Valores Mobiliários pode ser acessada nos seguintes endereços: (i) sede da Companhia: na Rua Victor Civita nº 66, Bloco 1, salas 623, 624, 625 e 626, Jacarepaguá, CEP 22775-044 e (ii) internet: site da Companhia (www.oceanica.com.br/investidores), site da CVM (www.cvm.gov.br) e site da B3 (www.b3.com.br).;A mesma vedação aplica-se a quem tenha conhecimento de informação privilegiada, sabendo que se trata de informação ainda não divulgada ao mercado, especialmente os que tenham relação comercial, profissional ou de confiança com a Companhia, tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição, aos quais compete verificar a respeito da divulgação da informação antes de negociar com valores mobiliários de emissão da Companhia ou a eles referenciados. Ressalta-se que a vedação se estende aos ex-administradores da Companhia que se afastem antes da divulgação pública de Ato ou fato Relevante. Esta vedação também prevalecerá: (i) quando estiver em curso aquisição ou alienação de valores mobiliários pela própria Companhia, suas controladas ou outra sociedade sob controle comum (ii) quando existir a intenção de promover incorporação, incorporação de ações, cisão total ou parcial, fusão, transformação ou reorganização societária da Companhia ou (iii) no período compreendido entre a decisão tomada pelo órgão social competente de aumentar ou reduzir o capital social, de distribuir dividendos, bonificação em ações ou seus derivativos, de desdobrar, agrupar ou emitir outros valores mobiliários e a publicação dos respectivos editais ou anúncios. As Pessoas Vinculadas deverão, ainda, se abster de realizar negociações com valores mobiliários, independentemente de qualquer aviso/alerta do Diretor de Relações com Investidores, no período de, 15 dias que antecedem a divulgação de informações periódicas pela Companhia, como ITR e DFP.
30.213.493/0001-09;2022-01-01;6;125210;TEGRA INCORPORADORA S.A.;50259;2020-11-26 00:00:00.000;Conselho de Administração;Política de Negociação de Valores Mobiliários tem como finalidade orientar e estabelecer as regras para a negociação com valores mobiliários de emissão da Companhia e de derivativos neles referenciados, a serem observadas pelas pessoas à ela vinculadas, nos termos da legislação vigente e da regulamentação da Comissão de Valores Mobiliários.A Política de Negociação de Valores Mobiliários está disponível nos sites www.cvm.gov.br e https://tegraincorporadora.com.br/ri.;Nos termos da Resolução CVM nº 44/21 e da Política de Negociação de Valores Mobiliários, é vedada a negociação, direta ou indiretamente, de Valores Mobiliários pelas Pessoas Vinculadas e pelas Pessoas Ligadas (conforme definido na política) nos seguintes casos: (i) antes da divulgação ao mercado de Informação Relevante, de que tenham conhecimento, ocorrido nos, ou relacionados aos, negócios da Companhia (ii) tratando-se de administradores, quando se afastarem de cargos na administração da Companhia anteriormente à divulgação de fatos relevantes originados durante seu período de gestão, e até o encerramento do prazo de 6 (seis) meses contado da data de seu afastamento ou a divulgação ao público do respectivo fato relevante, o que ocorrer primeiro (iii) quando tomarem conhecimento de intenção da Companhia de promover incorporação, cisão total ou parcial, fusão, transformação ou reorganização societária (iv) em relação aos controladores e administradores, sempre que estiver em curso a aquisição ou a alienação de Valores Mobiliários pela própria Companhia, suas controladas, coligadas ou outra sociedade sob controle comum, ou se tiver sido outorgada opção ou mandato para esta finalidade (v) no período de 15 (quinze) dias que anteceder a divulgação de ITR e DFP, e no próprio dia da divulgação, antes que a informação se torne pública, conforme exigido pela CVM e (vi) nos Períodos de Bloqueio fixados pelo Diretor de Relação com Investidores.Além disso, são obrigações das Pessoas Vinculadas, dentre outras: (i) fornecer à Companhia as informações que estejam obrigadas a informar nos termos e nos prazos das normas aplicáveis (ii) comunicar imediatamente ao Diretor de Relação com Investidores quaisquer violações a política de que tenham conhecimento e (iii) não contratar ou realizar operações no mercado de empréstimo de títulos (denominado "aluguel de ações") de emissão da Companhia.São responsabilidades do Diretor de Relação com Investidores, dentre outras: (i) dirimir e esclarecer dúvidas relacionadas à aplicação da política, assim como sobre a interpretação de normas aplicáveis e/ou sobre a possibilidade de realização de negociações com Valores Mobiliários e (ii) identificar as Pessoas Vinculadas que, em virtude de seu cargo, função, ou posição na (ou relação com a) Companhia, sua(s) controladora(s), suas controladas ou coligadas, tenham acesso, permanente ou eventual, a Informações Privilegiadas.A qualquer tempo, é vedada a negociação, pelos administradores, de instrumentos derivativos de qualquer espécie referenciados em Valores Mobiliários incluindo as operações que sejam negociadas a termo, mercados futuros, por meio de opções de compra e venda e/ou swaps, dentre outros, que derivem, integral ou parcialmente, do valor dos Valores Mobiliários de emissão da Companhia.
30.306.294/0001-45;2022-01-01;5;127393;BCO BTG PACTUAL S.A.;50943;2010-08-09 00:00:00.000;CA;A ideia geral da política está em permitir que os Colaboradores do Banco BTG Pactual realizem investimentos conservadores de longo prazo, enquanto o Banco BTG Pactual protege a sua reputação, prevenindo/gerenciando conflitos de interesse, garantindo o cumprimento da legislação e regulamentação aplicáveis e minimizando o impacto sobre a produtividade.;As seguintes atividades de trading são proibidas: (i) day-trades e/ou trading frequente em instrumentos financeiros (ii) negociação de opções, futuros e a termo (iii) short selling/venda a descoberto. Ainda, os períodos de vedação às negociações são definidos em estrita consonância com a legislação e a regulamentação aplicáveis à cada localidade em que o Banco BTG Pactual atua, em especial, mas não apenas: (a) Leis Federais 6.385/76, 6.404/76 e 10.303/01 e (b) Instruções da CVM 358, 361, 400 e 476.Ao entrar para o Banco BTG Pactual, os Colaboradores devem declarar suas contas pessoas e seus investimentos em instrumentos financeiros privados. O Departamento de Compliance é responsável Compliance é responsável por fiscalizar o cumprimento da política pelos Colaboradores. O texto completo da Política Global de Investimentos Pessoais do Banco BTG Pactual poderá ser encontrado na página de relação com investidores do Banco e nas páginas da CVM e da B3, bem como fisicamente na sede social da Companhia, localizada na Praia de Botafogo, 501 - 6º Andar Torre Corcovado - Botafogo, CEP 22250-040 Rio de Janeiro - RJ - Brasil.
30.540.991/0001-66;2022-01-01;1;115523;HAGA S.A. INDUSTRIA E COMERCIO;45876;2003-02-28 00:00:00.000;Conselho de Administracao;Em 28 de fevereiro de 2003, a Companhia divulgou a Política de Negociação de valores mobiliários de sua emissão aprovada pelo Conselho de Administração, como segue: A Companhia, os Acionistas Controladores, seus Administradores, seus Conselheiros Fiscais, os Funcionários e Executivos com acesso a Informação Relevante e os integrantes dos demais Órgãos com Funções Técnicas ou Consultivas da Companhia, que tenham firmado o Termo de Adesão, devem comunicar a quantidade e espécie de valores mobiliários de nossa emissão que são detidos por eles ou por pessoas próximas a eles, bem como as alterações nessas posições.A comunicação deverá ser encaminhada ao Diretor de Relações com Investidores da Companhia e, por este, à CVM e à Bolsa de Valores, conforme modelo de formulário que constitui o Anexo II do Manual de Divulgação de Informações e Negociações de valores Mobiliários de Emissão da Companhia.A comunicação à CVM deverá ser efetuada imediatamente após a investidura no cargo e no prazo máximo de 10 (dez) dias após o término do mês em que se verificar alteração das posições detidas, indicando o saldo da posição no período.Os Administradores que se afastarem da administração da Companhia antes da divulgação pública de negócio ou fato iniciado durante seu período de gestão não poderão negociar Valores Mobiliários da Companhia, pelo prazo de 06 (seis) meses após o seu afastamento ou até a divulgação, pela Companhia, do Ato ou Fato Relevante ao mercado, salvo se, nesta segunda hipótese, a negociação com as ações da Companhia, após a divulgação do Ato ou Fato Relevante, puder interferir nas condições dos referidos negócios, em prejuízo dos acionistas da Companhia ou dela própria. Dentre as alternativas acima referidas, prevalecerá sempre o evento que ocorrer em primeiro lugar. De acordo com a Instrução CVM 358, sempre que restar elevada ou reduzida em pelo menos 5,0% a participação em qualquer espécie de ação de nosso capital social, direta ou indiretamente, por qualquer acionista ou grupo de acionistas, tal acionista ou grupo de acionistas deverá comunicar a Companhia as seguintes informações: (i) nome e qualificação do comunicante (ii) objetivo da participação e quantidade visada, incluindo, se for o caso, declaração de que a transação não objetiva alterar a composição do controle ou a estrutura administrativa da companhia (iii) número de ações, bônus de subscrição, e de direitos de subscrição de ações e de opções de compra de ações, por espécie e classe, detidos anteriormente à aquisição, direta ou indiretamente (iv) número de debêntures conversíveis em ações, detidas anteriormente à aquisição, direta ou indiretamente, explicitando a quantidade de ações objeto da possível conversão, por espécie e classe e (v) indicação de qualquer acordo ou contrato regulando o exercício do direito de voto ou a compra e venda de valores mobiliários de emissão da Companhia. A Companhia deverá enviar essas informações à CVM e à BM&FBOVESPA e atualizar o Formulário de Referência da Companhia.;Os Administradores que se afastarem da administração da Companhia antes da divulgação pública de negócio ou fato iniciado durante seu período de gestão não poderão negociar Valores Mobiliários da Companhia, pelo prazo de 06 (seis) meses após o seu afastamento ou até a divulgação, pela Companhia, do Ato ou Fato Relevante ao mercado, salvo se, nesta segunda hipótese, a negociação com as ações da Companhia, após a divulgação do Ato ou Fato Relevante, puder interferir nas condições dos referidos negócios, em prejuízo dos acionistas da Companhia ou dela própria. Dentre as alternativas acima referidas, prevalecerá sempre o evento que ocorrer em primeiro lugar.
30.723.886/0001-62;2022-01-01;14;127198;BANCO MODAL S.A.;50907;2022-03-17 00:00:00.000;Assembleia Geral Extraordinária;A Política de Divulgação e Negociação tem por objetivo estabelecer os procedimentos relacionados à divulgação de atos ou fatos relevantes estabelecer padrões de boa conduta que devem ser observados pelas pessoas vinculadas assegurar o cumprimento das leis e regras que coíbem a prática do insider trading estabelecer as regras para assegurar a observância das melhores práticas para a negociação dos valores mobiliários emitidos pelo MODAL assegurar o cumprimento das leis e regras que coíbem a prática do Insider Trading.As proibições e obrigações de comunicação também se aplicam a negociações realizadas, direta ou indiretamente, por pessoas vinculadas ou seus parentes próximos, incluindo os casos em que esses negócios forem feitos por intermédio de:(a)sociedade controlada pelas pessoas mencionadas acima, direta ou indiretamente(b)terceiros com quem foi assinado um contrato de gestão, fideicomisso (trust) ou administração de carteira de investimentos em ativos financeiros(c)procuradores ou agentes(d)cônjuges dos quais eles não estejam separados judicial ou extrajudicialmente, companheiros(as) e quaisquer dependentes incluídos na sua declaração de ajuste anual do imposto sobre a renda de pessoa física e(e)quaisquer pessoas que tenham tido conhecimento de informação privilegiada, por meio de qualquer uma das pessoas impedidas de negociar, cientes de que elas ainda não foram divulgadas ao mercado.A negociação realizada por fundos de investimento, cujos cotistas são as pessoas mencionadas acima, não será considerada uma negociação indireta, desde que: (i) os fundos de investimento não sejam exclusivos e (ii) as decisões de negociação do administrador de fundos ou fundo de investimento não possam, de forma alguma, ser influenciadas por seus cotistas.A Política de Divulgação e Negociação pode ser consultada no website do Banco (https://ri.modal.com.br), bem como fisicamente em sua sede social.;Além dos períodos de restrição à negociação determinados pelas leis e regulamentações aplicáveis, o Diretor de Relações com Investidores poderá decidir sobre a imposição de Períodos de Restrição à Negociação. Nesse caso, ele deverá indicar claramente às Pessoas Vinculadas o início e o final da vigência de tais Períodos de Restrição à Negociação adicionais. O Diretor de Relações com Investidores não é obrigado a informar as razões para a determinação do período de restrição à negociação e, em qualquer caso, as pessoas vinculadas deverão manter confidenciais as informações sobre a determinação do período de restrição à negociação decidida pelo Diretor de Relações com Investidores.
31.553.627/0001-01;2022-01-01;12;125857;GRUPO TOKY S.A.;50556;2022-03-22 00:00:00.000;Conselho de Administração;A Política de Negociação de Valores Mobiliários tem como objetivo estabelecer regras visando a coibir e punir a utilização de informações privilegiadas sobre ato ou fato relevante relativo à Mobly S.A., ou informações privilegiadas, em benefício próprio das Pessoas Vinculadas em negociação com valores mobiliários de emissão da Companhia, que regerão, de modo ordenado e dentro dos limites legais, a negociação de tais valores mobiliários. Tais diretrizes também procuram coibir a prática de insider trading (uso indevido em benefício próprio ou de terceiros de informações privilegiadas) e tipping (dicas de informações privilegiadas para que terceiros delas se beneficiem), preservando a transparência nas negociações de valores mobiliários de emissão da Companhia. A adesão à Política de Negociação é obrigatória por todas as Pessoas Vinculadas, mediante assinatura de Termo de Adesão, sendo aplicável à toda Pessoa Vinculada.A Política de Negociação de Valores Mobiliários pode ser acessada nos seguintes endereços: (i) na sede da Companhia na Avenida das Nações Unidas, nº 16.737, mezanino, CEP 04730-090 (ii) no website da Companhia (https://investors.mobly.com.br/) e (iii) no site da CVM (www.cvm.gov.br) e site da B3 (www.b3.com.br).;Nenhuma Pessoa Vinculada com acesso à informação privilegiada poderá negociar a qualquer tempo valores mobiliários de emissão da Companhia, independente de determinação do Diretor de Relações com Investidores, antes que tal informação seja divulgada ao mercado. As Pessoas Vinculadas não poderão negociar valores mobiliários de emissão da Companhia nos "Períodos de Impedimento à Negociação", que são definidos na regulamentação aplicável e pelo Diretor de Relações com Investidores. Os Períodos de Impedimento à Negociação incluem os seguintes prazos: (i) os 15 dias que antecedem a divulgação de informações periódicas pela Companhia, como ITR e DFP e (ii) o período entre a data de deliberação do órgão competente de aumentar o capital social, distribuir dividendos e pagar juros sobre capital próprio e a publicação de seus respectivos editais e anúncios.
31.701.408/0001-14;2022-01-01;4;121100;ATHENA SAÚDE BRASIL SA;48732;2020-12-04 00:00:00.000;Conselho de Administração;OO propósito da Política de Negociação de Valores Mobiliários ("Política de Negociação") é estabelecer regras que deverão ser observadas pelas Pessoas Vinculadas e pela Companhia para assegurar a observância de práticas de boa conduta na negociação de valores mobiliários de emissão da Companhia, bem como evitar o uso inadequado de informações privilegiadas, nos termos da Resolução da CVM nº 44, de 23 de agosto de 2021, conforme alterada ("Resolução CVM 44").A Política de Negociação está disponibilizada para consulta eletronicamente pelos sites: (i) da CVM (www.cvm.gov.br)l (ii) da Companhia (ri.athenasaude.com.br) bem como fisicamente na sede social da Companhia, localizada na Avenida Dra. Ruth Cardoso, nº 8.501, 4º andar, sala "F", parte, Pinheiros, CEP 05425-070.;Pendência de Divulgação de Fato RelevanteÉ vedada a negociação de valores mobiliários por Pessoa Vinculada que possa ter conhecimento de informação privilegiada sobre a Companhia, até que referida informação seja divulgada ao mercado na forma de Ato ou Fato Relevante, conforme a Política. Esta vedação também se aplica quando estiver em curso aquisição ou alienação de valores mobiliários pela Companhia, sociedades controladas, sociedades coligadas ou sociedade sob controle comum ou houver sido outorgada opção ou mandato para tanto e quando existir a intenção de promover incorporação, cisão (total ou parcial), fusão, transformação ou reorganização societária da Companhia. Após Divulgação de Ato/Fato RelevanteNesses casos, mesmo após a divulgação de ato ou fato relevante, prevalecerá a proibição de negociação, caso esta possa interferir nas condições dos negócios com valores mobiliários, acarretando dano à Companhia e/ou aos acionistas. Tal restrição deve ser informada pelo DRI às Pessoas Vinculadas.Período Anterior à Divulgação de ITR, DFP e Distribuição de ResultadosPessoas Vinculadas não poderão negociar valores mobiliários no período de 15 dias anterior à divulgação/publicação das informações trimestrais e demonstrações financeiras padronizadas. Tais restrições não se aplicam na hipótese de plano de investimento que atenda aos requisitos aplicáveis. Pessoas Vinculadas também não podem negociar valores mobiliários em período determinado pelo DRI, desde a decisão de aumentar o capital social, distribuir resultados, bonificações em ações ou seus derivativos ou aprovar desdobramento, e a publicação dos respectivos editais ou anúncios.Deliberação Relativa à Aquisição ou à Alienação de Ações de Emissão da CompanhiaO Conselho não poderá aprovar programa de recompra enquanto não forem divulgadas ao público informações sobre a celebração de acordo ou contrato para a transferência do controle acionário outorga de opção ou mandato para o fim de transferência do controle ou existência de intenção de promover incorporação, cisão (total ou parcial), fusão, transformação ou reorganização societária que envolva a Companhia. Caso após a aprovação de programa de recompra ocorra fato que se enquadre em qualquer das 3 hipóteses acima, a Companhia suspenderá imediatamente as operações com seus valores mobiliários até a divulgação do respectivo ato/fato relevante.Ex-AdministradoresOs ex-administradores que se afastarem da administração antes da divulgação pública de ato ou fato relevante relativo a negócio ou fato iniciado durante seu período de gestão não poderão negociar valores mobiliários pelo prazo de 6 meses ou até que tal ato ou fato relevante tenha sido divulgado, o que ocorrer por último, observado o disposto abaixo. Se a negociação com os valores mobiliários, mesmo após a divulgação do ato ou fato relevante, puder interferir nas condições dos referidos negócios em prejuízo da Companhia e/ou de seus acionistas, os ex-administradores não poderão negociar valores mobiliários pelo prazo mínimo de 6 meses após seu afastamento, devendo tal restrição adicional ser informada pelo DRI.Vedações AdicionaisAs vedações também se aplicam às negociações realizadas direta ou indiretamente por Pessoas Vinculadas caso estas negociações se deem por intermédio de pessoas ligadas a elas terceiros com quem tiverem celebrado contrato de administração de carteira ou de negócio fiduciário ou qualquer pessoa que tenha tido conhecimento de informação privilegiada, por meio de Pessoa Vinculada, sabendo que ainda não foi divulgada ao mercado. Não são consideradas negociações indiretas e não estão sujeitas à vedação, as negociações realizadas por fundos e/ou clubes de investimento de que sejam cotistas as pessoas acima, desde que não sejam exclusivos e as decisões de negociação do administrador do fundo e/ou clube de investimento não possam de qualquer forma ser influenciadas por seus cotistas.
