CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
00.389.481/0001-79;2022-01-01;2;118400;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2;1;0;0;0.000000;0;0.000000;0;0.000000;2022-01-03
00.416.968/0001-01;2022-01-01;11;122285;BANCO INTER S.A.;0;0;1;0;0.000000;0;0.000000;0;0.000000;2022-10-06
00.545.378/0001-70;2022-01-01;6;135072;SERRA AZUL WATER PARK SA;0;0;1;29188116;100.000000;0;0.000000;29188116;100.000000;2023-03-16
00.622.416/0001-41;2022-01-01;10;123211;STATKRAFT ENERGIAS RENOVAVEIS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-03-11
00.644.907/0001-93;2022-01-01;5;125817;INVESTCO S.A.;30;15;0;402202302;51.140000;384203962;48.860000;786406264;100.000000;2022-04-28
00.743.065/0001-27;2022-01-01;1;115698;LITEL PARTICIPACOES S.A.;0;3;1;215495403;0.000000;0;0.000000;215495403;100.000000;2019-09-09
00.776.574/0001-56;2022-01-01;16;127140;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;146366;2089;563;621150612;68.823303;0;0.000000;621150612;68.823303;2022-04-29
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;20735;528;1108;249268674;33.020357;993910757;94.283908;1243179431;68.719563;2021-04-28
00.897.864/0001-58;2022-01-01;1;113493;SANTA CATARINA PART INVEST SA;0;2;0;200000;100.000000;0;0.000000;200000;100.000000;1995-11-13
00.924.429/0001-75;2022-01-01;7;123538;FERROVIA CENTRO-ATLANTICA S.A.;1;5;1;23;0.000016;3;15.789474;26;0.000018;2021-08-09
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;0;7;1;48786;100.000000;37680;100.000000;86466;100.000000;2022-04-29
00.974.211/0001-25;2022-01-01;1;116172;LINHA AMARELA S.A. - LAMSA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
00.979.969/0001-56;2022-01-01;1;114163;CAIXA ADM DIV PUB ESTADUAL SA;4;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-27
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;184967;1292;291;1095401258;40.319000;0;0.000000;1095401258;40.319000;2022-04-27
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;63009;325;577;196252888;16.170000;0;0.000000;196252888;16.170000;2022-04-25
01.104.937/0001-70;2022-01-01;2;125970;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;28263;225;0;1915985;16.290000;0;0.000000;1915985;16.290000;2021-04-26
01.107.327/0001-20;2022-01-01;4;125657;BBM LOGÍSTICA S.A.;2;0;1;0;0.000000;0;0.000000;0;0.000000;2021-06-23
01.258.944/0001-26;2022-01-01;5;126330;RUMO MALHA SUL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-04-30
01.319.044/0001-41;2022-01-01;1;116442;WTC AMAZONAS SUITE HOTEL S.A.;2;0;0;100;100.000000;0;0.000000;100;100.000000;2021-05-04
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;519;14;0;4309906;2.288454;1951372;1.286613;6261278;1.841552;2022-04-26
01.543.032/0001-04;2022-01-01;9;123966;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;20;1;1;102022;0.036000;0;0.000000;102022;0.036000;2022-12-30
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;37147;441;110;49174563;100.000000;0;0.000000;49174563;96.157000;2023-01-09
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;1274;124;4;15919;2.009700;26651;1.695600;42570;1.800810;2023-04-28
01.599.101/0001-93;2022-01-01;33;126901;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;17042;144;341;122858774;87.576306;0;0.000000;122858774;87.576306;2022-05-19
01.616.929/0001-02;2022-01-01;7;125984;SANEAMENTO DE GOIAS SA;1;63;2;0;0.000000;0;0.000000;0;0.000000;2022-01-25
01.838.723/0001-27;2022-01-01;16;125591;BRF S.A.;74869;1789;1030;1076512610;99.449000;0;0.000000;1076512610;99.449000;2022-03-28
01.851.771/0001-55;2022-01-01;2;125645;524 PARTICIPACOES S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2023-04-28
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;20670;218;150;18502093;44.300000;0;0.000000;18502093;44.300000;2022-09-06
01.917.818/0001-36;2022-01-01;18;127410;LIGHT ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
01.938.783/0001-11;2022-01-01;6;126113;CIA PARTICIPACOES ALIANCA DA BAHIA;1619;37;3;2694549;41.930900;1687052;26.250000;4381601;34.100000;2022-04-29
01.957.772/0001-89;2022-01-01;2;130615;SUL 116 PARTICIPACOES S.A.;0;4;1;0;0.000000;0;0.000000;0;0.000000;2014-12-26
01.968.293/0001-68;2022-01-01;3;121060;ELETRORIVER S.A.;7;1;0;8847269;14.348500;8847268;14.348500;17694537;28.697000;2022-05-20
01.989.044/0001-59;2022-01-01;1;116453;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;2;0;0;1000;100.000000;0;0.000000;1000;100.000000;2019-04-30
02.016.440/0001-62;2022-01-01;5;125875;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
02.041.460/0001-93;2022-01-01;6;123617;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;0;1;3;0;0.000000;0;0.000000;0;0.000000;2022-12-15
02.062.747/0001-08;2022-01-01;2;125655;SUDESTE S.A.;0;1;1;0;0.000009;0;0.000000;0;0.000009;2023-04-28
02.105.040/0001-23;2022-01-01;1;114700;VIRGO II COMPANHIA DE SECURITIZACAO;0;2;0;41403;99.409349;246;0.590651;41649;100.000000;2020-04-30
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;99784;388;644;179759767;27.801368;0;0.000000;179759767;27.801368;2022-03-31
02.162.616/0001-94;2022-01-01;2;118339;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
02.193.750/0001-52;2022-01-01;5;127063;DEXXOS PARTICIPAÇÕES S.A.;8774;485;59;88241730;100.000000;5406424;93.670000;93648154;99.611000;2023-01-31
02.201.787/0001-85;2022-01-01;1;115828;CEL PARTICIPAÇÕES S.A. - CELPAR;4;4;0;2609000;99.999000;30;0.001000;2609030;100.000000;2012-04-30
02.217.319/0001-07;2022-01-01;2;124153;YBYRÁ CAPITAL S.A.;1;0;0;116574000;99.830000;200000;0.170000;116774000;100.000000;2022-01-19
02.255.187/0001-08;2022-01-01;6;125729;UNIFIQUE TELECOMUNICAÇÕES S.A.;11762;0;327;90969763;25.120000;0;0.000000;90969763;25.120000;2023-04-28
02.258.422/0001-97;2022-01-01;1;115539;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2012-05-03
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;0;6;0;28313622;0.000000;27649471;0.000000;55963093;0.000000;2022-11-11
02.286.479/0001-08;2022-01-01;4;124699;LOCALIZA FLEET S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-27
02.291.077/0001-93;2022-01-01;4;125148;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;0;1;5;45000;45.000000;0;0.000000;45000;45.000000;2022-04-29
02.302.100/0001-06;2022-01-01;12;126004;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;0;1;0;39091735037;100.000000;0;0.000000;39091735037;100.000000;2022-04-29
02.302.101/0001-42;2022-01-01;8;125410;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;30326;235;13;1097;0.007460;22189646;99.765899;22190743;60.060878;2022-04-22
02.328.280/0001-97;2022-01-01;6;125930;ELEKTRO REDES S.A.;1243;10;10;25147;0.027369;598697;0.587659;623844;0.321969;2022-04-20
02.338.534/0001-58;2022-01-01;4;126151;LONGDIS S.A.;3;3;0;24013;0.495000;0;0.000000;24013;0.495000;2023-01-12
02.351.144/0001-18;2022-01-01;8;125199;TEGMA GESTAO LOGISTICA S.A.;11073;207;148;32001480;48.485000;0;0.000000;32001480;48.485000;2023-04-12
02.351.877/0001-52;2022-01-01;22;126272;LWSA S/A;60372;1000;729;430778874;72.510698;0;0.000000;430778874;72.510698;2022-04-29
02.357.251/0001-53;2022-01-01;4;127301;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;0;4;0;0;0.000000;0;0.000000;0;0.000000;2022-04-25
02.365.069/0001-44;2022-01-01;6;126122;PADTEC HOLDING S.A.;6186;41;27;35062506;44.694200;0;0.000000;35062506;44.694200;2022-04-28
02.382.073/0001-10;2022-01-01;2;118535;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;0;2;0;1;0.000000;0;0.000000;1;0.000000;2022-04-29
02.387.241/0001-60;2022-01-01;23;127111;RUMO S.A.;70706;1970;112;1215642613;65.560000;0;0.000000;1215642613;65.560000;2022-04-27
02.397.080/0001-96;2022-01-01;6;124018;ITAPEBI GERACAO DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-02-28
02.415.408/0001-50;2022-01-01;12;125304;CONC ROD.OESTE SP VIAOESTE S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-16
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;1259476;229157;83;808436195;33.390000;0;0.000000;808436195;33.390000;2022-03-29
02.429.144/0001-93;2022-01-01;11;127220;CPFL ENERGIA S.A.;43050;4916;906;187732538;16.290000;0;0.000000;187732538;16.290000;2022-04-29
02.451.848/0001-62;2022-01-01;14;125297;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-11
02.474.103/0001-19;2022-01-01;7;126050;ENGIE BRASIL ENERGIA S.A.;253048;8166;1122;255208461;31.278317;0;0.000000;255208461;31.278317;2022-04-28
02.502.844/0001-66;2022-01-01;6;126321;RUMO MALHA PAULISTA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-30
02.509.186/0001-34;2022-01-01;3;124669;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;0;1;0;610000;100.000000;0;0.000000;610000;100.000000;2018-04-20
02.509.491/0001-26;2022-01-01;4;125519;CONC ECOVIAS IMIGRANTES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
02.558.157/0001-62;2022-01-01;11;125390;TELEFÔNICA BRASIL S.A;1460877;254123;4700;423091712;25.230011;0;0.000000;423091712;25.230011;2022-04-26
02.560.878/0001-07;2022-01-01;2;123300;HOSPITAL ANCHIETA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-06-09
02.591.787/0001-39;2022-01-01;2;122861;CAPITALPART PARTICIPACOES S.A.;15;2;0;933;0.655000;0;0.000000;933;0.651364;2022-05-06
02.600.854/0001-34;2022-01-01;3;125169;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-03-23
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;15105;97;183;96450967;32.700000;0;0.000000;96450967;32.700000;2021-07-27
02.643.896/0001-52;2022-01-01;3;118472;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2018-04-28
02.664.042/0001-52;2022-01-01;1;115755;TERMINAL GARAGEM MENEZES CORTES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2013-04-16
02.682.287/0001-02;2022-01-01;5;126946;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0;2;0;11000;100.000000;0;0.000000;11000;100.000000;2021-04-29
02.724.983/0001-34;2022-01-01;3;125993;SANESALTO SANEAMENTO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-12-28
02.736.470/0001-43;2022-01-01;1;116669;CONFIANZA SECURITIZADORA SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-07-12
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;55395;257;712;858685799;99.424930;0;0.000000;858685799;99.424930;2022-09-30
02.762.124/0001-30;2022-01-01;1;115837;BETAPART PARTICIPACOES S.A.;4;0;0;1;100.000000;0;0.000000;1;100.000000;2014-04-28
02.773.542/0001-22;2022-01-01;2;116214;OPEA SECURITIZADORA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000001;2021-04-09
02.783.423/0001-50;2022-01-01;1;116763;ALTERE SECURITIZADORA S.A.;2;0;0;36218984;100.000000;0;0.000000;36218984;100.000000;2020-04-30
02.796.775/0001-40;2022-01-01;1;115838;GAMA PARTICIPACOES S.A.;0;2;1;0;0.000000;0;0.000000;0;0.000000;2015-04-27
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;224834;859;571;1815524541;96.745099;0;0.000000;1815524541;96.745099;2023-04-28
02.846.056/0001-97;2022-01-01;17;125620;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;44395;336;1225;998462635;49.428843;0;0.000000;998462635;49.428843;2022-04-19
02.860.694/0001-62;2022-01-01;1;116579;T4F ENTRETENIMENTO S.A.;14555;121;1;33258852;49.336233;0;0.000000;33258852;49.336233;2022-04-29
02.916.265/0001-60;2022-01-01;13;127102;JBS S.A.;95449;1732;1007;1134986483;51.168933;0;0.000000;1134986483;51.168933;2021-04-28
02.919.555/0001-67;2022-01-01;6;126933;ARTERIS S.A.;0;4;0;0;0.000000;0;0.000000;0;0.000000;2017-06-14
02.932.074/0001-91;2022-01-01;6;126247;HYPERA S.A.;53983;1061;765;400842480;63.280000;0;0.000000;400842480;63.280000;2022-04-26
02.950.811/0001-89;2022-01-01;27;127214;PDG REALTY S.A. EMPREEND E PARTICIPACOES;10069;93;29;3204289;99.454508;0;0.000000;3204289;99.454508;2023-05-23
02.992.449/0001-09;2022-01-01;2;125653;PROMPT PARTICIPACOES S.A.;0;1;2;0;0.000000;0;0.000000;0;0.000000;2023-04-28
02.998.301/0001-81;2022-01-01;7;127247;RIO PARANAPANEMA ENERGIA S.A.;10766;226;30;297036;0.940000;3300250;5.240000;3597286;3.810000;2022-04-29
02.998.611/0001-04;2022-01-01;8;126090;ISA ENERGIA BRASIL;220265;963;1321;27080900;10.500000;395794140;98.720000;422875040;64.180000;2022-03-24
03.014.553/0001-91;2022-01-01;5;127007;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;15594;37;26;18530486;42.110000;0;0.000000;18530486;42.110000;2023-04-28
03.025.305/0001-46;2022-01-01;2;124493;RODOVIAS DAS COLINAS S.A.;0;1;0;74220000;100.000000;0;0.000000;74220000;100.000000;2012-06-29
03.207.703/0001-83;2022-01-01;2;125274;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2016-04-29
03.220.438/0001-73;2022-01-01;7;127055;EQUATORIAL S.A.;45700;1728;333;1100513485;97.482000;0;0.000000;1100513485;97.482000;2022-05-12
03.279.285/0001-30;2022-01-01;5;126074;ORIZON MEIO AMBIENTE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-04
03.303.999/0001-36;2022-01-01;3;122813;DTCOM - DIRECT TO COMPANY S.A.;579;6;0;225512;2.111400;0;0.000000;225512;2.033000;2021-04-30
03.342.704/0001-30;2022-01-01;16;124104;PETRORECÔNCAVO S.A.;10896;86;740;276798795;94.411400;0;0.000000;276798795;94.411400;2022-06-14
03.378.521/0001-75;2022-01-01;22;127408;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;13074;696;54;372062524;99.867724;0;0.000000;372062524;99.867724;2022-04-27
03.467.321/0001-99;2022-01-01;11;127078;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;241;59;17;4383194;5.800000;1063437;0.740000;5446631;2.490000;2022-04-27
03.494.776/0001-01;2022-01-01;4;126180;AMMO VAREJO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-30
03.538.833/0001-07;2022-01-01;2;125799;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;1;0;1;0;0.000000;0;0.000000;0;0.000000;2023-04-28
03.758.318/0001-24;2022-01-01;10;127092;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;0;1;3;143057124;100.000000;286114248;100.000000;429171372;100.000000;2022-04-29
03.767.538/0001-14;2022-01-01;4;125866;BRAZILIAN SECURITIES CIA SECURITIZACAO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
03.795.050/0001-09;2022-01-01;5;124014;TERMOPERNAMBUCO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-02-28
03.802.115/0001-98;2022-01-01;12;127091;CLEAR SALE S.A.;7740;76;151;52773048;28.081815;0;0.000000;52773048;28.081815;2022-09-30
03.818.379/0001-30;2022-01-01;4;120842;SABER SERVIÇOS EDUCACIONAIS S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2022-12-29
03.820.456/0001-96;2022-01-01;4;122982;BSB ENERGÉTICA S.A.;0;2;0;176159;9.000000;0;0.000000;176159;9.000000;2022-06-02
03.847.461/0001-92;2022-01-01;6;125994;BRADESPAR S.A.;130699;10868;674;30318904;21.971829;251008334;98.393465;281327238;71.566946;2023-04-14
03.853.896/0001-40;2022-01-01;10;125073;MARFRIG GLOBAL FOODS S.A.;68691;0;1558;316724584;45.811161;0;0.000000;316724584;45.811161;2022-04-29
03.953.509/0001-47;2022-01-01;6;125890;CPFL GERACAO DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
03.983.431/0001-03;2022-01-01;8;125441;EDP - ENERGIAS DO BRASIL S.A.;275465;0;1664;246028184;43.330000;0;0.000000;246028184;42.330000;2022-04-05
04.030.182/0001-02;2022-01-01;4;125905;CABINDA PARTICIPACOES S.A.;1;1;0;2458000;100.000000;4916000;100.000000;7374000;100.000000;2022-04-29
04.031.213/0001-31;2022-01-01;4;125906;CACONDE PARTICIPACOES S.A.;1;1;0;703211;100.000000;1406542;100.000000;2109753;0.000000;2022-04-29
04.032.433/0001-80;2022-01-01;13;126515;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;3951;17;37;7663189;28.690000;0;0.000000;7663189;28.690000;2022-04-29
04.038.763/0001-82;2022-01-01;4;125908;CAIANDA PARTICIPACOES S.A.;1;1;0;776869;0.000000;1553254;0.000000;2330123;100.000000;2022-04-29
04.065.791/0001-99;2022-01-01;9;126512;SINQIA S.A.;72084;302;235;71401249;81.191321;0;0.000000;71401249;81.191321;2023-04-27
04.065.791/0001-99;2022-03-31;1;113796;SINQIA S.A.;109055;345;198;72771546;82.750000;0;0.000000;72771546;82.750000;2021-04-29
04.069.709/0001-02;2022-01-01;3;127077;BIONEXO S.A.;1;1;3;105137127;61.100000;0;0.000000;105137127;61.100000;2021-11-23
04.089.570/0001-50;2022-01-01;2;123652;ÁGUAS GUARIROBA S.A;0;2;0;1;0.000000;0;0.000000;1;0.000000;2022-04-29
04.149.454/0001-80;2022-01-01;11;126912;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;32930;400;181;333657615;47.916000;0;0.000000;333657615;47.916000;2023-04-19
04.172.213/0001-51;2022-01-01;4;125874;CIA PIRATININGA DE FORCA E LUZ;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
04.200.649/0001-07;2022-01-01;32;122894;COMPANHIA PROVINCIA DE SECURITIZACAO;1;1;0;820000;100.000000;0;0.000000;820000;100.000000;2022-12-20
04.233.319/0001-18;2022-01-01;5;124097;NCF PARTICIPAÇÕES S/A;0;3;0;0;0.000000;0;0.000000;0;0.000000;2022-04-25
04.368.898/0001-06;2022-01-01;3;125893;COPEL DISTRIBUIÇÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-03-11
04.370.282/0001-70;2022-01-01;5;125901;COPEL GERAÇÃO E TRANSMISSÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
04.423.567/0001-21;2022-01-01;17;127252;ENEVA S.A;41989;1140;0;1577877205;99.585000;0;0.000000;1577877205;99.585000;2023-03-01
04.437.534/0001-30;2022-01-01;10;123339;LOCAMÉRICA RENT-A-CAR S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-12-30
04.739.720/0001-24;2022-01-01;1;116120;USINA TERMELÉTRICA PAMPA SUL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-06
04.752.991/0001-10;2022-01-01;9;126082;BIOMM S.A.;2180;109;0;50184296;61.736547;0;0.000000;50184296;61.736547;2023-04-28
04.821.041/0001-08;2022-01-01;3;122589;METALFRIO SOLUTIONS S.A.;413;16;1;1868020;45.490000;0;0.000000;1868020;45.490000;2022-05-23
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;3807;200;28;73343731;3.326819;3991521;89.627856;77335252;89.627856;2022-04-28
04.902.979/0001-44;2022-01-01;11;127107;BCO AMAZONIA S.A.;14964;539;3;1675606;2.989041;0;0.000000;1675606;2.989041;2021-12-31
04.912.242/0001-02;2022-01-01;1;115915;PORTUENSE FERRAGENS S/A;218;1;0;24;81.000000;5;19.000000;29;100.000000;2001-04-30
04.913.711/0001-08;2022-01-01;17;127158;BCO ESTADO DO PARA S.A.;219;113;2;2036;0.021380;0;0.000000;2036;0.021380;2022-04-27
04.972.092/0001-22;2022-01-01;1;116589;GRUPO FARTURA DE HORTIFRUT S.A.;4;0;1;2781220;100.000000;0;0.000000;2781220;100.000000;2022-05-30
04.986.320/0001-13;2022-01-01;11;127079;SER EDUCACIONAL S.A.;14309;110;65;52255107;40.600000;0;0.000000;52255107;40.600000;2023-04-28
04.992.714/0001-84;2022-01-01;8;127113;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-12
05.197.443/0001-38;2022-01-01;15;124430;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;48099;300;2237;4455957762;62.371196;0;0.000000;4455957762;62.371196;2022-04-25
05.303.439/0001-07;2022-01-01;4;125950;UNIGEL PARTICIPAÇÕES S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-03-16
05.336.882/0001-84;2022-01-01;3;125031;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;0;1;0;20000000;100.000000;0;0.000000;20000000;100.000000;2021-07-14
05.347.060/0001-07;2022-01-01;2;121626;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;3;1;1;0;0.000000;0;0.000000;0;0.000000;2022-10-31
05.878.397/0001-32;2022-01-01;14;127027;ALLOS S.A.;71716;283;1260;532365440;92.756788;0;0.000000;532365440;92.756788;2023-03-21
05.889.284/0001-32;2022-01-01;1;116178;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;3;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
05.917.486/0001-40;2022-01-01;10;126930;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;8115;180;7;21545321;33.319000;0;0.000000;21545321;33.319000;2022-04-29
06.016.348/0001-53;2022-01-01;1;115955;VENTOS DO SUL ENERGIA S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2019-09-04
06.047.087/0001-39;2022-01-01;8;125825;REDE D'OR SÃO LUIZ S.A.;54151;2031;0;1095177074;47.836000;0;0.000000;1095177074;47.836000;2021-04-30
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;43881;583;1481;935853069;69.362255;0;0.000000;935853069;69.362255;2022-12-12
06.164.253/0001-87;2022-01-01;17;127271;GOL LINHAS AEREAS INTELIGENTES S.A.;108910;313;439;0;0.000000;218221868;64.786257;218221868;64.786257;2023-02-15
06.272.793/0001-84;2022-01-01;5;125915;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;1447;27;22;56198312;34.836773;1087582;37.961507;57285894;34.891298;2022-04-28
