CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Acionista;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes;Percentual_Acoes
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;6852505;;0;0.000000
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;6852511;;0;0.000000
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;6852515;;0;0.000000
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;6770194;;0;0.000000
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;6770195;;0;0.000000
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;6770198;;0;0.000000
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;6770210;;0;0.000000
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;6770213;;0;0.000000
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;6770216;;0;0.000000
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;6770218;;0;0.000000
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;6822531;;0;0.000000
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;6822535;;0;0.000000
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;6783089;;0;0.000000
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;6783090;;0;0.000000
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;6783096;;0;0.000000
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;6783097;;0;0.000000
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;6854633;;542630;2.947876
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;6854633;Preferencial Classe A;542630;2.948000
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;6854636;;16239800;88.223865
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;6854636;Preferencial Classe A;16239800;88.224000
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;6854646;;1625061;8.828259
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;6854646;Preferencial Classe A;1625061;8.828000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828078;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828079;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828082;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828086;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828087;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828091;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828095;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828096;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828097;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828098;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828099;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828103;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828104;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828114;;0;0.000000
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;6828115;;0;0.000000
00.644.907/0001-93;2021-01-01;1;105249;INVESTCO S.A.;6623431;;0;0.000000
