CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261621;Preferencial Classe B;4402667
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261624;Preferencial Classe B;4336000
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261625;Preferencial Classe B;4336000
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261626;Preferencial Classe B;4336000
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261627;Preferencial Classe B;4336000
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261628;Preferencial Classe B;4336000
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261629;Preferencial Classe B;4336000
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261632;Preferencial Classe B;169333
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261633;Preferencial Classe B;169333
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261634;Preferencial Classe B;169333
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261635;Preferencial Classe B;169333
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261636;Preferencial Classe B;169333
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261637;Preferencial Classe B;169333
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261640;Preferencial Classe B;136001
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261641;Preferencial Classe B;136001
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261642;Preferencial Classe B;136001
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261643;Preferencial Classe B;136001
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261644;Preferencial Classe B;136001
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261645;Preferencial Classe B;136001
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261648;Preferencial Classe B;69167
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261649;Preferencial Classe B;69167
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261650;Preferencial Classe B;69167
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261651;Preferencial Classe B;69167
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261652;Preferencial Classe B;69167
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261653;Preferencial Classe B;69167
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261656;Preferencial Classe B;577767
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261657;Preferencial Classe B;577767
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261658;Preferencial Classe B;577767
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;261659;Preferencial Classe B;577767
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261560;Preferencial Classe B;1406542
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261561;Preferencial Classe B;1226542
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261562;Preferencial Classe B;959876
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261564;Preferencial Classe B;893209
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261565;Preferencial Classe B;893209
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261566;Preferencial Classe B;893209
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261568;Preferencial Classe B;66667
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261569;Preferencial Classe B;66667
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261570;Preferencial Classe B;66667
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261572;Preferencial Classe B;759875
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261573;Preferencial Classe B;759875
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261574;Preferencial Classe B;759875
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261576;Preferencial Classe B;726542
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261577;Preferencial Classe B;726542
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;261578;Preferencial Classe B;726542
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261584;Preferencial Classe B;1373254
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261585;Preferencial Classe B;1373254
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261586;Preferencial Classe B;1106588
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261588;Preferencial Classe B;1039921
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261589;Preferencial Classe B;1039921
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261590;Preferencial Classe B;1039921
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261592;Preferencial Classe B;66667
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261593;Preferencial Classe B;66667
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261594;Preferencial Classe B;66667
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261596;Preferencial Classe B;906587
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261597;Preferencial Classe B;906587
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261598;Preferencial Classe B;906587
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261600;Preferencial Classe B;873254
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261601;Preferencial Classe B;873254
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261602;Preferencial Classe B;873254
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;261604;Preferencial Classe B;743254
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;253019;Preferencial Classe A;1209267480
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;253020;Preferencial Classe A;1209267480
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;253021;Preferencial Classe A;1209267480
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262116;Preferencial Classe A;2166816
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262116;Preferencial Classe B;1085373
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262116;Preferencial Classe C;1201249
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262117;Preferencial Classe A;2166816
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262117;Preferencial Classe B;1085373
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262117;Preferencial Classe C;1201249
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262118;Preferencial Classe A;2166816
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262118;Preferencial Classe B;1085373
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;262118;Preferencial Classe C;1201249
04.912.242/0001-02;2021-01-01;1;104814;PORTUENSE FERRAGENS S/A;234013;Preferencial Classe A;5535
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262109;Preferencial Classe A;1625729
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262109;Preferencial Classe B;1239231
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262110;Preferencial Classe A;1625729
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262110;Preferencial Classe B;1239231
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262111;Preferencial Classe B;1625729
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262111;Preferencial Classe A;1239231
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262112;Preferencial Classe A;1239231
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262112;Preferencial Classe B;1625729
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262113;Preferencial Classe B;1625729
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262113;Preferencial Classe A;1239231
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262114;Preferencial Classe B;1625729
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262114;Preferencial Classe A;1239231
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262115;Preferencial Classe A;1239231
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;262115;Preferencial Classe B;1625729
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262821;Preferencial Classe A;28252700
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262821;Preferencial Classe B;1534662
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262822;Preferencial Classe A;28252700
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262822;Preferencial Classe B;1534662
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262823;Preferencial Classe A;28252700
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262823;Preferencial Classe B;1534662
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262824;Preferencial Classe B;1534662
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262824;Preferencial Classe A;28252700
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262825;Preferencial Classe A;28252700
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262825;Preferencial Classe B;1534662
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262826;Preferencial Classe B;1534662
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262826;Preferencial Classe A;28252700
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262827;Preferencial Classe A;193352996180
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;262827;Preferencial Classe B;6647003820
07.253.321/0001-47;2021-01-01;1;105092;CARBOMIL SA MINER. E INDUSTRIA;235049;Preferencial Classe A;60000000
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;232992;Preferencial Classe A;226530
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;232992;Preferencial Classe B;538663
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;232992;Preferencial Classe C;988370
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;234000;Preferencial Classe B;1316954
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;234001;Preferencial Classe B;1316954
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;234002;Preferencial Classe B;1316954
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;234003;Preferencial Classe B;20739008
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;234003;Preferencial Classe A;36053751
07.636.657/0001-99;2021-01-01;4;114311;AÇO VERDE DO BRASIL S.A;259503;Preferencial Classe A;363459
07.636.657/0001-99;2021-01-01;4;114311;AÇO VERDE DO BRASIL S.A;259503;Preferencial Classe B;206231
07.636.657/0001-99;2021-01-01;4;114311;AÇO VERDE DO BRASIL S.A;259504;Preferencial Classe A;363459
07.636.657/0001-99;2021-01-01;4;114311;AÇO VERDE DO BRASIL S.A;259504;Preferencial Classe B;206231
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;263113;Preferencial Classe A;75388466
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;259692;Preferencial Classe B;17721681
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;259692;Preferencial Classe A;20606128
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;259693;Preferencial Classe B;17721681
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;259693;Preferencial Classe A;20606128
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;259694;Preferencial Classe B;17721681
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;259694;Preferencial Classe A;20606128
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;235259;Preferencial Classe A;28607
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;235259;Preferencial Classe B;14
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;235259;Preferencial Classe C;73969
08.534.605/0001-74;2021-01-01;6;115485;RENOVA ENERGIA S.A.;262125;Preferencial Classe A;49287480
08.935.054/0001-50;2021-01-01;2;110408;MULTINER S/A;248618;Preferencial Classe A;311344
08.935.054/0001-50;2021-01-01;2;110408;MULTINER S/A;248618;Preferencial Classe B;6532211
08.935.054/0001-50;2021-01-01;2;110408;MULTINER S/A;248618;Preferencial Classe C;1
08.935.054/0001-50;2021-01-01;2;110408;MULTINER S/A;248618;Preferencial Classe D;1
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235024;Preferencial Classe A;461266
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235024;Preferencial Classe B;72447
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235024;Preferencial Classe C;82043
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235024;Preferencial Classe D;3457776
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235025;Preferencial Classe A;545045
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235025;Preferencial Classe B;85605
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235025;Preferencial Classe C;96944
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235025;Preferencial Classe D;4085790
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235026;Preferencial Classe A;545045
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235026;Preferencial Classe B;85605
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235026;Preferencial Classe C;96944
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;235026;Preferencial Classe D;4085790
10.835.932/0001-08;2021-01-01;11;115569;CIA ENERGETICA DE PERNAMBUCO - CELPE;262362;Preferencial Classe B;742441
10.835.932/0001-08;2021-01-01;11;115569;CIA ENERGETICA DE PERNAMBUCO - CELPE;262362;Preferencial Classe A;7567254
10.835.932/0001-08;2021-01-01;11;115569;CIA ENERGETICA DE PERNAMBUCO - CELPE;262363;Preferencial Classe A;7567254
10.835.932/0001-08;2021-01-01;11;115569;CIA ENERGETICA DE PERNAMBUCO - CELPE;262363;Preferencial Classe B;742441
10.835.932/0001-08;2021-01-01;11;115569;CIA ENERGETICA DE PERNAMBUCO - CELPE;262364;Preferencial Classe B;742441
10.835.932/0001-08;2021-01-01;11;115569;CIA ENERGETICA DE PERNAMBUCO - CELPE;262364;Preferencial Classe A;7567254
13.444.994/0001-87;2021-01-01;6;112696;MLOG S.A.;255671;Preferencial Classe B;240000
13.444.994/0001-87;2021-01-01;6;112696;MLOG S.A.;255672;Preferencial Classe B;240000
13.444.994/0001-87;2021-01-01;6;112696;MLOG S.A.;255673;Preferencial Classe A;550000
14.308.514/0001-13;2021-01-01;1;105562;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;236490;Preferencial Classe A;31388
14.308.514/0001-13;2021-01-01;1;105562;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;236491;Preferencial Classe A;31388
14.308.514/0001-13;2021-01-01;1;105562;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;236492;Preferencial Classe A;31388
14.807.945/0001-24;2021-01-01;3;113722;SANSUY S.A. INDUSTRIA DE PLASTICOS;257781;Preferencial Classe A;5052280
14.807.945/0001-24;2021-01-01;3;113722;SANSUY S.A. INDUSTRIA DE PLASTICOS;257781;Preferencial Classe B;6200
14.807.945/0001-24;2021-01-01;3;113722;SANSUY S.A. INDUSTRIA DE PLASTICOS;257782;Preferencial Classe A;2800000000
14.807.945/0001-24;2021-01-01;3;113722;SANSUY S.A. INDUSTRIA DE PLASTICOS;257782;Preferencial Classe B;100000000
14.998.371/0001-19;2021-01-01;3;114136;J. MACEDO S.A.;258827;Preferencial Classe A;8691558
14.998.371/0001-19;2021-01-01;3;114136;J. MACEDO S.A.;258827;Preferencial Classe B;1296
14.998.371/0001-19;2021-01-01;3;114136;J. MACEDO S.A.;258828;Preferencial Classe A;50000000
14.998.371/0001-19;2021-01-01;3;114136;J. MACEDO S.A.;258828;Preferencial Classe B;50000000
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;251425;Preferencial Classe A;938222
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;251425;Preferencial Classe B;1876444
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;251425;Preferencial Classe C;1
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;251426;Preferencial Classe A;938222
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;251426;Preferencial Classe B;1876444
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;251426;Preferencial Classe C;1
