CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2021-01-01;1;BCO BRASIL S.A.;001023;FRE NOVO;105112;2021-05-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105112
00.000.000/0001-91;2021-01-01;2;BCO BRASIL S.A.;001023;FRE NOVO;105911;2021-06-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105911
00.000.000/0001-91;2021-01-01;3;BCO BRASIL S.A.;001023;FRE NOVO;106093;2021-06-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106093
00.000.000/0001-91;2021-01-01;4;BCO BRASIL S.A.;001023;FRE NOVO;106258;2021-07-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106258
00.000.000/0001-91;2021-01-01;5;BCO BRASIL S.A.;001023;FRE NOVO;106422;2021-07-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106422
00.000.000/0001-91;2021-01-01;6;BCO BRASIL S.A.;001023;FRE NOVO;106653;2021-07-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106653
00.000.000/0001-91;2021-01-01;7;BCO BRASIL S.A.;001023;FRE NOVO;107453;2021-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107453
00.000.000/0001-91;2021-01-01;8;BCO BRASIL S.A.;001023;FRE NOVO;108094;2021-08-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108094
00.000.000/0001-91;2021-01-01;9;BCO BRASIL S.A.;001023;FRE NOVO;108344;2021-08-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108344
00.000.000/0001-91;2021-01-01;10;BCO BRASIL S.A.;001023;FRE NOVO;108472;2021-09-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108472
00.000.000/0001-91;2021-01-01;11;BCO BRASIL S.A.;001023;FRE NOVO;108712;2021-09-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108712
