CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;11327007.41;Conselho Fiscal;10.00;569135.92;5.00;474280.00;0.00;0.00;94855.92;Conforme orientação do OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020, o valor do INSS foi evidenciado de forma segregada.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. O número de membros é uma média anual dos membros dos órgãos, apurada mensalmente, conforme exposto na tabela de memória de cálculo no item 13.16 deste Formulário de Referência.
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;11327007.41;Diretoria Estatutária;4.00;8233404.05;4.00;4203516.57;301551.80;0.00;1109072.45;Conforme orientação do OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020, o valor do INSS foi evidenciado de forma segregada.;0.00;2290071.18;0.00;0.00;0.00;;329192.05;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. O número de membros é uma média anual dos membros dos órgãos, apurada mensalmente, conforme exposto na tabela de memória de cálculo no item 13.16 deste Formulário de Referência.
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;11327007.41;Conselho de Administração;16.00;2524467.44;14.34;2178932.70;0.00;0.00;345534.74;Conforme orientação do OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020, o valor do INSS foi evidenciado de forma segregada.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. O número de membros é uma média anual dos membros dos órgãos, apurada mensalmente, conforme exposto na tabela de memória de cálculo no item 13.16 deste Formulário de Referência.
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2018-01-01;2018-12-31;13175538.97;Diretoria Estatutária;4.00;9488468.92;4.00;4530316.67;322982.41;0.00;1256265.32;Conforme orientação do OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020, o valor do INSS foi evidenciado de forma segregada.;0.00;3080135.23;0.00;0.00;0.00;;298769.29;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. O número de membros é uma média anual dos membros dos órgãos, apurada mensalmente, conforme exposto na tabela de memória de cálculo no item 13.16 deste Formulário de Referência.
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2018-01-01;2018-12-31;13175538.97;Conselho Fiscal;10.00;534497.50;5.00;444459.26;0.00;0.00;90038.24;Conforme orientação do OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020, o valor do INSS foi evidenciado de forma segregada.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. O número de membros é uma média anual dos membros dos órgãos, apurada mensalmente, conforme exposto na tabela de memória de cálculo no item 13.16 deste Formulário de Referência.
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2018-01-01;2018-12-31;13175538.97;Conselho de Administração;22.00;3152572.55;21.00;2709283.45;0.00;0.00;443289.10;Conforme orientação do OFÍCIO-CIRCULAR/CVM/SEP/N°02/2020, o valor do INSS foi evidenciado de forma segregada.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. O número de membros é uma média anual dos membros dos órgãos, apurada mensalmente, conforme exposto na tabela de memória de cálculo no item 13.16 deste Formulário de Referência.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;16523072.00;Conselho de Administração;6.00;3081312.00;6.00;2567760.00;0.00;0.00;513552.00;Outros: refere-se à contribuição patronal do INSS, conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;16523072.00;Diretoria Estatutária;4.00;13441760.00;4.00;4092000.00;703786.67;0.00;1298973.33;Outros: refere-se à contribuição patronal do INSS, conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020;0.00;2347000.00;0.00;0.00;0.00;;0.00;0.00;5000000.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;16523072.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;9910998.75;Conselho de Administração;5.67;2739395.54;5.00;2275000.00;0.00;0.00;464395.54;Outros: refere-se à contribuição patronal do INSS, conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;9910998.75;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;9910998.75;Diretoria Estatutária;4.00;7171603.21;4.00;3466000.00;285708.20;0.00;873864.56;Outros: refere-se à contribuição patronal do INSS, conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020;0.00;1059500.00;0.00;0.00;0.00;;0.00;0.00;1486530.45;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 02/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;460345.49;Conselho de Administração;0.42;332123.26;0.42;225452.02;60000.00;0.00;46671.24;Outros: refere-se à contribuição patronal do INSS, conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/Nº 03/2019;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 03/2019, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Vale ressaltar que após reavaliação dos planos de incentivo baseados em ações aprovados na Assembleia Geral Extraordinária realizada em 10 de janeiro de 2020, a saber (i) o Plano de Opções de Compra de Ações e (ii) o Plano de Entrega de Ações, a Assembleia Geral Extraordinária realizada em 30 de abril de 2020 aprovou o cancelamento de referidos planos e aprovou um novo plano de opções de compra de ações. Importante consignar que não foi feita qualquer outorga de opções e/ou ações no âmbito dos planos cancelados, bem como foram outorgadas opções de compra de ações com base no 1 ° Programa de Remuneração em Opções de Compra de Ações ("Programa"), aprovado em Reunião do Conselho de Administração da Companhia realizada em 28 de julho de 2020, posteriormente ratificado em reunião do Conselho de Administração realizada em 27 de novembro de 2020.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;460345.49;Diretoria Estatutária;2.17;128222.23;1.25;99666.67;6355.56;0.00;0.00;;22200.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 03/2019, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Vale ressaltar que após reavaliação dos planos de incentivo baseados em ações aprovados na Assembleia Geral Extraordinária realizada em 10 de janeiro de 2020, a saber (i) o Plano de Opções de Compra de Ações e (ii) o Plano de Entrega de Ações, a Assembleia Geral Extraordinária realizada em 30 de abril de 2020 aprovou o cancelamento de referidos planos e aprovou um novo plano de opções de compra de ações. Importante consignar que não foi feita qualquer outorga de opções e/ou ações no âmbito dos planos cancelados, bem como foram outorgadas opções de compra de ações com base no 1 ° Programa de Remuneração em Opções de Compra de Ações ("Programa"), aprovado em Reunião do Conselho de Administração da Companhia realizada em 28 de julho de 2020, posteriormente ratificado em reunião do Conselho de Administração realizada em 27 de novembro de 2020.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;460345.49;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 03/2019, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Vale ressaltar que após reavaliação dos planos de incentivo baseados em ações aprovados na Assembleia Geral Extraordinária realizada em 10 de janeiro de 2020, a saber (i) o Plano de Opções de Compra de Ações e (ii) o Plano de Entrega de Ações, a Assembleia Geral Extraordinária realizada em 30 de abril de 2020 aprovou o cancelamento de referidos planos e aprovou um novo plano de opções de compra de ações. Importante consignar que não foi feita qualquer outorga de opções e/ou ações no âmbito dos planos cancelados, bem como foram outorgadas opções de compra de ações com base no 1 ° Programa de Remuneração em Opções de Compra de Ações ("Programa"), aprovado em Reunião do Conselho de Administração da Companhia realizada em 28 de julho de 2020, posteriormente ratificado em reunião do Conselho de Administração realizada em 27 de novembro de 2020.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;299076.34;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 03/2019, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;299076.34;Diretoria Estatutária;2.00;299076.34;1.00;201741.34;61743.00;0.00;35592.00;Outros: refere-se à contribuição patronal do INSS, conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/Nº 03/2019;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 03/2019, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;299076.34;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 03/2019, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
07.976.147/0001-60;2021-01-01;6;109855;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2021-01-01;2021-12-31;1568494.00;Diretoria Estatutária;2.00;1568494.00;0.00;737625.00;39570.00;0.00;210525.00;Outros: refere-se à contribuição patronal do INSS conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/N° 02/2020, e ajuda de custo.;0.00;313250.00;0.00;160243.00;0.00;;0.00;0.00;107281.00;
07.976.147/0001-60;2021-01-01;6;109855;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2020-01-01;2020-12-31;1493803.00;Diretoria Estatutária;1.42;1493803.00;1.42;702500.00;37685.00;0.00;200500.00;Outros: refere-se à contribuição patronal do INSS conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/N° 02/2020, e ajuda de custo.;0.00;298333.00;0.00;0.00;0.00;R 152.612;0.00;0.00;102173.00;
07.976.147/0001-60;2021-01-01;6;109855;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2019-01-01;2019-12-31;2158998.00;Diretoria Estatutária;2.00;2158998.00;2.00;1140000.00;66263.00;0.00;288000.00;Outros: refere-se à contribuição patronal do INSS e ajuda de custo, conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/N° 02/2020, e ajuda de custo.;0.00;350400.00;0.00;314336.00;0.00;;0.00;0.00;0.00;
07.976.147/0001-60;2021-01-01;6;109855;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2018-01-01;2018-12-31;2551000.00;Diretoria Estatutária;2.00;2551000.00;2.00;1569167.00;0.00;0.00;313833.00;Outros: refere-se à contribuição patronal do INSS e ajuda de custo, conforme especificado no OFÍCIOCIRCULAR/CVM/SEP/N° 02/2020;0.00;668000.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2021-01-01;2021-12-31;15324174.48;Conselho de Administração;7.00;2520619.50;7.00;2520619.50;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Os valores apresentados para remuneração prevista para o exercício de 2021 não consideram encargos sociais de ônus do empregador. Como forma de permitir a comparação, os valores estimados de encargos sociais de ônus do empregador incidentes sobre a remuneração da administração e do conselho fiscal para o exercício de 2021 constam do item 13.16 deste Formulário de Referência.
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2021-01-01;2021-12-31;15324174.48;Conselho Fiscal;1.00;0.00;1.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A remuneração do conselho fiscal prevista para o exercício de 2021 refere-se à remuneração prevista para o restante do exercício dos membros do conselho fiscal cujo mandato se encerrará na data da assembleia geral ordinária que deliberar sobre as contas do exercício social encerrado em 31 de dezembro de 2020. A remuneração do conselho fiscal atualmente em exercício foi aprovada na assembleia geral extraordinária realizada em 10 de setembro de 2020, que deliberou a instalação do conselho fiscal e determinou a eleição de seus membros e, portanto, não é englobada na proposta para remuneração global da administração para o exercício de 2021 submetida à Assembleia.
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2021-01-01;2021-12-31;15324174.48;Diretoria Estatutária;10.00;12803554.98;10.00;5992054.87;1868623.79;0.00;0.00;;0.00;1403089.90;0.00;0.00;0.00;;0.00;0.00;3539786.42;Os valores apresentados para remuneração prevista para o exercício de 2021 não consideram encargos sociais de ônus do empregador. Como forma de permitir a comparação, os valores estimados de encargos sociais de ônus do empregador incidentes sobre a remuneração da administração e do conselho fiscal para o exercício de 2021 constam do item 13.16 deste Formulário de Referência.
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2020-01-01;2020-12-31;18169501.35;Diretoria Estatutária;9.42;15926538.15;9.42;6024085.57;1898674.86;0.00;1204817.11;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;0.00;1042246.64;0.00;0.00;0.00;;0.00;0.00;5756713.97;Informações sobre encargos mantidas como forma de permitir a comparação
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2020-01-01;2020-12-31;18169501.35;Conselho Fiscal;2.00;172800.00;2.00;144000.00;0.00;0.00;28800.00;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Informações sobre encargos mantidas como forma de permitir a comparação. Conselho Fiscal instalado na Assembleia Geral Extraordinária realizada em 10 de setembro de 2020 por solicitação de acionista minoritário, nos termos da lei e regulamentação aplicável.
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2020-01-01;2020-12-31;18169501.35;Conselho de Administração;6.33;2070163.20;6.33;1725136.00;0.00;0.00;345027.20;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Informações sobre encargos mantidas como forma de permitir a comparação.
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2019-01-01;2019-12-31;15637192.65;Conselho Fiscal;3.00;259200.00;3.00;216000.00;0.00;0.00;43200.00;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Informações sobre encargos mantidas como forma de permitir a comparação
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2019-01-01;2019-12-31;15637192.65;Conselho de Administração;5.00;1272960.00;4.00;1060800.00;0.00;0.00;212160.00;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Informações sobre encargos mantidas como forma de permitir a comparação
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2019-01-01;2019-12-31;15637192.65;Diretoria Estatutária;8.00;14105032.65;8.00;5080414.00;1579339.52;0.00;1016082.80;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;652473.00;1086628.01;0.00;130494.60;0.00;Encargos sociais incidentes (INSS) sobre a remuneração variável.;0.00;0.00;4559600.72;Informações sobre encargos mantidas como forma de permitir a comparação
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2018-01-01;2018-12-31;10192402.23;Conselho Fiscal;3.00;259200.00;3.00;216000.00;0.00;0.00;43200.00;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Informações sobre encargos mantidas como forma de permitir a comparação
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2018-01-01;2018-12-31;10192402.23;Diretoria Estatutária;8.00;8660242.23;8.00;4467975.00;1406845.89;0.00;893595.00;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;1183000.00;472226.34;0.00;236600.00;0.00;Encargos sociais incidentes (INSS) sobre a remuneração variável.;0.00;0.00;0.00;Informações sobre encargos mantidas como forma de permitir a comparação
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2018-01-01;2018-12-31;10192402.23;Conselho de Administração;6.00;1272960.00;4.00;1060800.00;0.00;0.00;212160.00;Encargos sociais incidentes (INSS) sobre a remuneração fixa.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Informações sobre encargos mantidas como forma de permitir a comparação
08.070.508/0001-78;2021-03-31;5;108095;RAIZEN ENERGIA S.A.;2019-04-01;2020-03-31;107671125.87;Diretoria Estatutária;6.00;42696802.51;6.00;10403600.69;339134.32;0.00;2802079.51;;10894720.67;15710566.07;0.00;2546701.26;0.00;;0.00;0.00;0.00;
08.070.508/0001-78;2021-03-31;5;108095;RAIZEN ENERGIA S.A.;2019-04-01;2020-03-31;107671125.87;Conselho de Administração;6.00;64974323.36;6.00;43366450.76;0.00;0.00;0.00;;21607872.60;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.070.508/0001-78;2021-03-31;5;108095;RAIZEN ENERGIA S.A.;2018-04-01;2019-03-31;90861193.17;Diretoria Estatutária;7.00;38419372.67;7.00;11473501.24;333761.16;0.00;2831399.39;;8609589.00;13159541.02;0.00;2011580.86;0.00;;0.00;0.00;0.00;
08.070.508/0001-78;2021-03-31;5;108095;RAIZEN ENERGIA S.A.;2018-04-01;2019-03-31;90861193.17;Conselho de Administração;6.00;52441820.50;6.00;40701860.40;0.00;0.00;0.00;;11739960.10;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.070.508/0001-78;2021-03-31;5;108095;RAIZEN ENERGIA S.A.;2017-04-01;2018-03-31;90889147.92;Diretoria Estatutária;7.00;41646027.34;7.00;11122139.84;328341.03;0.00;2798995.02;;12963424.21;10105991.69;0.00;4327135.55;0.00;;0.00;0.00;0.00;
08.070.508/0001-78;2021-03-31;5;108095;RAIZEN ENERGIA S.A.;2017-04-01;2018-03-31;90889147.92;Conselho de Administração;6.00;49243120.58;6.00;37151076.06;0.00;0.00;0.00;;12092044.52;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2021-01-01;2021-12-31;12871595.57;Conselho de Administração;6.00;648863.76;3.00;540000.00;863.76;0.00;108000.00;INSS: Conforme orientação do Ofício Circular/CVM/SEP/Nº 03/2019, o valor do INSS foi evidenciado de forma segregada. O encargo social pago ao INSS não compõe omontante da remuneração global da Administração aprovada pela AGO, tendo em vista que o montante aprovado não inclui os encargos do INSS que são ônus do empregador;0.00;0.00;0.00;0.00;0.00;O número de membros do Conselho de Administração foi apurado de acordo com o disposto no Ofício Circular/CVM/SEP/Nº03/2019.;0.00;0.00;0.00;
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2021-01-01;2021-12-31;12871595.57;Diretoria Estatutária;5.00;12222731.81;5.00;3817977.84;262785.39;0.00;763595.57;INSS: Conforme orientação doOfício Circular/CVM/SEP/Nº03/2019, o valor do INSS foievidenciado de forma segregada. O encargo socialpago ao INSS não compõe omontante da remuneraçãoglobal da Administraçãoaprovada pela AGO, tendo emvista que o montante aprovadonão inclui os encargos do INSSque são ônus do empregador..;0.00;7378373.01;0.00;0.00;0.00;O número de membros da Diretoria Estatutária foi apurado de acordo com o disposto no Ofício Circular/CVM/SEP/Nº03/2019;0.00;0.00;0.00;
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2020-01-01;2020-12-31;6464057.05;Conselho de Administração;6.00;558849.18;3.00;465000.00;849.18;0.00;93000.00;INSS: Conforme orientação do Ofício Circular/CVM/SEP/Nº 03/2019, o valor do INSS foi evidenciado de forma segregada. O encargo social pago ao INSS não compõe omontante da remuneração global da Administração aprovada pela AGO, tendo em vista que o montante aprovado não inclui os encargos do INSS que são ônus do empregador.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração foi apurado de acordo com o disposto no Ofício Circular/CVM/SEP/Nº03/2019
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2020-01-01;2020-12-31;6464057.05;Diretoria Estatutária;5.00;5905207.87;5.00;3894302.36;270736.80;0.00;778860.47;INSS: Conforme orientação doOfício Circular/CVM/SEP/Nº03/2019, o valor do INSS foievidenciado de forma segregada. O encargo socialpago ao INSS não compõe omontante da remuneraçãoglobal da Administraçãoaprovada pela AGO, tendo emvista que o montante aprovadonão inclui os encargos do INSSque são ônus do empregador..;0.00;961308.24;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros da Diretoria Estatutária foi apurado de acordo com o disposto no Ofício Circular/CVM/SEP/Nº03/2019
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2019-01-01;2019-12-31;8622190.24;Diretoria Estatutária;5.00;7973421.43;5.00;3915750.36;324521.00;0.00;783150.07;INSS: Conforme orientação do Ofício Circular/CVM/SEP/Nº 03/2019, o valor do INSS foi evidenciado de forma segregada. O encargo social pago ao INSS não compõe omontante da remuneração global da Administração aprovada pela AGO, tendo em vista que o montante aprovado não inclui os encargos do INSS que são ônus do empregador.;0.00;2950000.00;0.00;0.00;0.00;O número de membros da Diretoria Estatutária foi apurado de acordo com o disposto no Ofício Circular/CVM/SEP/Nº03/2019;0.00;0.00;0.00;
