CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Data_Encerramento;Variacao_Percentual_Valor_Contabil;Variacao_Percentual_Valor_Mercado;Valor_Montante_Dividendos_Recebidos
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675397;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675397;2020-12-31;33.29000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675397;2019-12-31;35.67000000;0.00000000;157100000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675397;2018-12-31;-2.67000000;0.00000000;159100000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675398;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675398;2020-12-31;8.82000000;0.00000000;130100000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675398;2019-12-31;8.87000000;0.00000000;540000000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675398;2018-12-31;-4.81000000;0.00000000;97300000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675399;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675399;2020-12-31;75.98000000;0.00000000;387100000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675399;2019-12-31;-85.21000000;0.00000000;657300000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675399;2018-12-31;3.12000000;0.00000000;1448800000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675400;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675400;2020-12-31;39.25000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675400;2019-12-31;-0.03000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675400;2018-12-31;27.23000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675401;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675401;2020-12-31;-18.33000000;0.00000000;977000000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675401;2019-12-31;5.34000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675401;2018-12-31;5.80000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675402;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675402;2020-12-31;-3.44000000;0.00000000;410200000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675402;2019-12-31;89.53000000;0.00000000;529600000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675402;2018-12-31;2.59000000;0.00000000;523800000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675403;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675403;2020-12-31;821.69000000;0.00000000;916600000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675403;2019-12-31;0.00000000;0.00000000;1269200000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675403;2018-12-31;0.00000000;0.00000000;1100300000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675404;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675404;2020-12-31;0.96000000;0.00000000;81000000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675404;2019-12-31;1.43000000;0.00000000;36200000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675404;2018-12-31;2.57000000;0.00000000;43900000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675405;2021-05-28;0.00000000;0.00000000;0.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675405;2020-12-31;20.16000000;0.00000000;3691600000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675405;2019-12-31;-13.84000000;0.00000000;2698000000.00
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;675405;2018-12-31;-16.39000000;0.00000000;2313000000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673909;2021-12-31;0.00000000;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673909;2020-12-31;0.30106600;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673909;2019-12-31;512000.00000000;0.00000000;512000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673909;2018-12-31;19.44467200;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673910;2021-12-31;0.00000000;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673910;2020-12-31;29.72180400;0.00000000;19955000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673910;2019-12-31;32.79786800;0.00000000;16582000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673910;2018-12-31;29.95291100;0.00000000;11771000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673911;2021-12-31;0.00000000;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673911;2020-12-31;6.10000000;0.00000000;120367000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673911;2019-12-31;47.09000000;0.00000000;35355000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673911;2018-12-31;6.75000000;0.00000000;29173000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673912;2021-12-31;0.00000000;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673912;2020-12-31;38.91000000;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673912;2019-12-31;355.50000000;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673912;2018-12-31;11.41000000;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673913;2021-12-31;0.00000000;0.00000000;0.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673913;2020-12-31;1.14384600;0.00000000;34542000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673913;2019-12-31;16.19045700;0.00000000;19950000.00
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;673913;2018-12-31;0.58538200;0.00000000;35763000.00
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660640;2021-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660640;2020-12-31;0.00000000;0.00000000;59419722.93
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660640;2019-12-31;0.00000000;0.00000000;25715077.39
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660640;2018-12-31;0.00000000;0.00000000;21438614.07
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660641;2021-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660641;2020-12-31;0.00000000;0.00000000;28268326.71
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660641;2019-12-31;0.00000000;0.00000000;23202518.15
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660641;2018-12-31;0.00000000;0.00000000;19173849.00
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660642;2021-12-31;0.00000000;0.00000000;0.00
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;660642;2020-12-31;6.13000000;0.00000000;7113913.51
