CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Tipo_Obrigacao;Tipo_Garantia;Descricao_Outras_Garantias;Divida_Inferior_1_Ano;Divida_1a3Anos;Divida_3a5Anos;Divida_Superior_5Anos;Divida_Total;Observacao
02.429.144/0001-93;2021-01-01;5;115542;CPFL ENERGIA S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;4292000.00;4314000.00;0.00;0.00;8606000.00;Estes valores referem-se às demonstrações financeiras consolidadas. A separação dos valores das obrigações do emissor e suas controladas em função das garantias atreladas utilizaram as categorias garantia real, garantia flutuante, quirografária, bem como outro tipo de garantia ou privilégio:Garantias reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotasGarantias flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia e suas controladas não possuem obrigações com esta categoria de garantiasQuirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora às suas controladas, assim como os demais passivos sem garantia específica.
02.429.144/0001-93;2021-01-01;5;115542;CPFL ENERGIA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;1093203000.00;3835642000.00;2215893000.00;98680000.00;7243418000.00;Estes valores referem-se às demonstrações financeiras consolidadas. A separação dos valores das obrigações do emissor e suas controladas em função das garantias atreladas utilizaram as categorias garantia real, garantia flutuante, quirografária, bem como outro tipo de garantia ou privilégio:Garantias reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotasGarantias flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia e suas controladas não possuem obrigações com esta categoria de garantiasQuirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora às suas controladas, assim como os demais passivos sem garantia específica.
02.451.848/0001-62;2021-01-01;5;114561;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;479913.00;1424894.00;215147.00;115433.00;2235387.00;
02.474.103/0001-19;2021-01-01;10;115589;ENGIE BRASIL ENERGIA S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;1099488000.00;2971366000.00;1162241000.00;0.00;5233095000.00;As informações prestadas neste item referem-se às informações contábeis consolidadas da Companhia. Para segregação das obrigações da Companhia, foram levados em consideração os seguintes critérios: (i) foram consideradas dívidas com garantia real todas as dívidas garantidas por garantia real, assim entendidas a fiança bancária, o penhor, dentre outras garantias reais e(ii) foram consideradas dívidas quirografárias todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, assim entendidas a garantia de aval e a fiança, dentre outras garantias fidejussórias.
02.474.103/0001-19;2021-01-01;10;115589;ENGIE BRASIL ENERGIA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;276139000.00;620516000.00;691996000.00;4379762000.00;5968413000.00;As informações prestadas neste item referem-se às informações contábeis consolidadas da Companhia. Para segregação das obrigações da Companhia, foram levados em consideração os seguintes critérios: (i) foram consideradas dívidas com garantia real todas as dívidas garantidas por garantia real, assim entendidas a fiança bancária, o penhor, dentre outras garantias reais e(ii) foram consideradas dívidas quirografárias todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, assim entendidas a garantia de aval e a fiança, dentre outras garantias fidejussórias.
02.474.103/0001-19;2021-01-01;10;115589;ENGIE BRASIL ENERGIA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;221679000.00;461521000.00;514619000.00;838915000.00;2036734000.00;As informações prestadas neste item referem-se às informações contábeis consolidadas da Companhia. Para segregação das obrigações da Companhia, foram levados em consideração os seguintes critérios: (i) foram consideradas dívidas com garantia real todas as dívidas garantidas por garantia real, assim entendidas a fiança bancária, o penhor, dentre outras garantias reais e(ii) foram consideradas dívidas quirografárias todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, assim entendidas a garantia de aval e a fiança, dentre outras garantias fidejussórias.
02.474.103/0001-19;2021-01-01;10;115589;ENGIE BRASIL ENERGIA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;227697000.00;373740000.00;1486590000.00;1919874000.00;4007901000.00;As informações prestadas neste item referem-se às informações contábeis consolidadas da Companhia. Para segregação das obrigações da Companhia, foram levados em consideração os seguintes critérios: (i) foram consideradas dívidas com garantia real todas as dívidas garantidas por garantia real, assim entendidas a fiança bancária, o penhor, dentre outras garantias reais e(ii) foram consideradas dívidas quirografárias todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, assim entendidas a garantia de aval e a fiança, dentre outras garantias fidejussórias.
02.502.844/0001-66;2021-01-01;5;115348;RUMO MALHA PAULISTA S.A.;2020-01-01;2020-12-31;Empréstimo;Outras garantias ou privilégios;Fidejussória;10268897.74;13391712.83;28697953.50;5104326.86;57462890.93;
02.502.844/0001-66;2021-01-01;5;115348;RUMO MALHA PAULISTA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;0.00;0.00;0.00;0.00;0.00;
02.502.844/0001-66;2021-01-01;5;115348;RUMO MALHA PAULISTA S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;247663060.10;189880512.46;377634455.56;330905195.83;1146083223.95;
02.509.186/0001-34;2021-01-01;3;112480;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;48774.31;0.00;0.00;0.00;48774.31;
02.509.491/0001-26;2021-01-01;17;114764;CONC ECOVIAS IMIGRANTES S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;28000003.51;678111254.35;340325719.25;0.00;1046436977.11;
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;2020-01-01;2020-12-31;Financiamento;Garantia Real;;60.90;51.11;0.00;0.00;112.01;
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;2020-01-01;2020-12-31;Financiamento;Quirografárias;;2637743.52;4388767.00;2477629.00;1690340.09;11194479.61;
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;1044667.52;999907.77;0.00;0.00;2044575.29;
02.635.522/0001-95;2021-03-31;8;104794;JALLES MACHADO S.A.;2019-04-01;2020-03-31;Empréstimo;Garantia Real;;5332765.08;30960675.22;17087191.20;6747403.75;60128035.25;As informações referem-se às demonstrações financeiras consolidadas da Companhia.
02.635.522/0001-95;2021-03-31;8;104794;JALLES MACHADO S.A.;2019-04-01;2020-03-31;Financiamento;Garantia Real;;206136693.79;615247538.04;172601775.32;197844945.28;1191830952.43;As informações referem-se às demonstrações financeiras consolidadas da Companhia.
02.635.522/0001-95;2021-03-31;8;104794;JALLES MACHADO S.A.;2019-04-01;2020-03-31;Financiamento;Quirografárias;;45243.82;18558694.87;14846955.89;0.00;33450894.58;As informações referem-se às demonstrações financeiras consolidadas da Companhia.
02.643.896/0001-52;2021-01-01;1;105291;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Flutuante;;51993.00;83666.00;55570.00;0.00;191229.00;
02.664.042/0001-52;2021-01-01;2;113942;TERMINAL GARAGEM MENEZES CORTES S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;238348.00;0.00;0.00;0.00;238348.00;
02.682.287/0001-02;2021-01-01;1;105657;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;0.00;0.00;0.00;0.00;0.00;A companhia não possui nesta data base obrigações junto a terceiros.
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;6751555.99;13503111.99;13503111.99;16179764.37;49937544.34;
02.762.113/0001-50;2021-01-01;4;108238;BRAZILIAN FINANCE E REAL ESTATE S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;0.00;0.00;0.00;0.00;0.00;
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;7555272.40;76005400.84;141749851.85;129064210.71;354374735.80;
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;45864593.67;30518493.94;2436490.67;0.00;78819578.28;
02.800.026/0001-40;2021-01-01;13;115845;COGNA EDUCAÇÃO S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;228261.20;332538.67;332538.67;152413.56;1045752.10;As informações referem-se às demonstrações financeiras consolidadas da Companhia. Os critérios utilizados para a segregação de suas dívidas foram: (i) Os empréstimos com garantia real se referem aos títulos de dívida que foram contraídos junto a bancos para aquisição de ativos, sendo estes ativos dados ao credor como garantia do pagamento da dívida. (ii) Dívidas sem garantia real ou flutuante, independentemente do fato de possuírem garantia fidejussória, foram classificadas como dívidas quirografárias. As dívidas quirografárias são compostas exclusivamente por emissões de debêntures.
02.800.026/0001-40;2021-01-01;13;115845;COGNA EDUCAÇÃO S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;2048808260.98;4265631880.20;905724858.40;0.00;7220164999.58;As informações referem-se às demonstrações financeiras consolidadas da Companhia. Os critérios utilizados para a segregação de suas dívidas foram: (i) Os empréstimos com garantia real se referem aos títulos de dívida que foram contraídos junto a bancos para aquisição de ativos, sendo estes ativos dados ao credor como garantia do pagamento da dívida. (ii) Dívidas sem garantia real ou flutuante, independentemente do fato de possuírem garantia fidejussória, foram classificadas como dívidas quirografárias. As dívidas quirografárias são compostas exclusivamente por emissões de debêntures.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Flutuante;;0.00;0.00;0.00;0.00;0.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;18547.00;39501.00;42945.00;132349.00;233342.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;536744.00;548609.00;0.00;0.00;1085353.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Flutuante;;0.00;0.00;0.00;0.00;0.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;277381.00;644529.00;710473.00;4857889.00;6490272.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;0.00;0.00;0.00;0.00;0.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Flutuante;;0.00;0.00;0.00;0.00;0.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;349921.00;390504.00;428352.00;962938.00;2131715.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;2719717.00;4347931.00;2023396.00;1028397.00;10119441.00;Observação: Estas informações referem-se às demonstrações financeiras (DFs) consolidadas da Companhia. Critérios utilizados pela Companhia: (i) os Empréstimos contraídos pela Companhia consistem em contratos de dívida sem uma destinação específica para utilização dos recursos (ii) os Financiamentos contraídos pela Companhia consistem em contratos de dívida utilizados para financiar investimentos e (iii) os Títulos de Dívida contraídos pela Companhia consistem em instrumentos de mercados de capitais.
02.860.694/0001-62;2021-01-01;11;126140;T4F ENTRETENIMENTO S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;967170.72;120000000.00;0.00;0.00;120967170.72;
02.860.694/0001-62;2021-01-01;11;126140;T4F ENTRETENIMENTO S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;16516172.16;6065927.40;909845.05;0.00;23491944.61;
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;475418771.59;2430826447.25;227889846.22;9515702513.13;12649837578.19;
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;4086682069.86;3711593229.32;11953874899.80;33504717520.00;53256867718.98;
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;0.00;0.00;0.00;0.00;0.00;
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;535707.00;0.00;0.00;0.00;535707.00;
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;343230.00;759684.00;591161.00;781885.00;2475960.00;
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;163084.00;343984.00;505766.00;1199753.00;2212587.00;
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;266224.00;912938.00;1338801.00;548131.00;3066094.00;
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Flutuante;;0.00;436725534.32;298164482.81;0.00;734890017.13;A presente tabela reflete apenas o endividamento financeiro, somado ao montante total de posições passivas de instrumentos financeiros derivativos (hedge), constantes nos passivos circulante e não circulante, conforme reportados nas Demonstrações Financeiras Consolidadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2020.
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;54441875.46;77636527.87;34977598.25;0.00;167056001.58;A presente tabela reflete apenas o endividamento financeiro, somado ao montante total de posições passivas de instrumentos financeiros derivativos (hedge), constantes nos passivos circulante e não circulante, conforme reportados nas Demonstrações Financeiras Consolidadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2020.
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;400359730.65;2630750203.21;1541380163.94;38612450.73;4611102548.53;A presente tabela reflete apenas o endividamento financeiro, somado ao montante total de posições passivas de instrumentos financeiros derivativos (hedge), constantes nos passivos circulante e não circulante, conforme reportados nas Demonstrações Financeiras Consolidadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2020.
02.998.301/0001-81;2021-01-01;8;114549;RIO PARANAPANEMA ENERGIA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;376967000.00;608704000.00;89130000.00;0.00;1074801000.00;
02.998.611/0001-04;2021-01-01;10;119216;ISA ENERGIA BRASIL;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;3978000.00;653317000.00;0.00;0.00;657295000.00;
02.998.611/0001-04;2021-01-01;10;119216;ISA ENERGIA BRASIL;2020-01-01;2020-12-31;Financiamento;Quirografárias;;99445000.00;173835354.00;175206626.00;254641020.00;703128000.00;
02.998.611/0001-04;2021-01-01;10;119216;ISA ENERGIA BRASIL;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;217948000.00;51402000.00;1363922000.00;1545994000.00;3179266000.00;
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;172004000.00;204999000.00;982602000.00;10393000.00;1369998000.00;
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;252563000.00;28836000.00;16677000.00;0.00;298076000.00;
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;1563000.00;816000.00;492000.00;0.00;2871000.00;
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;30213000.00;1936000.00;1452000.00;0.00;33601000.00;
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;144237000.00;0.00;0.00;0.00;144237000.00;
03.025.305/0001-46;2021-01-01;3;112482;RODOVIAS DAS COLINAS S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;127789523.62;255582880.96;0.00;0.00;383372404.58;
03.025.305/0001-46;2021-01-01;3;112482;RODOVIAS DAS COLINAS S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;76670500.00;666070785.70;471666800.00;0.00;1214408085.70;
03.207.703/0001-83;2021-01-01;3;112002;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;212650355.00;589401606.00;31722.00;0.00;802083683.00;
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;1612843788.26;1887741874.80;1567934252.17;5165036340.55;10233556255.78;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das demonstrações financeiras referentes ao exercício social encerrado em 31 de dezembro de 2020: NE 17 ("Empréstimos e Financiamentos") NE 18 ("Debêntures") e NE 23.1 ("Composição da Dívida", referente a linha de "Credores financeiros")
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2020-01-01;2020-12-31;Empréstimo;Outras garantias ou privilégios;Fidejussória;25865727.34;1005002229.80;200000000.00;0.00;1230867957.14;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das demonstrações financeiras referentes ao exercício social encerrado em 31 de dezembro de 2020: NE 17 ("Empréstimos e Financiamentos") NE 18 ("Debêntures") e NE 23.1 ("Composição da Dívida", referente a linha de "Credores financeiros")
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;620855650.58;794061923.33;-40676987.34;909792411.70;2284032998.27;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das demonstrações financeiras referentes ao exercício social encerrado em 31 de dezembro de 2020: NE 17 ("Empréstimos e Financiamentos") NE 18 ("Debêntures") e NE 23.1 ("Composição da Dívida", referente a linha de "Credores financeiros")
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;191738509.61;694281317.75;31920768.92;0.00;917940596.28;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das demonstrações financeiras referentes ao exercício social encerrado em 31 de dezembro de 2020: NE 17 ("Empréstimos e Financiamentos") NE 18 ("Debêntures") e NE 23.1 ("Composição da Dívida", referente a linha de "Credores financeiros")
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2020-01-01;2020-12-31;Títulos de dívida;Outras garantias ou privilégios;Garantia Fidejussória;683065754.53;746504585.66;50873700.52;550811501.40;2031255542.11;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das demonstrações financeiras referentes ao exercício social encerrado em 31 de dezembro de 2020: NE 17 ("Empréstimos e Financiamentos") NE 18 ("Debêntures") e NE 23.1 ("Composição da Dívida", referente a linha de "Credores financeiros")
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;8271760.75;1085581249.99;823927919.91;133425725.28;2051206655.93;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das demonstrações financeiras referentes ao exercício social encerrado em 31 de dezembro de 2020: NE 17 ("Empréstimos e Financiamentos") NE 18 ("Debêntures") e NE 23.1 ("Composição da Dívida", referente a linha de "Credores financeiros")
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;1015326940.45;2258487089.61;1582617028.15;5256117940.88;10112548999.09;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das informações financeiras trimestrais do período findo em 30 de setembro de 2021: NE 15 ("Empréstimos e Financiamentos") NE 16 ("Debêntures") e NE 19.1 ("Composição da Dívida", referente a linha de "Credores financeiros").
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2021-01-01;2021-12-31;Empréstimo;Outras garantias ou privilégios;Fidejussória;471397045.15;1110965819.80;490212499.99;0.00;2072575364.94;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das informações financeiras trimestrais do período findo em 30 de setembro de 2021: NE 15 ("Empréstimos e Financiamentos") NE 16 ("Debêntures") e NE 19.1 ("Composição da Dívida", referente a linha de "Credores financeiros").
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;1470111250.13;302431789.20;-34445185.03;862158407.79;2600256262.09;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das informações financeiras trimestrais do período findo em 30 de setembro de 2021: NE 15 ("Empréstimos e Financiamentos") NE 16 ("Debêntures") e NE 19.1 ("Composição da Dívida", referente a linha de "Credores financeiros").
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;745971782.40;210064942.52;0.00;0.00;956036724.92;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das informações financeiras trimestrais do período findo em 30 de setembro de 2021: NE 15 ("Empréstimos e Financiamentos") NE 16 ("Debêntures") e NE 19.1 ("Composição da Dívida", referente a linha de "Credores financeiros").
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2021-01-01;2021-12-31;Títulos de dívida;Outras garantias ou privilégios;Garantia Fidejussória;1018530178.85;1559198604.41;642002817.48;813620652.24;4033352252.98;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das informações financeiras trimestrais do período findo em 30 de setembro de 2021: NE 15 ("Empréstimos e Financiamentos") NE 16 ("Debêntures") e NE 19.1 ("Composição da Dívida", referente a linha de "Credores financeiros").
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;46494244.31;1351893536.16;886963046.62;731928063.38;3017278890.47;Os valores aqui apresentados referem-se aos saldos apresentados nas seguintes Notas Explicativas das informações financeiras trimestrais do período findo em 30 de setembro de 2021: NE 15 ("Empréstimos e Financiamentos") NE 16 ("Debêntures") e NE 19.1 ("Composição da Dívida", referente a linha de "Credores financeiros").
03.303.999/0001-36;2021-01-01;3;114866;DTCOM - DIRECT TO COMPANY S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;1214.00;804.00;870.00;0.00;2888.00;
03.342.704/0001-30;2021-01-01;15;113616;PETRORECÔNCAVO S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;211576000.00;535827000.00;143903000.00;0.00;891306000.00;
03.342.704/0001-30;2021-01-01;15;113616;PETRORECÔNCAVO S.A.;2020-01-01;2020-12-31;Financiamento;Outras garantias ou privilégios;Fiança bancária;1355000.00;1379000.00;0.00;0.00;2734000.00;
03.378.521/0001-75;2021-01-01;17;114218;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;3295000.00;0.00;13546000.00;0.00;16841000.00;O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e debêntures (circulante e não circulante), inclusive encargos devidos, e não considera swap e fundo de pensão. Garantia Real: dívida com o Tesouro Nacional, que possuem caução como garantia. Garantia Flutuante: contratos financeiros com garantia de recebíveis (BNDES e FIDC).Garantia Quirografária: demais contratos de dívidas "clean" e/ou que possuem aval corporativo da Holding.
