CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
00.897.864/0001-58;2021-01-01;2;104591;SANTA CATARINA PART INVEST SA;0;2;0;200000;100.000000;0;0.000000;200000;100.000000;1995-11-13
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;1;6;0;23;0.000016;3;15.789474;26;0.000018;2021-08-09
00.938.574/0001-05;2021-01-01;3;114104;CONC RIO-TERESOPOLIS S.A.;0;7;1;48786;100.000000;37680;100.000000;86466;100.000000;2021-03-12
00.974.211/0001-25;2021-01-01;4;114592;LINHA AMARELA S.A. - LAMSA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-28
00.979.969/0001-56;2021-01-01;1;103284;CAIXA ADM DIV PUB ESTADUAL SA;5;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-29
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;181358;1313;333;1144359228;42.121000;0;0.000000;1144359228;42.121000;2021-04-23
01.083.200/0001-18;2021-01-01;10;115675;NEOENERGIA S.A.;51040;840;515;226098192;18.627082;0;0.000000;226098192;18.627082;2021-04-12
01.104.937/0001-70;2021-01-01;5;114681;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;28263;225;0;1915985;16.290000;0;0.000000;1915985;16.290000;2021-04-26
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2;0;1;0;0.000000;0;0.000000;0;0.000000;2021-06-23
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-04-30
01.319.044/0001-41;2021-01-01;1;103915;WTC AMAZONAS SUITE HOTEL S.A.;2;0;0;100;100.000000;0;0.000000;100;100.000000;2017-04-28
01.417.222/0001-77;2021-01-01;5;114007;MRS LOGISTICA S.A.;494;14;0;4309906;2.288454;1951372;1.286613;6261278;1.841552;2021-04-29
01.468.594/0001-22;2021-01-01;7;111913;LG INFORMÁTICA S.A.;4;1;0;0;0.000000;0;0.000000;0;0.000000;2021-03-12
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;20;1;1;102022;0.036000;0;0.000000;102022;0.036000;2021-04-20
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;30600;174;100;118208091;98.506743;0;0.000000;118208091;98.506743;2020-04-30
01.548.981/0001-79;2021-01-01;6;114192;INVESTIMENTOS BEMGE S.A.;1250;125;3;15919;2.009700;26651;1.695600;42570;1.800810;2022-04-29
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;8552;51;300;122837313;88.099000;0;0.000000;122837313;88.099000;2021-04-26
01.616.929/0001-02;2021-01-01;9;113851;SANEAMENTO DE GOIAS SA;1;60;3;0;0.000000;0;0.000000;0;0.000000;2019-10-18
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;62810;1627;1732;1075186996;99.327000;0;0.000000;1075186996;99.327000;2022-01-17
01.851.771/0001-55;2021-01-01;2;114436;524 PARTICIPACOES S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2022-04-29
01.896.779/0001-38;2021-01-01;6;113992;CSU DIGITAL S.A.;22531;219;112;18493267;44.200000;0;0.000000;18493267;44.200000;2022-04-19
01.917.818/0001-36;2021-01-01;11;114216;LIGHT ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
01.938.783/0001-11;2021-01-01;5;114730;CIA PARTICIPACOES ALIANCA DA BAHIA;1537;26;3;2805965;43.670000;1601554;24.920000;4407519;34.290000;2021-04-30
01.957.772/0001-89;2021-01-01;2;105881;SUL 116 PARTICIPACOES S.A.;0;4;1;0;0.000000;0;0.000000;0;0.000000;2014-12-26
01.971.614/0001-83;2021-01-01;7;114105;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;2453;1501;2;14455;1.410000;11274;1.290000;25729;1.350000;2022-04-29
01.989.044/0001-59;2021-01-01;1;103950;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;2;0;0;1000;100.000000;0;0.000000;1000;100.000000;2019-04-30
02.016.440/0001-62;2021-01-01;7;114880;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
02.062.747/0001-08;2021-01-01;2;114444;SUDESTE S.A.;0;1;1;0;0.000009;0;0.000000;0;0.000009;2022-04-29
02.105.040/0001-23;2021-04-01;3;108918;VIRGO II COMPANHIA DE SECURITIZACAO;0;2;0;41403;99.409349;246;0.590651;41649;100.000000;2020-04-30
02.105.040/0001-23;2021-12-31;1;100560;VIRGO II COMPANHIA DE SECURITIZACAO;0;2;0;41403;99.409349;246;0.590651;41649;100.000000;2020-04-30
02.149.205/0001-69;2021-01-01;7;113901;PORTO SEGURO S.A.;76856;413;666;181864206;28.126837;0;0.000000;181864206;28.126837;2021-10-20
02.162.616/0001-94;2021-01-01;4;108892;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-29
02.193.750/0001-52;2021-01-01;15;115647;DEXXOS PARTICIPAÇÕES S.A.;8374;503;116;53766810;57.190000;5307231;5.645000;59074041;62.836000;2021-08-11
02.201.787/0001-85;2021-01-01;1;105190;CEL PARTICIPAÇÕES S.A. - CELPAR;4;4;0;2609000;99.999000;30;0.001000;2609030;100.000000;2012-04-30
02.217.319/0001-07;2021-01-01;2;111689;YBYRÁ CAPITAL S.A.;1;0;0;200000;0.170000;116574000;99.830000;116774000;100.000000;2022-01-19
02.221.531/0001-30;2021-01-01;4;110384;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-05
02.255.187/0001-08;2021-01-01;7;115680;UNIFIQUE TELECOMUNICAÇÕES S.A.;6;1;0;101099463;27.920000;0;0.000000;101099463;27.920000;2021-06-10
02.258.422/0001-97;2021-01-01;6;114432;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2012-05-03
02.281.836/0001-37;2021-01-01;7;114590;TRANSNORDESTINA LOGISTICA SA;0;6;0;26099763;0.000000;26099748;0.000000;52199511;0.000000;2019-05-10
02.286.479/0001-08;2021-01-01;5;113804;LOCALIZA FLEET S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-03-29
02.291.077/0001-93;2021-01-01;2;103648;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;0;1;5;45000;45.000000;0;0.000000;45000;45.000000;2021-04-24
02.302.100/0001-06;2021-01-01;6;111045;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;0;1;0;39091735037;100.000000;0;0.000000;39091735037;100.000000;2021-04-30
02.302.101/0001-42;2021-01-01;7;114157;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;30832;246;9;1097;0.007460;22189646;99.765899;22190743;60.060878;2021-04-23
02.318.346/0001-68;2021-01-01;3;110456;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;0;1;1;0;0.002000;0;0.000000;0;0.002000;2021-10-15
02.328.280/0001-97;2021-01-01;9;114135;ELEKTRO REDES S.A.;1130;24;8;25147;0.027369;598697;0.587659;623844;0.321969;2021-04-09
02.338.534/0001-58;2021-01-01;2;109598;LONGDIS S.A.;6;3;2;24013;0.494900;0;0.000000;24013;0.494900;2012-05-03
02.351.144/0001-18;2021-01-01;8;113850;TEGMA GESTAO LOGISTICA S.A.;16618;117;174;32001480;48.485000;0;0.000000;32001480;48.485000;2022-04-13
02.351.877/0001-52;2021-01-01;14;115548;LWSA S/A;60372;1000;729;418965264;70.981302;0;0.000000;418965264;70.981302;2022-01-10
02.357.251/0001-53;2021-01-01;5;115847;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;0;4;0;0;0.000000;0;0.000000;0;0.000000;2021-04-19
02.365.069/0001-44;2021-01-01;3;108695;PADTEC HOLDING S.A.;4842;25;32;34893806;44.480000;0;0.000000;34893806;44.480000;2021-03-31
02.382.073/0001-10;2021-01-01;4;115239;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;0;2;0;1;0.000000;0;0.000000;1;0.000000;2021-04-29
02.387.241/0001-60;2021-01-01;17;115500;RUMO S.A.;80106;2276;46;1216056103;65.570000;0;0.000000;1216056103;65.570000;2021-04-27
02.397.080/0001-96;2021-01-01;6;114132;ITAPEBI GERACAO DE ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-04-06
02.415.408/0001-50;2021-01-01;5;114570;CONC ROD.OESTE SP VIAOESTE S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2001-07-26
02.421.421/0001-11;2021-01-01;11;115627;TIM S.A.;1259476;229157;83;808619532;33.402927;0;0.000000;808619532;33.402927;2021-03-31
02.429.144/0001-93;2021-01-01;5;115542;CPFL ENERGIA S.A.;26667;4825;1100;187732538;16.290000;0;0.000000;187732538;16.290000;2021-04-30
02.451.848/0001-62;2021-01-01;5;114561;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-05
02.474.103/0001-19;2021-01-01;10;115589;ENGIE BRASIL ENERGIA S.A.;232303;8121;980;255217329;31.279403;0;0.000000;255217329;31.279403;2021-04-28
02.502.844/0001-66;2021-01-01;5;115348;RUMO MALHA PAULISTA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-30
02.509.186/0001-34;2021-01-01;3;112480;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;0;1;0;610000;100.000000;0;0.000000;610000;100.000000;2018-04-20
02.509.491/0001-26;2021-01-01;17;114764;CONC ECOVIAS IMIGRANTES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-26
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;1460877;254123;4700;430338452;25.662152;0;0.000000;430338452;25.662152;2021-04-15
02.560.878/0001-07;2021-01-01;3;111518;HOSPITAL ANCHIETA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-06-09
02.591.787/0001-39;2021-01-01;5;109573;CAPITALPART PARTICIPACOES S.A.;22;20;0;933;0.655000;0;0.000000;933;0.651364;2016-04-29
02.635.522/0001-95;2021-03-31;8;104794;JALLES MACHADO S.A.;10827;147;201;97713448;33.024000;0;0.000000;97713448;33.024000;2021-01-14
02.643.896/0001-52;2021-01-01;1;105291;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2018-04-28
02.664.042/0001-52;2021-01-01;2;113942;TERMINAL GARAGEM MENEZES CORTES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2013-04-16
02.682.287/0001-02;2021-01-01;1;105657;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0;2;0;11000;100.000000;0;0.000000;11000;100.000000;2021-04-29
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-12-28
02.736.470/0001-43;2021-01-01;1;108212;CONFIANZA SECURITIZADORA SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-07-12
02.762.113/0001-50;2021-01-01;4;108238;BRAZILIAN FINANCE E REAL ESTATE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;70389;222;474;858126173;99.454774;0;0.000000;858126173;99.454774;2021-10-25
02.762.124/0001-30;2021-01-01;2;114437;BETAPART PARTICIPACOES S.A.;4;0;0;1;100.000000;0;0.000000;1;100.000000;2014-04-28
02.773.542/0001-22;2021-01-01;10;115903;OPEA SECURITIZADORA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000001;2021-04-09
02.783.423/0001-50;2021-01-01;1;105727;ALTERE SECURITIZADORA S.A.;2;0;0;36218984;100.000000;0;0.000000;36218984;100.000000;2020-04-30
02.796.775/0001-40;2021-01-01;3;114439;GAMA PARTICIPACOES S.A.;0;2;1;0;0.000000;0;0.000000;0;0.000000;2015-04-27
02.800.026/0001-40;2021-01-01;13;115845;COGNA EDUCAÇÃO S.A.;303409;2316;329;1828106676;97.415572;0;0.000000;1828106676;97.415572;2021-04-30
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;53645;397;1164;1115693556;55.232354;0;0.000000;1115693556;55.232354;2021-04-08
02.860.694/0001-62;2021-01-01;11;126140;T4F ENTRETENIMENTO S.A.;15052;143;23;34484939;51.155013;0;0.000000;34484939;51.155013;2021-04-30
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;95449;1732;1007;1134986483;51.168933;0;0.000000;1134986483;51.168933;2021-04-28
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;0;4;0;0;0.000000;0;0.000000;0;0.000000;2017-06-14
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;60760;882;673;410253528;64.768000;0;0.000000;410253528;64.768000;2021-07-30
02.950.811/0001-89;2021-01-01;10;115678;PDG REALTY S.A. EMPREEND E PARTICIPACOES;9534;108;51;56133457;100.000000;0;0.000000;56133457;100.000000;2021-06-14
02.992.449/0001-09;2021-01-01;2;114442;PROMPT PARTICIPACOES S.A.;0;1;2;0;0.000000;0;0.000000;0;0.000000;2022-04-29
02.998.301/0001-81;2021-01-01;8;114549;RIO PARANAPANEMA ENERGIA S.A.;11170;229;26;297036;0.940000;3300250;5.240000;3597286;3.810000;2021-04-30
02.998.611/0001-04;2021-01-01;10;119216;ISA ENERGIA BRASIL;168627;759;1524;27080900;10.499007;395797044;98.715904;422877944;64.181008;2021-03-25
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;12683;101;1;74237233;42.180246;0;0.000000;74237233;42.180246;2021-04-30
03.025.305/0001-46;2021-01-01;3;112482;RODOVIAS DAS COLINAS S.A.;0;1;0;74220000;100.000000;0;0.000000;74220000;100.000000;2012-06-29
03.207.703/0001-83;2021-01-01;3;112002;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2016-04-29
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;62078;2174;1721;1100513485;97.482485;0;0.000000;1100513485;97.482485;2021-04-30
03.303.999/0001-36;2021-01-01;3;114866;DTCOM - DIRECT TO COMPANY S.A.;579;6;0;225512;2.111400;0;0.000000;225512;2.033000;2021-04-30
03.342.704/0001-30;2021-01-01;15;113616;PETRORECÔNCAVO S.A.;3671;19;296;231911692;93.295000;0;0.000000;231911692;93.295000;2021-07-30
03.378.521/0001-75;2021-01-01;17;114218;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;26265;10263;872;372555324;100.000000;0;0.000000;372555324;100.000000;2021-04-29
03.467.321/0001-99;2021-01-01;4;115437;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;250;59;14;4383194;5.800000;1063437;0.740000;5446631;2.490000;2021-04-28
03.494.776/0001-01;2021-01-01;5;114108;AMMO VAREJO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-30
03.538.833/0001-07;2021-01-01;3;114446;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;1;0;1;0;0.000000;0;0.000000;0;0.000000;2020-03-31
03.758.318/0001-24;2021-01-01;18;114636;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;0;1;3;71528562;50.000000;143057122;50.000000;214585684;50.000000;2021-01-26
03.767.538/0001-14;2021-01-01;8;114910;BRAZILIAN SECURITIES CIA SECURITIZACAO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
03.795.050/0001-09;2021-01-01;3;114046;TERMOPERNAMBUCO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-06
03.802.115/0001-98;2021-01-01;12;114530;CLEAR SALE S.A.;10504;201;218;53143248;28.278807;0;0.000000;53143248;28.278807;2021-10-31
03.818.379/0001-30;2021-01-01;3;115722;SABER SERVIÇOS EDUCACIONAIS S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2019-12-17
03.847.461/0001-92;2021-01-01;11;115449;BRADESPAR S.A.;117571;10662;471;30390142;22.023500;251402249;98.547900;281792391;71.685300;2022-03-31
03.853.896/0001-40;2021-01-01;6;113664;MARFRIG GLOBAL FOODS S.A.;67332;594;827;348234011;48.952592;0;0.000000;348234011;48.922592;2021-04-30
03.953.509/0001-47;2021-01-01;2;114180;CPFL GERACAO DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-26
03.983.431/0001-03;2021-01-01;7;111096;EDP - ENERGIAS DO BRASIL S.A.;270222;0;1658;230931405;38.054092;0;0.000000;230931405;38.054092;2021-03-31
04.030.182/0001-02;2021-01-01;4;115011;CABINDA PARTICIPACOES S.A.;1;1;0;2458000;100.000000;4916000;100.000000;7374000;100.000000;2016-07-05
04.031.213/0001-31;2021-01-01;4;115009;CACONDE PARTICIPACOES S.A.;1;1;0;703211;100.000000;1406542;100.000000;2109753;0.000000;2016-06-20
04.032.433/0001-80;2021-01-01;9;115496;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;3704;37;27;7165798;26.889000;0;0.000000;7165798;26.889000;2021-04-26
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;1;1;0;686869;0.000000;1373254;0.000000;2060123;100.000000;2016-06-20
04.065.791/0001-99;2021-01-01;10;115571;SINQIA S.A.;109055;345;198;72771546;82.750000;0;0.000000;72771546;82.750000;2021-04-29
04.069.709/0001-02;2021-01-01;4;112489;BIONEXO S.A.;1;1;3;105137127;61.100000;0;0.000000;105137127;61.100000;2021-11-23
04.089.570/0001-50;2021-01-01;5;115238;ÁGUAS GUARIROBA S.A;0;2;0;1;0.000000;0;0.000000;1;0.000000;2021-04-29
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-30
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;36168;492;184;334407616;48.024000;0;0.000000;334407616;48.024000;2022-04-27
04.172.213/0001-51;2021-01-01;7;114232;CIA PIRATININGA DE FORCA E LUZ;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
04.200.649/0001-07;2021-01-01;17;112298;COMPANHIA PROVINCIA DE SECURITIZACAO;2;0;0;820000;100.000000;0;0.000000;820000;100.000000;2020-10-09
04.233.319/0001-18;2021-01-01;4;115068;NCF PARTICIPAÇÕES S/A;0;3;0;0;0.000000;0;0.000000;0;0.000000;2021-04-26
04.368.865/0001-66;2021-01-01;1;121203;LIGGA TELECOMUNICAÇÕES S.A.;0;1;0;700421899;100.000000;0;0.000000;700421899;100.000000;2021-08-03
04.370.282/0001-70;2021-01-01;8;114635;COPEL GERAÇÃO E TRANSMISSÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-04-30
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;47955;1306;0;1257479978;99.300410;0;0.000000;1257479978;99.300410;2022-02-04
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
04.739.720/0001-24;2021-01-01;2;112105;USINA TERMELÉTRICA PAMPA SUL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-04-01
04.752.991/0001-10;2021-01-01;16;116024;BIOMM S.A.;2063;106;0;33273066;45.252022;0;0.000000;33273066;45.252022;2022-02-21
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;424;15;1;1895139;46.150000;0;0.000000;1895139;46.150000;2021-05-19
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;1734;554;17;73343731;3.320000;3991521;89.630000;77335252;3.500000;2019-04-29
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;12024;57;3;1247331;4.200000;0;0.000000;1247331;4.200000;2020-12-31
04.912.242/0001-02;2021-01-01;1;104814;PORTUENSE FERRAGENS S/A;218;1;0;24353;81.480800;5535;15.519200;29888;100.000000;2001-04-30
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;210;117;2;2036;0.021380;0;0.000000;2036;0.021380;2021-04-14
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;4;0;1;0;0.000000;0;0.000000;0;0.000000;2021-04-26
04.986.320/0001-13;2021-01-01;4;111221;SER EDUCACIONAL S.A.;19393;227;133;54338507;42.210000;0;0.000000;54338507;42.210000;2021-04-30
04.992.714/0001-84;2021-01-01;10;114813;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;0;3;0;0;0.000000;0;0.000000;0;0.000000;2021-04-22
05.197.443/0001-38;2021-01-01;17;115749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;35931;205;1606;4454692382;62.369874;0;0.000000;4454692382;62.369874;2021-04-30
05.303.439/0001-07;2021-01-01;3;109741;UNIGEL PARTICIPAÇÕES S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2021-10-18
05.336.882/0001-84;2021-01-01;2;109027;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;0;1;0;76281111;100.000000;0;0.000000;76281111;100.000000;2011-08-18
05.347.060/0001-07;2021-01-01;3;112411;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2021-09-16
05.721.735/0001-28;2021-01-01;10;106624;WILSON SONS LTD.;801;5;86;31415960;43.120000;0;0.000000;31415960;43.120000;2021-04-22
05.730.375/0001-20;2021-01-01;4;108514;SMILES FIDELIDADE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-09-01
05.799.312/0001-20;2021-01-01;6;109045;TERRA SANTA AGRO S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2021-08-01
05.878.397/0001-32;2021-01-01;10;114667;ALLOS S.A.;38078;134;803;126260263;47.506845;0;0.000000;126260263;47.506845;2021-04-28
05.889.284/0001-32;2021-01-01;1;104949;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;3;2;0;0;0.000000;0;0.000000;0;0.000000;2021-04-30
05.917.486/0001-40;2021-01-01;12;111907;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2;0;1;19450927;30.236600;0;0.000000;19450927;30.236600;2021-07-12
06.016.348/0001-53;2021-01-01;1;105221;VENTOS DO SUL ENERGIA S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2019-09-04
06.047.087/0001-39;2021-01-01;12;115656;REDE D'OR SÃO LUIZ S.A.;54151;2031;0;929901433;46.255000;0;0.000000;929901433;46.255000;2021-04-30
