CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Desdobramento;Data_Aprovacao;Tipo_Evento;Quantidade_Acoes_Ordinarias_Antes_Aprovacao;Quantidade_Acoes_Preferenciais_Antes_Aprovacao;Quantidade_Total_Acoes_Antes_Aprovacao;Quantidade_Acoes_Ordinarias_Depois_Aprovacao;Quantidade_Acoes_Preferenciais_Depois_Aprovacao;Quantidade_Total_Acoes_Depois_Aprovacao
26.735.020/0001-02;2021-01-01;9;109324;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;26906;2021-01-11;Desdobramento;23601013;0;23601013;47202026;0;47202026
28.594.234/0001-23;2021-01-01;7;113572;AUREN ENERGIA S.A.;27780;2022-02-15;Grupamento;2963772809;0;2963772809;696782949;0;696782949
29.978.814/0001-87;2021-01-01;12;115706;SUL AMERICA S.A.;28238;2020-11-23;Bonificação;592688393;589773510;1182461903;603835151;600865447;1204700598
29.978.814/0001-87;2021-01-01;12;115706;SUL AMERICA S.A.;28239;2021-03-29;Bonificação;603835151;600865447;1204700598;640341527;637192283;1277533810
30.213.493/0001-09;2021-01-01;7;114663;TEGRA INCORPORADORA S.A.;28084;2020-12-15;Desdobramento;215068850;0;215068850;294719700;0;294719700
30.540.991/0001-66;2021-01-01;3;106479;HAGA S.A. INDUSTRIA E COMERCIO;26267;2013-12-31;Grupamento;3966667;7933333;11900000;3966667;7933333;11900000
30.723.886/0001-62;2021-01-01;11;113853;BANCO MODAL S.A.;27869;2021-02-22;Desdobramento;45838;19362;65200;412566001;174233999;586800000
31.553.627/0001-01;2021-01-01;9;114468;GRUPO TOKY S.A.;28034;2021-01-09;Grupamento;347264328;0;347264328;69452866;0;69452866
31.701.408/0001-14;2021-01-01;9;113729;ATHENA SAÚDE BRASIL SA;27830;2021-04-16;Grupamento;1678078822;0;1678078822;419519705;0;419519705
31.748.174/0001-60;2021-01-01;6;113667;VERO S.A.;27804;2021-09-28;Grupamento;850526691;0;850526691;85052673;0;85052673
33.035.536/0001-00;2021-01-01;2;113977;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;27910;2018-03-28;Grupamento;1052038158;0;1052038158;105203816;0;105203816
33.113.309/0001-47;2021-01-01;5;113896;VALID SOLUÇÕES S.A.;27885;2017-05-15;Bonificação;64750000;0;64750000;71225000;0;71225000
33.200.049/0001-47;2021-01-01;1;104551;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;25687;2015-08-12;Grupamento;104779173;78944947;183724120;10477917;7894494;18372411
33.228.024/0001-51;2021-01-01;8;114390;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;28021;2015-09-17;Desdobramento;3314244;3968690;7282934;16571220;19843450;36414670
33.256.439/0001-39;2021-01-01;10;115454;ULTRAPAR PARTICIPACOES S.A.;28156;2019-04-10;Desdobramento;556405096;0;556405096;1112810192;0;1112810192
33.376.989/0001-91;2021-01-01;15;115495;IRB - BRASIL RESSEGUROS S.A.;28170;2019-09-19;Desdobramento;312000000;1;312000001;936000000;1;936000001
33.412.081/0001-96;2021-01-01;5;113982;REFINARIA DE PETROLEOS MANGUINHOS S.A.;27911;2016-01-29;Grupamento;1353832578;0;1353832578;67691629;0;67691629
33.839.910/0001-11;2021-01-01;11;115503;VIVARA PARTICIPAÇÕES S.A.;28174;2019-08-15;Grupamento;651909321;0;651909321;217303107;0;217303107
33.958.695/0001-78;2021-01-01;17;115522;UNIPAR CARBOCLORO S.A.;28178;2018-12-20;Bonificação;27850069;55700137;83550206;30381893;60763786;91145679
33.958.695/0001-78;2021-01-01;17;115522;UNIPAR CARBOCLORO S.A.;28179;2019-06-18;Bonificação;30216235;56938686;87154921;35252274;66428467;101680741
33.958.695/0001-78;2021-01-01;17;115522;UNIPAR CARBOCLORO S.A.;28180;2022-04-20;Bonificação;33007970;61424902;94432872;36308767;67567391;103876158
35.727.157/0001-06;2021-01-01;1;105431;EZ INC INCORPORAÇÕES S.A.;25891;2020-08-14;Grupamento;514004937;0;514004937;200000000;0;200000000
35.727.157/0001-06;2021-01-01;1;105431;EZ INC INCORPORAÇÕES S.A.;25892;2020-09-30;Grupamento;277659851;0;277659851;200000000;0;200000000
38.199.406/0001-18;2021-01-01;2;103151;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;25433;2021-01-12;Desdobramento;23571000;0;23571000;46000000;0;46000000
38.199.406/0001-18;2021-01-01;2;103151;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;25434;2021-03-01;Grupamento;61612404;0;61612404;46000000;0;46000000
38.456.921/0001-36;2021-01-01;20;115576;INFRACOMMERCE CXAAS S.A.;28202;2021-02-17;Desdobramento;91642863;0;91642863;183285726;0;183285726
40.337.136/0001-06;2021-01-01;8;114336;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;28006;2021-06-30;Grupamento;673588731;0;673588731;96226962;0;96226962
41.096.674/0001-19;2021-01-01;2;112750;CANTU STORE S.A.;27683;2021-09-30;Desdobramento;100500;0;100500;150750000;0;150750000
45.242.914/0001-05;2021-01-01;8;115612;C&A MODAS S.A.;28214;2019-10-02;Grupamento;1035720002;0;1035720002;258930000;0;258930000
45.987.245/0001-92;2021-01-01;11;115709;BIOMA EDUCAÇÃO S.A.;28240;2016-09-09;Grupamento;6038183;0;6038183;603818;0;603818
45.987.245/0001-92;2021-01-01;11;115709;BIOMA EDUCAÇÃO S.A.;28241;2021-08-18;Desdobramento;2597640;0;2597640;12988200;0;12988200
47.960.950/0001-21;2021-01-01;11;113929;MAGAZINE LUIZA S.A.;27901;2019-07-31;Desdobramento;190591464;0;190591464;1524731712;0;1524731712
47.960.950/0001-21;2021-01-01;11;113929;MAGAZINE LUIZA S.A.;27902;2020-10-07;Desdobramento;1624731712;0;1624731712;6498926848;0;6498926848
48.344.725/0007-19;2021-01-01;1;106853;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;26615;2021-08-27;Desdobramento;30304849;0;30304849;212133943;0;212133943
49.263.189/0001-02;2021-01-01;5;113497;HELBOR EMPREENDIMENTOS S.A.;27746;2020-07-10;Grupamento;669255362;0;669255362;133851072;0;133851072
49.669.856/0001-43;2021-01-01;9;114610;VESTE S.A. ESTILO;28072;2017-04-28;Grupamento;326639808;0;326639808;46662829;0;46662829
50.746.577/0001-15;2021-01-01;11;115492;COSAN S.A.;28167;2021-04-30;Desdobramento;468517733;0;468517733;1874070932;0;1874070932
50.926.955/0001-42;2021-01-01;6;114307;VULCABRAS S.A.;27997;2016-03-16;Grupamento;740921384;0;740921384;185230346;0;185230346
50.926.955/0001-42;2021-01-01;6;114307;VULCABRAS S.A.;27998;2021-09-08;Grupamento;245756346;0;245756346;245756244;0;245756244
51.128.999/0001-90;2021-01-01;3;114329;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;28003;2015-08-20;Grupamento;12794413;0;12794413;127944;0;127944
53.113.791/0001-22;2021-01-01;9;114000;TOTVS S.A.;27919;2020-04-27;Desdobramento;192637727;0;192637727;577913181;0;577913181
56.720.428/0001-63;2021-01-01;6;113349;ROMI S.A.;27733;2020-10-23;Bonificação;62857647;0;62857647;73333922;0;73333922
58.119.199/0001-51;2021-01-01;6;113746;ODONTOPREV S.A.;27840;2022-04-04;Desdobramento;531294792;0;531294792;568465803;0;568465803
59.418.806/0001-47;2021-01-01;10;114729;TRACK & FIELD CO S.A.;28105;2020-02-27;Desdobramento;415371;0;415371;1400000000;0;1400000000
59.418.806/0001-47;2021-01-01;10;114729;TRACK & FIELD CO S.A.;28106;2020-06-30;Grupamento;3200000000;0;3200000000;1400000000;0;1400000000
59.717.553/0001-02;2021-01-01;8;113741;GRUPO MULTI S.A.;27836;2021-05-11;Desdobramento;216075329;0;216075329;648225987;0;648225987
60.398.369/0004-79;2021-01-01;10;114812;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;28119;2019-03-29;Grupamento;692370186;0;692370186;40727658;0;40727658
60.537.263/0001-66;2021-01-01;9;115609;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;28212;2020-02-11;Desdobramento;15640472;6567712;22208184;161335153;0;161335153
60.543.816/0001-93;2021-01-01;9;115393;IGUATEMI S.A.;28155;2021-12-20;Desdobramento;83093787;33927512;117021299;830937870;339275120;1170212990
60.637.238/0001-54;2021-01-01;13;111022;BLUE TECH SOLUTIONS EQI S.A.;27263;2018-09-21;Grupamento;1356559;2713023;4069582;45218;90435;135653
60.637.238/0001-54;2021-01-01;13;111022;BLUE TECH SOLUTIONS EQI S.A.;27264;2021-08-26;Desdobramento;1673066;3346095;5019161;6692264;13384380;20076644
60.746.948/0001-12;2021-01-01;18;114912;BCO BRADESCO S.A.;28131;2019-03-11;Bonificação;3359929223;3359928872;6719858095;4031915068;4031914646;8063829714
60.746.948/0001-12;2021-01-01;18;114912;BCO BRADESCO S.A.;28132;2020-03-10;Bonificação;4031915068;4031914646;8063829714;4435106575;4435106111;8870212686
60.746.948/0001-12;2021-01-01;18;114912;BCO BRADESCO S.A.;28133;2021-03-10;Bonificação;4435106575;4435106111;8870212686;4870579247;4848500325;9719079572
60.746.948/0001-12;2021-01-01;18;114912;BCO BRADESCO S.A.;28134;2022-03-10;Bonificação;4870579247;4848500325;9719079572;5338393881;5320094147;10658488028
60.840.055/0001-31;2021-01-01;8;115733;FLEURY S.A.;28248;2017-06-26;Desdobramento;157395769;0;157395769;314791538;0;314791538
60.872.504/0001-23;2021-01-01;17;114194;ITAU UNIBANCO HOLDING S.A.;27972;2018-07-27;Desdobramento;3305526906;3230563326;6536090232;4958290359;4845844989;9804135348
60.884.319/0001-59;2021-01-01;1;105561;NORDON INDUSTRIAS METALURGICAS S.A.;25926;2016-04-29;Grupamento;6621486930;0;6621486930;6621486;0;6621486
61.065.298/0001-02;2021-01-01;5;114325;MANGELS INDUSTRIAL S.A.;28002;2016-04-29;Grupamento;6201730;11147908;17349638;2067243;3715969;5783212
61.065.751/0001-80;2021-01-01;5;114150;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;27963;2014-11-21;Grupamento;428833420;0;428833420;85766684;0;85766684
61.065.751/0001-80;2021-01-01;5;114150;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;27964;2016-01-18;Grupamento;85766684;0;85766684;17153337;0;17153337
61.079.117/0001-05;2021-01-01;8;111641;ALPARGATAS S.A.;27482;2019-03-20;Bonificação;241608551;228841226;470449777;302010689;286051533;588062222
61.082.004/0001-50;2021-01-01;4;110814;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;27201;2017-04-27;Grupamento;5388995;10777990;16166985;269450;538900;808350
61.088.894/0001-08;2021-01-01;3;114008;CAMBUCI S.A.;27921;2012-12-31;Desdobramento;12420600;24539400;36960000;12420600;24539400;36960000
61.088.894/0001-08;2021-01-01;3;114008;CAMBUCI S.A.;27922;2013-01-07;Desdobramento;12420600;24539400;36960000;13087267;25464982;38552249
61.088.894/0001-08;2021-01-01;3;114008;CAMBUCI S.A.;27923;2014-12-31;Desdobramento;12420600;24539400;36960000;13087267;25464982;38552249
61.088.894/0001-08;2021-01-01;3;114008;CAMBUCI S.A.;27924;2016-05-30;Grupamento;13087267;25464982;38552249;1308726;2546498;3855224
61.088.894/0001-08;2021-01-01;3;114008;CAMBUCI S.A.;27925;2019-08-14;Desdobramento;1429157;2768851;4198008;14291570;27688510;41980080
61.092.037/0001-81;2021-01-01;11;113751;ETERNIT S.A.;27841;2018-09-27;Grupamento;179000000;0;179000000;29833333;0;29833333
61.156.931/0001-78;2021-01-01;4;110462;ALIPERTI S.A.;27081;2016-04-29;Grupamento;62500;123455;185955;6250;12345;18595
61.186.680/0001-74;2021-01-01;20;115526;BANCO BMG S/A;28185;2018-10-18;Desdobramento;25169;0;25169;500007354;0;500007354
61.351.532/0001-68;2021-01-01;6;108240;AZEVEDO E TRAVASSOS S.A.;26538;2019-05-08;Grupamento;9000000;18000000;27000000;1800000;3600000;5400000
61.374.161/0001-30;2021-01-01;1;105399;BAUMER S.A.;25879;2014-04-30;Desdobramento;490000;490000;980000;4900000;4900000;9800000
61.409.892/0001-73;2021-01-01;7;111480;COMPANHIA BRASILEIRA DE ALUMÍNIO;27444;2021-06-21;Grupamento;1233375762;0;1233375762;533333333;0;533333333
61.532.644/0001-15;2021-01-01;7;114683;ITAÚSA S.A.;28088;2018-05-24;Bonificação;2889839643;4759431256;7649270899;2889839643;5524358345;8414197988
61.532.644/0001-15;2021-01-01;7;114683;ITAÚSA S.A.;28089;2021-12-13;Bonificação;2889837770;5520977160;8410814930;3034329659;5797026018;8831355677
61.585.865/0001-51;2021-01-01;6;113999;RAIA DROGASIL S.A.;27918;2020-09-15;Desdobramento;330386000;0;330386000;1651930000;0;1651930000
62.258.884/0001-36;2021-01-01;5;115080;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;28140;2021-06-22;Grupamento;2469585273;0;2469585273;411597545;0;411597545
62.984.091/0001-02;2021-01-01;12;115564;CRUZEIRO DO SUL EDUCACIONAL S.A.;28197;2021-01-11;Desdobramento;7633056;0;7633056;305322240;0;305322240
64.904.295/0001-03;2021-02-28;7;106391;CAMIL ALIMENTOS S.A.;26232;2017-08-28;Desdobramento;123017292;0;123017292;369051876;0;369051876
67.571.414/0001-41;2021-01-01;8;114278;VIVER INCORPORADORA E CONSTRUTORA S.A.;27989;2016-04-29;Grupamento;341419308;0;341419308;3414193;0;3414193
67.571.414/0001-41;2021-01-01;8;114278;VIVER INCORPORADORA E CONSTRUTORA S.A.;27990;2019-04-12;Grupamento;463170359;0;463170359;46317035;0;46317035
71.476.527/0001-35;2021-01-01;18;114209;CONSTRUTORA TENDA S.A.;27976;2016-11-14;Grupamento;633037801;0;633037801;54000000;0;54000000
71.476.527/0001-35;2021-01-01;18;114209;CONSTRUTORA TENDA S.A.;27977;2019-03-25;Desdobramento;52172123;0;52172123;104344246;0;104344246
75.315.333/0001-09;2021-01-01;12;116032;ATACADÃO S.A.;28308;2017-05-19;Grupamento;3550153178;0;3550153178;1775076589;0;1775076589
76.483.817/0001-20;2021-01-01;9;114634;CIA PARANAENSE DE ENERGIA - COPEL;28079;2021-03-11;Desdobramento;145031080;128624295;273655375;1450310800;1286242950;2736553750
76.484.013/0001-45;2021-01-01;8;114781;CIA SANEAMENTO DO PARANA - SANEPAR;28113;2020-03-27;Desdobramento;167911753;335823420;503735173;503735259;1007470260;1511205519
76.627.504/0001-06;2021-01-01;9;114434;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;28026;2016-04-29;Grupamento;86123467;63136159;149259626;4306173;3156808;7462981
76.627.504/0001-06;2021-01-01;9;114434;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;28027;2021-07-21;Desdobramento;5108246;3156808;8265054;102164920;63136160;165301080
79.430.682/0001-22;2021-01-01;2;107118;FARMÁCIA E DROGARIA NISSEI S.A.;26377;2020-10-13;Desdobramento;21720362;0;21720362;152042534;0;152042534
82.120.676/0001-83;2021-01-01;3;112547;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;27655;2020-02-14;Desdobramento;33287155;0;33287155;130000000;0;130000000
82.643.537/0001-34;2021-01-01;7;112790;ELECTRO ACO ALTONA S.A.;27688;2018-04-26;Bonificação;975000;1275000;2250000;9750000;12750000;22500000
82.901.000/0001-27;2021-01-01;5;114554;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;28067;2021-01-08;Desdobramento;28161111;0;28161111;281611110;0;281611110
82.982.075/0001-80;2021-01-01;4;114616;TEXTIL RENAUXVIEW S.A.;28073;2016-04-29;Grupamento;14566031;28026779;42592810;1456603;2802678;4259281
84.429.695/0001-11;2021-01-01;4;114378;WEG S.A.;28012;2018-04-24;Bonificação;1614353076;0;1614353076;2098658999;0;2098658999
84.429.695/0001-11;2021-01-01;4;114378;WEG S.A.;28013;2021-04-27;Desdobramento;2098658999;0;2098658999;4197317998;0;4197317998
84.693.183/0001-68;2021-01-01;5;113893;SCHULZ S.A.;27880;2018-12-04;Bonificação;27266565;36550360;63816925;38173191;51170504;89343695
84.693.183/0001-68;2021-01-01;5;113893;SCHULZ S.A.;27881;2021-04-15;Bonificação;38173191;51170504;89343695;76346382;102341008;178687390
84.693.183/0001-68;2021-01-01;5;113893;SCHULZ S.A.;27882;2022-04-13;Bonificação;76346382;102341008;178687390;152692764;204682016;357374780
89.096.457/0001-55;2021-01-01;10;115603;SLC AGRICOLA S.A.;28209;2019-04-30;Desdobramento;95297500;0;95297500;190595000;0;190595000
89.096.457/0001-55;2021-01-01;10;115603;SLC AGRICOLA S.A.;28210;2021-12-30;Bonificação;193111454;0;193111454;212422599;0;212422599
89.463.822/0001-12;2021-01-01;12;115661;LUPATECH S.A;28228;2015-05-15;Grupamento;4696917000;0;4696917000;9393834;0;9393834
89.850.341/0001-60;2021-01-01;9;114234;GRENDENE S.A.;27982;2018-04-23;Desdobramento;300720000;0;300720000;902160000;0;902160000
90.441.460/0001-48;2021-01-01;5;114292;UNICASA INDÚSTRIA DE MÓVEIS S.A.;27995;2012-03-30;Desdobramento;5499900;0;5499900;56950000;0;56950000
91.333.666/0001-17;2021-01-01;2;113921;RECRUSUL S.A.;27896;2018-01-25;Grupamento;5108303;10135490;15243793;1702767;3378496;5081263
92.660.570/0001-26;2021-01-01;2;114337;TREVISA INVESTIMENTOS S.A.;28007;2017-04-28;Bonificação;1532000;1932000;3464000;2298000;2898000;5196000
92.665.611/0001-77;2021-01-01;9;114834;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;28120;2020-03-20;Desdobramento;4066490;449523;4516013;121994700;13485690;135480390
92.693.019/0001-89;2021-01-01;3;114630;PANATLANTICA S.A.;28078;2021-08-03;Bonificação;17487075;782695;18269770;22907083;1025286;23932369
92.715.812/0001-31;2021-01-01;10;115679;CPFL TRANSMISSÃO S.A.;28234;2016-04-29;Grupamento;380669270;6560558;387229828;9516732;164014;9680746
92.754.738/0001-62;2021-01-01;13;114384;LOJAS RENNER S.A.;28016;2015-09-23;Desdobramento;127875065;0;127875065;639375325;0;639375325
92.754.738/0001-62;2021-01-01;13;114384;LOJAS RENNER S.A.;28017;2017-05-03;Bonificação;643550575;0;643550575;707905633;0;707905633
92.754.738/0001-62;2021-01-01;13;114384;LOJAS RENNER S.A.;28018;2019-04-30;Bonificação;720024498;0;720024498;792026948;0;792026948
92.754.738/0001-62;2021-01-01;13;114384;LOJAS RENNER S.A.;28019;2021-11-04;Bonificação;898584022;0;898584022;988442424;0;988442424
92.934.215/0001-06;2021-01-01;5;113907;BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAME;27891;2018-04-10;Desdobramento;2785801;0;2785801;204487239;204487238;408974477
93.828.986/0001-73;2021-01-01;2;105741;CEMEPE INVESTIMENTOS S.A.;26029;2015-11-16;Grupamento;4544544;4644403;9188947;454455;464440;918895
97.837.181/0001-47;2021-01-01;14;115636;DEXCO S.A.;28222;2021-12-09;Bonificação;691784501;0;691784501;760962951;0;760962951
