CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Sigla_Classe_Acoes_Preferenciais;Classe_Acoes_Preferenciais;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao
33.200.049/0001-47;2021-01-01;1;104551;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
33.352.394/0001-04;2021-01-01;5;115457;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;PNA;Preferencial Classe A;0;0.000000
33.386.210/0001-19;2021-01-01;5;115650;SONDOTECNICA ENGENHARIA SOLOS S.A.;PNA;Preferencial Classe A;555620;70.820000
33.386.210/0001-19;2021-01-01;5;115650;SONDOTECNICA ENGENHARIA SOLOS S.A.;PNB;Preferencial Classe B;307726;37.650000
33.541.368/0001-16;2021-01-01;7;110308;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;PNA;Preferencial Classe A;0;0.000000
33.592.510/0001-54;2021-01-01;22;115792;VALE S.A.;PNE;Preferencial Classe E;0;0.000000
33.958.695/0001-78;2021-01-01;17;115522;UNIPAR CARBOCLORO S.A.;PNA;Preferencial Classe A;1408318;2.084316
33.958.695/0001-78;2021-01-01;17;115522;UNIPAR CARBOCLORO S.A.;PNB;Preferencial Classe B;49311518;72.981327
34.169.557/0001-72;2021-01-01;2;105820;BCO MERCANTIL DE INVESTIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
35.082.277/0001-95;2021-01-01;3;109347;BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A;PNA;Preferencial Classe A;0;0.000000
35.522.178/0001-87;2021-01-01;2;107190;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;PNA;Preferencial Classe A;0;0.000000
35.522.281/0001-27;2021-01-01;2;108873;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS;PNA;Preferencial Classe A;0;0.000000
35.593.905/0001-05;2021-01-01;10;114769;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;PNA;Preferencial Classe A;0;0.000000
35.791.391/0001-94;2021-01-01;4;115465;QUALITY SOFTWARE S.A.;PNA;Preferencial Classe A;0;0.000000
36.729.398/0001-49;2021-01-01;2;106578;CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II;PNA;Preferencial Classe A;0;0.000000
39.115.514/0001-28;2021-01-01;4;111561;RUMO MALHA OESTE S.A.;PNA;Preferencial Classe A;0;0.000000
40.885.785/0001-41;2021-01-01;1;106020;CIA. SECURITIZADORA DE CRED. FIN. VERT-UME;PNA;Preferencial Classe A;0;0.000000
40.885.785/0001-41;2021-03-31;2;110193;CIA. SECURITIZADORA DE CRED. FIN. VERT-UME;PNA;Preferencial Classe A;0;0.000000
41.335.131/0001-07;2021-01-01;1;106013;MOTTU I S.A;PNA;Preferencial Classe A;0;0.000000
41.335.131/0001-07;2021-04-01;2;110302;MOTTU I S.A;PNA;Preferencial Classe A;0;0.000000
41.508.382/0001-46;2021-07-01;3;113876;RODOVIAS DO BRASIL HOLDING S.A.;PNA;Preferencial Classe A;0;0.000000
41.534.746/0001-62;2021-05-01;1;103160;CERES SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
41.534.746/0001-62;2021-07-01;2;108858;CERES SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
41.534.746/0001-62;2021-09-01;1;108380;CERES SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
42.150.391/0001-70;2021-01-01;10;114838;BRASKEM S.A.;PNA;Preferencial Classe A;264975728;76.791117
42.150.391/0001-70;2021-01-01;10;114838;BRASKEM S.A.;PNB;Preferencial Classe B;478790;100.000000
42.331.462/0001-31;2021-01-01;2;114354;EMBPAR PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
45.987.245/0001-92;2021-01-01;11;115709;BIOMA EDUCAÇÃO S.A.;PNA;Preferencial Classe A;0;0.000000
46.119.855/0001-37;2021-01-01;5;109278;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;PNA;Preferencial Classe A;0;0.000000
47.509.120/0001-82;2021-01-01;4;114299;BRADESCO LEASING S.A. ARREND MERCANTIL;PNA;Preferencial Classe A;0;0.000000
49.263.189/0001-02;2021-01-01;5;113497;HELBOR EMPREENDIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
51.928.174/0001-50;2021-01-01;3;114324;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PNA;Preferencial Classe A;0;0.000000
52.548.435/0001-79;2021-01-01;5;114500;JSL S.A.;PNA;Preferencial Classe A;0;0.000000
56.643.018/0001-66;2021-01-01;3;112455;EUCATEX S.A. INDUSTRIA E COMERCIO;PNA;Preferencial Classe A;56134521;91.480000
56.720.428/0001-63;2021-01-01;6;113349;ROMI S.A.;PNA;Preferencial Classe A;0;0.000000
56.992.423/0001-90;2021-01-01;5;109021;BICICLETAS MONARK S.A.;PNA;Preferencial Classe A;0;0.000000
58.119.199/0001-51;2021-01-01;6;113746;ODONTOPREV S.A.;PNA;Preferencial Classe A;0;0.000000
59.418.806/0001-47;2021-01-01;10;114729;TRACK & FIELD CO S.A.;PNA;Preferencial Classe A;0;0.000000
59.789.545/0001-71;2021-01-01;3;114356;POLPAR S.A.;PNA;Preferencial Classe A;0;0.000000
60.476.884/0001-87;2021-01-01;3;114114;MAHLE METAL LEVE S.A.;PNA;Preferencial Classe A;0;0.000000
60.537.263/0001-66;2021-01-01;9;115609;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;PNA;Preferencial Classe A;0;0.000000
60.637.238/0001-54;2021-01-01;13;111022;BLUE TECH SOLUTIONS EQI S.A.;PNA;Preferencial Classe A;13384380;79.310000
60.730.348/0001-66;2021-01-01;4;114197;CIA MELHORAMENTOS DE SAO PAULO;PNA;Preferencial Classe A;425497;55.020000
60.770.336/0001-65;2021-01-01;6;113581;BCO ALFA DE INVESTIMENTO S.A.;PNA;Preferencial Classe A;12754380;36.318169
60.840.055/0001-31;2021-01-01;8;115733;FLEURY S.A.;PNA;Preferencial Classe A;0;0.000000
60.851.615/0001-53;2021-01-01;3;114456;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;977179;79.440000
60.894.730/0001-05;2021-01-01;11;116029;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;PNA;Preferencial Classe A;514680651;99.990000
60.894.730/0001-05;2021-01-01;11;116029;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;PNB;Preferencial Classe B;66261;0.010000
61.082.004/0001-50;2021-01-01;4;110814;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;PNA;Preferencial Classe A;538886;99.997402
61.088.894/0001-08;2021-01-01;3;114008;CAMBUCI S.A.;PNA;Preferencial Classe A;0;0.000000
61.156.113/0001-75;2021-01-01;12;115484;IOCHPE MAXION S.A.;PNA;Preferencial Classe A;0;0.000000
61.156.931/0001-78;2021-01-01;4;110462;ALIPERTI S.A.;PNA;Preferencial Classe A;0;0.000000
61.186.680/0001-74;2021-01-01;20;115526;BANCO BMG S/A;PNA;Preferencial Classe A;0;0.000000
61.486.650/0001-83;2021-01-01;21;114753;DIAGNOSTICOS DA AMERICA S.A.;PNA;Preferencial Classe A;0;0.000000
61.856.571/0001-17;2021-01-01;6;115638;CIA GAS DE SAO PAULO - COMGAS;PNA;Preferencial Classe A;975775;3.400000
62.002.886/0001-60;2021-01-01;15;114732;SAO PAULO TURISMO S.A.;PNA;Preferencial Classe A;44544;0.521355
62.002.886/0001-60;2021-01-01;15;114732;SAO PAULO TURISMO S.A.;PNB;Preferencial Classe B;62971;0.737029
62.144.175/0001-20;2021-01-01;10;115507;BCO PINE S.A;PNA;Preferencial Classe A;0;0.000000
62.232.889/0001-90;2021-01-01;4;115735;BCO DAYCOVAL S.A.;PNA;Preferencial Classe A;0;0.000000
65.654.303/0001-73;2021-01-01;7;114191;DIBENS LEASING S.A. - ARREND.MERCANTIL;PNA;Preferencial Classe A;0;0.000000
67.571.414/0001-41;2021-01-01;8;114278;VIVER INCORPORADORA E CONSTRUTORA S.A.;PNA;Preferencial Classe A;0;0.000000
67.620.377/0001-14;2021-01-01;13;114214;MINERVA S.A.;PNA;Preferencial Classe A;0;0.000000
71.208.516/0001-74;2021-01-01;3;111339;ALGAR TELECOM S/A;PNA;Preferencial Classe A;0;0.000000
76.483.817/0001-20;2021-01-01;9;114634;CIA PARANAENSE DE ENERGIA - COPEL;PNA;Preferencial Classe A;3128000;100.000000
76.483.817/0001-20;2021-01-01;9;114634;CIA PARANAENSE DE ENERGIA - COPEL;PNB;Preferencial Classe B;1563365506;93.094304
76.535.764/0001-43;2021-01-01;12;114704;OI S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
79.430.682/0001-22;2021-01-01;2;107118;FARMÁCIA E DROGARIA NISSEI S.A.;PNA;Preferencial Classe A;0;0.000000
81.243.735/0001-48;2021-01-01;11;115594;POSITIVO TECNOLOGIA S.A.;PNA;Preferencial Classe A;0;0.000000
82.508.433/0001-17;2021-01-01;8;112184;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;PNA;Preferencial Classe A;42977;0.010000
82.643.537/0001-34;2021-01-01;7;112790;ELECTRO ACO ALTONA S.A.;PNA;Preferencial Classe A;12750000;56.666667
83.475.913/0001-91;2021-01-01;5;115632;PBG S/A;PNA;Preferencial Classe A;0;0.000000
84.683.374/0001-49;2021-01-01;10;114686;TUPY S.A.;PNA;Preferencial Classe A;0;0.000000
84.683.408/0001-03;2021-01-01;2;109025;DOHLER S.A.;PNA;Preferencial Classe A;0;0.000000
84.693.183/0001-68;2021-01-01;5;113893;SCHULZ S.A.;PNU;Preferencial Classe U;174222168;85.118454
85.041.333/0001-11;2021-01-01;4;111414;PORTO PONTA DO FELIX S/A;PNA;Preferencial Classe A;0;0.000000
85.778.074/0001-06;2021-01-01;3;108733;METALURGICA RIOSULENSE S.A.;PNA;Preferencial Classe A;139898;100.000000
86.375.425/0001-09;2021-01-01;3;143700;METISA METALURGICA TIMBOENSE S.A.;PNA;Preferencial Classe A;0;0.000000
86.550.951/0001-50;2021-01-01;8;115692;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
87.762.563/0001-03;2021-01-01;3;110475;CIA HABITASUL DE PARTICIPACOES;PNA;Preferencial Classe A;3826726;64.311000
88.613.658/0001-10;2021-06-30;3;110436;PETTENATI S.A. INDUSTRIA TEXTIL;PNA;Preferencial Classe A;31585060;100.000000
89.086.144/0001-16;2021-01-01;7;114094;RANDONCORP S.A.;PNA;Preferencial Classe A;0;0.000000
89.463.822/0001-12;2021-01-01;12;115661;LUPATECH S.A;PNA;Preferencial Classe A;0;0.000000
89.637.490/0001-45;2021-01-01;12;113697;KLABIN S.A.;PNA;Preferencial Classe A;0;0.000000
89.723.993/0001-33;2021-01-01;2;107607;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
90.441.460/0001-48;2021-01-01;5;114292;UNICASA INDÚSTRIA DE MÓVEIS S.A.;PNA;Preferencial Classe A;0;0.000000
91.983.056/0001-69;2021-01-01;15;113909;KEPLER WEBER S.A.;PNA;Preferencial Classe A;0;0.000000
92.012.467/0001-70;2021-01-01;5;114083;GRAZZIOTIN S.A.;PNA;Preferencial Classe A;0;0.000000
92.660.570/0001-26;2021-01-01;2;114337;TREVISA INVESTIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
92.693.019/0001-89;2021-01-01;3;114630;PANATLANTICA S.A.;PNA;Preferencial Classe A;0;0.000000
92.702.067/0001-96;2021-01-01;15;115728;BCO ESTADO DO RIO GRANDE DO SUL S.A.;PNA;Preferencial Classe A;621586;45.270000
92.702.067/0001-96;2021-01-01;15;115728;BCO ESTADO DO RIO GRANDE DO SUL S.A.;PNB;Preferencial Classe B;202535840;99.990000
92.715.812/0001-31;2021-01-01;10;115679;CPFL TRANSMISSÃO S.A.;PNA;Preferencial Classe A;0;0.000000
92.754.738/0001-62;2021-01-01;13;114384;LOJAS RENNER S.A.;PNA;Preferencial Classe A;0;0.000000
92.802.784/0001-90;2021-01-01;3;110671;CIA RIOGRANDENSE DE SANEAMENTO;PNA;Preferencial Classe A;0;0.000000
92.934.215/0001-06;2021-01-01;5;113907;BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAME;PNA;Preferencial Classe A;0;0.000000
93.828.986/0001-73;2021-01-01;2;105741;CEMEPE INVESTIMENTOS S.A.;PNA;Preferencial Classe A;23246;65.127616
95.426.862/0001-97;2021-01-01;5;116779;EXCELSIOR ALIMENTOS S.A.;PNA;Preferencial Classe A;1506413;63.420000
96.298.013/0001-68;2021-01-01;7;113579;PACAEMBU CONSTRUTORA S.A.;PNA;Preferencial Classe A;0;0.000000
