CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Constituicao_Emissor;Forma_Constituicao_Emissor;Sigla_Pais_Constituicao_Emissor;Pais_Constituicao_Emissor;Prazo_Duracao_Emissor;Data_Registro_Emissor;Requisicao_Registro_Emissor
04.065.791/0001-99;2021-01-01;10;115571;SINQIA S.A.;2000-08-04;Constituída sob a forma de Sociedade Limitada e, posteriormente, transformada em Sociedade por Ações em 04/04/2002;BR;Brasil;;2012-04-26;N
04.069.709/0001-02;2021-01-01;4;112489;BIONEXO S.A.;2000-09-13;Sociedade Limitada;BR;Brasil;;2021-06-02;N
04.089.570/0001-50;2021-01-01;5;115238;ÁGUAS GUARIROBA S.A;2000-09-29;Sociedade por Ações;BR;Brasil;;2014-08-06;N
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;2000-11-07;Constituída sob a forma de sociedade limitada e transformada em Sociedade por Ações em 30 de dezembro de 2000.;BR;Brasil;;2001-06-29;N
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2000-11-07;A Companhia foi constituída em 07 de novembro de 2000, na capital do Estado de São Paulo, sob a forma de sociedade por ações de capital fechado. Em 1º de abril de 2010, a Companhia obteve seu registro no Novo Mercado.;BR;Brasil;;2003-09-24;N
04.172.213/0001-51;2021-01-01;7;114232;CIA PIRATININGA DE FORCA E LUZ;2000-12-01;Sociedade por ações;BR;Brasil;;2002-04-18;N
04.200.649/0001-07;2021-01-01;17;112298;COMPANHIA PROVINCIA DE SECURITIZACAO;2000-10-18;Sociedade Anônima;BR;Brasil;;2003-08-21;N
04.233.319/0001-18;2021-01-01;4;115068;NCF PARTICIPAÇÕES S/A;2000-12-26;Sociedade Anônima de Capital Aberto;BR;Brasil;;2016-10-03;N
04.368.865/0001-66;2021-01-01;1;121203;LIGGA TELECOMUNICAÇÕES S.A.;2001-04-04;Sociedade por ações;BR;Brasil;;;S
04.370.282/0001-70;2021-01-01;8;114635;COPEL GERAÇÃO E TRANSMISSÃO S.A.;2001-03-20;Sociedade Anônima;BR;Brasil;;2019-06-27;N
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2001-04-25;Sociedade por ações;BR;Brasil;;2007-12-07;N
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;2001-03-30;A Uninfra Locações e Comércio Ltda. foi constituída como sociedade limitada. Em 2001, no mesmo ano de sua constituição, alterou seu tipo societário para sociedade por ações e, em dezembro de 2002, incorporou a sociedade SAG do Brasil Ltda., alterando sua denominação para SAG do Brasil S.A. Em 2007 a SAG do Brasil S.A. alterou sua denominação para a atual, Unidas S.A.;BR;Brasil;;2008-07-29;N
04.739.720/0001-24;2021-01-01;2;112105;USINA TERMELÉTRICA PAMPA SUL S.A.;2001-10-31;Sociedade Anônima;BR;Brasil;;2020-05-04;N
04.752.991/0001-10;2021-01-01;16;116024;BIOMM S.A.;2001-09-19;Sociedade Anônima;BR;Brasil;;2002-08-19;N
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2001-12-03;Sociedade por quotas de responsabilidade limitada, posteriormente transformada em sociedade por ações.;BR;Brasil;;2007-04-10;N
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;1962-11-22;Sociedade Anônima;BR;Brasil;;1999-06-14;N
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;1942-07-09;SOCIEDADE DE ECONOMIA MISTA;BR;Brasil;;1977-07-20;N
04.912.242/0001-02;2021-01-01;1;104814;PORTUENSE FERRAGENS S/A;1947-04-10;SOCIEDADE ANÔNIMA;BR;Brasil;;1983-02-15;N
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;1960-07-01;Sociedade Anônima Aberta de Economia Mista;BR;Brasil;;1977-07-20;N
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2002-03-25;Sociedade Limitada;BR;Brasil;;2021-08-16;N
04.986.320/0001-13;2021-01-01;4;111221;SER EDUCACIONAL S.A.;2002-03-19;Sociedade civil por quotas de responsabilidade limitada, cuja transformação em Sociedade por Ações foi aprovada em Assembleia Geral realizada em 09.09.2008.;BR;Brasil;;2013-10-18;N
04.992.714/0001-84;2021-01-01;10;114813;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;2002-01-15;Sociedade anônima;BR;Brasil;;2019-04-18;N
05.197.443/0001-38;2021-01-01;17;115749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2001-08-30;Constituída sob a forma de sociedade limitada.;BR;Brasil;;2018-04-20;N
05.303.439/0001-07;2021-01-01;3;109741;UNIGEL PARTICIPAÇÕES S.A.;2002-07-19;Sociedade por ações;BR;Brasil;;2021-11-03;N
05.336.882/0001-84;2021-01-01;2;109027;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;2002-10-09;Sociedade Anônima;BR;Brasil;;2011-12-19;N
05.347.060/0001-07;2021-01-01;3;112411;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;2002-10-09;Sociedade anônima.;BR;Brasil;;2021-11-19;N
05.721.735/0001-28;2021-01-01;10;106624;WILSON SONS LTD.;1990-12-06;Companhia;BM;Bermudas;;2007-04-25;N
05.730.375/0001-20;2021-01-01;4;108514;SMILES FIDELIDADE S.A.;2003-01-08;Constituída sob a forma de sociedade limitada.;BR;Brasil;;2017-10-10;N
05.799.312/0001-20;2021-01-01;6;109045;TERRA SANTA AGRO S.A.;2003-07-18;Sociedade Anônima;BR;Brasil;;2006-11-09;N
05.878.397/0001-32;2021-01-01;10;114667;ALLOS S.A.;2003-07-08;A Companhia foi constituída sob a forma de uma sociedade limitada, denominada Sonae Sierra Brasil Ltda. Em maio de 2008, a Companhia foi transformada em sociedade anônima. Em 5 de agosto de 2019, a razão social da Companhia foi alterada, após combinação de negócios da Aliansce Shopping Centers S.A. e da Sonae Sierra Brasil S.A.;BR;Brasil;;2011-02-01;N
05.889.284/0001-32;2021-01-01;1;104949;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;2003-04-23;Sociedade Anônima;BR;Brasil;;2003-12-16;N
05.917.486/0001-40;2021-01-01;12;111907;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2003-10-02;Constituição sob a forma de sociedade limitada;BR;Brasil;;2021-05-13;N
06.016.348/0001-53;2021-01-01;1;105221;VENTOS DO SUL ENERGIA S.A.;2003-09-30;Sociedade Anônima;BR;Brasil;;2019-09-12;N
06.047.087/0001-39;2021-01-01;12;115656;REDE D'OR SÃO LUIZ S.A.;2003-12-16;Sociedade Anônima;BR;Brasil;;2019-10-21;N
06.057.223/0001-71;2021-01-01;18;115525;SENDAS DISTRIBUIDORA S.A.;2003-12-18;Sociedade Anônima;BR;Brasil;;2020-12-11;N
06.164.253/0001-87;2021-01-01;26;115734;GOL LINHAS AEREAS INTELIGENTES S.A.;2004-03-12;Sociedade por ações;BR;Brasil;;2004-06-09;N
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;1958-06-14;Sociedade Anônima;BR;Brasil;;1997-11-13;N
06.347.409/0001-65;2021-01-01;4;114698;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;2004-06-23;Sociedade Limitada;BR;Brasil;;2021-01-06;N
06.626.253/0001-51;2021-01-01;10;115321;EMPREENDIMENTOS PAGUE MENOS S.A.;1981-05-21;Privada, originalmente constituída sob a forma de sociedade limitada e posteriormente transformada em sociedade por ações com capital autorizado;BR;Brasil;;2011-10-21;N
06.948.969/0001-75;2021-01-01;3;106436;LINX S.A.;2004-01-09;Sociedade anônima;BR;Brasil;;2013-02-06;N
06.977.745/0001-91;2021-01-01;16;115718;BR MALLS PARTICIPACOES S.A.;2004-05-26;A Companhia foi constituída em 26 de maio de 2004, na Cidade de São Paulo, Estado de São Paulo, Brasil, sob a denominação de Itatira Participações S.A, na forma de uma sociedade por ações de capital fechado, passando a ser denominada BR Malls Participações S.A. em 24 de outubro de 2006, quando iniciou os procedimentos necessários para adesão ao segmento especial de listagem da BM&FBovespa denominado "Novo Mercado", os quais foram concluídos em 5 de abril de 2007;BR;Brasil;;2006-01-04;N
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;2004-05-26;Sociedade por Ações;BR;Brasil;;2006-01-04;N
06.981.176/0001-58;2021-01-01;8;115711;CEMIG GERACAO E TRANSMISSAO S.A.;2004-09-08;Constituída sob a forma de sociedade por ações, subsidiária integral da Companhia Energética de Minas Gerais - CEMIG (sociedade de economia mista).;BR;Brasil;;2006-10-10;N
06.981.180/0001-16;2021-01-01;8;115712;CEMIG DISTRIBUICAO S.A.;2004-09-08;Constituída sob a forma de sociedade por ações, por meio da Lei Estadual nº 15.290/2004, como subsidiária integral da Companhia Energética de Minas Gerais - CEMIG;BR;Brasil;;2006-09-25;N
06.981.381/0001-13;2021-03-31;5;108105;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2004-08-10;A Companhia foi constituída inicialmente sob a forma de associação e posteriormente alterada para sociedade por ações.;BR;Brasil;;2016-08-24;N
07.040.108/0001-57;2021-01-01;8;114245;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;1971-07-20;Sociedade Anônima, constituída nos termos da Lei Estadual do Ceará nº 9.499, de 20 de julho de 1971;BR;Brasil;;2000-01-19;N
07.043.628/0001-13;2021-01-01;2;114421;CLARO TELECOM PARTICIPAÇÕES S.A.;2004-09-27;Companhia de Capital Fechado;BR;Brasil;;2014-12-05;N
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;1971-07-05;Sociedade Anônima;BR;Brasil;;1995-06-13;N
07.119.838/0001-48;2021-01-01;2;114148;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;2004-09-14;Sociedade por ações;BR;Brasil;;2005-05-02;N
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;1951-05-21;Sociedade Limitada;BR;Brasil;;2006-10-11;N
07.237.373/0001-20;2021-01-01;17;114093;BCO NORDESTE DO BRASIL S.A.;1954-05-18;O Banco do Nordeste do Brasil S.A., pessoa jurídica de direito privado, é uma Instituição Financeira Múltipla, organizado sob a forma de sociedade anônima aberta, de economia mista, regendo-se pelo disposto no seu Estatuto Social e pelas disposições legais e normativas que lhe forem aplicáveis e prazo de duração indeterminado.;BR;Brasil;;1977-07-20;N
07.253.321/0001-47;2021-01-01;1;105092;CARBOMIL SA MINER. E INDUSTRIA;1966-11-14;SOCIEDADE ANONIMA;BR;Brasil;;1982-11-14;N
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;1967-09-13;SOCIEDADE ANONIMA;BR;Brasil;;1968-09-13;N
07.282.377/0001-20;2021-01-01;5;115461;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;2005-03-09;Constituída sob a forma de sociedade por ações;BR;Brasil;;2019-11-05;N
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;1983-12-21;SOCIEDADE ANONIMA ABERTA;BR;Brasil;;1997-05-14;N
07.401.436/0001-31;2021-01-01;3;108232;ELDORADO BRASIL CELULOSE S.A.;2005-04-25;Sociedade Empresária Limitada;BR;Brasil;;2012-06-06;N
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;2005-06-03;Sociedade por ações;BR;Brasil;;2020-07-29;N
07.437.016/0001-05;2021-01-01;3;114161;CINESYSTEM S.A.;2005-05-24;Sociedade ermpresária limitada;BR;Brasil;;2016-07-20;N
07.526.557/0001-00;2021-01-01;12;114809;AMBEV S.A.;2005-07-08;Sociedade anônima;BR;Brasil;;2013-10-30;N
07.587.384/0001-30;2021-01-01;2;114318;PLANETA SECURITIZADORA S.A.;2005-07-11;A Gaia Securitizadora S.A., sociedade anônima, é uma companhia securitizadora de créditos imobiliários e do agronegócio, constituída nos termos da Lei nº 9.514/97, com sede na Cidade de São Paulo, Estado de São Paulo, atualmente na Rua Ministro Jesuíno Cardoso, nº 633, 8º andar, Vila Nova Conceição, CEP 04544-000. A Companhia foi constituída em 11 de julho de 2005 e obteve o registro de companhia aberta junto à CVM, de número 02022-2, em 28 de julho de 2006. Em março de 2009, os atuais acionistas adquiriram o controle societário da Companhia, tendo promovido alteração no Conselho de Administração e a Diretoria. Em Abril de 2011 o Controle Societário Indireto da Gaia Securitizadora S.A., foi alterado, bem como seu Conselho de Administração e Diretoria. Em Assembleia Geral Ordinária e Extraordinária realizada em 12 de março de 2018, às 12h, a Companhia alterou seu objeto social para também realizar aquisição, securitização e emissão de direitos creditórios decorrentes do agronegócio.;BR;Brasil;;2006-07-28;N
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2005-07-19;Sociedade Limitada;BR;Brasil;;2017-10-20;N
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2005-09-23;Foi constituida em 2005, mediante Assembleia Geral de Constituição.;BR;Brasil;;2006-04-25;N
07.636.657/0001-99;2021-01-01;4;114311;AÇO VERDE DO BRASIL S.A;1985-05-07;Sociedade por ações;BR;Brasil;;2021-11-29;N
07.659.538/0001-51;2021-01-01;3;108843;DINAMICA ENERGIA S.A.;2005-10-14;Sociedade Anonima.;BR;Brasil;;2006-05-03;N
07.689.002/0001-89;2021-01-01;9;115513;EMBRAER S.A.;2005-09-08;Sociedade de economia mista;BR;Brasil;;2006-05-23;N
07.704.246/0001-93;2021-01-01;4;114752;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;2005-09-27;Sociedade por ações;BR;Brasil;;2021-12-22;N
07.718.269/0001-57;2021-01-01;6;115578;SPRINGS GLOBAL PARTICIPACOES S.A.;2005-11-24;Sociedade por ações;BR;Brasil;;2007-07-25;N
07.802.794/0001-56;2021-01-01;4;115874;ESSENTIA PCHS S.A.;2005-12-06;Sociedade Empresária Limitada.;BR;Brasil;;2021-08-12;N
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2005-12-30;Sociedade Limitada;BR;Brasil;;2007-07-25;N
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2006-01-10;Sociedade por ações;BR;Brasil;;2007-04-16;N
07.823.262/0001-03;2021-01-01;4;113763;FOZ DO RIO CLARO ENERGIA S.A.;2006-01-26;Sociedade por Ações;BR;Brasil;;2022-03-24;N
07.857.093/0001-14;2021-01-01;6;112297;AURA MINERALS INC.;1946-07-12;Corporation (Sociedade estrangeira);CA;Canadá;;2020-06-15;N
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;2003-10-16;Sociedade estrangeira;VG;Ilhas Virgens (Britânicas);;2006-05-30;N
07.859.510/0001-68;2021-01-01;4;114054;JHSF MALLS S.A.;2005-12-08;Sociedade por ações;BR;Brasil;;2018-06-25;N
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2006-01-23;Constituída sob a forma de sociedade por ações.;BR;Brasil;;2006-09-06;N
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2005-09-09;Sociedade limitada;BR;Brasil;;2020-02-03;N
07.976.147/0001-60;2021-01-01;6;109855;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2006-04-27;Sociedade Limitada;BR;Brasil;;2021-05-11;N
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2006-05-22;Constituída sob a forma de sociedade por ações.;BR;Brasil;;2007-01-09;N
08.070.508/0001-78;2021-03-31;5;108095;RAIZEN ENERGIA S.A.;2000-11-16;Constituída inicialmente sob a forma de sociedade limitada e posteriormente alterada para sociedade por ações.;BR;Brasil;;2013-10-21;N
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2006-05-22;Sociedade por ações;BR;Brasil;;2006-12-12;N
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;2006-06-26;Constituída, por meio de subscrição particular de ações, sob a forma de uma sociedade por ações de capital fechado.;BR;Brasil;;2013-05-13;N
08.170.849/0001-15;2021-01-01;17;115570;DESKTOP S.A.;2006-05-18;Constituída sob a forma de sociedade limitada.;BR;Brasil;;2021-07-19;N
08.213.823/0001-07;2021-01-01;2;111162;AURA ALMAS MINERAÇÃO S.A.;2006-07-12;Sociedade limitada;BR;Brasil;;2022-01-06;N
08.294.224/0001-65;2021-01-01;8;115654;JHSF PARTICIPACOES S.A.;2006-06-29;Sociedade Anonima;BR;Brasil;;2007-04-04;N
08.312.229/0001-73;2021-01-01;6;115668;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2006-07-31;Sociedade por ações de capital fechado.;BR;Brasil;;2007-06-15;N
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;1962-12-14;A constituição da Companhia foi realizada na forma de sociedade de economia mista, controlada pelo Estado do Rio Grande do Norte. Em janeiro de 1999 tornou-se companhia aberta.;BR;Brasil;;1999-01-04;N
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;2006-05-31;Constituída sob a forma de sociedade por ações.;BR;Brasil;;2007-07-13;N
08.364.948/0001-38;2021-01-01;13;113780;ALUPAR INVESTIMENTO S/A;2006-09-27;Sociedade por Ações;BR;Brasil;;2008-06-18;N
08.397.078/0001-01;2021-01-01;2;111434;GSH CORP PARTICIPAÇÕES S.A.;2006-08-01;Constituída sob a forma de sociedade limitada, sendo que, em 12 de agosto de 2021, por meio de alteração contratual devidamente arquivada na Junta Comercial do Estado do Rio de Janeiro ("JUCERJA"), a Companhia transformou-se em sociedade por ações.;BR;Brasil;;2022-01-27;N
08.402.943/0001-52;2021-01-01;7;115622;GUARARAPES CONFECCOES S.A.;1956-10-06;Companhia Aberta;BR;Brasil;;1958-10-16;N
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;1969-06-02;Sociedade Anônima;BR;Brasil;;1971-04-28;N
08.439.659/0001-50;2021-01-01;3;114179;CPFL ENERGIAS RENOVÁVEIS S.A.;2006-10-02;Sociedade por Ações;BR;Brasil;;2007-03-08;N
08.467.115/0001-00;2021-01-01;10;115478;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2006-11-28;A CEEE-D é uma sociedade de economia mista originada no processo de reestruturação societária, em novembro de 2006, da Companhia Estadual deEnergia Elétrica - CEEE.;BR;Brasil;;2007-04-17;N
08.493.364/0001-62;2021-03-31;1;97988;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;2007-07-12;Sociedade empresária limitada, transformada em sociedade anônima em 12 de julho de 2007.;BR;Brasil;;2009-03-04;N
08.493.364/0001-62;2021-04-01;1;106525;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;2006-12-01;Sociedade empresária limitada, transformada em sociedade anônima em 12/07/2007.;BR;Brasil;;2009-03-04;N
08.534.605/0001-74;2021-01-01;6;115485;RENOVA ENERGIA S.A.;2006-12-11;Sociedade por Ações;BR;Brasil;;2008-08-20;N
08.560.444/0001-93;2021-01-01;6;112634;CIA CELG DE PARTICIPACOES - CELGPAR;2006-12-04;Sociedade Anônima de Economia Mista;BR;Brasil;;2008-03-14;N
08.574.411/0001-00;2021-01-01;2;114455;PRÁTICA PRODUTOS S.A.;2006-09-25;Sociedade por ações;BR;Brasil;;2018-09-27;N
08.613.550/0001-98;2021-01-01;10;113739;NEXPE PARTICIPAÇÕES S.A;2007-01-16;Sociedade Anônima;BR;Brasil;;2007-10-26;N
08.764.621/0001-53;2021-01-01;5;114452;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2007-03-06;Sociedade Anônima;BR;Brasil;;2007-07-26;N
08.769.451/0001-08;2021-01-01;10;111129;VIRGO COMPANHIA DE SECURITIZAÇÃO;2007-03-05;A Imowel Securitizadora, sociedade anonima, constituida em 05/03/2007 tem como objeto social a prática de operações de:a) aquisição e securitização de créditos imobiliários passíveis de securitizaçãob) emissão e colocação, junto ao mercado financeiro e de capitais, de Certificados de Recebíveis Imobiliários, ou de qualquer outro título de crédito ou valor mobiliário compatível com suas atividadesc) realização de negócios e a prestação de serviços relacionados às operações de securitização de créditos imobiliários e emissões de Certificados de Recebíveis Imobiliáriosd) realização de operações de hedge em mercados derivativos visando a cobertura de riscos na carteira de créditos imobiliários.A Companhia obteve a homologação de seu registro em 02 de julho de 2007, junto a Comissão de Valores Mobiliários (CVM), condição básica para o desenvolvimento dos negócios.;BR;Brasil;;2007-07-02;N
08.769.451/0001-08;2021-12-31;3;101031;VIRGO COMPANHIA DE SECURITIZAÇÃO;2007-03-05;A Imowel Securitizadora, sociedade anonima, constituida em 05/03/2007 tem como objeto social a prática de operações de:a) aquisição e securitização de créditos imobiliários passíveis de securitizaçãob) emissão e colocação, junto ao mercado financeiro e de capitais, de Certificados de Recebíveis Imobiliários, ou de qualquer outro título de crédito ou valor mobiliário compatível com suas atividadesc) realização de negócios e a prestação de serviços relacionados às operações de securitização de créditos imobiliários e emissões de Certificados de Recebíveis Imobiliáriosd) realização de operações de hedge em mercados derivativos visando a cobertura de riscos na carteira de créditos imobiliários.A Companhia obteve a homologação de seu registro em 02 de julho de 2007, junto a Comissão de Valores Mobiliários (CVM), condição básica para o desenvolvimento dos negócios.;BR;Brasil;;2007-07-02;N
08.773.135/0001-00;2021-01-01;14;115502;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2007-03-23;Sociedade Anônima;BR;Brasil;;2020-10-29;N
08.773.191/0001-36;2021-01-01;1;105324;BRASILIANA PARTICIPAÇÕES S/A;2007-02-16;Sociedade por ações;BR;Brasil;;2016-06-23;N
08.795.211/0001-70;2021-01-01;1;105502;MAESTRO LOCADORA DE VEICULOS S.A.;2007-04-05;Sociedade empresária limitada;BR;Brasil;;2015-05-26;N
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;2007-04-20;Sociedade limitada;BR;Brasil;;2020-09-17;N
08.801.621/0001-86;2021-01-01;12;115487;SYN PROP & TECH S.A.;2007-04-11;Sociedade por ações;BR;Brasil;;2007-08-01;N
08.807.432/0001-10;2021-01-01;10;115625;YDUQS PARTICIPACOES S.A.;2007-03-31;Sociedade Anônima;BR;Brasil;;2007-07-26;N
08.810.422/0001-34;2021-01-01;3;113922;GUARARAPES PAINÉIS S.A.;2007-05-02;Sociedade Limitada;BR;Brasil;;2021-07-30;N
08.811.643/0001-27;2021-01-01;4;119752;TRISUL S.A.;2007-01-29;Sociedade por Ações.;BR;Brasil;;2007-10-10;N
08.822.767/0001-08;2021-01-01;4;112481;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;2007-05-16;Constituída sob a forma de Sociedade Anonima Aberta;BR;Brasil;2032-06-13;2017-03-06;N
08.827.501/0001-58;2021-01-01;7;115551;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;2007-03-26;Sociedade por Ações;BR;Brasil;;2014-05-21;N
08.873.873/0001-10;2021-01-01;20;114763;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2007-05-15;A EcoRodovias Concessões e Serviços S.A. foi inicialmente constituída em 15/05/2007 sob a forma de sociedade limitada e em 22/12/2009 recebeu o registo da CVM.;BR;Brasil;;2009-12-22;N
08.902.291/0001-15;2021-01-01;9;114689;CSN MINERAÇÃO S.A.;2007-04-12;Sociedade Anônima;BR;Brasil;;2021-02-12;N
08.926.302/0001-05;2021-01-01;9;114842;DOMMO ENERGIA S.A.;2007-06-27;Constituída sob a forma de companhia limitada.;BR;Brasil;;2014-09-17;N
08.935.054/0001-50;2021-01-01;2;110408;MULTINER S/A;2007-05-21;Constituída sob a forma de sociedade por ações de capital fechado. Em 10/07/2008, recebeu da CVM registro de companhia aberta, sendo desde então uma sociedade por ações de capital aberto.;BR;Brasil;;2008-07-10;N
08.937.002/0001-13;2021-01-01;1;104847;VISION SECURITIZADORA S.A.;2007-06-25;A Vision Securitizadora S.A. (Securitizadora) foi constituída em 25 de junho de 2007 e iniciou suas operações em 4 de abril de 2008. Tem como objeto social: a) a aquisição e securitização de créditos imobiliários passíveis de securitização b) a emissão e colocação, junto ao mercado financeiro e de capitais, de Certificados de Recebíveis Imobiliários, ou de qualquer outro título de crédito ou valor mobiliário compatível com as suas atividades c) a realização de negócios e a prestação de serviços relacionados às operações de securitização de créditos imobiliários e emissões de Certificados de Recebíveis Imobiliários e d) a realização de operações de hedge em mercados derivativos visando a cobertura de riscos na sua carteira de créditos imobiliários.Estão ainda incluídas no objeto social da Securitizadora, as seguintes atividades: a) a aquisição de créditos imobiliários b) gestão e administração de créditos imobiliários, próprios ou de terceiros c) aquisição e securitização de dire;BR;Brasil;;2007-08-24;N
09.041.168/0001-10;2021-01-01;10;113943;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2007-07-03;A Companhia foi constituída sob a forma de Sociedade Limitada.;BR;Brasil;;2013-11-12;N
09.042.817/0001-05;2021-01-01;18;115635;BEMOBI MOBILE TECH S.A.;2007-08-28;Constituída sob a forma de sociedade limitada, tendo sido transformada em sociedade por ações em 21/08/2020;BR;Brasil;;2021-02-08;N
09.053.134/0001-45;2021-01-01;7;109334;ELFA MEDICAMENTOS S.A.;2007-07-26;Constituição sob a forma de sociedade limitada;BR;Brasil;;2020-12-02;N
09.054.385/0001-44;2021-01-01;1;105069;INBRANDS S.A.;2007-06-30;A Companhia foi constituída sob a forma de sociedade limitada e transformada em sociedade por ações em 30 de agosto de 2008.;BR;Brasil;;2011-08-08;N
09.074.183/0001-64;2021-01-01;1;105252;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;2007-07-20;Construída sob a forma de sociedade por ações;BR;Brasil;;2010-11-05;N
09.083.175/0001-84;2021-01-01;8;111419;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;2007-08-24;Sociedade anônima;BR;Brasil;;2021-02-03;N
09.095.183/0001-40;2021-01-01;5;115430;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1964-02-14;Sociedade constituída por ações.;BR;Brasil;;2009-11-19;N
09.112.685/0001-32;2021-01-01;5;115590;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2007-09-03;A Companhia foi constituída em 3 de setembro de 2007, na Cidade do Rio de Janeiro, Estado do Rio de Janeiro, Brasil, sob a forma de uma sociedade por ações de capital fechado. Em 26 de fevereiro de 2008, a Companhia obteve registro de companhia aberta perante a CVM, passando a ser uma sociedade por ações de capital aberto.;BR;Brasil;;2008-02-26;N
09.114.805/0001-30;2021-01-01;13;116042;OCEANPACT SERVIÇOS MARITIMOS S.A.;2007-08-01;Sociedade limitada;BR;Brasil;;2021-02-10;N
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;1971-04-16;Sociedade Anônima;BR;Brasil;;1977-07-20;N
09.146.451/0001-06;2021-01-01;10;114552;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;2007-09-27;Sociedade por ações.;BR;Brasil;;2021-05-03;N
