CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Passivo;Indice_Endividamento;Tipo_Indice;Descricao_Outro_Indice
06.164.253/0001-87;2021-01-01;26;115734;2020-01-01;2020-12-31;0.00;13.73400000;Outros índices;Dívida Líquida Ajustada / Adjusted EBITDA = ((+) Empréstimos e financiamentos (+) Arrendamentos (-) Bônus perpétuos (-) Caixa e equivalentes de caixa (-) Aplicações financeiras e (-) Caixa restrito)/ Adjusted EBITDA (seção 3.2).Indicador importante na avaliação condição financeira da capacidade da Companhia de cumprir com as obrigações de dívida.
06.272.793/0001-84;2021-01-01;4;115482;2020-01-01;2020-12-31;4897053000.00;1.63000000;Índice de Endividamento;
06.347.409/0001-65;2021-01-01;4;114698;2020-01-01;2020-12-31;5548367.00;4.60001044;Índice de Endividamento;
06.626.253/0001-51;2021-01-01;10;115321;2020-01-01;2020-12-31;3812855.00;1.96000000;Índice de Endividamento;
06.948.969/0001-75;2021-01-01;3;106436;2020-01-01;2020-12-31;1058268813.06;0.39512212;Índice de Endividamento;
06.977.745/0001-91;2021-01-01;16;115718;2020-01-01;2020-12-31;7919451646.65;0.70422560;Índice de Endividamento;
06.977.751/0001-49;2021-01-01;10;115860;2020-01-01;2020-12-31;0.00;0.15124596;Outros índices;Índice financeiro decorrente do quociente da divisão do valor da (i) Dívida Líquida (correspondente ao somatório dos saldos de empréstimos e financiamentos - circulante e não circulante, instrumentos financeiros derivativos registrados no passivo - circulante, e todas obrigações por aquisições de imóveis - circulante e não circulante, reduzido dos saldos de caixa e equivalentes de caixa e instrumentos financeiros registrados no ativo) pelo (ii) saldo de Propriedades para Investimento. O acompanhamento deste índice financeiro é requerido pelas escrituras de emissão de nossas debêntures em circulação, vide item 10.1.(iv) deste Formulário de Referência.
06.977.751/0001-49;2021-01-01;10;115860;2020-01-01;2020-12-31;0.00;0.13446223;Outros índices;Índice financeiro decorrente do quociente da divisão dovalor da (i) Dívida Líquida (correspondente ao somatório dos saldos de empréstimos e financiamentos - circulante e não circulante, instrumentos financeiros derivativos registrados no passivo - circulante, e todas obrigações por aquisições de imóveis - circulante e não circulante, reduzido dos saldos de caixa e equivalentes de caixa, títulos e valores mobiliários e instrumentos financeiros registrados no ativo) pelo (ii) saldo de Propriedades para Investimento. O acompanhamento deste índice financeiro é requerido pelas escrituras de emissão de nossas debêntures em circulação, vide item 10.1.(iv) deste Formulário de Referência
06.977.751/0001-49;2021-01-01;10;115860;2020-01-01;2020-12-31;3374553000.00;0.46356278;Índice de Endividamento;
06.981.176/0001-58;2021-01-01;8;115711;2020-01-01;2020-12-31;0.00;0.54910119;Outros índices;Índice: Dívida líquida/ (dívida líquida + patrimônio líquido)Justificativa: Esse índice reflete um indicador amplamente utilizado e divulgado ao mercado, que mede a relação consolidada de endividamento medida por Dívida líquida/ (dívida líquida + patrimônio líquido). Em 31 de dezembro de 2020, a dívida líquida da Companhia era de R$7.114.552 milhões
06.981.176/0001-58;2021-01-01;8;115711;2020-01-01;2020-12-31;0.00;2.75118020;Outros índices;Índice: Dívida líquida/ LajidaJustificativa: Esse índice é uma medição não contábil elaborada pela Companhia e amplamente utilizado e divulgado ao mercado, que mede o endividamento consolidado da Companhia em relação ao seu LAJIDA (Lucro antes de Juros, Impostos, Depreciação e Amortização). Em 31 de dezembro de 2020, a dívida líquida da Companhia era de R$7.114.552 milhões e o LAJIDA da Companhia era de R$2.586.000 milhões
06.981.176/0001-58;2021-01-01;8;115711;2020-01-01;2020-12-31;14613694000.00;2.50141497;Índice de Endividamento;
06.981.180/0001-16;2021-01-01;8;115712;2020-01-01;2020-12-31;0.00;0.23615700;Outros índices;Índice => Dívida líquida/ (dívida líquida + patrimônio líquido) Justificativa: Esse índice reflete um indicador amplamente utilizado e divulgado ao mercado, que mede a relação consolidada de endividamento medida por Dívida líquida/ (dívida líquida + patrimônio líquido).Em 31 de dezembro de 2020, a dívida líquida da Companhia era de R$1.862 milhões
06.981.180/0001-16;2021-01-01;8;115712;2020-01-01;2020-12-31;0.00;0.81261676;Outros índices;Índice => Dívida líquida/ LajidaJustificativa: Esse índice é uma medição não contábil elaborada pela Companhia e amplamente utilizado e divulgado ao mercado, que mede o endividamento consolidado da Companhia em relação ao seu LAJIDA (Lucro antes de Juros, Impostos, Depreciação e Amortização).Em 31 de dezembro de 2020, a dívida líquida da Companhia era de R$1.862 milhões e o LAJIDA da Companhia era de R$2.291 milhões.
06.981.180/0001-16;2021-01-01;8;115712;2020-01-01;2020-12-31;19119392000.00;3.17511850;Índice de Endividamento;
06.981.381/0001-13;2021-03-31;5;108105;2019-04-01;2020-03-31;195728175.04;0.24723433;Índice de Endividamento;
06.981.381/0001-13;2021-03-31;5;108105;2020-04-01;2021-03-31;225655000.00;0.32939162;Índice de Endividamento;
07.040.108/0001-57;2021-01-01;8;114245;2020-01-01;2020-12-31;1345694000.00;0.53595674;Índice de Endividamento;
07.043.628/0001-13;2021-01-01;2;114421;2020-01-01;2020-12-31;56307370348.85;2.72469089;Índice de Endividamento;
07.047.251/0001-70;2021-01-01;10;115686;2020-01-01;2020-12-31;6135836000.00;1.89931739;Índice de Endividamento;
07.119.838/0001-48;2021-01-01;2;114148;2020-01-01;2020-12-31;8949.00;0.67851998;Índice de Endividamento;
07.206.816/0001-15;2021-01-01;8;114440;2020-01-01;2020-12-31;0.00;0.35988225;Outros índices;Divida Líquida: R$ 350.622.568,84 / EBITDA dos últimos 12 meses: R$ 974.270.231,11 = 0,359882256. A Companhia analisa a sua situação financeira e endividamento pelo indicador da Dívida Líquida, que é composta pela soma dos empréstimos e financiamentos de instituições financeiras, financiamentos de impostos,financiamentos diretos, de curto e longo prazo, deduzida dos saldos de caixa e equivalentes de caixa e de aplicações financeiras de longo prazo.A Companhia entende que o índice Dívida Líquida/EBITDA dos últimos 12 meses pode contribuir para a correta compreensão da situação financeira e do nível de endividamento da Companhia, pois reflete de forma apropriada o nível de endividamento da Companhia e da capacidade de pagamento.Em virtude do EBITDA ser um indicador financeiro utilizado para avaliar o resultado de empresas sem a influência de sua estrutura de capital, de efeitos tributários e outros impactos contábeis sem reflexo direto no seu fluxo de caixa, como é o caso de depreciação, a Companhia acredita que o EBITDA é uma medição importante para a compreensão da sua solidez financeira e capacidade de geração de caixa, além de contribuir para a compreensão de seu desempenho operacional. Para maiores detalhes,consultar o item 3.2 deste Formulário de Referência.Neste contexto, a capacidade do índice Dívida Líquida/EBITDA dos últimos 12 meses de representar apropriadamente a capacidade de pagamento da Companhia advém da crença da administração de que o EBITDA reflete o resultado operacional contábil sem o efeito de itens não caixa relevantes ( como a depreciação).
07.206.816/0001-15;2021-01-01;8;114440;2020-01-01;2020-12-31;3084290437.91;46.41123225;Índice de Endividamento;
07.237.373/0001-20;2021-01-01;17;114093;2020-01-01;2020-12-31;55645665000.00;9.02000000;Índice de Endividamento;
07.253.321/0001-47;2021-01-01;1;105092;2020-01-01;2020-12-31;126219266.82;1.81824000;Índice de Endividamento;
07.275.159/0001-68;2021-01-01;1;104187;2020-01-01;2020-12-31;3865367.54;27.67000000;Índice de Endividamento;
07.282.377/0001-20;2021-01-01;5;115461;2020-01-01;2020-12-31;1761762000.00;2.92815413;Índice de Endividamento;
07.334.600/0001-35;2021-01-01;1;104809;2020-01-01;2020-12-31;76458413.63;91.26997850;Índice de Endividamento;
07.401.436/0001-31;2021-01-01;3;108232;2020-01-01;2020-12-31;0.00;3.15000000;Outros índices;Utilizamos o índice de endividamento/alavancagem, conforme        fórmula abaixo:Dívida Líquida (Dívida Bruta - Caixa/equivalentes de caixa e aplicações financeiras) /EBITDA.  Essa é a métrica mais comumente utilizada no setor para mensuração do nível de endividamento, possibilitando comparabilidade na análise da alavancagem das companhias, uma vez que apresenta de forma simplificada a relação entre o endividamento assumido e a geração operacional de caixa, mensurada pelo EBITDA.Por este motivo, a Companhia entende ser este o índice maisapropriado para mensurar o seu nível de endividamento. 
07.401.436/0001-31;2021-01-01;3;108232;2020-01-01;2020-12-31;7726957170.25;3.15000000;Índice de Endividamento;
07.415.333/0001-20;2021-01-01;17;115529;2020-01-01;2020-12-31;22338398000.00;87.38762000;Índice de Endividamento;
07.437.016/0001-05;2021-01-01;3;114161;2020-01-01;2020-12-31;185830216.43;454.50000000;Índice de Endividamento;
07.437.016/0001-05;2021-01-01;3;114161;2020-01-01;2020-12-31;0.00;373.62000000;Outros índices;Desconsiderando a parcela de empréstimos e financiamentos modalidade FSA caracterizadas como subvenção
07.526.557/0001-00;2021-01-01;12;114809;2020-01-01;2020-12-31;50045445.00;0.66600000;Índice de Endividamento;
07.587.384/0001-30;2021-01-01;2;114318;2020-01-01;2020-12-31;2476000.00;1.91789311;Índice de Endividamento;
07.587.384/0001-30;2021-01-01;2;114318;2021-01-01;2021-12-31;3355000.00;4.02277817;Índice de Endividamento;
07.594.978/0001-78;2021-01-01;13;114215;2020-01-01;2020-12-31;6025189000.00;2.44000000;Índice de Endividamento;
07.594.978/0001-78;2021-01-01;13;114215;2020-01-01;2020-12-31;0.00;5.64000000;Outros índices;Dívida Líquida / EBITDA: Método: endividamento líquido em 31 de dezembro de 2020, dividido pelo EBITDA do exercício de 2020. A Companhia acredita que o índice de dívida líquida sobre EBITDA seja apropriado para a correta compreensão da situação financeira da companhia, pois mensura sua capacidade de pagar a dívida através de sua geração operacional de caixa.
07.594.978/0001-78;2021-01-01;13;114215;2021-01-01;2021-12-31;6077588000.00;2.47000000;Índice de Endividamento;
07.594.978/0001-78;2021-01-01;13;114215;2021-01-01;2021-12-31;0.00;20.71000000;Outros índices;Dívida Líquida / EBITDA: Método: endividamento líquido em 31 de março de 2021, dividido pelo EBITDA do período de doze meses findo em 31 de março de 2021. A Companhia acredita que o índice de dívida líquida sobre EBITDA seja apropriado para a correta compreensão da situação financeira da companhia, pois mensura sua capacidade de pagar a dívida através de sua geração operacional de caixa.
07.628.528/0001-59;2021-06-30;13;110463;2019-07-01;2020-06-30;922799000.00;0.82277506;Índice de Endividamento;
07.628.528/0001-59;2021-06-30;13;110463;2020-07-01;2021-06-30;937147000.00;0.77801752;Índice de Endividamento;
07.636.657/0001-99;2021-01-01;4;114311;2020-01-01;2020-12-31;1217886000.00;2.29977699;Índice de Endividamento;
07.659.538/0001-51;2021-01-01;3;108843;2020-01-01;2020-12-31;484092.73;0.03755000;Índice de Endividamento;
07.689.002/0001-89;2021-01-01;9;115513;2020-01-01;2020-12-31;39540130000.00;2.58900000;Índice de Endividamento;
07.689.002/0001-89;2021-01-01;9;115513;2020-01-01;2020-12-31;0.00;49.75000000;Outros índices;Nível de alavancagem Financeira (Dívida líquida/EBITDA) - (49,75)Método utilizado para calcular: Dívida Líquida: dividida pelo EBITDA: calculado utilizando-se o lucro operacional antes das receitas (despesas) financeiras consolidadas, desconsiderando o efeito da depreciação e amortização.A Companhia entende que este índice possibilita o entendimento do nível de alavancagem, ou seja, quantos anos levaria para pagar a dívida, se a dívida líquida e o EBITDA forem mantidos constantes.
07.689.002/0001-89;2021-01-01;9;115513;2020-01-01;2020-12-31;0.00;4.40000000;Outros índices;Prazo médio do endividamentoMétodo utilizado para calcular o índice: prazo médio ponderado das amortizações do principal das dívidas com vencimento no curto e longo prazo. A Companhia entende que este índice possibilita a gestão do fluxo de vencimento de dívidas devido às disponibilidades e projeções futuras de geração de caixa.
07.689.002/0001-89;2021-01-01;9;115513;2020-01-01;2020-12-31;0.00;8.81100000;Outros índices;Dívida liquida: R$ 8.811.513.000,00. Método utilizado para calcular: Total dos Empréstimos e Financiamentos deduzindo-se o Caixa e equivalentes em caixa, Investimentos Financeiros e Títulos e Valores Mobiliários.A Companhia entende que este item permite uma melhor avaliação de sua capacidade de liquidez.
07.704.246/0001-93;2021-01-01;4;114752;2020-01-01;2020-12-31;139371000.00;2.62419500;Índice de Endividamento;
07.718.269/0001-57;2021-01-01;6;115578;2020-01-01;2020-12-31;2059032000.00;1.86211686;Índice de Endividamento;
07.802.794/0001-56;2021-01-01;4;115874;2020-01-01;2020-12-31;959401.00;3.38992986;Índice de Endividamento;
07.802.794/0001-56;2021-01-01;4;115874;2020-01-01;2020-12-31;0.00;2.11115342;Outros índices;Dívida Líquida / EBITDA.Índice comumente utilizado pelo mercado financeiro.Dívida Liquida: R$ 471.239.EBITDA: R$ 223.214.
07.816.890/0001-53;2021-01-01;8;114661;2020-01-01;2020-12-31;4331261000.00;31.98000000;Índice de Endividamento;
07.820.907/0001-46;2021-01-01;5;114873;2020-01-01;2020-12-31;13839000.00;0.12906625;Índice de Endividamento;
07.823.262/0001-03;2021-01-01;4;113763;2020-01-01;2020-12-31;182638000.00;0.86243255;Índice de Endividamento;
07.823.262/0001-03;2021-01-01;4;113763;2021-01-01;2021-12-31;616421000.00;2.75553301;Índice de Endividamento;
07.857.093/0001-14;2021-01-01;6;112297;2020-01-01;2020-12-31;1161337000.00;7.10000000;Índice de Endividamento;
07.857.850/0001-50;2021-01-01;11;115791;2020-01-01;2020-12-31;701484.00;29.04350490;Índice de Endividamento;
07.859.510/0001-68;2021-01-01;4;114054;2020-01-01;2020-12-31;1538090000.00;0.99903156;Índice de Endividamento;
07.859.971/0001-30;2021-01-01;6;112127;2020-01-01;2020-12-31;8079515000.00;1.34079717;Índice de Endividamento;
07.976.147/0001-60;2021-01-01;6;109855;2020-01-01;2020-12-31;3649939.00;0.96035181;Índice de Endividamento;
08.065.557/0001-12;2021-01-01;17;115561;2020-01-01;2020-12-31;0.00;0.25066142;Outros índices;Devido ao [i] ciclo longo do setor de atuação da Companhia: e [ii] às características específicas de alguma dívidas (tal como a dívida atrelada ao Sistema Financeiro de Habitação - SFH, cuja amortização é realizada através do repasse de recebíveis de clientes que optam por financiar o saldo devedor, após a conclusão do empreendimento, junto a instituições financeiras), a Companhia utiliza os seguintes índices para verificação de seu índice de endividamento:a divisão entre: (1) a Dívida Líquida sobre (2) Patrimônio Líquido, que deverá ser inferior a 0,70 (sete décimos)Onde: "Dívida Líquida" corresponde à somatória, apurada com base nas demonstrações financeiras consolidadas auditadas ou revisadas da Companhia: (a) dos empréstimos e financiamentos de curto e longo prazos, incluídos os títulos descontados com regresso, arrendamento mercantil/leasing financeiro e os títulos de renda fixa frutos de emissão pública ou privada, nos mercados local ou internacional, (b) mútuo(s) passivo(s) contraído(s) pela Emissora, exceto os que tenham prazo de vencimento posterior à Data de Vencimento desta Emissão e não incorram em qualquer remuneração a ser paga pela Emissora antes da Data de Vencimento (c) instrumentos derivativos, acrescidos (se passivo) e decrescidos (se ativo) menos (d) o somatório dos valores em caixa, bancos e aplicações financeiras. Os itens (a), (c) e (d) acima são calculados na proporção da participação Emissora nas respectivas SPEs não consolidadas em suas demonstrações financeiras, mediante apresentação de balanço patrimonial da SPE, assinado pelo contador responsável em conjunto com o diretor financeiro da Emissora e"Patrimônio Líquido" é o patrimônio da Companhia, excluídos os valores da conta de reservas de reavaliação, se houver.
08.065.557/0001-12;2021-01-01;17;115561;2020-01-01;2020-12-31;0.00;0.27687192;Outros índices;Devido ao [i] ciclo longo do setor de atuação da Companhia: e [ii] às características específicas de alguma dívidas (tal como a dívida atrelada ao Sistema Financeiro de Habitação - SFH, cuja amortização é realizada através do repasse de recebíveis de clientes que optam por financiar o saldo devedor, após a conclusão do empreendimento, junto a instituições financeiras), a Companhia utiliza os seguintes índices para verificação de seu índice de endividamento:a) a divisão entre: (1) a Dívida Líquida (incluindo os valores de Financiamento à Produção) sobre (2) Patrimônio Líquido, que deverá ser igual ou inferior a 1,00 (um inteiro)Onde: "Dívida Líquida" corresponde à somatória, apurada com base nas demonstrações financeiras consolidadas auditadas da Companhia: (a) do valor de principal, juros e, quando devidos, demais encargos, inclusive moratórios, das dívidas de curto e de longo prazo decorrentes de: (i) qualquer mútuo, financiamento ou empréstimo contraído com instituições financeiras ou não, exceto aqueles realizados entre a Companhia e coligadas ou controladas, (ii) títulos de renda fixa, conversíveis ou não, em circulação no mercado de capitais local e/ou internacional, e (iii) instrumentos derivativos, menos (b) o somatório dos valores em caixa, bancos e aplicações financeiras"Financiamento à Produção" corresponde a qualquer financiamento contratado junto a uma instituição financeira ou no mercado de capitais, cujos recursos sejam direcionados à construção e desenvolvimento de empreendimentos residenciais, mas não a aquisição de terrenos para os mesmos, que estejam constantes nas rubricas "Financiamentos à Produção - SFH", "Financiamento à Produção - Capital de Giro" e "Financiamento à Produção - Dívida de Projetos" das notas explicativas das demonstrações financeiras da Companhia e"Patrimônio Líquido" é o patrimônio da Companhia, excluídos os valores da conta de reservas de reavaliação, se houver.
08.065.557/0001-12;2021-01-01;17;115561;2020-01-01;2020-12-31;0.00;2.39152511;Outros índices;Devido ao [i] ciclo longo do setor de atuação da Companhia e [ii] às características específicas de alguma dívidas (tal como a dívida atrelada ao Sistema Financeiro de Habitação - SFH, cuja amortização é realizada através do repasse de recebíveis de clientes que optam por financiar o saldo devedor, após a conclusão do empreendimento, junto a instituições financeiras), a Companhia utiliza os seguintes índices para verificação de seu índice de endividamento:a) a razão entre (A) a soma do Total de Recebíveis e Imóveis a Comercializar e (B) a soma da diferença entre a Dívida Líquida e Financiamento à Produção, Imóveis a Pagar e Custos e Despesas a Apropriar deverá ser sempre igual ou maior a 1,50 (um inteiro e cinquenta centésimos) ou menos que 0 (zero)Onde: "Dívida Líquida" corresponde à somatória, apurada com base nas demonstrações financeiras consolidadas auditadas da Emissora: (a) do valor de principal, juros e, quando devidos, demais encargos, inclusive moratórios, das dívidas de curto e de longo prazo decorrentes de: (i) qualquer mútuo, financiamento ou empréstimo contraído com instituições financeiras ou não, exceto aqueles realizados entre a Emissora e coligadas ou controladas, (ii) títulos de renda fixa, conversíveis ou não, em circulação no mercado de capitais local e/ou internacional, e (iii) instrumentos derivativos, menos (b) o somatório dos valores em caixa, bancos e aplicações financeiras"Financiamento à Produção" corresponde a qualquer financiamento contratado junto a uma instituição financeira ou no mercado de capitais, cujos recursos sejam direcionados à construção e desenvolvimento de empreendimentos residenciais, mas não a aquisição de terrenos para os mesmos, que estejam constantes nas rubricas "Financiamentos à Produção - SFH", "Financiamento à Produção - Capital de Giro" e "Financiamento à Produção - Dívida de Projetos" das notas explicativas das demonstrações financeiras da Emissora"Imóveis a Pagar" corresponde aos valores constantes na rubrica "Contas a pagar por aquisição de imóveis""Custos e Despesas a Apropriar" corresponde aos valores consolidados constantes nas rubricas "Receita de imóveis vendidos a apropriar" e "Custos orçados dos imóveis vendidos a apropriar", respectivamente, nas notas explicativas da Emissora"Total de Recebíveis" corresponde à soma dos valores constantes nas rubricas "Contas a Receber" e "Receita de imóveis vendidos a apropriar", no balanço patrimonial e nas notas explicativas da Emissora, respectivamente e"Imóveis a Comercializar" é o valor apresentado na rubrica "Imóveis a comercializar" do balanço patrimonial da Emissora.
08.065.557/0001-12;2021-01-01;17;115561;2020-01-01;2020-12-31;952535000.00;1.20380223;Índice de Endividamento;
08.065.557/0001-12;2021-01-01;17;115561;2020-01-01;2020-12-31;0.00;0.27687192;Outros índices;Devido ao [i] ciclo longo do setor de atuação da Companhia: e [ii] às características específicas de alguma dívidas (tal como a dívida atrelada ao Sistema Financeiro de Habitação - SFH, cuja amortização é realizada através do repasse de recebíveis de clientes que optam por financiar o saldo devedor, após a conclusão do empreendimento, junto a instituições financeiras), a Companhia utiliza os seguintes índices para verificação de seu índice de endividamento:a) razão entre: (A) a diferença entre a Dívida Líquida e o Financiamento à Produção e (B) Patrimônio Líquido, que deverá ser sempre igual ou inferior a 0,80 (oitenta centésimos)Onde: "Dívida Líquida" corresponde à somatória, apurada com base nas demonstrações financeiras consolidadas auditadas da Companhia: (a) do valor de principal, juros e, quando devidos, demais encargos, inclusive moratórios, das dívidas de curto e de longo prazo decorrentes de: (i) qualquer mútuo, financiamento ou empréstimo contraído com instituições financeiras ou não, exceto aqueles realizados entre a Companhia e coligadas ou controladas, (ii) títulos de renda fixa, conversíveis ou não, em circulação no mercado de capitais local e/ou internacional, e (iii) instrumentos derivativos, menos (b) o somatório dos valores em caixa, bancos e aplicações financeiras"Financiamento à Produção" corresponde a qualquer financiamento contratado junto a uma instituição financeira ou no mercado de capitais, cujos recursos sejam direcionados à construção e desenvolvimento de empreendimentos residenciais, mas não a aquisição de terrenos para os mesmos, que estejam constantes nas rubricas "Financiamentos à Produção - SFH", "Financiamento à Produção - Capital de Giro" e "Financiamento à Produção - Dívida de Projetos" das notas explicativas das demonstrações financeiras da Companhia e"Patrimônio Líquido" é o patrimônio da Companhia, excluídos os valores da conta de reservas de reavaliação, se houver.
08.070.508/0001-78;2021-03-31;5;108095;2019-04-01;2020-03-31;37311827.00;0.83099800;Índice de Endividamento;
08.078.847/0001-09;2021-01-01;6;114671;2020-01-01;2020-12-31;224400000.00;1.29413257;Índice de Endividamento;
08.159.965/0001-33;2021-01-01;10;112590;2020-01-01;2020-12-31;2123857000.00;2.62229496;Índice de Endividamento;
08.170.849/0001-15;2021-01-01;17;115570;2020-01-01;2020-12-31;289355000.00;2.51126077;Índice de Endividamento;
08.170.849/0001-15;2021-01-01;17;115570;2021-01-01;2021-12-31;530848000.00;2.91340164;Índice de Endividamento;
08.213.823/0001-07;2021-01-01;2;111162;2020-01-01;2020-12-31;1789000.00;0.00830598;Índice de Endividamento;
08.213.823/0001-07;2021-01-01;2;111162;2021-01-01;2021-12-31;417533000.00;1.94663154;Índice de Endividamento;
08.294.224/0001-65;2021-01-01;8;115654;2020-01-01;2020-12-31;3455363000.00;0.90296746;Índice de Endividamento;
08.312.229/0001-73;2021-01-01;6;115668;2020-01-01;2020-12-31;580424.00;14.03000000;Índice de Endividamento;
08.324.196/0001-81;2021-01-01;9;114379;2020-01-01;2020-12-31;3287519324.49;2.47344207;Índice de Endividamento;
08.343.492/0001-20;2021-01-01;12;115303;2020-01-01;2020-12-31;12027430610.00;1.99308320;Índice de Endividamento;
08.343.492/0001-20;2021-01-01;12;115303;2020-01-01;2020-12-31;0.00;0.31500000;Outros índices;O Índice de endividamento utilizado é o resultado da divisão da Dívida Líquida da Companhia por seu Patrimônio Líquido. A Dívida Líquida é composta por saldos de Empréstimos e Financiamentos (Dívida Bruta) deduzidos dos saldos de Caixa e Equivalentes de Caixa, de Títulos e Valores Mobiliários e de Instrumentos Financeiros Derivativos. O Patrimônio Líquido demonstra a estrutura de capital da Companhia. A Companhia entende que o referido índice demonstra de forma adequada o seu grau de alavancagem em relação ao próprio patrimônio.
08.364.948/0001-38;2021-01-01;13;113780;2020-01-01;2020-12-31;13631828000.00;1.52401483;Índice de Endividamento;
08.397.078/0001-01;2021-01-01;2;111434;2020-01-01;2020-12-31;10943000.00;0.48575100;Índice de Endividamento;
08.397.078/0001-01;2021-01-01;2;111434;2021-01-01;2021-12-31;592320000.00;4.53746000;Índice de Endividamento;
08.402.943/0001-52;2021-01-01;7;115622;2020-01-01;2020-12-31;8799249683.74;1.75027847;Índice de Endividamento;
08.424.178/0001-71;2021-01-01;1;105171;2020-01-01;2020-12-31;94608134.85;100.00000000;Índice de Endividamento;
08.439.659/0001-50;2021-01-01;3;114179;2020-01-01;2020-12-31;6299249000.00;1.05514100;Índice de Endividamento;
08.467.115/0001-00;2021-01-01;10;115478;2020-01-01;2020-12-31;9757757751.57;1.40650574;Índice de Endividamento;
08.493.364/0001-62;2021-03-31;1;97988;2019-04-01;2020-03-31;1037664479.52;0.97517322;Índice de Endividamento;
08.493.364/0001-62;2021-04-01;1;106525;2020-04-01;2021-03-31;0.00;97.40000000;Outros índices;O Índice utilizado é o quociente da Dívida Líquida da Companhia por tonelada de cana moída  pela Companhia no exercício encerrado em 31/03/2021. A Dívida Líquida é composta por saldos de empréstimos e financiamentos (corrente e não corrente) (dívida bruta), deduzidos dos saldos de caixa e equivalentes de caixa e aplicações financeiras.  A Companhia entende que o referido índice demonstra de forma adequada o seu grau de alavancagem em relação a sua capacidade de moagem.
08.493.364/0001-62;2021-04-01;1;106525;2020-04-01;2021-03-31;3024840.00;11.43705859;Índice de Endividamento;
08.560.444/0001-93;2021-01-01;6;112634;2020-01-01;2020-12-31;615208000.00;0.57726390;Índice de Endividamento;
08.574.411/0001-00;2021-01-01;2;114455;2020-01-01;2020-12-31;89941000.00;1.54000000;Índice de Endividamento;
08.613.550/0001-98;2021-01-01;10;113739;2020-01-01;2020-12-31;247017000.00;5.90921487;Índice de Endividamento;
08.764.621/0001-53;2021-01-01;5;114452;2020-01-01;2020-12-31;2161948000.00;4.61339176;Índice de Endividamento;
08.769.451/0001-08;2021-01-01;10;111129;2020-01-01;2020-12-31;47140000.00;13.06541020;Índice de Endividamento;
08.769.451/0001-08;2021-01-01;10;111129;2021-01-01;2021-12-31;71050000.00;20.03666103;Índice de Endividamento;
08.769.451/0001-08;2021-12-31;3;101031;2020-01-01;2020-09-30;41393000.00;10.96503311;Índice de Endividamento;
08.773.135/0001-00;2021-01-01;14;115502;2020-01-01;2020-12-31;437371000.00;0.72831300;Índice de Endividamento;
08.773.191/0001-36;2021-01-01;1;105324;2020-01-01;2020-12-31;30154.00;2.02240100;Índice de Endividamento;
08.795.211/0001-70;2021-01-01;1;105502;2020-01-01;2020-12-31;190354000.00;2.79587210;Índice de Endividamento;
08.797.760/0001-83;2021-01-01;4;114521;2020-01-01;2020-12-31;1002324998.83;1.47275115;Índice de Endividamento;
08.801.621/0001-86;2021-01-01;12;115487;2020-01-01;2020-12-31;0.00;4.70384255;Outros índices;Dívida Líquida / EBITDA dos últimos doze meses findos em 31 de dezembro de 2020. A Companhia monitora esse índice para fins de acompanhamento dos covenants constantes das emissões de debêntures da Companhia.
08.801.621/0001-86;2021-01-01;12;115487;2020-01-01;2020-12-31;1984728000.00;0.67502176;Índice de Endividamento;
08.807.432/0001-10;2021-01-01;10;115625;2020-01-01;2020-12-31;6060298394.21;0.65000000;Índice de Endividamento;
08.810.422/0001-34;2021-01-01;3;113922;2020-01-01;2020-12-31;692821517.33;0.53090000;Índice de Endividamento;
08.811.643/0001-27;2021-01-01;4;119752;2020-01-01;2020-12-31;964001000.00;0.05155300;Índice de Endividamento;
08.822.767/0001-08;2021-01-01;4;112481;2020-01-01;2020-12-31;780799.00;3.82000000;Índice de Endividamento;
08.827.501/0001-58;2021-01-01;7;115551;2020-01-01;2020-12-31;8525309.00;4.26062000;Índice de Endividamento;
08.873.873/0001-10;2021-01-01;20;114763;2020-01-01;2020-12-31;9209522829.93;88.90806100;Índice de Endividamento;
08.902.291/0001-15;2021-01-01;9;114689;2020-01-01;2020-12-31;9020709899.16;0.85000000;Índice de Endividamento;
08.926.302/0001-05;2021-01-01;9;114842;2020-01-01;2020-12-31;1044174000.00;4.34400000;Índice de Endividamento;
08.937.002/0001-13;2021-01-01;1;104847;2020-01-01;2020-12-31;480864945.00;1.00000000;Índice de Endividamento;
09.041.168/0001-10;2021-01-01;10;113943;2020-01-01;2020-12-31;1132222000.00;0.26879696;Índice de Endividamento;
09.042.817/0001-05;2021-01-01;18;115635;2020-01-01;2020-12-31;302300.00;0.66159200;Índice de Endividamento;
09.053.134/0001-45;2021-01-01;7;109334;2020-01-01;2020-12-31;1935832.00;0.54173362;Índice de Endividamento;
09.054.385/0001-44;2021-01-01;1;105069;2020-01-01;2020-12-31;857360000.00;2.35825500;Índice de Endividamento;
09.074.183/0001-64;2021-01-01;1;105252;2020-01-01;2020-12-31;250893.00;1.14000000;Índice de Endividamento;
09.083.175/0001-84;2021-01-01;8;111419;2020-01-01;2020-12-31;134538000.00;2.26293038;Índice de Endividamento;
09.095.183/0001-40;2021-01-01;5;115430;2020-01-01;2020-12-31;2171140000.00;1.93515207;Índice de Endividamento;
09.112.685/0001-32;2021-01-01;5;115590;2020-01-01;2020-12-31;6946320000.00;1.27000000;Índice de Endividamento;
