CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Passivo;Indice_Endividamento;Tipo_Indice;Descricao_Outro_Indice
04.902.979/0001-44;2021-01-01;6;114494;2020-01-01;2020-12-31;18398911455.62;7.61293104;Índice de Endividamento;
04.912.242/0001-02;2021-01-01;1;104814;2020-01-01;2020-12-31;1920000.00;91.00000000;Índice de Endividamento;
04.913.711/0001-08;2021-01-01;11;114447;2020-01-01;2020-12-31;9101977524.24;6.13101788;Índice de Endividamento;
04.972.092/0001-22;2021-01-01;6;111173;2020-01-01;2020-12-31;883716000.00;4.09820298;Índice de Endividamento;
04.972.092/0001-22;2021-01-01;6;111173;2020-01-01;2020-12-31;0.00;0.86537082;Outros índices;Este índice de endividamento representa a dívida líquida da Companhia sobre o EBITDA Ajustado dos últimos 12 meses. Para maiores informações, vide item 3.2 deste Formulário de Referência. A Companhia utiliza esse índice para aferir quanto tempo sua geração operacional de caixa levaria para realizar o pagamento de sua dívida líquida. Apesar de ser uma medida não contábil, este índice é comumente utilizado pelo mercado financeiro e de capitais, permitindo a comparação com negócios semelhantes ao da Companhia.
04.986.320/0001-13;2021-01-01;4;111221;2020-01-01;2020-12-31;1664998000.00;0.53857547;Índice de Endividamento;
04.992.714/0001-84;2021-01-01;10;114813;2020-01-01;2020-12-31;0.00;3.75840890;Outros índices;Passivo Circulante mais o Não Circulante, dividido pelo Patrimônio Líquido.
05.197.443/0001-38;2021-01-01;17;115749;2020-01-01;2020-12-31;5688732000.00;0.73000000;Índice de Endividamento;
05.303.439/0001-07;2021-01-01;3;109741;2020-01-01;2020-12-31;3859062821.58;67.13292754;Índice de Endividamento;
05.303.439/0001-07;2021-01-01;3;109741;2021-01-01;2021-12-31;4582047935.09;6.73305984;Índice de Endividamento;
05.336.882/0001-84;2021-01-01;2;109027;2020-01-01;2020-12-31;133284303.57;0.45000000;Índice de Endividamento;
05.347.060/0001-07;2021-01-01;3;112411;2020-01-01;2020-12-31;27549000.00;0.49611021;Índice de Endividamento;
05.721.735/0001-28;2021-01-01;10;106624;2020-01-01;2020-12-31;3165331000.00;1.41563500;Índice de Endividamento;
05.730.375/0001-20;2021-01-01;4;108514;2020-01-01;2020-12-31;2011756000.00;0.59836578;Índice de Endividamento;
05.799.312/0001-20;2021-01-01;6;109045;2020-01-01;2020-12-31;2124879000.00;0.73030000;Índice de Endividamento;
05.878.397/0001-32;2021-01-01;10;114667;2020-01-01;2020-12-31;3270493000.00;0.42936298;Índice de Endividamento;
05.889.284/0001-32;2021-01-01;1;104949;2020-01-01;2020-12-31;25346605.00;1.78939716;Índice de Endividamento;
05.917.486/0001-40;2021-01-01;12;111907;2020-01-01;2020-12-31;781351000.00;6.01228849;Índice de Endividamento;
05.917.486/0001-40;2021-01-01;12;111907;2021-01-01;2021-12-31;916821000.00;1.48795930;Índice de Endividamento;
06.016.348/0001-53;2021-01-01;1;105221;2020-01-01;2020-12-31;333011514.97;9.78099500;Índice de Endividamento;
06.047.087/0001-39;2021-01-01;12;115656;2020-01-01;2020-12-31;31654862.00;2.26070922;Índice de Endividamento;
06.047.087/0001-39;2021-01-01;12;115656;2021-01-01;2021-12-31;32308028.00;2.25799207;Índice de Endividamento;
06.057.223/0001-71;2021-01-01;18;115525;2020-01-01;2020-12-31;17411000000.00;12.97253000;Índice de Endividamento;
06.164.253/0001-87;2021-01-01;26;115734;2020-01-01;2020-12-31;26581195000.00;1.93100000;Índice de Endividamento;
06.164.253/0001-87;2021-01-01;26;115734;2020-01-01;2020-12-31;0.00;16.23900000;Outros índices;Dívida Líquida Ajustada /  EBITDA = ((+) Empréstimos e financiamentos (+) Arrendamentos (-) Bônus perpétuos (-) Caixa e equivalentes de caixa (-) Aplicações financeiras e (-) Caixa restrito)/ EBITDA (seção 3.2).Informação comumente utilizada pelas empresas do setor aéreo, importante na avaliação condição financeira da capacidade da Companhia de cumprir com as obrigações de dívida.
