CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;254175;Capital Integralizado;2020-02-28;150000.00;;2482204;4964408;7446612
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;254176;Capital Emitido;2019-01-31;1778855.69;NÃO APLICÁVEL;10317616;20635072;30952688
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;254177;Capital Subscrito;2019-01-31;1775855.69;NÃO APLICÁVEL;10317616;20635072;30952688
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;254178;Capital Subscrito;2019-01-31;1775855.69;NÃO APLICÁVEL;10317616;20635072;30952688
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;262683;Capital Integralizado;2020-04-14;3107338889.88;;49457271;18407491;67864762
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;262684;Capital Integralizado;2018-01-11;1594666570.00;;39272779;10332711;49605490
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;262685;Capital Integralizado;2013-06-28;263145011.82;;97439719;21002999;118442718
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;262686;Capital Integralizado;2012-07-04;719454543.77;;97439719;21002999;118442718
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;262687;Capital Integralizado;2010-12-03;419454543.77;;88695913;21002999;109698912
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;262688;Capital Integralizado;2009-02-19;419454543.77;;886959131950;210029997060;1096989129010
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;258230;Capital Integralizado;2020-04-30;5080323.75;;20898994;0;20898994
00.383.281/0001-09;2021-01-01;11;113008;BNDES PARTICIPACOES S.A. - BNDESPAR;256232;Capital Autorizado;2018-06-29;100000000000.00;;0;0;0
00.383.281/0001-09;2021-01-01;11;113008;BNDES PARTICIPACOES S.A. - BNDESPAR;256233;Capital Emitido;2013-02-14;60344503780.65;;1000000;0;1000000
00.383.281/0001-09;2021-01-01;11;113008;BNDES PARTICIPACOES S.A. - BNDESPAR;256234;Capital Subscrito;2013-02-14;60344503780.65;;1000000;0;1000000
00.383.281/0001-09;2021-01-01;11;113008;BNDES PARTICIPACOES S.A. - BNDESPAR;256235;Capital Integralizado;2013-02-14;60344503780.65;;1000000;0;1000000
00.389.481/0001-79;2021-01-01;3;114534;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;260514;Capital Subscrito;2022-04-30;1093350865.39;;211815;0;211815
00.389.481/0001-79;2021-01-01;3;114534;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;260515;Capital Integralizado;2022-04-30;1093350865.39;;211815;0;211815
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;258874;Capital Emitido;2021-06-24;8797491206.26;Totalmente integralizado.;1293373691;1285229952;2578603643
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;258875;Capital Subscrito;2021-06-24;8797491206.26;;1293373691;1285229952;2578603643
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;258876;Capital Integralizado;2021-06-24;8797491206.26;;1293373691;1285229952;2578603643
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;258877;Capital Autorizado;2021-06-24;12000000000.00;;0;0;0
00.545.378/0001-70;2021-01-01;2;105553;SERRA AZUL WATER PARK SA;236473;Capital Autorizado;2010-04-30;32683241.00;;29188116;0;29188116
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;258353;Capital Integralizado;2021-12-15;1933384329.14;;352823928;0;352823928
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;258354;Capital Integralizado;2021-06-24;1673384330.74;;307533270;0;307533270
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;258355;Capital Integralizado;2021-01-14;1503384332.12;;277383387;0;218370694
00.644.907/0001-93;2021-01-01;1;105249;INVESTCO S.A.;235532;Capital Subscrito;2009-04-07;961793701.46;;402202308;384203962;786406270
00.644.907/0001-93;2021-01-01;1;105249;INVESTCO S.A.;235533;Capital Integralizado;2009-04-07;961793701.46;;402202308;384203962;786406270
00.743.065/0001-27;2021-01-01;3;114240;LITEL PARTICIPACOES S.A.;259132;Capital Emitido;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2021-01-01;3;114240;LITEL PARTICIPACOES S.A.;259133;Capital Subscrito;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2021-01-01;3;114240;LITEL PARTICIPACOES S.A.;259134;Capital Integralizado;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2021-01-01;3;114240;LITEL PARTICIPACOES S.A.;259135;Capital Autorizado;1995-07-27;0.00;;600000000;0;600000000
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;262633;Capital Emitido;2022-04-25;15385586104.11;25/04/2022;907116900;0;907116900
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;262634;Capital Subscrito;2022-04-25;15385586104.11;25/04/2022;907116900;0;907116900
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;262635;Capital Integralizado;2022-04-25;15385586104.11;25/04/2022;907116900;0;907116900
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;262636;Capital Autorizado;2021-06-10;0.00;;1250000000;0;1250000000
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;262453;Capital Emitido;2022-04-27;4207443092.13;;756010104;1058632636;1814642740
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;262454;Capital Subscrito;2022-04-27;4207443092.13;;756010104;1058632636;1814642740
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;262455;Capital Integralizado;2022-04-27;4207443092.13;;756010104;1058632636;1814642740
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;262456;Capital Autorizado;2020-04-28;0.00;;1000000000;2000000000;3000000000
00.897.864/0001-58;2021-01-01;2;104591;SANTA CATARINA PART INVEST SA;233399;Capital Autorizado;1995-11-13;200000000.00;;200000;0;200000
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;242567;Capital Integralizado;2021-08-09;4663323193.63;;142807784;19;142807803
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;242568;Capital Integralizado;2020-10-23;4663257541.95;;136242616;19;136242635
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;242569;Capital Integralizado;2019-06-21;4663149572.80;;125445701;19;125445720
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;242570;Capital Integralizado;2018-05-02;4638836550.90;;112303527;19;112303546
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;242571;Capital Integralizado;2017-10-23;4558858541.93;;110293641;19;110293660
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;242572;Capital Integralizado;2016-10-11;4558858541.93;;367645433926725;66665012;367645500591737
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;242573;Capital Emitido;2010-04-29;1722965684.34;29042010;210197577031248;66665012;210197643696260
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;242574;Capital Subscrito;2010-04-29;1722965684.34;29/04/2010;210197577031248;66665012;210197643696260
00.938.574/0001-05;2021-01-01;3;114104;CONC RIO-TERESOPOLIS S.A.;258738;Capital Subscrito;2021-03-12;99400000.00;;48786;37680;86466
00.938.574/0001-05;2021-01-01;3;114104;CONC RIO-TERESOPOLIS S.A.;258739;Capital Subscrito;2020-04-17;99400000.00;;48786;37680;86466
00.938.574/0001-05;2021-01-01;3;114104;CONC RIO-TERESOPOLIS S.A.;258740;Capital Subscrito;2019-04-26;95000000.00;;48786;37680;86466
00.938.574/0001-05;2021-01-01;3;114104;CONC RIO-TERESOPOLIS S.A.;258741;Capital Subscrito;2018-04-27;93000000.00;;48786;37680;86466
00.974.211/0001-25;2021-01-01;4;114592;LINHA AMARELA S.A. - LAMSA;260378;Capital Emitido;2021-02-22;91953381.48;;70666879;141333771;212000650
00.974.211/0001-25;2021-01-01;4;114592;LINHA AMARELA S.A. - LAMSA;260379;Capital Subscrito;2021-02-22;91953381.48;;70666879;141333771;212000650
00.974.211/0001-25;2021-01-01;4;114592;LINHA AMARELA S.A. - LAMSA;260380;Capital Integralizado;2021-02-22;91953381.48;;70666879;141333771;212000650
00.974.211/0001-25;2021-01-01;4;114592;LINHA AMARELA S.A. - LAMSA;260381;Capital Autorizado;1998-12-29;150000000.00;;0;0;0
00.979.969/0001-56;2021-01-01;1;103284;CAIXA ADM DIV PUB ESTADUAL SA;230706;Capital Subscrito;2017-08-11;210200000.00;;69150262;0;69150262
00.979.969/0001-56;2021-01-01;1;103284;CAIXA ADM DIV PUB ESTADUAL SA;230707;Capital Integralizado;2017-08-11;210200000.00;;69150262;0;69150262
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;262707;Capital Emitido;2019-04-18;5700000000.00;;2716815061;0;2716815061
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;262708;Capital Subscrito;2019-04-18;5700000000.00;Não Aplicável;2716815061;0;2716815061
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;262709;Capital Integralizado;2019-04-18;5700000000.00;Não Aplicável;2716815061;0;2716815061
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;262710;Capital Autorizado;2011-04-29;263834773.86;;2400000000;0;2400000000
01.083.200/0001-18;2021-01-01;10;115675;NEOENERGIA S.A.;262780;Capital Emitido;2018-03-26;12919982151.71;;1213797248;0;1213797248
01.083.200/0001-18;2021-01-01;10;115675;NEOENERGIA S.A.;262781;Capital Subscrito;2018-03-26;12919982151.71;;1213797248;0;1213797248
01.083.200/0001-18;2021-01-01;10;115675;NEOENERGIA S.A.;262782;Capital Integralizado;2018-03-26;12919982151.71;;1213797248;0;1213797248
01.104.937/0001-70;2021-01-01;5;114681;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;260804;Capital Emitido;2010-08-25;118054887.48;;11764889;0;11764889
01.104.937/0001-70;2021-01-01;5;114681;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;260805;Capital Subscrito;2010-08-25;118054887.48;;11764889;0;11764889
01.104.937/0001-70;2021-01-01;5;114681;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;260806;Capital Integralizado;2010-08-25;118054887.48;;11764889;0;11764889
01.104.937/0001-70;2021-01-01;5;114681;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;260807;Capital Autorizado;1996-12-15;1500000000.00;;11764889;0;11764889
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;263212;Capital Autorizado;2021-06-23;1800000000.00;;0;0;0
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;263213;Capital Emitido;2019-12-17;102489376.00;;40760818;0;40760818
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;263214;Capital Subscrito;2019-12-17;102489376.00;;40760818;0;40760818
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;263215;Capital Integralizado;2019-12-17;102489376.00;;40760818;0;40760818
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261912;Capital Emitido;2018-04-25;2695632783.73;;45035110304475;68516168445415;113551278749890
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261913;Capital Subscrito;2018-04-25;2695632783.73;;45035110304475;68516168445415;113551278749890
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261914;Capital Integralizado;2018-04-25;2695632783.73;;45035110304475;68516168445415;113551278749890
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261915;Capital Emitido;2016-04-18;2502180783.73;;4029290925966;0;4029290925966
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261916;Capital Subscrito;2016-04-18;2502180783.73;;4029290925966;0;4029290925966
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261917;Capital Integralizado;2016-04-18;2502180783.73;;4029290925966;0;4029290925966
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261918;Capital Autorizado;2016-04-18;3000000000.00;;0;0;0
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261919;Capital Emitido;2015-03-31;1725126644.06;;1073867212980;1633775655374;2707642868354
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261920;Capital Subscrito;2015-03-31;1725126644.06;;1073867212980;1633775655374;2707642868354
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261921;Capital Integralizado;2015-03-31;1725126644.06;;1073867212980;1633775655374;2707642868354
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;261922;Capital Autorizado;2014-04-29;2000000000.00;;0;0;0
01.319.044/0001-41;2021-01-01;1;103915;WTC AMAZONAS SUITE HOTEL S.A.;232775;Capital Integralizado;1996-06-01;50000.00;;100;0;100
01.417.222/0001-77;2021-01-01;5;114007;MRS LOGISTICA S.A.;258499;Capital Emitido;2022-04-26;3961030948.65;;188332687;151667313;340000000
01.417.222/0001-77;2021-01-01;5;114007;MRS LOGISTICA S.A.;258500;Capital Subscrito;2022-04-26;3961030948.65;;188332687;151667313;340000000
01.417.222/0001-77;2021-01-01;5;114007;MRS LOGISTICA S.A.;258501;Capital Integralizado;2022-04-26;3961030948.65;;188332687;151667313;340000000
01.417.222/0001-77;2021-01-01;5;114007;MRS LOGISTICA S.A.;258502;Capital Autorizado;2022-04-26;5000000000.00;;0;0;0
01.468.594/0001-22;2021-01-01;7;111913;LG INFORMÁTICA S.A.;254380;Capital Emitido;2021-03-12;69584878.06;;60000000;0;60000000
01.468.594/0001-22;2021-01-01;7;111913;LG INFORMÁTICA S.A.;254381;Capital Subscrito;2021-03-12;69584878.06;;60000000;0;60000000
01.468.594/0001-22;2021-01-01;7;111913;LG INFORMÁTICA S.A.;254382;Capital Integralizado;2021-03-12;69584878.06;;60000000;0;60000000
01.468.594/0001-22;2021-01-01;7;111913;LG INFORMÁTICA S.A.;254383;Capital Autorizado;2021-03-12;0.00;;100000000;0;100000000
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;257992;Capital Emitido;2021-02-03;5664951979.22;;283067254;0;283067254
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;257993;Capital Subscrito;2021-02-03;5664951979.22;;283067254;0;283067254
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;257994;Capital Integralizado;2021-02-03;5664951979.22;;283067254;0;283067254
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;257995;Capital Autorizado;2017-07-11;0.00;;2000000000;0;2000000000
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;259071;Capital Emitido;2021-09-23;1248574113.49;Totalmente integralizado;337445727;0;337445727
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;259072;Capital Subscrito;2021-09-23;1248574113.49;Totalmente Integralizado;337445727;0;337445727
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;259073;Capital Integralizado;2021-09-23;1248574113.49;;337445727;0;337445727
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;259074;Capital Autorizado;2020-08-07;0.00;;600000000;0;600000000
01.548.981/0001-79;2021-01-01;6;114192;INVESTIMENTOS BEMGE S.A.;259053;Capital Emitido;2015-04-30;123144439.42;;792124;1571812;2363936
01.548.981/0001-79;2021-01-01;6;114192;INVESTIMENTOS BEMGE S.A.;259054;Capital Subscrito;2015-04-30;123144439.42;;792124;1571812;2363936
01.548.981/0001-79;2021-01-01;6;114192;INVESTIMENTOS BEMGE S.A.;259055;Capital Subscrito;2015-04-30;123144439.42;;792124;1571812;2363936
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261714;Capital Autorizado;2022-03-24;654951053.17;;139898823;0;139898823
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261715;Capital Autorizado;2022-03-09;654326993.11;;139630265;0;139630265
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261716;Capital Autorizado;2022-01-26;653925424.10;;139455821;0;139455821
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261717;Capital Integralizado;2021-08-25;653868875.04;;139431109;0;139431109
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261718;Capital Integralizado;2021-07-28;652290527.88;;138708660;0;138708660
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261719;Capital Autorizado;2021-06-30;651766530.47;;138468249;0;138468249
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261720;Capital Integralizado;2021-06-02;651540725.49;N.A.;138364247;0;138364247
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261721;Capital Autorizado;2021-06-02;651540725.49;N.A.;138364247;0;138364247
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261722;Capital Emitido;2021-04-15;649740933.86;N.A.;137533548;0;137533548
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261723;Capital Subscrito;2021-04-15;649740933.86;N.A.;137533548;0;137533548
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261724;Capital Integralizado;2021-04-15;649740933.86;N.A.;137533548;0;137533548
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;261725;Capital Integralizado;2020-08-12;3000000000.00;;0;0;0
01.616.929/0001-02;2021-01-01;9;113851;SANEAMENTO DE GOIAS SA;258104;Capital Emitido;2020-01-30;2515546367.00;;1866906374;648639993;2515546367
01.616.929/0001-02;2021-01-01;9;113851;SANEAMENTO DE GOIAS SA;258105;Capital Subscrito;2020-01-30;2515546367.00;;1866906374;648639993;2515546367
01.616.929/0001-02;2021-01-01;9;113851;SANEAMENTO DE GOIAS SA;258106;Capital Integralizado;2020-01-30;2515546367.00;;1866906374;648639993;2515546367
01.616.929/0001-02;2021-01-01;9;113851;SANEAMENTO DE GOIAS SA;258107;Capital Autorizado;2014-06-04;3125000000.00;;2500000000;625000000;3125000000
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253944;Capital Integralizado;2022-02-04;13053417953.36;;1082473246;0;1082473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253945;Capital Autorizado;2022-01-17;0.00;;1325000000;0;1325000000
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253946;Capital Emitido;2016-06-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253947;Capital Emitido;2016-06-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253948;Capital Emitido;2016-06-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253949;Capital Emitido;2016-06-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253950;Capital Subscrito;2016-02-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253951;Capital Subscrito;2016-02-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253952;Capital Subscrito;2016-02-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253953;Capital Subscrito;2016-02-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253954;Capital Integralizado;2016-02-25;12553417953.36;;812473246;0;812473246
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;253955;Capital Integralizado;2016-02-25;12553417953.36;;812473246;0;812473246
