CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Lucro_Liquido_Ajustado;Taxa_Retorno_Patrimonio_Liquido_Emissor;Lucro_Liquido_Retido;Dividendo_Distribuido_Lucro_Liquido_Ajustado;Dividendo_Distribuido_Total;Data_Aprovacao_Retencao
14.388.334/0001-99;2021-01-01;5;113647;PARANA BCO S.A.;2020-01-01;2020-12-31;55667000.00;4.83921200;41032841.28;31.55219200;17564158.72;2021-04-30
14.776.142/0001-50;2021-01-01;13;115670;WESTWING COMÉRCIO VAREJISTA S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;2020-04-03
14.776.142/0001-50;2021-01-01;13;115670;WESTWING COMÉRCIO VAREJISTA S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;2019-02-28
14.776.142/0001-50;2021-01-01;13;115670;WESTWING COMÉRCIO VAREJISTA S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;2021-04-30
14.785.152/0001-51;2021-01-01;12;115699;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2018-01-01;2018-12-31;177884459.89;19.37413150;0.00;0.00000000;0.00;2019-04-30
14.785.152/0001-51;2021-01-01;12;115699;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2019-01-01;2019-12-31;193940385.33;17.43919410;0.00;0.00000000;0.00;2020-09-28
14.785.152/0001-51;2021-01-01;12;115699;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;-20794854.80;-1.88721500;0.00;0.00000000;0.00;2021-04-29
14.876.090/0001-93;2021-01-01;11;133637;GAIA IMPACTO SECURITIZADORA S.A.;2018-01-01;2018-12-31;-488000.00;-2.90476190;0.00;0.00000000;0.00;
14.876.090/0001-93;2021-01-01;11;133637;GAIA IMPACTO SECURITIZADORA S.A.;2019-01-01;2019-12-31;85000.00;0.33333333;85000.00;0.00000000;0.00;2020-07-31
14.876.090/0001-93;2021-01-01;11;133637;GAIA IMPACTO SECURITIZADORA S.A.;2020-01-01;2020-12-31;-293000.00;-7.32500000;0.00;0.00000000;0.00;2021-04-22
14.876.090/0001-93;2021-01-01;11;133637;GAIA IMPACTO SECURITIZADORA S.A.;2021-01-01;2021-12-31;-227000.00;-6.88787878;0.00;0.00000000;0.00;
15.101.405/0001-93;2021-01-01;1;103043;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;2020-01-01;2020-12-31;5184000.00;8.38204658;0.00;0.00000000;94298.00;2021-04-20
15.115.504/0001-24;2021-01-01;1;105219;TRONOX PIGMENTOS DO BRASIL S.A.;2018-01-01;2018-12-31;106921657.20;30.58000000;0.00;45.09000000;76135833.14;2018-11-07
15.115.504/0001-24;2021-01-01;1;105219;TRONOX PIGMENTOS DO BRASIL S.A.;2019-01-01;2019-12-31;76484628.87;3.31000000;0.00;25.00000000;19121157.21;2020-04-29
15.115.504/0001-24;2021-01-01;1;105219;TRONOX PIGMENTOS DO BRASIL S.A.;2020-01-01;2020-12-31;184422196.10;25.08000000;0.00;25.00000000;28948661.73;2021-04-30
15.139.629/0001-94;2021-01-01;14;114048;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2018-01-01;2018-12-31;572712552.21;12.40000000;70255774.07;100.00000000;572712552.21;2019-04-16
15.139.629/0001-94;2021-01-01;14;114048;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2019-01-01;2019-12-31;817837341.53;25.60000000;519892341.47;36.00000000;297945000.00;2020-07-30
15.139.629/0001-94;2021-01-01;14;114048;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2020-01-01;2020-12-31;985799166.09;27.60000000;699934774.67;29.00000000;285864391.54;2021-04-28
15.141.799/0001-03;2021-01-01;8;114952;CIA FERRO LIGAS DA BAHIA - FERBASA;2018-01-01;2018-12-31;173815000.00;17.65460000;77181713.67;56.00000000;96633838.00;2019-04-23
15.141.799/0001-03;2021-01-01;8;114952;CIA FERRO LIGAS DA BAHIA - FERBASA;2019-01-01;2019-12-31;176598000.00;12.03240000;85425000.00;51.62740000;91173374.22;2020-07-28
15.141.799/0001-03;2021-01-01;8;114952;CIA FERRO LIGAS DA BAHIA - FERBASA;2020-01-01;2020-12-31;59350371.50;3.95180000;0.00;100.00000000;59350371.50;2021-04-20
15.144.017/0001-90;2021-01-01;6;115639;CIA SEGUROS ALIANCA DA BAHIA;2018-01-01;2018-12-31;14598099.29;7.76781400;0.00;100.00000000;14598099.29;
15.144.017/0001-90;2021-01-01;6;115639;CIA SEGUROS ALIANCA DA BAHIA;2019-01-01;2019-12-31;18160667.41;9.19280000;13500000.00;25.66352500;4660667.41;2020-03-31
15.144.017/0001-90;2021-01-01;6;115639;CIA SEGUROS ALIANCA DA BAHIA;2020-01-01;2020-12-31;55294172.03;25.65907200;20251326.88;27.12763300;15000000.00;2021-03-30
15.377.572/0001-61;2021-01-01;1;105239;NASA SECURITIZADORA S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
15.413.826/0001-50;2021-01-01;6;115429;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
15.413.826/0001-50;2021-01-01;6;115429;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
15.413.826/0001-50;2021-01-01;6;115429;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
15.675.715/0001-11;2021-01-01;1;121102;HOUSI S.A.;2018-01-01;2018-12-31;-711621.00;-6.17405000;-711621.00;0.00000000;0.00;
15.675.715/0001-11;2021-01-01;1;121102;HOUSI S.A.;2019-01-01;2019-12-31;302968.00;1.63492600;302968.00;0.00000000;0.00;
15.675.715/0001-11;2021-01-01;1;121102;HOUSI S.A.;2020-01-01;2020-12-31;1158000.00;2.30716300;705000.00;0.00000000;0.00;
16.233.389/0001-55;2021-01-01;6;113662;CVLB BRASIL S.A;2018-01-01;2018-12-31;15672000.00;5.13000000;5050000.00;0.10000000;15000.00;2019-04-30
16.233.389/0001-55;2021-01-01;6;113662;CVLB BRASIL S.A;2019-01-01;2019-12-31;13074000.00;4.18000000;5686000.00;0.10000000;13000000.00;2020-02-04
16.233.389/0001-55;2021-01-01;6;113662;CVLB BRASIL S.A;2020-01-01;2020-12-31;-55530000.00;-2.12000000;0.00;0.10000000;0.00;
16.234.171/0001-15;2021-01-01;3;108940;METANOR SA METANOL DO NE;2018-01-01;2018-12-31;1461000.00;0.00000000;0.00;0.00000000;0.00;
16.234.171/0001-15;2021-01-01;3;108940;METANOR SA METANOL DO NE;2019-01-01;2019-12-31;17853000.00;0.00000000;0.00;0.00000000;0.00;
16.234.171/0001-15;2021-01-01;3;108940;METANOR SA METANOL DO NE;2020-01-01;2020-12-31;17589190.35;0.30179999;11681980.08;0.33584322;5907210.27;2021-04-27
16.404.287/0001-55;2021-01-01;10;114800;SUZANO S.A.;2018-01-01;2018-12-31;13865000.00;0.03000000;314873000.00;25.00000000;3466000.00;2019-04-18
16.404.287/0001-55;2021-01-01;10;114800;SUZANO S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
16.404.287/0001-55;2021-01-01;10;114800;SUZANO S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
16.590.234/0001-76;2021-01-01;12;114619;AZZAS 2154 S.A.;2018-01-01;2018-12-31;63727735.18;20.05000000;0.00;100.00000000;63727735.18;
16.590.234/0001-76;2021-01-01;12;114619;AZZAS 2154 S.A.;2019-01-01;2019-12-31;80458256.13;21.73000000;27841090.22;65.40000000;52617165.91;2020-04-30
16.590.234/0001-76;2021-01-01;12;114619;AZZAS 2154 S.A.;2020-01-01;2020-12-31;2582427.59;3.60000000;0.00;100.00000000;2582427.59;
16.590.234/0001-76;2021-01-01;12;114619;AZZAS 2154 S.A.;2021-01-01;2021-12-31;241101330.88;15.59000000;0.00;12.27000000;29589672.29;
16.614.075/0001-00;2021-01-01;6;114519;DIRECIONAL ENGENHARIA S.A.;2018-01-01;2018-12-31;-77495000.00;0.00000000;-77495000.00;0.00000000;0.00;2019-04-29
16.614.075/0001-00;2021-01-01;6;114519;DIRECIONAL ENGENHARIA S.A.;2019-01-01;2019-12-31;100475638.75;5.39695070;26572664.75;73.55312683;73902974.00;2020-05-25
16.614.075/0001-00;2021-01-01;6;114519;DIRECIONAL ENGENHARIA S.A.;2020-01-01;2020-12-31;113072605.02;0.06911993;112146532.02;0.81900740;926073.00;2021-04-29
16.670.085/0001-55;2021-01-01;11;114350;LOCALIZA RENT A CAR S.A.;2018-01-01;2018-12-31;626248000.00;21.30255531;473073000.00;29.72217938;186134369.99;2019-04-29
16.670.085/0001-55;2021-01-01;11;114350;LOCALIZA RENT A CAR S.A.;2019-01-01;2019-12-31;792241000.00;15.30854706;542889000.00;36.73745516;291049182.12;2020-04-23
16.670.085/0001-55;2021-01-01;11;114350;LOCALIZA RENT A CAR S.A.;2020-01-01;2020-12-31;995771000.00;17.31767807;768911000.00;28.04561676;279270118.46;2021-02-25
16.676.520/0001-59;2021-01-01;16;115559;HOSPITAL MATER DEI S.A.;2018-01-01;2018-12-31;117842000.00;16.79067200;90203000.00;25.48412300;30031000.00;2019-04-30
16.676.520/0001-59;2021-01-01;16;115559;HOSPITAL MATER DEI S.A.;2019-01-01;2019-12-31;131199000.00;16.30946700;101283000.00;24.71665200;32428000.00;2020-11-10
16.676.520/0001-59;2021-01-01;16;115559;HOSPITAL MATER DEI S.A.;2020-01-01;2020-12-31;69011000.00;27.82606400;54221000.00;25.00036200;17253000.00;2021-03-19
17.155.730/0001-64;2021-01-01;10;115710;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2018-01-01;2018-12-31;1700099000.00;11.87000000;751207000.00;51.02000000;867351000.00;2019-05-03
17.155.730/0001-64;2021-01-01;10;115710;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2019-01-01;2019-12-31;3127398000.00;4.75000000;1535170000.00;25.00000000;764181000.00;2020-07-31
17.155.730/0001-64;2021-01-01;10;115710;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2020-01-01;2020-12-31;2864110000.00;8.48000000;1450411000.00;51.75000000;1482146000.00;2021-04-30
17.159.229/0001-76;2021-01-01;4;109065;LABORATÓRIO TEUTO BRASILEIRO S.A.;2018-01-01;2018-12-31;0.00;3.45000000;10948101.47;0.00000000;0.00;2019-05-09
17.159.229/0001-76;2021-01-01;4;109065;LABORATÓRIO TEUTO BRASILEIRO S.A.;2019-01-01;2019-12-31;5000000.00;25.82000000;103341692.06;100.00000000;5000000.00;2020-03-25
17.159.229/0001-76;2021-01-01;4;109065;LABORATÓRIO TEUTO BRASILEIRO S.A.;2020-01-01;2020-12-31;68562654.55;26.81000000;77067384.07;100.00000000;68562654.55;2021-07-18
17.159.229/0001-76;2021-01-01;4;109065;LABORATÓRIO TEUTO BRASILEIRO S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
17.161.241/0001-15;2021-01-01;1;103287;MINASMAQUINAS S.A.;2018-01-01;2018-12-31;14740023.00;11.06000000;0.00;26.50460000;3906780.00;
17.161.241/0001-15;2021-01-01;1;103287;MINASMAQUINAS S.A.;2019-01-01;2019-12-31;31860081.00;19.85000000;0.00;21.65720000;6900000.00;
17.161.241/0001-15;2021-01-01;1;103287;MINASMAQUINAS S.A.;2020-01-01;2020-12-31;19014350.00;10.84000000;0.00;48.34470000;9192430.00;
17.167.396/0001-69;2021-01-01;2;113608;ALFA HOLDINGS S.A.;2018-01-01;2018-12-31;40861000.00;4.25750281;0.00;17.51347769;7156182.12;2019-04-25
17.167.396/0001-69;2021-01-01;2;113608;ALFA HOLDINGS S.A.;2019-01-01;2019-12-31;38836000.00;3.90782067;0.00;19.41427521;7539727.92;2020-04-24
17.167.396/0001-69;2021-01-01;2;113608;ALFA HOLDINGS S.A.;2020-01-01;2020-12-31;32255000.00;3.13721562;0.00;24.19741040;7804874.72;2021-03-31
17.167.412/0001-13;2021-01-01;5;113589;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2018-01-01;2018-12-31;64656057.91;7.57002062;49042325.28;29.41206698;19016683.06;2019-04-25
17.167.412/0001-13;2021-01-01;5;113589;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2019-01-01;2019-12-31;68516858.21;7.58475485;51970814.57;29.41202298;20152194.08;2020-04-24
17.167.412/0001-13;2021-01-01;5;113589;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2020-01-01;2020-12-31;47972813.46;5.14292629;31346185.35;39.92159652;19151513.03;2021-03-31
17.184.037/0001-10;2021-01-01;19;114476;BCO MERCANTIL DO BRASIL S.A.;2018-01-01;2018-12-31;53403000.00;6.67000000;38474000.00;27.96000000;14929000.00;2019-02-20
17.184.037/0001-10;2021-01-01;19;114476;BCO MERCANTIL DO BRASIL S.A.;2019-01-01;2019-12-31;121400000.00;13.83000000;87464000.00;28.00000000;33936000.00;2020-02-19
17.184.037/0001-10;2021-01-01;19;114476;BCO MERCANTIL DO BRASIL S.A.;2020-01-01;2020-12-31;151056674.94;14.61000000;108828251.78;30.29000000;42219934.76;2021-02-10
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;2018-01-01;2018-12-31;50376000.00;4.62969100;0.00;9.07280400;4570515.84;2019-04-25
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;2019-01-01;2019-12-31;47661000.00;4.21136927;0.00;9.87921145;4708530.97;2020-04-24
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;2020-01-01;2020-12-31;39044000.00;3.32890300;0.00;12.59953500;4919362.37;2021-03-31
17.245.234/0001-00;2021-01-01;2;114734;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2018-01-01;2018-12-31;50056000.00;30.18000000;50056000.00;0.00000000;0.00;2019-04-26
17.245.234/0001-00;2021-01-01;2;114734;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2019-01-01;2019-12-31;-16343000.00;-9.01000000;0.00;0.00000000;0.00;2020-07-31
17.245.234/0001-00;2021-01-01;2;114734;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2020-01-01;2020-12-31;-40690000.00;-26.79000000;0.00;0.00000000;0.00;2021-04-30
17.281.106/0001-03;2021-01-01;16;114506;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2018-01-01;2018-12-31;549765240.44;9.29395200;303817632.88;50.00000000;274882620.22;2019-04-11
17.281.106/0001-03;2021-01-01;16;114506;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2019-01-01;2019-12-31;716038515.88;11.18632800;543786927.19;29.41000000;210586927.52;2020-04-29
17.281.106/0001-03;2021-01-01;16;114506;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2020-01-01;2020-12-31;775336252.40;12.64559600;588450783.52;29.41000000;228026391.83;2021-04-30
17.314.329/0001-20;2021-01-01;15;115108;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2018-01-01;2018-12-31;7894000.00;0.00610000;6019000.00;23.74991900;1875000.00;2019-04-29
17.314.329/0001-20;2021-01-01;15;115108;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2019-01-01;2019-12-31;-15842000.00;0.00000000;0.00;0.00000000;0.00;
17.314.329/0001-20;2021-01-01;15;115108;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2020-01-01;2020-12-31;-473578000.00;0.00000000;0.00;0.00000000;0.00;
17.344.597/0001-94;2021-01-01;17;114072;BB SEGURIDADE PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;3539553.00;45.10000000;628377.00;82.20000000;2911176.00;2019-04-24
17.344.597/0001-94;2021-01-01;17;114072;BB SEGURIDADE PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;6658781.00;71.30000000;1090150.00;83.60000000;5568631.00;2020-04-22
17.344.597/0001-94;2021-01-01;17;114072;BB SEGURIDADE PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;3850711.00;6.66000000;1155231.00;70.00000000;2695540.00;2021-04-29
17.359.233/0001-88;2021-01-01;2;114052;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2018-01-01;2018-12-31;187232000.00;30.97549500;135453000.00;27.65499500;51779000.00;2019-04-30
17.359.233/0001-88;2021-01-01;2;114052;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2019-01-01;2019-12-31;241978000.00;32.75944900;184199000.00;23.87779100;57779000.00;2020-07-21
17.359.233/0001-88;2021-01-01;2;114052;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2020-01-01;2020-12-31;364572000.00;38.64324900;262060000.00;28.11845100;102512000.00;2021-05-07
17.359.233/0001-88;2021-01-01;2;114052;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2021-01-01;2021-12-31;550516000.00;0.00000000;0.00;0.00000000;0.00;
17.943.792/0001-30;2021-01-01;2;110131;FULWOOD S.A.;2018-01-01;2018-12-31;12692000.00;67.30000000;12692000.00;0.00000000;0.00;2019-02-28
17.943.792/0001-30;2021-01-01;2;110131;FULWOOD S.A.;2019-01-01;2019-12-31;34837000.00;201.00000000;0.00;100.00000000;34837000.00;2020-01-31
17.943.792/0001-30;2021-01-01;2;110131;FULWOOD S.A.;2020-01-01;2020-12-31;97160000.00;95.90000000;84007000.00;13.50000000;13153000.00;2021-06-26
17.943.792/0001-30;2021-01-01;2;110131;FULWOOD S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
18.328.118/0001-09;2021-01-01;19;115336;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;29352.00;0.16997800;22014.00;25.00000000;7338.00;2019-04-30
18.328.118/0001-09;2021-01-01;19;115336;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;22397.00;0.13374300;16798.00;25.00000000;5599.00;2020-05-07
18.328.118/0001-09;2021-01-01;19;115336;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;55468.00;0.11342600;40521.00;25.00000000;16798.00;2021-04-30
18.328.118/0001-09;2021-01-01;19;115336;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
18.483.666/0001-03;2021-01-01;5;108468;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2018-01-01;2018-12-31;-2334000.00;0.00000000;0.00;0.00000000;0.00;
18.483.666/0001-03;2021-01-01;5;108468;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2019-01-01;2019-12-31;1084000.00;98.48000000;808000.00;119.19000000;1292000.00;
18.483.666/0001-03;2021-01-01;5;108468;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2020-01-01;2020-12-31;23177000.00;5.26000000;21808000.00;5.90000000;1368500.00;2021-04-12
18.483.666/0001-03;2021-01-01;5;108468;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
18.593.815/0001-97;2021-01-01;12;115602;PRINER SERVIÇOS INDUSTRIAIS S.A.;2018-01-01;2018-12-31;2889000.00;12.15000000;722000.00;0.24000000;722000.00;2019-04-17
18.593.815/0001-97;2021-01-01;12;115602;PRINER SERVIÇOS INDUSTRIAIS S.A.;2019-01-01;2019-12-31;-6109000.00;-8.22000000;0.00;0.00000000;0.00;2020-04-30
18.593.815/0001-97;2021-01-01;12;115602;PRINER SERVIÇOS INDUSTRIAIS S.A.;2020-01-01;2020-12-31;-2136000.00;-2.87000000;0.00;0.00000000;0.00;2021-04-30
19.296.342/0001-29;2021-01-01;4;112302;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;262858000.00;58.56000000;226858000.00;0.00000000;0.00;2019-04-29
19.296.342/0001-29;2021-01-01;4;112302;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;-8494000.00;-1.92000000;0.00;0.00000000;0.00;
19.296.342/0001-29;2021-01-01;4;112302;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;36555.00;6.88000000;0.00;0.00000000;0.00;
19.378.769/0001-76;2021-01-01;7;114656;INSTITUTO HERMES PARDINI S.A.;2018-12-01;2018-12-31;116967790.72;20.33000000;58581062.64;46.00000000;53622748.34;2019-04-22
19.378.769/0001-76;2021-01-01;7;114656;INSTITUTO HERMES PARDINI S.A.;2019-12-01;2019-12-31;150234271.88;22.74000000;107665291.67;25.00000000;37558567.97;2020-04-28
19.378.769/0001-76;2021-01-01;7;114656;INSTITUTO HERMES PARDINI S.A.;2020-12-01;2020-12-31;120200781.08;17.24000000;85095905.48;26.00000000;30696490.43;2021-04-30
19.403.252/0001-90;2021-01-01;10;114039;EMCCAMP RESIDENCIAL S.A.;2018-01-01;2018-12-31;-13281000.00;-3.60000000;0.00;-4.43000000;589400.00;2019-04-30
19.403.252/0001-90;2021-01-01;10;114039;EMCCAMP RESIDENCIAL S.A.;2019-01-01;2019-12-31;21397000.00;7.52000000;16048000.00;25.00000000;5349000.00;2020-08-24
19.403.252/0001-90;2021-01-01;10;114039;EMCCAMP RESIDENCIAL S.A.;2020-01-01;2020-12-31;38912000.00;13.52000000;31232000.00;25.00000000;9728000.00;2021-03-23
19.526.748/0001-50;2021-01-01;2;113827;COMPANHIA INDUSTRIAL CATAGUASES;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
19.526.748/0001-50;2021-01-01;2;113827;COMPANHIA INDUSTRIAL CATAGUASES;2019-01-01;2019-12-31;7291000.00;5.32000000;1391850.69;25.00000000;463950.23;2020-06-17
19.526.748/0001-50;2021-01-01;2;113827;COMPANHIA INDUSTRIAL CATAGUASES;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
19.527.639/0001-58;2021-01-01;5;115428;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
19.527.639/0001-58;2021-01-01;5;115428;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
19.527.639/0001-58;2021-01-01;5;115428;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
19.796.586/0001-70;2021-01-01;4;109113;BRISANET PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;25227000.00;5.86289000;21630000.00;14.25853300;3597000.00;
19.796.586/0001-70;2021-01-01;4;109113;BRISANET PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;51072000.00;17.83337200;31861000.00;37.61552300;19211000.00;
19.796.586/0001-70;2021-01-01;4;109113;BRISANET PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;27671000.00;7.58744300;18020000.00;34.87767000;9651000.00;2021-05-28
19.796.586/0001-70;2021-01-01;4;109113;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;6262000.00;0.00000000;0.00;0.00000000;0.00;
19.853.511/0001-84;2021-01-01;7;111817;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;317369000.00;10.80000000;254731000.00;25.00000000;79342309.49;2019-03-28
19.853.511/0001-84;2021-01-01;7;111817;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;402404000.00;6.50000000;322982000.00;25.00000000;100600795.43;2020-03-25
19.853.511/0001-84;2021-01-01;7;111817;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;699378871.26;7.90000000;524534250.00;25.00000000;174844717.82;2020-03-16
20.247.322/0001-47;2021-01-01;15;114341;ALLIED TECNOLOGIA S.A.;2018-01-01;2018-12-31;17774000.00;6.82000000;57407000.00;28.00000000;4968000.00;2019-04-15
20.247.322/0001-47;2021-01-01;15;114341;ALLIED TECNOLOGIA S.A.;2019-01-01;2019-12-31;3749000.00;10.37000000;99693000.00;25.00000000;937000.00;2020-07-27
20.247.322/0001-47;2021-01-01;15;114341;ALLIED TECNOLOGIA S.A.;2020-01-01;2020-12-31;26820000.00;14.83000000;149954000.00;66.00000000;6705000.00;2021-03-05
20.247.322/0001-47;2021-01-01;15;114341;ALLIED TECNOLOGIA S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
20.258.278/0001-70;2021-01-01;3;108254;OUROFINO S.A.;2018-01-01;2018-12-31;68847280.29;3.59000000;48172194.66;23.75000000;16351229.07;2019-03-29
20.258.278/0001-70;2021-01-01;3;108254;OUROFINO S.A.;2019-01-01;2019-12-31;46277508.62;0.19000000;43018986.09;2.04000000;944647.10;2020-05-08
20.258.278/0001-70;2021-01-01;3;108254;OUROFINO S.A.;2020-01-01;2020-12-31;89719946.69;3.80000000;62376691.76;23.75000000;21308487.34;2021-04-09
20.553.221/0001-02;2021-01-01;2;111112;TROCAFONE S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
20.553.221/0001-02;2021-01-01;2;111112;TROCAFONE S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
20.553.221/0001-02;2021-01-01;2;111112;TROCAFONE S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
20.553.221/0001-02;2021-01-01;2;111112;TROCAFONE S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
20.646.442/0001-17;2021-01-01;1;104688;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.;2018-01-01;2018-12-31;128000.00;-16.00000000;0.00;0.00000000;0.00;
20.646.442/0001-17;2021-01-01;1;104688;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.;2019-01-01;2019-12-31;-86000.00;-17.20000000;0.00;0.00000000;0.00;
20.646.442/0001-17;2021-01-01;1;104688;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.;2020-01-01;2020-12-31;-128000.00;-16.00000000;0.00;0.00000000;0.00;
21.110.778/0001-23;2021-01-01;3;111168;OLIVEIRA TRUST S.A.;2018-01-01;2018-12-31;25230387.42;2102.53228500;0.00;100.91671200;25461677.42;2019-04-30
21.110.778/0001-23;2021-01-01;3;111168;OLIVEIRA TRUST S.A.;2019-01-01;2019-12-31;29368835.67;2447.40297300;0.00;100.00000000;29368835.67;2020-04-30
21.110.778/0001-23;2021-01-01;3;111168;OLIVEIRA TRUST S.A.;2020-01-01;2020-12-31;30914681.50;2416.53080600;79300.12;99.74348700;30835381.38;2021-01-29
21.240.146/0001-84;2021-01-01;10;112883;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;-2562000.00;-2.10000000;-2562000.00;0.00000000;0.00;2020-10-30
