CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;103320;PricewaterhouseCoopers Auditores Independentes;;61562112001364;002879;Nacional;2020-12-22;;;c) Contratação do serviço: 22 de dezembro de 2020 c.1) Serviços contratados: Emissão das comfort letter sobre a distribuição de certificados de recebíveis do agronegócio.;c) Emissão das comfort letter sobre a distribuição de certificados de recebíveis do agronegócio (R$ 373 mil).;Não Aplicável;Não Aplicável
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;103321;KPMG Assessores Ltda;;05490840000101;002879;Nacional;2021-03-16;;;a) Contratação do serviço: 16 de março de 2021 a.1) Serviços contratados: Asseguração do relatório de sustentabilidade;a) Asseguração limitada do relatório de sustentabilidade (R$ 57 mil).;Não Aplicável;Não Aplicável
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;103322;KPMG Auditores Independentes;;57755217001796;002879;Nacional;2021-04-05;;;a) Contratação do serviço: 05 de abril de 2021 a.1) Serviços contratados: Realizar a auditoria e emitir relatório sobre as demonstrações financeiras individuais e consolidadas da M. Dias Branco S.A. Indústria e Comércio de Alimentos ("a Companhia") para o exercício findo em 31 de dezembro de 2021.;Auditoria das Demonstrações financeiras de 2021: a) Honorários relativos a serviços de auditoria externa (R$ 500 mil).;Não Aplicável;Não Aplicável
07.237.373/0001-20;2021-01-01;17;114093;BCO NORDESTE DO BRASIL S.A.;102885;Ernst & Young Terco Auditores Independentes S/S;;61366936000125;004715;Nacional;2012-03-01;;;1. SERVIÇOS ORDINÁRIOS1.1.AUDITORIA CONTÁBIL DAS DEMONSTRAÇÕES FINANCEIRAS DO BANCO DO NORDESTE1.2.AUDITORIA CONTÁBIL DAS DEMONSTRAÇÕES FINANCEIRAS DO FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE - FNE1.3.AUDITORIA CONTÁBIL SOBRE AS INFORMAÇÕES TRIMESTRAIS - ITR DO BANCO, NA FORMA DA INSTRUÇÃO CVM-480 E ATUALIZAÇÕES POSTERIORES.1.4.EXAME E ELABORAÇÃO DE RELATÓRIO / PARECER SOBRE A DEMONSTRAÇÃO DE INFORMAÇÕES DE NATUREZA SOCIAL E AMBIENTAL A SER APRESENTADA AO TÉRMINO DE CADA EXERCÍCIO SOCIAL.1.5.AUDITORIA E APRESENTAÇÃO DE RELATÓRIO / PARECER ANUAL DE ASSEGURAÇÃO LIMITADA SOBRE O DEMONSTRATIVO DAS APLICAÇÕES DO FUNDO DE AMPARO AO TRABALHADOR - FAT1.6.ANALISE DOS SISTEMAS DE CUSTÓDIA, NA FORMA DA INSTRUÇÃO CVM-89, DE 08.11.88, E DEMAIS DISPOSIÇÕES LEGAIS E NORMATIVAS VIGENTES1.7.EMISSÃO DE RELATÓRIOS SEMESTRAIS DE AVALIAÇÃO DA QUALIDADE E ADEQUAÇÃO ÀS NORMAS EMANADAS DO CONSELHO MONETÁRIO NACIONAL E DO BANCO CENTRAL DO BRASIL1.8.AUDITORIA E APRESENTAÇÃO DE RELATÓRIO/PARECER ANUAL DE ASSEGURAÇÃO LIMITADA SOBRE OS DEMONSTRATIVOS GERENCIAIS DO PROGRAMA CREDIAMIGO1.9.EMISSÃO DE RELATÓRIO SEMESTRAL CIRCUNSTANCIADO DE REVISÃO DOS CRITÉRIOS ADOTADOS PELA INSTITUIÇÃO QUANTO À CLASSIFICAÇÃO DOS NÍVEIS DE RISCO E DE AVALIAÇÃO DO PROVISIONAMENTO REGISTRADO NAS DEMONSTRAÇÕES FINANCEIRAS, CONSOANTE RESOLUÇÃO CMN Nº 2.682, DE 21.12.99 E OUTRAS NORMAS APLICÁVEIS1.10.EMISSÃO DE RELATÓRIO FISCAL SOBRE A REVISÃO DAS BASES DE CÁLCULO DOS IMPOSTOS E CONTRIBUIÇÕES DE RESPONSABILIDADE DO BANCO DO NORDESTE.1.11.EMISSÃO DE RELATÓRIO ANUAL DO PROCEDIMENTO DA ESCRITURAÇÃO CONTÁBIL FISCAL - ECF1.12.AUDITORIA DAS DEMONSTRAÇÕES FINANCEIRAS E RESPECTIVAS NOTAS EXPLICATIVAS DO FUNDO DE INVESTIMENTOS DO NORDESTE - FINOR, LEVANTADAS ANUALMENTE1.13.RELATÓRIO ANUAL PARA ATENDIMENTO ÀS DISPOSIÇÕES DO ARTIGO 6, DO CÓDIGO ANBIMA DE REGULAÇÃO E MELHORES PRÁTICAS DOS SERVIÇOS QUALIFICADOS AO MERCADO DE CAPITAIS E DEMAIS NORMATIVOS APLICÁVEIS1.14.EXAME E ELABORAÇÃO DE RELATÓRIO DE ASSEGURAÇÃO LIMITADA SOBRE O RELATÓRIO DE SUSTENTABILIDADE DO BANCO, COM COMPROVAÇÃO DE ADEQUAÇÃO ÀS DIRETRIZES DA GLOBAL REPORTING INITIATIVE - GRI E INDICAÇÃO DO NÍVEL DE APLICAÇÃO.1.15.EMISSÃO DE RELATÓRIO / PARECER SOBRE AS DEMONSTRAÇÕES FINANCEIRAS DO BANCO DO NORDESTE (INDIVIDUAIS E/OU CONSOLIDADAS) COM BASE NAS NORMAS INTERNACIONAIS DE CONTABILIDADE - IFRS, LEVANTADAS ANUALMENTE.2. SERVIÇOS EVENTUAIS2.1.EXAME DO SISTEMA DE CONTROLE INTERNO CONTÁBIL DOS CONTRATOS FIRMADOS ENTRE O BANCO DO NORDESTE E O BANCO INTERAMERICANO DE DESENVOLVIMENTO - BID, INCLUINDO-SE CONTRATOS FIRMADOS COM CORPORAÇÕES FINANCEIRAS SUBSIDIÁRIAS DO BID.2.2.EXECUÇÃO DOS PROCEDIMENTOS NECESSÁRIOS AO LANÇAMENTO DE PAPÉIS NO MERCADO EXTERNO PELO BANCO DO NORDESTE (CORRESPONDENTE A UMA EMISSÃO POR ANO).;R$ 1.596.011,78 (serviços de auditoria - valor vigente entre 02/05/2020 a 01/05/2021). R$ 1.799.974,84 (valor vigente entre 02/05/2021 a 01/05/2022).;Auditor Independente até a posição 31.12.2021.;Não se aplica
07.237.373/0001-20;2021-01-01;17;114093;BCO NORDESTE DO BRASIL S.A.;102886;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA - PWC;;61562112001526;002879;Nacional;2022-04-11;;;1.  SERVIÇOS ORDINÁRIOS1.1. AUDITORIA CONTÁBIL DAS DEMONSTRAÇÕES FINANCEIRAS DO BANCO DO NORDESTE1.2. AUDITORIA CONTÁBIL DAS DEMONSTRAÇÕES FINANCEIRAS DO FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE - FNE1.3. AUDITORIA CONTÁBIL SOBRE AS INFORMAÇÕES TRIMESTRAIS - ITR DO BANCO, NA FORMA DA INSTRUÇÃO CVM-480 E ATUALIZAÇÕES POSTERIORES.1.4. EXAME E ELABORAÇÃO DE RELATÓRIO / PARECER SOBRE A DEMONSTRAÇÃO DE INFORMAÇÕES DE NATUREZA SOCIAL E AMBIENTAL A SER APRESENTADA AO TÉRMINO DE CADA EXERCÍCIO SOCIAL.1.5. AUDITORIA E APRESENTAÇÃO DE RELATÓRIO / PARECER ANUAL DE ASSEGURAÇÃO LIMITADA SOBRE O DEMONSTRATIVO DAS APLICAÇÕES DO FUNDO DE AMPARO AO TRABALHADOR - FAT1.6. EMISSÃO DE RELATÓRIOS SEMESTRAIS DE AVALIAÇÃO DA QUALIDADE E ADEQUAÇÃO ÀS NORMAS EMANADAS DO CONSELHO MONETÁRIO NACIONAL E DO BANCO CENTRAL DO BRASIL1.7. AUDITORIA E APRESENTAÇÃO DE RELATÓRIO/PARECER ANUAL DE ASSEGURAÇÃO LIMITADA SOBRE OS DEMONSTRATIVOS GERENCIAIS DO PROGRAMA CREDIAMIGO1.8. EMISSÃO DE RELATÓRIO SEMESTRAL CIRCUNSTANCIADO DE REVISÃO DOS CRITÉRIOS ADOTADOS PELA INSTITUIÇÃO QUANTO À CLASSIFICAÇÃO DOS NÍVEIS DE RISCO E DE AVALIAÇÃO DO PROVISIONAMENTO REGISTRADO NAS DEMONSTRAÇÕES FINANCEIRAS, CONSOANTE RESOLUÇÃO CMN Nº 2.682, DE 21.12.99 E OUTRAS NORMAS APLICÁVEIS1.9. EMISSÃO DE RELATÓRIO FISCAL SOBRE A REVISÃO DAS BASES DE CÁLCULO DOS IMPOSTOS E CONTRIBUIÇÕES DE RESPONSABILIDADE DO BANCO DO NORDESTE.1.10. EMISSÃO DE RELATÓRIO ANUAL DO PROCEDIMENTO DA ESCRITURAÇÃO CONTÁBIL FISCAL - ECF1.11. AUDITORIA DAS DEMONSTRAÇÕES FINANCEIRAS E RESPECTIVAS NOTAS EXPLICATIVAS DO FUNDO DE INVESTIMENTOS DO NORDESTE - FINOR, LEVANTADAS ANUALMENTE1.12. EXAME E ELABORAÇÃO DE RELATÓRIO DE ASSEGURAÇÃO LIMITADA SOBRE O RELATÓRIO DE SUSTENTABILIDADE DO BANCO, COM COMPROVAÇÃO DE ADEQUAÇÃO ÀS DIRETRIZES DA GLOBAL REPORTING INITIATIVE - GRI, DIRETRIZES DA SUSTAINABILITY ACCOUNTING STANDARDS BOARD - SASB E/ OU DIRETRIZES DA INTERNATIONAL INTEGRATED REPORTING COUNCIL - IIRC, INCLUINDO INDICAÇÃO DO NÍVEL DE APLICAÇÃO.1.13. EMISSÃO DE RELATÓRIO SOBRE AS DEMONSTRAÇÕES FINANCEIRAS DO BANCO DO NORDESTE (INDIVIDUAIS E/OU CONSOLIDADAS) COM BASE NAS NORMAS INTERNACIONAIS DE CONTABILIDADE - IFRS, LEVANTADAS ANUALMENTE.1.14. EMISSÃO DE RELATÓRIO DO EXERCÍCIO EM ATENDIMENTO ÀS OBRIGAÇÕES ESPECÍFICAS DISPOSTAS NO MANUAL DE PROCEDIMENTOS OPERACIONAIS DO FGO PRONAMPE (FUNDO DE GARANTIA DE OPERAÇÕES PROGRAMA NACIONAL DE APOIO ÀS MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE) RELACIONADO À REGULARIDADE DAS OPERAÇÕES DE CRÉDITO GARANTIDAS (COM RECURSOS PRÓPRIOS E COM RECURSOS DO FUNGETUR) PELO FGO PRONAMPE DO PERÍODO DE 01 DE JANEIRO ATÉ 31 DE DEZEMBRO2. SERVIÇOS EVENTUAIS2.1. EXAME DO SISTEMA DE CONTROLE INTERNO CONTÁBIL DOS CONTRATOS FIRMADOS ENTRE O BANCO DO NORDESTE E O BANCO INTERAMERICANO DE DESENVOLVIMENTO - BID, INCLUINDO-SE CONTRATOS FIRMADOS COM CORPORAÇÕES FINANCEIRAS SUBSIDIÁRIAS DO BID.2.2. EXECUÇÃO DOS PROCEDIMENTOS NECESSÁRIOS AO LANÇAMENTO DE PAPÉIS NO MERCADO EXTERNO PELO BANCO DO NORDESTE (CORRESPONDENTE A UMA EMISSÃO POR ANO, ENVOLVENDO OPERAÇÕES DE RENDA FIXA OU RENDA VARIÁVEL). 2.3. RELATÓRIO ANUAL PARA ATENDIMENTO ÀS DISPOSIÇÕES DO ARTIGO 6º, DO CÓDIGO ANBIMA DE REGULAÇÃO E MELHORES PRÁTICAS DOS SERVIÇOS QUALIFICADOS AO MERCADO DE CAPITAIS E DEMAIS NORMATIVOS APLICÁVEIS.;Contrato 2022/100, de 11 de abril de 2022, com vigência a partir de 12/04/2022 e término em 11/04/2023, podendo ser prorrogado por iguais e sucessivos períodos mediante Aditivo Contratual, limitado a 60 (sessenta) meses.  Valor: R$ 1.295.000,00.;- Substituição de auditor Independente em 2022, em atendimento à Resolução CVM nº 23, Capítulo XII - Rotatividade dos Auditores, sendo contratada a empresa PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;- Não se aplica
07.253.321/0001-47;2021-01-01;1;105092;CARBOMIL SA MINER. E INDUSTRIA;95079;BARROS AUDITORES INDEPENDENTES S/S;;18918608000165;012050;Nacional;2017-03-31;;;Serviço de auditoria;R$ 1.882,00 mensais;Rodizio de auditores;
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;94300;P & L AUDITORES INDEPENDENTES S/S;;12446321000101;011576;Nacional;2012-04-04;2017-02-28;;EAXAME E REVISÃO DAS DEMONSTRAÇÕES FINANCEIRAS;R$ 37.200,00;;
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;94301;BARROS AUDITORES INDEPENDENTES S/S;;18918608000165;012050;Nacional;2017-03-01;;;EAXAME E REVISÃO DAS DEMONSTRAÇÕES FINANCEIRAS;R$ 45.240,00;;
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;94302;P & L AUDITORES INDEPENDENTES S/S;;12446321000101;011576;Nacional;2020-07-01;;;;R$ 45.000,00;Encerramento contrato;
07.282.377/0001-20;2021-01-01;5;115461;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;104007;Ernst & Young Auditores Independentes S.S;;61366936000125;004715;Nacional;2017-01-04;;;Auditoria das demonstrações financeiras a partir do exercício de 2017, revisão das informações financeiras trimestrais a partir do período dos três meses findos em 31 de março de 2017 e Serviços específicos de consultoria.;A remuneração total Ernst & Young Auditores Independentes S.S paga pela Companhia e suas controladas em 2020 foi de R$ 8.899 mil, dos quais R$7.513 mil pelos serviços prestados de auditoria das demonstrações financeiras, revisão das informações financeiras trimestrais R$1.193 mil Consultoria - Outros e R$193 mil pelos serviços específicos de consultoria tributária.;Rodízio obrigatório previsto no artigo 31 da IN CVM 308.;
07.282.377/0001-20;2021-01-01;5;115461;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;104008;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2022-01-01;;;Revisão das informações financeiras trimestrais a partir  do período dos três meses findos em 31 de março de 2022,  auditoria das demonstrações financeiras a partir do exercício de 2022 e serviços especificos de auditoria.;-;Rodízio obrigatório previsto no artigo 31 da IN CVM 308;-
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;94728;GAMA & CIA AUDITORES INDEPENDENTES SC;;23530637000195;004430;Nacional;2021-01-01;;;SERVICO DE AUDITORIA EXTERNA;QUARENTA DOIS MIL SETECENTOS E VINTE REAIS.;-;-
07.401.436/0001-31;2021-01-01;3;108232;ELDORADO BRASIL CELULOSE S.A.;97773;BDO RCS Auditores Independentes SS;;54276936000179;010324;Nacional;2018-01-01;;;Serviços de auditoria independente das demonstrações contábeis individuais e consolidadas para o exercício a findar em 31 de dezembro de 2018, bem como a revisão das informações contábeis contidas nas Informações Trimestrais - ITR para os trimestres a findarem em 31 de março, 30 de junho e 30 de setembro de 2018, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com adoção das Normas Internacionais de Contabilidade (IFRS).;Os honorários dos auditores independentes totalizaram o valor líquido de R$ 1.207.427, referentes a serviços de auditoria, sendo R$ 962.720 para serviços executados no Brasil, Estados Unidos e na China e R$ 244.707 na Áustria.;Não houve susbtituição nos ultimos anos, nos termos do art.31 da IN 308 da CVM.;não há
07.401.436/0001-31;2021-01-01;3;108232;ELDORADO BRASIL CELULOSE S.A.;97774;BDO RCS Auditores Independentes SS;;54276936000179;010324;Nacional;2019-01-01;;;Serviços de auditoria independente das demonstrações contábeis individuais e consolidadas para o exercício a findar em 31 de dezembro de 2019, bem como a revisão das informações contábeis contidas nas Informações Trimestrais - ITR para os trimestres a findarem em 31 de março, 30 de junho e 30 de setembro de 2019, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com adoção das Normas Internacionais de Contabilidade (IFRS).;Os honorários dos auditores independentes totalizaram o valor líquido de R$ 1.339.676, referentes a serviços de auditoria, sendo R$ 1.048.712 para serviços executados no Brasil, Estados Unidos e China e R$ 290.964 na Áustria.;Não houve susbtituição nos ultimos anos, nos termos do art.31 da IN 308 da CVM.;não há
07.401.436/0001-31;2021-01-01;3;108232;ELDORADO BRASIL CELULOSE S.A.;97775;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2020-01-01;;;Serviços de auditoria independente das demonstrações contábeis individuais e consolidadas para o exercício a findar em 31 de dezembro de 2020, bem como a revisão das informações contábeis contidas nas Informações Trimestrais - ITR para os trimestres a findarem em 31 de março, 30 de junho e 30 de setembro de 2020, elaboradas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e Normas Internacionais de Relatório Financeiro (IFRS).;Os honorários dos auditores independentes totalizaram o valor líquido de R$ 1.926.976, referentes a serviços de auditoria, sendo R$ 1.591.703 para serviços executados no Brasil, Estados Unidos e China e R$ 335.273 na Áustria.;A alteração da auditoria ocorreu em razão de uma decisão tomada pelo conselho da administração e dos acionistas da Companhia, não havendo qualquer fato que desabone os serviços prestados pela BDO.;
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;104106;Baker Tilly 4Partners Auditores Independentes S.S.;;18596945000183;012076;Nacional;2017-12-05;;;Os auditores independentes prestaram serviços para a Companhia relativo a auditoria das demonstrações financeiras individuais e consolidadas da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e normas internacionais de relatório financeiro (IFRS), referentes aos exercícios sociais findos em 31 de dezembro de 2019 e 2018.;O seguinte valor foi pago aos auditores independentes como remuneração pelos serviços prestados no exercício social encerrado em 31 de dezembro de 2019: R$129 mil exclusivamente pela auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício social encerrado em 31 de dezembro de 2019.;Não aplicável;Não aplicável
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;104107;KPMG Auditores Independentes S/S;;57755217000129;004189;Nacional;2020-04-29;;;Serviços relacionados (i) à auditoria independente da demonstração financeira individual e consolidada da Simpar S.A ("Companhia") relativa ao exercício social encerrado em 31 de dezembro de 2020 preparada de acordo com as práticas contábeis adotadas no Brasil ("BR GAAP") e Normas Internacionais de Relatório Financeiro ("IFRS"), emitidas pelo International Accounting Standard Board (IASB) (ii) serviços relacionados a auditoria para a emissão de relatórios de procedimentos previamente acordados.;O montante total da remuneração dos auditores independentes no exercício findo em 31 de dezembro de 2020 foi de R$3.392 mil, sendo (i) R$3.316 mil, correspondente a honorários de auditoria da auditoria da demonstração financeira individual e (ii) R$ 76 mil de serviços referentes à procedimentos previamente acordados, conforme item (ii) descritas acima nos serviços contratados.;A mudança dos auditores independentes está em linha com o plano de otimização dos gastos da Companhia, conforme Comunicado ao Mercado divulgado em 06 de abril de 2021;Não aplicável
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;104108;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2021-04-05;;;Serviços relacionados (i) à auditoria independente da demonstração financeira individual e consolidada da Simpar S.A ("Companhia") relativa ao exercício social encerrado em 31 de dezembro de 2021 preparada de acordo com as práticas contábeis adotadas no Brasil ("BR GAAP") e Normas Internacionais de Relatório Financeiro ("IFRS"), emitidas pelo International Accounting Standard Board (IASB).;Não aplicável;Não aplicável;Não aplicável
07.437.016/0001-05;2021-01-01;3;114161;CINESYSTEM S.A.;102978;KPMG Auditores Independentes;;57755217002253;004189;Nacional;2018-01-01;2018-12-31;;Serviços de revisão limitada das informações trimestrais (ITR) relativas aos períodos de três, seis e nove meses encerrados em 31 de março, 30 de junho e 30 de setembro de 2018 e de auditoria independente das demonstrações contábeis e notas explicativas entes ao exercício social encerado em 31 de dezembro de 2018, bem como exames específicos de controles internos para a Cinesystem S.A e suas empresas controladas e para emissão adicional de relatório de avaliação dos cálculos do Resultado Operacional Ajustado (ROA).;No exercício social de 2018, os auditores independentes da Companhia receberam honorários relativos aos serviços de auditoria no montante de R$ 180.000,00 e relativos aos outros serviços no montante de R$ 28.099,16.;Não aplicável;Não aplicável
07.437.016/0001-05;2021-01-01;3;114161;CINESYSTEM S.A.;102979;KPMG Auditores Independentes;;57755217002253;004189;Nacional;2019-01-01;2019-12-31;;Serviços de revisão limitada das informações trimestrais (ITR) relativas aos períodos de três, seis e nove meses encerrados em 31 de março, 30 de junho e 30 de setembro de 2019 e de auditoria independente das demonstrações contábeis e notas explicativas referentes ao exercício social encerado em 31 de dezembro de 2019, bem como exames específicos de controles internos para a Cinesystem S.A e suas empresas controladas. Emissão adicional de relatório de avaliação dos cálculos do Resultado Operacional Ajustado (ROA).;R$ 190.000,00 (Cento e Noventa Mil Reais).;Não se aplica;Não se aplica
07.437.016/0001-05;2021-01-01;3;114161;CINESYSTEM S.A.;102980;KPMG Auditores Independentes;;57755217002253;004189;Nacional;2020-01-01;;;Serviços de revisão limitada das informações trimestrais (ITR) relativas aos períodos de três, seis e nove meses encerrados em 31 de março, 30 de junho e 30 de setembro de 2020 e de auditoria independente das demonstrações contábeis e notas explicativas referentes ao exercício social encerado em 31 de dezembro de 2020, bem como exames específicos de controles internos para a Cinesystem S.A e suas empresas controladas. Emissão adicional de relatório de avaliação dos cálculos do Resultado Operacional Ajustado (ROA).;R$ 195.800,00 (Centro e noventa mil reais);Não houve;não houve
07.437.016/0001-05;2021-01-01;3;114161;CINESYSTEM S.A.;102981;MAZARS AUDITORES INDEPENDENTES S.S.;;07326840000198;010723;Nacional;2021-01-01;;;Serviços de revisão limitada das informações trimestrais (ITR) relativas aos períodos de três, seis e nove meses encerrados em 31 de março, 30 de junho e 30 de setembro de 2021 e de auditoria independente das demonstrações contábeis e notas explicativas referentes ao exercício social encerado em 31 de dezembro de 2021, bem como exames específicos de controles internos para a Cinesystem S.A e suas empresas controladas.;R$ 147.500,00 (Cento e quarenta e sete mil e quinhentos reais);Revezamento após 03 anos consecutivos de uma mesma empresa de auditoria.;N/A
07.526.557/0001-00;2021-01-01;12;114809;AMBEV S.A.;103803;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2015-01-09;;;Os serviços contratados compreendem: (i) auditoria independente ou revisão contábil das demonstrações contábeis da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2018, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e Normas Internacionais de Relatórios Financeiros (IFRS), e das informações financeiras trimestrais da Companhia referentes aos períodos de 31 de março, 30 de junho e 31 de setembro de 2018, e (ii) prestação de serviços de consultoria tributária e consultoria na revisão de documentos periódicos entregues à U.S. Securities and Exchange Commission ("SEC").;A remuneração total da Deloitte Touche Tohmatsu Auditores Independentes pelos serviços prestados à Companhia durante o exercício social de 2020 foi de R$80.620,00, sendo relativos aos serviços de auditoria de revisão de documentos periódicos entregues à SEC, cuja apresentação inclui períodos anteriormente auditados pela Deloitte.;Substituição ao final do exercício, em decorrência do término do contrato de prestação de serviços.;Não aplicável.
07.526.557/0001-00;2021-01-01;12;114809;AMBEV S.A.;103804;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2018-08-07;;;Os serviços contratados compreendem auditoria independente ou revisão contábil das demonstrações contábeis da Companhia relativas aos exercícios sociais encerrados em 31 de dezembro de 2021, 2020 e 2019, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e Normas Internacionais de Relatórios Financeiros (IFRS), e das informações financeiras trimestrais da Companhia, referentes aos períodos de 31 de março, 30 de junho e 31 de setembro de 2021, 2020 e 2019. Adicionalmente, houve a prestação de outros serviços referentes à verificação da aderência à metodologia de pagamentos definida entre a Companhia e as suas revendas.;A remuneração total da PricewaterhouseCoopers Auditores Independentes pelos serviços prestados à Companhia no último exercício social foi de R$ 13.906.000,00, sendo (i) R$ 10.920.000,00 relativos aos serviços de auditoria de revisão das demonstrações contábeis de 2020, incluídas as revisões trimestrais e auditoria das controladas, e (ii) R$ 2.986.000,00 referentes a outros serviços;Não aplicável, uma vez que não houve substituição.;Não aplicável.
07.587.384/0001-30;2021-01-01;2;114318;PLANETA SECURITIZADORA S.A.;103170;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;;07326840000198;010723;Nacional;2017-01-01;;;Serviços de auditoria para o exercício de 2017.Serviços de auditoria para o exercício de 2018.;2018 - R$ 40.000,00. 2019 - R$ 35.000,00 - 2020 - R$ 40.000,00 - 2021 R$ 15.000,00;Redução de Budget para 2017 e 2018.;Não houve.
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;103032;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2011-02-01;;;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) auditoria das demonstrações financeiras individuais e consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2020, 2019 e 2018 preparadas de acordo com as práticas contábeis adotadas no Brasil e normas internacionais (IFRS) (ii) revisão das informações financeiras intermediárias individuais e consolidadas, preparadas de acordo com o CPC21 e IAS34, referentes aos períodos de três, seis e nove meses findos em 31 de março, 30 de junho e 30 de setembro de 2020, bem como ao período de três meses findo em 31 de março de 2021 (iii) auditoria para fins de consolidação e estatutária em certas subsidiárias da Companhia no exterior (iv) serviços de due-diligence contábil e tributária em targets para aquisição (v) serviços permitidos à expatriados e (vi) prestação de serviços no âmbito de preparação para uma oferta pública inicial de ações de emissão da Companhia em 2021.;Os honorários totais incorridos no exercício social de 2020 com os auditores independentes como remuneração relativos aos trabalhos descritos nos itens (i) a (v) acima foram de R$ 2.896 mil.;Não houve substituição dos auditores independentes.;Não houve substituição dos auditores independentes.
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;103033;Ernst & Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2022-04-04;;;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) auditoria das demonstrações financeiras individuais e consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2022, 2023 e 2024 preparadas de acordo com as práticas contábeis adotadas no Brasil e normas internacionais (IFRS) (ii) revisão das informações financeiras intermediárias individuais e consolidadas, preparadas de acordo com o CPC21 e IAS34, referentes aos períodos de três, seis e nove meses findos em 31 de março, 30 de junho e 30 de setembro (iii) auditoria para fins de consolidaçã  eestatutária em certas subsidiárias da Companhia no exterior.;N/A;N/A;N/A
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;99631;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES;;18596945000183;022594;Nacional;2017-07-01;;;(i) Auditar e emitir relatório sobre as demonstrações financeiras para os exercícios a findarem-se em 30 de junho de 2018, 2019 e 2020 para fins de CVM como segue: a) demonstrações financeiras, individuais e consolidadas, preparadas de acordo com as práticas contábeis adotadas no Brasil e b) demonstrações financeiras consolidadas preparadas de acordo com as normas internacionais de relatório financeiro (IFRS) (ii) Revisão e emissão de relatório sobre as informações trimestrais intermediárias de acordo com as normas brasileiras e internacionais de revisão de informações intermediárias para os períodos a findarem-se em: a) 31 de março de 2018, 2019 e 2020 b) 30 de setembro de 2017, 2018 e 2019 e c) 31 de dezembro de 2017, 2018 e 2019.;Honorários de Auditoria: R$ 256,5 mil - são os honorários totais cobrados em 2020 pela Baker Tilly 4partners Auditores Independentes para a auditoria de nossas demonstrações financeiras consolidadas e anuais, incluindo revisões de demonstrações financeiras intermediárias.;N/A;N/A
