CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Quantidade_Pessoa_Fisica;Quantidade_Pessoa_Juridica;Quantidade_Investidor
02.351.144/0001-18;2021-01-01;8;113850;TEGMA GESTAO LOGISTICA S.A.;Debêntures;0;0;2
02.382.073/0001-10;2021-01-01;4;115239;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Debêntures;0;1;22
02.387.241/0001-60;2021-01-01;17;115500;RUMO S.A.;Debêntures;14287;129;13
02.397.080/0001-96;2021-01-01;6;114132;ITAPEBI GERACAO DE ENERGIA S.A.;Debêntures;0;0;9
02.415.408/0001-50;2021-01-01;5;114570;CONC ROD.OESTE SP VIAOESTE S.A;Debêntures;985;6;21
02.421.421/0001-11;2021-01-01;11;115627;TIM S.A.;Debêntures;0;0;1
02.451.848/0001-62;2021-01-01;5;114561;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Debêntures;6485;0;336
02.474.103/0001-19;2021-01-01;10;115589;ENGIE BRASIL ENERGIA S.A.;Debêntures;22507;76640;0
02.509.186/0001-34;2021-01-01;3;112480;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Debêntures;0;0;10
02.509.491/0001-26;2021-01-01;17;114764;CONC ECOVIAS IMIGRANTES S.A.;Debêntures;3328;9;62
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;Debêntures;0;0;9
02.591.787/0001-39;2021-01-01;5;109573;CAPITALPART PARTICIPACOES S.A.;Bônus de Subscrição;0;0;0
02.643.896/0001-52;2021-01-01;1;105291;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Certificados de Recebíveis Imobiliários;3;15;0
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;Debêntures;0;1;5
02.736.470/0001-43;2021-01-01;1;108212;CONFIANZA SECURITIZADORA SA;Certificados de Recebíveis Imobiliários;0;0;0
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;Debêntures;0;1;59
02.773.542/0001-22;2021-01-01;10;115903;OPEA SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;29058;106;18
02.773.542/0001-22;2021-01-01;10;115903;OPEA SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;33022;218;129
02.773.542/0001-22;2021-01-01;10;115903;OPEA SECURITIZADORA S.A.;Debêntures;5888;32;136
02.783.423/0001-50;2021-01-01;1;105727;ALTERE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;489;2;0
02.783.423/0001-50;2021-01-01;1;105727;ALTERE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;175;1;0
02.800.026/0001-40;2021-01-01;13;115845;COGNA EDUCAÇÃO S.A.;Debêntures;0;13;342
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Debêntures;79;5;354
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Nota Comercial;0;1;0
02.860.694/0001-62;2021-01-01;11;126140;T4F ENTRETENIMENTO S.A.;Debêntures;0;1;0
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;Debêntures;0;0;1228
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;Debêntures;0;0;2
02.998.301/0001-81;2021-01-01;8;114549;RIO PARANAPANEMA ENERGIA S.A.;Debêntures;0;5;307
02.998.611/0001-04;2021-01-01;10;119216;ISA ENERGIA BRASIL;Debêntures;7460;23;226
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Debêntures;0;0;1
03.025.305/0001-46;2021-01-01;3;112482;RODOVIAS DAS COLINAS S.A.;Debêntures;40;9;274
03.207.703/0001-83;2021-01-01;3;112002;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Debêntures;0;0;0
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;Debêntures;4;14;177
03.467.321/0001-99;2021-01-01;4;115437;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Debêntures;373;42;392
03.467.321/0001-99;2021-01-01;4;115437;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Nota Comercial;0;0;9
03.758.318/0001-24;2021-01-01;18;114636;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Debêntures Conversíveis;0;1;3
03.767.538/0001-14;2021-01-01;8;114910;BRAZILIAN SECURITIES CIA SECURITIZACAO;Certificado de Recebíveis do Agronegócio;267;2;0
03.767.538/0001-14;2021-01-01;8;114910;BRAZILIAN SECURITIES CIA SECURITIZACAO;Certificados de Recebíveis Imobiliários;1362;72;0
03.795.050/0001-09;2021-01-01;3;114046;TERMOPERNAMBUCO S.A.;Debêntures;0;3;44
03.853.896/0001-40;2021-01-01;6;113664;MARFRIG GLOBAL FOODS S.A.;Debêntures;0;1;0
03.953.509/0001-47;2021-01-01;2;114180;CPFL GERACAO DE ENERGIA S.A.;Debêntures;0;0;26
03.983.431/0001-03;2021-01-01;7;111096;EDP - ENERGIAS DO BRASIL S.A.;Debêntures;1637;9;124
04.032.433/0001-80;2021-01-01;9;115496;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures Conversíveis;8;4;28
04.065.791/0001-99;2021-01-01;10;115571;SINQIA S.A.;Debêntures;0;1;0
04.089.570/0001-50;2021-01-01;5;115238;ÁGUAS GUARIROBA S.A;Debêntures;4;17;387
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;Debêntures;3394;0;833
04.172.213/0001-51;2021-01-01;7;114232;CIA PIRATININGA DE FORCA E LUZ;Debêntures;0;11;15
04.200.649/0001-07;2021-01-01;17;112298;COMPANHIA PROVINCIA DE SECURITIZACAO;Certificados de Recebíveis Imobiliários;2;1;24
04.233.319/0001-18;2021-01-01;4;115068;NCF PARTICIPAÇÕES S/A;Debêntures;0;0;38
04.368.865/0001-66;2021-01-01;1;121203;LIGGA TELECOMUNICAÇÕES S.A.;Debêntures;1;1;2
04.370.282/0001-70;2021-01-01;8;114635;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Debêntures;4754;0;580
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;Debêntures;8694;704;0
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;Debêntures;0;0;81
04.739.720/0001-24;2021-01-01;2;112105;USINA TERMELÉTRICA PAMPA SUL S.A.;Debêntures;4066;162;0
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;Debêntures;0;0;1
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Debêntures;3365;8;313
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;Debêntures;0;0;2
04.986.320/0001-13;2021-01-01;4;111221;SER EDUCACIONAL S.A.;Debêntures;1;0;75
04.992.714/0001-84;2021-01-01;10;114813;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Debêntures;0;0;121
05.197.443/0001-38;2021-01-01;17;115749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Debêntures;0;0;272
05.878.397/0001-32;2021-01-01;10;114667;ALLOS S.A.;Debêntures;0;5;282
05.917.486/0001-40;2021-01-01;12;111907;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Debêntures;0;0;3
06.016.348/0001-53;2021-01-01;1;105221;VENTOS DO SUL ENERGIA S.A.;Debêntures;0;0;7
06.047.087/0001-39;2021-01-01;12;115656;REDE D'OR SÃO LUIZ S.A.;Debêntures;0;2;34
06.047.087/0001-39;2021-01-01;12;115656;REDE D'OR SÃO LUIZ S.A.;Nota Comercial;0;0;11
06.057.223/0001-71;2021-01-01;18;115525;SENDAS DISTRIBUIDORA S.A.;Debêntures;0;0;119
06.057.223/0001-71;2021-01-01;18;115525;SENDAS DISTRIBUIDORA S.A.;Nota Comercial;0;0;1
06.164.253/0001-87;2021-01-01;26;115734;GOL LINHAS AEREAS INTELIGENTES S.A.;Bônus de Subscrição;953;14;67
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Debêntures;0;0;61
06.347.409/0001-65;2021-01-01;4;114698;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Debêntures;0;0;1
06.626.253/0001-51;2021-01-01;10;115321;EMPREENDIMENTOS PAGUE MENOS S.A.;Debêntures;235;28;70
06.977.745/0001-91;2021-01-01;16;115718;BR MALLS PARTICIPACOES S.A.;Debêntures;164;5;64
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;Debêntures;0;43;26
06.981.176/0001-58;2021-01-01;8;115711;CEMIG GERACAO E TRANSMISSAO S.A.;Debêntures;29;279;5
06.981.180/0001-16;2021-01-01;8;115712;CEMIG DISTRIBUICAO S.A.;Debêntures;18066;44;6
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;Debêntures;0;16;354
07.119.838/0001-48;2021-01-01;2;114148;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Certificados de Recebíveis Imobiliários;6195;19;13
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Debêntures;0;0;1
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Nota Comercial;0;0;1
07.253.321/0001-47;2021-01-01;1;105092;CARBOMIL SA MINER. E INDUSTRIA;Debêntures;0;2;0
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;Bônus de Subscrição;2171;179;2500
07.282.377/0001-20;2021-01-01;5;115461;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;244;15;3
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;Debêntures;306;49;223
07.526.557/0001-00;2021-01-01;12;114809;AMBEV S.A.;Debêntures;0;1;38
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Debêntures;3;10;344
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Bônus de Subscrição;0;4;1
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Certificado de Recebíveis do Agronegócio;106;0;2
07.802.794/0001-56;2021-01-01;4;115874;ESSENTIA PCHS S.A.;Debêntures;0;0;1
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Debêntures;0;6;218
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;Certificados de depósito de valores mobiliários;470;4;73
07.859.510/0001-68;2021-01-01;4;114054;JHSF MALLS S.A.;Debêntures;0;0;1
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Debêntures;12876;173;394
07.976.147/0001-60;2021-01-01;6;109855;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Debêntures;340;63;37
07.976.147/0001-60;2021-01-01;6;109855;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Nota Comercial;0;0;1
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;Debêntures;0;0;9
08.070.508/0001-78;2021-03-31;5;108095;RAIZEN ENERGIA S.A.;Debêntures;570;61;0
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;Debêntures;2422;80;110
08.170.849/0001-15;2021-01-01;17;115570;DESKTOP S.A.;Debêntures;0;0;2
08.213.823/0001-07;2021-01-01;2;111162;AURA ALMAS MINERAÇÃO S.A.;Debêntures;0;0;16
08.294.224/0001-65;2021-01-01;8;115654;JHSF PARTICIPACOES S.A.;Debêntures;1;0;1
08.312.229/0001-73;2021-01-01;6;115668;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Debêntures;0;1;1
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;Debêntures;150;27;74
08.364.948/0001-38;2021-01-01;13;113780;ALUPAR INVESTIMENTO S/A;Debêntures;1;0;92
08.397.078/0001-01;2021-01-01;2;111434;GSH CORP PARTICIPAÇÕES S.A.;Debêntures;0;1;0
08.402.943/0001-52;2021-01-01;7;115622;GUARARAPES CONFECCOES S.A.;Certificados de Recebíveis Imobiliários;535;0;0
08.402.943/0001-52;2021-01-01;7;115622;GUARARAPES CONFECCOES S.A.;Debêntures;0;58;0
08.402.943/0001-52;2021-01-01;7;115622;GUARARAPES CONFECCOES S.A.;Nota Comercial;0;0;0
08.439.659/0001-50;2021-01-01;3;114179;CPFL ENERGIAS RENOVÁVEIS S.A.;Debêntures;0;9;79
08.493.364/0001-62;2021-04-01;1;106525;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;Certificado de Recebíveis do Agronegócio;0;0;0
08.764.621/0001-53;2021-01-01;5;114452;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Debêntures;6;0;1
08.769.451/0001-08;2021-01-01;10;111129;VIRGO COMPANHIA DE SECURITIZAÇÃO;Certificado de Recebíveis do Agronegócio;1900;18;6
08.769.451/0001-08;2021-01-01;10;111129;VIRGO COMPANHIA DE SECURITIZAÇÃO;Certificados de Recebíveis Imobiliários;546;3;34
08.769.451/0001-08;2021-12-31;3;101031;VIRGO COMPANHIA DE SECURITIZAÇÃO;Certificado de Recebíveis do Agronegócio;1900;18;6
08.769.451/0001-08;2021-12-31;3;101031;VIRGO COMPANHIA DE SECURITIZAÇÃO;Certificados de Recebíveis Imobiliários;546;3;34
08.773.135/0001-00;2021-01-01;14;115502;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Bônus de Subscrição;1;1;10
08.773.135/0001-00;2021-01-01;14;115502;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;1;0;9
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;Debêntures;0;1;14
08.801.621/0001-86;2021-01-01;12;115487;SYN PROP & TECH S.A.;Debêntures;0;24;101
08.811.643/0001-27;2021-01-01;4;119752;TRISUL S.A.;Debêntures;0;5;5
08.822.767/0001-08;2021-01-01;4;112481;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;Debêntures;0;1;6
08.827.501/0001-58;2021-01-01;7;115551;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Debêntures;25;118;200
08.873.873/0001-10;2021-01-01;20;114763;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Debêntures;76;17;439
08.926.302/0001-05;2021-01-01;9;114842;DOMMO ENERGIA S.A.;Bônus de Subscrição;26888;303;89
08.926.302/0001-05;2021-01-01;9;114842;DOMMO ENERGIA S.A.;Debêntures;0;1;0
08.937.002/0001-13;2021-01-01;1;104847;VISION SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;0;1;1
09.041.168/0001-10;2021-01-01;10;113943;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Debêntures;0;0;4
09.054.385/0001-44;2021-01-01;1;105069;INBRANDS S.A.;Bônus de Subscrição;0;1;0
09.054.385/0001-44;2021-01-01;1;105069;INBRANDS S.A.;Debêntures;0;5;5
09.083.175/0001-84;2021-01-01;8;111419;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;Bônus de Subscrição;0;0;1
09.095.183/0001-40;2021-01-01;5;115430;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;34;41;158
09.112.685/0001-32;2021-01-01;5;115590;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;0;0
09.114.805/0001-30;2021-01-01;13;116042;OCEANPACT SERVIÇOS MARITIMOS S.A.;Debêntures;0;0;6
09.149.503/0001-06;2021-01-01;14;143729;SERENA GERAÇÃO S.A.;Debêntures;23;0;9
09.149.503/0001-06;2021-01-01;14;143729;SERENA GERAÇÃO S.A.;Debêntures;233;4;321
09.288.252/0001-32;2021-01-01;5;114695;ANIMA HOLDING S.A.;Debêntures;0;1;1
09.304.427/0001-58;2021-01-01;2;113289;HABITASEC SECURITIZADORA SA;Certificados de Recebíveis Imobiliários;909;101;27
09.305.994/0001-29;2021-01-01;9;115872;AZUL S.A.;Debêntures Conversíveis;0;0;3
09.313.969/0001-97;2021-01-01;7;111976;AUTOPISTA LITORAL SUL;Debêntures;0;0;34
09.346.601/0001-25;2021-01-01;19;115579;B3 S.A. - BRASIL, BOLSA, BALCÃO;Debêntures;0;15;462
09.347.516/0001-81;2021-01-01;11;115493;ELETROMIDIA S.A.;Debêntures;0;0;3
09.359.927/0001-97;2021-01-01;3;115873;ASA BRANCA HOLDING S.A.;Debêntures;0;0;11
09.391.823/0001-60;2021-01-01;7;114391;SANTO ANTONIO ENERGIA S.A.;Debêntures;7400;55;162
09.414.761/0001-64;2021-01-01;4;113544;K-INFRA RODOVIA DO AÇO S.A.;Debêntures;0;0;0
09.611.768/0001-76;2021-01-01;7;115697;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Debêntures;138;3;7
09.625.321/0001-56;2021-01-01;7;114174;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;Debêntures;756;42;0
10.139.870/0001-08;2021-01-01;9;115934;NEOGRID PARTICIPAÇÕES S.A.;Debêntures;0;18;1
10.215.988/0001-60;2021-01-01;8;122058;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Debêntures;0;0;73
10.234.027/0001-00;2021-01-01;4;110172;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;Debêntures;0;0;0
10.240.186/0001-00;2021-01-01;4;110168;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;Debêntures;0;0;0
10.285.590/0001-08;2021-01-01;21;114627;GRUPO DE MODA SOMA S.A.;Debêntures;11;17;49
10.324.624/0001-18;2021-01-01;4;110412;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Debêntures;0;5;0
10.488.244/0001-19;2021-01-01;1;105307;INFRASEC SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;2;0;5
10.531.501/0001-58;2021-01-01;4;114662;CONC AUTO RAPOSO TAVARES S.A.;Debêntures;9742;49;80
10.571.175/0001-02;2021-01-01;6;115764;URBA DESENVOLVIMENTO URBANO S.A.;Bônus de Subscrição;3;0;0
10.571.175/0001-02;2021-01-01;6;115764;URBA DESENVOLVIMENTO URBANO S.A.;Debêntures;0;0;3
10.608.405/0001-60;2021-01-01;16;113983;BARI SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;580;49;35
10.635.691/0001-53;2021-01-01;2;106518;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Debêntures;0;0;0
10.647.979/0001-48;2021-01-01;3;110382;CONC ROTA DAS BANDEIRAS S.A.;Debêntures;10626;139;395
10.678.505/0001-63;2021-01-01;2;112230;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Debêntures;15600;70;19
10.753.164/0001-43;2021-01-01;6;113830;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;Certificado de Recebíveis do Agronegócio;49024;184;0
10.760.260/0001-19;2021-01-01;7;114674;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Debêntures;0;6;172
10.841.050/0001-55;2021-01-01;20;114765;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Debêntures;11;1;51
10.851.805/0001-00;2021-01-01;2;115242;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;Debêntures;0;0;2
11.257.352/0001-43;2021-01-01;1;104970;BSI CAPITAL SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;0;2;0
11.257.352/0001-43;2021-01-01;1;104970;BSI CAPITAL SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;2;6;0
11.274.829/0001-07;2021-01-01;4;110400;COMPANHIA PAULISTA DE SECURITIZAÇÃO;Debêntures;6;7;139
11.284.204/0001-18;2021-01-01;7;112803;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Debêntures;6;12;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Bônus de Subscrição;0;0;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Certificado de Recebíveis do Agronegócio;0;0;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Certificados de Depósito de Valores Mobiliários;0;0;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Certificados de Recebíveis Imobiliários;0;0;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Contrato de Investimento Coletivo;0;0;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Debêntures;0;3;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Debêntures Conversíveis;0;0;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Letras Financeiras;0;0;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Nota Comercial;0;0;0
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Título de Investimento Coletivo;0;0;0
11.725.176/0001-27;2021-01-01;11;115601;BOA VISTA SERVIÇOS S.A.;Bônus de Subscrição;0;5;0
11.725.176/0001-27;2021-01-01;11;115601;BOA VISTA SERVIÇOS S.A.;Debêntures;0;4;0
11.992.680/0001-93;2021-01-01;5;114692;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Debêntures;0;4;0
12.049.631/0001-84;2021-01-01;9;114003;MOURA DUBEUX ENGENHARIA S/A;Debêntures;0;1;0
12.130.744/0001-00;2021-01-01;10;113808;TRUE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;18952;236;73
12.130.744/0001-00;2021-01-01;10;113808;TRUE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;49302;428;420
12.139.922/0001-63;2021-01-01;1;105068;OCTANTE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;12854;38;0
