CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
01.468.594/0001-22;2021-01-01;7;111913;LG INFORMÁTICA S.A.;Felipe Vieiralves Azevedo;Diretor Presidente/Relações com Investidores
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Jose Luis Salas Rincón;Diretor Presidente
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Michelle Rodrigues Nogueira;Diretor de Relações com Investidores
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;Ian Andrade;Diretor de Relações com Investidores
01.548.981/0001-79;2021-01-01;6;114192;INVESTIMENTOS BEMGE S.A.;Alexsandro Broedel;Diretor Presidente
01.548.981/0001-79;2021-01-01;6;114192;INVESTIMENTOS BEMGE S.A.;Renato Lulia Jacob;Diretor de Relações com Investidores
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Armando Marchesan Neto;Diretor Presidente
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Fernando Stucchi Alegro;Diretor de Relações com Investidores
01.616.929/0001-02;2021-01-01;9;113851;SANEAMENTO DE GOIAS SA;Paulo Rogério Bragatto Battiston;Diretor de Relações com Investidores
01.616.929/0001-02;2021-01-01;9;113851;SANEAMENTO DE GOIAS SA;Ricardo José Soavinski;Diretor Presidente
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;Lorival Nogueira Luz Jr.;Diretor Presidente
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;Carlos Alberto Bezerra de Moura;Diretor de Relações com Investidores
01.851.771/0001-55;2021-01-01;2;114436;524 PARTICIPACOES S.A.;DIOGO ALEXANDRE DE MELO BAHIA;Diretor Presidente
01.851.771/0001-55;2021-01-01;2;114436;524 PARTICIPACOES S.A.;NORBERTO AGUIAR TOMAZ;Diretor de Relações com Investidores
01.896.779/0001-38;2021-01-01;6;113992;CSU DIGITAL S.A.;Ricardo José Ribeiro Leite;Diretor de Relações com Investidores
01.896.779/0001-38;2021-01-01;6;113992;CSU DIGITAL S.A.;Marcos Ribeiro Leite;Diretor Presidente
01.917.818/0001-36;2021-01-01;11;114216;LIGHT ENERGIA S.A.;Raimundo Nonato Alencar de Castro;Diretor Presidente
01.917.818/0001-36;2021-01-01;11;114216;LIGHT ENERGIA S.A.;Gisomar Francisco De Bittencourt Marinho;Diretor de Relações com Investidores
01.938.783/0001-11;2021-01-01;5;114730;CIA PARTICIPACOES ALIANCA DA BAHIA;CLARISSA BARRETO MODAFFERI;Diretor de Relações com Investidores
01.938.783/0001-11;2021-01-01;5;114730;CIA PARTICIPACOES ALIANCA DA BAHIA;JOSÉ RENATO DE ALMEIDA GONÇALVES TOURINHO;Diretor Presidente
01.957.772/0001-89;2021-01-01;2;105881;SUL 116 PARTICIPACOES S.A.;Alberto Ribeiro Guth;Diretor de Relações com Investidores
01.971.614/0001-83;2021-01-01;7;114105;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;Josué Christiano Gomes da Silva;Diretor Presidente
01.971.614/0001-83;2021-01-01;7;114105;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;João Batista da Cunha Bomfim;Diretor de Relações com Investidores
01.989.044/0001-59;2021-01-01;1;103950;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;BRUNO DE MELLO BOMENY;Diretor Presidente/Relações com Investidores
02.016.440/0001-62;2021-01-01;7;114880;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Marco Antonio Villela de Abreu;Diretor Presidente
02.016.440/0001-62;2021-01-01;7;114880;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Yuehui Pan;Diretor de Relações com Investidores
02.062.747/0001-08;2021-01-01;2;114444;SUDESTE S.A.;DIOGO ALEXANDRE DE MELO BAHIA;Diretor Presidente
02.062.747/0001-08;2021-01-01;2;114444;SUDESTE S.A.;NORBERTO AGUIAR TOMAZ;Diretor de Relações com Investidores
02.105.040/0001-23;2021-04-01;3;108918;VIRGO II COMPANHIA DE SECURITIZACAO;Daniel Monteiro Coelho de Magalhães;Diretor Presidente/Relações com Investidores
02.105.040/0001-23;2021-12-31;1;100560;VIRGO II COMPANHIA DE SECURITIZACAO;Daniel Monteiro Coelho de Magalhães;Diretor Presidente/Relações com Investidores
02.149.205/0001-69;2021-01-01;7;113901;PORTO SEGURO S.A.;Roberto de Souza Santos;Diretor Presidente/Relações com Investidores
02.162.616/0001-94;2021-01-01;4;108892;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Helder Rocha Falcão;Diretor de Relações com Investidores
02.193.750/0001-52;2021-01-01;15;115647;DEXXOS PARTICIPAÇÕES S.A.;Rafael Alcides Raphael;Diretor Presidente
02.193.750/0001-52;2021-01-01;15;115647;DEXXOS PARTICIPAÇÕES S.A.;George Abi-Rihan Cordeiro;Diretor de Relações com Investidores
02.201.787/0001-85;2021-01-01;1;105190;CEL PARTICIPAÇÕES S.A. - CELPAR;GUILHERME RODRIGUES DE NOVAES BARROS;Diretor Presidente
02.201.787/0001-85;2021-01-01;1;105190;CEL PARTICIPAÇÕES S.A. - CELPAR;JULIO LUIZ BAPTISTA LOPES;Diretor de Relações com Investidores
02.217.319/0001-07;2021-01-01;2;111689;YBYRÁ CAPITAL S.A.;FRANK JENCIK;Diretor de Relações com Investidores
02.217.319/0001-07;2021-01-01;2;111689;YBYRÁ CAPITAL S.A.;ADALBERTO LEIDENFROST;Diretor Presidente
02.221.531/0001-30;2021-01-01;4;110384;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;Thais Caroline Borges Labre;Diretor Presidente/Relações com Investidores
02.255.187/0001-08;2021-01-01;7;115680;UNIFIQUE TELECOMUNICAÇÕES S.A.;FABIANO BUSNARDO;Diretor Presidente
02.255.187/0001-08;2021-01-01;7;115680;UNIFIQUE TELECOMUNICAÇÕES S.A.;JOSÉ WILSON DE SOUZA JUNIOR;Diretor de Relações com Investidores
02.258.422/0001-97;2021-01-01;6;114432;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;MANACESAR LOPES DOS SANTOS;Diretor de Relações com Investidores
02.258.422/0001-97;2021-01-01;6;114432;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;RICARDO DE AQUINO FILHO;Diretor Presidente
02.281.836/0001-37;2021-01-01;7;114590;TRANSNORDESTINA LOGISTICA SA;TUFI DAHER FILHO;Diretor Presidente
02.281.836/0001-37;2021-01-01;7;114590;TRANSNORDESTINA LOGISTICA SA;HUMBERTO AUGUSTO MOTA DA SILVA;Diretor de Relações com Investidores
02.286.479/0001-08;2021-01-01;5;113804;LOCALIZA FLEET S.A.;Bruno Sebastian Lasansky;Diretor Presidente
02.286.479/0001-08;2021-01-01;5;113804;LOCALIZA FLEET S.A.;Rodrigo Tavares Gonçalves de Sousa;Diretor de Relações com Investidores
02.291.077/0001-93;2021-01-01;2;103648;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;NANCI TURIBIO GUIMARÃES;Diretor de Relações com Investidores
02.291.077/0001-93;2021-01-01;2;103648;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;FÁBIO PEREIRA MAIA;Diretor Presidente
02.302.100/0001-06;2021-01-01;6;111045;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Vitor Hugo Alexandrino da Silva;Diretor de Relações com Investidores
02.302.100/0001-06;2021-01-01;6;111045;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;João Manuel Brito Martins;Diretor Presidente
02.302.101/0001-42;2021-01-01;7;114157;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Pablo Andrés Fernández Uhart;Diretor de Relações com Investidores
02.302.101/0001-42;2021-01-01;7;114157;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Marcio Rea;Diretor Presidente
02.318.346/0001-68;2021-01-01;3;110456;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;NORBERTO AGUIAR TOMAZ;Diretor Presidente/Relações com Investidores
02.328.280/0001-97;2021-01-01;9;114135;ELEKTRO REDES S.A.;Antonio Sergio Casanova;Diretor Presidente
02.328.280/0001-97;2021-01-01;9;114135;ELEKTRO REDES S.A.;Renato de Almeida Rocha;Diretor de Relações com Investidores
02.338.534/0001-58;2021-01-01;2;109598;LONGDIS S.A.;Marcos Navajas;Diretor de Relações com Investidores
02.351.144/0001-18;2021-01-01;8;113850;TEGMA GESTAO LOGISTICA S.A.;Ramón Pérez Arias Filho;Diretor de Relações com Investidores
02.351.144/0001-18;2021-01-01;8;113850;TEGMA GESTAO LOGISTICA S.A.;Marcos Antonio Leite De Medeiros;Diretor Presidente
02.351.877/0001-52;2021-01-01;14;115548;LWSA S/A;Fernando Biancardi Cirne;Diretor Presidente
02.351.877/0001-52;2021-01-01;14;115548;LWSA S/A;Rafael Chamas Alves;Diretor de Relações com Investidores
02.357.251/0001-53;2021-01-01;5;115847;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Franco Maria Giuseppe Pallamolla;Diretor Presidente
02.357.251/0001-53;2021-01-01;5;115847;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;João Manuel Martins Ramos Canha;Diretor de Relações com Investidores
02.365.069/0001-44;2021-01-01;3;108695;PADTEC HOLDING S.A.;Renato Jordão da Silva;Diretor de Relações com Investidores
02.365.069/0001-44;2021-01-01;3;108695;PADTEC HOLDING S.A.;Carlos Raimar Schoeninger;Diretor Presidente
02.382.073/0001-10;2021-01-01;4;115239;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Pedro Augusto de Araújo Freitas;Diretor Presidente
02.382.073/0001-10;2021-01-01;4;115239;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;André Pires de Oliveira Dias;Diretor de Relações com Investidores
02.387.241/0001-60;2021-01-01;17;115500;RUMO S.A.;João Alberto Fernandez de Abreu;Diretor Presidente
02.387.241/0001-60;2021-01-01;17;115500;RUMO S.A.;Ricardo Lewin;Diretor de Relações com Investidores
02.397.080/0001-96;2021-01-01;6;114132;ITAPEBI GERACAO DE ENERGIA S.A.;Marcelo José Cavalcanti Lopes;Diretor Presidente
02.397.080/0001-96;2021-01-01;6;114132;ITAPEBI GERACAO DE ENERGIA S.A.;Renato de Almeida Rocha;Diretor de Relações com Investidores
02.415.408/0001-50;2021-01-01;5;114570;CONC ROD.OESTE SP VIAOESTE S.A;José Salim Kallab Fraiha;Diretor Presidente/Relações com Investidores
02.421.421/0001-11;2021-01-01;11;115627;TIM S.A.;Camille Loyo Faria;Diretor de Relações com Investidores
02.421.421/0001-11;2021-01-01;11;115627;TIM S.A.;Alberto Mario Griselli;Diretor Presidente
02.429.144/0001-93;2021-01-01;5;115542;CPFL ENERGIA S.A.;Gustavo Estrella;Diretor Presidente
02.429.144/0001-93;2021-01-01;5;115542;CPFL ENERGIA S.A.;YueHui Pan;Diretor de Relações com Investidores
02.451.848/0001-62;2021-01-01;5;114561;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Rogério Cezar Bahú;Diretor Presidente/Relações com Investidores
02.474.103/0001-19;2021-01-01;10;115589;ENGIE BRASIL ENERGIA S.A.;Eduardo Antonio Gori Sattamini;Diretor Presidente/Relações com Investidores
02.502.844/0001-66;2021-01-01;5;115348;RUMO MALHA PAULISTA S.A.;Ricardo Lewin;Diretor de Relações com Investidores
02.502.844/0001-66;2021-01-01;5;115348;RUMO MALHA PAULISTA S.A.;João Alberto Fernandez de Abreu;Diretor Presidente
02.509.186/0001-34;2021-01-01;3;112480;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Alexandre Tujisoki;Diretor de Relações com Investidores
02.509.186/0001-34;2021-01-01;3;112480;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;José Renato Ricciardi;Diretor Presidente
02.509.491/0001-26;2021-01-01;17;114764;CONC ECOVIAS IMIGRANTES S.A.;Rui Juarez Klein;Diretor Presidente
02.509.491/0001-26;2021-01-01;17;114764;CONC ECOVIAS IMIGRANTES S.A.;Ronald Dennis Marangon;Diretor de Relações com Investidores
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;David Melcon Sanchez-Friera;Diretor de Relações com Investidores
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;Christian Mauad Gebara;Diretor Presidente
02.560.878/0001-07;2021-01-01;3;111518;HOSPITAL ANCHIETA S.A.;Antônio Alves Benjamim Neto;Diretor Presidente
02.560.878/0001-07;2021-01-01;3;111518;HOSPITAL ANCHIETA S.A.;Flávio Figueiredo Deluiggi;Diretor de Relações com Investidores
02.591.787/0001-39;2021-01-01;5;109573;CAPITALPART PARTICIPACOES S.A.;Marcos Navajas;Diretor de Relações com Investidores
02.635.522/0001-95;2021-03-31;8;104794;JALLES MACHADO S.A.;Otávio Lage de Siqueira Filho;Diretor Presidente
02.635.522/0001-95;2021-03-31;8;104794;JALLES MACHADO S.A.;Rodrigo Penna de Siqueira;Diretor de Relações com Investidores
02.643.896/0001-52;2021-01-01;1;105291;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Luis Fernando Casari Davantel;Diretor de Relações com Investidores
02.643.896/0001-52;2021-01-01;1;105291;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Rodrigo Góes Pinheiro de Carvalho Klaus;Diretor Presidente
02.664.042/0001-52;2021-01-01;2;113942;TERMINAL GARAGEM MENEZES CORTES S.A.;Marcello Romualdo da Silva Pereira;Diretor de Relações com Investidores
02.682.287/0001-02;2021-01-01;1;105657;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Carlos Eduardo Pereira Guimarães;Diretor Presidente
02.682.287/0001-02;2021-01-01;1;105657;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Mauro Dutra Mediano Dias;Diretor de Relações com Investidores
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;ANDRÉ CÔRTES VELLOSO;Diretor de Relações com Investidores
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;MÁRIO VIEIRA MARCONDES NETO;Diretor Presidente
02.736.470/0001-43;2021-01-01;1;108212;CONFIANZA SECURITIZADORA SA;Leeandro Silva Mesquita;Diretor de Relações com Investidores
02.736.470/0001-43;2021-01-01;1;108212;CONFIANZA SECURITIZADORA SA;Cesar Reginato Ligeiro;Diretor Presidente
02.762.113/0001-50;2021-01-01;4;108238;BRAZILIAN FINANCE E REAL ESTATE S.A.;Mauro Dutra Mediano Dias;Diretor Presidente/Relações com Investidores
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;Antonio Carlos Duarte Sepúlveda;Diretor Presidente
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;Daniel Pedreira Dorea;Diretor de Relações com Investidores
02.762.124/0001-30;2021-01-01;2;114437;BETAPART PARTICIPACOES S.A.;MARIA AMALIA DELFIM DE MELO COUTRIM;Diretor de Relações com Investidores
02.762.124/0001-30;2021-01-01;2;114437;BETAPART PARTICIPACOES S.A.;NORBERTO AGUIAR TOMAZ;Diretor Presidente
02.773.542/0001-22;2021-01-01;10;115903;OPEA SECURITIZADORA S.A.;Flávia Palacios Mendonça Bailune;Diretor Presidente/Relações com Investidores
02.783.423/0001-50;2021-01-01;1;105727;ALTERE SECURITIZADORA S.A.;Armando Miguel Gallo Neto;Diretor de Relações com Investidores
02.796.775/0001-40;2021-01-01;3;114439;GAMA PARTICIPACOES S.A.;DIOGO ALEXANDRE DE MELO BAHIA;Diretor Presidente
02.796.775/0001-40;2021-01-01;3;114439;GAMA PARTICIPACOES S.A.;NORBERTO AGUIAR TOMAZ;Diretor de Relações com Investidores
02.800.026/0001-40;2021-01-01;13;115845;COGNA EDUCAÇÃO S.A.;Rodrigo Calvo Galindo;Diretor Presidente
02.800.026/0001-40;2021-01-01;13;115845;COGNA EDUCAÇÃO S.A.;Frederico da Cunha Villa;Diretor de Relações com Investidores
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Marco Antonio Souza Cauduro;Diretor Presidente
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Waldo Edwin Perez Leskovar;Diretor de Relações com Investidores
02.860.694/0001-62;2021-01-01;11;126140;T4F ENTRETENIMENTO S.A.;Diego Marcelo Parente;Diretor de Relações com Investidores
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;Gilberto Tomazoni;Diretor Presidente
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;Guilherme Perboyre Cavalcanti;Diretor de Relações com Investidores
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;Sergio Moniz Barretto Garcia;Diretor Presidente
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;Simone Aparecida Borsato;Diretor de Relações com Investidores
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;Adalmario Ghovatto Satheler do Couto;Diretor de Relações com Investidores
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;Breno Toledo Pires de Oliveira;Diretor Presidente
02.950.811/0001-89;2021-01-01;10;115678;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Augusto Alves do Reis Neto;Diretor Presidente/Relações com Investidores
02.992.449/0001-09;2021-01-01;2;114442;PROMPT PARTICIPACOES S.A.;DIOGO ALEXANDRE DE MELO BAHIA;Diretor Presidente
02.992.449/0001-09;2021-01-01;2;114442;PROMPT PARTICIPACOES S.A.;NORBERTO AGUIAR TOMAZ;Diretor de Relações com Investidores
02.998.301/0001-81;2021-01-01;8;114549;RIO PARANAPANEMA ENERGIA S.A.;Carlos Alberto Rodrigues de Carvalho;Diretor Presidente/Relações com Investidores
02.998.611/0001-04;2021-01-01;10;119216;ISA ENERGIA BRASIL;Rui Chammas;Diretor Presidente
02.998.611/0001-04;2021-01-01;10;119216;ISA ENERGIA BRASIL;Carisa Santos Portela Cristal;Diretor de Relações com Investidores
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Carlo Alberto Bottarelli;Diretor Presidente
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Roberto Solheid da Costa de Carvalho;Diretor de Relações com Investidores
03.025.305/0001-46;2021-01-01;3;112482;RODOVIAS DAS COLINAS S.A.;Alexandre Tujisoki;Diretor de Relações com Investidores
03.025.305/0001-46;2021-01-01;3;112482;RODOVIAS DAS COLINAS S.A.;José Renato Ricciardi;Diretor Presidente
03.207.703/0001-83;2021-01-01;3;112002;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Helvécio Tamm de Lima Filho;Diretor Presidente
03.207.703/0001-83;2021-01-01;3;112002;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Simone Aparecida Borsato;Diretor de Relações com Investidores
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;Augusto Miranda da Paz Junior;Diretor Presidente
03.303.999/0001-36;2021-01-01;3;114866;DTCOM - DIRECT TO COMPANY S.A.;MARCELO RENATO NASCIMENTO CERQUEIRA;Diretor de Relações com Investidores
03.303.999/0001-36;2021-01-01;3;114866;DTCOM - DIRECT TO COMPANY S.A.;Aryovaldo Mazzi Neto;Diretor Presidente/Relações com Investidores
03.342.704/0001-30;2021-01-01;15;113616;PETRORECÔNCAVO S.A.;Marcelo Campos Magalhães;Diretor Presidente
