CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;2020-01-01;2020-12-31;Conselho de Administração;11.00;5.42;446520.00;350520.00;468574.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2020. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a um diretor considerando que este exerceu o cargo por 12 meses em 2020.
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;2.17;3267874.00;2296013.00;2752366.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2020. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a 1 diretor considerando que este exerceu o cargo por 12 meses em 2020.
04.128.563/0001-10;2021-01-01;5;111532;AES TIETE ENERGIA SA;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;179280.00;179280.00;179280.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2020. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a um diretor considerando que este exerceu o cargo por 12 meses em 2020.
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;3.00;3.00;2735697.16;1486981.05;1770370.80;"Diretoria Executiva: Valor da menor remuneração individual Total R$2.973.962,09 (rateio entre Ecorodovias Infraestrutura e Logística/Ecorodovias Concessões e Serviços, lançado R$1.486.981,05 na Ecorodovias Infraestrutura e Logística, e R$1.486.981,05 na Ecorodovias Concessões e Serviços)."
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2019-01-01;2019-12-31;Conselho Fiscal;6.00;6.00;158389.44;79194.72;121007.90;
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.75;7.75;579552.46;293092.70;448031.93;
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;4152693.00;823755.46;2231239.99;Nota1: Conforme disposto no OfícioCircular/CVM/SEP/N°2/2020, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Nota 2: O valor da menor remuneração individual Total é de R$ 2.433.107,35 (rateio entre Ecorodovias Infraestrutura e Logística/Ecorodovias Concessões e Serviços, lançado R$ 729.932,20 na Ecorodovias Infraestrutura e Logística, e R$ 1.703.175,14 na Ecorodovias Concessões e Serviços).
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;6.00;6.00;165070.02;82535.01;123802.52;
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2019-01-01;2019-12-31;Conselho de Administração;10.83;9.25;535603.34;281230.91;284159.66;
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2018-01-01;2018-12-31;Conselho de Administração;13.00;0.00;514268.23;270028.46;311607.71;
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2018-01-01;2018-12-31;Conselho Fiscal;6.00;0.00;101760.00;50880.00;76320.00;
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;3.75;3.75;8250364.03;1111060.29;3654252.67;Diretoria Executiva: Valor da maior remuneração individual Total R$16.500.728,07 (rateio entre Ecorodovias Infraestrutura e Logística/Ecorodovias Concessões e Serviços, lançado R$8.250.364,03 na Ecorodovias Infraestrutura e Logística, e R$8.250.364,03 na Ecorodovias Concessões e Serviços).Valor da menor remuneração individual Total R$2.222.120,58 (rateio entre Ecorodovias Infraestrutura e Logística/Ecorodovias Concessões e Serviços, lançado R$1.111.060,29 na Ecorodovias Infraestrutura e Logística, e R$1.111.060,29 na Ecorodovias Concessões e Serviços).
04.200.649/0001-07;2021-01-01;17;112298;COMPANHIA PROVINCIA DE SECURITIZACAO;2018-01-01;2018-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;NÃO FORAM REMUNERADOS
04.200.649/0001-07;2021-01-01;17;112298;COMPANHIA PROVINCIA DE SECURITIZACAO;2019-01-01;2019-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;Não foram remunerados
04.200.649/0001-07;2021-01-01;17;112298;COMPANHIA PROVINCIA DE SECURITIZACAO;2019-01-01;2019-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;NÃO FORAM REMUNERADOS
04.200.649/0001-07;2021-01-01;17;112298;COMPANHIA PROVINCIA DE SECURITIZACAO;2020-01-01;2020-12-31;Conselho de Administração;3.00;3.00;10000.00;0.00;3333.33;
04.200.649/0001-07;2021-01-01;17;112298;COMPANHIA PROVINCIA DE SECURITIZACAO;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;61692.78;0.00;20564.26;
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;17852746.91;1749073.64;7526635.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante os 12 (doze) meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.Para informar a menor remuneração, esclarecemos que não consideramos todos os membros do órgão, visto que nem todos os membros exerceram o seu cargo durante todo o exercício social.Conforme OFÍCIO CIRCULAR/CVM/SEP/Nº 1/2021, os valores de remuneração informados não consideram encargos sociais que sejam ônus do empregador.
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;-
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;34977241.66;396000.00;5365320.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante os 12 (doze) meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.Para informar a menor remuneração, esclarecemos que consideramos todos os membros do órgão, visto que todos os membros exerceram o seu cargo durante todo o exercício social. A Companhia possui membro do Conselho de Administração indicado pela acionista Uniper e que não percebe nenhuma remuneração pela Companhia em razão de políticas internas do acionista. Além disso, o Diretor-Presidente da Companhia, eleito em 19 de janeiro de 2016, acumulava o cargo de membro do Conselho de Administração pelo qual não percebia nenhuma remuneração.Conforme OFÍCIO CIRCULAR/CVM/SEP/Nº 1/2021, os valores de remuneração informados não consideram encargos sociais que sejam ônus do empregador.
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2019-01-01;2019-12-31;Conselho de Administração;6.83;6.83;8214098.27;475.20;1629589.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante os 12 (doze) meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.Para informar a menor remuneração, esclarecemos que consideramos todos os membros do órgão, visto que todos os membros exerceram o seu cargo durante todo o exercício social. A Companhia possui membro do Conselho de Administração indicado pela acionista Uniper e que não percebe nenhuma remuneração pela Companhia em razão de políticas internas do acionista. Além disso, o Diretor-Presidente da Companhia, eleito em 19 de janeiro de 2016, acumulava o cargo de membro do Conselho de Administração pelo qual não percebia nenhuma remuneração.
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2019-01-01;2019-12-31;Diretoria Estatutária;3.97;3.97;14882056.00;1975578.00;8720669.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante os 12 (doze) meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.Para informar a menor remuneração, esclarecemos que não consideramos todos os membros do órgão, visto que nem todos os membros exerceram o seu cargo durante todo o exercício social.Conforme OFÍCIO CIRCULAR/CVM/SEP/Nº 1/2021, os valores de remuneração informados não consideram encargos sociais que sejam ônus do empregador.O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante os 12 (doze) meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.Para informar a menor remuneração, esclarecemos que não consideramos todos os membros do órgão, visto que nem todos os membros exerceram o seu cargo durante todo o exercício social.
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2019-01-01;2019-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;-
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2018-01-01;2018-12-31;Conselho de Administração;6.98;6.67;1296000.00;316800.00;643606.90;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante os 12 (doze) meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.Para informar a menor remuneração, esclarecemos que consideramos todos os membros do órgão, visto que todos os membros exerceram o seu cargo durante todo o exercício social. A Companhia possui membro do Conselho de Administração indicado pela acionista Uniper e que não percebe nenhuma remuneração pela Companhia em razão de políticas internas do acionista. Além disso, o Diretor-Presidente da Companhia, eleito em 19 de janeiro de 2016, acumulava o cargo de membro do Conselho de Administração pelo qual não percebia nenhuma remuneração.
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2018-01-01;2018-12-31;Diretoria Estatutária;3.58;3.58;4833026.00;381252.00;3336272.35;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante os 12 (doze) meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo.Para informar a menor remuneração, esclarecemos que não consideramos todos os membros do órgão, visto que nem todos os membros exerceram o seu cargo durante todo o exercício social.
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;2018-01-01;2018-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;-
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;5.60;3.90;10345781.92;311600.26;4223884.39;Dos 6 diretores estatutários, 5 deles exerceram suas funções por 12 meses e 1 deles proporcionalmente por 7 meses.
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;2018-01-01;2018-12-31;Conselho de Administração;6.50;0.00;0.00;0.00;0.00;Em 2018 os conselheiros não eram remunerados.
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;3.00;3.00;4460027.31;1328192.53;2783160.45;Os 3 diretores estatutários exerceram suas funções por 12 meses.
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;2019-01-01;2019-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;Em 2019 os conselheiros não eram remunerados.
04.752.991/0001-10;2021-01-01;16;116024;BIOMM S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;1760660.00;611200.01;931680.54;
04.752.991/0001-10;2021-01-01;16;116024;BIOMM S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;5.00;5.00;1865600.00;501715.00;960825.00;
04.752.991/0001-10;2021-01-01;16;116024;BIOMM S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;5.00;5.00;1810160.00;658240.00;1008306.42;
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2019-01-01;2019-12-31;Conselho de Administração;5.00;5.00;600000.00;108000.00;206400.00;N/A
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;2327033.53;346495.83;1401617.26;
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;3188800.00;36219.00;781655.60;
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;3.00;3.00;1343161.14;616895.80;1019225.20;N/A
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2019-01-01;2019-12-31;Conselho Fiscal;1.00;1.00;20400.00;20400.00;20400.00;Apesar de a média para o exercício ser de 1 membro, ao longo do ano houve mais de um Conselheiro Fiscal.
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2018-01-01;2018-12-31;Conselho de Administração;5.00;5.00;436000.00;108000.00;173600.00;N/A
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;3.00;3.00;1434375.70;577776.45;983370.14;N/A
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;2018-01-01;2018-12-31;Conselho Fiscal;1.75;1.75;35700.00;35700.00;35700.00;N/A
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2018-01-01;2018-12-31;Conselho Fiscal;4.00;4.00;54000.00;54000.00;54000.00;
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;7.00;7.00;2000131.06;637859.63;1052865.27;
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2018-01-01;2018-12-31;Conselho de Administração;6.00;3.00;84000.00;84000.00;84000.00;
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2019-01-01;2019-12-31;Conselho Fiscal;3.00;3.00;64800.00;64800.00;64800.00;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social.
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;9.00;8.75;1603857.00;570265.00;895068.00;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social.
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2019-01-01;2019-12-31;Conselho de Administração;4.00;2.00;100800.00;100800.00;100800.00;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social.
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;54000.00;54000.00;54000.00;
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.00;8.83;2015659.13;628703.56;10000814.63;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social.
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.00;1.08;56000.00;7000.00;90740.74;
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;2019-01-01;2019-12-31;Conselho Fiscal;4.00;4.00;43345.08;43345.08;43345.08;
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;4.00;4.00;43345.08;43345.08;43345.08;
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;5.00;5.00;444655.68;391199.04;401890.36;
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;2019-01-01;2019-12-31;Conselho de Administração;7.00;7.00;43345.08;43345.08;43345.08;- O valor médio anual para os membros do conselho de administração, da diretoria estatutária e conselho fiscal correspondem aos honorários recebidos de janeiro a dezembro de 2019, pois a AGO realizada em abril/2019 não reajustou os valores percebidos pelos membros dos colegiados já citados.- Valor anual incluído os valores pagos ao Presidente do Banco, que também é membro do Conselho de Administração.
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;2018-01-01;2018-12-31;Conselho de Administração;7.00;7.00;43345.08;43345.08;43345.08;Valor anual incluído os valores pagos ao Presidente do Banco, que também é membro do Conselho de Administração.
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;6.00;6.00;444655.68;391199.04;400108.48;Valor anual médio efetivado, contemplando: a) Remuneração fixa (sem encargos) b) Gratificação Natalina e c) Adicional de férias e abono pecuniário.
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;2018-01-01;2018-12-31;Conselho Fiscal;4.00;4.00;43345.08;43345.08;43345.08;
04.902.979/0001-44;2021-01-01;6;114494;BCO AMAZONIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;43345.08;43345.08;43345.08;
04.912.242/0001-02;2021-01-01;1;104814;PORTUENSE FERRAGENS S/A;2018-01-01;2018-12-31;Diretoria Estatutária;4.00;4.00;3000.00;3000.00;3000.00;
04.912.242/0001-02;2021-01-01;1;104814;PORTUENSE FERRAGENS S/A;2018-01-01;2018-12-31;Conselho de Administração;3.00;3.00;870.00;870.00;870.00;
04.912.242/0001-02;2021-01-01;1;104814;PORTUENSE FERRAGENS S/A;2019-01-10;2019-12-31;Diretoria Estatutária;4.00;4.00;1000.00;1000.00;1000.00;
04.912.242/0001-02;2021-01-01;1;104814;PORTUENSE FERRAGENS S/A;2019-01-10;2019-12-31;Conselho de Administração;3.00;3.00;985.00;985.00;985.00;
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2020-01-01;2020-12-31;Conselho de Administração;10.00;10.00;63280.27;10898.27;39488.41;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2019. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;14.00;6.00;436994.67;105487.38;272546.80;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2020. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;63280.27;52381.99;63156.19;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2020. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2019-01-01;2019-12-31;Conselho Fiscal;2.33;2.33;52733.56;9228.37;49155.20;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2019. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2019-01-01;2019-12-31;Conselho de Administração;7.00;7.00;63280.27;37440.81;59588.92;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2019. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;6.00;6.00;518751.75;79100.36;254163.15;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2019. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2018-01-01;2018-12-31;Conselho Fiscal;4.00;4.00;31640.13;8964.71;27816.95;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2018. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;6.00;6.00;521614.10;101995.80;300725.70;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2018. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;2018-01-01;2018-12-31;Conselho de Administração;12.67;12.67;55370.23;10546.71;40424.43;O membro que apresentou o valor da maior remuneração anual individual exerceu suas funções durante o ano de 2018. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2018-01-01;2018-12-31;Conselho de Administração;6.42;6.42;381425.00;27500.00;120371.34;O Conselho de Administração foi criado no final de 2017 e, portanto, não houve pagamento aos membros do Conselho em referido exercício.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2018-01-01;2018-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;Não foi instalado conselho fiscal.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;13.42;13.42;800000.00;203857.91;420351.88;O valor da maior remunerac¸a~o anual individual de cada o´rga~o foi recebido por membros que exerceram suas func¸o~es na Companhia por 12 meses. Para apurac¸a~o do valor da menor remunerac¸a~o anual individual de cada o´rga~o, foram desconsiderados os membros que tenham exercido o cargo por menos de 12 meses.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2019-01-01;2019-12-31;Conselho de Administração;7.00;7.00;508850.00;55000.00;162857.14;O valor da maior remunerac¸a~o anual individual de cada o´rga~o foi recebido por membros que exerceram suas func¸o~es na Companhia por 12 meses. Para apurac¸a~o do valor da menor remunerac¸a~o anual individual de cada o´rga~o, foram desconsiderados os membros que tenham exercido o cargo por menos de 12 meses.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2019-01-01;2019-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;Não foi instalado conselho fiscal.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;15.00;15.00;932762.50;227006.25;468919.06;O valor da maior remunerac¸a~o anual individual de cada o´rga~o foi recebido por membros que exerceram suas func¸o~es na Companhia por 12 meses. Para apurac¸a~o do valor da menor remunerac¸a~o anual individual de cada o´rga~o, foram desconsiderados os membros que tenham exercido o cargo por menos de 12 meses.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;16.17;16.17;1189579.77;240156.30;574142.81;O valor da maior remunerac¸a~o anual individual de cada o´rga~o foi recebido por membros que exerceram suas func¸o~es na Companhia por 12 meses. Para apurac¸a~o do valor da menor remunerac¸a~o anual individual de cada o´rga~o, foram desconsiderados os membros que tenham exercido o cargo por menos de 12 meses.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;Não foi instalado conselho fiscal.
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;527400.00;60000.00;171428.57;O valor da maior remunerac¸a~o anual individual de cada o´rga~o foi recebido por membros que exerceram suas func¸o~es na Companhia por 12 meses. Para apurac¸a~o do valor da menor remunerac¸a~o anual individual de cada o´rga~o, foram desconsiderados os membros que tenham exercido o cargo por menos de 12 meses.
